CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,PH,ES,PPG,COALICION_PRI_PVEM,COMUN_PRD_PT,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,8,ATENANGO DEL RIO,554,2,5,204,189,50,7,262,25,23,4,0,5,2,0,0,776,35,811,1101
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,8,ATENANGO DEL RIO,555,1,0,229,39,16,3,38,1,0,0,0,0,5,0,0,331,7,338,495
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,8,ATENANGO DEL RIO,556,1,2,99,88,11,2,84,1,7,1,0,0,3,0,0,298,9,307,416
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,8,ATENANGO DEL RIO,557,1,1,89,90,18,7,16,2,1,0,0,2,1,0,0,227,8,235,393
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,8,ATENANGO DEL RIO,559,1,0,70,59,19,2,44,3,3,1,0,1,0,0,0,202,5,207,268
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,8,ATENANGO DEL RIO,560,1,3,116,130,37,1,102,2,22,2,1,1,1,0,0,418,16,434,646
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,8,ATENANGO DEL RIO,561,1,1,160,138,47,3,77,2,1,1,0,0,0,0,0,430,23,453,636
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,8,ATENANGO DEL RIO,562,2,4,166,198,15,2,80,8,8,4,0,2,2,0,0,489,20,509,808
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,8,ATENANGO DEL RIO,563,1,2,93,88,23,5,115,17,11,0,1,1,3,0,0,359,23,382,531
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,15,BUENAVISTA DE CUELLAR,778,2,132,248,140,157,96,57,9,23,4,7,4,16,0,0,893,34,927,1385
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,15,BUENAVISTA DE CUELLAR,779,2,110,277,131,86,90,26,11,36,2,6,6,7,0,1,788,27,816,1110
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,15,BUENAVISTA DE CUELLAR,780,2,181,254,128,75,116,31,7,68,5,6,7,9,0,0,887,29,916,1286
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,15,BUENAVISTA DE CUELLAR,781,3,279,345,212,135,118,55,10,63,6,7,11,12,0,0,1253,40,1293,1741
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,15,BUENAVISTA DE CUELLAR,782,2,96,151,167,80,81,8,4,45,0,1,4,12,0,0,649,22,671,1050
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,15,BUENAVISTA DE CUELLAR,783,2,55,142,153,71,55,5,6,25,5,4,0,7,0,0,528,12,540,790
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,15,BUENAVISTA DE CUELLAR,784,2,29,206,85,117,80,43,6,41,3,3,2,26,0,0,641,25,666,981
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,15,BUENAVISTA DE CUELLAR,785,1,40,69,119,70,14,20,2,21,1,0,1,5,0,0,362,29,391,635
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,15,BUENAVISTA DE CUELLAR,786,1,17,27,36,45,15,4,0,7,0,1,1,0,0,0,153,2,155,184
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,15,BUENAVISTA DE CUELLAR,787,1,10,51,16,18,26,36,3,4,1,1,1,3,0,1,170,5,176,270
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,15,BUENAVISTA DE CUELLAR,788,1,2,44,21,25,3,6,0,1,0,1,0,2,0,0,105,6,111,153
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,19,COPALILLO,858,5,4,263,326,291,12,517,97,30,371,7,11,100,0,0,2029,101,2130,2800
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,19,COPALILLO,859,3,3,372,268,212,18,307,128,22,225,3,1,9,0,0,1568,103,1671,2190
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,19,COPALILLO,860,1,2,63,30,15,2,63,5,1,60,0,0,0,0,0,241,15,256,308
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,19,COPALILLO,861,1,0,15,91,23,2,42,2,0,17,0,1,0,0,0,193,27,220,289
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,19,COPALILLO,862,3,4,275,123,230,12,129,86,3,98,1,1,2,0,0,964,43,1007,1344
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,19,COPALILLO,863,1,0,22,59,98,2,44,9,11,11,0,1,0,0,0,257,9,266,343
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,19,COPALILLO,864,1,2,30,69,74,1,24,18,0,24,0,2,0,0,0,244,22,266,351
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,19,COPALILLO,865,1,1,79,42,53,4,35,19,0,79,0,1,1,0,0,314,22,336,494
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,19,COPALILLO,866,1,6,14,104,33,0,55,7,1,29,0,0,0,0,0,249,22,271,353
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,19,COPALILLO,867,3,14,178,189,232,3,197,10,10,93,1,0,1,0,0,928,60,988,1250
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1444,2,13,179,48,146,14,31,14,17,1,3,6,16,0,1,488,31,520,974
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1445,3,21,229,83,174,14,52,13,18,8,3,6,27,0,0,648,54,702,1211
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1446,2,22,226,53,252,25,41,9,13,7,1,4,26,0,2,679,10,691,1429
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1447,2,6,175,50,89,26,44,11,8,2,2,7,11,0,0,431,31,462,854
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1448,2,20,161,45,79,21,51,11,18,6,6,8,12,0,0,438,36,474,751
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1449,2,21,243,79,209,23,56,26,36,8,9,14,28,0,2,752,54,808,1490
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1450,2,15,271,66,110,4,52,29,12,8,9,5,4,0,0,585,48,633,1016
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1451,2,21,170,40,113,10,49,23,18,3,5,10,4,0,0,466,34,500,907
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1452,2,20,192,49,146,8,39,19,13,2,9,11,11,0,0,519,35,554,1021
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1453,2,11,131,61,97,82,46,15,21,1,4,9,1,0,0,479,15,494,1079
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1454,3,28,333,141,245,20,70,17,48,5,7,16,25,0,0,955,59,1014,2003
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1455,2,21,292,80,48,20,22,14,20,1,2,6,9,0,0,535,14,549,1178
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1456,1,6,200,58,0,0,8,10,15,2,3,0,0,0,0,302,13,315,679
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1457,1,2,37,7,28,2,0,3,0,0,0,1,0,0,0,80,4,84,112
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1458,2,17,165,27,40,26,20,8,4,2,0,3,12,0,0,324,22,346,778
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1459,1,26,155,25,69,0,14,2,7,1,3,8,0,0,0,310,14,324,540
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1460,1,1,101,16,82,4,48,4,9,0,0,0,1,0,0,266,15,281,491
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1461,1,0,22,3,27,2,14,1,1,0,0,0,0,0,0,70,0,70,111
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1462,1,4,96,15,30,4,5,1,7,2,0,2,7,0,0,173,11,184,660
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1463,2,7,136,19,93,5,8,3,11,3,1,3,5,0,2,294,9,305,1053
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1464,2,18,236,55,87,22,41,14,53,0,4,3,8,0,0,541,17,558,1070
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1465,2,7,246,49,93,15,7,7,7,1,1,2,28,0,0,463,25,488,933
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1466,1,3,31,8,34,1,2,1,0,0,0,0,4,0,0,84,1,85,155
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1467,1,9,37,14,48,2,20,0,1,0,20,1,0,0,0,152,5,157,272
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1468,1,3,88,27,60,7,5,2,1,0,1,0,7,0,0,201,8,209,472
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1469,2,16,121,56,122,30,9,5,7,3,2,7,29,0,0,407,17,424,834
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1470,1,0,24,30,4,2,31,0,3,0,0,0,6,0,0,100,1,101,213
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1471,1,2,52,22,30,3,10,0,0,0,0,0,4,0,0,123,3,126,250
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1472,1,1,123,61,66,5,12,2,1,1,0,0,12,0,0,284,17,301,520
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1473,2,3,166,47,59,69,26,4,7,1,0,1,21,0,0,404,18,422,755
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1474,1,13,141,67,38,5,40,0,2,0,2,0,5,0,0,313,9,322,613
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1475,1,3,21,9,63,1,61,1,0,0,0,0,0,0,0,159,17,176,261
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1476,1,2,32,8,22,1,47,1,0,0,0,1,2,0,0,116,8,124,191
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1477,2,2,114,219,102,9,118,8,2,3,0,0,13,0,0,590,82,672,1077
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1478,2,19,146,281,127,12,94,11,11,1,1,0,16,0,0,719,28,747,1348
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,35,HUITZUCO DE LOS FIGUEROA,1479,2,30,213,8,66,15,39,3,3,1,4,2,7,0,0,391,45,436,1029
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1543,4,18,312,336,23,86,61,25,32,20,65,11,22,0,8,1011,74,1093,2606
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1545,1,6,91,46,7,18,8,11,3,0,3,0,1,0,0,194,11,205,383
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1547,3,14,343,269,5,20,59,2,28,2,10,9,11,0,0,772,27,799,1916
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1552,1,3,122,62,8,9,25,9,13,3,8,0,1,0,1,263,8,272,617
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1554,1,1,82,28,0,11,0,1,0,0,5,0,5,0,0,133,5,138,274
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1555,1,2,48,55,4,5,2,2,6,0,4,0,1,0,0,129,5,134,325
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1557,2,10,197,105,19,111,48,6,13,3,14,6,5,0,0,537,30,567,1229
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1558,2,4,123,93,0,5,4,6,6,5,24,4,4,0,0,278,4,282,758
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1559,1,2,136,125,1,2,7,5,6,1,27,0,5,0,0,317,12,329,688
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1560,2,0,122,143,4,17,11,2,9,5,22,3,5,0,0,343,9,352,767
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1561,1,0,32,8,0,1,1,0,0,0,0,0,0,0,0,42,0,42,110
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1562,2,1,210,52,7,2,94,4,24,1,4,2,12,0,0,413,13,426,1003
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1563,1,1,118,44,4,2,66,3,23,1,2,1,10,0,0,275,13,288,694
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,36,IGUALA DE LA INDEPENDENCIA,1564,1,0,108,43,1,3,66,2,8,1,4,2,6,0,0,244,11,255,671
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2420,2,103,137,113,37,6,140,12,19,3,16,7,4,0,0,597,55,652,924
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2421,2,193,280,55,46,12,149,19,42,9,15,9,1,0,2,830,41,873,1343
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2422,1,47,178,34,29,6,57,8,23,4,7,6,3,0,0,402,22,424,574
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2423,2,132,387,78,78,15,126,19,32,5,16,7,1,0,0,896,29,925,1448
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2424,1,53,160,43,53,4,83,2,16,0,6,3,0,0,0,423,23,446,741
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2425,2,309,144,11,94,5,7,2,14,1,2,1,1,0,0,591,16,607,1011
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2426,1,94,171,15,18,0,17,6,5,0,3,2,2,0,0,333,15,348,504
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2427,2,127,112,53,195,7,100,2,31,4,14,7,0,0,0,652,21,673,966
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2428,1,116,52,1,16,3,30,1,1,0,0,0,0,0,0,220,0,220,349
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2429,1,35,183,14,75,3,52,7,15,1,8,3,0,0,0,396,10,406,545
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2430,2,97,131,17,72,6,123,4,13,1,11,4,0,0,0,479,6,485,774
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2431,1,42,56,23,67,0,149,1,11,0,0,0,2,0,0,351,28,379,520
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2432,1,37,14,22,45,3,30,0,1,0,2,1,0,0,0,155,8,163,248
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2433,2,163,181,18,105,6,102,2,7,11,4,1,5,0,1,605,24,630,1103
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2434,2,264,155,50,67,7,89,15,14,8,6,3,2,0,0,680,47,727,1201
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2435,1,7,68,5,8,0,9,1,4,2,0,0,0,0,0,104,0,104,146
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2436,1,20,27,24,16,3,81,2,6,0,0,1,0,0,0,180,12,192,316
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2437,1,64,77,34,42,0,83,8,35,0,0,0,0,0,0,343,20,363,607
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2438,2,146,76,15,41,0,117,3,35,1,0,3,1,0,0,438,13,451,788
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2439,2,119,178,10,161,0,86,4,31,2,2,11,0,0,0,604,24,628,1002
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2440,1,76,49,6,61,0,54,3,6,0,1,0,0,0,0,256,4,260,380
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2441,1,26,56,44,38,4,18,1,1,0,0,1,7,0,0,196,17,213,300
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2442,2,122,113,35,68,8,111,5,24,0,3,5,0,0,0,494,7,501,918
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2443,1,166,78,19,51,3,35,3,6,1,1,3,1,0,0,367,13,380,564
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2444,2,161,178,36,41,5,81,4,52,0,1,4,4,0,0,567,36,603,1077
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2445,2,137,150,8,75,7,84,3,2,1,1,1,1,0,0,470,32,502,1011
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2446,2,21,123,35,35,5,280,4,164,1,0,0,4,0,0,672,36,708,1139
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2447,3,187,102,25,31,15,230,4,49,7,2,1,0,0,0,653,53,706,1522
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2448,2,239,193,20,113,6,41,5,39,3,1,1,2,0,0,663,40,703,1333
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2449,1,9,43,4,18,2,43,3,15,2,1,1,0,0,0,141,6,147,277
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,60,TEPECOACUILCO DE TRUJANO,2450,1,22,73,8,40,3,99,5,13,1,0,0,0,0,0,264,16,280,643
4,12,GUERRERO,24,TIXTLA DE GUERRERO,43,MARTIR DE CUILAPAN,1719,2,13,160,156,12,25,85,68,20,3,4,38,2,0,0,586,148,734,1166
4,12,GUERRERO,24,TIXTLA DE GUERRERO,43,MARTIR DE CUILAPAN,1720,2,13,144,128,20,32,81,110,26,4,1,31,0,0,0,590,125,715,1094
4,12,GUERRERO,24,TIXTLA DE GUERRERO,43,MARTIR DE CUILAPAN,1721,2,9,98,107,8,34,96,169,27,1,9,36,0,0,0,594,153,747,1098
4,12,GUERRERO,24,TIXTLA DE GUERRERO,43,MARTIR DE CUILAPAN,1722,1,35,402,391,40,91,262,347,73,8,14,105,2,0,0,1770,426,2196,323
4,12,GUERRERO,24,TIXTLA DE GUERRERO,43,MARTIR DE CUILAPAN,1723,1,0,70,96,2,11,120,4,2,1,0,18,0,0,0,324,21,345,464
4,12,GUERRERO,24,TIXTLA DE GUERRERO,43,MARTIR DE CUILAPAN,1724,1,0,119,61,1,5,98,7,11,2,0,2,1,0,0,307,13,320,425
4,12,GUERRERO,24,TIXTLA DE GUERRERO,43,MARTIR DE CUILAPAN,1725,2,3,165,183,5,18,125,1,3,2,0,3,0,0,0,508,33,541,757
4,12,GUERRERO,24,TIXTLA DE GUERRERO,43,MARTIR DE CUILAPAN,1726,1,0,73,111,1,3,64,0,3,1,0,1,0,0,0,257,6,263,456
4,12,GUERRERO,24,TIXTLA DE GUERRERO,43,MARTIR DE CUILAPAN,1727,3,9,112,242,8,17,206,4,2,3,3,138,0,0,0,744,69,813,1598
4,12,GUERRERO,24,TIXTLA DE GUERRERO,43,MARTIR DE CUILAPAN,1728,1,0,17,16,1,3,13,18,5,1,0,3,0,0,0,77,7,84,161
4,12,GUERRERO,24,TIXTLA DE GUERRERO,43,MARTIR DE CUILAPAN,1729,1,1,100,95,2,6,60,3,2,1,1,8,1,0,0,280,12,292,353
4,12,GUERRERO,24,TIXTLA DE GUERRERO,43,MARTIR DE CUILAPAN,1730,1,0,54,62,3,8,52,3,1,1,0,6,0,0,0,190,7,197,229
4,12,GUERRERO,24,TIXTLA DE GUERRERO,43,MARTIR DE CUILAPAN,1731,1,1,69,47,8,10,45,18,6,1,0,11,0,0,0,216,18,234,300
4,12,GUERRERO,24,TIXTLA DE GUERRERO,43,MARTIR DE CUILAPAN,1732,2,10,88,295,9,13,202,19,66,12,3,128,0,0,0,845,64,909,1305
4,12,GUERRERO,24,TIXTLA DE GUERRERO,43,MARTIR DE CUILAPAN,1733,2,5,203,205,10,25,401,79,9,8,6,42,5,0,0,998,78,1076,1472
4,12,GUERRERO,24,TIXTLA DE GUERRERO,43,MARTIR DE CUILAPAN,1734,2,11,191,137,8,20,289,26,4,6,1,19,1,0,0,713,38,751,1103
4,12,GUERRERO,24,TIXTLA DE GUERRERO,45,MOCHITLAN,1764,2,0,137,90,3,159,191,10,28,3,1,2,7,0,0,631,35,666,923
4,12,GUERRERO,24,TIXTLA DE GUERRERO,45,MOCHITLAN,1765,2,7,157,74,6,151,115,2,26,7,4,11,6,0,0,566,68,634,876
4,12,GUERRERO,24,TIXTLA DE GUERRERO,45,MOCHITLAN,1766,2,4,195,59,4,199,162,3,11,1,3,4,16,0,0,661,26,687,946
4,12,GUERRERO,24,TIXTLA DE GUERRERO,45,MOCHITLAN,1767,2,12,168,137,10,292,298,9,30,3,6,8,7,0,0,980,40,1020,1472
4,12,GUERRERO,24,TIXTLA DE GUERRERO,45,MOCHITLAN,1768,1,1,22,96,1,105,42,0,2,0,0,0,3,0,0,272,0,272,466
4,12,GUERRERO,24,TIXTLA DE GUERRERO,45,MOCHITLAN,1769,1,3,51,109,2,82,73,2,27,1,0,5,3,0,0,358,23,381,544
4,12,GUERRERO,24,TIXTLA DE GUERRERO,45,MOCHITLAN,1770,1,2,50,114,6,152,58,5,11,1,0,1,12,0,0,412,27,439,639
4,12,GUERRERO,24,TIXTLA DE GUERRERO,45,MOCHITLAN,1771,1,0,21,19,0,67,67,0,2,0,1,2,3,0,0,182,8,190,251
4,12,GUERRERO,24,TIXTLA DE GUERRERO,45,MOCHITLAN,1772,1,2,14,48,0,19,39,2,0,1,0,0,1,0,0,126,4,130,158
4,12,GUERRERO,24,TIXTLA DE GUERRERO,45,MOCHITLAN,1773,1,0,38,13,1,66,69,3,1,0,0,0,2,0,0,193,9,202,248
4,12,GUERRERO,24,TIXTLA DE GUERRERO,45,MOCHITLAN,1774,1,0,85,45,0,0,10,0,0,0,0,0,0,0,0,140,7,147,198
4,12,GUERRERO,24,TIXTLA DE GUERRERO,45,MOCHITLAN,1775,1,0,78,114,1,149,53,5,8,0,1,0,0,0,0,409,29,438,601
4,12,GUERRERO,24,TIXTLA DE GUERRERO,45,MOCHITLAN,1776,1,0,58,41,3,127,148,2,2,0,0,0,4,0,0,385,14,399,509
4,12,GUERRERO,24,TIXTLA DE GUERRERO,45,MOCHITLAN,1777,1,0,58,21,0,40,36,1,1,31,2,2,0,0,0,192,13,205,273
4,12,GUERRERO,24,TIXTLA DE GUERRERO,45,MOCHITLAN,1780,1,0,59,2,2,56,14,0,0,0,0,0,4,0,0,137,15,152,265
4,12,GUERRERO,24,TIXTLA DE GUERRERO,52,QUECHULTENANGO,1973,2,2,168,298,5,9,79,2,12,6,6,4,3,0,0,594,46,640,1062
4,12,GUERRERO,24,TIXTLA DE GUERRERO,52,QUECHULTENANGO,1974,2,2,131,346,13,7,104,4,6,3,0,2,0,0,0,618,54,672,953
4,12,GUERRERO,24,TIXTLA DE GUERRERO,52,QUECHULTENANGO,1975,2,18,184,379,10,7,155,5,20,5,1,2,0,0,0,786,45,831,1275
4,12,GUERRERO,24,TIXTLA DE GUERRERO,52,QUECHULTENANGO,1976,3,8,249,455,14,9,228,19,18,12,8,0,4,0,0,1024,100,1124,1729
4,12,GUERRERO,24,TIXTLA DE GUERRERO,52,QUECHULTENANGO,1977,1,2,13,80,0,1,19,0,1,0,0,0,0,0,0,116,15,131,288
4,12,GUERRERO,24,TIXTLA DE GUERRERO,52,QUECHULTENANGO,1978,1,18,25,143,2,11,126,2,5,4,2,2,4,0,0,344,50,394,630
4,12,GUERRERO,24,TIXTLA DE GUERRERO,52,QUECHULTENANGO,1979,1,28,81,185,8,11,80,3,6,10,0,0,0,0,0,412,31,443,704
4,12,GUERRERO,24,TIXTLA DE GUERRERO,52,QUECHULTENANGO,1980,2,1,133,296,3,3,79,4,5,2,1,6,1,0,0,534,24,558,852
4,12,GUERRERO,24,TIXTLA DE GUERRERO,52,QUECHULTENANGO,1981,1,3,33,133,6,4,36,1,3,1,0,1,0,0,0,221,9,230,359
