CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,PH,ES,PPG,COALICION_PRI_PVEM,COMUN_PRD_PT,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,361,1,16,47,49,14,5,59,1,0,1,0,1,0,3,0,196,20,216,289
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,364,3,33,285,185,13,46,130,11,57,2,4,23,17,6,0,812,79,891,1791
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,365,1,20,77,31,4,11,88,6,2,1,0,0,0,0,0,240,44,284,538
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,366,3,22,275,117,101,163,87,38,3,3,0,4,3,3,0,819,107,926,1032
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,596,1,4,102,95,1,2,28,2,44,4,0,0,0,0,0,282,20,302,629
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,597,2,3,187,136,7,11,19,2,33,7,0,7,0,0,0,412,17,429,861
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,598,1,1,58,114,2,9,17,5,59,5,0,1,2,0,0,273,25,298,683
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,599,2,1,148,156,4,18,54,6,91,4,0,5,1,0,0,488,33,521,1187
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,600,1,3,117,109,3,12,8,3,39,2,0,4,3,0,0,303,16,319,746
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,602,1,2,100,136,2,9,25,5,66,2,0,3,1,0,0,351,15,366,712
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,603,1,4,85,54,2,12,39,12,49,5,0,0,2,0,0,264,11,275,486
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,604,2,5,152,158,4,13,41,12,76,2,0,1,4,0,0,468,31,499,993
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,605,2,5,144,136,5,15,32,7,83,7,0,3,0,0,0,437,31,468,967
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,606,1,0,122,126,2,9,14,10,41,3,0,3,1,0,0,331,21,352,727
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,607,2,4,196,138,3,21,39,16,94,6,0,3,1,0,0,521,20,541,982
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,608,2,5,125,112,3,15,28,9,80,3,0,6,1,0,1,387,17,405,765
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,609,2,4,176,221,2,11,61,20,61,5,0,7,4,0,4,572,39,615,1239
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,610,2,14,180,160,5,43,29,10,75,10,0,5,3,0,0,534,27,561,1082
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,611,2,7,185,256,3,24,46,15,147,24,0,5,5,0,0,717,39,756,1278
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,612,1,2,76,28,1,2,3,1,11,1,0,0,51,0,0,176,29,205,433
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,613,1,0,50,60,1,1,2,3,4,2,0,1,36,0,0,160,25,185,344
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,614,1,0,172,21,0,0,1,0,0,0,0,0,0,0,0,194,2,196,195
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,615,1,0,35,21,3,2,4,0,9,1,0,1,0,0,0,76,4,80,164
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,616,1,1,59,38,1,1,1,0,6,1,0,40,2,0,0,150,8,158,251
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,619,1,1,139,56,4,4,2,9,14,7,0,38,3,0,0,277,7,284,518
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,620,1,0,36,65,1,6,7,0,10,0,0,4,0,0,0,129,6,135,235
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,621,1,0,93,158,0,3,3,1,19,0,0,54,0,0,0,331,16,347,583
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,622,3,2,187,169,1,5,7,9,121,5,0,64,0,0,0,570,33,603,1067
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,623,2,1,177,149,0,6,37,4,30,2,0,50,2,0,0,458,18,476,789
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,624,2,0,157,158,0,0,9,4,36,3,0,57,2,0,0,426,11,437,821
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,626,1,0,109,42,1,10,14,0,8,2,0,2,1,0,0,189,18,207,341
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,627,1,0,52,74,5,28,52,11,55,10,0,5,2,0,0,294,32,326,564
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,628,1,1,83,19,2,0,57,1,8,1,0,1,1,0,0,174,7,181,264
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,630,1,0,75,113,2,8,10,12,5,1,0,3,0,0,0,229,25,254,411
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,631,1,0,80,42,1,2,42,1,4,3,0,0,0,0,0,175,3,178,239
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,632,1,2,115,90,0,5,0,0,10,0,0,3,1,0,0,226,7,233,341
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,633,1,1,74,177,2,1,4,1,10,2,0,3,1,0,1,276,9,286,404
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,634,1,0,20,45,1,1,50,0,15,1,0,0,0,0,0,133,10,143,221
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,636,1,0,24,52,1,4,11,1,5,2,0,1,0,0,0,101,4,105,200
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,637,1,3,92,107,0,6,7,21,58,0,0,2,1,0,0,297,9,306,559
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,638,1,1,21,57,1,0,14,0,24,0,0,1,21,0,0,140,1,141,232
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,639,1,0,122,184,6,1,14,14,20,1,0,2,3,0,0,367,10,377,654
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,640,1,1,81,93,1,2,6,1,30,0,0,7,1,0,0,223,8,231,327
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,641,1,0,169,115,0,0,10,8,17,0,0,6,0,0,0,325,9,334,621
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,642,1,0,40,75,0,1,7,0,7,0,0,0,0,0,0,130,4,134,208
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,644,1,0,49,15,1,1,55,1,2,2,0,0,0,0,0,126,2,128,238
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,645,1,2,216,151,2,6,21,8,7,1,0,2,0,0,0,416,17,433,749
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,646,2,4,246,191,2,14,21,15,25,0,0,4,0,0,2,522,28,552,880
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,647,2,1,347,221,4,10,31,13,17,0,0,0,11,0,0,655,32,687,1102
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,649,1,0,44,42,2,2,4,0,0,0,0,0,0,0,0,94,3,97,124
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,650,2,0,89,117,4,95,47,4,54,11,0,1,0,0,0,422,19,441,828
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,651,1,0,20,23,2,0,10,0,0,4,0,0,0,0,0,59,7,66,101
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,652,1,1,55,73,2,9,32,6,15,3,0,1,1,0,0,198,12,210,365
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,653,1,2,52,99,2,1,14,9,9,2,0,0,0,0,0,190,19,209,406
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,654,1,2,25,57,0,3,6,0,10,1,0,0,0,0,0,104,3,107,201
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,655,1,1,38,61,1,4,13,0,12,8,0,0,2,0,2,140,0,142,198
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,656,1,0,29,45,0,0,7,3,10,2,0,1,0,0,0,97,5,102,181
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,657,2,1,132,304,3,10,20,19,59,4,0,6,4,0,0,562,63,625,1204
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,658,2,3,108,154,4,8,27,9,26,0,0,15,0,0,0,354,11,365,595
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,659,2,1,171,217,3,20,56,4,51,1,0,7,2,0,0,533,44,577,1223
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,660,1,0,77,166,1,1,30,5,17,0,0,2,0,0,0,299,11,310,453
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,661,2,6,110,163,3,31,114,5,52,3,0,10,3,0,0,500,29,529,997
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,662,1,3,68,76,5,2,6,1,14,1,0,1,0,0,0,177,11,188,453
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,663,2,3,249,142,1,22,84,4,47,2,0,4,3,0,0,561,29,590,1013
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,664,2,0,122,171,3,4,74,3,13,0,0,1,0,0,0,391,14,405,862
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,665,2,3,133,133,6,58,64,5,40,7,0,5,0,0,0,454,20,474,1027
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,666,1,0,41,23,4,30,16,2,17,3,0,0,0,0,0,136,0,136,248
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,667,1,1,112,38,2,5,36,0,9,0,0,0,1,0,0,204,0,204,429
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,668,2,1,75,83,1,44,254,6,13,2,0,0,1,0,0,480,43,523,1000
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,669,3,3,133,147,12,19,333,8,15,2,0,1,6,0,0,679,51,730,1361
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,670,3,5,205,405,5,132,108,15,75,6,0,2,16,0,3,974,70,1047,2029
4,12,GUERRERO,10,TECPAN DE GALEANA,14,BENITO JUAREZ,763,2,16,243,347,3,10,30,38,23,4,0,9,3,0,0,726,54,780,1238
4,12,GUERRERO,10,TECPAN DE GALEANA,14,BENITO JUAREZ,764,2,9,210,258,4,1,17,30,13,2,0,8,3,0,2,555,39,596,923
4,12,GUERRERO,10,TECPAN DE GALEANA,14,BENITO JUAREZ,765,2,9,287,243,4,4,20,22,9,4,0,2,2,0,0,606,20,626,947
4,12,GUERRERO,10,TECPAN DE GALEANA,14,BENITO JUAREZ,766,2,1,352,510,4,4,29,22,16,3,0,9,0,0,0,950,45,995,1374
4,12,GUERRERO,10,TECPAN DE GALEANA,14,BENITO JUAREZ,767,2,8,284,320,3,8,29,30,32,3,0,5,0,0,0,722,38,760,1282
4,12,GUERRERO,10,TECPAN DE GALEANA,14,BENITO JUAREZ,768,1,0,69,60,1,0,2,1,0,0,0,4,0,0,0,137,13,150,206
4,12,GUERRERO,10,TECPAN DE GALEANA,14,BENITO JUAREZ,769,1,2,42,78,1,2,0,9,5,0,0,1,0,0,0,140,6,146,221
4,12,GUERRERO,10,TECPAN DE GALEANA,14,BENITO JUAREZ,770,2,5,293,293,2,4,5,17,8,2,0,6,3,0,0,638,13,651,959
4,12,GUERRERO,10,TECPAN DE GALEANA,14,BENITO JUAREZ,771,1,1,23,57,3,3,26,3,8,0,0,0,0,0,0,124,1,125,172
4,12,GUERRERO,10,TECPAN DE GALEANA,14,BENITO JUAREZ,772,1,0,175,91,3,1,17,5,9,2,0,1,0,0,2,304,11,317,444
4,12,GUERRERO,10,TECPAN DE GALEANA,14,BENITO JUAREZ,773,2,8,396,292,2,6,21,5,5,3,0,4,6,0,0,748,16,764,1240
4,12,GUERRERO,10,TECPAN DE GALEANA,14,BENITO JUAREZ,774,2,5,493,330,0,0,13,10,5,0,0,1,0,0,0,857,10,867,1184
4,12,GUERRERO,10,TECPAN DE GALEANA,14,BENITO JUAREZ,775,2,1,244,222,3,4,10,4,2,0,0,1,0,0,0,491,14,505,789
4,12,GUERRERO,10,TECPAN DE GALEANA,14,BENITO JUAREZ,776,2,6,333,223,2,2,24,12,6,0,0,2,1,0,0,611,25,636,974
4,12,GUERRERO,10,TECPAN DE GALEANA,14,BENITO JUAREZ,777,1,0,111,121,4,1,15,1,2,0,0,0,3,0,0,258,5,263,383
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2262,3,5,462,207,13,11,64,17,20,7,0,5,3,0,0,814,27,841,1508
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2263,2,15,317,212,7,6,26,35,18,3,0,2,2,0,0,643,23,666,1123
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2264,2,6,388,282,6,12,61,33,26,10,0,10,4,0,1,838,35,874,1412
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2265,3,9,437,358,7,11,134,28,21,8,0,9,4,0,0,1026,52,1078,1947
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2266,2,9,325,285,9,19,70,36,15,4,0,14,3,0,0,789,42,831,1358
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2267,2,5,384,293,10,8,49,22,11,6,0,26,6,0,0,820,20,840,1277
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2268,2,8,433,164,2,15,60,32,72,7,0,5,6,0,0,804,33,837,1379
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2269,4,6,672,513,11,11,86,48,14,25,0,14,5,0,0,1405,45,1450,2308
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2270,2,13,427,166,6,16,43,59,19,1,0,8,9,0,0,767,38,805,1321
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2271,2,5,311,122,4,9,97,36,24,1,0,6,3,0,0,618,31,649,1184
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2272,3,10,452,226,8,17,90,21,46,8,0,18,0,0,0,896,51,947,811
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2273,2,5,203,99,2,5,33,15,7,2,0,7,0,0,0,378,23,401,832
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2274,2,11,232,159,3,9,30,10,6,12,0,7,3,0,0,482,23,505,907
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2280,1,1,68,105,2,1,9,2,6,1,0,0,0,0,0,195,1,196,356
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2283,1,2,117,25,0,3,4,2,1,1,0,1,0,0,0,156,4,160,242
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2285,1,2,210,128,1,1,2,0,3,0,0,0,1,0,0,348,3,351,559
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2297,1,0,77,67,0,1,4,11,1,1,0,1,0,0,0,163,2,165,233
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2298,1,0,115,51,0,1,6,0,1,0,0,1,2,0,0,177,5,182,254
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2299,1,0,77,13,0,0,3,0,0,4,0,0,0,0,0,97,5,102,147
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2300,1,0,182,98,3,1,1,1,5,0,0,0,0,0,0,291,16,307,476
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2310,2,4,243,238,12,11,35,6,27,3,0,10,2,0,2,591,0,593,1283
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2314,1,1,98,55,0,0,6,1,2,0,0,2,0,0,0,165,4,169,234
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2316,1,0,0,27,0,0,5,1,2,1,0,2,32,0,0,70,7,77,121
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2317,1,0,154,82,0,1,2,1,3,0,0,0,5,0,0,248,13,261,419
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2318,1,0,27,25,2,1,11,4,0,2,0,1,0,0,0,73,4,77,172
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2319,1,1,179,153,2,3,29,6,2,6,0,2,0,0,0,383,10,393,647
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2320,1,0,121,120,2,4,8,12,9,0,0,0,0,0,0,276,6,282,488
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2321,1,2,105,92,17,4,27,2,11,5,0,3,0,0,0,268,18,286,517
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2322,1,2,50,16,0,0,1,0,12,0,0,0,1,0,0,82,0,82,142
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2323,2,1,237,106,4,8,15,11,0,2,0,6,1,0,0,391,22,413,1066
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2324,2,3,184,99,5,2,15,10,24,1,0,5,2,0,0,350,10,360,775
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2325,1,0,62,9,1,0,6,1,4,0,0,0,0,0,0,83,2,85,139
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2326,2,3,346,143,5,2,55,37,10,5,0,7,1,0,0,614,10,624,1176
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2327,2,4,244,127,2,1,15,41,10,2,0,3,0,0,0,449,29,478,830
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2328,2,5,247,156,4,1,15,27,11,2,0,8,0,0,0,476,22,498,913
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2329,1,2,0,39,1,0,6,5,3,1,0,2,111,0,0,170,1,171,236
4,12,GUERRERO,10,TECPAN DE GALEANA,58,TECPAN DE GALEANA,2330,3,3,337,401,3,10,59,44,17,4,0,8,1,0,0,887,80,967,1564
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,39,ZIHUATANEJO DE AZUETA,1602,1,11,97,86,2,11,46,13,16,11,11,4,2,0,0,310,11,321,599
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,39,ZIHUATANEJO DE AZUETA,1603,2,22,185,241,8,13,61,29,48,24,5,19,2,0,0,657,30,687,1454
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,39,ZIHUATANEJO DE AZUETA,1611,4,29,328,378,36,32,163,28,55,46,29,18,6,0,0,1148,38,1186,2570
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,39,ZIHUATANEJO DE AZUETA,1612,2,14,131,240,24,9,43,17,32,19,11,6,1,0,0,547,33,580,1242
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,39,ZIHUATANEJO DE AZUETA,1613,3,15,250,312,47,17,48,18,33,25,16,13,2,0,0,796,34,830,1710
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,39,ZIHUATANEJO DE AZUETA,1614,4,17,290,329,47,14,69,23,67,21,10,10,5,0,2,902,39,943,1766
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,39,ZIHUATANEJO DE AZUETA,1615,3,15,243,338,15,11,68,23,30,18,11,8,5,0,0,785,38,823,1584
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,39,ZIHUATANEJO DE AZUETA,1616,6,44,479,746,36,32,140,47,86,64,27,21,11,0,0,1733,96,1829,3955
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,39,ZIHUATANEJO DE AZUETA,1626,1,9,38,46,1,9,31,6,14,5,4,3,1,0,0,167,14,181,375
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,39,ZIHUATANEJO DE AZUETA,1627,1,0,94,47,1,2,0,0,1,0,0,0,0,0,0,145,12,157,273
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,39,ZIHUATANEJO DE AZUETA,1628,3,7,364,363,10,16,21,11,15,23,2,0,5,0,0,837,48,885,1849
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,39,ZIHUATANEJO DE AZUETA,1629,2,20,171,240,10,6,18,10,3,3,0,1,3,0,0,485,20,505,1005
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,39,ZIHUATANEJO DE AZUETA,1631,1,4,71,89,7,0,18,1,7,0,0,1,1,0,0,199,16,215,347
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,39,ZIHUATANEJO DE AZUETA,1634,1,0,23,39,1,2,5,0,1,0,1,1,0,0,0,73,4,77,104
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,39,ZIHUATANEJO DE AZUETA,1637,1,7,49,124,8,0,1,1,0,2,0,0,1,0,0,193,3,196,355
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,39,ZIHUATANEJO DE AZUETA,1642,1,3,147,112,6,1,7,1,0,1,0,1,0,0,0,279,12,291,475
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,39,ZIHUATANEJO DE AZUETA,1643,9,106,754,812,60,53,303,91,214,161,97,33,9,0,11,2693,141,2845,6009
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,39,ZIHUATANEJO DE AZUETA,1645,2,19,125,193,6,12,49,10,40,19,13,10,3,0,1,499,25,525,1007
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,39,ZIHUATANEJO DE AZUETA,1646,3,19,251,379,19,25,63,9,49,35,9,14,4,0,0,876,50,926,2104
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,39,ZIHUATANEJO DE AZUETA,1647,4,18,397,589,29,20,56,20,90,26,34,10,8,0,3,1297,77,1377,2936
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,39,ZIHUATANEJO DE AZUETA,1648,3,15,298,286,19,14,70,10,59,25,22,6,5,0,0,829,39,868,1612
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,39,ZIHUATANEJO DE AZUETA,1649,2,3,188,256,4,10,59,0,2,7,3,4,0,0,0,536,31,567,998
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,39,ZIHUATANEJO DE AZUETA,1650,1,2,186,196,2,1,11,3,10,0,1,2,0,0,0,414,16,430,619
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,39,ZIHUATANEJO DE AZUETA,1651,2,16,165,247,8,10,102,10,34,16,3,1,2,0,0,614,24,638,1267
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,39,ZIHUATANEJO DE AZUETA,1652,2,9,210,171,13,8,29,9,54,11,7,5,3,0,3,529,32,564,1223
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,39,ZIHUATANEJO DE AZUETA,1653,3,13,234,310,12,10,54,13,20,17,14,7,3,0,2,707,28,737,1521
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,49,PETATLAN,1875,3,11,275,483,9,15,41,15,41,3,3,5,0,0,0,901,53,954,2035
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,49,PETATLAN,1876,1,0,17,16,0,2,3,0,0,2,0,0,0,0,0,40,4,44,208
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,49,PETATLAN,1877,2,5,138,354,6,14,20,2,8,2,3,6,2,0,5,560,4,569,1054
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,49,PETATLAN,1878,2,4,148,267,7,8,23,7,10,1,5,5,2,0,0,487,11,498,1006
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,49,PETATLAN,1879,2,22,148,221,9,28,23,5,16,5,4,7,1,0,1,489,30,520,1074
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,49,PETATLAN,1880,2,18,172,375,3,40,28,10,8,2,3,12,0,0,2,671,50,723,1448
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,49,PETATLAN,1881,2,14,124,205,4,16,16,1,11,3,2,3,0,0,0,399,27,426,886
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,49,PETATLAN,1882,1,1,9,95,4,0,3,0,0,0,0,0,0,0,0,112,5,117,622
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,49,PETATLAN,1883,2,24,214,271,11,24,8,1,7,2,5,5,2,0,0,574,37,611,1125
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,49,PETATLAN,1884,2,31,119,197,9,25,11,2,10,1,3,7,0,0,0,415,22,437,800
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,49,PETATLAN,1885,2,19,180,322,6,15,16,8,16,2,7,1,4,0,0,596,20,616,977
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,49,PETATLAN,1886,1,12,159,204,2,6,10,2,11,5,2,4,1,0,0,418,20,438,686
4,12,GUERRERO,11,ZIHUATANEJO DE AZUETA,49,PETATLAN,1887,4,28,507,705,35,39,48,7,56,13,10,11,4,0,1,1463,64,1528,2638
