CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN_PRS,PRI,PRI_PVEM,PRD_PT_MC,PVEM,NVA_ALIANZA,MORENA,PH,ES,BS,FACA,JLCM,JRM,ISRM,MARM,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,314,C02,116,,75,108,,0,17,6,11,,,,,,,,,,,0,333,14,347,721,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,314,C03,110,,55,82,,2,22,3,8,,,,,,,,,,,0,282,15,297,720,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,314,C04,102,,92,92,,1,28,11,6,,,,,,,,,,,0,332,13,345,720,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,314,C05,81,,46,110,,1,22,10,6,,,,,,,,,,,1,277,6,283,720,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,314,C06,113,,72,96,,5,22,6,5,,,,,,,,,,,0,319,7,326,720,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,315,B,96,,80,146,,2,4,1,1,,,,,,,,,,,0,330,10,340,478,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,412,B,91,,47,53,,2,15,8,4,,,,,,,,,,,0,220,6,226,601,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,412,C01,84,,61,62,,4,14,6,4,,,,,,,,,,,0,235,9,244,601,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,412,C02,90,,52,50,,0,11,6,2,,,,,,,,,,,0,211,15,226,601,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,412,C03,80,,47,65,,3,12,7,2,,,,,,,,,,,0,216,7,223,601,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,413,B,56,,35,36,,2,15,3,2,,,,,,,,,,,0,149,7,156,376,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,413,C01,54,,20,52,,2,11,3,9,,,,,,,,,,,0,151,7,158,376,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,414,B,64,,37,60,,3,17,14,6,,,,,,,,,,,0,201,4,205,514,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,414,C01,84,,31,50,,1,15,11,5,,,,,,,,,,,0,197,7,204,514,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,415,B,55,,41,39,,3,9,5,1,,,,,,,,,,,0,153,7,160,387,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,415,C01,44,,36,29,,1,6,1,7,,,,,,,,,,,0,124,6,130,386,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,416,B,87,,36,56,,4,11,3,3,,,,,,,,,,,0,200,8,208,459,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,416,C01,61,,34,39,,3,10,3,5,,,,,,,,,,,0,155,14,169,459,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,417,B,46,,35,55,,5,18,7,9,,,,,,,,,,,0,175,6,181,428,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,417,C01,64,,39,47,,4,10,11,7,,,,,,,,,,,0,182,3,185,428,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,418,B,61,,45,80,,0,8,6,1,,,,,,,,,,,0,201,9,210,411,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,418,C01,56,,37,53,,3,11,5,7,,,,,,,,,,,0,172,6,178,410,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,419,B,72,,30,70,,4,23,7,6,,,,,,,,,,,0,212,6,218,427,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,419,C01,64,,46,69,,4,26,6,3,,,,,,,,,,,0,218,11,229,426,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,420,B,56,,29,55,,5,13,7,6,,,,,,,,,,,0,171,8,179,450,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,420,C01,70,,35,41,,1,17,0,7,,,,,,,,,,,0,171,9,180,449,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,421,B,108,,66,66,,5,15,14,3,,,,,,,,,,,0,277,16,293,692,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,422,B,58,,58,37,,0,8,3,4,,,,,,,,,,,0,168,7,175,416,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,422,C01,63,,45,37,,2,12,5,5,,,,,,,,,,,0,169,6,175,416,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,423,B,51,,47,34,,4,10,8,7,,,,,,,,,,,0,161,0,161,470,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,423,C01,68,,45,46,,3,8,2,4,,,,,,,,,,,0,176,6,182,469,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,424,B,57,,30,47,,1,5,6,1,,,,,,,,,,,0,147,5,152,379,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,424,C01,48,,33,44,,1,6,3,2,,,,,,,,,,,0,137,10,147,378,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,425,B,61,,28,49,,1,13,4,4,,,,,,,,,,,0,160,6,166,405,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,425,C01,54,,34,44,,2,7,2,4,,,,,,,,,,,0,147,9,156,404,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,426,B,90,,40,71,,4,37,18,12,,,,,,,,,,,1,273,8,281,625,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,427,B,89,,63,80,,4,18,9,10,,,,,,,,,,,2,275,6,281,623,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,428,B,67,,24,52,,3,11,2,10,,,,,,,,,,,0,169,5,174,383,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,428,C01,69,,26,35,,7,11,7,5,,,,,,,,,,,0,160,5,165,382,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,429,B,54,,39,72,,3,16,8,7,,,,,,,,,,,0,199,6,205,451,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,429,C01,85,,36,47,,2,11,3,7,,,,,,,,,,,0,191,4,195,451,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,430,B,58,,54,95,,2,16,4,5,,,,,,,,,,,0,234,7,241,432,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,430,C01,54,,40,73,,3,12,8,5,,,,,,,,,,,0,195,3,198,431,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,431,B,51,,43,89,,1,21,8,12,,,,,,,,,,,1,226,3,229,450,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,431,C01,66,,29,71,,0,25,7,12,,,,,,,,,,,0,210,6,216,450,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,432,B,78,,36,78,,5,13,6,7,,,,,,,,,,,0,223,12,235,507,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,432,C01,81,,25,56,,6,18,9,4,,,,,,,,,,,0,199,3,202,507,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,433,B,55,,21,37,,3,14,2,5,,,,,,,,,,,1,138,4,142,401,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,433,C01,44,,22,45,,0,5,8,3,,,,,,,,,,,0,127,5,132,400,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,434,B,77,,21,60,,3,10,7,8,,,,,,,,,,,0,186,7,193,445,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,434,C01,75,,27,69,,7,8,4,4,,,,,,,,,,,0,194,9,203,444,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,435,B,71,,35,44,,4,11,1,7,,,,,,,,,,,0,173,1,174,406,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,435,C01,62,,35,41,,4,9,2,4,,,,,,,,,,,0,157,6,163,405,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,436,B,104,,46,75,,4,27,20,13,,,,,,,,,,,2,291,6,297,597,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,437,B,96,,22,59,,4,16,11,15,,,,,,,,,,,0,223,3,226,501,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,438,B,80,,28,53,,0,18,8,11,,,,,,,,,,,0,198,10,208,499,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,439,B,69,,35,54,,2,12,5,7,,,,,,,,,,,0,184,6,190,435,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,351,B,150,,39,64,,4,33,,14,,,,,,,,,,,1,305,8,313,574,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,352,B,119,,22,35,,10,23,,12,,,,,,,,,,,1,222,7,229,564,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,352,C01,136,,24,45,,1,24,,27,,,,,,,,,,,2,259,5,264,564,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,353,B,147,,37,71,,3,7,,6,,,,,,,,,,,0,271,6,277,604,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,353,C01,143,,32,53,,7,7,,5,,,,,,,,,,,0,247,12,259,604,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,353,C02,148,,25,55,,7,6,,7,,,,,,,,,,,0,248,9,257,603,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,353,C03,159,,37,46,,9,19,,12,,,,,,,,,,,0,282,13,295,603,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,353,C04,147,,31,54,,6,17,,5,,,,,,,,,,,0,260,9,269,603,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,353,E01,49,,7,27,,1,4,,1,,,,,,,,,,,0,89,4,93,163,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,354,B,135,,25,43,,3,10,,6,,,,,,,,,,,0,222,11,233,587,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,355,B,73,,29,36,,2,7,,4,,,,,,,,,,,0,151,6,157,379,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,355,C01,74,,16,42,,8,4,,0,,,,,,,,,,,0,144,19,163,379,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,356,B,139,,38,68,,4,11,,6,,,,,,,,,,,0,266,10,276,708,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,356,C01,145,,32,42,,12,20,,11,,,,,,,,,,,2,264,7,271,707,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,357,B,77,,31,26,,3,10,,5,,,,,,,,,,,0,152,0,152,408,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,358,B,94,,27,26,,6,8,,3,,,,,,,,,,,1,165,14,179,534,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,358,C01,123,,18,24,,8,15,,5,,,,,,,,,,,0,193,6,199,533,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,358,C02,117,,21,38,,5,12,,7,,,,,,,,,,,0,200,4,204,533,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,359,B,135,,25,51,,1,13,,10,,,,,,,,,,,2,237,7,244,636,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,359,C01,128,,24,54,,7,14,,10,,,,,,,,,,,0,237,4,241,635,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,359,C02,138,,20,49,,4,17,,13,,,,,,,,,,,0,241,9,250,635,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,360,B,111,,46,50,,4,22,,6,,,,,,,,,,,0,239,8,247,598,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,361,B,90,,21,44,,6,22,,12,,,,,,,,,,,1,196,8,204,514,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,361,C01,108,,15,40,,12,26,,9,,,,,,,,,,,1,211,4,215,513,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,361,C02,110,,27,39,,18,22,,14,,,,,,,,,,,0,230,6,236,513,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,362,B,129,,42,40,,10,15,,4,,,,,,,,,,,0,240,11,251,634,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,362,C01,119,,49,42,,3,11,,9,,,,,,,,,,,0,233,8,241,634,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,362,C02,118,,57,64,,7,16,,0,,,,,,,,,,,0,262,7,269,633,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,363,B,128,,22,32,,1,14,,14,,,,,,,,,,,1,212,13,225,584,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,363,C01,105,,32,46,,7,14,,6,,,,,,,,,,,0,210,10,220,583,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,363,C02,116,,24,36,,5,17,,7,,,,,,,,,,,0,205,8,213,583,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,364,B,64,,19,34,,4,13,,4,,,,,,,,,,,0,138,4,142,348,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,365,B,120,,19,39,,5,12,,3,,,,,,,,,,,0,198,16,214,550,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,365,C01,113,,19,51,,3,8,,5,,,,,,,,,,,0,199,13,212,550,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,366,B,94,,16,52,,0,9,,2,,,,,,,,,,,0,173,7,180,570,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,366,C01,101,,18,45,,6,3,,6,,,,,,,,,,,0,179,5,184,569,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,367,B,91,,34,34,,6,15,,7,,,,,,,,,,,0,187,7,194,434,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,367,C01,72,,26,27,,5,12,,10,,,,,,,,,,,1,153,6,159,434,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,368,B,139,,46,48,,4,10,,4,,,,,,,,,,,1,252,8,260,633,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,369,B,88,,66,52,,15,8,,1,,,,,,,,,,,0,230,9,239,701,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,370,B,104,,24,43,,4,6,,10,,,,,,,,,,,0,191,9,200,472,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,370,C01,90,,21,47,,6,10,,6,,,,,,,,,,,0,180,7,187,471,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,371,B,83,,72,51,,11,15,,3,,,,,,,,,,,0,235,8,243,658,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,372,B,71,,22,48,,1,9,,1,,,,,,,,,,,0,152,1,153,594,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,372,C01,70,,22,50,,3,14,,6,,,,,,,,,,,0,165,20,185,594,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,373,B,109,,28,60,,7,14,,7,,,,,,,,,,,0,225,12,237,637,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,373,C01,113,,32,49,,7,13,,0,,,,,,,,,,,2,216,11,227,636,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,374,B,131,,17,45,,9,15,,4,,,,,,,,,,,0,221,9,230,622,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,374,C01,134,,21,38,,3,8,,4,,,,,,,,,,,1,209,7,216,622,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,375,B,108,,29,57,,0,11,,4,,,,,,,,,,,0,209,15,224,722,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,375,C01,125,,26,67,,3,3,,5,,,,,,,,,,,0,229,13,242,721,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,375,C02,140,,26,40,,1,11,,11,,,,,,,,,,,0,229,13,242,721,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,376,B,73,,13,52,,7,13,,2,,,,,,,,,,,0,160,2,162,455,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,376,C01,100,,17,30,,5,8,,4,,,,,,,,,,,0,164,9,173,454,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,377,B,80,,33,40,,10,15,,7,,,,,,,,,,,2,187,7,194,563,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,377,C01,88,,26,36,,4,12,,6,,,,,,,,,,,0,172,16,188,562,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,378,B,86,,16,28,,3,11,,4,,,,,,,,,,,0,148,5,153,412,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,378,C01,77,,20,32,,4,12,,3,,,,,,,,,,,0,148,4,152,412,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,379,B,88,,19,18,,2,6,,7,,,,,,,,,,,1,141,1,142,379,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,380,B,69,,22,27,,3,17,,10,,,,,,,,,,,0,148,4,152,524,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,380,C01,66,,19,20,,2,12,,10,,,,,,,,,,,1,130,16,146,524,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,380,C02,84,,13,31,,4,12,,9,,,,,,,,,,,1,154,9,163,524,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,381,B,110,,16,32,,7,10,,7,,,,,,,,,,,0,182,9,191,408,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,381,C01,86,,23,22,,3,14,,3,,,,,,,,,,,0,151,2,153,407,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,382,B,112,,19,26,,0,21,,5,,,,,,,,,,,0,183,6,189,465,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,382,C01,93,,23,29,,2,12,,6,,,,,,,,,,,0,165,3,168,464,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,383,B,129,,17,51,,5,20,,4,,,,,,,,,,,0,226,10,236,647,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,383,C01,147,,25,46,,6,22,,11,,,,,,,,,,,0,257,14,271,647,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,384,B,143,,20,30,,2,13,,4,,,,,,,,,,,0,212,11,223,500,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,384,C01,100,,32,39,,3,13,,4,,,,,,,,,,,0,191,9,200,499,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,385,B,54,,22,38,,1,5,,4,,,,,,,,,,,0,124,5,129,377,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,386,B,136,,28,37,,6,12,,7,,,,,,,,,,,0,226,9,235,672,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,387,B,89,,16,37,,5,14,,10,,,,,,,,,,,0,171,0,171,452,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,387,C01,121,,10,22,,3,12,,5,,,,,,,,,,,0,173,4,177,452,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,388,B,96,,35,40,,4,8,,7,,,,,,,,,,,0,190,13,203,470,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,389,B,75,,14,29,,2,15,,0,,,,,,,,,,,1,136,4,140,410,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,389,C01,80,,19,25,,6,14,,5,,,,,,,,,,,0,149,5,154,410,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,390,B,94,,21,35,,4,10,,4,,,,,,,,,,,0,168,6,174,461,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,390,C01,78,,28,33,,2,8,,2,,,,,,,,,,,0,151,4,155,460,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,391,B,130,,25,24,,10,22,,5,,,,,,,,,,,3,219,9,228,497,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,392,B,103,,15,47,,8,21,,8,,,,,,,,,,,1,203,1,204,452,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,393,B,115,,42,51,,3,19,,3,,,,,,,,,,,0,233,16,249,625,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,394,B,65,,10,26,,3,8,,4,,,,,,,,,,,0,116,8,124,388,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,394,C01,74,,20,27,,0,5,,6,,,,,,,,,,,0,132,4,136,387,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,395,B,144,,24,58,,9,40,,27,,,,,,,,,,,2,304,11,315,651,Grupo de Recuento,,,
