Resultados para Ayuntamientos
Día y hora de captura,Distrito,Municipio,Demarcacion,Número de Casilla,Tipo de Casilla,PAN,PBN,PRD,PT,PRS,PMC,CI,NOREG,NULOS,Incidencia
2014-07-07 00:06:35,14,Bahía de Banderas,4,90,C01,,128,106,9,4,101,,1,11,,
2014-07-07 00:07:00,13,Ixtlán del Río,2,223,C01,54,178,,130,0,,4,0,9,,
2014-07-07 00:07:21,14,Compostela,9,192,B,181,148,,12,2,4,,0,0,,
2014-07-07 00:07:53,14,Bahía de Banderas,2,114,C01,,,,,,,,,,Cifras no coincidentes,
2014-07-07 00:08:20,14,Compostela,7,183,B,117,137,,14,23,32,,2,16,,
2014-07-07 00:08:24,14,Bahía de Banderas,1,109,B,,250,249,5,0,46,,0,0,,
2014-07-07 00:09:28,14,Bahía de Banderas,1,92,B,,177,184,5,3,74,,0,18,,
2014-07-07 00:09:41,14,Bahía de Banderas,6,120,C01,,,,,,,,,,Cifras no coincidentes,
2014-07-07 00:09:42,7,Jala,4,252,B,319,409,,6,,,,0,16,,
2014-07-07 00:09:42,5,Tepic,3,643,B,314,168,,11,7,9,,0,12,,
2014-07-07 00:10:06,14,Bahía de Banderas,6,120,C02,,129,169,6,1,148,,4,13,,
2014-07-07 00:10:53,7,Jala,4,250,B,195,330,,0,,,,0,0,,
2014-07-07 00:11:18,8,San Pedro Lagunillas,2,401,B,248,222,,4,,97,,0,11,,
2014-07-07 00:11:25,9,San Blas,7,385,B,50,172,,3,4,2,292,0,0,,
2014-07-07 00:11:41,14,Bahía de Banderas,3,118,C04,,159,125,12,13,116,,1,22,,
2014-07-07 00:12:22,18,Acaponeta,7,27,B,,107,74,2,22,0,,0,14,,
2014-07-07 00:13:09,14,Bahía de Banderas,7,117,B,,167,198,21,3,160,,0,11,,
2014-07-07 00:14:36,18,Acaponeta,7,29,B,,40,20,0,0,0,,0,0,,
2014-07-07 00:14:45,14,Bahía de Banderas,6,120,C03,,138,124,4,3,171,,0,0,,
2014-07-07 00:15:13,16,Rosamorada,4,306,B,110,139,,17,1,6,291,0,36,,
2014-07-07 00:15:49,6,El Nayar,2,260,E1,,,,,,,,,,Cifras no coincidentes,
2014-07-07 00:17:06,18,Acaponeta,7,29,E1,,21,17,1,1,0,,0,1,,
2014-07-07 00:17:56,14,Bahía de Banderas,3,111,C03,,183,131,7,1,91,,0,17,,
2014-07-07 00:18:57,2,Tepic,5,694,B,169,169,,34,2,3,,0,29,,
2014-07-07 00:19:28,2,Tepic,5,694,C01,183,172,,32,3,1,,0,21,,
2014-07-07 00:19:34,2,Tepic,10,785,C01,140,169,,8,5,3,,0,24,,
2014-07-07 00:19:39,14,Bahía de Banderas,3,118,C02,,150,116,10,11,141,,0,25,,
2014-07-07 00:20:01,8,Compostela,4,150,B,139,162,,17,2,2,,0,4,,
2014-07-07 00:20:24,14,Bahía de Banderas,3,118,C05,,151,121,8,13,141,,0,20,,
2014-07-07 00:20:42,8,San Pedro Lagunillas,3,400,B,155,232,,2,,112,,1,8,,
2014-07-07 00:21:28,4,Xalisco,7,856,E1,113,100,,1,0,0,,0,6,,
2014-07-07 00:21:43,6,El Nayar,1,258,B,,,,,,,,,,Cifras no coincidentes,
2014-07-07 00:22:05,14,Bahía de Banderas,5,123,B,,123,74,6,1,123,,0,0,,
2014-07-07 00:22:05,14,Compostela,8,190,C01,145,107,,7,54,21,,0,0,,
2014-07-07 00:22:32,14,Bahía de Banderas,3,118,C01,,166,117,12,8,137,,1,24,,
2014-07-07 00:22:35,2,Tepic,10,785,B,121,166,,12,4,1,,0,22,,
2014-07-07 00:23:17,14,Bahía de Banderas,1,98,B,,351,85,12,2,166,,1,22,,
2014-07-07 00:24:18,8,Compostela,9,181,B,62,17,,3,0,0,,0,0,,
2014-07-07 00:24:38,14,Compostela,7,185,B,82,68,,15,16,13,,0,0,,
2014-07-07 00:24:51,9,San Blas,7,392,B,93,151,,14,1,4,189,3,28,,
2014-07-07 00:25:10,8,Compostela,4,145,B,131,189,,7,5,11,,0,5,,
2014-07-07 00:25:36,3,Santa María del Oro,3,429,B,,282,84,111,7,,,0,28,,
2014-07-07 00:26:34,14,Bahía de Banderas,1,98,C01,,325,91,5,2,180,,0,19,,
2014-07-07 00:28:14,14,Compostela,7,185,C01,,,,,,,,,,Cifras no coincidentes,
2014-07-07 00:30:06,14,Bahía de Banderas,6,119,B,,173,60,23,10,191,,0,15,,
2014-07-07 00:30:39,14,Bahía de Banderas,6,119,C01,,189,81,9,4,198,,0,7,,
2014-07-07 00:33:43,14,Bahía de Banderas,3,118,C07,,163,136,8,12,110,,0,0,,
2014-07-07 00:34:32,9,San Blas,2,349,B,105,176,,8,2,9,302,1,38,,
2014-07-07 00:36:46,3,Santa María del Oro,7,420,B,,,,,,,,,,Sobre no entregado,
2014-07-07 00:38:20,18,Huajicori,4,202,B,,217,203,2,0,,,0,11,,
2014-07-07 00:41:04,14,Compostela,9,193,B,31,73,,3,1,3,,0,4,,
2014-07-07 00:41:39,8,Compostela,4,152,B,213,194,,30,3,6,,1,18,,
2014-07-07 00:44:03,18,Huajicori,4,203,E1,,23,146,0,1,,,0,1,,
2014-07-07 00:44:54,18,Huajicori,4,203,E2,,65,98,3,0,,,0,9,,
2014-07-07 00:45:28,15,Tuxpan,5,823,B,163,273,,30,,113,,0,28,,
2014-07-07 00:46:58,2,Tepic,5,679,C01,227,166,,39,4,3,,0,28,,
2014-07-07 00:47:22,18,Huajicori,4,202,E1,,43,47,2,0,,,0,0,,
2014-07-07 00:48:31,14,Compostela,8,188,B,179,134,,12,51,23,,0,0,,
2014-07-07 00:48:52,14,Bahía de Banderas,3,118,C06,,187,106,9,7,133,,0,0,,
2014-07-07 00:48:58,8,Compostela,4,149,B,169,150,,22,1,4,,1,8,,
2014-07-07 00:50:05,18,Huajicori,4,203,B,,73,105,0,0,,,0,0,,
2014-07-07 00:51:40,18,Huajicori,3,201,E1,,46,36,1,0,,,0,3,,
2014-07-07 00:51:56,4,Xalisco,4,849,B,,,,,,,,,,Sobre no entregado,
2014-07-07 00:52:11,2,Tepic,5,679,B,245,165,,38,8,11,,0,20,,
2014-07-07 00:54:19,14,Compostela,7,186,B,114,117,,3,7,21,,3,21,,
2014-07-07 00:54:35,18,Huajicori,3,201,B,,70,49,0,0,,,0,0,,
2014-07-07 00:57:30,2,Tepic,3,615,B,294,198,,4,4,7,,0,0,,
2014-07-07 00:58:22,14,Bahía de Banderas,5,121,B,,196,158,5,1,118,,3,9,,
2014-07-07 00:58:42,8,Compostela,4,151,C01,,,,,,,,,,Votos ilegibles,
2014-07-07 01:00:47,14,Compostela,9,194,B,124,41,,9,6,1,,0,5,,
2014-07-07 01:00:57,14,Bahía de Banderas,6,119,C02,,,,,,,,,,Sobre vacío,
2014-07-07 01:01:29,18,Huajicori,5,210,B,,,,,,,,,,Sobre no entregado,
2014-07-07 01:02:04,8,Compostela,4,151,B,123,157,,23,4,2,,0,16,,
2014-07-07 01:03:56,7,Jala,1,242,B,303,342,,6,,,,0,8,,
2014-07-07 01:04:11,14,Bahía de Banderas,5,121,C01,,,,,,,,,,Votos ilegibles,
2014-07-07 01:07:21,8,Compostela,7,180,B,123,154,,33,6,6,,0,15,,
2014-07-07 01:08:16,8,Compostela,5,159,B,143,173,,28,6,4,,0,18,,
2014-07-07 01:13:57,8,Compostela,6,167,C01,94,119,,29,9,1,,0,0,,
2014-07-07 01:15:06,8,Compostela,1,124,B,212,234,,24,2,10,,1,26,,
2014-07-07 01:15:27,9,San Blas,6,387,B,110,173,,19,1,1,222,0,46,,
2014-07-07 01:17:54,14,Compostela,8,189,B,151,144,,26,46,32,,1,30,,
2014-07-07 01:18:59,8,Compostela,5,160,B,191,131,,15,4,4,,0,0,,
2014-07-07 01:20:00,14,Compostela,7,187,B,119,104,,13,12,31,,0,27,,
2014-07-07 01:20:09,8,Compostela,6,167,B,133,115,,36,12,3,,0,11,,
2014-07-07 01:21:37,9,San Blas,6,389,B,58,164,,14,2,2,141,0,18,,
2014-07-07 01:29:50,9,San Blas,6,388,B,85,150,,8,2,1,117,0,29,,
2014-07-07 01:29:56,8,Compostela,4,146,B,,,,,,,,,,Votos ilegibles,
2014-07-07 01:32:02,11,Santiago Ixcuintla,5,457,B,,372,357,6,1,5,,0,23,,
2014-07-07 01:35:15,6,El Nayar,3,259,B,94,230,,12,,42,,0,61,,
2014-07-07 01:39:57,6,El Nayar,3,259,C01,90,254,,11,,33,,0,48,,
2014-07-07 01:41:07,9,San Blas,7,391,B,7,98,,5,1,0,95,0,16,,
2014-07-07 01:41:13,10,Santiago Ixcuintla,3,496,B,,,,,,,,,,Sobre vacío,
2014-07-07 01:41:17,8,San Pedro Lagunillas,1,398,B,191,199,,19,,149,,1,29,,
2014-07-07 01:43:50,2,Tepic,11,772,B,91,154,,6,0,1,,0,13,,
2014-07-07 01:44:37,1,Tepic,8,735,B,195,162,,13,5,9,,0,8,,
2014-07-07 02:07:00,4,Tepic,9,664,B,386,182,,6,1,7,,0,16,,
2014-07-07 02:07:16,5,Tepic,1,660,B,247,171,,13,2,1,,0,12,,
2014-07-07 02:19:21,6,El Nayar,4,267,E1,116,68,,34,,0,,0,0,,
2014-07-07 02:58:16,6,El Nayar,5,268,B,143,180,,3,,1,,0,2,,
2014-07-07 03:10:34,6,El Nayar,5,268,E1,48,134,,6,,5,,0,0,,
2014-07-07 03:11:35,6,El Nayar,5,271,B,86,106,,11,,8,,0,4,,
2014-07-07 03:18:39,6,El Nayar,5,271,E1,96,129,,15,,8,,0,0,,
2014-07-07 03:23:12,6,El Nayar,7,270,E1,160,161,,13,,7,,0,13,,
2014-07-07 08:43:34,6,La Yesca,4,870,B,108,217,,3,,,,0,18,,
2014-07-07 08:47:29,6,La Yesca,4,870,C01,108,236,,1,,,,0,3,,
2014-07-07 08:50:26,6,La Yesca,5,867,E1,55,88,,4,,,,0,0,,
2014-07-07 08:51:19,6,La Yesca,5,867,B,183,420,,55,,,,0,0,,
2014-07-07 08:56:35,6,La Yesca,1,878,B,265,220,,17,,,,0,0,,
2014-07-07 08:58:25,6,La Yesca,1,866,B,228,159,,9,,,,1,19,,
2014-07-07 08:59:38,6,La Yesca,1,878,E1,14,121,,44,,,,2,11,,
2014-07-07 09:01:11,6,La Yesca,1,872,B,7,147,,30,,,,0,11,,
2014-07-07 09:49:04,6,El Nayar,6,276,B,12,199,,118,,1,,0,0,,
2014-07-07 09:58:50,6,El Nayar,6,276,E1,71,122,,81,,4,,0,0,,
2014-07-07 10:03:45,6,El Nayar,7,269,B,110,160,,8,,0,,1,24,,
2014-07-07 10:15:23,6,El Nayar,6,275,E1,92,99,,1,,0,,0,0,,
2014-07-07 10:15:55,6,El Nayar,6,275,B,32,85,,12,,16,,0,0,,
2014-07-07 10:22:15,6,El Nayar,6,276,E2,125,78,,73,,10,,0,16,,
2014-07-07 10:26:53,6,El Nayar,6,273,E1,67,110,,76,,13,,0,0,,
2014-07-07 10:33:36,6,El Nayar,7,270,C01,241,179,,60,,0,,0,14,,
2014-07-07 10:38:21,2,Tepic,11,768,B,33,49,,2,2,0,,0,0,,
2014-07-07 10:38:58,2,Tepic,10,784,E1,23,145,,4,0,0,,0,5,,
2014-07-07 10:40:20,6,El Nayar,7,270,B,280,176,,34,,0,,0,21,,
2014-07-07 10:42:31,2,Tepic,11,769,E2,74,132,,3,1,0,,0,9,,
2014-07-07 10:48:19,6,El Nayar,7,269,C01,,,,,,,,,,Votos ilegibles,
2014-07-07 11:25:36,2,Tepic,4,909,B,,,,,,,,,,Sobre no entregado,
2014-07-07 11:25:48,4,Tepic,11,803,B,,,,,,,,,,Sobre no entregado,
2014-07-07 11:26:02,2,Tepic,4,677,B,,,,,,,,,,Sobre vacío,
2014-07-07 11:26:18,1,Tepic,6,940,B,,,,,,,,,,Sobre no entregado,
2014-07-07 11:26:30,4,Tepic,11,801,B,,,,,,,,,,Sobre vacío,
2014-07-07 11:26:44,4,Tepic,11,773,B,,,,,,,,,,Sobre no entregado,
2014-07-07 11:27:28,4,Tepic,11,801,C01,,,,,,,,,,Sobre no entregado,
2014-07-07 13:02:39,6,La Yesca,4,876,B,42,103,,2,,,,1,7,,
2014-07-07 13:04:00,6,La Yesca,4,875,B,145,51,,1,,,,0,8,,
2014-07-07 13:05:37,6,La Yesca,4,876,E1,50,105,,1,,,,0,14,,
2014-07-07 14:08:19,6,El Nayar,5,268,E2,,,,,,,,,,Sobre no entregado,
2014-07-07 14:08:34,6,El Nayar,3,259,E1,,,,,,,,,,Sobre no entregado,
2014-07-07 14:08:48,6,El Nayar,3,259,E1C1,,,,,,,,,,Sobre no entregado,
2014-07-07 14:22:44,6,El Nayar,5,262,B,,,,,,,,,,Sobre no entregado,
2014-07-07 14:23:29,6,El Nayar,5,262,E1,,,,,,,,,,Sobre no entregado,
2014-07-07 14:29:39,6,El Nayar,6,272,B,,,,,,,,,,Sobre no entregado,
2014-07-07 14:29:52,6,El Nayar,6,273,B,,,,,,,,,,Sobre no entregado,
2014-07-07 14:30:38,6,El Nayar,5,274,B,,,,,,,,,,Sobre no entregado,
