MUNICIPIO,Dtto,SECCION,PAN,PRI,PRD,PT,PVEM,PUDC,PCC,CCM1,CCM2,VALIDOS,NULOS,TOTAL
Torreón,9,1203,451,235,21,1,9,0,0,0,0,717,1,718
Torreón,9,1204,641,213,6,4,1,0,5,0,0,870,6,876
Torreón,9,1205,604,187,17,7,2,0,4,0,0,821,1,822
Torreón,9,1206,609,194,7,6,12,0,2,0,0,830,9,839
Torreón,9,1207,815,218,4,3,4,0,2,0,0,1046,2,1048
Torreón,9,1208,420,273,6,5,1,0,3,0,0,708,4,712
Torreón,9,1209,596,381,14,6,3,0,0,0,0,1000,7,1007
Torreón,9,1210,587,348,12,5,6,0,3,0,0,961,10,971
Torreón,9,1211,258,222,5,4,1,0,1,0,0,491,2,493
Torreón,9,1212,247,189,6,3,2,0,0,0,0,447,4,451
Torreón,9,1213,568,335,11,3,4,0,1,0,0,922,2,924
Torreón,9,1214,729,331,15,3,3,0,4,0,0,1085,3,1088
Torreón,9,1215,655,303,13,2,3,0,1,0,0,977,5,982
Torreón,9,1216,332,219,14,1,10,0,1,0,0,577,2,579
Torreón,9,1217,312,144,2,4,2,0,2,0,0,466,1,467
Torreón,9,1218,729,271,14,6,4,0,5,0,0,1029,6,1035
Torreón,9,1219,590,144,1,1,2,0,0,0,0,738,4,742
Torreón,8,1220,407,297,14,4,11,0,0,0,0,733,8,741
Torreón,8,1221,383,290,11,8,1,0,0,0,0,693,8,701
Torreón,8,1222,394,239,7,3,3,0,2,0,0,648,3,651
Torreón,8,1223,301,268,5,4,1,0,0,0,0,579,6,585
Torreón,8,1224,384,307,10,3,3,0,2,0,0,709,10,719
Torreón,8,1225,272,207,4,4,4,0,2,0,0,493,4,497
Torreón,8,1226,233,168,5,0,2,0,2,0,0,410,3,413
Torreón,9,1227,675,214,14,3,0,0,3,0,0,909,7,916
Torreón,9,1228,612,159,14,1,2,0,2,0,0,790,0,790
Torreón,9,1229,235,240,4,2,1,0,0,0,0,482,4,486
Torreón,9,1230,230,228,8,6,3,0,0,0,0,475,9,484
Torreón,9,1231,211,140,8,3,0,0,0,0,0,362,8,370
Torreón,9,1232,540,165,12,4,4,0,2,0,0,727,2,729
Torreón,9,1233,520,231,9,2,3,0,1,0,0,766,7,773
Torreón,8,1234,329,181,8,2,1,0,1,0,0,522,3,525
Torreón,8,1235,283,156,11,3,3,0,0,0,0,456,2,458
Torreón,8,1236,266,125,9,5,3,0,3,0,0,411,3,414
Torreón,8,1237,285,136,7,2,3,0,1,0,0,434,5,439
Torreón,8,1238,230,149,9,2,3,0,3,0,0,396,1,397
Torreón,8,1239,317,132,6,2,2,0,3,0,0,462,8,470
Torreón,8,1240,321,233,12,3,1,0,2,0,0,572,2,574
Torreón,8,1241,337,151,10,8,5,0,0,0,0,511,4,515
Torreón,8,1242,368,171,13,5,5,0,1,0,0,563,8,571
Torreón,8,1243,269,143,3,3,2,0,1,0,0,421,4,425
Torreón,8,1244,224,132,3,1,3,0,3,0,0,366,5,371
Torreón,8,1245,287,187,12,7,3,0,6,0,0,502,6,508
Torreón,9,1246,239,156,9,5,1,0,6,0,0,416,2,418
Torreón,9,1247,390,269,12,4,4,0,3,0,0,682,7,689
Torreón,9,1248,346,333,28,4,8,0,0,0,0,719,8,727
Torreón,9,1249,294,183,7,1,2,0,1,0,0,488,3,491
Torreón,9,1250,250,209,3,0,2,0,3,0,0,467,7,474
Torreón,9,1251,157,180,8,3,1,0,1,0,0,350,3,353
Torreón,9,1252,225,225,5,7,2,0,3,0,0,467,7,474
Torreón,9,1253,297,244,14,1,3,0,7,0,0,566,4,570
Torreón,9,1254,374,298,13,4,7,0,2,0,0,698,8,706
Torreón,8,1255,263,170,6,1,4,0,4,0,0,448,1,449
Torreón,8,1256,218,171,3,9,4,0,0,0,0,405,7,412
Torreón,8,1257,397,326,15,5,2,0,3,0,0,748,7,755
Torreón,8,1258,285,414,15,3,8,0,2,0,0,727,12,739
Torreón,8,1259,391,319,19,9,9,0,1,0,0,748,5,753
Torreón,8,1260,33,37,1,0,0,0,0,0,0,71,2,73
Torreón,8,1261,384,457,14,0,9,0,0,0,0,864,9,873
Torreón,8,1262,180,248,6,16,3,0,2,0,0,455,6,461
Torreón,8,1263,178,272,6,1,2,0,0,0,0,459,3,462
Torreón,8,1264,291,454,9,2,1,0,2,0,0,759,14,773
Torreón,8,1265,188,260,4,6,3,0,1,0,0,462,8,470
Torreón,8,1266,421,448,22,5,4,0,5,0,0,905,16,921
Torreón,8,1267,323,362,12,9,3,0,5,0,0,714,3,717
Torreón,8,1268,192,107,8,3,3,0,4,0,0,317,2,319
Torreón,8,1269,234,258,11,0,3,0,9,0,0,515,6,521
Torreón,8,1270,164,271,14,2,3,0,6,0,0,460,2,462
Torreón,8,1271,294,358,16,1,7,0,2,0,0,678,7,685
Torreón,8,1272,184,383,8,2,1,0,6,0,0,584,3,587
Torreón,8,1273,283,251,5,4,5,0,2,0,0,550,3,553
Torreón,8,1274,263,284,1,3,2,0,1,0,0,554,6,560
Torreón,8,1275,294,259,10,8,8,0,11,0,0,590,9,599
Torreón,8,1276,250,381,14,9,4,0,7,0,0,665,7,672
Torreón,8,1277,275,352,14,9,2,0,4,0,0,656,15,671
Torreón,8,1278,176,312,6,3,0,0,1,0,0,498,15,513
Torreón,8,1279,158,189,9,0,3,0,1,0,0,360,8,368
Torreón,8,1280,109,203,2,1,0,0,0,0,0,315,2,317
Torreón,8,1281,103,179,4,3,3,0,4,0,0,296,2,298
Torreón,8,1282,167,188,4,3,0,0,5,0,0,367,5,372
Torreón,8,1283,293,335,4,4,7,0,3,0,0,646,11,657
Torreón,8,1284,104,219,3,0,1,0,1,0,0,328,419,747
Torreón,10,1285,263,332,5,1,0,0,4,0,0,605,6,611
Torreón,10,1286,198,150,9,1,4,0,3,0,0,365,5,370
Torreón,10,1287,221,267,7,2,3,0,1,0,0,501,2,503
Torreón,10,1288,52,142,9,0,1,0,1,0,0,205,1,206
Torreón,10,1289,114,203,4,0,1,0,0,0,0,322,11,333
Torreón,10,1290,158,178,6,2,1,0,1,0,0,346,6,352
Torreón,10,1291,231,305,13,6,10,0,1,0,0,566,7,573
Torreón,10,1292,170,245,3,4,5,0,1,0,0,428,5,433
Torreón,10,1293,119,206,4,1,2,0,0,0,0,332,2,334
Torreón,10,1294,113,361,5,2,2,0,1,0,0,484,6,490
Torreón,10,1295,152,252,5,1,4,0,1,0,0,415,0,415
Torreón,10,1296,155,279,7,2,4,0,0,0,0,447,4,451
Torreón,10,1297,120,225,6,1,3,0,0,0,0,355,3,358
Torreón,10,1298,203,258,12,6,2,0,0,0,0,481,4,485
Torreón,10,1299,139,255,6,1,3,0,1,0,0,405,7,412
Torreón,8,1300,149,273,10,8,25,0,0,0,0,465,11,476
Torreón,8,1301,176,254,10,6,3,0,1,0,0,450,6,456
Torreón,8,1302,157,254,10,3,4,0,0,0,0,428,230,658
Torreón,8,1303,108,236,1,2,0,0,0,0,0,347,1,348
Torreón,8,1304,104,178,2,1,4,0,3,0,0,292,3,295
Torreón,8,1305,50,154,1,0,8,0,3,0,0,216,5,221
Torreón,8,1306,129,274,8,2,9,0,2,0,0,424,6,430
Torreón,10,1307,133,283,7,2,3,0,5,0,0,433,12,445
Torreón,10,1308,164,242,5,3,0,0,4,0,0,418,3,421
Torreón,10,1309,171,427,18,7,4,0,6,0,0,633,8,641
Torreón,12,1310,628,456,28,8,13,0,4,0,0,1137,10,1147
Torreón,12,1311,297,363,24,9,7,0,3,0,0,703,5,708
Torreón,12,1312,368,273,9,9,6,0,1,0,0,666,5,671
Torreón,12,1313,182,342,28,3,2,0,3,0,0,560,13,573
Torreón,12,1314,300,429,21,3,7,0,1,0,0,761,18,779
Torreón,12,1315,388,277,12,10,5,0,5,0,0,697,9,706
Torreón,12,1316,282,227,16,13,10,0,3,0,0,551,0,551
Torreón,12,1317,447,285,10,7,2,0,0,0,0,751,7,758
Torreón,12,1318,301,316,19,8,12,0,6,0,0,662,8,670
Torreón,12,1319,285,281,35,6,7,0,3,0,0,617,8,625
Torreón,11,1320,545,429,72,11,19,0,6,0,0,1082,20,1102
Torreón,11,1321,173,275,6,4,3,0,1,0,0,462,5,467
Torreón,11,1322,392,405,25,8,9,0,6,0,0,845,16,861
Torreón,11,1323,309,417,40,2,6,0,2,0,0,776,8,784
Torreón,11,1324,233,353,18,7,2,0,0,0,0,613,6,619
Torreón,11,1325,287,283,23,3,4,0,2,0,0,602,6,608
Torreón,11,1326,307,349,18,7,1,0,1,0,0,683,6,689
Torreón,11,1327,254,405,16,19,4,0,3,0,0,701,6,707
Torreón,11,1328,319,261,24,5,11,0,1,0,0,621,3,624
Torreón,11,1329,308,466,18,22,4,0,0,0,0,818,5,823
Torreón,11,1330,296,337,20,16,4,0,2,0,0,675,0,675
Torreón,11,1331,293,233,16,4,4,0,0,0,0,550,9,559
Torreón,8,1332,358,340,10,4,7,0,5,0,0,724,3,727
Torreón,8,1333,363,246,7,2,3,0,2,0,0,623,30,653
Torreón,8,1334,325,190,12,4,3,0,4,0,0,538,7,545
Torreón,8,1335,178,138,22,5,3,0,3,0,0,349,1,350
Torreón,8,1336,366,353,14,7,4,0,2,0,0,746,12,758
Torreón,8,1337,257,261,15,2,5,0,3,0,0,543,3,546
Torreón,8,1338,319,348,18,4,5,0,1,0,0,695,10,705
Torreón,8,1339,428,321,17,6,3,0,5,0,0,780,2,782
Torreón,8,1340,332,316,17,16,3,0,0,0,0,684,9,693
Torreón,8,1341,250,348,35,7,2,0,4,0,0,646,17,663
Torreón,11,1342,230,346,14,13,4,0,0,0,0,607,4,611
Torreón,11,1343,264,483,29,23,2,0,1,0,0,802,11,813
Torreón,11,1344,118,372,11,11,1,0,2,0,0,515,12,527
Torreón,11,1345,266,374,15,34,7,0,1,0,0,697,13,710
Torreón,11,1346,248,394,25,18,4,0,5,0,0,694,5,699
Torreón,11,1347,192,376,14,5,5,0,1,0,0,593,7,600
Torreón,11,1348,288,287,25,4,6,0,3,0,0,613,9,622
Torreón,11,1349,326,311,33,6,5,0,2,0,0,683,16,699
Torreón,11,1350,2700,1727,92,23,34,0,17,0,0,4593,23,4616
Torreón,12,1351,1837,1335,72,20,31,0,10,0,0,3305,17,3322
Torreón,12,1352,93,313,14,8,2,0,5,0,0,435,19,454
Torreón,12,1353,233,416,12,6,3,0,10,0,0,680,27,707
Torreón,12,1354,1061,1068,28,10,17,0,4,0,0,2188,24,2212
Torreón,12,1355,408,321,7,7,5,0,4,0,0,752,5,757
Torreón,12,1356,328,244,5,2,4,0,0,0,0,583,4,587
Torreón,12,1357,230,247,5,2,6,0,3,0,0,493,2,495
Torreón,12,1358,317,292,12,7,13,0,5,0,0,646,2,648
Torreón,12,1359,338,366,11,8,7,0,0,0,0,730,9,739
Torreón,12,1360,2441,1388,75,30,28,0,8,0,0,3970,23,3993
Torreón,11,1361,443,400,16,10,6,0,3,0,0,878,14,892
Torreón,11,1362,479,317,11,4,4,0,4,0,0,819,12,831
Torreón,11,1363,345,336,21,5,3,0,1,0,0,711,25,736
Torreón,11,1364,380,222,14,8,2,0,1,0,0,627,2,629
Torreón,11,1365,1499,1406,96,23,14,0,7,0,0,3045,24,3069
Torreón,11,1366,402,249,13,5,3,0,1,0,0,673,10,683
Torreón,11,1367,513,354,18,7,7,0,0,0,0,899,5,904
Torreón,11,1368,441,299,45,4,4,0,1,0,0,794,6,800
Torreón,11,1369,329,248,8,5,7,0,1,0,0,598,4,602
Torreón,11,1370,235,130,14,5,2,0,0,0,0,386,4,390
Torreón,8,1371,285,209,5,2,1,0,5,0,0,507,8,515
Torreón,8,1372,263,221,11,5,3,0,0,0,0,503,5,508
Torreón,8,1373,327,213,9,2,5,0,1,0,0,557,6,563
Torreón,8,1374,431,227,15,7,7,0,3,0,0,690,17,707
Torreón,8,1375,350,235,6,6,0,0,1,0,0,598,11,609
Torreón,8,1376,466,178,15,6,7,0,1,0,0,673,4,677
Torreón,11,1377,505,288,13,6,5,0,3,0,0,820,10,830
Torreón,11,1378,372,233,22,5,3,0,1,0,0,636,5,641
Torreón,11,1379,308,150,11,0,1,0,2,0,0,472,4,476
Torreón,11,1380,630,245,13,5,5,0,2,0,0,900,6,906
Torreón,11,1381,437,182,14,3,7,0,2,0,0,645,5,650
Torreón,10,1382,1105,611,53,13,9,0,3,0,0,1794,11,1805
Torreón,11,1383,287,318,38,2,10,0,2,0,0,657,15,672
Torreón,11,1384,615,418,11,6,5,0,0,0,0,1055,10,1065
Torreón,11,1385,262,136,16,7,5,0,0,0,0,426,3,429
Torreón,11,1386,339,284,16,3,5,0,2,0,0,649,4,653
Torreón,11,1387,218,248,21,1,7,0,3,0,0,498,2,500
Torreón,10,1388,1172,481,32,11,6,0,5,0,0,1707,9,1716
Torreón,10,1389,264,230,9,5,2,0,3,0,0,513,0,513
Torreón,10,1390,402,348,12,5,8,0,1,0,0,776,4,780
Torreón,10,1391,733,169,10,0,3,0,1,0,0,916,3,919
Torreón,11,1392,632,159,11,2,10,0,1,0,0,815,3,818
Torreón,11,1393,744,175,4,6,5,0,3,0,0,937,3,940
Torreón,8,1394,257,124,6,1,3,0,2,0,0,393,1,394
Torreón,11,1395,643,210,13,3,4,0,1,0,0,874,9,883
Torreón,11,1396,181,126,21,2,4,0,0,0,0,334,1,335
Torreón,11,1397,366,290,16,4,8,0,1,0,0,685,2,687
Torreón,11,1398,666,254,27,7,5,0,4,0,0,963,7,970
Torreón,11,1399,542,279,15,10,7,0,2,0,0,855,14,869
Torreón,11,1400,516,144,11,5,1,0,1,0,0,678,4,682
Torreón,11,1401,554,143,9,2,3,0,1,0,0,712,11,723
Torreón,11,1402,680,211,21,1,6,0,1,0,0,920,5,925
Torreón,10,1403,701,216,6,2,2,0,1,0,0,928,4,932
Torreón,10,1404,503,182,12,4,1,0,5,0,0,707,3,710
Torreón,10,1405,529,182,13,3,3,0,7,0,0,737,6,743
Torreón,10,1406,680,200,16,14,7,0,7,0,0,924,4,928
Torreón,10,1407,912,355,19,4,10,0,6,0,0,1306,6,1312
Torreón,10,1408,536,199,13,6,2,0,3,0,0,759,7,766
Torreón,12,1409,3472,2501,95,34,40,0,16,0,0,6158,396,6554
Torreón,12,1410,292,447,20,8,7,0,5,0,0,779,23,802
Torreón,12,1411,1633,2781,185,35,36,0,9,0,0,4679,393,5072
Torreón,10,1412,260,319,13,4,7,0,1,0,0,604,6,610
Torreón,10,1413,442,204,11,8,3,0,2,0,0,670,5,675
Torreón,10,1414,461,307,9,11,7,0,3,0,0,798,275,1073
Torreón,10,1415,395,266,15,2,6,0,3,0,0,687,8,695
Torreón,10,1416,361,243,17,5,5,0,1,0,0,632,3,635
Torreón,10,1417,463,191,11,3,3,0,0,0,0,671,2,673
Torreón,10,1418,516,256,12,5,5,0,3,0,0,797,1,798
Torreón,10,1419,344,196,10,3,2,0,2,0,0,557,2,559
Torreón,10,1420,520,215,9,8,6,0,3,0,0,761,8,769
Torreón,10,1421,345,220,10,8,10,0,1,0,0,594,1,595
Torreón,10,1422,430,208,7,5,4,0,1,0,0,655,7,662
Torreón,10,1423,534,210,17,6,4,0,3,0,0,774,8,782
Torreón,10,1424,359,238,11,4,7,0,0,0,0,619,4,623
Torreón,10,1425,322,339,11,9,13,0,4,0,0,698,8,706
Torreón,10,1426,220,311,19,10,5,0,3,0,0,568,11,579
Torreón,10,1427,245,303,16,6,13,0,1,0,0,584,9,593
Torreón,10,1428,320,269,16,3,9,0,3,0,0,620,7,627
Torreón,10,1429,253,306,18,7,6,0,1,0,0,591,8,599
Torreón,10,1430,357,385,17,7,8,0,4,0,0,778,5,783
Torreón,10,1431,223,250,25,7,4,0,0,0,0,509,11,520
Torreón,10,1432,274,330,10,5,8,0,1,0,0,628,7,635
Torreón,10,1433,293,353,15,6,6,0,0,0,0,673,14,687
Torreón,10,1434,334,250,12,7,10,0,3,0,0,616,12,628
Torreón,10,1435,245,214,10,3,5,0,0,0,0,477,6,483
Torreón,10,1436,46,44,0,0,0,0,0,0,0,90,1,91
Torreón,10,1437,171,211,10,2,4,0,4,0,0,402,7,409
Torreón,10,1438,268,285,12,6,5,0,2,0,0,578,8,586
Torreón,10,1439,234,369,6,5,4,0,2,0,0,620,10,630
Torreón,10,1440,221,217,12,3,6,0,1,0,0,460,4,464
Torreón,10,1441,204,194,7,2,1,0,1,0,0,409,5,414
Torreón,10,1442,292,399,13,6,9,0,2,0,0,721,10,731
Torreón,10,1443,158,275,11,7,5,0,2,0,0,458,11,469
Torreón,10,1444,141,345,7,39,1,0,4,0,0,537,6,543
Torreón,10,1445,357,615,27,12,4,0,7,0,0,1022,13,1035
Torreón,10,1446,210,458,19,4,13,0,6,0,0,710,7,717
Torreón,10,1447,184,269,7,3,2,0,4,0,0,469,9,478
Torreón,10,1448,260,214,12,7,5,0,1,0,0,499,4,503
Torreón,10,1449,246,476,8,3,9,0,1,0,0,743,8,751
Torreón,12,1450,225,253,9,4,9,0,2,0,0,502,6,508
Torreón,12,1451,365,327,18,6,7,0,3,0,0,726,7,733
Torreón,12,1452,286,279,13,3,9,0,2,0,0,592,3,595
Torreón,12,1453,285,281,9,4,5,0,1,0,0,585,6,591
Torreón,12,1454,252,262,12,11,2,0,0,0,0,539,5,544
Torreón,12,1455,262,271,12,3,4,0,4,0,0,556,4,560
Torreón,12,1456,432,665,25,11,7,0,4,0,0,1144,10,1154
Torreón,10,1457,125,160,2,0,0,0,1,0,0,288,3,291
Torreón,10,1458,90,162,9,0,0,0,0,0,0,261,1,262
Torreón,9,1459,392,474,31,2,4,0,0,0,0,903,10,913
Torreón,9,1460,389,420,18,4,4,0,0,0,0,835,12,847
Torreón,9,1461,351,413,23,7,10,0,0,0,0,804,7,811
Torreón,9,1462,518,409,59,7,3,0,1,0,0,997,32,1029
Torreón,12,1463,336,547,50,6,2,0,7,0,0,948,16,964
Torreón,12,1464,318,509,35,5,6,0,0,0,0,873,28,901
Torreón,12,1465,366,356,19,2,5,0,5,0,0,753,298,1051
Torreón,12,1466,249,249,8,8,1,0,0,0,0,515,13,528
Torreón,12,1467,345,575,42,2,6,0,10,0,0,980,19,999
Torreón,12,1468,82,422,3,2,3,0,3,0,0,515,160,675
Torreón,12,1469,353,583,63,10,8,0,5,0,0,1022,23,1045
Torreón,8,1470,219,331,12,8,3,0,0,0,0,573,8,581
Torreón,8,1471,66,152,0,0,0,0,0,0,0,218,0,218
Torreón,8,1472,105,101,8,6,0,0,1,0,0,221,10,231
Torreón,8,1473,43,226,4,8,2,0,0,0,0,283,11,294
Torreón,8,1474,73,97,0,0,0,0,0,0,0,170,0,170
Viesca,7,1475,53,553,7,40,0,2,3,3,0,661,13,674
Viesca,7,1476,82,730,11,14,0,1,0,0,0,838,26,864
Viesca,7,1477,4,118,37,4,0,1,2,0,0,166,1,167
Viesca,7,1478,60,259,6,2,0,2,0,0,0,329,7,336
Viesca,7,1479,56,291,8,4,0,2,3,0,0,364,11,375
Viesca,7,1480,12,159,5,1,0,2,8,0,0,187,11,198
Viesca,7,1481,41,178,2,1,0,2,3,0,0,227,6,233
Viesca,7,1482,9,189,10,0,0,1,0,0,0,209,4,213
Viesca,7,1483,23,121,21,7,0,0,2,2,0,176,2,178
Viesca,7,1484,18,295,118,2,0,1,1,0,0,435,13,448
Viesca,7,1485,57,265,38,1,0,2,4,0,0,367,11,378
Viesca,7,1486,7,125,24,0,0,0,0,0,0,156,1,157
Viesca,0,1487,0,0,0,0,0,0,0,0,0,0,0,0
Viesca,7,1488,8,77,2,0,0,1,0,0,0,88,1,89
Viesca,7,1489,21,249,13,3,0,6,25,1,0,318,19,337
Viesca,7,1490,105,391,16,3,0,0,1,0,0,516,14,530
Viesca,7,1491,63,239,97,6,0,0,4,0,0,409,6,415
Viesca,7,1492,72,295,46,2,0,6,0,0,0,421,10,431
Viesca,7,1493,33,273,29,2,0,2,1,0,0,340,9,349
Viesca,7,1494,1,83,0,2,0,0,0,0,0,86,1,87
Viesca,7,1495,2,57,2,0,0,6,0,0,0,67,1,68
Viesca,7,1496,23,50,4,0,0,2,0,0,0,79,1,80
Viesca,7,1497,36,125,4,2,0,16,0,2,0,185,4,189
Villa Unión,17,1498,76,188,0,0,0,2,0,8,0,274,7,281
Villa Unión,17,1499,150,232,0,0,0,1,0,8,0,391,7,398
Villa Unión,17,1500,215,311,0,0,0,2,0,5,0,533,11,544
Villa Unión,17,1501,162,273,0,0,0,3,0,2,0,440,11,451
Villa Unión,17,1502,180,374,0,0,0,0,0,8,0,562,11,573
Villa Unión,17,1503,33,115,0,0,0,2,0,0,0,150,1,151
Villa Unión,17,1504,12,54,0,0,0,1,0,0,0,67,1,68
Villa Unión,17,1505,55,166,0,0,0,0,0,2,0,223,5,228
Zaragoza,19,1506,281,302,49,3,0,9,0,8,0,652,27,679
Zaragoza,19,1507,230,256,30,11,0,11,0,26,0,564,16,580
Zaragoza,19,1508,257,326,32,8,0,7,0,21,0,651,7,658
Zaragoza,19,1509,154,216,42,1,0,2,0,19,0,434,11,445
Zaragoza,19,1510,153,143,34,1,0,0,0,0,0,331,7,338
Zaragoza,19,1511,167,308,39,3,0,8,0,5,0,530,10,540
Zaragoza,19,1512,154,263,43,2,0,3,0,12,0,477,14,491
Zaragoza,19,1513,227,239,14,2,0,2,0,19,0,503,15,518
Zaragoza,0,1514,0,0,0,0,0,0,0,0,0,0,0,0
Zaragoza,19,1515,23,61,9,1,0,11,0,2,0,107,2,109
Zaragoza,19,1516,121,102,5,3,0,0,0,0,0,231,5,236
Zaragoza,19,1517,45,61,5,1,0,0,0,0,0,112,3,115
Zaragoza,19,1518,23,60,3,1,0,0,0,0,0,87,1,88
Zaragoza,0,1519,0,0,0,0,0,0,0,0,0,0,0,0
Zaragoza,19,1520,114,117,11,2,0,2,0,0,0,246,1,247
