CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,PUP,NVA_ALIANZA,PSD,MORENA,ES,PRS,PAN_PRD,PRI_PVEM,C_COMUN_NVA_ALIANZA_PSD,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,CAND_IND33,CAND_IND34,CAND_IND35,CAND_IND36,CAND_IND37,CAND_IND38,CAND_IND39,CAND_IND40,CAND_IND41,CAND_IND42,CAND_IND43,CAND_IND44,CAND_IND45,CAND_IND46,CAND_IND47,PLANILLA_UNICA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,140,SAN FRANCISCO IXHUATAN,884,B,104,196,72,28,4,0,,,,61,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,474,8,482,666,,,,
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,140,SAN FRANCISCO IXHUATAN,884,C01,114,197,69,29,3,0,,,,55,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,477,13,490,665,,,,
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,140,SAN FRANCISCO IXHUATAN,885,B,100,153,47,44,3,3,,,,81,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,439,9,448,657,,,,
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,140,SAN FRANCISCO IXHUATAN,885,C01,89,145,83,51,3,1,,,,73,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,454,4,458,656,,,,
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,140,SAN FRANCISCO IXHUATAN,886,B,75,110,24,37,1,1,,,,40,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,294,5,299,399,,,,
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,140,SAN FRANCISCO IXHUATAN,886,C01,75,99,35,36,1,0,,,,23,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,283,7,290,399,,,,
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,140,SAN FRANCISCO IXHUATAN,887,B,136,120,49,50,3,0,,,,60,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,434,11,445,611,,,,
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,140,SAN FRANCISCO IXHUATAN,887,E01,124,250,39,27,1,0,,,,19,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,467,10,477,672,,,,
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,140,SAN FRANCISCO IXHUATAN,888,B,63,64,20,10,0,0,,,,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,160,8,168,201,,,,
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,140,SAN FRANCISCO IXHUATAN,889,B,33,116,177,7,4,0,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,339,3,342,417,,,,
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,140,SAN FRANCISCO IXHUATAN,889,C01,26,99,194,11,3,0,,,,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,335,4,339,416,,,,
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,140,SAN FRANCISCO IXHUATAN,890,B,34,9,5,7,0,0,,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,60,1,61,103,,,,
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,557,UNION HIDALGO,2394,B,18,76,90,11,169,0,,3,0,16,,9,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,0,422,10,432,611,,,,
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,557,UNION HIDALGO,2394,C01,17,100,82,5,151,0,,5,0,15,,19,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,0,424,13,437,611,,,,
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,557,UNION HIDALGO,2395,B,13,71,58,6,79,1,,2,0,18,,20,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,0,292,6,298,425,,,,
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,557,UNION HIDALGO,2395,C01,13,97,65,3,90,0,,1,0,16,,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,0,327,10,337,424,,,,
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,557,UNION HIDALGO,2396,B,8,153,99,3,139,0,,1,0,33,,28,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,0,519,5,524,709,,,,
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,557,UNION HIDALGO,2397,B,11,104,65,2,98,0,,1,1,20,,11,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,0,341,5,346,434,,,,
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,557,UNION HIDALGO,2397,C01,14,110,62,7,85,0,,0,0,18,,13,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,0,328,8,336,433,,,,
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,557,UNION HIDALGO,2398,B,6,84,56,0,104,0,,5,1,29,,15,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,0,313,7,320,404,,,,
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,557,UNION HIDALGO,2398,C01,10,91,62,2,86,0,,2,1,22,,14,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,0,311,11,322,403,,,,
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,557,UNION HIDALGO,2399,B,26,123,116,5,99,0,,3,1,33,,36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,0,495,11,506,662,,,,
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,557,UNION HIDALGO,2400,B,19,121,103,5,169,0,,1,1,33,,36,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,0,517,18,535,731,,,,
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,557,UNION HIDALGO,2401,B,10,121,95,7,143,0,,1,1,27,,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,0,444,21,465,637,,,,
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,557,UNION HIDALGO,2401,C01,13,112,113,6,133,0,,4,0,27,,22,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,0,458,19,477,637,,,,
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,557,UNION HIDALGO,2402,B,7,134,97,7,220,1,,1,1,14,,12,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,0,521,4,525,721,,,,
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,557,UNION HIDALGO,2402,C01,8,143,82,5,222,0,,5,0,22,,19,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,0,541,14,555,720,,,,
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,557,UNION HIDALGO,2403,B,7,111,72,4,116,0,,1,1,20,,17,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,0,394,9,403,536,,,,
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,557,UNION HIDALGO,2403,C01,5,103,49,2,142,0,,0,0,26,,27,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,0,405,7,412,536,,,,
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,557,UNION HIDALGO,2404,B,0,0,0,0,122,0,,1,1,9,,23,41,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,1,317,12,330,433,,,,
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,557,UNION HIDALGO,2404,C01,5,78,54,2,113,0,,3,6,16,,19,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,0,309,4,313,432,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,157,B,160,134,9,2,13,6,2,3,26,57,20,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,438,18,456,654,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,157,C01,146,119,5,6,18,2,4,1,18,75,23,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,417,24,441,653,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,157,C02,145,130,6,2,14,5,5,6,29,72,8,,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,431,21,452,653,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,157,C03,163,138,2,3,3,5,1,5,26,71,8,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,430,18,448,653,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,158,B,188,55,8,1,17,10,9,5,22,73,8,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,404,26,430,670,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,158,C01,148,72,4,3,28,14,10,3,23,127,7,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,448,15,463,670,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,158,C02,191,65,3,3,13,25,8,4,28,74,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,421,16,437,669,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,159,B,182,53,2,0,23,0,0,3,15,65,3,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,353,11,364,539,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,159,C01,160,73,2,0,22,3,4,2,12,71,4,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,356,18,374,539,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,160,B,138,115,2,3,16,4,18,3,15,50,12,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,381,9,390,579,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,160,C01,134,119,3,1,12,4,5,2,9,46,4,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,349,18,367,578,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,160,C02,126,141,3,2,12,2,10,6,20,49,1,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,378,9,387,578,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,160,S01,8,5,1,0,2,0,1,0,0,4,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,1,24,,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,161,B,158,77,6,1,13,3,28,3,14,51,7,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,368,17,385,592,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,161,C01,177,62,3,5,19,3,16,11,25,48,4,,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,386,16,402,592,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,162,B,62,31,2,2,28,0,2,2,3,11,4,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,148,3,151,252,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,163,B,64,34,1,2,8,0,1,1,2,10,0,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,131,4,135,215,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,164,B,182,112,5,2,10,3,0,0,1,5,6,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,337,10,347,469,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,166,B,159,104,13,6,25,0,9,1,21,22,5,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,365,15,380,572,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,166,C01,147,75,6,0,28,1,4,2,26,15,4,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,327,38,365,572,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,167,B,103,236,8,6,23,0,0,2,11,38,5,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,441,16,457,640,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,168,B,148,136,8,4,16,2,3,2,6,12,6,,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,355,13,368,597,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,169,B,179,156,9,2,2,1,5,2,21,28,0,,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,418,28,446,629,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,170,B,269,102,2,3,2,3,5,4,25,50,1,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,473,17,490,718,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,171,B,96,28,4,0,15,1,1,2,3,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,154,5,159,230,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,172,B,145,6,6,1,18,2,1,2,8,11,6,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,206,18,224,306,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,173,B,177,111,8,4,12,0,5,5,21,30,5,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,384,23,407,662,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,173,C01,184,88,6,0,7,2,3,7,22,50,4,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,379,26,405,661,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,174,B,130,106,2,2,1,0,1,0,0,6,1,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,253,7,260,382,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,175,B,215,83,8,7,14,0,9,7,2,8,1,,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,376,20,396,638,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,48,MAGDALENA OCOTLAN,374,B,4,104,137,3,3,,,,26,47,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,330,11,341,412,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,48,MAGDALENA OCOTLAN,374,C01,4,71,155,2,4,,,,31,65,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,332,14,346,412,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,77,SAN AGUSTIN AMATENGO,710,B,121,163,21,1,7,,,5,10,82,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,416,26,442,612,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,77,SAN AGUSTIN AMATENGO,711,B,136,252,17,4,8,,,7,6,70,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,507,21,528,689,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,536,VILLA SOLA DE VEGA,2291,B,39,82,14,2,25,,,134,1,12,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,312,18,330,538,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,536,VILLA SOLA DE VEGA,2292,B,25,35,8,3,41,,,139,2,37,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,295,27,322,546,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,536,VILLA SOLA DE VEGA,2292,C01,25,42,11,2,45,,,137,3,34,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,305,23,328,546,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,536,VILLA SOLA DE VEGA,2292,C02,20,47,4,6,30,,,139,1,52,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,305,24,330,545,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,536,VILLA SOLA DE VEGA,2292,S01,2,13,1,0,3,,,17,0,3,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,39,0,39,,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,536,VILLA SOLA DE VEGA,2293,B,13,51,10,5,126,,,145,4,25,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,380,22,402,548,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,536,VILLA SOLA DE VEGA,2293,C01,16,90,15,7,128,,,89,1,33,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,382,20,402,547,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,536,VILLA SOLA DE VEGA,2294,B,146,44,17,6,120,,,48,16,41,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,445,18,463,709,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,536,VILLA SOLA DE VEGA,2295,B,19,71,4,5,53,,,154,1,20,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,328,24,352,574,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,536,VILLA SOLA DE VEGA,2296,B,37,44,20,5,88,,,50,4,28,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,280,31,311,526,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,536,VILLA SOLA DE VEGA,2297,B,13,70,7,1,34,,,58,5,20,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,208,11,219,378,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,536,VILLA SOLA DE VEGA,2297,C01,7,82,8,6,30,,,70,0,20,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,223,12,235,378,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,536,VILLA SOLA DE VEGA,2298,B,30,59,10,2,24,,,101,3,23,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,252,28,280,550,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,536,VILLA SOLA DE VEGA,2298,C01,30,68,12,3,36,,,82,4,33,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,271,26,297,550,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,536,VILLA SOLA DE VEGA,2299,B,30,66,4,5,63,,,102,2,15,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,287,25,312,454,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,536,VILLA SOLA DE VEGA,2299,E01,17,38,10,5,24,,,48,0,5,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,147,9,156,303,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,536,VILLA SOLA DE VEGA,2300,B,73,81,20,3,57,,,58,0,4,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,297,14,311,522,,,,
3,20,OAXACA,21,HEROICA CIUDAD DE EJUTLA DE CRESPO,536,VILLA SOLA DE VEGA,2300,C01,54,66,55,6,53,,,80,3,11,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,333,17,350,522,,,,
3,20,OAXACA,22,SANTIAGO PINOTEPA NACIONAL,56,MARTIRES DE TACUBAYA,396,B,0,147,6,2,85,71,130,2,,123,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,566,15,581,731,,,,
3,20,OAXACA,22,SANTIAGO PINOTEPA NACIONAL,56,MARTIRES DE TACUBAYA,396,E01,0,45,0,0,22,112,62,3,,33,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,278,12,290,336,,,,
3,20,OAXACA,22,SANTIAGO PINOTEPA NACIONAL,69,PINOTEPA DE DON LUIS,633,B,2,185,219,2,0,,,,,10,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,426,4,430,567,,,,
3,20,OAXACA,22,SANTIAGO PINOTEPA NACIONAL,69,PINOTEPA DE DON LUIS,633,C01,3,163,240,0,2,,,,,23,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,433,5,438,567,,,,
3,20,OAXACA,22,SANTIAGO PINOTEPA NACIONAL,69,PINOTEPA DE DON LUIS,634,B,3,132,214,0,2,,,,,29,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,384,6,390,496,,,,
3,20,OAXACA,22,SANTIAGO PINOTEPA NACIONAL,69,PINOTEPA DE DON LUIS,634,C01,3,130,219,1,1,,,,,25,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,387,6,393,496,,,,
