ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,PUP,NVA_ALIANZA,PSD,MORENA,PRS,PAN_PRD,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
20,OAXACA,53,MAGDALENA YODOCONO DE PORFIRIO DIAZ,1,2,22,128,28,4,35,119,3,0,61,7,0,0,0,0,0,0,407,5,412,1036,0.3977
20,OAXACA,54,MAGDALENA ZAHUATLAN,1,1,18,39,18,5,16,1,2,1,34,2,1,0,0,0,0,0,137,5,142,301,0.4718
20,OAXACA,86,SAN ANDRES DINICUITI,3,4,23,333,313,140,37,16,3,8,247,9,2,0,2,0,0,0,1133,30,1163,1704,0.6825
20,OAXACA,90,SAN ANDRES LAGUNAS,1,1,17,87,26,5,9,0,0,0,40,1,1,0,3,1,0,0,190,5,195,363,0.5372
20,OAXACA,91,SAN ANDRES NUXIÑO,2,2,38,333,65,21,72,7,6,7,72,5,3,0,8,0,1,0,638,32,670,1354,0.4948
20,OAXACA,93,SAN ANDRES SINAXTLA,1,1,32,71,34,5,28,7,4,2,69,2,3,0,6,0,0,0,263,7,270,543,0.4972
20,OAXACA,99,SAN ANDRES ZAUTLA,2,5,53,729,644,10,208,17,9,37,364,12,38,0,18,0,0,0,2139,37,2176,2911,0.7475
20,OAXACA,103,SAN ANTONIO ACUTLA,1,1,8,26,20,4,7,36,1,0,17,2,1,0,0,0,0,0,122,11,133,211,0.6303
20,OAXACA,113,SAN BARTOLO SOYALTEPEC,2,2,11,87,29,4,25,1,4,3,56,0,2,1,7,0,0,0,230,9,239,490,0.4878
20,OAXACA,126,SAN CRISTOBAL SUCHIXTLAHUACA,1,1,16,47,9,2,5,0,3,0,22,2,1,0,0,0,0,0,107,5,112,235,0.4766
20,OAXACA,137,SAN FRANCISCO CHINDUA,1,1,5,96,46,7,55,12,1,2,17,2,1,0,4,0,0,0,248,3,251,557,0.4506
20,OAXACA,141,SAN FRANCISCO JALTEPETONGO,2,2,20,126,120,5,19,36,3,3,92,5,3,0,2,0,0,1,434,13,448,792,0.5657
20,OAXACA,144,SAN FRANCISCO NUXAÑO,1,1,5,45,28,0,6,44,1,0,5,0,2,1,6,0,0,0,143,8,151,277,0.5451
20,OAXACA,147,SAN FRANCISCO TELIXTLAHUACA,6,16,168,1327,857,70,1305,511,27,118,1577,73,30,1,23,1,0,2,6088,141,6231,8807,0.7075
20,OAXACA,148,SAN FRANCISCO TEOPAN,1,1,8,90,27,4,6,1,1,0,7,0,1,0,1,0,0,0,146,6,152,257,0.5914
20,OAXACA,158,SAN JERONIMO SOSOLA,4,5,52,151,105,26,304,62,9,25,165,11,2,1,1,2,0,1,916,24,941,1931,0.4873
20,OAXACA,174,SAN JUAN BAUTISTA COIXTLAHUACA,4,5,41,458,77,35,43,7,14,15,216,6,5,1,8,1,0,0,927,37,964,2028,0.4753
20,OAXACA,177,SAN JUAN BAUTISTA JAYACATLAN,1,2,23,133,27,13,6,1,5,0,84,4,1,0,2,0,0,0,299,21,320,992,0.3226
20,OAXACA,196,SAN JUAN DIUXI,2,2,12,116,26,12,31,135,4,6,45,3,0,0,1,0,0,0,391,43,434,836,0.5191
20,OAXACA,215,SAN JUAN SAYULTEPEC,1,1,21,45,32,5,44,7,3,3,81,3,4,0,3,0,0,0,251,7,258,591,0.4365
20,OAXACA,217,SAN JUAN TAMAZOLA,4,5,25,294,165,7,160,63,41,13,68,38,5,0,8,0,0,0,887,21,908,2150,0.4223
20,OAXACA,221,SAN JUAN TEPOSCOLULA,2,2,20,212,76,8,32,3,10,2,130,0,2,0,1,1,0,0,497,19,516,999,0.5165
20,OAXACA,224,SAN JUAN YUCUITA,1,1,17,122,30,1,45,3,2,1,80,2,2,1,2,0,0,0,308,12,320,563,0.5684
20,OAXACA,248,SAN MATEO ETLATONGO,1,2,24,85,108,6,41,14,5,4,73,1,2,0,2,0,0,1,365,10,376,837,0.4492
20,OAXACA,254,SAN MATEO TLAPILTEPEC,1,1,21,41,9,0,11,1,1,0,5,1,0,0,1,0,0,0,91,1,92,160,0.5750
20,OAXACA,262,SAN MIGUEL CHICAHUA,2,5,132,117,96,11,69,197,16,8,158,3,5,0,4,0,0,1,816,74,891,1561,0.5708
20,OAXACA,269,SAN MIGUEL HUAUTLA,2,3,11,197,35,13,11,53,8,7,41,1,0,0,3,0,0,0,380,23,403,899,0.4483
20,OAXACA,272,SAN MIGUEL PERAS,2,4,66,423,374,17,116,66,17,13,94,4,11,1,8,0,0,0,1210,76,1286,2173,0.5918
20,OAXACA,273,SAN MIGUEL PIEDRAS,1,2,26,254,103,4,60,4,9,7,37,4,1,0,2,0,0,0,511,8,519,876,0.5925
20,OAXACA,279,SAN MIGUEL TECOMATLAN,1,1,7,43,6,1,14,29,2,0,5,1,0,0,0,0,0,0,108,2,110,245,0.4490
20,OAXACA,281,SAN MIGUEL TEQUIXTEPEC,3,3,30,132,58,11,16,7,8,3,24,3,4,0,2,1,0,0,299,6,305,704,0.4332
20,OAXACA,285,SAN MIGUEL TULANCINGO,1,1,11,26,21,3,7,2,2,16,14,1,0,0,0,0,0,0,103,3,106,273,0.3883
20,OAXACA,292,SAN PABLO HUITZO,5,10,402,971,412,81,333,127,79,13,1108,43,30,1,15,1,0,0,3616,112,3728,5042,0.7394
20,OAXACA,302,SAN PEDRO COXCALTEPEC CANTAROS,2,2,28,77,66,6,37,3,2,6,48,1,3,0,0,0,0,0,277,10,287,612,0.4690
20,OAXACA,319,SAN PEDRO NOPALA,1,1,14,135,15,9,4,2,5,0,15,0,1,0,3,0,0,0,203,6,209,546,0.3828
20,OAXACA,327,SAN PEDRO TEOZACOALCO,1,2,21,201,56,7,19,41,1,2,82,8,0,0,3,0,0,0,441,20,461,892,0.5168
20,OAXACA,329,SAN PEDRO TIDAA,2,2,9,64,28,5,17,57,6,6,42,4,1,0,1,2,0,0,242,9,251,583,0.4305
20,OAXACA,330,SAN PEDRO TOPILTEPEC,1,2,2,32,3,1,3,59,0,4,78,1,0,0,2,0,0,0,185,7,192,275,0.6982
20,OAXACA,334,SAN PEDRO Y SAN PABLO TEPOSCOLULA,5,7,80,645,174,14,101,33,10,12,1012,13,2,1,13,0,0,2,2110,64,2176,3132,0.6948
20,OAXACA,338,SAN PEDRO YUCUNAMA,1,1,5,56,3,7,1,0,3,2,18,3,0,0,1,0,0,0,99,5,104,174,0.5977
20,OAXACA,352,SAN VICENTE NUÑU,1,1,58,94,4,2,13,2,0,0,25,0,0,3,2,0,0,0,203,5,208,388,0.5361
20,OAXACA,391,SANTA INES DE ZARAGOZA,3,3,49,285,57,12,32,5,5,5,90,16,2,0,6,0,0,0,564,12,576,1204,0.4784
20,OAXACA,396,SANTA MAGDALENA JICOTLAN,1,1,3,28,1,0,8,0,0,0,1,2,2,0,0,0,0,0,45,0,45,68,0.6618
20,OAXACA,398,SANTA MARIA APAZCO,2,2,11,126,60,12,188,17,12,3,52,5,0,0,1,0,1,0,488,65,553,1283,0.4310
20,OAXACA,402,SANTA MARIA CHACHOAPAM,1,1,31,40,26,7,68,1,1,4,54,3,6,0,1,0,0,0,242,11,253,607,0.4168
20,OAXACA,403,VILLA DE CHILAPA DE DIAZ,3,4,22,202,58,10,23,15,10,1,60,2,1,1,10,0,0,0,415,17,432,1494,0.2892
20,OAXACA,423,SANTA MARIA NATIVITAS,2,2,8,85,41,6,12,3,9,3,83,1,0,0,0,0,0,0,251,11,262,482,0.5436
20,OAXACA,428,SANTA MARIA PEÑOLES,5,11,35,1249,285,39,109,962,12,73,161,9,1,0,17,0,0,2,2952,109,3063,4624,0.6624
20,OAXACA,452,SANTIAGO APOALA,2,2,12,164,52,23,99,11,7,8,51,1,0,0,4,0,0,0,432,19,451,817,0.5520
20,OAXACA,457,SANTIAGO CACALOXTEPEC,3,3,574,490,24,4,8,2,1,15,78,1,9,0,1,0,0,0,1207,17,1224,1563,0.7831
20,OAXACA,464,SANTIAGO HUAUCLILLA,2,2,40,46,65,3,26,0,1,0,22,1,2,0,1,0,0,0,207,16,223,431,0.5174
20,OAXACA,465,SANTIAGO IHUITLAN PLUMAS,2,2,11,41,29,5,10,7,3,3,22,0,3,0,3,0,0,0,137,3,140,304,0.4605
20,OAXACA,479,SANTIAGO NACALTEPEC,4,4,42,225,46,28,53,84,9,4,115,1,0,2,2,0,0,0,611,16,627,1407,0.4456
20,OAXACA,480,SANTIAGO NEJAPILLA,1,1,2,48,3,1,3,2,1,0,6,0,1,0,1,0,0,0,68,4,72,159,0.4528
20,OAXACA,485,SANTIAGO SUCHILQUITONGO,5,12,163,1602,1035,48,822,208,16,21,578,27,28,8,37,2,1,1,4596,104,4701,7099,0.6622
20,OAXACA,488,SANTIAGO TENANGO,2,2,53,194,67,14,91,31,6,2,112,4,5,1,9,1,0,0,590,12,602,1399,0.4303
20,OAXACA,489,SANTIAGO TEPETLAPA,1,1,3,17,7,1,7,0,1,1,6,0,1,0,1,0,0,0,45,1,46,93,0.4946
20,OAXACA,493,SANTIAGO TILANTONGO,4,6,99,263,120,25,180,223,24,19,176,3,3,0,4,1,0,0,1140,63,1203,2200,0.5468
20,OAXACA,494,SANTIAGO TILLO,1,1,8,56,32,2,35,8,3,2,49,5,5,0,1,0,0,0,206,8,214,416,0.5144
20,OAXACA,495,SANTIAGO TLAZOYALTEPEC,4,7,95,585,280,66,169,110,26,34,235,11,8,1,8,0,0,2,1628,114,1744,3174,0.5495
20,OAXACA,511,SANTO DOMINGO NUXAA,3,5,67,424,87,15,117,72,9,6,159,6,6,5,4,1,0,0,978,18,996,2054,0.4849
20,OAXACA,518,SANTO DOMINGO TLATAYAPAM,1,1,1,34,1,1,3,1,0,1,5,0,0,0,2,0,0,0,49,0,49,107,0.4579
20,OAXACA,521,SANTO DOMINGO TONALTEPEC,1,1,2,48,4,3,19,3,0,2,7,2,0,0,1,0,1,0,92,5,97,200,0.4850
20,OAXACA,523,SANTO DOMINGO YANHUITLAN,2,3,38,119,48,36,31,10,11,60,81,2,5,2,2,0,0,1,445,20,466,1140,0.4088
20,OAXACA,524,SANTO DOMINGO YODOHINO,1,1,13,50,95,6,8,1,0,0,14,1,2,0,1,0,0,0,191,6,197,336,0.5863
20,OAXACA,527,SANTO TOMAS MAZALTEPEC,1,3,22,212,42,11,99,10,3,5,227,4,3,0,14,1,0,0,653,15,668,1644,0.4063
20,OAXACA,539,VILLA DE TAMAZULAPAM DEL PROGRESO,6,11,139,739,255,37,838,71,111,19,1233,13,7,1,9,2,0,3,3474,100,3577,5382,0.6646
20,OAXACA,543,VILLA TEJUPAM DE LA UNION,3,3,28,369,293,10,55,2,12,97,362,6,12,2,8,0,0,0,1256,39,1295,1774,0.7300
20,OAXACA,547,TEOTONGO,1,2,11,64,86,3,24,10,5,3,135,4,3,0,1,0,1,2,350,13,365,762,0.4790
20,OAXACA,548,TEPELMEME VILLA DE MORELOS,3,3,46,165,22,9,17,1,3,2,72,2,1,1,6,0,0,0,347,10,357,1142,0.3126
20,OAXACA,551,TLACOTEPEC PLUMAS,1,1,16,75,26,7,3,1,2,0,19,1,3,0,0,0,0,0,153,5,158,318,0.4969
20,OAXACA,556,LA TRINIDAD VISTA HERMOSA,1,1,7,37,15,3,4,4,1,0,24,0,4,0,0,0,0,0,99,6,105,213,0.4930
20,OAXACA,565,YUTANDUCHI DE GUERRERO,1,2,14,268,12,7,33,180,5,4,20,2,0,0,1,0,0,0,546,41,587,838,0.7005
20,OAXACA,5,ASUNCION CUYOTEPEJI,1,2,252,300,7,1,8,0,0,1,70,1,3,0,4,0,0,0,647,14,661,861,0.7677
20,OAXACA,13,CALIHUALA,3,3,6,119,83,1,4,6,4,6,117,1,2,0,1,0,0,0,350,7,357,900,0.3967
20,OAXACA,25,COSOLTEPEC,3,3,16,149,49,9,12,3,11,2,117,5,0,0,2,2,0,0,377,10,387,678,0.5708
20,OAXACA,31,FRESNILLO DE TRUJANO,2,2,5,199,133,2,10,1,3,11,138,1,6,0,3,0,0,0,512,12,524,798,0.6566
20,OAXACA,32,GUADALUPE DE RAMIREZ,3,3,9,237,37,3,281,1,26,0,159,1,0,0,1,2,0,0,757,16,773,1156,0.6687
20,OAXACA,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,34,95,4606,6271,1828,261,1310,317,309,207,9331,218,227,18,117,3,3,14,25026,689,25729,54142,0.4752
20,OAXACA,55,MARISCALA DE JUAREZ,7,8,372,668,225,32,221,9,110,7,332,11,5,2,3,0,0,11,1997,70,2078,2717,0.7648
20,OAXACA,96,SAN ANDRES TEPETLAPA,1,1,0,60,60,0,11,0,20,0,12,0,3,0,1,0,0,19,167,0,186,347,0.5360
20,OAXACA,149,SAN FRANCISCO TLAPANCINGO,1,3,4,128,88,4,46,2,123,2,25,1,13,0,2,2,0,0,440,19,459,1588,0.2890
20,OAXACA,157,SAN JERONIMO SILACAYOAPILLA,2,2,4,160,44,7,16,2,7,5,71,1,1,0,4,0,0,0,322,18,340,1176,0.2891
20,OAXACA,162,SAN JORGE NUCHITA,3,5,230,568,87,15,106,4,1,1,85,4,5,0,9,0,0,0,1115,51,1166,2417,0.4824
20,OAXACA,163,SAN JOSE AYUQUILA,2,2,11,93,116,4,62,0,0,2,9,1,2,0,1,0,0,0,301,36,337,1047,0.3219
20,OAXACA,179,SAN JUAN BAUTISTA SUCHITEPEC,2,2,8,210,181,11,10,7,1,1,49,0,3,0,4,0,0,0,485,19,504,404,1.2475
20,OAXACA,180,SAN JUAN BAUTISTA TLACHICHILCO,2,2,106,145,13,1,7,0,2,0,28,0,2,0,4,0,0,0,308,8,316,983,0.3215
20,OAXACA,188,SAN JUAN CIENEGUILLA,1,1,73,113,18,4,6,0,3,1,37,0,5,0,3,0,0,0,263,10,273,418,0.6531
20,OAXACA,200,SAN JUAN IHUALTEPEC,2,2,26,108,148,2,6,0,0,2,38,0,10,0,1,0,0,0,341,7,348,625,0.5568
20,OAXACA,230,SAN LORENZO VICTORIA,2,2,152,96,27,3,5,6,3,4,8,1,4,0,1,0,0,0,310,33,343,805,0.4261
20,OAXACA,237,SAN MARCOS ARTEAGA,3,3,19,323,195,8,53,1,3,2,32,0,4,0,5,0,0,0,645,27,672,1266,0.5308
20,OAXACA,245,SAN MARTIN ZACATEPEC,2,3,5,402,318,0,9,0,2,0,65,2,6,5,1,0,0,0,815,8,823,1223,0.6729
20,OAXACA,249,SAN MATEO NEJAPAM,1,2,11,108,176,2,16,0,1,10,27,1,0,0,2,0,0,0,354,9,363,769,0.4720
20,OAXACA,258,SAN MIGUEL AHUEHUETITLAN,2,4,406,404,81,2,199,5,2,1,79,1,6,0,7,0,0,4,1193,34,1231,1883,0.6537
20,OAXACA,260,SAN MIGUEL AMATITLAN,9,13,1487,985,238,9,656,5,14,4,137,1,18,4,4,0,0,0,3562,89,3651,4901,0.7450
20,OAXACA,288,SAN NICOLAS HIDALGO,1,2,34,110,107,5,7,2,7,9,52,1,0,0,0,0,0,0,334,16,350,786,0.4453
20,OAXACA,335,SAN PEDRO Y SAN PABLO TEQUIXTEPEC,7,7,58,276,213,12,43,5,19,9,201,5,6,1,5,2,0,0,855,31,886,1432,0.6187
20,OAXACA,349,SAN SIMON ZAHUATLAN,1,3,13,401,281,12,12,5,4,3,16,2,10,0,22,0,0,3,781,44,828,2130,0.3887
20,OAXACA,374,SANTA CATARINA ZAPOQUILA,1,1,5,161,125,3,6,0,2,0,0,2,5,0,10,0,0,0,319,16,335,357,0.9384
20,OAXACA,377,SANTA CRUZ DE BRAVO,1,1,3,77,65,4,1,1,1,1,18,0,1,1,1,0,0,0,174,4,178,289,0.6159
20,OAXACA,382,SANTA CRUZ TACACHE DE MINA,3,5,259,566,281,10,17,0,16,4,125,1,9,1,5,0,0,0,1294,20,1314,2051,0.6407
20,OAXACA,401,SANTA MARIA CAMOTLAN,2,2,26,264,183,7,7,1,0,2,101,2,3,0,4,1,0,0,601,10,611,1396,0.4377
20,OAXACA,456,SANTIAGO AYUQUILILLA,2,3,367,471,147,14,26,4,6,3,89,3,6,0,14,0,0,0,1150,32,1182,1822,0.6487
20,OAXACA,459,VILLA DE SANTIAGO CHAZUMBA,9,10,99,890,593,27,26,9,14,21,609,9,5,4,4,0,0,0,2310,68,2378,3313,0.7178
20,OAXACA,462,SANTIAGO DEL RIO,2,2,40,164,78,3,7,0,5,4,78,1,0,1,1,0,1,0,383,12,395,540,0.7315
20,OAXACA,463,SANTIAGO HUAJOLOTITLAN,4,6,357,597,259,46,58,11,9,7,340,5,15,0,7,0,0,1,1711,48,1760,3327,0.5290
20,OAXACA,477,SANTIAGO MILTEPEC,1,1,44,284,97,14,3,0,1,2,15,2,1,0,1,0,0,0,464,12,476,305,1.5607
20,OAXACA,486,SANTIAGO TAMAZOLA,6,8,147,935,491,6,51,3,4,19,65,2,14,4,18,0,0,0,1759,49,1808,3083,0.5864
20,OAXACA,502,SANTIAGO YUCUYACHI,2,2,4,231,158,2,19,0,4,3,41,1,2,0,1,0,0,0,466,11,477,850,0.5612
20,OAXACA,520,SANTO DOMINGO TONALA,7,11,32,871,889,34,668,8,12,17,303,12,11,2,7,0,0,0,2866,179,3045,5908,0.5154
20,OAXACA,533,SANTOS REYES YUCUNA,1,1,3,77,31,0,100,1,1,1,51,3,0,0,1,0,0,0,269,9,278,734,0.3787
