CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,PUP,NVA_ALIANZA,PSD,MORENA,PRS,PAN_PRD,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,10,C01,261,111,7,4,6,1,0,0,36,1,12,0,3,0,0,0,442,9,451,603,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,11,B,196,78,10,1,7,0,1,1,27,2,10,0,1,0,0,0,334,6,340,501,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,11,C01,215,84,8,5,3,0,0,0,33,0,7,0,2,0,0,0,357,2,359,501,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,11,C02,223,66,5,2,3,1,0,1,31,0,11,0,0,0,0,0,343,4,347,500,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,12,B,196,118,5,5,5,1,1,1,38,0,9,0,0,0,0,0,379,5,384,539,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,12,C01,229,83,5,7,1,0,2,0,28,0,8,0,0,0,0,0,363,5,368,539,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,12,C02,230,99,1,1,2,0,1,0,43,0,0,0,0,0,0,0,377,7,384,538,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,13,B,258,165,9,2,4,2,2,1,13,0,9,0,1,0,0,0,466,10,476,613,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,14,B,139,142,4,3,2,1,0,0,12,0,1,0,2,0,0,0,306,11,317,387,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,14,C01,146,116,1,4,1,0,2,2,13,1,5,0,1,0,0,0,292,7,299,387,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,15,B,199,82,3,4,3,1,3,0,19,0,0,1,0,0,0,0,315,6,321,383,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,15,C01,166,75,5,1,1,0,1,1,14,1,14,0,3,0,0,0,282,8,290,382,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,16,B,143,77,7,0,0,0,2,0,21,0,4,0,0,0,0,0,254,2,256,332,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,17,B,223,124,11,3,12,0,3,0,33,0,8,0,1,0,0,0,418,5,423,585,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,17,C01,238,123,16,2,11,0,2,0,23,1,8,1,2,0,0,2,427,11,440,584,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,18,B,225,69,5,4,1,0,0,0,33,1,7,0,0,0,0,0,345,6,351,422,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,19,B,238,129,9,2,1,1,0,0,27,0,7,0,5,0,0,0,419,5,424,563,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,20,B,301,150,22,4,43,0,1,0,25,0,10,1,0,0,0,0,557,10,567,674,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,21,B,115,130,52,3,57,1,3,3,61,1,14,0,1,0,0,0,441,13,454,573,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,21,C01,124,114,20,1,34,1,3,1,110,1,9,0,0,0,0,0,418,8,426,572,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,22,B,256,74,22,10,15,0,4,3,21,0,12,0,1,0,0,0,418,5,423,515,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,23,B,283,141,4,1,3,1,0,2,31,0,6,0,4,0,0,0,476,10,486,639,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,24,B,174,118,6,36,9,0,2,9,14,0,6,0,4,0,0,0,378,14,392,553,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,24,C01,169,106,6,31,20,1,0,4,24,0,13,0,6,1,0,0,381,14,395,552,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,25,B,183,37,5,15,7,0,2,1,22,1,10,0,5,0,0,0,288,9,297,402,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,25,C01,167,41,9,8,13,1,0,1,29,0,7,0,1,0,0,0,277,6,283,401,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,26,B,217,89,5,1,1,0,1,1,4,0,14,0,1,0,0,0,334,5,339,436,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,26,C01,192,89,3,0,1,1,3,0,13,0,4,0,1,0,0,0,307,1,308,435,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,27,B,212,223,10,6,21,1,1,3,48,0,6,0,1,0,0,0,532,2,534,699,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,28,B,147,90,2,1,5,0,1,1,29,0,2,0,1,0,0,0,279,6,285,377,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,28,C01,146,103,6,1,10,0,0,1,29,0,3,0,1,0,0,0,300,3,303,376,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,29,B,203,146,13,4,4,1,1,0,20,0,14,0,0,0,0,0,406,9,415,546,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,29,C01,238,155,10,1,1,1,1,1,11,0,4,0,5,0,0,0,428,5,433,546,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,30,B,155,107,15,3,2,0,1,0,8,0,15,0,5,0,0,0,311,5,316,393,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,30,C01,131,107,20,4,6,0,2,1,9,0,11,0,3,0,0,0,294,8,302,393,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,31,B,211,177,12,4,3,1,0,1,29,0,11,0,6,0,0,0,455,12,467,592,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,31,C01,227,154,10,7,3,0,1,3,28,0,9,0,3,0,0,1,445,5,451,591,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,31,C02,228,153,6,4,2,1,2,0,30,0,12,0,2,0,0,0,440,4,444,591,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,32,B,164,119,9,2,10,0,1,1,6,0,3,0,0,0,0,0,315,9,324,385,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,33,B,114,163,3,8,10,2,0,1,18,0,5,0,0,1,0,0,325,7,332,407,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,33,C01,97,172,7,5,10,0,1,0,29,1,2,0,4,0,0,0,328,6,334,406,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,33,E01,123,211,7,1,1,0,1,0,18,0,10,0,4,0,0,0,376,5,381,456,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,34,B,136,194,18,5,13,0,4,1,29,0,2,0,4,0,0,0,406,10,416,494,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,34,E01,221,173,24,2,15,1,6,2,74,1,0,0,0,0,0,0,519,13,532,701,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,SAN JOSE COSOLAPA,134,B,86,118,11,11,11,2,0,0,46,1,1,0,4,0,0,0,291,8,299,405,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,SAN JOSE COSOLAPA,134,C01,58,119,14,8,20,1,2,1,55,0,2,1,5,0,0,0,286,16,302,405,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,SAN JOSE COSOLAPA,135,B,130,164,20,11,17,2,1,8,39,2,3,0,10,0,0,0,407,25,432,579,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,SAN JOSE COSOLAPA,135,C01,131,155,17,10,16,2,1,11,47,6,3,0,11,0,0,0,410,3,413,579,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,SAN JOSE COSOLAPA,135,C02,125,178,21,11,14,4,3,5,27,1,6,0,19,0,0,0,414,20,434,578,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,SAN JOSE COSOLAPA,136,B,115,130,21,11,29,5,7,4,72,2,6,0,5,0,0,0,407,11,418,575,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,SAN JOSE COSOLAPA,136,C01,133,118,18,11,15,3,7,4,57,8,6,0,11,0,0,0,391,22,413,574,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,SAN JOSE COSOLAPA,136,C02,115,130,20,9,16,6,9,7,46,1,5,0,12,0,0,0,376,17,393,574,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,SAN JOSE COSOLAPA,137,B,65,277,25,17,3,1,5,2,39,0,3,0,21,0,0,0,458,14,472,612,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,SAN JOSE COSOLAPA,138,B,67,283,18,11,6,2,1,7,72,2,4,21,0,0,0,0,494,13,507,658,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,SAN JOSE COSOLAPA,139,B,46,222,14,15,9,2,3,15,88,1,1,0,20,0,0,0,436,15,451,633,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,SAN JOSE COSOLAPA,139,C01,58,242,14,18,10,2,5,6,87,2,0,0,17,0,0,0,461,8,469,632,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,SAN JOSE COSOLAPA,140,B,52,208,12,30,2,8,2,8,26,1,0,0,11,0,0,0,360,9,369,474,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,SAN JOSE COSOLAPA,141,B,113,265,24,19,14,4,4,10,57,2,2,0,17,0,0,0,531,19,550,732,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,SAN JOSE COSOLAPA,142,B,84,84,6,24,7,2,6,41,0,0,4,2,8,0,0,0,268,32,300,468,,Modificada,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,SAN JOSE COSOLAPA,143,B,78,154,24,8,16,6,1,2,41,6,0,1,6,0,0,0,343,18,361,536,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,SAN JOSE COSOLAPA,143,C01,93,160,23,9,12,2,2,6,55,0,2,0,5,0,0,0,369,17,386,536,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,167,SAN JOSE INDEPENDENCIA,952,B,14,240,206,1,2,0,1,0,26,0,10,0,1,0,0,0,501,5,506,651,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,167,SAN JOSE INDEPENDENCIA,952,C01,5,248,176,3,8,0,0,0,26,0,5,0,2,0,0,0,473,12,485,650,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,167,SAN JOSE INDEPENDENCIA,952,E01,7,172,122,2,1,0,0,0,9,0,2,1,3,0,0,0,319,0,319,391,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,167,SAN JOSE INDEPENDENCIA,952,E01C01,5,170,125,1,1,0,0,0,6,0,1,0,3,0,0,0,312,5,317,390,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,167,SAN JOSE INDEPENDENCIA,953,B,37,190,214,0,0,0,0,0,4,0,4,0,1,0,0,0,450,1,451,576,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,167,SAN JOSE INDEPENDENCIA,954,B,32,292,229,1,1,0,0,0,1,0,6,0,0,0,0,0,562,5,567,730,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,962,B,5,74,37,5,114,10,2,7,191,47,0,0,0,0,0,0,492,60,552,687,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,962,C01,7,63,36,5,132,12,1,13,154,51,0,0,0,0,0,0,474,75,549,687,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,962,C02,3,74,40,13,117,8,2,8,164,44,0,0,1,0,0,0,474,61,535,686,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,963,B,2,128,14,0,41,5,1,11,13,116,0,0,0,0,0,0,331,27,358,478,,Modificada,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,964,B,0,45,19,3,9,7,0,16,11,55,0,0,0,0,0,0,165,89,254,325,,Modificada,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,965,B,1,66,14,1,100,5,1,10,8,92,2,0,0,0,0,0,300,47,347,493,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,966,B,7,45,20,3,139,12,4,14,15,33,0,0,0,0,0,0,292,80,372,494,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,966,E01,14,96,12,4,71,9,0,3,8,36,0,0,0,0,0,0,253,28,281,353,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,967,B,0,44,22,1,163,8,0,10,33,118,0,0,0,0,0,0,399,60,459,602,,Modificada,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,968,B,1,27,4,0,59,5,0,3,8,47,0,0,0,0,0,0,154,46,200,274,,Modificada,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,969,B,3,64,28,4,189,6,2,9,46,105,0,0,0,0,0,0,456,69,525,639,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,970,B,2,109,13,3,69,3,0,12,44,105,3,0,1,1,0,0,365,55,420,563,,Modificada,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,970,C01,1,92,25,3,81,13,1,11,53,100,1,0,3,0,0,0,384,59,443,563,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,971,B,1,25,12,2,53,1,1,8,8,31,1,0,0,0,0,0,143,35,178,214,,Modificada,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,972,B,5,62,24,2,78,8,3,8,18,112,0,0,0,0,0,0,320,101,421,586,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,972,C01,5,53,17,2,94,20,1,14,18,135,0,0,0,0,0,0,359,125,484,586,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,972,E01,0,31,12,2,55,8,1,13,29,156,0,0,0,0,0,0,307,63,370,460,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,973,B,1,16,5,2,68,5,0,8,3,83,0,0,0,0,0,0,191,26,217,279,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,974,B,0,8,16,4,28,3,1,11,6,38,1,0,0,0,0,0,116,47,163,208,,Modificada,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,974,E01,3,8,42,1,86,4,2,14,23,17,1,0,0,0,0,0,201,68,269,319,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,975,B,2,43,22,165,14,0,12,22,53,0,0,0,0,0,0,0,333,55,388,480,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,975,E01,4,25,3,0,28,0,1,0,0,14,0,0,0,0,0,0,75,6,81,98,,Modificada,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,976,B,2,113,4,1,25,5,1,4,8,122,0,0,1,0,0,0,286,16,302,391,,Modificada,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,976,C01,1,89,8,1,49,3,2,3,5,111,0,0,0,0,0,0,272,0,272,390,,Modificada,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,977,B,1,93,15,4,157,12,1,16,11,71,0,0,0,0,0,0,381,45,426,584,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,182,SAN JUAN BAUTISTA TUXTEPEC,1057,B,26,88,11,6,47,0,6,2,21,1,0,0,0,0,0,0,208,14,222,319,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,182,SAN JUAN BAUTISTA TUXTEPEC,1057,E01,20,171,17,4,7,37,2,0,51,0,1,0,6,0,0,0,316,20,336,500,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1372,B,77,220,30,3,15,5,1,0,37,0,12,0,5,0,0,0,405,11,416,545,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1372,C01,76,232,27,0,14,1,1,0,33,0,18,0,3,0,0,0,405,11,416,545,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1372,C02,80,230,33,2,15,2,3,1,34,2,7,1,6,0,0,0,416,7,423,544,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1373,B,76,169,67,0,12,0,0,0,39,0,14,0,0,0,0,0,377,3,380,472,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1373,C01,76,169,49,1,10,2,0,0,48,2,8,0,2,0,0,0,367,8,375,471,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1374,B,97,201,38,0,24,2,4,1,102,1,10,3,3,0,0,0,486,7,493,633,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1374,C01,74,221,51,2,17,1,1,2,125,1,10,0,6,0,0,0,511,2,513,633,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1375,B,67,175,37,2,10,0,1,1,62,2,10,2,0,0,0,0,369,7,376,465,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1375,C01,64,188,27,4,11,3,2,1,60,0,12,0,1,0,0,0,373,2,375,465,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1375,S01,13,31,6,2,12,0,0,0,29,1,3,0,0,0,0,0,97,0,97,,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1376,B,99,164,37,0,5,1,0,0,44,1,10,0,0,0,0,0,361,4,365,467,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1376,C01,89,171,31,1,9,2,1,1,45,1,12,0,3,0,0,0,366,4,370,467,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1377,B,194,241,33,0,1,1,0,0,4,0,1,0,0,0,0,0,475,2,477,558,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1377,C01,180,231,46,0,0,0,0,0,6,0,0,0,2,0,0,0,465,3,468,557,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1377,E01,29,165,36,0,0,0,1,0,1,0,0,0,0,0,0,0,232,0,232,266,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1378,B,16,116,4,0,0,0,0,0,3,0,1,1,0,0,0,0,141,0,141,167,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1378,E01,21,160,9,1,2,1,0,2,20,0,1,0,0,0,0,0,217,5,222,267,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1379,B,166,319,39,1,26,16,1,2,17,2,4,0,1,0,0,0,594,4,598,690,,,,
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1379,C01,150,304,54,2,24,10,2,1,23,1,9,1,3,0,0,0,584,7,591,690,,,,
