MUNICIPIO,SECCION,CASILLA,TIPO,PAN,PRI,PRD-PC,PT,PVEM,VALIDOS,NULOS,TOTAL
NUEVO LAREDO,831,,BAS,41,103,41,1,3,189,5,194
NUEVO LAREDO,832,,BAS,71,126,46,2,3,248,7,255
NUEVO LAREDO,832,,CONT,62,116,74,1,2,255,6,261
NUEVO LAREDO,833,,BAS,63,106,58,2,0,229,6,235
NUEVO LAREDO,834,,BAS,46,78,46,2,2,174,2,176
NUEVO LAREDO,834,,CONT,51,71,30,2,3,157,2,159
NUEVO LAREDO,835,,BAS,76,75,66,1,1,219,3,222
NUEVO LAREDO,835,,CONT,79,72,65,2,3,221,4,225
NUEVO LAREDO,836,,BAS,34,96,58,0,2,190,4,194
NUEVO LAREDO,836,,CONT,34,112,46,1,1,194,5,199
NUEVO LAREDO,837,,BAS,64,119,79,4,0,266,0,266
NUEVO LAREDO,837,,CONT,62,141,67,0,4,274,8,282
NUEVO LAREDO,838,,BAS,50,108,67,2,0,227,3,230
NUEVO LAREDO,838,,CONT,47,105,72,2,0,226,4,230
NUEVO LAREDO,839,,BAS,42,89,80,2,0,213,8,221
NUEVO LAREDO,839,,CONT1,45,92,84,3,3,227,3,230
NUEVO LAREDO,839,,CONT2,32,94,81,3,1,211,5,216
NUEVO LAREDO,839,,CONT3,49,104,76,2,2,233,4,237
NUEVO LAREDO,840,,BAS,47,125,71,7,2,252,5,257
NUEVO LAREDO,840,,CONT,47,128,65,2,0,242,9,251
NUEVO LAREDO,841,,BAS,39,149,74,1,1,264,10,274
NUEVO LAREDO,841,,CONT,56,144,67,2,1,270,4,274
NUEVO LAREDO,842,,BAS,59,103,65,5,0,232,4,236
NUEVO LAREDO,842,,CONT,75,106,70,3,0,254,5,259
NUEVO LAREDO,843,,BAS,48,108,37,4,0,197,12,209
NUEVO LAREDO,843,,CONT,34,106,38,3,3,184,6,190
NUEVO LAREDO,844,,BAS,86,126,85,4,1,302,3,305
NUEVO LAREDO,844,,CONT,60,124,83,3,4,274,3,277
NUEVO LAREDO,845,,BAS,78,92,65,3,2,240,1,241
NUEVO LAREDO,845,,CONT,62,102,60,3,4,231,7,238
NUEVO LAREDO,846,,BAS,46,76,48,1,2,173,3,176
NUEVO LAREDO,846,,CONT,75,72,48,1,2,198,1,199
NUEVO LAREDO,847,,BAS,64,98,74,3,0,239,4,243
NUEVO LAREDO,847,,CONT,60,98,78,0,2,238,5,243
NUEVO LAREDO,848,,BAS,58,110,50,2,2,222,0,222
NUEVO LAREDO,848,,CONT1,61,95,52,2,2,212,2,214
NUEVO LAREDO,848,,CONT2,65,98,55,0,2,220,1,221
NUEVO LAREDO,849,,BAS,64,87,68,3,1,223,0,223
NUEVO LAREDO,849,,CONT,56,121,69,2,2,250,5,255
NUEVO LAREDO,850,,BAS,50,87,43,2,0,182,4,186
NUEVO LAREDO,850,,CONT,48,86,42,2,0,178,5,183
NUEVO LAREDO,851,,BAS,43,61,44,0,3,151,3,154
NUEVO LAREDO,852,,BAS,86,105,59,2,1,253,1,254
NUEVO LAREDO,852,,CONT1,74,127,64,0,1,266,3,269
NUEVO LAREDO,852,,CONT2,84,109,86,2,0,281,2,283
NUEVO LAREDO,853,,BAS,78,91,65,3,0,237,3,240
NUEVO LAREDO,853,,CONT1,68,81,71,2,2,224,1,225
NUEVO LAREDO,853,,CONT2,83,90,66,4,4,247,2,249
NUEVO LAREDO,854,,BAS,74,120,61,1,4,260,6,266
NUEVO LAREDO,854,,CONT1,56,120,58,3,2,239,3,242
NUEVO LAREDO,854,,CONT2,66,108,87,3,1,265,6,271
NUEVO LAREDO,855,,BAS,31,117,73,0,1,222,2,224
NUEVO LAREDO,855,,CONT,56,102,51,2,3,214,10,224
NUEVO LAREDO,856,,BAS,54,79,69,2,2,206,7,213
NUEVO LAREDO,856,,CONT,59,111,54,1,1,226,5,231
NUEVO LAREDO,857,,BAS,59,93,65,0,3,220,4,224
NUEVO LAREDO,857,,CONT,69,99,68,4,7,247,2,249
NUEVO LAREDO,858,,BAS,100,126,75,4,7,312,3,315
NUEVO LAREDO,859,,BAS,70,114,70,2,0,256,7,263
NUEVO LAREDO,859,,CONT1,60,114,88,4,2,268,4,272
NUEVO LAREDO,859,,CONT2,76,113,67,5,2,263,7,270
NUEVO LAREDO,860,,BAS,57,135,56,3,0,251,5,256
NUEVO LAREDO,860,,CONT1,53,113,61,3,0,230,5,235
NUEVO LAREDO,860,,CONT2,53,117,78,3,1,252,9,261
NUEVO LAREDO,861,,BAS,41,109,64,4,1,219,4,223
NUEVO LAREDO,861,,CONT,29,118,50,0,1,198,2,200
NUEVO LAREDO,862,,BAS,34,117,75,2,1,229,4,233
NUEVO LAREDO,862,,CONT,38,105,67,5,0,215,7,222
NUEVO LAREDO,863,,BAS,50,143,76,3,5,277,0,277
NUEVO LAREDO,863,,CONT,51,132,76,4,2,265,14,279
NUEVO LAREDO,864,,BAS,40,105,76,6,3,230,5,235
NUEVO LAREDO,864,,CONT,59,116,71,1,4,251,2,253
NUEVO LAREDO,865,,BAS,46,126,72,3,2,249,6,255
NUEVO LAREDO,865,,CONT1,40,103,72,3,2,220,9,229
NUEVO LAREDO,865,,CONT2,52,105,75,0,0,232,9,241
NUEVO LAREDO,866,,BAS,41,127,92,6,1,267,0,267
NUEVO LAREDO,866,,CONT1,40,133,75,3,1,252,5,257
NUEVO LAREDO,866,,CONT2,34,142,88,3,1,268,4,272
NUEVO LAREDO,866,,CONT3,50,122,99,9,2,282,7,289
NUEVO LAREDO,866,,CONT4,48,110,87,4,1,250,13,263
NUEVO LAREDO,866,,CONT5,24,120,84,6,1,235,18,253
NUEVO LAREDO,866,,CONT6,36,93,87,1,0,217,1,218
NUEVO LAREDO,866,,CONT7,47,120,83,5,0,255,5,260
NUEVO LAREDO,866,,CONT8,36,121,89,2,0,248,11,259
NUEVO LAREDO,866,,CONT9,49,122,85,6,2,264,6,270
NUEVO LAREDO,867,,BAS,59,105,86,2,23,275,11,286
NUEVO LAREDO,867,,CONT1,53,102,87,3,1,246,7,253
NUEVO LAREDO,867,,CONT2,47,103,77,3,1,231,7,238
NUEVO LAREDO,868,,BAS,42,118,71,2,0,233,0,233
NUEVO LAREDO,868,,CONT1,55,115,62,5,0,237,6,243
NUEVO LAREDO,868,,CONT2,51,114,75,3,1,244,6,250
NUEVO LAREDO,869,,BAS,38,114,49,5,2,208,8,216
NUEVO LAREDO,869,,CONT1,36,118,40,6,2,202,7,209
NUEVO LAREDO,869,,CONT2,38,115,34,0,0,187,6,193
NUEVO LAREDO,870,,BAS,108,95,61,2,1,267,2,269
NUEVO LAREDO,870,,CONT,97,104,90,5,0,296,5,301
NUEVO LAREDO,871,,BAS,111,96,91,0,7,305,4,309
NUEVO LAREDO,871,,CONT,117,97,97,3,0,314,2,316
NUEVO LAREDO,872,,BAS,86,98,77,1,4,266,3,269
NUEVO LAREDO,872,,CONT1,81,95,59,1,2,238,3,241
NUEVO LAREDO,872,,CONT2,83,99,78,4,0,264,0,264
NUEVO LAREDO,873,,BAS,107,106,71,1,1,286,2,288
NUEVO LAREDO,873,,CONT1,147,80,70,4,1,302,1,303
NUEVO LAREDO,873,,CONT2,107,77,84,5,0,273,1,274
NUEVO LAREDO,873,,CONT3,121,95,88,4,2,310,1,311
NUEVO LAREDO,874,,BAS,112,134,79,1,7,333,8,341
NUEVO LAREDO,874,,CONT,112,114,87,2,3,318,0,318
NUEVO LAREDO,875,,BAS,55,121,63,0,1,240,3,243
NUEVO LAREDO,875,,CONT,48,131,67,0,1,247,2,249
NUEVO LAREDO,876,,BAS,35,114,42,1,0,192,3,195
NUEVO LAREDO,876,,CONT1,37,106,50,1,0,194,2,196
NUEVO LAREDO,876,,CONT2,22,104,50,7,2,185,11,196
NUEVO LAREDO,877,,BAS,33,124,53,1,2,213,9,222
NUEVO LAREDO,877,,CONT1,28,103,54,1,0,186,4,190
NUEVO LAREDO,877,,CONT2,20,119,51,3,2,195,7,202
NUEVO LAREDO,878,,BAS,46,143,51,2,2,244,9,253
NUEVO LAREDO,878,,CONT,38,131,62,5,2,238,9,247
NUEVO LAREDO,879,,BAS,55,138,88,4,2,287,5,292
NUEVO LAREDO,879,,CONT1,55,96,92,3,2,248,4,252
NUEVO LAREDO,879,,CONT2,57,132,69,5,0,263,6,269
NUEVO LAREDO,879,,EXT1,43,70,89,1,2,205,2,207
NUEVO LAREDO,879,,EXT2,39,93,82,3,1,218,2,220
NUEVO LAREDO,880,,BAS,51,89,72,1,0,213,2,215
NUEVO LAREDO,880,,CONT,50,86,60,1,0,197,5,202
NUEVO LAREDO,881,,BAS,61,98,60,1,3,223,3,226
NUEVO LAREDO,881,,CONT,43,116,70,2,0,231,2,233
NUEVO LAREDO,882,,BAS,33,115,49,3,3,203,2,205
NUEVO LAREDO,882,,CONT,35,102,46,2,2,187,0,187
NUEVO LAREDO,883,,BAS,36,122,59,1,2,220,5,225
NUEVO LAREDO,883,,CONT,46,146,80,3,2,277,2,279
NUEVO LAREDO,884,,BAS,57,163,52,5,6,283,4,287
NUEVO LAREDO,884,,CONT,71,147,73,4,0,295,7,302
NUEVO LAREDO,885,,BAS,54,129,79,1,2,265,2,267
NUEVO LAREDO,885,,CONT,37,143,68,2,3,253,6,259
NUEVO LAREDO,886,,BAS,92,160,61,2,2,317,6,323
NUEVO LAREDO,886,,CONT,88,153,78,6,2,327,4,331
NUEVO LAREDO,887,,BAS,51,167,77,4,4,303,5,308
NUEVO LAREDO,887,,CONT,73,145,65,1,2,286,4,290
NUEVO LAREDO,888,,BAS,40,90,70,1,2,203,6,209
NUEVO LAREDO,888,,CONT1,55,108,64,7,2,236,2,238
NUEVO LAREDO,888,,CONT2,55,118,67,3,1,244,7,251
NUEVO LAREDO,889,,BAS,57,113,59,3,0,232,5,237
NUEVO LAREDO,889,,CONT1,48,134,75,4,3,264,5,269
NUEVO LAREDO,889,,CONT2,57,139,72,2,1,271,4,275
NUEVO LAREDO,889,,EXT1,59,90,133,4,3,289,2,291
NUEVO LAREDO,889,,EXT2,55,102,116,4,1,278,8,286
NUEVO LAREDO,890,,BAS,71,178,68,2,1,320,3,323
NUEVO LAREDO,890,,CONT1,56,120,95,0,0,271,4,275
NUEVO LAREDO,890,,CONT2,57,136,95,5,1,294,5,299
NUEVO LAREDO,890,,CONT3,70,130,90,3,7,300,2,302
NUEVO LAREDO,891,,BAS,61,130,104,2,2,299,2,301
NUEVO LAREDO,891,,CONT1,48,125,117,1,2,293,8,301
NUEVO LAREDO,891,,CONT2,60,151,101,8,4,324,3,327
NUEVO LAREDO,891,,CONT3,69,129,110,1,1,310,3,313
NUEVO LAREDO,891,,CONT4,70,138,105,2,1,316,4,320
NUEVO LAREDO,892,,BAS,65,105,87,2,3,262,6,268
NUEVO LAREDO,892,,CONT,53,103,107,1,1,265,6,271
NUEVO LAREDO,893,,BAS,46,103,86,7,0,242,1,243
NUEVO LAREDO,893,,CONT,54,93,68,1,1,217,4,221
NUEVO LAREDO,894,,BAS,66,140,101,7,2,316,4,320
NUEVO LAREDO,894,,CONT1,64,133,101,6,2,306,4,310
NUEVO LAREDO,894,,CONT2,60,157,115,4,0,336,5,341
NUEVO LAREDO,894,,CONT3,71,119,132,1,5,328,0,328
NUEVO LAREDO,894,,CONT4,67,128,123,2,3,323,5,328
NUEVO LAREDO,894,,CONT5,78,137,118,2,3,338,3,341
NUEVO LAREDO,894,,CONT6,56,143,125,2,4,330,1,331
NUEVO LAREDO,894,,CONT7,68,137,132,2,2,341,7,348
NUEVO LAREDO,895,,BAS,62,128,103,8,4,305,5,310
NUEVO LAREDO,895,,CONT,51,138,92,5,2,288,2,290
NUEVO LAREDO,896,,BAS,41,137,92,4,1,275,0,275
NUEVO LAREDO,896,,CONT1,55,107,75,4,0,241,5,246
NUEVO LAREDO,896,,CONT2,58,123,60,4,1,246,2,248
NUEVO LAREDO,897,,BAS,41,86,34,2,2,165,4,169
NUEVO LAREDO,897,,CONT,40,92,47,0,0,179,6,185
NUEVO LAREDO,898,,BAS,105,101,89,3,1,299,7,306
NUEVO LAREDO,898,,CONT1,79,116,109,2,0,306,4,310
NUEVO LAREDO,898,,CONT2,85,128,106,2,1,322,12,334
NUEVO LAREDO,898,,CONT3,86,120,87,2,2,297,7,304
NUEVO LAREDO,898,,CONT4,101,110,101,9,1,322,4,326
NUEVO LAREDO,898,,CONT5,81,124,95,1,2,303,9,312
NUEVO LAREDO,899,,BAS,64,122,39,3,1,229,2,231
NUEVO LAREDO,899,,CONT,63,130,53,3,0,249,6,255
NUEVO LAREDO,900,,BAS,50,137,81,1,0,269,12,281
NUEVO LAREDO,900,,CONT,43,159,60,3,0,265,10,275
NUEVO LAREDO,901,,BAS,58,127,34,1,0,220,10,230
NUEVO LAREDO,902,,BAS,52,160,42,2,0,256,9,265
NUEVO LAREDO,903,,BAS,18,64,4,0,1,87,3,90
NUEVO LAREDO,903,,EXT1,89,165,107,3,2,366,1,367
NUEVO LAREDO,903,,EXT2,71,187,91,5,4,358,10,368
NUEVO LAREDO,903,,EXT3,81,173,99,2,1,356,5,361
NUEVO LAREDO,903,,EXT4,79,194,99,2,1,375,8,383
NUEVO LAREDO,904,,BAS,12,61,21,0,0,94,3,97
NUEVO LAREDO,904,,EXT1,22,98,55,4,0,179,3,182
NUEVO LAREDO,904,,EXT2,10,36,12,0,0,58,1,59
,,,,,,,,,,,
NUEVO MORELOS,905,,BAS,7,196,38,0,,241,3,244
NUEVO MORELOS,905,,EXT1,30,282,124,5,,441,24,465
NUEVO MORELOS,906,,BAS,19,211,49,0,,279,9,288
NUEVO MORELOS,906,,CONT,20,198,55,0,,273,12,285
NUEVO MORELOS,907,,BAS,14,231,45,0,,290,5,295
,,,,,,,,,,,
OCAMPO,908,908,BAS,175,217,2,3,,397,6,403
OCAMPO,908,908,CONT,181,211,1,1,,394,8,402
OCAMPO,909,909,BAS,166,192,0,2,,360,13,373
OCAMPO,909,909,CONT,146,189,3,7,,345,15,360
OCAMPO,910,910,BAS,226,247,3,6,,482,17,499
OCAMPO,910,910,CONT,247,232,1,3,,483,8,491
OCAMPO,911,911,BAS,138,146,3,1,,288,9,297
OCAMPO,912,912,BAS,87,57,0,1,,145,3,148
OCAMPO,913,913,BAS,27,59,0,1,,87,0,87
OCAMPO,913,913,EXT,32,44,0,0,,76,1,77
OCAMPO,914,914,BAS,182,276,5,2,,465,8,473
OCAMPO,914,914,EXT,45,138,4,2,,189,8,197
OCAMPO,915,915,BAS,62,261,2,1,,326,3,329
OCAMPO,916,916,BAS,79,196,1,2,,278,7,285
OCAMPO,917,917,BAS,106,154,0,0,,260,5,265
OCAMPO,918,918,BAS,146,255,3,0,,404,10,414
OCAMPO,919,919,BAS,73,141,1,0,,215,3,218
OCAMPO,920,920,BAS,178,163,2,1,,344,3,347
OCAMPO,921,921,BAS,104,210,2,4,,320,11,331
OCAMPO,921,921,CONT,110,220,2,3,,335,3,338
,,,,,,,,,,,
PADILLA,922,1,BAS,137,251,1,0,,389,15,404
PADILLA,922,2,CONT,152,227,2,0,,381,7,388
PADILLA,923,3,BAS,152,157,0,0,,309,8,317
PADILLA,923,4,CONT,158,149,1,0,,308,3,311
PADILLA,924,5,BAS,179,269,1,1,,450,10,460
PADILLA,924,6,CONT,207,236,1,2,,446,7,453
PADILLA,925,7,BAS,170,147,1,4,,322,8,330
PADILLA,925,8,CONT,159,155,0,2,,316,3,319
PADILLA,926,9,BAS,117,218,1,3,,339,10,349
PADILLA,926,10,CONT1,126,218,0,4,,348,5,353
PADILLA,926,11,CONT2,127,246,0,3,,376,12,388
PADILLA,927,12,BAS,104,178,1,5,,288,9,297
PADILLA,927,13,CONT,100,208,0,2,,310,8,318
PADILLA,928,14,BAS,101,288,0,13,,402,7,409
PADILLA,928,15,CONT,142,264,0,3,,409,5,414
PADILLA,929,16,BAS,158,334,1,2,,495,20,515
PADILLA,930,17,BAS,196,312,2,2,,512,14,526
PADILLA,930,18,EXT,95,115,2,1,,213,2,215
,,,,,,,,,,,
PALMILLAS,931,,BAS,26,92,32,3,0,153,9,162
PALMILLAS,932,,BAS,30,132,39,0,0,201,6,207
PALMILLAS,933,,BAS,27,63,57,3,1,151,8,159
PALMILLAS,934,,BAS,31,169,36,4,0,240,3,243
PALMILLAS,934,,EXT,13,69,33,0,0,115,5,120
,,,,,,,,,,,
REYNOSA,935,, BAS,192,103,12,5,0,312,8,320
REYNOSA,935,,CONT1,193,114,4,0,4,315,14,329
REYNOSA,935,,CONT2,190,116,8,3,4,321,10,331
REYNOSA,936,,BAS,123,121,4,1,3,252,21,273
REYNOSA,936,,CONT,127,98,2,2,0,229,30,259
REYNOSA,937,,BAS,118,127,1,2,1,249,7,256
REYNOSA,937,,CONT,113,133,4,6,1,257,12,269
REYNOSA,938,,BAS,127,121,8,2,3,261,0,261
REYNOSA,939,,BAS,87,64,4,1,2,158,6,164
REYNOSA,939,,CONT,97,63,6,1,1,168,7,175
REYNOSA,940,,BAS,137,70,6,4,1,218,5,223
REYNOSA,940,,CONT,118,47,12,3,0,180,3,183
REYNOSA,941,,BAS,120,108,3,4,0,235,8,243
REYNOSA,941,,CONT1,118,113,4,3,3,241,3,244
REYNOSA,941,,CONT2,114,105,4,2,1,226,10,236
REYNOSA,942,,BAS,87,107,4,7,0,205,4,209
REYNOSA,942,,CONT,93,89,4,3,1,190,5,195
REYNOSA,943,,BAS,129,97,8,6,1,241,10,251
REYNOSA,943,,CONT1,107,97,10,2,3,219,16,235
REYNOSA,943,,CONT2,131,97,13,5,4,250,6,256
REYNOSA,944,,BAS,139,89,4,1,2,235,7,242
REYNOSA,944,,CONT1,163,75,10,2,5,255,7,262
REYNOSA,944,,CONT2,144,92,12,5,0,253,4,257
REYNOSA,945,,BAS,174,145,1,4,1,325,9,334
REYNOSA,945,,CONT1,152,142,8,6,0,308,3,311
REYNOSA,945,,CONT2,176,124,3,3,1,307,8,315
REYNOSA,945,,CONT3,168,145,9,2,1,325,8,333
REYNOSA,946,,BAS,157,82,15,5,1,260,3,263
REYNOSA,946,,CONT1,151,78,15,3,0,247,2,249
REYNOSA,946,,CONT2,163,94,21,6,2,286,4,290
REYNOSA,947,,BAS,187,138,33,5,1,364,3,367
REYNOSA,947,,CONT,188,120,32,8,2,350,10,360
REYNOSA,948,,BAS,125,87,8,1,4,225,5,230
REYNOSA,948,,CONT1,117,91,7,5,2,222,5,227
REYNOSA,948,,CONT2,104,80,6,1,1,192,12,204
REYNOSA,949,,BAS,105,66,12,3,2,188,13,201
REYNOSA,949,,CONT,91,106,9,2,3,211,7,218
REYNOSA,950,,BAS,155,87,10,0,2,254,4,258
REYNOSA,950,,CONT,136,78,6,2,0,222,19,241
REYNOSA,951,,BAS,118,127,9,1,5,260,6,266
REYNOSA,951,,CONT,119,101,11,2,1,234,4,238
REYNOSA,952,,BAS,91,106,9,1,2,209,2,211
REYNOSA,952,,CONT1,92,97,5,4,1,199,3,202
REYNOSA,952,,CONT2,85,81,8,6,5,185,3,188
REYNOSA,953,,BAS,87,76,12,3,0,178,2,180
REYNOSA,953,,CONT1,97,74,8,2,1,182,3,185
REYNOSA,953,,CONT2,95,99,13,2,1,210,3,213
REYNOSA,954,,BAS,136,91,12,3,2,244,5,249
REYNOSA,955,,BAS,115,90,22,3,1,231,2,233
REYNOSA,955,,CONT,99,96,12,3,1,211,5,216
REYNOSA,956,,BAS,129,114,20,3,2,268,8,276
REYNOSA,956,,CONT,116,90,17,1,4,228,5,233
REYNOSA,957,,BAS,98,87,3,2,3,193,5,198
REYNOSA,957,,CONT1,94,71,5,4,1,175,11,186
REYNOSA,957,,CONT2,111,80,6,1,1,199,1,200
REYNOSA,958,,BAS,82,81,4,3,1,171,3,174
REYNOSA,958,,CONT,99,69,2,3,2,175,3,178
REYNOSA,959,,BAS,115,65,0,0,1,181,12,193
REYNOSA,959,,CONT,121,77,13,8,4,223,5,228
REYNOSA,960,,BAS,137,95,7,8,1,248,9,257
REYNOSA,960,,CONT,136,113,12,3,1,265,10,275
REYNOSA,961,,BAS,83,84,14,2,1,184,1,185
REYNOSA,961,,CONT,84,81,11,2,0,178,2,180
REYNOSA,962,,BAS,116,64,11,1,0,192,5,197
REYNOSA,962,,CONT,95,57,13,3,0,168,299,467
REYNOSA,963,,BAS,130,107,13,2,3,255,9,264
REYNOSA,963,,CONT,153,104,9,2,3,271,3,274
REYNOSA,964,,BAS,133,111,12,5,2,263,299,562
REYNOSA,964,,CONT1,124,95,11,4,3,237,3,240
REYNOSA,964,,CONT2,130,96,9,3,2,240,5,245
REYNOSA,965,,BAS,173,112,11,4,1,301,3,304
REYNOSA,965,,CONT1,185,133,7,2,2,329,0,329
REYNOSA,965,,CONT2,182,121,13,3,3,322,3,325
REYNOSA,966,,BAS,207,129,10,2,1,349,4,353
REYNOSA,966,,CONT1,192,114,9,3,2,320,8,328
REYNOSA,966,,CONT2,203,114,13,6,2,338,7,345
REYNOSA,966,,CONT3,189,113,13,4,2,321,5,326
REYNOSA,966,,CONT4,203,124,8,2,1,338,6,344
REYNOSA,966,,CONT5,218,121,11,2,3,355,5,360
REYNOSA,966,,CONT6,213,120,10,2,2,347,0,347
REYNOSA,966,,CONT7,201,113,11,2,1,328,5,333
REYNOSA,966,,CONT8,191,143,8,0,2,344,18,362
REYNOSA,967,,BAS,131,97,8,1,0,237,4,241
REYNOSA,967,,CONT1,140,84,6,4,2,236,11,247
REYNOSA,967,,CONT2,129,86,13,4,3,235,2,237
REYNOSA,968,,BAS,119,105,3,4,0,231,13,244
REYNOSA,968,,CONT,112,103,3,1,1,220,6,226
REYNOSA,969,,BAS,66,76,1,1,1,145,2,147
REYNOSA,969,,CONT,71,58,3,1,2,135,6,141
REYNOSA,970,,BAS,85,84,7,3,0,179,2,181
REYNOSA,970,,CONT1,99,90,11,3,1,204,4,208
REYNOSA,970,,CONT2,117,80,10,2,1,210,1,211
REYNOSA,971,,BAS,143,80,6,4,1,234,4,238
REYNOSA,971,,CONT,150,69,13,2,1,235,6,241
REYNOSA,972,,BAS,117,66,10,3,0,196,6,202
REYNOSA,972,,CONT,111,74,8,1,1,195,2,197
REYNOSA,973,,BAS,119,82,11,4,3,219,6,225
REYNOSA,973,,CONT1,121,76,5,4,3,209,2,211
REYNOSA,973,,CONT2,123,82,12,5,6,228,8,236
REYNOSA,974,,BAS,138,75,9,3,1,226,2,228
REYNOSA,974,,CONT,105,67,5,2,1,180,6,186
REYNOSA,975,,BAS,114,117,18,3,2,254,4,258
REYNOSA,975,,CONT,101,107,20,6,1,235,4,239
REYNOSA,976,,BAS,91,83,5,2,1,182,6,188
REYNOSA,976,,CONT,97,86,10,3,1,197,11,208
REYNOSA,977,,BAS,111,102,10,6,2,231,4,235
REYNOSA,977,,CONT,92,118,9,3,3,225,39,264
REYNOSA,978,,BAS,98,88,19,7,0,212,3,215
REYNOSA,978,,CONT1,89,115,38,7,3,252,2,254
REYNOSA,978,,CONT2,111,108,17,4,1,241,4,245
REYNOSA,979,,BAS,94,119,20,7,2,242,2,244
REYNOSA,979,,CONT,104,99,5,3,6,217,6,223
REYNOSA,980,,BAS,125,121,8,3,4,261,4,265
REYNOSA,980,,CONT,162,111,18,0,4,295,2,297
REYNOSA,981,,BAS,133,107,8,6,1,255,3,258
REYNOSA,982,,BAS,141,75,7,3,0,226,0,226
REYNOSA,982,,CONT,128,78,9,3,2,220,0,220
REYNOSA,983,,BAS,119,98,15,4,0,236,6,242
REYNOSA,983,,CONT,109,77,15,3,4,208,5,213
REYNOSA,984,,BAS,111,100,28,6,1,246,2,248
REYNOSA,984,,CONT,132,114,24,9,2,281,0,281
REYNOSA,985,,BAS,136,63,12,1,2,214,5,219
REYNOSA,985,,CONT1,132,67,8,2,1,210,7,217
REYNOSA,985,,CONT2,139,79,7,1,1,227,3,230
REYNOSA,986,,BAS,94,97,8,6,0,205,11,216
REYNOSA,987,,BAS,105,90,16,3,0,214,5,219
REYNOSA,987,,CONT,114,81,18,3,1,217,2,219
REYNOSA,988,,BAS,84,78,7,2,1,172,4,176
REYNOSA,988,,CONT,97,80,5,1,4,187,7,194
REYNOSA,989,,BAS,191,136,7,3,1,338,6,344
REYNOSA,989,,CONT1,184,101,4,0,3,292,4,296
REYNOSA,989,,CONT2,205,127,8,4,2,346,0,346
REYNOSA,990,,BAS,101,95,4,1,2,203,9,212
REYNOSA,990,,CONT,88,86,1,4,6,185,10,195
REYNOSA,990,,EXT,78,114,10,4,1,207,2,209
REYNOSA,991,,BAS,147,115,1,3,2,268,7,275
REYNOSA,991,,CONT1,192,107,3,5,0,307,7,314
REYNOSA,991,,CONT2,149,127,6,5,0,287,7,294
REYNOSA,992,,BAS,68,90,4,2,1,165,8,173
REYNOSA,993,,BAS,90,106,9,2,0,207,20,227
REYNOSA,994,,BAS,29,30,0,1,0,60,1,61
REYNOSA,995,,BAS,141,82,14,1,2,240,2,242
REYNOSA,995,,CONT1,131,83,7,1,2,224,5,229
REYNOSA,995,,CONT2,159,92,8,4,1,264,10,274
REYNOSA,995,,CONT3,141,75,12,2,1,231,1,232
REYNOSA,995,,CONT4,149,77,15,7,0,248,2,250
REYNOSA,995,,CONT5,166,69,14,2,0,251,4,255
REYNOSA,995,,CONT6,165,85,17,4,1,272,4,276
REYNOSA,996,,BAS,106,76,19,2,3,206,3,209
REYNOSA,996,,CONT1,115,85,15,7,2,224,7,231
REYNOSA,996,,CONT2,99,87,6,2,4,198,9,207
REYNOSA,997,,BAS,118,104,39,7,2,270,3,273
REYNOSA,997,,CONT1,145,130,16,6,1,298,3,301
REYNOSA,997,,CONT2,137,125,15,11,1,289,5,294
REYNOSA,998,,BAS,157,165,13,3,1,339,6,345
REYNOSA,998,,CONT1,150,163,16,3,3,335,8,343
REYNOSA,999,,BAS,149,71,4,2,4,230,0,230
REYNOSA,999,,CONT1,140,66,4,6,1,217,6,223
REYNOSA,999,,CONT2,151,54,11,34,2,252,1,253
REYNOSA,1000,,BAS,173,148,6,3,1,331,2,333
REYNOSA,1000,,CONT1,153,115,3,11,0,282,10,292
REYNOSA,1000,,CONT2,177,110,8,3,2,300,1,301
REYNOSA,1001,,BAS,146,116,17,1,4,284,5,289
REYNOSA,1001,,CONT,151,115,15,6,2,289,4,293
REYNOSA,1002,,BAS,122,74,10,5,2,213,218,431
REYNOSA,1002,,CONT,128,80,10,4,2,224,4,228
REYNOSA,1003,,BAS,160,77,6,5,2,250,4,254
REYNOSA,1003,,CONT,128,98,19,7,1,253,5,258
REYNOSA,1004,,BAS,92,92,12,4,3,203,2,205
REYNOSA,1004,,CONT,73,73,10,2,1,159,4,163
REYNOSA,1005,,BAS,117,99,23,6,3,248,4,252
REYNOSA,1005,,CONT,135,78,22,3,2,240,3,243
REYNOSA,1006,,BAS,93,63,3,1,3,163,1,164
REYNOSA,1006,,CONT,110,50,6,0,0,166,5,171
REYNOSA,1007,,BAS,141,90,16,3,1,251,2,253
REYNOSA,1007,,CONT1,120,79,9,5,6,219,1,220
REYNOSA,1007,,CONT2,125,95,11,2,2,235,7,242
REYNOSA,1008,,BAS,123,78,7,2,1,211,2,213
REYNOSA,1008,,CONT,114,72,10,8,4,208,6,214
REYNOSA,1009,,BAS,112,89,16,4,0,221,2,223
REYNOSA,1009,,CONT,101,89,9,2,3,204,4,208
REYNOSA,1010,,BAS,107,83,23,1,1,215,2,217
REYNOSA,1010,,CONT,99,92,9,6,2,208,4,212
REYNOSA,1011,,BAS,168,127,17,3,2,317,0,317
REYNOSA,1011,,CONT,163,109,10,10,4,296,2,298
REYNOSA,1012,,BAS,145,74,10,9,1,239,4,243
REYNOSA,1012,,CONT,136,86,10,7,0,239,2,241
REYNOSA,1013,,BAS,157,102,15,7,1,282,5,287
