MUNICIPIO,SECCION,CASILLA,TIPO,PAN,PRI,PRD-PC,PT,PVEM,VALIDOS,NULOS,TOTAL
MANTE,464,,BAS,63,161,7,7,,238,0,238
MANTE,464,,CONT,53,135,15,1,,204,8,212
MANTE,465,,BAS,41,170,13,5,,229,3,232
MANTE,465,,CONT,41,173,6,5,,225,0,225
MANTE,466,,BAS,84,200,11,4,,299,6,305
MANTE,466,,CONT,87,202,6,3,,298,24,322
MANTE,467,,BAS,73,224,2,4,,303,11,314
MANTE,468,,BAS,62,215,9,10,,296,6,302
MANTE,468,,CONT,64,211,7,5,,287,0,287
MANTE,469,,BAS,65,216,10,9,,300,4,304
MANTE,469,,CONT,66,209,17,9,,301,5,306
MANTE,470,,BAS,68,270,11,7,,356,11,367
MANTE,471,,BAS,77,221,11,3,,312,5,317
MANTE,471,,CONT,72,245,11,6,,334,12,346
MANTE,472,,BAS,74,254,13,11,,352,6,358
MANTE,473,,BAS,70,194,19,5,,288,6,294
MANTE,474,,BAS,48,204,2,5,,259,7,266
MANTE,475,,BAS,59,213,20,12,,304,7,311
MANTE,476,,BAS,123,275,5,3,,406,10,416
MANTE,477,,BAS,78,220,7,4,,309,10,319
MANTE,478,,BAS,119,183,6,5,,313,12,325
MANTE,478,,CONT,109,147,17,3,,276,7,283
MANTE,479,,BAS,81,151,7,0,,239,7,246
MANTE,479,,CONT,81,132,6,3,,222,7,229
MANTE,480,,BAS,82,121,3,1,,207,0,207
MANTE,480,,CONT,66,135,1,2,,204,6,210
MANTE,481,,BAS,18,110,1,2,,131,2,133
MANTE,482,,BAS,107,243,12,10,,372,19,391
MANTE,483,,BAS,60,219,4,7,,290,4,294
MANTE,483,,CONT,61,208,10,15,,294,5,299
MANTE,484,,BAS,78,240,6,8,,332,11,343
MANTE,485,,BAS,127,222,30,7,,386,9,395
MANTE,486,,BAS,29,54,0,3,,86,3,89
MANTE,487,,BAS,115,197,3,3,,318,21,339
MANTE,488,,BAS,71,112,13,2,,198,3,201
MANTE,488,,CONT,67,118,21,2,,208,11,219
MANTE,489,,BAS,63,111,21,2,,197,3,200
MANTE,489,,CONT,44,133,15,2,,194,4,198
MANTE,490,,BAS,46,123,18,1,,188,1,189
MANTE,490,,CONT,39,110,17,2,,168,9,177
MANTE,491,,BAS,49,251,9,3,,312,11,323
MANTE,492,,BAS,78,198,16,15,,307,13,320
MANTE,493,,BAS,73,95,9,8,,185,6,191
MANTE,493,,EXT,32,59,4,1,,96,4,100
MANTE,494,,BAS,25,84,2,2,,113,2,115
MANTE,494,,EXT,59,88,3,0,,150,0,150
MANTE,495,,BAS,67,178,33,2,,280,6,286
MANTE,496,,BAS,75,127,0,3,,205,9,214
MANTE,496,,CONT,91,137,2,1,,231,11,242
MANTE,496,,EXT,41,61,4,1,,107,1,108
MANTE,497,,BAS,51,160,5,3,,219,8,227
,,,,,,,,,,,
MATAMOROS,498,,BAS,112,174,1,3,0,290,0,290
MATAMOROS,498,,CONT,115,168,3,3,0,289,8,297
MATAMOROS,499,,BAS,175,168,1,7,1,352,5,357
MATAMOROS,499,,CONT,157,179,0,0,1,337,19,356
MATAMOROS,500,,BAS,101,136,1,2,0,240,2,242
MATAMOROS,500,,CONT,95,141,2,0,3,241,4,245
MATAMOROS,501,,BAS,116,105,0,2,1,224,0,224
MATAMOROS,501,,CONT,106,116,2,1,0,225,0,225
MATAMOROS,502,,BAS,92,157,4,6,2,261,2,263
MATAMOROS,502,,CONT1,93,150,5,2,4,254,7,261
MATAMOROS,502,,CONT2,86,151,2,3,3,245,2,247
MATAMOROS,503,,BAS,103,126,5,3,1,238,4,242
MATAMOROS,503,,CONT1,129,137,5,3,2,276,6,282
MATAMOROS,503,,CONT2,114,146,2,3,2,267,5,272
MATAMOROS,504,,BAS,99,101,4,3,5,212,1,213
MATAMOROS,504,,CONT,85,123,0,2,3,213,4,217
MATAMOROS,505,,BAS,71,92,0,3,1,167,7,174
MATAMOROS,505,,CONT,67,105,2,3,2,179,3,182
MATAMOROS,506,,BAS,135,134,4,2,2,277,14,291
MATAMOROS,506,,CONT,111,160,4,4,2,281,2,283
MATAMOROS,507,,BAS,115,168,2,1,1,287,3,290
MATAMOROS,507,,CONT1,82,179,1,3,1,266,10,276
MATAMOROS,507,,CONT2,111,154,3,1,3,272,4,276
MATAMOROS,508,,BAS,107,121,1,4,5,238,0,238
MATAMOROS,509,,BAS,132,158,2,2,4,298,6,304
MATAMOROS,510,,BAS,104,101,2,2,1,210,2,212
MATAMOROS,510,,CONT,104,108,1,4,6,223,7,230
MATAMOROS,511,,BAS,131,151,2,1,0,285,7,292
MATAMOROS,511,,CONT,133,154,2,5,0,294,4,298
MATAMOROS,512,,BAS,89,112,4,1,1,207,6,213
MATAMOROS,512,,CONT,80,116,1,4,4,205,5,210
MATAMOROS,513,,BAS,127,174,2,3,0,306,3,309
MATAMOROS,513,,CONT,126,182,1,4,1,314,3,317
MATAMOROS,514,,BAS,187,179,4,5,3,378,5,383
MATAMOROS,514,,CONT1,158,167,0,6,3,334,15,349
MATAMOROS,514,,CONT2,171,168,4,10,5,358,10,368
MATAMOROS,514,,CONT3,202,170,3,4,2,381,9,390
MATAMOROS,515,,BAS,152,167,7,1,3,330,6,336
MATAMOROS,515,,CONT1,124,163,3,4,1,295,24,319
MATAMOROS,515,,CONT2,138,183,3,2,1,327,7,334
MATAMOROS,515,,CONT3,134,173,0,2,9,318,2,320
MATAMOROS,516,,BAS,94,127,0,0,0,221,4,225
MATAMOROS,516,,CONT1,83,103,1,1,3,191,0,191
MATAMOROS,516,,CONT2,91,121,5,2,0,219,1,220
MATAMOROS,517,,BAS,95,103,1,1,0,200,3,203
MATAMOROS,517,,CONT,99,92,3,4,3,201,2,203
MATAMOROS,518,,BAS,135,114,3,4,10,266,2,268
MATAMOROS,518,,CONT,132,120,0,4,5,261,4,265
MATAMOROS,519,,BAS,147,135,4,0,3,289,0,289
MATAMOROS,519,,CONT,153,135,0,3,1,292,2,294
MATAMOROS,520,,BAS,115,184,0,4,5,308,0,308
MATAMOROS,520,,CONT,143,203,1,9,3,359,3,362
MATAMOROS,521,,BAS,118,152,2,4,1,277,6,283
MATAMOROS,521,,CONT,100,154,0,3,1,258,3,261
MATAMOROS,522,,BAS,92,115,2,3,2,214,3,217
MATAMOROS,522,,CONT,101,114,4,3,0,222,2,224
MATAMOROS,523,,BAS,97,117,4,3,1,222,7,229
MATAMOROS,523,,CONT,84,73,3,2,1,163,0,163
MATAMOROS,524,,BAS,133,143,0,1,2,279,3,282
MATAMOROS,525,,BAS,57,102,1,2,1,163,2,165
MATAMOROS,525,,CONT,71,90,3,3,1,168,6,174
MATAMOROS,526,,BAS,114,155,1,6,1,277,2,279
MATAMOROS,526,,CONT,103,164,1,4,2,274,6,280
MATAMOROS,527,,BAS,173,174,1,0,3,351,3,354
MATAMOROS,527,,CONT,162,176,2,7,1,348,2,350
MATAMOROS,528,,BAS,68,89,2,3,2,164,2,166
MATAMOROS,528,,CONT,61,73,0,1,0,135,5,140
MATAMOROS,529,,BAS,82,64,0,2,0,148,3,151
MATAMOROS,529,,CONT,64,63,9,1,2,139,5,144
MATAMOROS,530,,BAS,133,137,5,15,2,292,2,294
MATAMOROS,531,,BAS,92,92,1,2,0,187,2,189
MATAMOROS,531,,CONT,71,100,0,3,0,174,6,180
MATAMOROS,532,,BAS,94,112,0,6,7,219,8,227
MATAMOROS,532,,CONT,82,98,1,3,1,185,3,188
MATAMOROS,533,,BAS,105,108,1,1,1,216,3,219
MATAMOROS,533,,CONT,74,105,4,2,0,185,2,187
MATAMOROS,534,,BAS,142,138,7,2,4,293,7,300
MATAMOROS,534,,CONT,144,145,3,5,2,299,3,302
MATAMOROS,535,,BAS,139,172,2,1,2,316,2,318
MATAMOROS,535,,CONT1,160,171,2,1,2,336,4,340
MATAMOROS,535,,CONT2,170,148,2,3,2,325,3,328
MATAMOROS,535,,CONT3,129,172,2,5,3,311,9,320
MATAMOROS,535,,CONT4,151,165,1,4,7,328,1,329
MATAMOROS,536,,BAS,154,188,0,2,2,346,9,355
MATAMOROS,536,,CONT,143,172,2,5,0,322,6,328
MATAMOROS,537,,BAS,108,111,3,1,2,225,6,231
MATAMOROS,537,,CONT,101,114,2,4,0,221,2,223
MATAMOROS,538,,BAS,120,122,1,5,2,250,6,256
MATAMOROS,538,,CONT,99,115,3,2,2,221,7,228
MATAMOROS,539,,BAS,94,118,1,1,1,215,7,222
MATAMOROS,539,,CONT1,115,116,2,0,1,234,4,238
MATAMOROS,539,,CONT2,90,92,1,3,1,187,0,187
MATAMOROS,540,,BAS,88,93,6,1,0,188,5,193
MATAMOROS,540,,CONT1,85,94,2,2,2,185,4,189
MATAMOROS,540,,CONT2,85,95,4,4,1,189,1,190
MATAMOROS,541,,BAS,170,132,1,2,3,308,2,310
MATAMOROS,541,,CONT,149,163,4,5,3,324,4,328
MATAMOROS,542,,BAS,102,153,1,6,6,268,5,273
MATAMOROS,542,,CONT,101,173,0,3,0,277,8,285
MATAMOROS,543,,BAS,135,228,2,2,2,369,7,376
MATAMOROS,543,,CONT1,128,215,3,6,3,355,2,357
MATAMOROS,543,,CONT2,158,202,0,3,3,366,3,369
MATAMOROS,543,,CONT3,133,183,0,3,5,324,10,334
MATAMOROS,543,,CONT4,117,208,1,2,4,332,2,334
MATAMOROS,544,,BAS,143,168,1,3,3,318,5,323
MATAMOROS,544,,CONT,131,158,0,5,7,301,6,307
MATAMOROS,545,,BAS,135,168,3,5,1,312,8,320
MATAMOROS,545,,CONT1,135,187,1,1,4,328,4,332
MATAMOROS,545,,CONT2,148,150,4,5,4,311,0,311
MATAMOROS,546,,BAS,140,164,1,4,3,312,4,316
MATAMOROS,546,,CONT1,123,184,1,4,2,314,6,320
MATAMOROS,546,,CONT2,111,182,8,5,4,310,8,318
MATAMOROS,546,,CONT3,117,168,6,7,6,304,48,352
MATAMOROS,546,,CONT4,132,162,4,10,1,309,3,312
MATAMOROS,546,,CONT5,126,162,1,4,4,297,4,301
MATAMOROS,546,,CONT6,119,178,3,10,4,314,7,321
MATAMOROS,546,,CONT7,137,163,6,6,6,318,8,326
MATAMOROS,546,,CONT8,78,120,5,6,5,214,117,331
MATAMOROS,547,,BAS,128,162,2,6,5,303,6,309
MATAMOROS,547,,CONT1,151,144,3,6,3,307,2,309
MATAMOROS,547,,CONT2,129,155,7,2,2,295,2,297
MATAMOROS,548,,BAS,208,161,2,6,0,377,3,380
MATAMOROS,548,,CONT,197,158,2,8,2,367,1,368
MATAMOROS,549,,BAS,144,126,0,5,1,276,7,283
MATAMOROS,549,,CONT,119,142,0,0,3,264,3,267
MATAMOROS,550,,BAS,111,133,2,0,3,249,1,250
MATAMOROS,550,,CONT,114,132,0,3,3,252,2,254
MATAMOROS,551,,BAS,238,138,6,5,3,390,3,393
MATAMOROS,552,,BAS,139,178,3,7,0,327,8,335
MATAMOROS,552,,CONT1,138,193,5,5,4,345,2,347
MATAMOROS,552,,CONT2,137,195,1,7,2,342,4,346
MATAMOROS,552,,CONT3,109,177,1,2,2,291,41,332
MATAMOROS,552,,CONT4,121,175,4,6,3,309,3,312
MATAMOROS,552,,CONT5,147,171,1,8,4,331,6,337
MATAMOROS,552,,CONT6,136,197,2,5,2,342,9,351
MATAMOROS,553,,BAS,85,117,1,5,1,209,2,211
MATAMOROS,553,,CONT1,92,114,1,1,0,208,6,214
MATAMOROS,553,,CONT2,113,122,2,2,2,241,6,247
MATAMOROS,554,,BAS,124,131,0,4,4,263,1,264
MATAMOROS,554,,CONT,128,144,1,5,9,287,3,290
MATAMOROS,555,,BAS,144,141,3,2,5,295,6,301
MATAMOROS,555,,CONT,107,157,5,1,6,276,3,279
MATAMOROS,556,,BAS,121,129,2,3,3,258,4,262
MATAMOROS,556,,CONT,131,123,2,3,1,260,0,260
MATAMOROS,557,,BAS,169,144,2,2,4,321,6,327
MATAMOROS,557,,CONT,157,145,1,2,3,308,7,315
MATAMOROS,558,,BAS,127,151,6,10,0,294,7,301
MATAMOROS,558,,CONT,184,136,1,4,4,329,3,332
MATAMOROS,559,,BAS,129,112,0,5,3,249,6,255
MATAMOROS,559,,CONT,106,120,2,0,3,231,3,234
MATAMOROS,560,,BAS,65,72,8,2,4,151,7,158
MATAMOROS,560,,CONT,65,85,0,2,2,154,3,157
MATAMOROS,561,,BAS,84,98,4,4,1,191,6,197
MATAMOROS,561,,CONT,74,120,1,2,4,201,4,205
MATAMOROS,562,,BAS,135,145,3,4,2,289,5,294
MATAMOROS,562,,CONT1,135,124,3,7,2,271,13,284
MATAMOROS,562,,CONT2,92,128,4,7,5,236,11,247
MATAMOROS,563,,BAS,160,170,5,5,1,341,3,344
MATAMOROS,564,,BAS,88,100,0,7,5,200,0,200
MATAMOROS,564,,CONT,96,129,1,6,2,234,5,239
MATAMOROS,565,,BAS,100,143,1,1,1,246,14,260
MATAMOROS,565,,CONT,109,123,0,5,2,239,11,250
MATAMOROS,566,,BAS,103,131,0,2,1,237,2,239
MATAMOROS,566,,CONT,89,133,2,3,3,230,0,230
MATAMOROS,567,,BAS,136,120,3,2,3,264,2,266
MATAMOROS,567,,CONT,131,105,1,0,2,239,5,244
MATAMOROS,568,,BAS,156,151,2,3,3,315,7,322
MATAMOROS,568,,CONT,121,129,3,2,3,258,3,261
MATAMOROS,569,,BAS,113,113,1,9,4,240,5,245
MATAMOROS,569,,CONT,126,108,0,3,0,237,2,239
MATAMOROS,570,,BAS,97,115,1,3,4,220,7,227
MATAMOROS,570,,CONT,100,101,5,2,3,211,1,212
MATAMOROS,571,,BAS,72,101,0,6,0,179,4,183
MATAMOROS,571,,CONT,82,90,0,2,0,174,4,178
MATAMOROS,572,,BAS,134,161,1,4,3,303,11,314
MATAMOROS,572,,CONT,151,162,1,4,3,321,3,324
MATAMOROS,573,,BAS,79,83,1,0,1,164,5,169
MATAMOROS,573,,CONT,68,82,4,5,1,160,2,162
MATAMOROS,574,,BAS,78,115,2,4,0,199,4,203
MATAMOROS,575,,BAS,79,124,4,7,0,214,6,220
MATAMOROS,575,,CONT,92,126,5,6,1,230,5,235
MATAMOROS,576,,BAS,89,72,3,1,0,165,0,165
MATAMOROS,576,,CONT,77,69,2,3,2,153,3,156
MATAMOROS,577,,BAS,84,123,0,4,2,213,2,215
MATAMOROS,577,,CONT,106,104,3,1,1,215,2,217
MATAMOROS,578,,BAS,121,133,2,2,2,260,5,265
MATAMOROS,578,,CONT,104,119,3,5,2,233,0,233
MATAMOROS,579,,BAS,112,109,0,4,3,228,6,234
MATAMOROS,579,,CONT,114,120,2,1,1,238,0,238
MATAMOROS,580,,BAS,154,160,1,7,2,324,4,328
MATAMOROS,580,,CONT,144,144,1,4,6,299,4,303
MATAMOROS,581,,BAS,130,179,2,2,7,320,2,322
MATAMOROS,581,,CONT1,142,155,7,2,0,306,4,310
MATAMOROS,581,,CONT2,136,134,2,4,3,279,5,284
MATAMOROS,582,,BAS,171,172,2,1,2,348,4,352
MATAMOROS,583,,BAS,100,121,2,0,3,226,3,229
MATAMOROS,583,,CONT,76,117,1,3,3,200,2,202
MATAMOROS,584,,BAS,81,102,0,1,1,185,2,187
MATAMOROS,584,,CONT,102,94,0,0,1,197,4,201
MATAMOROS,585,,BAS,90,109,1,1,0,201,4,205
MATAMOROS,585,,CONT,88,106,2,3,2,201,10,211
MATAMOROS,586,,BAS,78,85,0,4,3,170,0,170
MATAMOROS,586,,CONT,105,90,3,2,1,201,4,205
MATAMOROS,587,,BAS,87,88,2,2,1,180,3,183
MATAMOROS,587,,CONT,92,106,2,2,2,204,0,204
MATAMOROS,588,,BAS,118,132,4,6,0,260,6,266
MATAMOROS,588,,CONT,113,123,3,2,6,247,2,249
MATAMOROS,589,,BAS,93,173,0,3,2,271,10,281
MATAMOROS,589,,CONT1,112,143,1,1,4,261,5,266
MATAMOROS,589,,CONT2,106,107,0,0,0,213,4,217
MATAMOROS,590,,BAS,179,198,0,6,2,385,2,387
MATAMOROS,590,,CONT1,171,199,2,3,4,379,0,379
MATAMOROS,590,,CONT2,152,203,4,5,3,367,6,373
MATAMOROS,591,,BAS,107,133,5,7,2,254,4,258
MATAMOROS,591,,CONT,95,157,1,6,4,263,3,266
MATAMOROS,592,,BAS,119,144,1,6,3,273,5,278
MATAMOROS,592,,CONT,156,147,2,4,3,312,4,316
MATAMOROS,593,,BAS,62,102,0,1,2,167,7,174
MATAMOROS,593,,CONT,95,95,0,2,3,195,10,205
MATAMOROS,594,,BAS,94,138,2,0,2,236,6,242
MATAMOROS,594,,CONT1,102,109,2,2,0,215,7,222
MATAMOROS,594,,CONT2,82,133,4,5,0,224,4,228
MATAMOROS,595,,BAS,105,132,4,3,0,244,0,244
MATAMOROS,596,,BAS,133,138,4,6,3,284,5,289
MATAMOROS,596,,CONT,121,142,1,3,2,269,2,271
MATAMOROS,597,,BAS,84,90,1,0,3,178,1,179
MATAMOROS,597,,CONT,83,102,0,1,2,188,3,191
MATAMOROS,598,,BAS,90,112,2,2,0,206,4,210
MATAMOROS,598,,CONT,99,97,0,8,4,208,1,209
MATAMOROS,599,,BAS,99,82,4,4,1,190,0,190
MATAMOROS,599,,CONT,,,,,,0,2,2
MATAMOROS,600,,BAS,149,206,5,6,0,366,0,366
MATAMOROS,600,,CONT1,129,189,3,7,4,332,3,335
MATAMOROS,600,,CONT2,139,180,5,10,4,338,6,344
MATAMOROS,600,,CONT3,154,196,4,8,8,370,4,374
MATAMOROS,600,,CONT4,151,198,1,5,7,362,1,363
MATAMOROS,600,,CONT5,138,167,2,6,2,315,17,332
MATAMOROS,601,,BAS,83,125,9,3,0,220,7,227
MATAMOROS,601,,CONT1,96,110,2,3,0,211,6,217
MATAMOROS,601,,CONT2,89,103,2,2,2,198,4,202
MATAMOROS,602,,BAS,150,135,4,6,2,297,2,299
MATAMOROS,602,,CONT,129,126,3,2,8,268,5,273
MATAMOROS,603,,BAS,105,115,2,5,1,228,4,232
MATAMOROS,603,,CONT,108,129,3,3,2,245,2,247
MATAMOROS,604,,BAS,111,139,2,6,3,261,7,268
MATAMOROS,604,,CONT,111,156,2,7,5,281,8,289
MATAMOROS,605,,BAS,136,153,6,1,5,301,5,306
MATAMOROS,605,,CONT,180,130,10,2,3,325,2,327
MATAMOROS,606,,BAS,130,143,13,6,2,294,8,302
MATAMOROS,606,,CONT,160,114,4,5,1,284,7,291
MATAMOROS,607,,BAS,120,132,1,8,3,264,0,264
MATAMOROS,607,,CONT,131,150,3,6,1,291,9,300
MATAMOROS,608,,BAS,156,125,4,8,4,297,3,300
MATAMOROS,608,,CONT,122,156,4,5,2,289,6,295
MATAMOROS,609,,BAS,90,92,2,3,4,191,5,196
MATAMOROS,609,,CONT,102,99,1,0,3,205,3,208
MATAMOROS,610,,BAS,140,177,4,1,3,325,1,326
MATAMOROS,610,,CONT1,114,175,3,5,2,299,6,305
MATAMOROS,610,,CONT2,123,170,2,4,5,304,9,313
MATAMOROS,610,,CONT3,128,187,2,3,3,323,4,327
MATAMOROS,611,,BAS,101,138,5,8,1,253,9,262
MATAMOROS,611,,CONT,104,137,2,5,4,252,8,260
MATAMOROS,612,,BAS,84,111,1,9,1,206,21,227
MATAMOROS,612,,CONT,78,123,1,2,4,208,4,212
MATAMOROS,613,,BAS,116,133,1,1,3,254,5,259
MATAMOROS,613,,CONT,106,138,1,2,2,249,5,254
MATAMOROS,614,,BAS,111,132,2,11,2,258,2,260
MATAMOROS,614,,CONT,105,137,2,2,2,248,5,253
MATAMOROS,615,,BAS,111,137,0,2,1,251,6,257
MATAMOROS,615,,CONT,106,110,0,4,1,221,8,229
MATAMOROS,616,,BAS,165,167,1,6,2,341,9,350
MATAMOROS,616,,CONT1,163,196,1,6,5,371,2,373
MATAMOROS,616,,CONT2,140,165,2,3,4,314,6,320
MATAMOROS,616,,CONT3,170,154,0,4,4,332,3,335
MATAMOROS,617,,BAS,193,156,2,3,2,356,4,360
MATAMOROS,617,,CONT,175,172,3,4,5,359,4,363
MATAMOROS,618,,BAS,153,152,3,6,0,314,1,315
MATAMOROS,618,,CONT1,136,148,1,9,3,297,0,297
MATAMOROS,618,,CONT2,138,142,3,2,0,285,0,285
MATAMOROS,618,,CONT3,127,163,6,5,3,304,0,304
MATAMOROS,619,,BAS,116,129,3,5,4,257,3,260
MATAMOROS,619,,CONT1,124,117,1,2,1,245,4,249
MATAMOROS,619,,CONT2,131,131,3,6,4,275,6,281
MATAMOROS,620,,BAS,145,182,3,6,4,340,6,346
MATAMOROS,620,,CONT1,131,198,3,13,2,347,6,353
MATAMOROS,620,,CONT2,153,177,4,4,4,342,5,347
MATAMOROS,620,,CONT3,148,188,2,5,6,349,6,355
MATAMOROS,620,,CONT4,136,193,2,7,3,341,7,348
MATAMOROS,620,,CONT5,129,182,8,5,3,327,7,334
MATAMOROS,620,,CONT6,122,202,6,2,4,336,12,348
MATAMOROS,620,,CONT7,125,181,3,5,1,315,6,321
MATAMOROS,620,,CONT8,158,190,1,9,5,363,10,373
MATAMOROS,621,,BAS,126,165,5,10,1,307,7,314
MATAMOROS,621,,CONT,117,170,6,8,2,303,5,308
MATAMOROS,622,,BAS,70,112,7,8,1,198,2,200
MATAMOROS,622,,CONT,62,80,8,2,2,154,0,154
MATAMOROS,623,,BAS,147,166,2,2,3,320,5,325
MATAMOROS,623,,CONT,153,193,2,4,1,353,0,353
MATAMOROS,624,,BAS,130,138,3,6,3,280,0,280
MATAMOROS,624,,CONT,106,147,6,13,1,273,11,284
MATAMOROS,625,,BAS,139,163,0,7,1,310,0,310
MATAMOROS,625,,CONT1,167,159,2,2,6,336,6,342
MATAMOROS,625,,CONT2,152,148,6,4,2,312,5,317
MATAMOROS,626,,BAS,110,173,2,8,4,297,0,297
MATAMOROS,626,,CONT1,125,157,3,5,6,296,2,298
MATAMOROS,626,,CONT2,119,154,3,14,3,293,6,299
MATAMOROS,626,,CONT3,134,171,3,11,0,319,6,325
MATAMOROS,627,,BAS,146,174,2,9,6,337,3,340
MATAMOROS,627,,CONT1,143,192,2,6,3,346,2,348
MATAMOROS,627,,CONT2,136,176,2,4,4,322,4,326
MATAMOROS,627,,CONT3,147,177,4,9,1,338,2,340
MATAMOROS,627,,CONT4,146,165,4,10,5,330,2,332
MATAMOROS,627,,CONT5,150,181,1,5,2,339,6,345
MATAMOROS,627,,CONT6,141,199,5,9,2,356,3,359
MATAMOROS,627,,CONT7,158,188,7,9,1,363,15,378
MATAMOROS,628,,BAS,136,146,2,2,4,290,2,292
MATAMOROS,628,,CONT1,154,155,2,2,2,315,2,317
MATAMOROS,628,,CONT2,132,151,0,3,2,288,5,293
MATAMOROS,628,,CONT3,137,150,3,5,2,297,2,299
MATAMOROS,629,,BAS,156,155,5,2,3,321,3,324
MATAMOROS,629,,CONT1,153,154,0,4,5,316,1,317
MATAMOROS,629,,CONT2,167,140,3,1,2,313,0,313
MATAMOROS,630,,BAS,100,164,5,2,6,277,2,279
MATAMOROS,630,,CONT1,115,156,4,3,0,278,4,282
MATAMOROS,630,,CONT2,102,129,3,7,6,247,3,250
MATAMOROS,631,,BAS,109,154,0,8,0,271,8,279
MATAMOROS,631,,CONT,122,130,3,8,5,268,2,270
MATAMOROS,632,,BAS,92,120,5,4,1,222,11,233
MATAMOROS,632,,CONT,91,133,1,5,6,236,5,241
MATAMOROS,633,,BAS,112,212,7,3,8,342,8,350
MATAMOROS,633,,CONT,131,232,2,9,4,378,12,390
MATAMOROS,634,,BAS,139,170,2,12,1,324,13,337
MATAMOROS,634,,CONT1,139,184,6,14,7,350,5,355
MATAMOROS,634,,CONT2,179,160,3,11,3,356,5,361
MATAMOROS,634,,CONT3,154,144,3,9,8,318,4,322
MATAMOROS,635,,BAS,102,149,13,3,2,269,4,273
MATAMOROS,635,,CONT1,100,136,8,5,1,250,5,255
MATAMOROS,635,,CONT2,96,155,1,5,2,259,4,263
MATAMOROS,636,,BAS,84,125,1,12,1,223,7,230
MATAMOROS,636,,CONT,103,145,0,5,3,256,11,267
MATAMOROS,637,,BAS,96,162,3,8,5,274,10,284
MATAMOROS,637,,CONT,86,174,4,9,1,274,7,281
MATAMOROS,638,,BAS,110,193,5,7,3,318,7,325
MATAMOROS,638,,CONT,118,169,4,7,3,301,0,301
MATAMOROS,639,,BAS,147,183,7,3,3,343,9,352
MATAMOROS,639,,CONT1,127,161,10,3,3,304,6,310
MATAMOROS,639,,CONT2,168,139,5,2,4,318,2,320
MATAMOROS,639,,CONT3,157,149,6,4,3,319,1,320
MATAMOROS,639,,CONT4,120,160,8,4,0,292,3,295
MATAMOROS,639,,CONT5,144,172,5,5,1,327,9,336
MATAMOROS,639,,CONT6,155,166,4,7,5,337,7,344
MATAMOROS,639,,CONT7,135,174,6,3,1,319,3,322
MATAMOROS,640,,BAS,135,151,8,11,2,307,8,315
MATAMOROS,640,,CONT1,154,150,1,3,2,310,5,315
MATAMOROS,640,,CONT2,107,159,3,4,3,276,9,285
MATAMOROS,640,,CONT3,141,156,6,5,2,310,8,318
MATAMOROS,640,,CONT4,134,141,3,8,4,290,12,302
MATAMOROS,640,,CONT5,154,158,3,9,4,328,5,333
MATAMOROS,641,,BAS,147,179,1,3,4,334,6,340
MATAMOROS,641,,CONT,121,173,5,4,2,305,7,312
MATAMOROS,642,,BAS,117,203,3,7,5,335,6,341
MATAMOROS,642,,CONT,86,197,3,3,4,293,8,301
MATAMOROS,643,,BAS,126,201,3,5,2,337,8,345
MATAMOROS,643,,CONT,109,183,3,5,4,304,13,317
MATAMOROS,644,,BAS,123,172,0,6,4,305,8,313
MATAMOROS,644,,CONT,131,166,1,1,3,302,12,314
MATAMOROS,645,,BAS,153,177,5,10,1,346,7,353
MATAMOROS,645,,CONT1,186,157,3,3,6,355,10,365
MATAMOROS,645,,CONT2,163,191,2,6,3,365,6,371
MATAMOROS,645,,CONT3,156,182,4,4,4,350,6,356
MATAMOROS,645,,CONT4,157,186,3,6,3,355,4,359
MATAMOROS,645,,CONT5,142,184,3,6,2,337,10,347
MATAMOROS,645,,CONT6,131,169,7,7,1,315,7,322
MATAMOROS,645,,CONT7,137,204,5,7,7,360,7,367
MATAMOROS,646,,BAS,97,162,6,9,0,274,8,282
MATAMOROS,646,,CONT,112,156,5,7,4,284,14,298
MATAMOROS,647,,BAS,114,178,7,6,0,305,22,327
MATAMOROS,647,,CONT1,125,170,7,14,0,316,0,316
MATAMOROS,647,,CONT2,118,185,8,4,0,315,10,325
MATAMOROS,647,,CONT3,119,177,11,12,6,325,6,331
MATAMOROS,647,,CONT4,115,163,8,7,4,297,7,304
MATAMOROS,647,,CONT5,128,176,7,7,2,320,9,329
MATAMOROS,647,,CONT6,189,187,6,10,1,393,1,394
MATAMOROS,648,,BAS,102,167,9,5,1,284,7,291
MATAMOROS,649,,BAS,123,166,4,6,4,303,8,311
MATAMOROS,649,,CONT,141,159,2,4,2,308,6,314
MATAMOROS,650,,BAS,118,113,2,5,1,239,3,242
MATAMOROS,650,,CONT1,100,133,5,5,1,244,3,247
MATAMOROS,650,,CONT2,127,129,0,4,6,266,3,269
MATAMOROS,651,,BAS,150,166,4,8,2,330,0,330
MATAMOROS,651,,CONT1,129,176,5,5,5,320,8,328
MATAMOROS,651,,CONT2,126,189,1,2,9,327,0,327
MATAMOROS,651,,CONT3,161,155,3,6,0,325,10,335
MATAMOROS,651,,CONT4,147,184,3,5,6,345,5,350
MATAMOROS,651,,CONT5,162,158,1,4,4,329,4,333
MATAMOROS,651,,CONT6,136,152,1,5,1,295,4,299
MATAMOROS,652,,BAS,119,153,0,4,2,278,17,295
MATAMOROS,652,,CONT,120,179,1,5,4,309,1,310
MATAMOROS,653,,BAS,158,157,1,3,3,322,7,329
MATAMOROS,653,,CONT1,149,180,2,9,2,342,11,353
