Anulada,Distrito,Municipio,SECCION,CASILLA,PAN,PRI-PANAL,PRD,PT,PVEM,PC,PAS,NO REGISTRADOS,NULOS,PRI-PANAL-PRD,PRD-PT-PC,PRD-PT,PRI-PANAL-PC,PT-PAS
0,1,CHOIX,1749,1749B,64,51,2,,,,,0,2,2,,,,
0,1,CHOIX,1750,1750B,98,95,1,,,,,0,2,0,,,,
0,1,CHOIX,1751,1751B,59,64,4,,,,,0,1,0,,,,
0,1,CHOIX,1752,1752B,46,69,2,,,,,0,7,1,,,,
0,1,CHOIX,1753,1753B,49,32,1,,,,,0,1,0,,,,
0,1,CHOIX,1754,1754B,63,76,3,,,,,0,2,0,,,,
0,1,CHOIX,1755,1755B,185,82,2,,,,,0,0,1,,,,
0,1,CHOIX,1756,1756B,82,31,3,,,,,0,2,2,,,,
0,1,CHOIX,1757,1757B,36,50,1,,,,,0,1,0,,,,
0,1,CHOIX,1758,1758B,67,84,5,,,,,0,1,1,,,,
0,1,CHOIX,1759,1759B,59,36,0,,,,,0,1,3,,,,
0,1,CHOIX,1760,1760B,23,27,1,,,,,0,1,0,,,,
0,1,CHOIX,1761,1761B,72,33,1,,,,,0,1,0,,,,
0,1,CHOIX,1762,1762B,64,28,1,,,,,0,2,1,,,,
0,1,CHOIX,1763,1763B,47,73,1,,,,,0,0,0,,,,
0,1,CHOIX,1764,1764B,100,84,4,,,,,0,6,0,,,,
0,1,CHOIX,1765,1765B,12,35,0,,,,,0,2,0,,,,
0,1,CHOIX,1766,1766B,86,17,1,,,,,1,1,0,,,,
0,1,CHOIX,1767,1767B,59,15,0,,,,,0,1,0,,,,
0,1,CHOIX,1768,1768B,68,44,0,,,,,0,5,0,,,,
0,1,CHOIX,1769,1769B,201,78,2,,,,,0,5,2,,,,
0,1,CHOIX,1770,1770B,131,74,3,,,,,0,4,1,,,,
0,1,CHOIX,1771,1771B,109,134,2,,,,,0,1,0,,,,
0,1,CHOIX,1772,1772B,163,79,3,,,,,0,1,0,,,,
0,1,CHOIX,1773,1773B,79,76,2,,,,,0,0,1,,,,
0,1,CHOIX,1774,1774B,130,67,0,,,,,0,1,0,,,,
0,1,CHOIX,1775,1775B,100,55,1,,,,,0,5,0,,,,
0,1,CHOIX,1776,1776B,90,39,2,,,,,0,4,3,,,,
0,1,CHOIX,1777,1777B,69,43,4,,,,,1,1,0,,,,
0,1,CHOIX,1778,1778B,93,95,2,,,,,0,2,5,,,,
0,1,CHOIX,1779,1779B,60,54,2,,,,,0,0,0,,,,
0,1,CHOIX,1780,1780B,38,33,0,,,,,0,0,0,,,,
0,1,CHOIX,1781,1781B,52,31,0,,,,,0,0,0,,,,
0,1,CHOIX,1782,1782B,44,106,2,,,,,0,1,0,,,,
0,1,CHOIX,1782,1782EXT1,5,47,0,,,,,0,1,0,,,,
0,1,CHOIX,1783,1783B,49,68,3,,,,,0,3,0,,,,
0,1,CHOIX,1784,1784B,124,69,3,,,,,0,1,1,,,,
0,1,CHOIX,1785,1785B,44,61,0,,,,,0,1,0,,,,
0,1,CHOIX,1786,1786B,92,98,2,,,,,0,2,0,,,,
0,1,CHOIX,1787,1787B,197,113,0,,,,,0,7,2,,,,
0,1,CHOIX,1788,1788B,130,108,2,,,,,1,2,1,,,,
0,1,CHOIX,1789,1789B,75,46,0,,,,,0,0,0,,,,
0,1,CHOIX,1790,1790B,66,100,6,,,,,0,2,1,,,,
0,1,CHOIX,1791,1791B,26,48,2,,,,,0,1,2,,,,
0,1,CHOIX,1792,1792B,21,82,1,,,,,1,1,0,,,,
0,1,CHOIX,1793,1793B,68,126,1,,,,,0,0,1,,,,
0,1,CHOIX,1794,1794B,67,54,0,,,,,0,2,0,,,,
0,1,CHOIX,1795,1795B,65,8,0,,,,,0,1,0,,,,
0,1,CHOIX,1796,1796B,87,78,0,,,,,0,6,0,,,,
0,1,CHOIX,1797,1797B,71,77,5,,,,,0,1,1,,,,
0,1,CHOIX,1797,1797EXT1,40,5,1,,,,,0,0,0,,,,
0,1,CHOIX,1798,1798B,61,64,2,,,,,0,2,2,,,,
,,,,,,,,,,,,,,,,,,
0,2,EL FUERTE,1925,1925B,143,91,1,2,1,3,0,0,5,,,,,
0,2,EL FUERTE,1926,1926B,129,80,1,0,0,11,0,0,3,,,,,
0,2,EL FUERTE,1927,1927B,95,142,0,0,1,3,0,0,3,,,,,
0,2,EL FUERTE,1928,1928B,104,108,5,1,1,0,1,0,0,,,,,
0,2,EL FUERTE,1929,1929B,135,129,3,1,2,3,0,0,3,,,,,
0,2,EL FUERTE,1930,1930B,209,104,0,1,0,1,0,0,5,,,,,
0,2,EL FUERTE,1931,1931B,103,106,3,0,0,4,0,0,3,,,,,
0,2,EL FUERTE,1932,1932B,232,184,6,2,0,5,0,0,3,,,,,
0,2,EL FUERTE,1933,1933B,207,150,8,2,0,0,0,0,3,,,,,
0,2,EL FUERTE,1934,1934B,225,109,1,4,1,1,0,0,3,,,,,
0,2,EL FUERTE,1935,1935B,115,85,4,0,0,0,0,0,3,,,,,
0,2,EL FUERTE,1936,1936B,97,57,0,0,1,2,0,0,3,,,,,
0,2,EL FUERTE,1937,1937B,157,60,2,0,1,2,0,0,2,,,,,
0,2,EL FUERTE,1938,1938B,177,73,2,3,1,4,1,0,5,,,,,
0,2,EL FUERTE,1938,1938C1,204,67,1,1,0,9,1,0,1,,,,,
0,2,EL FUERTE,1939,1939B,181,70,4,1,0,7,0,0,3,,,,,
0,2,EL FUERTE,1940,1940B,201,66,3,0,0,12,0,0,4,,,,,
0,2,EL FUERTE,1941,1941B,161,87,0,0,0,2,0,0,3,,,,,
0,2,EL FUERTE,1941,1941C1,172,61,0,0,1,1,0,0,5,,,,,
0,2,EL FUERTE,1942,1942B,249,101,0,3,3,16,0,1,6,,,,,
0,2,EL FUERTE,1943,1943B,101,34,1,1,0,3,1,0,3,,,,,
0,2,EL FUERTE,1944,1944B,88,48,1,1,0,7,0,0,1,,,,,
0,2,EL FUERTE,1945,1945B,58,33,0,0,0,0,0,0,3,,,,,
0,2,EL FUERTE,1946,1946B,25,30,0,0,0,7,0,0,2,,,,,
0,2,EL FUERTE,1947,1947B,37,24,0,0,0,5,0,0,1,,,,,
0,2,EL FUERTE,1948,1948B,102,72,4,1,0,4,0,0,3,,,,,
0,2,EL FUERTE,1949,1949B,88,20,0,0,1,3,0,0,2,,,,,
0,2,EL FUERTE,1950,1950B,28,18,0,0,0,2,0,0,4,,,,,
0,2,EL FUERTE,1951,1951B,82,30,0,0,0,0,0,0,0,,,,,
0,2,EL FUERTE,1952,1952B,44,55,1,2,0,5,0,0,7,,,,,
0,2,EL FUERTE,1953,1953B,54,17,1,0,0,2,0,1,1,,,,,
0,2,EL FUERTE,1954,1954B,61,32,0,0,0,3,0,0,3,,,,,
0,2,EL FUERTE,1955,1955B,147,54,1,1,2,1,0,0,6,,,,,
0,2,EL FUERTE,1956,1956B,94,27,1,1,1,0,0,0,1,,,,,
0,2,EL FUERTE,1957,1957B,102,74,0,1,1,11,0,0,5,,,,,
0,2,EL FUERTE,1958,1958B,26,26,2,1,1,2,0,0,1,,,,,
0,2,EL FUERTE,1959,1959B,20,27,0,0,0,0,0,0,0,,,,,
0,2,EL FUERTE,1960,1960B,98,77,0,2,0,0,2,0,3,,,,,
0,2,EL FUERTE,1961,1961B,113,60,2,2,0,0,0,0,1,,,,,
0,2,EL FUERTE,1962,1962B,107,108,1,0,2,0,0,0,0,,,,,
0,2,EL FUERTE,1963,1963B,58,34,0,2,1,3,1,0,1,,,,,
0,2,EL FUERTE,1964,1964B,15,39,0,1,0,0,0,0,3,,,,,
0,2,EL FUERTE,1965,1965B,109,67,0,5,0,0,0,0,5,,,,,
0,2,EL FUERTE,1966,1966B,48,64,2,1,0,0,0,0,0,,,,,
0,2,EL FUERTE,1967,1967B,53,51,1,0,0,0,0,0,1,,,,,
0,2,EL FUERTE,1968,1968B,6,31,0,2,0,2,0,0,2,,,,,
0,2,EL FUERTE,1969,1969B,110,87,0,3,1,3,0,0,4,,,,,
0,2,EL FUERTE,1970,1970B,195,45,3,6,1,5,0,0,6,,,,,
0,2,EL FUERTE,1971,1971B,182,73,1,0,0,2,0,0,4,,,,,
0,2,EL FUERTE,1972,1972B,176,66,1,2,0,8,0,0,3,,,,,
0,2,EL FUERTE,1973,1973B,104,39,1,0,0,1,0,0,2,,,,,
0,2,EL FUERTE,1974,1974B,115,33,1,0,0,1,0,0,2,,,,,
0,2,EL FUERTE,1975,1975B,29,20,1,0,0,0,0,0,2,,,,,
0,2,EL FUERTE,1976,1976B,19,80,5,2,0,1,0,0,1,,,,,
0,2,EL FUERTE,1977,1977B,197,44,1,0,0,0,0,0,5,,,,,
0,2,EL FUERTE,1978,1978B,93,66,0,0,0,0,0,1,1,,,,,
0,2,EL FUERTE,1979,1979B,41,30,2,0,1,3,0,0,0,,,,,
0,2,EL FUERTE,1980,1980B,65,58,1,1,0,0,0,0,1,,,,,
0,2,EL FUERTE,1981,1981B,126,78,4,1,0,2,0,0,0,,,,,
0,2,EL FUERTE,1982,1982B,110,23,1,1,0,0,0,0,3,,,,,
0,2,EL FUERTE,1983,1983B,12,60,0,0,1,0,0,0,1,,,,,
0,2,EL FUERTE,1984,1984B,38,42,0,0,0,0,0,0,1,,,,,
0,2,EL FUERTE,1985,1985B,78,37,1,2,0,3,0,0,0,,,,,
0,2,EL FUERTE,1986,1986B,86,74,1,1,1,0,1,0,6,,,,,
0,2,EL FUERTE,1987,1987B,52,20,0,1,0,1,0,0,0,,,,,
0,2,EL FUERTE,1988,1988B,131,63,4,4,2,1,0,0,9,,,,,
0,2,EL FUERTE,1989,1989B,128,26,2,1,0,0,0,1,3,,,,,
0,2,EL FUERTE,1990,1990B,99,62,3,1,0,3,0,0,3,,,,,
0,2,EL FUERTE,1991,1991B,159,136,0,1,0,1,0,0,2,,,,,
0,2,EL FUERTE,1992,1992B,128,16,0,2,0,0,0,0,12,,,,,
0,2,EL FUERTE,1993,1993B,109,89,1,0,0,0,0,0,1,,,,,
0,2,EL FUERTE,1994,1994B,89,64,8,1,0,0,0,0,3,,,,,
0,2,EL FUERTE,1995,1995B,62,29,1,2,0,1,0,0,2,,,,,
0,2,EL FUERTE,1996,1996B,106,54,4,0,1,0,0,0,3,,,,,
0,2,EL FUERTE,1997,1997B,218,34,3,1,0,4,0,0,5,,,,,
0,2,EL FUERTE,1998,1998B,125,66,4,0,1,4,0,0,6,,,,,
0,2,EL FUERTE,1999,1999B,45,38,0,1,1,0,0,0,2,,,,,
0,2,EL FUERTE,2000,2000B,42,44,0,17,0,0,0,0,1,,,,,
0,2,EL FUERTE,2001,2001B,114,63,5,1,0,0,0,0,4,,,,,
0,2,EL FUERTE,2002,2002B,130,52,1,1,2,2,0,0,2,,,,,
0,2,EL FUERTE,2003,2003B,65,48,0,4,1,0,0,0,5,,,,,
0,2,EL FUERTE,2004,2004B,25,141,11,2,0,0,0,0,1,,,,,
0,2,EL FUERTE,2005,2005B,110,68,5,3,0,1,0,0,3,,,,,
0,2,EL FUERTE,2006,2006B,105,114,8,5,0,1,0,0,2,,,,,
0,2,EL FUERTE,2007,2007B,133,126,7,12,0,2,0,0,6,,,,,
0,2,EL FUERTE,2008,2008B,96,72,2,4,0,0,0,0,0,,,,,
0,2,EL FUERTE,2009,2009B,122,102,4,1,1,2,0,1,7,,,,,
0,2,EL FUERTE,2010,2010B,166,190,4,0,0,0,0,0,3,,,,,
0,2,EL FUERTE,2011,2011B,125,140,5,0,0,0,0,0,6,,,,,
0,2,EL FUERTE,2012,2012B,108,145,4,1,0,2,0,0,5,,,,,
0,2,EL FUERTE,2013,2013B,119,94,1,2,3,1,0,0,6,,,,,
0,2,EL FUERTE,2014,2014B,129,90,3,18,0,1,0,0,12,,,,,
0,2,EL FUERTE,2015,2015B,137,88,1,10,1,2,0,0,0,,,,,
0,2,EL FUERTE,2016,2016B,56,32,0,1,0,0,0,0,2,,,,,
0,2,EL FUERTE,2016,2016EXT1,6,19,0,0,0,0,0,0,0,,,,,
0,2,EL FUERTE,2017,2017B,111,77,0,8,1,0,0,0,1,,,,,
0,2,EL FUERTE,2018,2018B,54,34,0,0,1,0,0,0,0,,,,,
0,2,EL FUERTE,2019,2019B,96,122,3,46,0,0,0,0,19,,,,,
0,2,EL FUERTE,2020,2020B,43,62,1,5,1,0,0,0,4,,,,,
0,2,EL FUERTE,2021,2021B,116,78,0,2,5,4,0,2,5,,,,,
0,2,EL FUERTE,2022,2022B,36,32,0,0,0,0,1,0,1,,,,,
0,2,EL FUERTE,2023,2023B,97,104,1,4,2,0,0,0,4,,,,,
0,2,EL FUERTE,2024,2024B,82,65,2,6,5,0,8,0,2,,,,,
0,2,EL FUERTE,2025,2025B,64,92,0,1,13,0,0,0,2,,,,,
0,2,EL FUERTE,2026,2026B,89,82,3,2,5,1,0,0,1,,,,,
0,2,EL FUERTE,2027,2027B,56,42,4,0,6,0,0,0,1,,,,,
0,2,EL FUERTE,2028,2028B,69,97,1,2,2,0,0,0,2,,,,,
0,2,EL FUERTE,2029,2029B,122,86,0,2,3,0,0,0,4,,,,,
0,2,EL FUERTE,2030,2030B,70,77,0,2,2,0,0,0,0,,,,,
0,2,EL FUERTE,2031,2031B,96,100,0,1,19,0,0,0,8,,,,,
0,2,EL FUERTE,2032,2032B,103,100,1,3,15,0,0,0,4,,,,,
0,2,EL FUERTE,2033,2033B,43,85,0,2,0,0,0,0,2,,,,,
0,2,EL FUERTE,2034,2034B,91,120,2,4,7,0,1,0,6,,,,,
0,2,EL FUERTE,2035,2035B,67,47,0,2,2,0,0,0,2,,,,,
0,2,EL FUERTE,2036,2036B,24,45,0,1,1,0,0,0,2,,,,,
0,2,EL FUERTE,2037,2037B,18,34,0,1,1,0,0,0,1,,,,,
0,2,EL FUERTE,2038,2038B,7,27,0,2,0,6,0,0,2,,,,,
0,2,EL FUERTE,2039,2039B,100,188,0,5,5,0,3,0,3,,,,,
0,2,EL FUERTE,2040,2040B,47,62,2,3,0,0,0,0,2,,,,,
0,2,EL FUERTE,2041,2041B,68,52,3,8,5,0,1,0,0,,,,,
0,2,EL FUERTE,2042,2042B,64,61,1,4,3,0,2,0,2,,,,,
0,2,EL FUERTE,2043,2043B,136,125,2,1,10,0,1,0,5,,,,,
0,2,EL FUERTE,2044,2044B,115,126,1,1,1,0,7,0,3,,,,,
0,2,EL FUERTE,2045,2045B,77,86,0,2,2,0,5,0,3,,,,,
0,2,EL FUERTE,2046,2046B,90,126,2,2,5,0,1,1,10,,,,,
0,2,EL FUERTE,2047,2047B,105,136,3,4,1,1,15,0,4,,,,,
0,2,EL FUERTE,2048,2048B,119,85,10,15,2,0,3,1,5,,,,,
0,2,EL FUERTE,2049,2049B,94,112,1,2,0,0,7,0,1,,,,,
0,2,EL FUERTE,2050,2050B,148,136,11,9,3,0,1,0,6,,,,,
0,2,EL FUERTE,2051,2051B,26,49,2,1,2,0,0,0,0,,,,,
0,2,EL FUERTE,2052,2052B,11,43,0,1,0,0,0,0,0,,,,,
0,2,EL FUERTE,2053,2053B,22,34,0,2,4,0,1,0,2,,,,,
0,2,EL FUERTE,2054,2054B,62,81,3,3,1,0,2,0,0,,,,,
0,2,EL FUERTE,2055,2055B,106,130,7,10,2,0,4,0,1,,,,,
0,2,EL FUERTE,2056,2056B,60,74,8,6,0,1,5,0,1,,,,,
0,2,EL FUERTE,2057,2057B,96,33,4,2,2,0,15,0,3,,,,,
0,2,EL FUERTE,2058,2058B,75,156,11,2,1,0,1,0,5,,,,,
0,2,EL FUERTE,2059,2059B,71,104,6,6,1,0,1,0,2,,,,,
0,2,EL FUERTE,2060,2060B,109,98,1,2,1,0,0,0,4,,,,,
0,2,EL FUERTE,2061,2061B,146,72,3,3,0,0,2,0,6,,,,,
0,2,EL FUERTE,2062,2062B,123,118,6,3,0,0,6,0,8,,,,,
0,2,EL FUERTE,2063,2063B,140,87,13,1,3,0,2,0,0,,,,,
0,2,EL FUERTE,2064,2064B,81,109,15,4,2,0,39,0,13,,,,,
0,2,EL FUERTE,2065,2065B,55,86,4,0,1,1,4,0,2,,,,,
0,2,EL FUERTE,2066,2066B,93,144,1,3,0,1,5,0,3,,,,,
0,2,EL FUERTE,2067,2067B,117,149,2,3,0,0,2,0,6,,,,,
0,2,EL FUERTE,2068,2068B,62,73,0,4,1,1,2,0,1,,,,,
0,2,EL FUERTE,2068,2068C1,78,52,1,0,0,1,3,0,4,,,,,
0,2,EL FUERTE,2069,2069B,72,98,3,3,2,0,4,0,1,,,,,
0,2,EL FUERTE,2070,2070B,107,57,4,2,3,0,1,0,4,,,,,
0,2,EL FUERTE,2071,2071B,33,97,1,2,1,0,0,0,6,,,,,
0,2,EL FUERTE,2072,2072B,151,148,0,8,2,3,19,0,5,,,,,
0,2,EL FUERTE,2073,2073B,104,110,5,5,0,3,15,0,8,,,,,
0,2,EL FUERTE,2074,2074B,148,177,4,2,1,0,20,0,0,,,,,
0,2,EL FUERTE,2075,2075B,109,85,1,2,0,0,24,0,3,,,,,
0,2,EL FUERTE,2076,2076B,90,117,0,4,0,1,11,0,1,,,,,
0,2,EL FUERTE,2077,2077B,104,79,4,8,1,0,7,0,10,,,,,
0,2,EL FUERTE,2078,2078B,58,51,3,2,5,0,33,0,2,,,,,
0,2,EL FUERTE,2079,2079B,57,55,4,3,0,0,17,0,4,,,,,
0,2,EL FUERTE,2080,2080B,74,41,2,2,1,11,0,0,0,,,,,
0,2,EL FUERTE,2081,2081B,56,40,0,1,0,0,15,1,2,,,,,
0,2,EL FUERTE,2082,2082B,125,145,3,2,6,0,10,0,4,,,,,
0,2,EL FUERTE,2083,2083B,77,73,1,1,3,4,7,0,4,,,,,
0,2,EL FUERTE,2084,2084B,37,68,3,4,1,0,1,0,0,,,,,
0,2,EL FUERTE,2085,2085B,121,102,3,2,2,15,0,0,5,,,,,
0,2,EL FUERTE,2086,2086B,121,85,14,5,1,5,0,0,2,,,,,
0,2,EL FUERTE,2087,2087B,61,127,10,7,2,1,0,0,5,,,,,
0,2,EL FUERTE,2088,2088B,52,110,4,2,1,0,0,0,3,,,,,
0,2,EL FUERTE,2089,2089B,117,76,7,8,3,1,1,2,0,,,,,
0,2,EL FUERTE,2090,2090B,43,102,4,1,2,1,0,0,3,,,,,
0,2,EL FUERTE,2091,2091B,53,33,5,2,0,0,5,0,2,,,,,
0,2,EL FUERTE,2092,2092B,101,78,12,7,2,1,9,0,5,,,,,
0,2,EL FUERTE,2093,2093B,49,39,15,5,3,0,1,0,1,,,,,
0,2,EL FUERTE,2094,2094B,76,86,0,4,1,0,0,0,3,,,,,
0,2,EL FUERTE,2095,2095B,74,75,0,1,1,0,3,0,9,,,,,
0,2,EL FUERTE,2095,2095C1,81,66,0,3,1,1,3,0,9,,,,,
0,2,EL FUERTE,2096,2096B,68,63,4,5,0,1,7,0,2,,,,,
0,2,EL FUERTE,2096,2096C1,67,77,10,1,1,0,5,0,2,,,,,
0,2,EL FUERTE,2097,2097B,98,105,16,18,5,0,1,0,4,,,,,
0,2,EL FUERTE,2098,2098B,53,66,8,5,1,1,6,0,6,,,,,
0,2,EL FUERTE,2099,2099B,31,69,4,2,0,15,0,1,4,,,,,
0,2,EL FUERTE,2099,2099C1,33,64,8,7,0,23,0,0,0,,,,,
0,2,EL FUERTE,2100,2100B,41,111,6,3,6,0,0,0,0,,,,,
,,,,,,,,,,,,,,,,,,
0,3,AHOME,1,0001B,49,137,40,5,1,3,0,0,0,,0,,,
0,3,AHOME,1,0001EXT1,57,115,47,11,1,8,2,0,0,,3,,,
0,3,AHOME,1,0001EXT1C1,84,100,47,17,0,11,0,0,6,,0,,,
0,3,AHOME,1,0001EXT1C2,68,95,45,14,2,11,0,0,3,,3,,,
0,3,AHOME,1,0001EXT1C3,81,118,28,14,7,8,3,1,5,,0,,,
0,3,AHOME,1,0001EXT1C4,72,111,45,14,2,9,1,0,4,,0,,,
0,3,AHOME,1,0001EXT2,55,79,34,13,0,2,0,0,1,,2,,,
0,3,AHOME,1,0001EXT2C1,53,56,39,9,2,4,0,0,3,,0,,,
0,3,AHOME,1,0001EXT2C2,47,64,32,16,2,2,2,0,0,,0,,,
0,3,AHOME,2,0002B,44,50,26,4,1,3,0,0,1,,1,,,
0,3,AHOME,3,0003B,68,123,35,6,3,5,0,1,2,,0,,,
0,3,AHOME,4,0004B,73,110,31,6,4,1,5,1,2,,1,,,
0,3,AHOME,5,0005B,45,88,36,6,1,2,1,0,0,,3,,,
0,3,AHOME,6,0006B,52,53,18,2,0,1,1,0,0,,1,,,
0,3,AHOME,7,0007B,73,126,47,13,4,4,0,0,0,,2,,,
0,3,AHOME,8,0008B,94,103,30,16,7,5,5,0,9,,3,,,
0,3,AHOME,9,0009B,40,68,29,3,1,0,1,0,4,,0,,,
0,3,AHOME,10,0010B,91,79,20,8,1,11,1,0,2,,1,,,
0,3,AHOME,11,0011B,59,66,22,8,1,4,1,0,1,,1,,,
0,3,AHOME,12,0012B,30,52,30,5,0,3,3,0,2,,1,,,
0,3,AHOME,13,0013B,43,76,27,15,0,3,1,0,1,,0,,,
0,3,AHOME,14,0014B,78,110,26,10,0,1,0,2,3,,2,,,
0,3,AHOME,15,0015B,24,85,11,8,5,1,1,0,6,,2,,,
0,3,AHOME,16,0016B,62,60,14,9,0,3,0,0,0,,1,,,
0,3,AHOME,17,0017B,68,71,15,7,1,3,2,1,2,,0,,,
0,3,AHOME,18,0018B,35,65,18,8,0,1,1,0,1,,1,,,
0,3,AHOME,19,0019B,89,68,14,0,2,2,2,0,5,,0,,,
0,3,AHOME,19,0019C1,85,96,22,1,0,3,4,0,0,,1,,,
0,3,AHOME,20,0020B,114,118,15,3,4,1,3,0,4,,0,,,
0,3,AHOME,21,0021B,50,45,13,1,1,0,1,0,4,,0,,,
0,3,AHOME,22,0022B,104,100,54,11,0,6,6,0,3,,2,,,
0,3,AHOME,23,0023B,130,126,43,11,0,5,3,0,2,,6,,,
0,3,AHOME,24,0024B,50,99,37,1,2,6,1,0,4,,7,,,
0,3,AHOME,24,0024C1,66,79,56,0,3,0,1,0,0,,3,,,
0,3,AHOME,24,0024C2,65,98,31,11,1,5,3,0,4,,0,,,
0,3,AHOME,24,0024C3,70,91,41,10,1,2,0,0,3,,0,,,
0,3,AHOME,25,0025B,76,147,26,7,2,5,4,0,4,,0,,,
0,3,AHOME,25,0025EXT1,80,80,34,11,4,3,1,0,0,,1,,,
0,3,AHOME,25,0025EXT1C1,67,74,34,6,2,3,2,0,1,,3,,,
0,3,AHOME,25,0025EXT1C2,58,80,39,9,7,0,0,1,2,,0,,,
0,3,AHOME,25,0025EXT2,49,97,36,16,1,6,0,0,0,,0,,,
0,3,AHOME,25,0025EXT2C1,60,100,40,9,2,6,0,0,1,,1,,,
0,3,AHOME,25,0025EXT2C2,55,94,35,18,2,6,1,0,0,,2,,,
0,3,AHOME,26,0026B,55,123,29,4,0,2,6,0,1,,0,,,
0,3,AHOME,27,0027B,26,81,7,1,0,0,1,0,2,,0,,,
0,3,AHOME,28,0028B,117,124,18,10,0,3,5,0,3,,1,,,
0,3,AHOME,29,0029B,72,112,5,2,4,1,1,0,1,,0,,,
0,3,AHOME,30,0030B,70,99,24,1,0,0,4,0,3,,0,,,
0,3,AHOME,31,0031B,42,75,14,0,0,0,0,0,0,,0,,,
0,3,AHOME,32,0032B,77,140,31,10,1,3,2,0,5,,1,,,
0,3,AHOME,33,0033B,34,105,23,4,1,1,0,0,1,,28,,,
0,3,AHOME,34,0034B,40,67,7,3,0,1,0,0,2,,0,,,
0,3,AHOME,35,0035B,87,112,36,10,5,7,5,0,2,,1,,,
0,3,AHOME,35,0035C1,72,98,40,8,0,5,2,0,5,,0,,,
0,3,AHOME,36,0036B,25,60,26,4,2,0,0,0,0,,0,,,
0,3,AHOME,37,0037B,27,70,18,3,2,0,0,0,0,,2,,,
0,3,AHOME,38,0038B,26,50,8,2,1,0,1,1,2,,0,,,
0,3,AHOME,39,0039B,76,109,39,8,4,6,0,0,2,,0,,,
0,3,AHOME,39,0039C1,70,95,36,6,5,4,1,0,2,,0,,,
0,3,AHOME,39,0039C2,83,88,35,8,3,1,2,0,4,,0,,,
0,3,AHOME,40,0040B,36,47,13,3,0,1,0,0,0,,0,,,
0,3,AHOME,41,0041B,71,77,25,10,3,1,3,0,1,,1,,,
0,3,AHOME,42,0042B,81,107,22,6,8,0,2,0,2,,0,,,
0,3,AHOME,43,0043B,66,108,34,15,3,5,1,0,1,,3,,,
0,3,AHOME,43,0043C1,76,85,30,10,1,2,1,0,2,,2,,,
0,3,AHOME,43,0043C2,70,96,34,13,1,12,1,0,0,,0,,,
0,3,AHOME,44,0044B,39,77,20,7,1,2,0,0,2,,0,,,
0,3,AHOME,45,0045B,56,129,12,3,1,0,1,0,1,,0,,,
0,3,AHOME,46,0046B,71,110,19,7,1,3,2,0,2,,0,,,
0,3,AHOME,47,0047B,50,123,14,3,1,2,3,0,5,,0,,,
0,3,AHOME,48,0048B,99,150,23,4,6,6,1,1,4,,0,,,
0,3,AHOME,49,0049B,13,21,4,0,0,0,0,0,0,,0,,,
0,3,AHOME,50,0050B,44,29,6,3,0,0,0,0,0,,0,,,
0,3,AHOME,51,0051B,64,48,14,1,0,0,3,0,2,,0,,,
0,3,AHOME,52,0052B,86,115,21,7,1,5,1,0,5,,0,,,
0,3,AHOME,53,0053B,106,72,11,4,2,4,5,0,3,,0,,,
0,3,AHOME,54,0054B,63,72,11,1,0,2,2,0,4,,0,,,
0,3,AHOME,55,0055B,63,155,9,2,3,0,1,0,10,,0,,,
