Anulada,Distrito,Municipio,SECCION,CASILLA,PAN,PRI-PANAL,PRD,PT,PVEM,PC,PAS,NO REGISTRADOS,NULOS,PRI-PANAL-PRD,PRD-PT-PC,PRD-PT,PRI-PANAL-PC,PT-PAS
0,12,CULIACAN,1426,1426B,51,174,14,1,1,1,1,0,6,,,,0,0
0,12,CULIACAN,1426,1426C1,51,161,17,2,2,0,1,0,3,,,,1,0
0,12,CULIACAN,1427,1427B,26,124,6,0,3,2,0,0,0,,,,0,0
0,12,CULIACAN,1428,1428B,41,149,10,1,0,0,0,0,0,,,,0,0
0,12,CULIACAN,1429,1429B,51,159,8,2,2,1,0,0,2,,,,0,0
0,12,CULIACAN,1430,1430B,40,147,9,0,1,0,2,0,4,,,,0,0
0,12,CULIACAN,1431,1431B,29,132,9,0,1,0,0,0,8,,,,0,0
0,12,CULIACAN,1432,1432B,39,129,13,1,0,1,3,0,0,,,,0,0
0,12,CULIACAN,1433,1433B,27,118,12,3,0,1,0,0,9,,,,0,0
0,12,CULIACAN,1434,1434B,35,143,3,2,0,0,0,0,2,,,,0,0
0,12,CULIACAN,1435,1435B,35,154,13,1,1,1,1,0,6,,,,2,0
0,12,CULIACAN,1436,1436B,56,206,19,1,5,0,0,0,5,,,,0,0
0,12,CULIACAN,1437,1437B,34,88,9,0,0,0,1,0,3,,,,0,0
0,12,CULIACAN,1438,1438B,64,119,12,0,1,1,1,0,2,,,,0,0
0,12,CULIACAN,1439,1439B,49,134,17,0,0,0,0,1,2,,,,1,0
0,12,CULIACAN,1440,1440B,38,117,6,0,1,0,0,0,3,,,,0,0
0,12,CULIACAN,1440,1440C1,27,126,10,0,1,0,3,0,4,,,,0,0
0,12,CULIACAN,1441,1441B,65,91,11,1,0,0,0,0,0,,,,0,0
0,12,CULIACAN,1442,1442B,26,112,9,1,4,1,0,0,5,,,,1,0
0,12,CULIACAN,1443,1443B,36,61,8,0,1,2,0,0,4,,,,0,0
0,12,CULIACAN,1444,1444B,31,77,8,1,0,0,0,0,2,,,,1,0
0,12,CULIACAN,1445,1445B,22,104,16,1,0,0,1,0,2,,,,0,0
0,12,CULIACAN,1446,1446B,20,95,2,3,1,0,0,0,3,,,,1,0
0,12,CULIACAN,1447,1447B,36,112,10,0,0,0,0,0,0,,,,3,0
0,12,CULIACAN,1448,1448B,37,101,12,0,2,0,2,1,2,,,,0,0
0,12,CULIACAN,1449,1449B,38,136,7,0,3,0,1,0,3,,,,2,0
0,12,CULIACAN,1449,1449C1,26,117,11,2,2,1,2,0,0,,,,1,0
0,12,CULIACAN,1449,1449C2,30,121,10,0,3,0,0,0,0,,,,1,0
0,12,CULIACAN,1450,1450B,35,103,11,1,0,0,0,0,3,,,,0,0
0,12,CULIACAN,1451,1451B,16,70,2,0,2,0,0,0,0,,,,0,0
0,12,CULIACAN,1452,1452B,21,87,10,1,0,0,0,0,3,,,,0,0
0,12,CULIACAN,1453,1453B,50,100,5,2,0,1,0,0,3,,,,0,0
0,12,CULIACAN,1454,1454B,42,102,8,4,0,1,1,0,3,,,,0,0
0,12,CULIACAN,1455,1455B,29,71,9,1,0,0,0,0,1,,,,0,0
0,12,CULIACAN,1456,1456B,40,85,13,2,0,1,0,0,2,,,,0,1
0,12,CULIACAN,1457,1457B,15,88,4,0,0,1,0,0,0,,,,0,0
0,12,CULIACAN,1458,1458B,59,137,15,1,3,0,0,0,2,,,,0,0
0,12,CULIACAN,1459,1459B,55,104,14,0,0,0,0,0,0,,,,0,0
0,12,CULIACAN,1460,1460B,54,109,8,0,0,0,0,0,2,,,,0,0
0,12,CULIACAN,1461,1461B,44,120,16,0,2,0,0,0,4,,,,0,0
0,12,CULIACAN,1462,1462B,39,79,8,0,0,0,0,0,3,,,,0,0
0,12,CULIACAN,1462,1462C1,20,74,3,1,2,0,1,0,0,,,,1,0
0,12,CULIACAN,1463,1463B,43,99,9,1,0,0,0,0,4,,,,0,0
0,12,CULIACAN,1464,1464B,44,119,9,1,4,0,0,0,5,,,,0,0
0,12,CULIACAN,1465,1465B,45,102,9,0,2,1,0,0,0,,,,0,0
0,12,CULIACAN,1466,1466B,27,81,5,1,0,0,0,0,1,,,,1,0
0,12,CULIACAN,1466,1466C1,33,83,7,0,0,0,1,0,0,,,,0,0
0,12,CULIACAN,1467,1467B,27,121,10,1,3,0,0,0,4,,,,0,0
0,12,CULIACAN,1468,1468B,64,134,15,0,1,1,0,0,4,,,,1,0
0,12,CULIACAN,1469,1469B,40,125,5,5,2,0,0,0,1,,,,0,0
0,12,CULIACAN,1469,1469C1,32,101,8,2,0,0,0,0,4,,,,0,0
0,12,CULIACAN,1470,1470B,42,158,18,2,1,3,0,1,8,,,,0,0
0,12,CULIACAN,1471,1471B,64,134,15,0,1,1,0,0,4,,,,1,0
0,12,CULIACAN,1472,1472B,48,100,12,1,3,0,0,0,3,,,,0,0
0,12,CULIACAN,1472,1472C1,37,142,13,0,3,0,0,0,2,,,,0,0
0,12,CULIACAN,1473,1473B,39,136,12,0,1,0,1,0,4,,,,0,0
0,12,CULIACAN,1473,1473C1,36,144,20,0,0,2,0,0,0,,,,0,0
0,12,CULIACAN,1474,1474B,46,105,8,1,1,0,0,0,2,,,,0,0
0,12,CULIACAN,1475,1475B,47,128,6,0,1,0,0,0,5,,,,0,0
0,12,CULIACAN,1476,1476B,42,133,5,0,0,1,0,0,3,,,,0,0
0,12,CULIACAN,1477,1477B,44,143,7,2,2,1,0,0,1,,,,1,0
0,12,CULIACAN,1477,1477C1,52,140,10,0,3,0,0,0,6,,,,0,0
0,12,CULIACAN,1477,1477C2,44,141,8,0,0,3,0,0,3,,,,0,0
0,12,CULIACAN,1477,1477C3,51,134,14,2,1,0,1,0,2,,,,0,0
0,12,CULIACAN,1477,1477C4,36,140,9,0,0,1,0,0,3,,,,0,0
0,12,CULIACAN,1477,1477C5,59,135,5,1,2,0,0,0,1,,,,0,0
0,12,CULIACAN,1477,1477C6,64,139,6,1,2,0,0,0,2,,,,0,0
0,12,CULIACAN,1478,1478B,22,125,5,0,0,0,0,0,3,,,,0,0
0,12,CULIACAN,1478,1478C1,40,111,3,0,2,1,0,0,1,,,,0,0
0,12,CULIACAN,1478,1478C2,44,102,13,1,2,0,0,0,0,,,,0,0
0,12,CULIACAN,1478,1478C3,38,122,12,0,0,0,0,0,1,,,,0,0
0,12,CULIACAN,1478,1478C4,41,92,12,1,0,2,0,0,2,,,,0,0
0,12,CULIACAN,1479,1479B,42,134,11,1,5,0,0,0,5,,,,0,0
0,12,CULIACAN,1480,1480B,31,107,4,0,0,0,0,0,8,,,,0,0
0,12,CULIACAN,1481,1481B,25,124,12,2,0,1,2,0,6,,,,0,0
0,12,CULIACAN,1482,1482B,22,125,5,0,0,0,0,0,0,,,,0,0
0,12,CULIACAN,1483,1483B,52,136,9,0,0,0,0,0,5,,,,0,0
0,12,CULIACAN,1484,1484B,35,83,7,0,0,1,1,0,5,,,,0,0
0,12,CULIACAN,1484,1484C1,25,84,5,2,2,1,0,0,0,,,,0,0
0,12,CULIACAN,1485,1485B,30,154,6,0,1,0,0,2,3,,,,0,0
0,12,CULIACAN,1486,1486B,47,93,6,0,4,0,0,0,4,,,,0,0
0,12,CULIACAN,1487,1487B,22,62,0,1,1,0,0,1,1,,,,0,0
0,12,CULIACAN,1488,1488B,24,64,1,2,0,0,0,0,2,,,,0,0
0,12,CULIACAN,1489,1489B,6,29,0,0,0,0,0,0,0,,,,0,0
0,12,CULIACAN,1490,1490B,16,82,0,0,0,0,0,0,0,,,,0,0
0,12,CULIACAN,1491,1491B,1,28,0,0,0,0,0,0,0,,,,0,0
0,12,CULIACAN,1492,1492B,27,91,1,2,1,1,0,0,1,,,,1,1
0,12,CULIACAN,1493,1493B,23,114,2,0,1,3,0,0,1,,,,0,0
0,12,CULIACAN,1494,1494B,38,64,0,2,0,0,0,0,3,,,,0,0
0,12,CULIACAN,1495,1495B,27,84,0,0,2,0,0,0,3,,,,0,0
0,12,CULIACAN,1496,1496B,35,74,2,1,1,0,0,1,2,,,,0,0
0,12,CULIACAN,1497,1497B,41,143,1,1,1,0,0,2,8,,,,0,0
0,12,CULIACAN,1498,1498B,42,92,0,0,1,0,0,0,4,,,,0,0
0,12,CULIACAN,1499,1499B,32,30,1,0,2,0,0,0,4,,,,0,0
0,12,CULIACAN,1500,1500B,53,68,1,1,1,0,0,2,4,,,,0,0
0,12,CULIACAN,1501,1501B,40,81,1,0,0,0,0,0,4,,,,0,0
0,12,CULIACAN,1502,1502B,49,40,0,1,0,0,0,0,3,,,,0,0
0,12,CULIACAN,1503,1503B,41,221,2,0,0,0,0,4,8,,,,0,0
0,12,CULIACAN,1504,1504B,43,102,1,0,1,0,0,0,5,,,,0,0
0,12,CULIACAN,1505,1505B,79,74,2,1,3,1,0,0,3,,,,0,0
0,12,CULIACAN,1506,1506B,33,168,2,1,3,0,0,0,8,,,,0,0
0,12,CULIACAN,1507,1507B,40,142,1,0,1,1,0,0,4,,,,1,0
0,12,CULIACAN,1507,1507C1,33,174,3,0,1,0,0,0,2,,,,0,0
0,12,CULIACAN,1508,1508B,48,128,5,20,2,1,0,0,4,,,,0,0
0,12,CULIACAN,1508,1508C1,54,116,4,11,0,0,0,1,8,,,,0,0
0,12,CULIACAN,1509,1509B,61,175,4,10,2,1,0,0,7,,,,0,0
0,12,CULIACAN,1509,1509C1,69,161,1,8,2,3,0,0,7,,,,1,0
0,12,CULIACAN,1510,1510B,43,117,4,2,2,1,0,0,1,,,,1,0
0,12,CULIACAN,1511,1511B,54,137,9,7,1,1,0,0,6,,,,0,0
0,12,CULIACAN,1511,1511C1,44,142,3,14,2,3,0,0,7,,,,2,0
0,12,CULIACAN,1512,1512B,28,94,3,0,1,1,1,0,0,,,,1,0
0,12,CULIACAN,1513,1513B,17,78,0,2,0,1,0,0,0,,,,0,0
0,12,CULIACAN,1514,1514B,25,86,2,0,1,0,0,0,2,,,,0,0
0,12,CULIACAN,1515,1515B,21,48,1,0,0,0,0,0,1,,,,0,0
0,12,CULIACAN,1516,1516B,70,92,0,2,3,0,0,1,9,,,,0,0
0,12,CULIACAN,1517,1517B,18,35,0,0,0,0,0,0,1,,,,0,0
0,12,CULIACAN,1518,1518B,20,74,7,1,0,0,0,0,6,,,,1,0
0,12,CULIACAN,1519,1519B,3,58,1,0,2,0,0,0,1,,,,0,0
0,12,CULIACAN,1520,1520B,18,64,7,2,0,0,0,2,0,,,,0,0
0,12,CULIACAN,1521,1521B,49,117,9,1,2,0,0,0,6,,,,0,0
0,12,CULIACAN,1522,1522B,27,49,2,0,0,0,0,0,0,,,,0,0
0,12,CULIACAN,1523,1523B,20,25,0,2,0,0,0,0,0,,,,0,0
0,12,CULIACAN,1524,1524B,7,38,0,0,0,0,0,0,9,,,,0,0
0,12,CULIACAN,1525,1525B,4,20,1,2,0,0,0,0,0,,,,0,0
0,12,CULIACAN,1526,1526B,24,35,15,1,1,1,1,0,1,,,,0,0
0,12,CULIACAN,1527,1527B,7,72,0,0,0,0,0,0,5,,,,0,0
0,12,CULIACAN,1528,1528B,17,128,0,2,1,0,0,0,0,,,,0,0
0,12,CULIACAN,1529,1529B,16,15,0,0,1,0,0,0,0,,,,0,0
0,12,CULIACAN,1530,1530B,27,38,0,0,1,0,0,0,0,,,,0,0
0,12,CULIACAN,1531,1531B,20,44,1,0,1,0,0,0,2,,,,0,0
,,,,,,,,,,,,,,,,,,
0,13,CULIACAN,990,0990B,20,138,5,0,1,4,0,0,0,,,,0,0
0,13,CULIACAN,991,0991B,28,141,4,0,1,0,0,1,2,,,,2,0
0,13,CULIACAN,992,0992B,36,190,9,1,1,0,0,0,2,,,,0,0
0,13,CULIACAN,992,0992C1,31,182,11,0,1,0,0,0,5,,,,0,0
0,13,CULIACAN,993,0993B,56,205,5,1,2,0,0,0,3,,,,0,0
0,13,CULIACAN,994,0994B,23,191,7,1,0,0,0,0,3,,,,0,0
0,13,CULIACAN,995,0995B,43,172,8,0,0,0,0,0,3,,,,0,0
0,13,CULIACAN,996,0996B,51,149,10,0,1,1,0,0,4,,,,0,0
0,13,CULIACAN,997,0997B,64,199,9,0,2,0,1,0,2,,,,0,0
0,13,CULIACAN,998,0998B,14,75,7,0,0,0,1,0,4,,,,1,0
0,13,CULIACAN,999,0999B,59,199,6,1,2,2,2,6,0,,,,0,0
0,13,CULIACAN,999,0999C1,47,174,8,0,4,1,0,0,3,,,,0,0
0,13,CULIACAN,999,0999C2,64,183,13,2,3,0,0,0,0,,,,0,0
0,13,CULIACAN,1000,1000B,52,262,15,1,2,0,1,0,4,,,,0,0
0,13,CULIACAN,1000,1000C1,67,221,21,0,6,0,1,0,3,,,,0,0
0,13,CULIACAN,1000,1000C2,56,226,20,3,2,0,0,0,1,,,,0,0
0,13,CULIACAN,1000,1000C3,54,261,19,2,0,0,0,0,5,,,,0,0
0,13,CULIACAN,1000,1000C4,67,242,11,2,1,1,0,0,3,,,,0,0
0,13,CULIACAN,1000,1000C5,44,263,21,1,4,0,0,1,2,,,,0,0
0,13,CULIACAN,1001,1001B,56,214,16,0,3,0,1,0,4,,,,0,1
0,13,CULIACAN,1002,1002B,48,250,20,2,4,2,1,0,4,,,,1,1
0,13,CULIACAN,1003,1003B,62,218,29,3,1,1,0,0,5,,,,0,0
0,13,CULIACAN,1004,1004B,34,132,10,2,1,1,0,0,4,,,,0,0
0,13,CULIACAN,1004,1004C1,53,149,8,0,0,0,0,0,1,,,,0,0
0,13,CULIACAN,1005,1005B,38,161,9,3,1,0,0,0,4,,,,0,0
0,13,CULIACAN,1006,1006B,51,172,10,0,2,1,0,0,0,,,,0,0
0,13,CULIACAN,1006,1006C1,51,154,9,1,1,0,0,0,2,,,,0,0
0,13,CULIACAN,1007,1007B,71,243,11,2,1,1,1,0,0,,,,0,0
0,13,CULIACAN,1008,1008B,60,125,8,0,3,1,0,0,1,,,,2,0
0,13,CULIACAN,1008,1008C1,52,144,8,1,2,1,0,0,3,,,,0,0
0,13,CULIACAN,1009,1009B,34,96,7,1,2,0,1,0,2,,,,0,0
0,13,CULIACAN,1010,1010B,45,162,6,5,1,0,0,0,1,,,,0,0
0,13,CULIACAN,1011,1011B,53,127,7,1,1,0,0,0,2,,,,0,0
0,13,CULIACAN,1012,1012B,42,126,4,5,1,0,0,0,3,,,,0,0
0,13,CULIACAN,1013,1013B,61,115,13,0,0,1,0,1,2,,,,0,0
0,13,CULIACAN,1014,1014B,37,60,4,0,0,0,0,0,1,,,,0,0
0,13,CULIACAN,1015,1015B,35,101,6,1,0,0,0,0,2,,,,0,0
0,13,CULIACAN,1016,1016B,43,85,13,0,1,1,0,0,0,,,,1,0
0,13,CULIACAN,1017,1017B,40,141,11,0,3,0,0,0,6,,,,0,0
0,13,CULIACAN,1018,1018B,9,67,6,0,2,1,0,0,2,,,,0,0
0,13,CULIACAN,1019,1019B,40,176,14,0,0,1,1,0,1,,,,3,0
0,13,CULIACAN,1020,1020B,33,126,11,0,2,0,0,0,1,,,,0,0
0,13,CULIACAN,1021,1021B,26,77,9,1,0,0,0,0,4,,,,0,0
0,13,CULIACAN,1022,1022B,45,95,8,0,1,3,0,0,3,,,,0,0
0,13,CULIACAN,1023,1023B,33,106,6,0,2,0,0,0,1,,,,2,0
0,13,CULIACAN,1024,1024B,38,125,9,0,2,0,0,0,2,,,,2,0
0,13,CULIACAN,1025,1025B,29,146,4,0,1,0,0,0,2,,,,0,0
0,13,CULIACAN,1026,1026B,35,119,6,3,1,1,0,0,3,,,,1,0
0,13,CULIACAN,1027,1027B,29,83,6,1,0,0,1,0,3,,,,1,0
0,13,CULIACAN,1028,1028B,31,80,3,2,2,0,0,2,0,,,,1,0
0,13,CULIACAN,1029,1029B,16,53,5,0,0,0,0,0,0,,,,0,0
0,13,CULIACAN,1030,1030B,38,209,17,0,0,0,0,0,1,,,,1,1
0,13,CULIACAN,1031,1031B,13,94,4,0,2,0,0,0,0,,,,0,0
0,13,CULIACAN,1032,1032B,36,106,3,1,1,0,0,0,1,,,,2,0
0,13,CULIACAN,1033,1033B,18,69,5,0,0,1,0,0,0,,,,0,0
0,13,CULIACAN,1034,1034B,47,95,6,0,0,0,0,0,3,,,,2,0
0,13,CULIACAN,1035,1035B,37,128,3,4,1,0,1,0,2,,,,0,0
0,13,CULIACAN,1036,1036B,14,68,3,0,0,0,0,0,0,,,,0,0
0,13,CULIACAN,1037,1037B,51,136,18,0,1,0,1,0,5,,,,1,0
0,13,CULIACAN,1038,1038B,40,119,12,1,1,0,0,0,1,,,,1,0
0,13,CULIACAN,1039,1039B,26,137,4,1,2,2,0,1,5,,,,2,0
0,13,CULIACAN,1040,1040B,24,94,11,0,1,0,0,0,7,,,,1,1
0,13,CULIACAN,1041,1041B,43,142,18,1,1,0,0,0,3,,,,0,0
0,13,CULIACAN,1042,1042B,120,133,11,1,0,0,1,0,1,,,,1,0
0,13,CULIACAN,1043,1043B,50,222,24,2,3,0,2,1,5,,,,0,0
0,13,CULIACAN,1044,1044B,32,89,10,0,0,1,0,0,0,,,,1,1
0,13,CULIACAN,1045,1045B,43,154,15,2,0,1,0,0,1,,,,1,0
0,13,CULIACAN,1046,1046B,45,212,16,0,0,0,0,1,1,,,,0,0
0,13,CULIACAN,1047,1047B,29,106,7,0,0,1,0,0,4,,,,0,0
0,13,CULIACAN,1048,1048B,40,145,7,0,2,1,2,0,0,,,,2,0
0,13,CULIACAN,1049,1049B,91,227,18,2,2,0,0,0,5,,,,1,0
0,13,CULIACAN,1050,1050B,36,103,8,0,0,0,1,0,6,,,,0,0
0,13,CULIACAN,1051,1051B,29,127,14,1,2,0,0,0,3,,,,0,0
0,13,CULIACAN,1052,1052B,38,111,5,0,0,0,0,0,6,,,,1,0
0,13,CULIACAN,1053,1053B,43,122,11,0,0,0,0,0,1,,,,0,0
0,13,CULIACAN,1054,1054B,23,117,5,1,0,0,0,0,3,,,,0,0
0,13,CULIACAN,1055,1055B,36,129,8,1,0,1,0,0,1,,,,1,0
0,13,CULIACAN,1056,1056B,52,137,9,0,2,1,0,0,0,,,,0,0
0,13,CULIACAN,1057,1057B,45,140,7,1,1,0,1,0,1,,,,0,0
0,13,CULIACAN,1058,1058B,57,161,8,2,2,0,0,1,4,,,,0,0
0,13,CULIACAN,1059,1059B,29,117,11,0,1,1,0,0,0,,,,0,0
0,13,CULIACAN,1060,1060B,10,84,5,1,0,0,0,0,4,,,,1,0
0,13,CULIACAN,1061,1061B,23,110,7,1,1,2,0,0,1,,,,1,0
0,13,CULIACAN,1062,1062B,21,113,8,0,1,0,0,0,3,,,,0,0
0,13,CULIACAN,1063,1063B,30,69,4,0,0,0,0,0,1,,,,0,0
0,13,CULIACAN,1064,1064B,27,121,6,0,0,1,0,0,2,,,,0,0
0,13,CULIACAN,1065,1065B,25,98,6,3,1,0,0,0,3,,,,0,0
0,13,CULIACAN,1066,1066B,25,91,7,2,1,0,1,0,3,,,,0,0
0,13,CULIACAN,1067,1067B,31,73,12,1,2,1,0,0,5,,,,0,0
0,13,CULIACAN,1068,1068B,23,86,4,4,2,1,0,0,2,,,,0,0
0,13,CULIACAN,1069,1069B,21,112,15,1,0,2,0,0,3,,,,0,0
0,13,CULIACAN,1070,1070B,19,121,14,1,0,0,0,0,5,,,,0,0
0,13,CULIACAN,1071,1071B,26,84,5,2,1,0,0,0,2,,,,0,0
0,13,CULIACAN,1072,1072B,21,127,9,2,1,0,1,0,2,,,,0,0
0,13,CULIACAN,1073,1073B,54,145,16,1,1,0,0,0,3,,,,0,0
0,13,CULIACAN,1074,1074B,18,116,9,0,1,0,1,0,2,,,,0,0
0,13,CULIACAN,1075,1075B,54,148,13,0,2,0,0,0,1,,,,0,1
0,13,CULIACAN,1076,1076B,28,113,20,3,0,0,1,0,2,,,,0,0
0,13,CULIACAN,1076,1076C1,37,125,12,3,1,0,0,0,2,,,,0,0
0,13,CULIACAN,1077,1077B,43,158,15,3,1,0,0,1,3,,,,0,0
0,13,CULIACAN,1078,1078B,81,239,15,3,5,0,1,0,4,,,,1,0
0,13,CULIACAN,1079,1079B,50,168,4,2,1,0,1,0,3,,,,1,0
0,13,CULIACAN,1080,1080B,31,107,4,0,0,0,0,0,8,,,,0,0
0,13,CULIACAN,1081,1081B,56,167,14,3,1,1,0,0,3,,,,0,0
0,13,CULIACAN,1082,1082B,41,161,4,1,0,0,0,0,11,,,,1,0
0,13,CULIACAN,1083,1083B,41,137,5,0,1,2,0,0,0,,,,1,0
0,13,CULIACAN,1084,1084B,29,135,5,0,0,0,1,0,0,,,,0,0
0,13,CULIACAN,1085,1085B,48,181,22,0,2,1,0,1,3,,,,0,0
0,13,CULIACAN,1086,1086B,83,217,29,1,1,2,0,0,3,,,,2,0
0,13,CULIACAN,1087,1087B,34,126,3,0,0,1,0,0,4,,,,0,0
0,13,CULIACAN,1087,1087C1,38,116,11,0,1,0,0,0,2,,,,0,0
0,13,CULIACAN,1087,1087C2,31,127,5,0,0,1,0,0,0,,,,0,0
0,13,CULIACAN,1088,1088B,55,175,11,1,1,0,0,0,5,,,,0,0
0,13,CULIACAN,1089,1089B,39,174,10,1,1,1,0,0,4,,,,0,0
0,13,CULIACAN,1090,1090B,38,177,8,2,4,0,0,0,2,,,,0,0
0,13,CULIACAN,1091,1091B,41,129,13,0,0,1,1,0,1,,,,0,0
0,13,CULIACAN,1091,1091C1,51,123,10,1,1,0,2,0,0,,,,0,0
0,13,CULIACAN,1092,1092B,36,99,9,1,0,0,0,0,1,,,,1,0
0,13,CULIACAN,1093,1093B,67,237,15,0,1,1,1,0,2,,,,1,0
0,13,CULIACAN,1094,1094B,38,183,24,0,2,0,1,0,3,,,,2,0
0,13,CULIACAN,1095,1095B,68,161,20,0,1,1,1,0,4,,,,1,0
0,13,CULIACAN,1096,1096B,30,111,18,3,1,1,0,0,0,,,,0,0
0,13,CULIACAN,1097,1097B,25,68,4,0,2,0,0,0,2,,,,0,0
0,13,CULIACAN,1098,1098B,24,160,14,3,0,3,0,0,3,,,,0,0
0,13,CULIACAN,1099,1099B,21,83,9,2,2,0,0,0,2,,,,0,0
0,13,CULIACAN,1100,1100B,18,79,8,0,0,0,1,0,5,,,,0,0
0,13,CULIACAN,1101,1101B,41,146,9,2,0,0,5,1,3,,,,0,0
0,13,CULIACAN,1102,1102B,17,107,6,0,0,0,0,0,2,,,,1,0
0,13,CULIACAN,1103,1103B,60,180,11,0,3,1,2,0,2,,,,1,0
0,13,CULIACAN,1104,1104B,43,100,9,1,2,0,0,0,3,,,,0,0
0,13,CULIACAN,1105,1105B,42,85,10,0,0,1,0,0,0,,,,0,0
0,13,CULIACAN,1106,1106B,19,143,8,0,0,0,1,0,2,,,,0,0
0,13,CULIACAN,1107,1107B,18,122,6,0,2,0,0,0,0,,,,0,0
0,13,CULIACAN,1108,1108B,28,79,3,2,0,0,0,0,2,,,,0,0
0,13,CULIACAN,1109,1109B,16,113,2,1,2,0,0,0,1,,,,0,0
0,13,CULIACAN,1110,1110B,20,89,12,0,0,0,1,0,3,,,,0,0
0,13,CULIACAN,1111,1111B,25,104,4,1,3,0,0,0,3,,,,0,0
0,13,CULIACAN,1112,1112B,20,131,9,0,1,0,0,0,1,,,,0,0
0,13,CULIACAN,1113,1113B,28,61,12,0,0,0,0,0,1,,,,0,0
0,13,CULIACAN,1114,1114B,35,121,4,0,0,0,1,0,6,,,,1,0
0,13,CULIACAN,1115,1115B,32,144,7,4,0,0,0,0,9,,,,1,0
0,13,CULIACAN,1116,1116B,25,132,9,2,3,0,0,0,0,,,,0,0
0,13,CULIACAN,1117,1117B,37,126,12,2,2,1,0,0,4,,,,0,0
0,13,CULIACAN,1118,1118B,33,105,9,0,0,0,1,0,6,,,,0,0
0,13,CULIACAN,1119,1119B,66,186,14,2,3,0,1,1,1,,,,1,0
0,13,CULIACAN,1119,1119C1,71,181,22,3,1,0,0,3,5,,,,1,0
0,13,CULIACAN,1119,1119C2,69,173,15,4,1,1,0,0,2,,,,0,0
0,13,CULIACAN,1119,1119C3,59,193,17,1,2,1,0,0,4,,,,0,0
0,13,CULIACAN,1120,1120B,53,104,12,1,4,1,0,0,0,,,,0,0
0,13,CULIACAN,1121,1121B,33,142,3,0,0,0,0,1,4,,,,0,0
0,13,CULIACAN,1122,1122B,16,71,7,0,0,1,0,0,3,,,,0,0
0,13,CULIACAN,1123,1123B,34,95,10,3,0,0,0,1,2,,,,1,0
0,13,CULIACAN,1124,1124B,17,107,6,0,1,0,0,0,3,,,,0,0
0,13,CULIACAN,1125,1125B,38,87,3,0,0,0,0,0,2,,,,0,0
0,13,CULIACAN,1126,1126B,32,118,4,1,2,0,1,1,2,,,,1,0
0,13,CULIACAN,1127,1127B,17,70,3,0,3,0,1,0,4,,,,0,0
0,13,CULIACAN,1128,1128B,24,123,7,0,1,0,0,0,5,,,,0,0
0,13,CULIACAN,1129,1129B,25,147,6,0,1,1,0,0,3,,,,0,0
0,13,CULIACAN,1130,1130B,45,102,9,1,0,1,0,0,3,,,,0,0
0,13,CULIACAN,1131,1131B,35,74,1,1,1,0,0,0,0,,,,0,0
0,13,CULIACAN,1132,1132B,27,155,11,1,0,0,0,0,0,,,,1,0
0,13,CULIACAN,1132,1132C1,44,130,11,1,0,0,4,0,2,,,,0,0
0,13,CULIACAN,1133,1133B,29,93,5,1,0,0,0,0,1,,,,0,0
0,13,CULIACAN,1134,1134B,28,95,2,1,1,0,0,1,0,,,,0,0
0,13,CULIACAN,1135,1135B,39,88,5,1,0,5,1,0,6,,,,0,0
0,13,CULIACAN,1136,1136B,19,84,7,0,0,8,0,0,0,,,,2,0
0,13,CULIACAN,1137,1137B,36,104,3,0,0,1,0,0,4,,,,1,0
0,13,CULIACAN,1138,1138B,34,120,5,0,2,0,6,0,3,,,,0,0
0,13,CULIACAN,1139,1139B,35,86,2,0,0,0,0,0,4,,,,0,0
0,13,CULIACAN,1140,1140B,28,120,8,0,1,0,0,1,3,,,,0,0
0,13,CULIACAN,1141,1141B,34,114,9,0,1,0,1,0,2,,,,0,0
0,13,CULIACAN,1142,1142B,40,98,3,0,1,0,0,0,5,,,,0,0
0,13,CULIACAN,1143,1143B,21,99,6,0,3,1,0,0,4,,,,0,0
0,13,CULIACAN,1144,1144B,26,80,1,0,3,0,0,1,2,,,,0,0
0,13,CULIACAN,1145,1145B,34,141,16,0,4,0,1,0,5,,,,0,0
0,13,CULIACAN,1146,1146B,52,104,13,0,0,1,0,0,3,,,,0,0
0,13,CULIACAN,1147,1147B,40,88,15,1,0,0,0,0,5,,,,0,0
0,13,CULIACAN,1148,1148B,30,78,10,1,1,1,0,0,0,,,,0,0
0,13,CULIACAN,1149,1149B,49,120,25,1,0,0,1,0,4,,,,0,0
0,13,CULIACAN,1150,1150B,40,102,10,0,0,1,0,0,1,,,,0,1
0,13,CULIACAN,1150,1150C1,54,109,8,0,0,0,0,0,7,,,,0,0
0,13,CULIACAN,1151,1151B,49,127,7,1,2,0,0,0,3,,,,0,0
0,13,CULIACAN,1151,1151C1,51,111,10,2,3,3,0,0,3,,,,0,0
0,13,CULIACAN,1151,1151C2,45,100,5,0,1,1,0,0,3,,,,0,0
0,13,CULIACAN,1151,1151C3,54,97,8,1,1,3,0,0,5,,,,0,0
0,13,CULIACAN,1151,1151C4,43,102,8,2,0,2,2,0,4,,,,0,0
0,13,CULIACAN,1151,1151C5,56,106,0,1,0,0,0,0,2,,,,0,0
0,13,CULIACAN,1152,1152B,27,96,8,0,0,0,0,0,3,,,,0,0
0,13,CULIACAN,1152,1152C1,39,125,5,0,0,1,0,0,2,,,,0,0
0,13,CULIACAN,1153,1153B,30,131,9,2,2,0,0,0,2,,,,0,0
0,13,CULIACAN,1154,1154B,38,116,4,0,2,1,0,0,3,,,,0,0
