CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND1,CAND_IND2,CAND_IND3,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,70,2,66,100,44,209,3,10,3,53,105,12,0,26,1,0,8,,,0,640,26,666,1064
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,71,2,89,123,49,143,17,15,12,94,147,21,24,11,0,0,7,,,0,752,35,787,1437
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,72,3,126,223,82,274,30,20,12,102,116,10,71,31,19,0,11,,,0,1127,47,1174,2218
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,73,3,139,203,61,285,14,21,6,126,142,12,1,32,0,0,7,,,5,1049,31,1085,2172
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,74,3,109,140,58,268,17,19,9,96,103,34,3,23,0,0,16,,,0,895,31,926,1584
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,75,2,65,77,17,232,8,13,2,58,70,8,11,47,0,0,3,,,0,611,22,633,1087
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,76,3,210,137,45,176,17,36,8,144,107,21,4,18,0,1,41,,,4,965,45,1014,1866
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,77,2,108,60,15,30,5,8,3,80,78,14,0,7,0,0,11,,,2,419,11,432,977
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,78,2,75,70,20,160,6,14,6,73,80,9,0,15,0,0,12,,,0,540,20,560,1113
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,79,2,57,66,41,73,4,9,5,63,98,11,0,17,0,0,11,,,2,455,29,486,1109
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,80,2,50,56,20,124,8,0,7,44,55,13,1,13,0,0,4,,,0,395,11,406,828
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,81,2,42,80,16,102,11,11,8,39,70,7,0,10,0,0,2,,,1,398,23,422,909
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,82,1,38,51,29,87,6,4,3,44,61,11,0,13,0,0,6,,,0,353,19,372,746
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,83,2,49,83,30,83,12,10,2,57,58,15,0,10,0,0,10,,,0,419,22,441,1103
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,84,2,36,81,28,89,7,8,6,35,42,12,1,21,0,0,4,,,0,370,17,387,1254
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,85,2,18,37,6,97,13,3,5,36,42,44,0,9,0,0,4,,,0,314,21,335,928
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,86,2,64,68,30,115,5,5,5,49,41,14,4,20,0,0,8,,,0,428,17,445,1025
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,87,1,33,47,9,104,5,2,1,36,2,9,2,13,0,0,7,,,0,270,7,277,742
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,88,1,22,35,15,119,1,4,3,30,31,7,0,9,0,0,6,,,0,282,12,294,654
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,89,1,45,38,9,91,2,6,5,24,36,3,13,1,0,0,3,,,0,276,10,286,572
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,90,2,86,78,27,152,10,8,12,85,74,13,0,13,0,0,11,,,1,569,16,586,1192
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,91,2,81,89,34,133,11,14,4,94,87,17,1,15,1,0,21,,,2,602,17,621,1274
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,92,2,129,66,25,137,6,13,9,54,49,8,3,18,1,0,15,,,1,533,15,549,1240
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,93,3,182,126,34,135,6,22,8,83,79,4,9,9,0,0,24,,,1,721,19,741,1678
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,94,2,83,113,38,176,3,15,10,80,85,5,1,28,0,0,14,,,3,651,25,679,1284
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,95,1,27,50,16,134,3,1,2,20,29,6,1,11,0,0,4,,,0,304,7,311,632
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,96,2,40,34,17,102,3,8,6,32,39,8,1,8,0,0,1,,,1,299,2,302,833
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,97,1,32,25,6,84,1,4,0,20,32,3,0,6,0,0,6,,,1,219,7,227,700
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,98,2,54,46,23,74,7,7,4,44,76,13,0,8,0,0,7,,,6,363,26,395,797
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,99,1,30,47,19,54,2,8,4,31,45,4,0,7,0,0,3,,,0,254,12,266,603
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,100,2,76,46,30,72,8,10,5,46,35,10,1,9,0,0,1,,,10,349,9,368,849
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,101,1,45,47,13,92,3,7,11,35,52,7,4,22,0,0,5,,,0,343,17,360,732
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,102,3,222,127,66,90,18,32,12,125,91,17,3,18,0,0,23,,,0,844,33,877,1790
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,103,1,80,43,15,20,4,8,7,32,20,3,0,2,0,0,9,,,3,243,8,254,457
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,104,2,155,111,30,101,15,21,9,102,45,17,4,15,0,0,27,,,3,652,17,672,1169
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,105,2,155,105,42,96,9,16,12,92,66,30,3,8,0,0,27,,,3,661,25,689,1162
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,106,2,108,78,28,56,5,13,3,66,46,15,2,5,0,0,14,,,1,439,20,460,854
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,107,2,62,103,33,120,11,12,10,97,96,12,3,39,0,0,9,,,0,607,20,627,1219
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,108,2,74,76,28,147,8,11,8,55,73,9,1,22,0,0,13,,,0,525,13,538,992
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,109,2,89,88,32,171,8,11,8,67,65,11,3,21,0,1,12,,,1,587,18,606,1165
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,110,2,66,65,21,81,7,13,8,43,45,21,0,7,0,0,14,,,1,391,14,406,926
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,111,1,38,44,12,70,4,8,3,22,24,11,3,0,0,0,0,,,7,239,5,251,504
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,112,1,34,45,14,60,3,3,2,29,27,2,0,8,0,0,4,,,0,231,6,237,571
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,113,2,52,53,18,48,8,6,1,23,24,8,0,15,0,0,4,,,1,260,17,278,981
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,114,2,32,58,14,51,8,3,2,22,17,2,0,5,0,0,4,,,0,218,8,226,763
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,115,2,31,57,16,134,5,5,0,26,25,4,7,6,0,0,1,,,2,317,12,331,995
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,116,2,92,82,28,81,5,9,5,54,45,15,3,9,0,0,10,,,0,438,12,450,995
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,117,2,80,117,31,183,12,15,2,54,64,8,3,13,0,0,11,,,1,593,11,605,1190
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,118,1,36,45,7,63,0,2,2,20,22,12,1,6,0,0,2,,,0,218,13,231,532
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,119,1,97,30,14,10,1,11,0,19,6,15,0,2,0,0,12,,,0,217,5,222,542
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,120,2,60,55,16,51,7,15,3,58,27,7,0,4,1,0,14,,,2,318,15,335,804
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,121,1,66,35,11,37,13,8,3,33,35,4,0,1,0,0,14,,,1,260,12,273,728
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,122,1,104,48,20,36,6,10,3,65,26,13,3,9,0,1,10,,,0,354,7,361,694
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,123,1,127,43,29,23,4,13,6,28,25,21,1,6,0,0,11,,,1,337,25,363,729
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,124,2,113,36,18,46,8,21,5,70,34,7,1,5,0,0,17,,,5,381,19,405,891
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,125,2,112,64,29,63,10,21,3,63,38,16,2,6,0,0,16,,,0,443,11,454,883
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,126,7,783,375,153,225,51,93,22,310,222,54,0,31,0,1,123,,,7,2443,92,2542,5241
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,127,3,186,200,85,189,18,18,11,124,186,39,1,36,0,0,19,,,0,1112,45,1157,2233
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,128,3,246,106,49,45,15,26,8,98,54,21,2,5,0,0,25,,,3,700,35,738,1553
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,129,1,67,19,5,3,4,9,5,30,13,8,0,2,0,0,14,,,0,179,9,188,433
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,130,1,92,38,7,14,5,5,1,28,21,0,0,0,0,0,15,,,1,226,15,242,566
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,131,2,87,68,24,72,3,8,3,38,24,22,0,5,8,0,14,,,0,376,21,397,819
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,132,1,84,60,19,59,7,6,15,35,29,14,1,7,0,0,14,,,2,350,14,366,700
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,133,2,127,72,22,51,8,21,4,55,33,11,1,2,0,0,13,,,1,420,17,438,920
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,134,2,66,55,31,55,3,7,6,50,18,9,2,8,0,0,9,,,1,319,11,331,835
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,135,2,64,41,15,46,4,7,2,33,22,13,0,4,0,0,14,,,1,265,11,277,762
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,136,1,85,17,9,17,2,9,2,15,10,15,1,5,0,0,14,,,1,201,4,206,507
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,137,1,131,35,18,14,3,16,1,23,17,15,0,3,0,0,15,,,0,291,9,300,632
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,138,1,94,36,16,51,2,12,4,32,15,11,1,3,0,0,15,,,0,292,10,302,639
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,139,1,82,65,21,48,5,9,5,43,18,17,1,6,0,0,15,,,1,335,11,347,748
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,140,1,112,26,12,19,9,12,3,38,24,6,0,5,0,0,7,,,2,273,6,281,601
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,141,1,72,24,17,20,3,12,2,29,18,7,0,0,0,0,11,,,0,215,14,229,649
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,142,1,99,46,19,34,2,18,1,60,15,21,1,4,0,0,0,,,18,320,12,350,729
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,143,1,59,41,17,27,6,10,4,35,26,14,1,10,0,1,12,,,2,263,16,281,703
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,144,2,122,39,9,16,3,12,5,34,24,8,1,2,0,0,14,,,0,289,12,301,800
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,145,1,106,38,15,21,7,8,1,23,23,14,0,3,0,0,18,,,2,277,8,287,669
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,146,8,1157,296,119,92,16,129,20,151,112,74,4,17,0,0,98,,,4,2285,86,2375,5278
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,147,10,1187,407,163,205,60,168,31,379,296,76,5,22,0,0,161,,,25,3160,137,3322,7409
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,148,2,107,89,27,131,10,15,11,64,92,16,4,18,0,0,12,,,3,596,20,619,1210
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,149,3,150,136,40,147,17,27,12,169,119,22,2,11,0,0,27,,,0,879,24,903,2019
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,151,7,565,278,130,222,46,96,34,309,231,61,8,24,0,0,89,,,10,2093,101,2204,4684
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,152,3,104,117,52,132,13,6,10,97,138,18,7,10,0,1,4,,,6,709,28,743,1515
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,153,2,92,122,60,149,16,12,9,91,126,28,5,30,0,0,4,,,4,744,30,778,1445
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,155,2,70,97,40,114,15,7,5,44,130,15,4,22,0,0,5,,,1,568,34,603,1221
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,156,2,88,74,34,114,11,19,9,90,104,7,1,10,0,0,14,,,2,575,25,602,1362
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,157,2,87,91,25,121,13,23,8,102,94,8,4,12,0,0,11,,,1,599,19,619,1258
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,158,2,89,93,26,169,13,14,10,57,106,12,4,12,0,0,14,,,1,619,22,642,1166
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,159,2,77,113,32,158,13,18,6,60,115,15,1,24,0,2,8,,,0,642,23,665,1301
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,161,4,526,159,48,60,12,72,13,125,62,39,3,9,1,0,53,,,2,1182,31,1215,2849
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,162,1,71,30,10,3,1,6,3,17,16,10,0,1,0,0,8,,,0,176,3,179,491
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,163,3,118,145,57,274,13,21,15,111,165,19,5,23,0,0,13,,,2,979,46,1027,2177
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,164,7,469,337,130,293,51,59,35,319,371,52,4,37,0,2,76,,,4,2235,87,2326,4838
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,165,2,65,98,47,116,5,14,8,57,76,17,2,14,0,0,9,,,0,528,16,544,1046
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,166,5,281,286,115,232,20,34,26,219,269,55,9,46,1,0,27,,,1,1620,61,1682,3232
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,167,2,91,96,37,221,7,14,12,69,100,10,2,19,0,0,10,,,0,688,30,718,1440
