CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND1,CAND_IND2,CAND_IND3,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,719,C01,44,57,25,5,2,9,4,37,5,7,0,3,1,0,,,,0,199,5,204,578,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2601-A2602.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,720,B,55,84,39,11,3,3,2,66,11,21,0,7,1,0,,,,0,303,6,309,745,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2603-A2604.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,720,C01,50,78,44,7,4,2,4,67,9,14,3,4,0,0,,,,6,286,10,302,745,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2605-A2606.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,721,B,35,49,25,6,7,2,3,50,7,14,2,3,0,0,,,,2,203,8,213,650,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2607-A2608.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,721,C01,41,50,25,9,3,5,2,42,4,17,1,1,0,0,,,,0,200,8,208,649,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2609-A2610.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,723,B,39,58,19,1,2,0,7,39,5,11,1,4,0,0,,,,0,186,5,191,447,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2615-A2616.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,724,B,41,38,22,2,3,0,1,36,5,13,0,1,0,0,,,,0,162,3,165,408,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2617-A2618.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,724,C01,29,29,20,2,1,4,2,27,2,15,1,2,0,0,,,,0,134,3,137,408,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2619-A2620.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,647,B,78,26,14,9,0,13,4,23,9,3,1,0,0,0,18,,,0,198,9,207,417,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1899-A1900.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,647,C01,63,24,14,11,6,16,0,31,13,6,1,2,0,0,15,,,0,202,2,204,416,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1901-A1902.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,648,B,101,40,19,11,6,12,6,53,25,9,1,1,0,0,0,,,0,284,10,294,704,GRUPO DE RECUENTO,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1903-A1904.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,649,B,70,15,22,16,2,11,7,30,19,9,1,1,0,0,19,,,0,222,9,231,442,GRUPO DE RECUENTO,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1905-A1906.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,649,C01,56,18,11,9,2,9,7,7,19,7,0,1,0,0,13,,,0,159,13,172,441,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1907-A1908.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,650,B,89,22,14,13,3,14,3,33,14,5,1,2,0,1,10,,,0,224,4,228,413,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1909-A1910.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,650,C01,98,14,12,17,7,9,3,24,27,5,2,1,0,0,14,,,0,233,5,238,413,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1911-A1912.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,651,B,74,30,6,7,2,7,1,24,16,7,0,2,0,0,8,,,0,184,6,190,396,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1913-A1914.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,652,B,95,20,17,24,3,12,4,40,25,5,0,4,0,0,11,,,0,260,8,268,473,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1915-A1916.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,652,C01,69,17,11,34,1,11,2,27,20,8,0,0,0,0,7,,,0,207,12,219,473,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1917-A1918.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,653,B,97,32,15,19,4,14,6,69,39,9,0,2,0,0,10,,,0,316,6,322,706,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1919-A1920.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,653,C01,111,30,13,26,7,11,7,50,29,9,0,3,0,0,11,,,0,307,11,318,705,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1921-A1922.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,655,B,52,30,11,43,6,11,2,38,27,6,0,3,0,0,7,,,0,236,9,245,438,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1925-A1926.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,655,C01,59,31,18,28,5,17,2,30,18,3,0,1,0,0,11,,,0,223,7,230,437,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1927-A1928.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,656,B,74,32,24,38,3,10,12,45,26,8,0,5,0,0,7,,,0,284,9,293,484,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1929-A1930.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,657,B,70,31,14,42,6,18,1,36,25,6,0,3,0,0,19,,,1,271,12,284,572,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1931-A1932.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,658,B,100,28,11,30,2,11,4,37,29,6,0,0,0,0,12,,,0,270,15,285,587,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1933-A1934.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,658,C01,78,31,13,15,4,25,1,42,25,5,0,0,0,0,19,,,2,258,11,271,586,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1935-A1936.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,659,B,94,38,9,28,0,25,4,30,36,11,1,4,1,0,22,,,0,303,17,320,671,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1937-A1938.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,660,B,87,30,15,16,2,6,4,30,15,0,3,0,0,0,12,,,0,220,10,230,519,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1939-A1940.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,660,C01,62,24,15,14,0,13,3,45,21,1,1,4,0,0,6,,,0,209,20,229,518,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1941-A1942.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,725,C01,51,49,43,4,1,8,1,55,5,16,0,5,0,0,,,,0,238,13,251,745,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2623-A2624.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,661,B,88,47,13,20,4,14,3,34,17,7,1,3,0,0,9,,,1,260,7,268,537,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1943-A1944.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,661,C01,102,25,11,20,4,9,6,21,21,3,1,1,0,0,7,,,1,231,12,244,536,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1945-A1946.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,726,B,54,34,28,5,1,4,0,64,8,15,0,4,0,0,,,,2,217,11,230,591,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2625-A2626.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,662,B,121,40,14,11,4,14,0,44,24,7,0,1,0,0,16,,,1,296,12,309,613,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1947-A1948.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,726,C01,49,42,29,7,2,0,2,41,6,19,0,2,0,1,,,,0,200,10,210,591,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2627-A2628.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,662,C01,93,31,27,11,6,11,3,47,33,2,0,4,0,0,20,,,1,288,15,304,613,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1949-A1950.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,663,B,82,22,13,39,5,14,6,29,25,0,1,2,0,0,13,,,0,251,12,263,509,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1951-A1952.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,727,B,28,59,22,10,2,0,2,45,10,6,1,4,0,0,,,,0,189,20,209,563,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2629-A2630.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,663,C01,98,37,7,36,4,7,4,27,22,4,1,5,0,0,7,,,2,259,8,269,509,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1953-A1954.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,664,B,113,27,9,18,1,14,3,27,14,5,0,3,0,0,14,,,3,248,8,259,519,GRUPO DE RECUENTO,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1955-A1956.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,727,C01,48,53,28,6,7,3,0,53,3,5,0,2,0,0,,,,0,208,0,208,563,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2631-A2632.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,664,C01,117,25,15,7,7,24,4,20,17,5,0,0,0,0,12,,,0,253,10,263,519,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1957-A1958.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,664,C02,115,21,17,8,4,14,4,19,19,14,0,3,0,0,11,,,1,249,9,259,518,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1959-A1960.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,665,B,87,15,7,8,2,9,2,22,12,11,0,2,0,0,13,,,2,190,7,199,403,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1961-A1962.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,665,C01,76,29,7,9,4,14,4,26,7,7,0,0,0,0,12,,,0,195,8,203,403,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1963-A1964.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,728,B,30,34,19,3,0,4,48,15,7,0,3,0,0,0,,,,0,163,3,166,482,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2633-A2634.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,666,B,88,20,14,9,5,5,1,22,15,13,0,1,0,0,5,,,2,198,7,207,421,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1965-A1966.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,667,B,94,28,9,16,4,18,5,17,15,13,0,2,0,0,10,,,0,231,9,240,519,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1967-A1968.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,729,B,113,40,23,3,1,8,1,38,17,6,0,3,0,0,,,,2,253,5,260,563,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2635-A2636.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,667,C01,93,21,15,7,5,15,3,26,19,8,1,1,0,1,13,,,1,228,11,240,519,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1969-A1970.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,667,C02,118,34,14,12,1,13,4,18,19,5,0,0,0,0,20,,,0,258,7,265,519,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1971-A1972.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,729,C01,107,41,12,2,2,9,3,48,21,10,0,3,1,0,,,,1,259,4,264,562,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2637-A2638.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,811,B,41,65,34,106,16,3,3,33,78,7,2,10,0,0,3,,,0,401,11,412,747,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0387-A0388.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,729,C02,110,56,11,7,2,10,1,46,17,12,1,2,0,0,,,,0,275,5,280,562,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2639-A2640.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,812,B,16,30,10,63,5,3,0,29,61,5,0,7,0,0,0,,,0,229,11,240,488,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0389-A0390.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,730,B,75,45,25,2,2,7,1,77,11,6,2,4,0,0,,,,1,257,9,267,568,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2641-A2642.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,812,C01,19,23,14,85,2,3,6,25,48,2,0,4,0,1,4,,,0,236,7,243,487,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0391-A0392.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,731,B,98,75,42,5,5,7,3,62,15,12,0,4,0,0,,,,0,328,13,341,685,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2643-A2644.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,813,B,19,30,17,81,5,4,5,14,33,2,1,9,0,0,1,,,0,221,8,229,437,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0393-A0394.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,732,B,61,49,27,1,3,5,3,58,17,6,0,3,0,0,,,,0,233,5,238,511,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2645-A2646.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,813,C01,18,50,22,75,8,1,6,14,37,1,8,5,0,0,1,,,0,246,8,254,436,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0395-A0396.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,814,B,36,31,8,21,4,8,4,37,49,5,0,1,0,0,7,,,0,211,5,216,492,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0397-A0398.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,815,B,25,27,17,28,4,5,2,38,38,1,0,6,0,0,0,,,0,191,1,192,398,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0401-A0402.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,815,C01,13,26,9,38,4,9,2,35,28,2,1,3,0,0,4,,,1,174,4,179,397,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0403-A0404.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,816,B,18,32,11,42,8,3,5,24,54,2,0,2,0,0,2,,,0,203,6,209,458,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0405-A0406.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,732,C01,61,36,17,7,4,3,3,47,20,12,3,0,0,0,,,,0,213,6,219,511,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2647-A2648.JPG
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,733,B,54,55,26,5,6,4,4,74,13,12,0,3,0,0,,,,0,256,7,263,543,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2039-A2040.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,816,C01,21,34,8,50,3,2,4,26,35,2,0,3,0,0,1,,,0,189,4,193,458,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0407-A0408.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,817,B,28,33,11,36,4,9,6,30,37,3,2,1,0,0,6,,,0,206,6,212,472,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0409-A0410.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,817,C01,32,35,13,36,6,5,2,34,34,3,1,3,0,0,5,,,0,209,9,218,471,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0411-A0412.JPG
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,733,C01,63,53,33,14,2,6,4,54,11,8,0,1,0,0,,,,1,249,5,255,543,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2041-A2042.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,818,B,21,23,7,64,8,4,4,25,56,1,2,5,0,0,3,,,1,223,6,230,503,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0413-A0414.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,818,C01,13,36,11,66,6,3,3,24,32,1,0,4,0,0,2,,,0,201,9,210,503,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0415-A0416.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,819,B,52,50,21,46,4,6,2,63,74,10,2,5,0,0,6,,,0,341,5,346,720,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0417-A0418.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,820,B,24,38,11,76,24,3,3,15,97,6,0,6,0,0,2,,,0,305,8,313,604,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0419-A0420.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,821,B,24,26,7,73,6,3,4,36,33,1,3,2,0,0,8,,,1,226,6,233,506,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0421-A0422.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,822,B,22,30,9,69,5,6,1,40,52,7,0,2,0,0,4,,,2,247,5,254,683,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0423-A0424.JPG
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,734,B,89,50,28,3,4,14,5,43,7,12,3,3,0,0,,,,0,261,14,275,717,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2043-A2044.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,822,C01,31,32,11,59,15,7,5,47,66,5,0,4,1,0,5,,,1,288,6,295,683,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0425-A0426.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,823,B,34,33,19,37,8,2,9,48,45,3,0,7,0,0,4,,,0,249,14,263,599,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0427-A0428.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,824,B,30,34,18,43,15,7,3,38,48,3,0,6,0,0,0,,,7,245,10,262,583,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0429-A0430.JPG
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,735,B,63,65,20,3,3,7,3,35,9,13,1,2,1,0,,,,0,225,2,227,450,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2045-A2046.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,825,B,34,52,17,52,8,17,6,40,70,8,1,4,0,0,5,,,0,314,5,319,728,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0431-A0432.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,826,B,10,56,11,68,6,4,1,23,28,2,0,5,0,0,0,,,0,214,11,225,662,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0433-A0434.JPG
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,736,C01,43,40,22,3,8,3,3,48,10,5,2,1,1,0,,,,0,189,13,202,525,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2049-A2050.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,826,C01,19,41,8,53,7,2,1,24,49,1,2,10,0,0,0,,,3,217,7,227,662,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0435-A0436.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,737,B,34,53,16,3,1,2,1,34,3,19,0,1,0,0,,,,0,167,3,170,466,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2649-A2650.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,826,C02,26,38,5,55,7,7,3,24,28,0,0,0,0,0,0,,,0,193,3,196,662,GRUPO DE RECUENTO,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0437-A0438.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,737,C01,39,31,20,4,2,2,3,31,5,8,0,2,0,0,,,,0,147,3,150,465,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2651-A2652.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,826,C03,8,37,11,54,7,3,2,20,39,2,4,0,0,0,4,,,0,191,3,194,661,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0439-A0440.JPG
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,738,B,56,30,11,1,1,3,3,37,12,9,3,1,0,0,,,,1,167,6,174,461,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2051-A2052.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,826,C04,20,34,12,59,3,2,1,19,31,4,0,1,0,0,3,,,0,189,5,194,661,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0441-A0442.JPG
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,738,C01,50,36,11,3,1,8,1,38,2,12,0,1,0,0,,,,0,163,5,168,460,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2053-A2054.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,826,C05,7,40,15,65,2,1,1,23,39,2,0,6,0,0,0,,,0,201,2,203,661,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0443-A0444.JPG
