CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,PUP,NVA_ALIANZA,PSD,MORENA,ES,PRS,PAN_PRD,PRI_PVEM,C_COMUN_NVA_ALIANZA_PSD,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,CAND_IND33,CAND_IND34,CAND_IND35,CAND_IND36,CAND_IND37,CAND_IND38,CAND_IND39,CAND_IND40,CAND_IND41,CAND_IND42,CAND_IND43,CAND_IND44,CAND_IND45,CAND_IND46,CAND_IND47,PLANILLA_UNICA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,674,2,165,257,25,11,105,5,5,12,5,97,,8,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,0,730,25,755,1453
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,675,2,121,265,29,3,84,3,9,13,1,125,,12,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,0,697,18,715,1470
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,676,2,82,315,21,11,60,2,3,27,2,96,,1,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,0,651,15,666,1186
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,677,3,92,401,29,5,55,3,10,27,2,123,,1,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,0,776,11,787,1507
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,678,3,149,241,22,9,122,6,17,20,11,64,,27,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,7,711,19,737,1680
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,679,4,147,263,74,4,274,20,31,14,3,115,,3,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,0,1006,43,1049,2277
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,680,4,136,201,37,7,86,7,7,3,1,100,,6,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,0,621,19,640,1406
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,681,2,91,207,47,9,56,5,4,9,3,112,,8,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,0,570,7,577,1218
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,682,2,123,228,50,2,117,9,21,11,2,114,,5,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,0,707,26,733,1478
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,683,3,214,220,63,11,110,10,21,7,4,159,,6,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,0,861,27,888,2030
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,684,3,156,293,53,4,135,5,12,8,0,136,,3,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,0,836,24,860,1692
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,685,2,169,272,29,7,93,4,16,6,1,80,,7,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,0,714,16,730,1480
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,686,4,215,308,59,20,143,38,45,12,8,168,,11,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,0,1075,39,1114,2634
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,687,3,159,203,52,7,62,4,88,10,1,121,,6,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,0,741,33,774,1712
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,688,2,106,310,48,7,108,4,7,26,2,113,,4,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,0,770,19,789,1488
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,689,2,104,371,16,7,90,8,5,7,1,112,,4,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,0,746,12,758,1337
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,690,1,48,156,9,6,53,0,1,9,0,33,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,0,336,9,345,599
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,691,2,128,261,22,3,97,1,8,13,0,45,,1,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,0,630,13,643,1222
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,692,2,173,177,29,2,54,1,2,5,3,61,,8,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,0,565,9,574,1187
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,693,3,195,186,60,4,114,11,20,8,2,94,,5,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,0,730,23,753,1577
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,694,2,75,212,23,4,183,7,4,3,0,73,,1,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,0,614,13,627,1223
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,695,2,96,154,23,3,55,1,5,7,2,136,,6,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,0,526,12,538,1154
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,696,3,97,267,15,2,71,0,5,3,0,47,,2,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,0,537,10,547,936
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,697,2,103,205,27,4,68,8,4,3,2,85,,32,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,,,,,,,,,,,0,659,13,672,1392
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,698,1,22,52,5,0,16,0,1,1,0,25,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,0,132,9,141,292
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,699,2,127,168,20,3,56,7,7,12,2,76,,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,0,519,15,534,1144
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,700,2,90,228,26,4,52,4,11,10,6,89,,2,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,0,547,16,563,1147
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,701,2,89,234,27,3,74,3,19,6,4,80,,4,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,0,568,22,590,1137
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,702,2,102,217,16,1,85,3,1,10,1,59,,7,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,0,519,14,533,990
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,703,3,120,187,24,4,103,3,5,5,0,76,,1,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,0,558,27,585,1691
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,704,1,81,158,13,3,31,6,6,6,1,26,,1,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,0,348,11,359,568
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,705,1,25,101,4,3,22,2,0,2,1,22,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,184,7,191,262
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,706,1,61,107,42,1,65,5,16,1,0,58,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,0,362,14,376,646
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,707,2,135,247,14,5,70,0,5,4,1,38,,2,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,1,540,17,558,861
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,708,4,395,498,55,10,102,7,11,12,2,150,,2,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,0,1274,37,1311,2109
3,20,OAXACA,19,SALINA CRUZ,76,SALINA CRUZ,709,2,77,125,17,3,81,7,1,6,0,75,,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,0,409,15,424,930
3,20,OAXACA,19,SALINA CRUZ,121,SAN BLAS ATEMPA,814,3,3,476,654,8,8,,,0,7,70,,,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1241,29,1270,1620
3,20,OAXACA,19,SALINA CRUZ,121,SAN BLAS ATEMPA,815,4,11,756,1012,30,6,,,8,8,300,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2155,25,2180,2944
3,20,OAXACA,19,SALINA CRUZ,121,SAN BLAS ATEMPA,816,3,3,564,643,10,4,,,4,8,261,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1511,21,1532,1877
3,20,OAXACA,19,SALINA CRUZ,121,SAN BLAS ATEMPA,817,3,6,390,545,18,2,,,2,8,182,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1165,13,1178,1565
3,20,OAXACA,19,SALINA CRUZ,121,SAN BLAS ATEMPA,818,5,19,795,1126,13,14,,,8,13,324,,,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2332,47,2379,2987
3,20,OAXACA,19,SALINA CRUZ,121,SAN BLAS ATEMPA,819,4,5,886,886,12,5,,,2,7,138,,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1951,20,1971,2546
3,20,OAXACA,19,SALINA CRUZ,303,SAN PEDRO COMITANCILLO,1461,3,7,480,592,2,5,74,,,,360,,,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1537,37,1574,1961
3,20,OAXACA,19,SALINA CRUZ,303,SAN PEDRO COMITANCILLO,1462,2,3,507,295,4,4,51,,,,268,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1139,14,1153,1412
3,20,OAXACA,19,SALINA CRUZ,306,SAN PEDRO HUILOTEPEC,1472,3,7,551,146,7,170,0,404,62,,243,,37,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1637,34,1671,2213
3,20,OAXACA,19,SALINA CRUZ,442,SANTA MARIA XADANI,1929,2,4,170,0,247,2,0,13,,,2,,469,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,916,3,919,1360
3,20,OAXACA,19,SALINA CRUZ,442,SANTA MARIA XADANI,1930,3,2,267,2,280,2,6,13,,,1,,535,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1113,4,1117,1683
3,20,OAXACA,19,SALINA CRUZ,442,SANTA MARIA XADANI,1931,3,3,155,3,313,2,1,19,,,2,,546,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1049,1,1050,1518
3,20,OAXACA,19,SALINA CRUZ,442,SANTA MARIA XADANI,1932,2,2,147,1,254,4,2,24,,,3,,325,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,766,0,766,1144
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,30,EL ESPINAL,180,2,0,123,16,0,6,1,178,,,363,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,690,11,701,880
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,30,EL ESPINAL,181,2,3,230,12,1,6,2,197,,,249,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,701,3,704,870
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,30,EL ESPINAL,182,2,0,209,27,3,5,1,278,,,247,,,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,780,12,792,936
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,30,EL ESPINAL,183,2,5,239,51,6,9,2,285,,,232,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,836,19,855,1151
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,30,EL ESPINAL,184,2,5,166,26,6,4,2,263,,,284,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,757,12,769,1008
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,30,EL ESPINAL,185,2,3,195,46,3,1,1,106,,,260,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,621,6,627,800
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,30,EL ESPINAL,186,2,0,190,45,0,3,2,159,,,316,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,720,13,733,951
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,283,3,12,325,110,10,19,8,2,6,2,68,,4,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,199,65,,,,,,,,1,875,31,907,1617
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,284,7,39,614,600,39,195,49,9,13,13,348,,1,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,453,43,,,,,,,,0,2479,105,2501,4727
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,285,4,14,607,170,51,52,11,9,7,7,56,,1,11,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,191,12,,,,,,,,0,1236,36,1272,2335
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,286,2,10,261,192,19,17,3,4,5,4,51,,0,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,84,19,,,,,,,,0,706,22,601,1265
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,287,2,21,229,176,9,33,5,7,3,2,48,,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,144,16,,,,,,,,0,764,16,780,1377
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,288,2,16,237,167,16,30,6,11,5,2,37,,0,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,136,29,,,,,,,,1,732,20,623,1285
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,289,5,15,315,195,10,25,8,3,11,3,89,,1,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,184,33,,,,,,,,0,932,29,930,1341
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,290,4,40,341,699,19,30,19,7,7,2,183,,5,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,233,38,,,,,,,,0,1659,80,1739,2927
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,291,3,26,246,503,20,49,4,5,1,3,167,,1,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,193,30,,,,,,,,0,1271,48,1101,1462
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,292,2,15,228,165,8,17,6,2,17,1,60,,1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,135,34,,,,,,,,1,712,14,603,1177
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,293,3,18,273,244,11,14,7,8,6,4,69,,0,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,169,36,,,,,,,,0,927,22,949,1621
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,294,5,43,505,348,17,45,29,16,14,9,105,,4,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,453,68,,,,,,,,0,1748,77,1723,3253
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,295,2,8,112,114,6,14,7,1,2,0,57,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,106,17,,,,,,,,0,454,12,466,815
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,296,2,29,111,139,16,18,3,3,0,1,28,,0,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,117,56,,,,,,,,0,548,10,558,954
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,297,1,18,175,82,10,3,3,1,1,0,33,,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,69,48,,,,,,,,1,463,7,278,723
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,298,1,8,147,60,12,6,3,0,2,0,16,,0,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,36,23,,,,,,,,0,333,11,344,550
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,299,2,9,188,163,11,15,9,2,2,2,55,,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,137,13,,,,,,,,0,616,24,640,1051
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,300,3,26,270,388,16,31,14,5,5,17,90,,1,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,196,57,,,,,,,,0,1140,50,1190,2020
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,301,2,6,154,164,40,11,5,0,1,5,81,,1,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,101,29,,,,,,,,1,617,23,567,1028
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,302,2,21,190,108,8,7,3,6,1,2,26,,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,171,38,,,,,,,,0,620,11,631,1131
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,303,2,26,101,145,3,6,16,6,3,3,62,,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,142,32,,,,,,,,0,562,17,452,1079
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,304,2,15,152,148,10,15,13,7,3,2,54,,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,168,13,,,,,,,,1,629,19,649,1087
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,305,1,8,107,59,4,7,1,3,1,0,43,,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,75,30,,,,,,,,0,353,16,369,646
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,306,2,11,163,123,55,27,23,2,2,8,56,,0,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,166,24,,,,,,,,0,676,16,692,1069
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,307,2,12,99,164,6,17,5,2,1,1,67,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,138,8,,,,,,,,0,531,18,492,863
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,308,2,9,101,114,8,14,7,2,2,1,24,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,113,16,,,,,,,,0,423,16,439,799
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,309,1,13,88,95,3,27,5,7,2,1,26,,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,110,25,,,,,,,,1,411,14,426,736
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,310,2,11,136,173,9,61,19,12,1,1,46,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,233,31,,,,,,,,0,748,27,712,1337
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,311,2,18,142,141,4,25,50,4,3,2,103,,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,204,13,,,,,,,,0,714,23,737,1264
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,312,2,8,135,175,5,34,71,17,4,3,94,,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,169,10,,,,,,,,0,738,44,782,1298
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,313,2,17,116,200,3,36,26,33,2,0,41,,1,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,226,11,,,,,,,,0,725,38,763,1266
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,314,2,9,111,177,4,41,23,7,1,0,62,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,151,7,,,,,,,,0,596,22,618,962
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,315,2,11,98,234,3,19,6,3,1,4,69,,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,133,11,,,,,,,,0,603,21,624,1043
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,316,2,10,131,321,6,32,12,4,0,1,75,,0,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,123,12,,,,,,,,1,736,29,766,1360
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,317,2,20,151,151,4,27,46,10,2,1,33,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,143,12,,,,,,,,0,605,16,621,989
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,318,2,22,109,158,9,17,36,6,1,0,53,,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,235,14,,,,,,,,0,673,23,696,1218
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,319,4,30,223,401,11,41,285,17,4,3,98,,1,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,346,7,,,,,,,,0,1482,64,1546,2708
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,320,2,11,143,303,3,38,17,6,1,0,55,,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,157,6,,,,,,,,0,753,26,779,1328
3,20,OAXACA,20,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,321,3,23,170,424,11,45,14,9,1,0,52,,1,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,134,4,,,,,,,,0,907,33,872,1751
