DISTRITO    ,MUNICIPIO   ,SECCION   ,CASILLA,LISTA NOMINAL,PAN,PAN-PRD,PAN-PRD-PT,PAN-PT,PRI,PRI-PVEM,PRD,PRD-PT,PT,PVEM,Convergencia,NULOS,NOREGISTRADOS
3,ACALA,18,EXT. 1,231,88,,,,91,,5,,0,1,0,3,0
3,ACALA,19,BÁSICA,730,231,,,,120,,111,,0,7,0,5,0
3,ACALA,19,CONTIGUA 1,730,256,,,,113,,80,,0,20,0,48,0
3,ACALA,19,EXT. 1,210,101,,,,28,,5,,0,3,0,1,0
3,ACALA,20,BÁSICA,482,192,,,,133,,5,,0,3,0,10,0
3,ACALA,20,CONTIGUA 1,482,194,,,,119,,18,,0,2,0,13,0
,,,,,,,,,,,,,,,,,
16,ACAPETAHUA,21,BÁSICA,737,69,,,,132,,65,,96,105,0,8,0
16,ACAPETAHUA,22,BÁSICA,513,22,,,,111,,57,,51,87,0,0,0
16,ACAPETAHUA,22,CONTIGUA 1,513,29,,,,98,,49,,56,75,0,8,0
16,ACAPETAHUA,23,BÁSICA,462,29,,,,57,,39,,87,86,0,9,0
16,ACAPETAHUA,23,CONTIGUA 1,463,30,,,,73,,36,,68,95,0,7,0
16,ACAPETAHUA,24,BÁSICA,670,37,,,,129,,121,,63,75,0,6,0
16,ACAPETAHUA,24,CONTIGUA 1,670,43,,,,120,,97,,69,67,0,10,0
16,ACAPETAHUA,25,BÁSICA,732,45,,,,133,,46,,35,119,0,9,0
16,ACAPETAHUA,25,CONTIGUA 1,732,28,,,,126,,64,,27,113,0,15,0
16,ACAPETAHUA,26,BÁSICA,400,1,,,,22,,7,,17,216,0,4,0
16,ACAPETAHUA,26,CONTIGUA 1,400,7,,,,11,,10,,14,208,0,9,0
16,ACAPETAHUA,26,EXT. 1,426,9,,,,98,,37,,11,143,0,18,0
16,ACAPETAHUA,26,EXT. 2,427,3,,,,90,,39,,13,130,0,7,0
16,ACAPETAHUA,27,BÁSICA,619,10,,,,44,,4,,51,305,0,8,0
16,ACAPETAHUA,27,CONTIGUA 1,619,12,,,,37,,5,,62,271,0,9,0
16,ACAPETAHUA,28,BÁSICA,579,18,,,,113,,13,,40,176,0,20,0
16,ACAPETAHUA,28,CONTIGUA 1,580,20,,,,135,,11,,24,182,0,13,0
16,ACAPETAHUA,28,EXT. 1,276,6,,,,71,,2,,61,32,0,9,0
16,ACAPETAHUA,29,BÁSICA,516,74,,,,67,,38,,57,107,0,7,0
16,ACAPETAHUA,29,CONTIGUA 1,516,71,,,,48,,30,,68,139,0,1,0
16,ACAPETAHUA,30,BÁSICA,738,66,,,,113,,33,,184,65,0,9,0
16,ACAPETAHUA,31,BÁSICA,442,52,,,,94,,11,,46,64,0,6,0
16,ACAPETAHUA,31,CONTIGUA 1,442,47,,,,79,,20,,59,75,0,7,0
16,ACAPETAHUA,32,BÁSICA,480,18,,,,104,,41,,59,54,0,8,0
16,ACAPETAHUA,32,EXT. 1,380,2,,,,134,,6,,41,68,0,3,0
16,ACAPETAHUA,33,BÁSICA,577,29,,,,137,,18,,96,59,0,19,0
16,ACAPETAHUA,34,BÁSICA,543,19,,,,117,,46,,55,101,0,15,0
16,ACAPETAHUA,34,CONTIGUA 1,543,19,,,,136,,38,,56,79,0,24,0
16,ACAPETAHUA,34,CONTIGUA 2,544,13,,,,111,,55,,46,113,0,11,0
,,,,,,,,,,,,,,,,,
7,ALTAMIRANO,35,BÁSICA,627,8,,,,121,,,105,,131,0,21,0
7,ALTAMIRANO,35,CONTIGUA 1,627,8,,,,76,,,101,,175,0,23,0
7,ALTAMIRANO,35,CONTIGUA 2,627,19,,,,92,,,85,,154,0,22,0
7,ALTAMIRANO,36,BÁSICA,747,32,,,,163,,,93,,129,0,29,0
7,ALTAMIRANO,36,CONTIGUA 1,747,27,,,,106,,,139,,122,0,27,0
7,ALTAMIRANO,37,BÁSICA,684,24,,,,74,,,59,,173,0,18,0
7,ALTAMIRANO,37,CONTIGUA 1,684,15,,,,51,,,105,,185,0,36,0
7,ALTAMIRANO,37,CONTIGUA 2,684,10,,,,73,,,72,,157,0,19,0
7,ALTAMIRANO,38,BÁSICA,631,1,,,,109,,,22,,199,1,28,0
7,ALTAMIRANO,38,EXT. 1,92,1,,,,1,,,32,,5,0,6,0
7,ALTAMIRANO,39,BÁSICA,456,9,,,,64,,,8,,154,0,19,0
7,ALTAMIRANO,39,CONTIGUA 1,457,2,,,,43,,,4,,160,0,10,0
7,ALTAMIRANO,39,EXT. 1,184,2,,,,57,,,20,,29,0,3,0
7,ALTAMIRANO,40,BÁSICA,511,9,,,,153,,,38,,131,0,0,0
7,ALTAMIRANO,40,CONTIGUA 1,511,15,,,,133,,,46,,126,0,22,0
7,ALTAMIRANO,40,EXT. 1,418,54,,,,21,,,4,,83,0,5,0
7,ALTAMIRANO,40,EXT. 2,359,6,,,,101,,,40,,31,0,9,0
7,ALTAMIRANO,41,BÁSICA,453,3,,,,242,,,6,,57,0,11,0
7,ALTAMIRANO,41,CONTIGUA 1,454,1,,,,227,,,5,,56,0,0,0
7,ALTAMIRANO,41,EXT. 1,396,2,,,,84,,,4,,99,0,12,0
7,ALTAMIRANO,42,BÁSICA,431,10,,,,94,,,52,,116,0,23,0
7,ALTAMIRANO,42,CONTIGUA 1,431,13,,,,76,,,54,,130,1,28,0
7,ALTAMIRANO,42,EXT. 1,398,0,,,,171,,,8,,93,0,10,0
7,ALTAMIRANO,42,EXT. 2,393,19,,,,177,,,4,,31,1,9,0
7,ALTAMIRANO,43,BÁSICA,465,2,,,,109,,,11,,205,0,13,0
7,ALTAMIRANO,43,CONTIGUA 1,465,4,,,,123,,,23,,161,0,12,0
,,,,,,,,,,,,,,,,,
12,AMATÁN,44,BÁSICA,730,124,,,,110,,78,,47,44,56,19,0
12,AMATÁN,44,CONTIGUA 1,731,96,,,,113,,91,,27,63,69,16,0
12,AMATÁN,44,CONTIGUA 2,731,120,,,,118,,100,,50,32,54,17,0
12,AMATÁN,45,BÁSICA,517,108,,,,49,,42,,3,30,14,21,0
12,AMATÁN,45,EXT. 1,110,41,,,,13,,1,,4,12,2,3,0
12,AMATÁN,46,BÁSICA,252,19,,,,5,,8,,22,3,1,4,0
12,AMATÁN,46,EXT. 1,274,61,,,,20,,41,,1,1,0,9,0
12,AMATÁN,47,BÁSICA,446,15,,,,40,,82,,2,29,5,6,0
12,AMATÁN,48,BÁSICA,400,95,,,,81,,31,,29,22,12,10,0
12,AMATÁN,48,CONTIGUA 1,401,92,,,,71,,40,,20,35,16,9,0
12,AMATÁN,48,EXT. 1,505,68,,,,27,,135,,7,36,41,19,0
12,AMATÁN,49,BÁSICA,450,58,,,,155,,43,,18,8,19,13,0
12,AMATÁN,49,EXT. 1,342,51,,,,30,,60,,11,40,44,5,0
12,AMATÁN,50,BÁSICA,518,82,,,,70,,46,,34,7,36,15,0
12,AMATÁN,50,CONTIGUA 1,519,76,,,,71,,57,,55,10,41,2,0
12,AMATÁN,51,BÁSICA,680,184,,,,150,,106,,15,8,10,7,0
12,AMATÁN,52,BÁSICA,465,65,,,,78,,91,,6,3,26,20,0
12,AMATÁN,52,CONTIGUA 1,466,81,,,,65,,77,,13,6,17,15,0
12,AMATÁN,53,BÁSICA,574,127,,,,93,,108,,42,27,3,10,0
12,AMATÁN,53,CONTIGUA 1,574,103,,,,83,,120,,49,30,5,19,0
,,,,,,,,,,,,,,,,,
17,AMATENANGO DE LA FRONTERA,54,BÁSICA,721,,,94,,166,,,,,155,27,23,0
17,AMATENANGO DE LA FRONTERA,54,CONTIGUA 1,721,,,64,,140,,,,,214,34,14,0
17,AMATENANGO DE LA FRONTERA,55,BÁSICA,524,,,24,,206,,,,,70,2,14,0
17,AMATENANGO DE LA FRONTERA,55,EXT. 1,262,,,93,,37,,,,,31,3,7,0
17,AMATENANGO DE LA FRONTERA,56,BÁSICA,385,,,115,,70,,,,,80,1,15,0
17,AMATENANGO DE LA FRONTERA,56,EXT. 1,326,,,96,,36,,,,,60,5,7,4
17,AMATENANGO DE LA FRONTERA,57,BÁSICA,514,,,269,,53,,,,,21,7,1,0
17,AMATENANGO DE LA FRONTERA,57,CONTIGUA 1,514,,,268,,53,,,,,42,1,13,0
17,AMATENANGO DE LA FRONTERA,58,BÁSICA,492,,,158,,107,,,,,62,3,3,0
17,AMATENANGO DE LA FRONTERA,59,BÁSICA,403,,,152,,78,,,,,26,19,7,0
17,AMATENANGO DE LA FRONTERA,59,EXT. 1,433,,,113,,127,,,,,8,13,11,0
17,AMATENANGO DE LA FRONTERA,60,BÁSICA,525,,,234,,108,,,,,26,4,7,0
17,AMATENANGO DE LA FRONTERA,60,CONTIGUA 1,525,,,189,,141,,,,,25,2,12,0
17,AMATENANGO DE LA FRONTERA,61,BÁSICA,623,,,234,,110,,,,,83,12,13,0
17,AMATENANGO DE LA FRONTERA,61,CONTIGUA 1,623,,,219,,132,,,,,82,3,6,0
17,AMATENANGO DE LA FRONTERA,62,BÁSICA,678,,,214,,59,,,,,187,1,17,0
17,AMATENANGO DE LA FRONTERA,62,CONTIGUA 1,678,,,182,,57,,,,,236,3,12,0
17,AMATENANGO DE LA FRONTERA,63,BÁSICA,421,,,90,,14,,,,,81,1,7,0
17,AMATENANGO DE LA FRONTERA,64,BÁSICA,397,,,63,,61,,,,,81,2,7,0
17,AMATENANGO DE LA FRONTERA,64,CONTIGUA 1,398,,,59,,42,,,,,105,0,8,0
17,AMATENANGO DE LA FRONTERA,64,EXT. 1,520,,,41,,94,,,,,45,4,8,0
17,AMATENANGO DE LA FRONTERA,65,BÁSICA,748,,,152,,154,,,,,49,4,13,0
17,AMATENANGO DE LA FRONTERA,65,EXT. 1,387,,,104,,103,,,,,20,0,13,0
17,AMATENANGO DE LA FRONTERA,66,BÁSICA,683,,,121,,136,,,,,108,14,10,0
17,AMATENANGO DE LA FRONTERA,66,CONTIGUA 1,684,,,108,,153,,,,,123,17,13,0
17,AMATENANGO DE LA FRONTERA,67,BÁSICA,464,,,71,,58,,,,,155,3,12,0
17,AMATENANGO DE LA FRONTERA,67,CONTIGUA 1,464,,,55,,68,,,,,127,1,9,0
17,AMATENANGO DE LA FRONTERA,67,EXT. 1,238,,,24,,18,,,,,52,4,5,0
,,,,,,,,,,,,,,,,,
4,AMATENANGO DEL VALLE,68,BÁSICA,644,,244,,,230,,,,0,0,0,12,0
4,AMATENANGO DEL VALLE,68,CONTIGUA 1,644,,265,,,235,,,,0,0,0,5,0
4,AMATENANGO DEL VALLE,69,BÁSICA,686,,198,,,329,,,,0,0,0,18,0
4,AMATENANGO DEL VALLE,70,BÁSICA,589,,93,,,161,,,,0,0,0,11,0
4,AMATENANGO DEL VALLE,70,CONTIGUA 1,589,,131,,,130,,,,0,0,0,0,0
4,AMATENANGO DEL VALLE,71,BÁSICA,520,,149,,,195,,,,0,0,0,21,0
4,AMATENANGO DEL VALLE,71,CONTIGUA 1,520,,120,,,188,,,,0,0,0,21,0
,,,,,,,,,,,,,,,,,
23,ÁNGEL ALBINO CORZO,72,BÁSICA,639,,,,193,105,,70,,,0,0,12,0
23,ÁNGEL ALBINO CORZO,72,CONTIGUA 1,640,,,,181,96,,94,,,0,0,9,0
23,ÁNGEL ALBINO CORZO,73,BÁSICA,511,,,,162,76,,57,,,0,0,15,1
23,ÁNGEL ALBINO CORZO,73,CONTIGUA 1,511,,,,162,62,,68,,,0,0,15,0
23,ÁNGEL ALBINO CORZO,73,CONTIGUA 2,512,,,,146,77,,63,,,0,0,18,0
23,ÁNGEL ALBINO CORZO,74,BÁSICA,537,,,,238,52,,45,,,0,0,14,0
23,ÁNGEL ALBINO CORZO,74,CONTIGUA 1,538,,,,195,83,,43,,,0,0,7,0
23,ÁNGEL ALBINO CORZO,75,BÁSICA,586,,,,203,67,,36,,,0,0,22,0
23,ÁNGEL ALBINO CORZO,75,CONTIGUA 1,587,,,,166,80,,89,,,0,0,11,0
23,ÁNGEL ALBINO CORZO,76,BÁSICA,565,,,,207,93,,114,,,0,0,20,0
23,ÁNGEL ALBINO CORZO,76,CONTIGUA 1,566,,,,191,126,,90,,,0,0,18,0
23,ÁNGEL ALBINO CORZO,77,BÁSICA,554,,,,136,151,,50,,,0,0,14,0
23,ÁNGEL ALBINO CORZO,77,CONTIGUA 1,554,,,,141,124,,72,,,0,0,7,0
23,ÁNGEL ALBINO CORZO,78,BÁSICA,552,,,,186,127,,43,,,0,0,17,0
23,ÁNGEL ALBINO CORZO,78,CONTIGUA 1,552,,,,196,116,,60,,,0,0,14,0
23,ÁNGEL ALBINO CORZO,78,CONTIGUA 2,553,,,,187,105,,81,,,0,0,16,0
23,ÁNGEL ALBINO CORZO,79,BÁSICA,384,,,,126,32,,77,,,0,0,18,0
23,ÁNGEL ALBINO CORZO,79,EXT. 1,162,,,,13,18,,2,,,0,0,0,0
23,ÁNGEL ALBINO CORZO,80,BÁSICA,428,,,,50,78,,98,,,0,0,17,0
23,ÁNGEL ALBINO CORZO,80,EXT. 1,589,,,,67,130,,179,,,0,0,22,0
23,ÁNGEL ALBINO CORZO,81,BÁSICA,192,,,,6,60,,46,,,0,0,6,0
23,ÁNGEL ALBINO CORZO,82,BÁSICA,417,,,,127,46,,62,,,0,0,21,0
23,ÁNGEL ALBINO CORZO,82,CONTIGUA 1,418,,,,131,59,,55,,,0,0,12,0
23,ÁNGEL ALBINO CORZO,84,BÁSICA,443,,,,189,83,,3,,,0,0,16,0
23,ÁNGEL ALBINO CORZO,84,CONTIGUA 1,443,,,,180,90,,15,,,0,0,15,0
23,ÁNGEL ALBINO CORZO,85,BÁSICA,110,,,,35,3,,35,,,0,0,4,0
,,,,,,,,,,,,,,,,,
15,ARRIAGA,88,BÁSICA,603,69,,,,136,,,74,,1,9,6,0
15,ARRIAGA,88,CONTIGUA 1,604,95,,,,144,,,47,,2,5,6,0
15,ARRIAGA,89,BÁSICA,412,42,,,,123,,,85,,0,2,5,0
15,ARRIAGA,89,CONTIGUA 1,412,57,,,,107,,,50,,4,4,6,0
15,ARRIAGA,90,BÁSICA,414,39,,,,92,,,44,,2,5,6,0
15,ARRIAGA,90,CONTIGUA 1,414,33,,,,90,,,56,,1,3,3,0
15,ARRIAGA,91,BÁSICA,679,72,,,,120,,,84,,0,11,10,0
15,ARRIAGA,91,CONTIGUA 1,679,60,,,,123,,,88,,2,11,8,0
15,ARRIAGA,91,CONTIGUA 2,679,61,,,,98,,,89,,1,7,14,0
15,ARRIAGA,92,BÁSICA,700,58,,,,188,,,99,,4,2,10,0
15,ARRIAGA,93,BÁSICA,442,30,,,,83,,,68,,1,12,8,0
15,ARRIAGA,93,CONTIGUA 1,442,44,,,,73,,,73,,1,6,7,0
15,ARRIAGA,94,BÁSICA,392,39,,,,99,,,63,,4,4,1,0
15,ARRIAGA,94,CONTIGUA 1,393,31,,,,81,,,56,,3,12,2,0
15,ARRIAGA,95,BÁSICA,700,52,,,,124,,,84,,2,13,5,0
15,ARRIAGA,95,CONTIGUA 1,701,66,,,,138,,,74,,0,22,6,0
15,ARRIAGA,96,BÁSICA,662,80,,,,139,,,90,,2,7,8,0
15,ARRIAGA,96,CONTIGUA 1,663,59,,,,124,,,65,,1,8,6,0
15,ARRIAGA,97,BÁSICA,645,61,,,,139,,,76,,0,9,5,0
15,ARRIAGA,97,CONTIGUA 1,645,46,,,,141,,,80,,0,16,4,0
15,ARRIAGA,98,BÁSICA,586,79,,,,147,,,68,,1,9,8,0
15,ARRIAGA,98,CONTIGUA 1,586,54,,,,147,,,49,,1,5,8,0
15,ARRIAGA,98,CONTIGUA 2,586,74,,,,135,,,65,,3,7,6,0
15,ARRIAGA,98,CONTIGUA 3,586,47,,,,156,,,52,,1,6,16,0
15,ARRIAGA,99,BÁSICA,736,63,,,,154,,,104,,1,12,8,0
15,ARRIAGA,99,CONTIGUA 1,736,66,,,,159,,,83,,0,11,6,0
15,ARRIAGA,100,BÁSICA,627,46,,,,213,,,76,,1,10,3,0
15,ARRIAGA,100,CONTIGUA 1,628,35,,,,192,,,80,,2,17,6,0
15,ARRIAGA,101,BÁSICA,278,21,,,,92,,,55,,1,0,6,0
15,ARRIAGA,102,BÁSICA,303,26,,,,69,,,44,,2,1,3,0
15,ARRIAGA,102,EXT. 1,131,25,,,,46,,,25,,1,0,3,0
15,ARRIAGA,103,BÁSICA,506,34,,,,185,,,41,,1,0,10,0
15,ARRIAGA,103,CONTIGUA 1,506,28,,,,183,,,49,,3,0,12,0
15,ARRIAGA,104,BÁSICA,459,37,,,,127,,,79,,3,0,10,0
15,ARRIAGA,104,EXT. 1,422,73,,,,73,,,77,,0,4,13,0
15,ARRIAGA,105,BÁSICA,683,71,,,,200,,,95,,11,4,26,0
15,ARRIAGA,106,BÁSICA,677,93,,,,177,,,80,,3,18,11,0
15,ARRIAGA,106,CONTIGUA 1,677,86,,,,189,,,69,,1,6,12,0
15,ARRIAGA,107,BÁSICA,335,9,,,,96,,,69,,12,0,6,0
15,ARRIAGA,108,BÁSICA,94,14,,,,11,,,18,,1,0,0,0
15,ARRIAGA,109,BÁSICA,446,30,,,,102,,,138,,3,1,7,0
15,ARRIAGA,109,EXT. 1,630,74,,,,221,,,87,,2,11,17,0
15,ARRIAGA,110,BÁSICA,480,89,,,,131,,,69,,1,0,10,0
15,ARRIAGA,110,CONTIGUA 1,480,85,,,,129,,,87,,0,0,9,0
15,ARRIAGA,110,EXT. 1,145,9,,,,54,,,22,,0,0,2,0
15,ARRIAGA,111,BÁSICA,502,100,,,,104,,,45,,3,19,3,0
15,ARRIAGA,111,CONTIGUA 1,502,114,,,,119,,,67,,1,15,0,0
15,ARRIAGA,112,BÁSICA,541,55,,,,161,,,126,,1,1,8,0
15,ARRIAGA,112,CONTIGUA 1,541,73,,,,153,,,98,,1,2,11,0
15,ARRIAGA,112,CONTIGUA 2,542,58,,,,140,,,117,,1,2,10,0
,,,,,,,,,,,,,,,,,
17,BEJUCAL DE OCAMPO,113,BÁSICA,530,,,196,,92,,,,,0,0,8,0
17,BEJUCAL DE OCAMPO,113,CONTIGUA 1,531,,,181,,119,,,,,0,0,1,0
17,BEJUCAL DE OCAMPO,114,BÁSICA,750,,,147,,207,,,,,0,0,0,0
17,BEJUCAL DE OCAMPO,114,CONTIGUA 1,750,,,185,,205,,,,,0,0,16,0
17,BEJUCAL DE OCAMPO,115,BÁSICA,519,,,137,,128,,,,,0,0,4,0
17,BEJUCAL DE OCAMPO,115,CONTIGUA 1,519,,,135,,152,,,,,2,0,7,0
,,,,,,,,,,,,,,,,,
17,BELLAVISTA,116,BÁSICA,743,,,206,,273,,,,,0,0,10,0
17,BELLAVISTA,117,BÁSICA,390,,,104,,138,,,,,0,0,9,0
17,BELLAVISTA,117,CONTIGUA 1,391,,,157,,93,,,,,0,0,6,0
17,BELLAVISTA,117,EXT. 1,230,,,65,,79,,,,,0,0,6,0
17,BELLAVISTA,118,BÁSICA,501,,,174,,125,,,,,0,0,0,0
17,BELLAVISTA,119,BÁSICA,320,,,75,,73,,,,,0,0,8,0
17,BELLAVISTA,120,BÁSICA,699,,,225,,238,,,,,0,0,5,0
17,BELLAVISTA,121,BÁSICA,492,,,162,,143,,,,,0,0,0,0
17,BELLAVISTA,121,CONTIGUA 1,493,,,198,,117,,,,,0,0,0,0
17,BELLAVISTA,122,BÁSICA,620,,,203,,193,,,,,2,2,0,0
17,BELLAVISTA,123,BÁSICA,439,,,173,,65,,,,,2,0,5,0
17,BELLAVISTA,123,EXT. 1,380,,,137,,101,,,,,0,0,0,0
17,BELLAVISTA,124,BÁSICA,632,,,210,,229,,,,,0,0,2,0
17,BELLAVISTA,124,EXT. 1,336,,,125,,95,,,,,0,0,5,0
17,BELLAVISTA,125,BÁSICA,371,,,111,,146,,,,,0,0,0,0
17,BELLAVISTA,126,BÁSICA,470,,,166,,140,,,,,0,0,0,0
17,BELLAVISTA,126,CONTIGUA 1,471,,,191,,126,,,,,0,1,8,0
17,BELLAVISTA,127,BÁSICA,317,,,122,,88,,,,,0,0,0,0
17,BELLAVISTA,127,EXT. 1,216,,,99,,59,,,,,0,0,1,0
17,BELLAVISTA,128,BÁSICA,710,,,268,,170,,,,,0,0,5,0
17,BELLAVISTA,128,CONTIGUA 1,710,,,263,,141,,,,,0,0,5,0
17,BELLAVISTA,129,BÁSICA,350,,,118,,96,,,,,0,0,0,0
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
14,BERRIOZÁBAL,130,BÁSICA,704,,,,98,177,,122,,,28,5,9,0
14,BERRIOZÁBAL,130,CONTIGUA 1,705,,,,109,194,,75,,,24,10,15,0
14,BERRIOZÁBAL,130,CONTIGUA 2,705,,,,120,185,,72,,,32,8,8,0
14,BERRIOZÁBAL,131,BÁSICA,680,,,,94,187,,72,,,23,7,5,0
14,BERRIOZÁBAL,131,CONTIGUA 1,680,,,,85,233,,54,,,14,7,8,0
14,BERRIOZÁBAL,131,CONTIGUA 2,680,,,,103,188,,57,,,20,4,5,0
14,BERRIOZÁBAL,132,BÁSICA,524,,,,80,94,,71,,,17,7,6,0
14,BERRIOZÁBAL,132,CONTIGUA 1,524,,,,75,115,,51,,,17,8,9,0
14,BERRIOZÁBAL,132,CONTIGUA 2,525,,,,114,101,,44,,,15,9,4,0
14,BERRIOZÁBAL,133,BÁSICA,571,,,,91,150,,71,,,17,2,11,0
14,BERRIOZÁBAL,133,CONTIGUA 1,572,,,,118,126,,53,,,16,11,8,0
14,BERRIOZÁBAL,134,BÁSICA,603,,,,105,137,,61,,,20,21,7,0
14,BERRIOZÁBAL,134,CONTIGUA 1,604,,,,98,140,,71,,,32,24,6,0
14,BERRIOZÁBAL,134,CONTIGUA 2,604,,,,94,136,,74,,,29,12,13,0
14,BERRIOZÁBAL,135,BÁSICA,641,,,,88,152,,84,,,46,12,11,0
14,BERRIOZÁBAL,135,CONTIGUA 1,642,,,,118,176,,74,,,38,9,6,0
14,BERRIOZÁBAL,135,CONTIGUA 2,642,,,,125,142,,95,,,36,11,5,0
14,BERRIOZÁBAL,136,BÁSICA,652,,,,59,121,,38,,,11,1,4,1
14,BERRIOZÁBAL,136,CONTIGUA 1,652,,,,72,119,,40,,,27,9,3,0
14,BERRIOZÁBAL,136,CONTIGUA 2,652,,,,59,133,,63,,,35,8,4,0
14,BERRIOZÁBAL,136,CONTIGUA 3,652,,,,69,114,,44,,,14,2,6,0
14,BERRIOZÁBAL,136,CONTIGUA 4,652,,,,77,113,,43,,,18,4,8,0
14,BERRIOZÁBAL,137,BÁSICA,426,,,,82,138,,42,,,3,5,13,0
14,BERRIOZÁBAL,137,CONTIGUA 1,427,,,,96,111,,58,,,3,11,10,0
14,BERRIOZÁBAL,138,BÁSICA,558,,,,144,137,,71,,,2,13,22,0
14,BERRIOZÁBAL,138,CONTIGUA 1,558,,,,150,148,,80,,,2,6,11,0
14,BERRIOZÁBAL,139,BÁSICA,238,,,,21,123,,55,,,1,0,4,0
14,BERRIOZÁBAL,139,EXT. 1,127,,,,31,39,,16,,,2,8,0,0
14,BERRIOZÁBAL,140,BÁSICA,421,,,,123,109,,44,,,10,20,13,0
14,BERRIOZÁBAL,141,BÁSICA,459,,,,65,153,,23,,,7,22,13,0
14,BERRIOZÁBAL,142,BÁSICA,519,,,,131,166,,70,,,18,1,21,0
14,BERRIOZÁBAL,142,CONTIGUA 1,519,,,,153,150,,57,,,9,1,21,0
14,BERRIOZÁBAL,143,BÁSICA,485,,,,60,108,,70,,,8,2,4,0
,,,,,,,,,,,,,,,,,
10,BOCHIL,144,BÁSICA,520,34,,,,106,,,82,,33,54,9,0
10,BOCHIL,144,CONTIGUA 1,520,29,,,,104,,,86,,34,67,13,0
10,BOCHIL,144,CONTIGUA 2,520,61,,,,82,,,90,,28,58,14,0
10,BOCHIL,145,BÁSICA,612,48,,,,98,,,75,,37,91,24,0
10,BOCHIL,145,CONTIGUA 1,613,47,,,,98,,,73,,35,112,15,0
10,BOCHIL,145,CONTIGUA 2,613,65,,,,95,,,78,,37,113,4,0
10,BOCHIL,146,BÁSICA,569,76,,,,79,,,49,,7,90,11,0
