CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,C_COMUN_PRI_PVEM_NA_PS,C_COMUN_PRI_PVEM_PS,PRI,PVEM,PS,PRD,PT,MC,NA,PAC,MORENA,ES,PAN_PRD_PAC,PAN_PRD,PAN_PAC,PRD_PAC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,6,CALPULALPAN,97,2,56,115,,,,,11,48,5,,31,220,16,0,0,0,0,21,2,0,4,529,0,28,557,918
,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,6,CALPULALPAN,98,3,252,228,,,,,24,54,23,,34,247,23,6,5,2,0,14,8,1,7,928,0,43,971,1635
,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,20,SANCTORUM DE LAZARO CARDENAS,292,2,100,209,,,,,16,40,18,,87,325,27,1,0,1,0,8,1,2,9,844,0,25,869,1419
,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,20,SANCTORUM DE LAZARO CARDENAS,293,1,13,50,,,,,3,3,1,,3,22,1,1,0,0,0,0,0,0,0,97,0,1,98,143
,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,20,SANCTORUM DE LAZARO CARDENAS,294,4,132,366,,,,,37,58,28,,113,535,43,3,1,4,2,32,8,2,5,1369,0,63,1432,2253
,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,20,SANCTORUM DE LAZARO CARDENAS,297,2,148,142,,,,,51,59,19,,26,380,13,1,0,0,0,14,7,0,7,867,1,21,889,1392
,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,20,SANCTORUM DE LAZARO CARDENAS,298,3,122,138,,,,,49,32,11,,17,412,14,2,3,1,0,8,2,0,3,814,0,26,840,1337
,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA DE MARIANO ARISTA,299,4,179,338,,,,,33,99,43,,37,590,27,8,1,2,0,21,5,3,4,1390,1,68,1459,2671
,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA DE MARIANO ARISTA,300,2,145,243,,,,,6,46,25,,39,284,21,8,1,3,0,14,1,0,1,837,0,33,870,1372
,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA DE MARIANO ARISTA,301,4,188,472,,,,,19,72,34,,42,463,26,9,1,2,2,11,4,0,4,1349,0,52,1401,2356
,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA DE MARIANO ARISTA,302,4,156,391,,,,,39,92,38,,37,543,41,5,1,0,0,27,7,0,0,1377,0,48,1425,2441
,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA DE MARIANO ARISTA,303,2,74,158,,,,,7,25,6,,15,191,14,1,2,0,0,3,6,1,3,506,0,25,531,810
,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA DE MARIANO ARISTA,304,2,81,156,,,,,15,36,17,,17,234,17,1,1,0,0,7,0,0,4,586,0,11,597,952
,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA DE MARIANO ARISTA,305,1,50,83,,,,,2,5,5,,10,64,4,3,0,0,0,0,0,0,2,228,0,13,241,359
,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA DE MARIANO ARISTA,306,1,19,30,,,,,2,2,3,,0,28,1,0,0,0,0,0,1,0,1,87,0,2,89,169
,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA DE MARIANO ARISTA,307,1,37,110,,,,,5,12,6,,35,110,2,4,0,0,0,7,0,0,0,328,0,0,328,540
,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA DE MARIANO ARISTA,308,2,151,218,,,,,25,23,18,,48,315,16,9,0,2,0,6,1,0,1,833,0,32,865,1253
,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,60,BENITO JUAREZ,295,4,138,311,,,,,212,70,23,,68,686,31,0,1,1,0,16,9,0,7,1573,1,51,1625,2647
,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,60,BENITO JUAREZ,296,3,79,184,,,,,99,24,15,,40,458,16,0,2,1,0,7,15,1,4,945,0,53,998,1633
,29,TLAXCALA,2,TLAXCO DE MORELOS,4,ATLANGATEPEC,49,1,52,,66,,,,16,17,2,25,7,163,13,0,1,0,1,5,3,0,2,373,46,19,438,704
,29,TLAXCALA,2,TLAXCO DE MORELOS,4,ATLANGATEPEC,50,1,34,,39,,,,9,5,1,31,3,44,3,0,0,0,0,5,0,0,0,174,49,10,233,348
,29,TLAXCALA,2,TLAXCO DE MORELOS,4,ATLANGATEPEC,51,1,29,,47,,,,5,6,2,10,3,47,4,0,0,0,0,1,1,0,1,156,43,15,214,321
,29,TLAXCALA,2,TLAXCO DE MORELOS,4,ATLANGATEPEC,52,1,12,,10,,,,4,6,0,2,0,15,2,0,0,0,0,0,1,0,0,52,16,4,72,101
,29,TLAXCALA,2,TLAXCO DE MORELOS,4,ATLANGATEPEC,53,2,95,,103,,,,14,48,4,39,7,196,6,2,0,0,0,6,1,0,0,521,96,26,643,1095
,29,TLAXCALA,2,TLAXCO DE MORELOS,4,ATLANGATEPEC,54,1,23,,33,,,,6,11,3,15,3,56,3,0,0,0,0,0,0,0,2,155,76,15,246,407
,29,TLAXCALA,2,TLAXCO DE MORELOS,4,ATLANGATEPEC,55,1,35,,19,,,,7,7,3,21,4,42,3,0,2,1,0,2,1,1,0,148,25,12,185,333
,29,TLAXCALA,2,TLAXCO DE MORELOS,4,ATLANGATEPEC,56,2,65,,59,,,,17,42,11,83,9,175,8,2,2,0,1,6,3,1,3,487,290,44,821,1219
,29,TLAXCALA,2,TLAXCO DE MORELOS,4,ATLANGATEPEC,57,1,25,,28,,,,3,5,0,26,1,58,2,0,0,1,0,1,2,0,1,153,54,21,228,358
,29,TLAXCALA,2,TLAXCO DE MORELOS,31,TETLA DE LA SOLIDARIDAD,409,2,82,,79,,,,22,49,5,33,9,290,18,1,1,0,0,8,8,0,6,611,139,35,785,1365
,29,TLAXCALA,2,TLAXCO DE MORELOS,31,TETLA DE LA SOLIDARIDAD,410,2,55,,99,,,,21,48,6,20,6,270,8,0,0,1,0,6,6,2,0,548,175,60,783,1246
,29,TLAXCALA,2,TLAXCO DE MORELOS,31,TETLA DE LA SOLIDARIDAD,411,4,216,,124,,,,87,84,24,39,20,576,20,5,6,1,0,12,7,1,4,1226,253,78,1557,2653
,29,TLAXCALA,2,TLAXCO DE MORELOS,31,TETLA DE LA SOLIDARIDAD,412,4,166,,172,,,,89,97,17,74,21,714,25,4,1,0,0,14,8,0,7,1409,170,77,1656,2931
,29,TLAXCALA,2,TLAXCO DE MORELOS,31,TETLA DE LA SOLIDARIDAD,413,2,56,,96,,,,25,50,5,57,5,319,9,1,0,0,0,8,10,3,0,644,64,45,753,1273
,29,TLAXCALA,2,TLAXCO DE MORELOS,31,TETLA DE LA SOLIDARIDAD,414,2,71,,29,,,,13,38,3,11,9,227,10,1,0,0,0,5,2,0,1,420,21,26,467,796
,29,TLAXCALA,2,TLAXCO DE MORELOS,31,TETLA DE LA SOLIDARIDAD,415,2,144,,56,,,,26,26,7,26,11,223,6,3,1,0,0,4,2,0,1,536,45,39,620,1060
,29,TLAXCALA,2,TLAXCO DE MORELOS,31,TETLA DE LA SOLIDARIDAD,416,2,119,,112,,,,31,46,10,36,12,122,9,5,0,0,0,10,3,0,1,516,80,50,646,1122
,29,TLAXCALA,2,TLAXCO DE MORELOS,31,TETLA DE LA SOLIDARIDAD,417,1,32,,35,,,,6,23,1,15,3,36,1,0,0,0,0,2,0,0,1,155,14,10,179,322
,29,TLAXCALA,2,TLAXCO DE MORELOS,31,TETLA DE LA SOLIDARIDAD,418,1,29,,29,,,,9,28,1,44,2,94,6,1,1,0,0,0,0,0,2,246,19,11,276,431
,29,TLAXCALA,2,TLAXCO DE MORELOS,31,TETLA DE LA SOLIDARIDAD,419,1,27,,97,,,,8,30,9,28,4,114,3,3,0,1,0,5,4,1,0,334,14,17,365,616
,29,TLAXCALA,2,TLAXCO DE MORELOS,31,TETLA DE LA SOLIDARIDAD,420,3,163,,58,,,,16,75,11,62,23,354,10,1,1,1,0,11,7,1,5,799,257,84,1140,1900
,29,TLAXCALA,2,TLAXCO DE MORELOS,31,TETLA DE LA SOLIDARIDAD,421,3,223,,95,,,,40,64,10,40,33,483,19,3,1,1,0,17,13,0,0,1042,181,94,1317,2215
,29,TLAXCALA,2,TLAXCO DE MORELOS,31,TETLA DE LA SOLIDARIDAD,422,5,150,,141,,,,44,95,8,129,15,724,24,2,7,0,0,20,10,1,4,1374,464,149,1987,3565
,29,TLAXCALA,2,TLAXCO DE MORELOS,31,TETLA DE LA SOLIDARIDAD,423,1,19,,31,,,,10,5,0,7,0,40,0,1,0,0,0,0,0,0,1,114,37,7,158,231
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,58,1,16,,12,,,,0,0,2,6,0,52,0,0,0,0,0,0,0,0,0,88,5,17,110,209
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,470,2,100,,77,,,,14,14,11,81,3,127,12,1,1,0,0,1,2,0,1,445,8,23,476,945
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,471,2,108,,56,,,,16,18,5,61,8,103,8,2,2,1,0,0,1,0,1,390,21,70,481,1337
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,472,2,104,,89,,,,6,18,7,93,9,187,10,2,1,1,0,4,3,1,0,535,6,48,589,1271
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,473,2,113,,85,,,,10,25,7,74,8,156,5,2,1,0,1,0,1,0,31,519,9,28,556,1041
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,474,3,160,,102,,,,25,23,3,226,15,204,3,2,3,0,0,6,1,3,2,778,41,35,854,1732
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,475,2,164,,174,,,,14,11,3,51,13,164,5,4,1,1,1,2,1,0,1,610,15,31,656,1261
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,476,4,225,,203,,,,31,38,13,162,23,362,19,3,4,1,1,15,5,0,5,1110,36,72,1218,2768
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,477,2,126,,88,,,,13,13,1,117,7,181,6,2,0,1,0,4,3,1,0,563,14,31,608,1067
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,478,1,40,,35,,,,2,14,9,39,4,89,2,1,0,0,0,4,3,1,1,244,11,4,259,439
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,479,1,18,,22,,,,2,20,0,3,0,60,4,1,0,0,0,2,3,0,1,136,19,11,166,323
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,480,1,39,,12,,,,4,5,5,12,3,35,1,1,0,1,0,0,0,0,1,119,2,9,130,247
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,481,3,250,,153,,,,33,39,5,47,20,249,11,2,8,2,0,5,2,0,3,829,75,59,963,1938
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,482,3,269,,73,,,,27,34,14,45,9,291,13,2,1,0,0,2,4,0,1,785,104,60,949,1829
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,483,1,6,,33,,,,4,3,0,6,2,21,0,0,1,0,0,0,1,0,0,77,3,1,81,124
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,484,3,112,,76,,,,19,58,20,30,7,442,18,2,2,0,1,23,13,1,8,832,33,48,913,1715
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,485,1,44,,22,,,,8,9,4,110,7,138,4,1,0,0,0,5,4,0,1,357,23,10,390,672
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,486,1,65,,33,,,,7,14,3,20,3,149,5,2,0,0,0,3,1,0,0,305,21,16,342,608
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,487,1,10,,4,,,,2,2,2,3,0,14,0,0,0,0,0,0,0,0,0,37,1,1,39,144
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,488,2,127,,36,,,,13,39,15,55,10,199,12,1,5,0,0,9,6,2,2,531,55,43,629,1257
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,489,1,16,,6,,,,3,5,1,1,2,19,1,0,0,0,0,1,0,0,0,55,2,2,59,103
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,490,1,25,,18,,,,2,8,1,15,1,36,0,0,0,0,0,0,0,0,0,106,5,3,114,187
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,491,4,222,,211,,,,205,90,34,170,22,328,10,1,2,0,0,7,1,0,0,1303,23,71,1397,2552
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,492,1,36,,16,,,,5,9,2,18,0,52,1,0,5,0,1,1,0,0,2,148,16,10,174,303
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,493,1,55,,42,,,,9,24,1,28,6,70,4,0,0,0,0,6,0,0,2,247,11,10,268,517
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,494,2,28,,39,,,,6,37,9,26,6,146,7,0,0,0,0,12,5,0,5,326,80,34,440,846
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,495,2,64,,48,,,,44,6,2,27,6,148,1,0,1,2,1,4,1,0,3,358,49,29,436,802
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,496,1,71,,75,,,,25,17,5,32,3,117,3,1,1,1,0,1,0,0,0,352,15,26,393,606
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,497,2,60,,33,,,,16,7,1,27,4,52,1,5,0,0,0,1,0,0,0,207,82,12,301,447
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,498,2,40,,27,,,,16,13,1,5,6,48,1,0,2,0,1,3,2,1,1,167,30,15,212,322
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,499,2,107,,70,,,,7,7,5,98,14,73,1,1,0,0,0,4,2,0,2,391,32,36,459,882
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,500,1,6,,20,,,,4,8,2,12,8,50,3,0,0,0,0,0,0,0,0,113,141,12,266,465
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,501,2,120,,143,,,,27,52,10,46,10,337,13,0,0,1,1,6,9,0,1,776,82,49,907,1358
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,502,1,59,,25,,,,4,7,7,24,3,42,4,0,1,0,0,4,0,1,1,182,22,32,236,326
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,503,1,23,,8,,,,2,5,2,4,1,19,3,0,0,0,0,4,0,0,0,71,9,4,84,139
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,504,1,12,,9,,,,5,5,1,15,0,36,1,0,0,0,0,0,0,0,0,84,14,9,107,212
,29,TLAXCALA,3,SAN COSME XALOSTOC,9,CUAXOMULCO,117,2,181,141,,,,,11,34,44,,18,306,28,3,2,0,0,4,4,0,4,780,0,51,831,1314
,29,TLAXCALA,3,SAN COSME XALOSTOC,9,CUAXOMULCO,118,2,69,195,,,,,12,33,20,,30,242,4,4,1,1,0,5,1,0,1,618,0,28,646,1031
,29,TLAXCALA,3,SAN COSME XALOSTOC,9,CUAXOMULCO,119,1,31,74,,,,,16,50,17,,13,138,8,0,0,0,0,2,0,0,0,349,0,19,368,585
,29,TLAXCALA,3,SAN COSME XALOSTOC,9,CUAXOMULCO,120,1,8,46,,,,,0,3,4,,1,61,2,0,0,0,0,0,1,0,0,126,0,8,134,244
,29,TLAXCALA,3,SAN COSME XALOSTOC,9,CUAXOMULCO,121,2,135,214,,,,,16,41,14,,61,243,8,2,2,0,0,9,3,1,3,752,2,27,781,1216
,29,TLAXCALA,3,SAN COSME XALOSTOC,30,TERRENATE,398,4,60,445,,,,,17,175,157,,20,518,32,0,1,1,0,31,13,1,2,1473,1,65,1539,2352
,29,TLAXCALA,3,SAN COSME XALOSTOC,30,TERRENATE,399,3,47,356,,,,,9,125,55,,28,321,17,0,0,0,0,21,4,1,3,987,0,45,1032,1524
,29,TLAXCALA,3,SAN COSME XALOSTOC,30,TERRENATE,403,2,55,196,,,,,14,51,134,,10,127,17,0,1,1,0,4,2,2,4,618,0,35,653,1165
,29,TLAXCALA,3,SAN COSME XALOSTOC,30,TERRENATE,404,4,102,403,,,,,19,133,184,,15,325,31,1,2,3,1,10,7,5,6,1247,1,90,1338,2406
,29,TLAXCALA,3,SAN COSME XALOSTOC,30,TERRENATE,405,1,17,56,,,,,0,0,16,,0,65,0,0,0,0,0,0,0,0,0,154,0,11,165,252
,29,TLAXCALA,3,SAN COSME XALOSTOC,30,TERRENATE,406,1,18,85,,,,,7,39,23,,1,113,9,0,0,0,0,0,6,0,0,301,0,17,318,449
,29,TLAXCALA,3,SAN COSME XALOSTOC,30,TERRENATE,407,1,37,92,,,,,6,61,64,,3,146,9,0,0,0,0,9,3,0,0,430,0,24,454,673
,29,TLAXCALA,3,SAN COSME XALOSTOC,30,TERRENATE,408,2,32,484,,,,,4,50,45,,6,201,9,1,1,0,0,11,4,1,2,851,0,33,884,1258
,29,TLAXCALA,3,SAN COSME XALOSTOC,35,TOCATLAN,505,4,84,351,,,,,35,114,233,,19,528,19,1,0,0,0,16,8,0,4,1412,1,54,1467,2395
,29,TLAXCALA,3,SAN COSME XALOSTOC,35,TOCATLAN,506,2,38,204,,,,,24,87,59,,5,271,9,0,1,0,0,7,9,0,4,718,0,27,745,1419
,29,TLAXCALA,3,SAN COSME XALOSTOC,35,TOCATLAN,507,1,13,90,,,,,7,38,70,,1,155,5,1,0,0,0,3,2,0,0,385,0,12,397,625
,29,TLAXCALA,3,SAN COSME XALOSTOC,38,TZOMPANTEPEC,527,6,195,619,,,,,51,215,120,,56,810,62,1,2,1,0,35,15,5,9,2196,4,115,2315,4048
,29,TLAXCALA,3,SAN COSME XALOSTOC,38,TZOMPANTEPEC,528,6,173,644,,,,,37,192,104,,44,739,53,2,2,0,0,25,12,1,22,2050,3,86,2139,3515
,29,TLAXCALA,3,SAN COSME XALOSTOC,38,TZOMPANTEPEC,529,2,40,253,,,,,13,121,83,,10,305,17,1,0,0,0,18,5,2,0,868,0,39,907,1450
,29,TLAXCALA,3,SAN COSME XALOSTOC,38,TZOMPANTEPEC,530,2,37,235,,,,,17,42,73,,9,138,8,0,0,0,0,4,4,0,3,570,0,47,617,1134
,29,TLAXCALA,3,SAN COSME XALOSTOC,38,TZOMPANTEPEC,536,1,22,160,,,,,7,25,27,,8,126,4,1,0,0,0,8,1,2,0,391,1,21,413,685
,29,TLAXCALA,3,SAN COSME XALOSTOC,38,TZOMPANTEPEC,537,1,15,62,,,,,4,4,16,,9,25,6,0,0,0,0,0,1,0,0,142,1,18,161,246
,29,TLAXCALA,3,SAN COSME XALOSTOC,39,XALOZTOC,538,3,76,300,,,,,45,61,239,,17,490,30,0,0,0,2,11,10,0,1,1282,1,38,1321,2192
,29,TLAXCALA,3,SAN COSME XALOSTOC,39,XALOZTOC,539,3,50,313,,,,,28,78,463,,12,435,16,0,0,0,0,9,6,1,3,1414,0,39,1453,2074
,29,TLAXCALA,3,SAN COSME XALOSTOC,39,XALOZTOC,540,5,68,379,,,,,39,81,740,,18,543,19,1,2,0,0,23,11,2,6,1932,1,59,1992,3194
,29,TLAXCALA,3,SAN COSME XALOSTOC,39,XALOZTOC,541,4,53,354,,,,,29,87,480,,17,501,13,0,0,0,1,10,3,1,1,1550,0,40,1590,2733
,29,TLAXCALA,3,SAN COSME XALOSTOC,39,XALOZTOC,542,4,37,162,,,,,22,59,634,,13,330,23,1,1,1,2,10,10,0,2,1307,0,41,1348,2414
,29,TLAXCALA,3,SAN COSME XALOSTOC,39,XALOZTOC,543,3,26,200,,,,,28,52,500,,8,421,16,0,0,0,0,5,7,1,3,1267,0,49,1316,2062
,29,TLAXCALA,3,SAN COSME XALOSTOC,39,XALOZTOC,544,1,44,108,,,,,0,0,90,,0,134,0,0,0,0,0,0,0,0,0,376,0,22,398,600
,29,TLAXCALA,3,SAN COSME XALOSTOC,39,XALOZTOC,545,1,17,65,,,,,11,22,84,,1,105,2,1,0,0,0,0,1,0,2,311,0,15,326,566
,29,TLAXCALA,3,SAN COSME XALOSTOC,39,XALOZTOC,546,1,6,117,,,,,11,18,166,,1,135,5,0,0,0,0,0,0,0,2,461,0,13,474,733
,29,TLAXCALA,3,SAN COSME XALOSTOC,50,SAN JOSE TEACALCO,531,2,46,150,,,,,12,43,52,,20,335,24,2,0,2,0,11,6,0,6,709,0,25,734,1168
,29,TLAXCALA,3,SAN COSME XALOSTOC,50,SAN JOSE TEACALCO,532,1,23,137,,,,,9,24,37,,15,169,8,0,1,1,0,6,4,0,1,435,0,17,452,741
,29,TLAXCALA,3,SAN COSME XALOSTOC,50,SAN JOSE TEACALCO,533,1,28,144,,,,,8,21,21,,18,171,6,2,1,0,0,6,4,1,2,433,0,9,442,616
,29,TLAXCALA,3,SAN COSME XALOSTOC,50,SAN JOSE TEACALCO,534,2,41,236,,,,,5,43,28,,35,278,6,2,1,0,1,13,4,0,6,699,1,24,724,1087
,29,TLAXCALA,3,SAN COSME XALOSTOC,50,SAN JOSE TEACALCO,535,1,19,141,,,,,6,18,16,,5,108,12,0,0,0,0,13,2,0,0,340,0,15,355,598
,29,TLAXCALA,3,SAN COSME XALOSTOC,54,EMILIANO ZAPATA,400,1,5,26,,,,,2,9,7,,2,12,3,0,0,0,0,0,0,0,0,66,0,3,69,103
,29,TLAXCALA,3,SAN COSME XALOSTOC,54,EMILIANO ZAPATA,401,1,13,45,,,,,3,6,4,,3,24,0,0,0,0,0,0,0,0,0,98,0,7,105,157
,29,TLAXCALA,3,SAN COSME XALOSTOC,54,EMILIANO ZAPATA,607,3,162,498,,,,,17,71,85,,18,274,16,1,0,0,0,12,6,0,0,1160,0,69,1229,2139
,29,TLAXCALA,3,SAN COSME XALOSTOC,54,EMILIANO ZAPATA,608,1,38,152,,,,,6,20,29,,11,95,7,0,0,0,0,0,0,0,0,358,0,23,381,732
,29,TLAXCALA,3,SAN COSME XALOSTOC,55,LAZARO CARDENAS,402,1,9,56,,,,,1,26,18,,1,52,7,1,0,0,0,4,0,0,0,175,0,7,182,259
,29,TLAXCALA,3,SAN COSME XALOSTOC,55,LAZARO CARDENAS,606,3,86,356,,,,,21,86,129,,24,283,30,0,5,0,0,11,10,0,3,1044,6,57,1107,1966
,29,TLAXCALA,4,APIZACO,3,APIZACO,12,2,130,121,,,,,18,166,13,,17,252,23,0,0,0,0,,,,,740,2,53,795,1187
,29,TLAXCALA,4,APIZACO,3,APIZACO,13,3,288,247,,,,,30,270,31,,23,473,54,8,1,0,0,,,,,1425,7,62,1494,2206
