id_entidad_electoral,fecha_jornada,id_cargo,nombre_cargo,id_estado,id_distrito,id_casilla,tipo_casilla,descripcion,ext_contigua,id_municipio,nombre_municipio,lista_nominal,estatus_casilla,descripcion,resultados_obtenidos,tipo_urna,descripcion,seccion,PAN,PRI,PRD,PT,PVEM,PC,PSD,PRI-PANAL-PVEM,Nulos,Total
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,15,CANANEA,716,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,83,152,0,27,0,0,17,0,193,5,394
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,15,CANANEA,413,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,86,132,0,7,0,0,9,0,74,1,223
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,19,FRONTERAS,981,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,101,139,104,3,137,4,209,0,0,12,608
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,21,HUACHINERA,699,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,107,279,0,4,0,0,0,0,270,10,563
26,5/7/2009,12,Ayuntamientos,26,0,2,C,Contigua,0,24,IMURIS,1240,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,113,242,0,136,11,0,0,0,264,22,675
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,24,IMURIS,1455,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,116,293,0,134,23,0,0,0,270,20,740
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,24,IMURIS,344,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,121,115,0,28,3,0,0,0,73,1,220
26,5/7/2009,12,Ayuntamientos,26,0,1,C,Contigua,0,25,MAGDALENA,1180,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,123,272,0,59,0,0,7,0,238,13,589
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,25,MAGDALENA,644,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,129,137,0,31,0,0,3,0,122,13,306
26,5/7/2009,12,Ayuntamientos,26,0,1,C,Contigua,0,25,MAGDALENA,625,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,130,136,0,24,0,0,4,0,118,5,287
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,25,MAGDALENA,863,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,136,173,0,88,0,0,5,0,176,13,455
26,5/7/2009,12,Ayuntamientos,26,0,1,C,Contigua,0,26,MOCTEZUMA,1161,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,138,441,0,11,0,0,0,0,407,5,864
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,26,MOCTEZUMA,124,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,141,28,0,3,0,0,0,0,76,0,107
26,5/7/2009,12,Ayuntamientos,26,0,1,E,Extraordinaria,0,27,NACO,234,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,145,46,0,4,3,0,8,0,90,5,156
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,29,NACOZARI DE GARCIA,1100,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,152,161,0,173,9,0,68,0,244,12,667
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,29,NACOZARI DE GARCIA,1001,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,153,115,0,131,20,0,46,0,254,14,580
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,29,NACOZARI DE GARCIA,621,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,157,73,0,90,2,0,21,0,91,4,281
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,30,NOGALES,502,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,165,82,108,4,2,7,3,0,0,4,210
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,30,NOGALES,914,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,169,162,108,13,1,11,5,0,0,3,303
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,30,NOGALES,1080,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,174,281,139,2,2,23,8,0,0,2,457
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,30,NOGALES,947,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,176,147,173,22,0,19,8,0,0,8,377
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,30,NOGALES,631,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,180,122,105,5,1,0,0,0,0,2,235
26,5/7/2009,12,Ayuntamientos,26,0,1,C,Contigua,0,30,NOGALES,1493,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,187,467,168,5,2,41,12,0,0,6,701
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,32,SAHUARIPA,1351,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,235,488,0,12,0,0,0,0,340,29,869
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,44,VILLA HIDALGO,278,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,288,94,0,2,0,0,0,0,100,0,196
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,37,SANTA CRUZ,803,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,264,134,0,41,0,0,0,0,257,17,449
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,41,TEPACHE,748,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,274,12,0,136,0,0,0,0,376,3,527
26,5/7/2009,12,Ayuntamientos,26,0,2,C,Contigua,0,30,NOGALES,637,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,205,100,100,9,4,3,7,0,0,7,230
26,5/7/2009,12,Ayuntamientos,26,0,2,C,Contigua,0,30,NOGALES,1157,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,207,98,82,3,4,14,4,0,0,3,208
26,5/7/2009,12,Ayuntamientos,26,0,1,C,Contigua,0,30,NOGALES,1172,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,208,184,193,3,2,18,7,0,0,16,423
26,5/7/2009,12,Ayuntamientos,26,0,2,C,Contigua,0,30,NOGALES,1165,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,210,201,142,20,2,12,6,0,0,13,396
26,5/7/2009,12,Ayuntamientos,26,0,2,C,Contigua,0,30,NOGALES,1234,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,220,190,118,11,1,19,4,0,0,9,352
26,5/7/2009,12,Ayuntamientos,26,0,4,C,Contigua,0,30,NOGALES,700,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,221,148,90,5,0,11,5,0,0,5,264
26,5/7/2009,12,Ayuntamientos,26,0,7,C,Contigua,0,30,NOGALES,701,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,221,159,86,8,1,16,5,0,0,13,288
26,5/7/2009,12,Ayuntamientos,26,0,2,C,Contigua,0,30,NOGALES,626,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,222,96,106,6,2,5,8,0,0,6,229
26,5/7/2009,12,Ayuntamientos,26,0,2,C,Contigua,0,30,NOGALES,707,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,223,135,93,7,0,18,3,0,0,1,257
26,5/7/2009,12,Ayuntamientos,26,0,3,C,Contigua,0,30,NOGALES,707,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,223,142,73,4,1,11,0,0,0,3,234
26,5/7/2009,12,Ayuntamientos,26,0,17,C,Contigua,0,30,NOGALES,723,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,224,134,80,8,3,16,10,0,0,2,253
26,5/7/2009,12,Ayuntamientos,26,0,18,C,Contigua,0,30,NOGALES,723,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,224,149,77,2,1,16,5,0,0,3,253
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,30,NOGALES,662,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,225,140,101,3,2,45,8,0,0,5,304
26,5/7/2009,12,Ayuntamientos,26,0,13,C,Contigua,0,30,NOGALES,737,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,227,129,99,5,1,10,6,0,0,3,253
26,5/7/2009,12,Ayuntamientos,26,0,1,C,Contigua,0,49,HERMOSILLO,1206,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,365,319,0,4,2,0,0,1,219,13,558
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,1482,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,370,404,0,5,3,0,0,3,390,21,826
26,5/7/2009,12,Ayuntamientos,26,0,1,C,Contigua,0,49,HERMOSILLO,1045,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,373,313,0,11,7,0,0,5,230,12,578
26,5/7/2009,12,Ayuntamientos,26,0,4,C,Contigua,0,49,HERMOSILLO,685,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,374,158,0,5,4,0,0,1,157,0,325
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,46,CABORCA,815,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,300,214,0,12,0,0,2,0,211,5,444
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,46,CABORCA,1008,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,303,220,0,38,0,0,10,0,255,12,535
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,46,CABORCA,53,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,318,4,0,0,0,0,0,0,8,2,14
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,46,CABORCA,580,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,319,226,0,26,0,0,0,0,391,17,660
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,46,CABORCA,543,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,324,102,0,9,0,0,7,0,107,11,236
26,5/7/2009,12,Ayuntamientos,26,0,1,C,Contigua,0,49,HERMOSILLO,733,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,336,185,0,4,5,0,2,1,159,10,366
26,5/7/2009,12,Ayuntamientos,26,0,2,C,Contigua,0,49,HERMOSILLO,734,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,336,161,0,6,4,0,0,3,164,5,343
26,5/7/2009,12,Ayuntamientos,26,0,3,C,Contigua,0,49,HERMOSILLO,734,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,336,166,0,4,6,0,1,3,153,7,340
26,5/7/2009,12,Ayuntamientos,26,0,1,C,Contigua,0,49,HERMOSILLO,648,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,339,166,0,9,1,0,1,2,150,13,342
26,5/7/2009,12,Ayuntamientos,26,0,1,C,Contigua,0,49,HERMOSILLO,743,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,341,209,0,4,7,0,0,1,147,6,374
26,5/7/2009,12,Ayuntamientos,26,0,1,E,Extraordinaria,7,49,HERMOSILLO,1342,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,341,426,0,4,5,0,3,0,284,11,733
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,1290,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,354,327,0,4,9,0,2,2,244,12,600
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,848,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,462,289,0,5,4,0,3,1,155,17,474
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,1419,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,472,570,0,6,8,0,2,3,298,23,910
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,521,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,508,223,0,2,4,0,0,2,87,6,324
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,1019,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,513,309,0,4,4,0,1,4,267,19,608
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,1270,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,475,548,0,2,4,0,4,5,260,13,836
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,1298,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,476,549,0,5,3,0,5,13,316,9,900
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,1124,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,485,317,0,4,5,0,1,3,216,23,569
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,1336,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,487,369,0,5,7,0,1,2,245,17,646
26,5/7/2009,12,Ayuntamientos,26,0,2,C,Contigua,0,49,HERMOSILLO,1160,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,376,349,0,2,4,0,0,1,230,15,601
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,753,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,383,230,0,4,5,0,2,3,167,18,429
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,548,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,384,161,0,2,3,0,1,1,133,12,313
26,5/7/2009,12,Ayuntamientos,26,0,1,C,Contigua,0,49,HERMOSILLO,1355,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,390,447,0,3,2,0,2,1,239,19,713
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,575,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,394,213,0,3,3,0,2,1,144,9,375
26,5/7/2009,12,Ayuntamientos,26,0,1,C,Contigua,0,49,HERMOSILLO,1151,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,394,402,0,9,10,0,2,1,267,19,710
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,529,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,400,143,0,0,3,0,0,0,134,5,285
26,5/7/2009,12,Ayuntamientos,26,0,1,C,Contigua,0,49,HERMOSILLO,574,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,402,167,0,6,4,0,0,0,148,11,336
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,1174,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,403,406,0,6,13,0,3,4,214,16,662
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,504,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,409,186,0,0,8,0,0,0,105,10,309
26,5/7/2009,12,Ayuntamientos,26,0,1,C,Contigua,0,49,HERMOSILLO,1210,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,413,488,0,2,5,0,3,3,260,14,775
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,1464,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,419,553,0,4,5,0,1,11,290,18,882
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,1306,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,420,508,0,8,11,0,5,3,243,16,794
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,515,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,425,117,0,2,2,0,1,1,135,13,271
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,668,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,431,220,0,2,5,0,0,3,144,15,389
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,724,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,446,265,0,5,4,0,3,1,147,5,430
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,730,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,448,183,0,2,9,0,3,1,154,7,359
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,1406,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,451,440,0,9,11,0,2,5,300,18,785
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,526,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,452,183,0,2,0,0,1,2,97,14,299
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,813,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,587,160,0,1,13,0,0,1,241,33,449
26,5/7/2009,12,Ayuntamientos,26,0,2,C,Contigua,0,49,HERMOSILLO,1436,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,589,423,0,5,8,0,0,3,289,29,757
26,5/7/2009,12,Ayuntamientos,26,0,1,C,Contigua,0,49,HERMOSILLO,1058,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,514,326,0,22,6,0,2,2,184,19,561
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,373,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,515,86,0,1,0,0,2,1,86,7,183
26,5/7/2009,12,Ayuntamientos,26,0,1,C,Contigua,0,49,HERMOSILLO,735,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,532,251,0,4,6,0,1,0,196,13,471
26,5/7/2009,12,Ayuntamientos,26,0,2,C,Contigua,0,49,HERMOSILLO,735,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,532,263,0,5,2,0,1,2,200,5,478
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,700,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,533,145,0,3,1,0,0,0,145,4,298
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,553,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,544,163,0,3,2,0,3,2,141,7,321
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,806,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,547,215,0,4,6,0,2,0,176,23,426
26,5/7/2009,12,Ayuntamientos,26,0,1,C,Contigua,0,49,HERMOSILLO,1323,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,558,316,0,15,10,0,5,10,277,14,647
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,1019,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,561,317,0,11,11,0,0,1,197,18,555
26,5/7/2009,12,Ayuntamientos,26,0,6,C,Contigua,0,49,HERMOSILLO,1386,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,569,260,0,4,14,0,2,9,326,12,627
26,5/7/2009,12,Ayuntamientos,26,0,11,C,Contigua,0,49,HERMOSILLO,708,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,580,181,0,4,3,0,0,2,150,10,350
26,5/7/2009,12,Ayuntamientos,26,0,5,C,Contigua,0,49,HERMOSILLO,721,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,583,140,0,2,5,0,3,0,178,7,335
26,5/7/2009,12,Ayuntamientos,26,0,13,C,Contigua,0,49,HERMOSILLO,722,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,583,182,0,3,4,0,3,1,126,6,325
26,5/7/2009,12,Ayuntamientos,26,0,5,C,Contigua,0,55,SAN LUIS RIO COLORADO,750,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,661,100,0,41,0,0,8,0,135,6,290
26,5/7/2009,12,Ayuntamientos,26,0,6,C,Contigua,0,55,SAN LUIS RIO COLORADO,1500,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,661,174,0,84,0,0,4,0,233,13,508
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,55,SAN LUIS RIO COLORADO,784,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,672,143,0,21,0,0,5,0,139,4,312
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,55,SAN LUIS RIO COLORADO,947,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,673,175,0,13,0,0,6,0,204,14,412
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,55,SAN LUIS RIO COLORADO,628,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,675,107,0,10,0,0,1,0,145,6,269
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,55,SAN LUIS RIO COLORADO,588,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,701,131,0,10,0,0,4,0,145,7,297
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,55,SAN LUIS RIO COLORADO,536,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,704,90,0,20,0,0,3,0,138,2,253
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,55,SAN LUIS RIO COLORADO,637,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,706,140,0,11,0,0,2,0,129,3,285
26,5/7/2009,12,Ayuntamientos,26,0,1,C,Contigua,0,55,SAN LUIS RIO COLORADO,1344,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,680,248,0,35,0,0,8,0,305,10,606
