NOMBRE,SECCION,CASILLAS,LISTADONOMINAL,PAN,PRI,PRD,PT,PV,PC,PSD,Alianza,PRI-Alianza,PRD-PT,VALIDOS,NULOSNOREGISTRADOS,TOTAL
TIANGUISTENGO,1343,1343B,327,23,123,1,6,4,1,0,38,,,196,5,201
TIANGUISTENGO,1344,1344B,531,80,36,1,3,7,5,2,109,,,243,30,273
TIANGUISTENGO,1344,1344C1,532,88,62,1,5,8,3,3,110,,,280,22,302
TIANGUISTENGO,1345,1345B,540,69,85,2,2,16,2,2,83,,,261,42,303
TIANGUISTENGO,1346,1346B,379,29,97,20,1,0,5,1,82,,,235,6,241
TIANGUISTENGO,1346,1346C1,379,36,81,11,1,2,2,1,106,,,240,11,251
TIANGUISTENGO,1347,1347B,729,182,145,7,2,0,63,18,36,,,453,3,456
TIANGUISTENGO,1348,1348B,570,15,180,4,10,1,10,2,141,,,363,3,366
TIZAYUCA,1349,1349B,711,64,,34,3,11,0,11,,171,,294,5,299
TIZAYUCA,1349,1349C1,711,78,,35,2,33,4,9,,162,,323,4,327
TIZAYUCA,1349,1349C2,711,59,,32,0,18,3,9,,199,,320,2,322
TIZAYUCA,1349,1349C3,711,69,,34,2,19,3,4,,177,,308,9,317
TIZAYUCA,1349,1349C4,711,66,,26,0,18,0,12,,179,,301,6,307
TIZAYUCA,1349,1349C5,711,80,,31,1,14,1,7,,201,,335,7,342
TIZAYUCA,1350,1350B,721,67,,39,2,39,5,24,,150,,326,7,333
TIZAYUCA,1350,1350C1,721,58,,50,2,30,5,9,,156,,310,9,319
TIZAYUCA,1350,1350C2,721,78,,44,4,38,1,21,,135,,321,3,324
TIZAYUCA,1351,1351B,608,67,,20,8,48,1,21,,189,,354,3,357
TIZAYUCA,1351,1351C1,609,55,,12,4,31,1,19,,169,,291,0,291
TIZAYUCA,1351,1351C2,609,62,,20,5,31,1,15,,203,,337,4,341
TIZAYUCA,1352,1352B,659,93,,16,2,41,1,5,,173,,331,7,338
TIZAYUCA,1352,1352C1,659,115,,31,0,55,1,11,,176,,389,4,393
TIZAYUCA,1352,1352C2,659,85,,15,3,37,0,14,,162,,316,8,324
TIZAYUCA,1352,1352C3,659,80,,29,3,47,3,8,,199,,369,6,375
TIZAYUCA,1353,1353B,728,100,,25,4,47,3,9,,189,,377,5,382
TIZAYUCA,1353,1353C1,728,138,,9,6,37,0,13,,193,,396,7,403
TIZAYUCA,1353,1353C2,729,122,,16,5,42,2,10,,197,,394,0,394
TIZAYUCA,1354,1354B,662,122,,12,3,42,2,14,,120,,315,6,321
TIZAYUCA,1354,1354C1,662,84,,24,1,41,2,17,,125,,294,3,297
TIZAYUCA,1355,1355B,563,106,,10,1,36,1,10,,129,,293,4,297
TIZAYUCA,1355,1355C1,564,86,,10,5,38,1,12,,116,,268,5,273
TIZAYUCA,1355,1355C2,564,95,,17,7,39,6,17,,130,,311,2,313
TIZAYUCA,1356,1356B,500,55,,21,5,28,3,8,,100,,220,6,226
TIZAYUCA,1356,1356C1,500,65,,20,3,37,2,5,,81,,213,7,220
TIZAYUCA,1356,1356C2,501,54,,24,3,27,0,5,,95,,208,0,208
TIZAYUCA,1357,1357B,635,47,,11,2,36,2,3,,148,,249,3,252
TIZAYUCA,1357,1357C1,636,61,,10,0,42,3,6,,126,,248,9,257
TIZAYUCA,1357,1357C2,636,35,,10,3,26,2,6,,133,,215,4,219
TIZAYUCA,1358,1358B,618,65,,37,2,20,4,8,,122,,258,3,261
TIZAYUCA,1358,1358C1,619,89,,30,3,36,1,9,,115,,283,5,288
TIZAYUCA,1358,1358C2,619,42,,30,3,25,2,9,,125,,236,6,242
TIZAYUCA,1358,1358C3,619,64,,35,0,32,1,19,,124,,275,2,277
TIZAYUCA,1358,1358C4,619,69,,29,7,18,3,10,,115,,251,5,256
TIZAYUCA,1359,1359B,531,57,,28,2,56,1,4,,82,,230,1,231
TIZAYUCA,1359,1359C1,532,42,,23,0,46,2,8,,89,,210,8,218
TIZAYUCA,1360,1360B,631,63,,24,5,30,4,18,,133,,277,5,282
TIZAYUCA,1360,1360C1,631,67,,24,2,25,2,17,,106,,243,5,248
TIZAYUCA,1361,1361B,490,45,,16,1,24,1,0,,112,,199,4,203
TIZAYUCA,1361,1361C1,491,43,,18,1,26,0,5,,109,,202,26,228
TIZAYUCA,1362,1362B,699,76,,28,1,27,1,6,,136,,275,8,283
TIZAYUCA,1362,1362C1,700,64,,20,1,27,1,9,,146,,268,9,277
TIZAYUCA,1362,1362C2,700,64,,23,3,22,0,6,,147,,265,7,272
TIZAYUCA,1362,1362C3,700,70,,26,5,50,1,11,,150,,313,8,321
TIZAYUCA,1362,1362C4,700,62,,26,1,33,2,10,,166,,300,4,304
TIZAYUCA,1362,1362C5,700,67,,17,1,46,2,7,,138,,278,8,286
TIZAYUCA,1363,1363B,748,55,,26,1,16,0,7,,132,,237,4,241
TIZAYUCA,1363,1363C1,748,61,,12,3,23,1,4,,134,,238,7,245
TIZAYUCA,1363,1363C2,748,51,,15,2,13,0,2,,133,,216,5,221
TIZAYUCA,1363,1363C3,748,45,,29,1,14,2,5,,142,,238,6,244
TIZAYUCA,1363,1363C4,748,68,,25,1,12,0,6,,127,,239,3,242
TIZAYUCA,1363,1363C5,748,51,,22,4,20,2,8,,131,,238,7,245
TIZAYUCA,1363,1363C6,748,60,,14,0,12,0,3,,136,,225,0,225
TIZAYUCA,1363,1363C7,748,57,,14,1,5,0,6,,120,,203,5,208
TIZAYUCA,1363,1363C8,749,61,,24,0,11,2,4,,116,,218,5,223
TIZAYUCA,1364,1364B,521,30,,17,2,15,0,6,,66,,136,3,139
TIZAYUCA,1364,1364C1,521,33,,16,3,8,1,2,,64,,127,2,129
TIZAYUCA,1364,1364C2,521,39,,13,1,17,0,1,,92,,163,0,163
TIZAYUCA,1365,1365B,688,78,,21,5,56,2,6,,151,,319,2,321
TIZAYUCA,1365,1365C1,688,78,,20,6,51,8,9,,154,,326,10,336
TIZAYUCA,1366,1366B,536,86,,22,1,25,0,6,,103,,243,7,250
TIZAYUCA,1366,1366C1,536,63,,20,2,35,0,4,,122,,246,4,250
TIZAYUCA,1366,1366C2,536,94,,11,0,31,1,11,,90,,238,7,245
TIZAYUCA,1367,1367B,629,129,,13,1,38,1,5,,121,,308,8,316
TIZAYUCA,1367,1367C1,629,167,,15,1,23,0,1,,139,,346,7,353
TIZAYUCA,1367,1367C2,629,105,,14,3,32,0,6,,126,,286,5,291
TIZAYUCA,1367,1367C3,630,121,,22,0,31,1,10,,128,,313,1,314
TIZAYUCA,1367,1367C4,630,132,,9,1,37,2,10,,148,,339,0,339
TIZAYUCA,1368,1368B,642,90,,16,4,29,0,4,,146,,289,3,292
TIZAYUCA,1368,1368C1,642,74,,19,0,27,1,14,,157,,292,9,301
TIZAYUCA,1368,1368C2,642,94,,17,3,27,3,9,,161,,314,3,317
TIZAYUCA,1368,1368C3,642,76,,22,3,30,1,6,,163,,301,7,308
TIZAYUCA,1368,1368C4,643,81,,16,2,28,0,13,,145,,285,3,288
TLAHUELILPAN,1369,1369B,411,14,,120,0,49,0,6,,81,,270,0,270
TLAHUELILPAN,1369,1369C1,412,10,,118,0,37,0,4,,92,,261,3,264
TLAHUELILPAN,1370,1370B,572,17,,191,0,32,0,16,,110,,366,1,367
TLAHUELILPAN,1370,1370C1,572,22,,165,0,46,0,23,,115,,371,2,373
TLAHUELILPAN,1371,1371B,517,18,,181,0,45,0,9,,81,,334,10,344
TLAHUELILPAN,1372,1372B,612,24,,149,0,50,0,31,,121,,375,4,379
TLAHUELILPAN,1373,1373B,631,22,,137,0,75,0,22,,120,,376,4,380
TLAHUELILPAN,1373,1373C1,631,25,,143,0,58,0,20,,146,,392,5,397
TLAHUELILPAN,1374,1374B,549,24,,144,0,47,0,11,,113,,339,3,342
TLAHUELILPAN,1374,1374C1,550,26,,164,0,30,0,0,,115,,335,9,344
TLAHUELILPAN,1374,1374C2,550,16,,144,0,39,0,11,,134,,344,3,347
TLAHUELILPAN,1375,1375B,672,22,,163,0,56,0,13,,148,,402,6,408
TLAHUELILPAN,1375,1375C1,673,27,,122,0,57,0,14,,161,,381,9,390
TLAHUELILPAN,1376,1376B,653,26,,164,0,85,0,7,,133,,415,5,420
TLAHUELILPAN,1376,1376C1,653,19,,166,0,50,0,6,,172,,413,5,418
TLAHUELILPAN,1376,1376C2,653,22,,159,0,52,0,12,,137,,382,6,388
TLAHUELILPAN,1377,1377B,750,33,,237,0,36,0,9,,179,,494,5,499
TLAHUELILPAN,1377,1377C1,750,32,,246,0,31,0,0,,174,,483,20,503
TLAHUILTEPA,1378,1378B,714,0,,270,0,0,0,0,,200,,470,9,479
TLAHUILTEPA,1379,1379B,549,0,,158,0,0,0,0,,180,,338,8,346
TLAHUILTEPA,1380,1380B,666,0,,160,0,0,0,0,,289,,449,20,469
TLAHUILTEPA,1381,1381B,527,0,,169,0,0,0,0,,137,,306,9,315
TLAHUILTEPA,1382,1382B,183,0,,39,0,0,0,0,,66,,105,2,107
TLAHUILTEPA,1382,1382X,166,0,,52,0,0,0,0,,40,,92,3,95
TLAHUILTEPA,1383,1383B,312,0,,116,0,0,0,0,,101,,217,10,227
TLAHUILTEPA,1384,1384B,194,0,,59,0,0,0,0,,50,,109,3,112
TLAHUILTEPA,1385,1385B,302,0,,97,0,0,0,0,,85,,182,9,191
TLAHUILTEPA,1386,1386B,498,0,,143,0,0,0,0,,179,,322,26,348
TLAHUILTEPA,1387,1387B,146,0,,44,0,0,0,0,,54,,98,3,101
TLAHUILTEPA,1388,1388B,406,0,,120,0,0,0,0,,154,,274,19,293
TLAHUILTEPA,1388,1388C1,406,0,,120,0,0,0,0,,141,,261,7,268
TLAHUILTEPA,1389,1389B,241,0,,78,0,0,0,0,,81,,159,4,163
TLAHUILTEPA,1390,1390B,277,0,,110,0,0,0,0,,69,,179,13,192
TLAHUILTEPA,1391,1391B,622,0,,195,0,0,0,0,,232,,427,22,449
TLAHUILTEPA,1392,1392B,425,0,,135,0,0,0,0,,65,,200,32,232
TLAHUILTEPA,1393,1393B,361,0,,109,0,0,0,0,,141,,250,3,253
TLAHUILTEPA,1394,1394B,199,0,,92,0,0,0,0,,37,,129,15,144
TLANALAPA,1395,1395B,595,27,220,109,2,0,3,11,31,,,403,7,410
TLANALAPA,1395,1395C1,596,39,180,108,0,0,0,17,42,,,386,5,391
TLANALAPA,1396,1396B,549,19,167,142,2,0,1,9,21,,,361,2,363
TLANALAPA,1396,1396C1,549,24,136,161,1,0,4,14,23,,,363,16,379
TLANALAPA,1397,1397B,543,26,145,157,2,0,2,4,29,,,365,19,384
TLANALAPA,1397,1397C1,543,27,145,136,1,0,2,3,42,,,356,4,360
TLANALAPA,1398,1398B,678,17,238,175,5,0,2,8,21,,,466,4,470
TLANALAPA,1398,1398C1,678,15,236,150,3,0,2,3,30,,,439,4,443
TLANALAPA,1399,1399B,671,22,173,175,9,0,2,3,27,,,411,2,413
TLANALAPA,1399,1399C1,672,22,204,136,2,0,2,13,26,,,405,2,407
TLANALAPA,1400,1400B,338,2,119,81,4,0,1,1,7,,,215,4,219
TLANALAPA,1401,1401B,586,35,152,117,7,0,1,35,36,,,383,3,386
TLANALAPA,1402,1402B,456,18,139,19,1,0,22,3,38,,,240,2,242
TLANALAPA,1402,1402C1,457,36,114,32,0,0,10,8,46,,,246,3,249
TLANCHINOL,1403,1403B,543,154,,54,9,0,3,2,,120,,342,6,348
TLANCHINOL,1403,1403C1,544,152,,35,4,0,2,12,,129,,334,13,347
TLANCHINOL,1403,1403C2,544,154,,63,4,0,4,3,,104,,332,8,340
TLANCHINOL,1404,1404B,343,71,,104,1,0,0,0,,33,,209,0,209
TLANCHINOL,1405,1405B,456,38,,66,7,0,1,2,,69,,183,31,214
TLANCHINOL,1406,1406B,738,106,,33,6,0,6,2,,229,,382,355,737
TLANCHINOL,1407,1407B,672,123,,159,8,0,3,0,,188,,481,40,521
TLANCHINOL,1408,1408B,672,84,,175,5,0,2,1,,221,,488,21,509
TLANCHINOL,1409,1409B,657,237,,32,1,0,0,1,,177,,448,11,459
TLANCHINOL,1410,1410B,541,173,,65,9,0,2,2,,98,,349,24,373
TLANCHINOL,1410,1410C1,542,182,,67,3,0,2,3,,105,,362,14,376
TLANCHINOL,1410,1410C2,542,181,,55,4,0,2,2,,108,,352,16,368
TLANCHINOL,1411,1411B,673,163,,38,6,0,0,0,,233,,440,24,464
TLANCHINOL,1412,1412B,394,156,,4,2,0,2,4,,92,,260,13,273
TLANCHINOL,1412,1412C1,394,143,,4,5,0,4,0,,95,,251,13,264
TLANCHINOL,1413,1413B,595,218,,13,2,0,6,1,,156,,396,24,420
TLANCHINOL,1414,1414B,596,128,,33,7,0,5,1,,141,,315,19,334
TLANCHINOL,1414,1414C1,596,120,,42,5,0,4,3,,153,,327,23,350
TLANCHINOL,1415,1415B,586,96,,123,2,0,2,4,,134,,361,24,385
TLANCHINOL,1415,1415C1,587,124,,125,10,0,5,1,,141,,406,19,425
TLANCHINOL,1416,1416B,349,134,,21,1,0,1,1,,79,,237,7,244
TLANCHINOL,1417,1417B,736,186,,33,7,0,5,1,,230,,462,31,493
TLANCHINOL,1418,1418B,465,50,,75,6,0,2,4,,82,,219,1,220
TLANCHINOL,1419,1419B,427,142,,47,5,0,3,6,,69,,272,17,289
TLANCHINOL,1419,1419C1,428,109,,54,8,0,1,5,,71,,248,0,248
TLANCHINOL,1420,1420B,309,120,,14,3,0,1,16,,47,,201,13,214
TLANCHINOL,1421,1421B,372,145,,14,7,0,2,2,,95,,265,107,372
TLANCHINOL,1422,1422B,534,134,,92,7,0,3,3,,126,,365,21,386
TLANCHINOL,1422,1422C1,534,110,,72,8,0,3,3,,132,,328,31,359
TLANCHINOL,1423,1423B,581,186,,30,9,0,0,14,,121,,360,220,580
TLANCHINOL,1423,1423C1,582,186,,25,4,0,1,7,,127,,350,0,350
TLANCHINOL,1424,1424B,643,162,,82,5,0,0,2,,102,,353,24,377
TLANCHINOL,1425,1425B,694,178,,148,8,0,0,4,,103,,441,18,459
TLANCHINOL,1426,1426B,646,146,,43,7,0,6,4,,163,,369,59,428
TLANCHINOL,1427,1427B,531,133,,79,3,0,3,0,,132,,350,23,373
TLANCHINOL,1428,1428B,544,167,,47,5,0,3,1,,131,,354,6,360
TLANCHINOL,1428,1428C1,545,184,,50,4,0,5,1,,109,,353,9,362
TLANCHINOL,1428,1428C2,545,184,,54,6,0,2,3,,140,,389,8,397
TLAXCOAPAN,1429,1429B,521,98,,72,36,0,0,4,,69,,279,11,290
TLAXCOAPAN,1429,1429C1,521,92,,67,27,0,0,5,,83,,274,4,278
TLAXCOAPAN,1429,1429C2,522,89,,65,24,0,0,5,,89,,272,0,272
TLAXCOAPAN,1430,1430B,748,166,,136,43,0,0,5,,106,,456,7,463
TLAXCOAPAN,1430,1430C1,749,145,,161,23,0,0,4,,92,,425,10,435
TLAXCOAPAN,1430,1430C2,749,155,,115,25,3,0,5,,123,,426,7,433
TLAXCOAPAN,1431,1431B,717,115,,136,67,2,0,4,,88,,412,7,419
TLAXCOAPAN,1431,1431C1,717,103,,106,78,2,0,6,,94,,389,9,398
TLAXCOAPAN,1432,1432B,679,143,,111,29,0,0,5,,124,,412,6,418
TLAXCOAPAN,1432,1432C1,680,110,,92,54,0,0,8,,114,,378,10,388
TLAXCOAPAN,1433,1433B,653,110,,81,47,0,0,9,,101,,348,3,351
TLAXCOAPAN,1433,1433C1,654,107,,78,73,0,0,7,,66,,331,3,334
TLAXCOAPAN,1434,1434B,732,156,,103,47,0,0,4,,95,,405,9,414
TLAXCOAPAN,1434,1434C1,732,117,,94,56,1,0,8,,108,,384,8,392
TLAXCOAPAN,1435,1435B,615,31,,101,69,1,0,1,,115,,318,0,318
TLAXCOAPAN,1435,1435C1,615,41,,114,70,3,0,3,,123,,354,1,355
TLAXCOAPAN,1436,1436B,694,51,,96,49,1,0,3,,128,,328,5,333
TLAXCOAPAN,1436,1436C1,695,51,,118,78,0,1,6,,128,,382,3,385
TLAXCOAPAN,1437,1437B,516,185,,34,11,0,0,5,,44,,279,9,288
TLAXCOAPAN,1437,1437C1,517,143,,44,14,0,0,5,,74,,280,5,285
TLAXCOAPAN,1437,1437C2,517,144,,51,19,0,0,15,,86,,315,0,315
TLAXCOAPAN,1438,1438B,617,111,,65,21,0,0,7,,90,,294,2,296
TLAXCOAPAN,1438,1438C1,617,126,,66,42,0,0,4,,76,,314,13,327
TLAXCOAPAN,1438,1438C2,617,137,,63,23,0,0,12,,114,,349,4,353
TLAXCOAPAN,1439,1439B,518,84,,79,21,0,0,2,,133,,319,6,325
TLAXCOAPAN,1439,1439C1,519,90,,58,34,0,1,5,,134,,322,5,327
TLAXCOAPAN,1440,1440B,668,45,,83,80,0,0,9,,234,,451,8,459
TOLCAYUCA,1441,1441B,546,71,,52,0,5,135,2,,109,,374,2,376
TOLCAYUCA,1441,1441C1,546,53,,49,0,3,124,1,,155,,385,5,390
TOLCAYUCA,1442,1442B,741,167,,62,0,7,118,2,,192,,548,5,553
TOLCAYUCA,1442,1442C1,741,155,,43,0,3,128,0,,180,,509,2,511
TOLCAYUCA,1443,1443B,678,81,,58,0,2,174,2,,161,,478,0,478
TOLCAYUCA,1444,1444B,526,33,,38,0,4,122,0,,142,,339,2,341
TOLCAYUCA,1444,1444C1,526,59,,25,0,0,145,0,,128,,357,5,362
TOLCAYUCA,1444,1444C2,527,43,,26,0,5,133,3,,158,,368,1,369
TOLCAYUCA,1445,1445B,646,43,,41,0,6,49,2,,310,,451,11,462
TOLCAYUCA,1446,1446B,392,20,,33,0,3,54,8,,156,,274,3,277
TOLCAYUCA,1446,1446C1,393,26,,28,0,2,36,4,,161,,257,3,260
TOLCAYUCA,1447,1447B,567,43,,132,0,3,33,0,,126,,337,4,341
TOLCAYUCA,1447,1447C1,567,36,,142,0,3,29,0,,115,,325,7,332
TOLCAYUCA,1447,1447C2,568,31,,122,0,2,36,0,,120,,311,6,317
TOLCAYUCA,1447,1447C3,568,25,,103,0,3,20,1,,143,,295,3,298
TOLCAYUCA,1448,1448B,292,14,,6,0,31,60,0,,52,,163,2,165
TULA DE ALLENDE,1449,1449B,731,43,,106,0,8,7,4,,131,,299,6,305
TULA DE ALLENDE,1449,1449C1,732,43,,97,1,8,8,7,,104,,268,10,278
TULA DE ALLENDE,1450,1450B,651,12,,111,2,5,14,3,,134,,281,4,285
TULA DE ALLENDE,1450,1450C1,651,15,,123,3,7,5,6,,110,,269,12,281
TULA DE ALLENDE,1451,1451B,643,17,,81,0,9,18,6,,117,,248,11,259
TULA DE ALLENDE,1451,1451C1,644,27,,84,0,6,18,5,,127,,267,8,275
TULA DE ALLENDE,1452,1452B,584,20,,78,2,11,12,0,,122,,245,339,584
TULA DE ALLENDE,1452,1452C1,584,11,,62,1,5,22,6,,124,,231,353,584
TULA DE ALLENDE,1452,1452C2,585,19,,67,1,7,23,4,,108,,229,3,232
TULA DE ALLENDE,1453,1453B,664,40,,79,0,7,22,5,,134,,287,5,292
TULA DE ALLENDE,1453,1453C1,664,36,,67,0,8,16,1,,153,,281,4,285
TULA DE ALLENDE,1453,1453C2,665,23,,83,2,9,17,2,,135,,271,5,276
TULA DE ALLENDE,1454,1454B,635,23,,78,4,7,15,6,,141,,274,4,278
TULA DE ALLENDE,1454,1454C1,635,29,,69,3,5,24,3,,137,,270,3,273
TULA DE ALLENDE,1455,1455B,482,31,,57,5,7,5,5,,116,,226,4,230
TULA DE ALLENDE,1455,1455C1,482,46,,59,0,2,6,8,,116,,237,3,240
TULA DE ALLENDE,1456,1456B,742,35,,85,6,7,16,5,,108,,262,3,265
TULA DE ALLENDE,1456,1456C1,742,34,,86,5,6,21,5,,143,,300,5,305
TULA DE ALLENDE,1456,1456C2,742,28,,95,1,8,15,14,,115,,276,6,282
TULA DE ALLENDE,1457,1457B,592,32,,67,2,7,14,5,,120,,247,6,253
TULA DE ALLENDE,1457,1457C1,592,34,,75,1,6,7,7,,118,,248,10,258
TULA DE ALLENDE,1457,1457C2,593,32,,76,2,6,9,1,,152,,278,3,281
TULA DE ALLENDE,1458,1458B,605,34,,125,3,2,6,4,,93,,267,3,270
TULA DE ALLENDE,1458,1458C1,605,38,,86,1,5,16,5,,118,,269,1,270
TULA DE ALLENDE,1458,1458C2,606,36,,79,1,5,8,3,,130,,262,6,268
TULA DE ALLENDE,1459,1459B,546,60,,70,2,6,10,3,,100,,251,2,253
TULA DE ALLENDE,1459,1459C1,546,43,,101,2,8,12,9,,92,,267,3,270
TULA DE ALLENDE,1459,1459C2,546,34,,89,2,4,14,11,,83,,237,5,242
TULA DE ALLENDE,1460,1460B,592,32,,85,4,3,9,2,,112,,247,6,253
TULA DE ALLENDE,1460,1460C1,592,46,,58,2,3,12,5,,111,,237,3,240
TULA DE ALLENDE,1460,1460C2,592,39,,69,5,9,11,7,,119,,259,0,259
TULA DE ALLENDE,1461,1461B,532,24,,83,0,5,7,6,,89,,214,3,217
TULA DE ALLENDE,1461,1461C1,533,38,,81,1,2,6,3,,95,,226,6,232
TULA DE ALLENDE,1461,1461C2,533,24,,68,1,4,10,2,,87,,196,5,201
TULA DE ALLENDE,1462,1462B,547,30,,57,1,4,20,7,,85,,204,6,210
TULA DE ALLENDE,1462,1462C1,547,25,,73,0,6,19,4,,77,,204,5,209
TULA DE ALLENDE,1462,1462C2,547,32,,64,0,8,21,4,,99,,228,5,233
TULA DE ALLENDE,1463,1463B,399,155,,13,0,4,6,0,,53,,231,2,233
TULA DE ALLENDE,1464,1464B,535,87,,68,0,3,5,2,,68,,233,7,240
TULA DE ALLENDE,1464,1464C1,535,76,,89,3,4,11,0,,55,,238,4,242
TULA DE ALLENDE,1464,1464C2,535,76,,89,0,4,3,1,,63,,236,6,242
TULA DE ALLENDE,1465,1465B,203,9,,49,1,10,1,3,,27,,100,1,101
TULA DE ALLENDE,1466,1466B,714,85,,74,3,1,73,0,,97,,333,7,340
TULA DE ALLENDE,1466,1466C1,715,108,,81,4,4,73,2,,66,,338,4,342
TULA DE ALLENDE,1466,1466C2,715,88,,76,2,2,62,1,,94,,325,3,328
TULA DE ALLENDE,1467,1467B,251,3,,72,1,1,9,1,,37,,124,2,126
TULA DE ALLENDE,1468,1468B,687,43,,105,1,5,30,9,,142,,335,8,343
TULA DE ALLENDE,1469,1469B,477,6,,135,1,7,5,3,,95,,252,2,254
TULA DE ALLENDE,1470,1470B,308,6,,42,0,2,41,3,,45,,139,0,139
TULA DE ALLENDE,1471,1471B,79,5,,7,0,1,2,0,,28,,43,2,45
TULA DE ALLENDE,1472,1472B,533,20,,80,1,1,4,10,,101,,217,12,229
TULA DE ALLENDE,1472,1472C1,533,14,,83,4,3,2,11,,116,,233,7,240
TULA DE ALLENDE,1473,1473B,624,16,,67,3,2,7,21,,71,,187,3,190
TULA DE ALLENDE,1474,1474B,544,38,,72,5,7,18,6,,84,,230,5,235
TULA DE ALLENDE,1474,1474C1,544,45,,102,4,6,14,5,,112,,288,2,290
TULA DE ALLENDE,1474,1474C2,545,33,,82,2,4,19,5,,121,,266,4,270
TULA DE ALLENDE,1475,1475B,437,59,,41,6,2,3,3,,83,,197,7,204
TULA DE ALLENDE,1476,1476B,653,33,,77,3,12,8,6,,121,,260,9,269
TULA DE ALLENDE,1476,1476C1,653,27,,98,3,15,11,5,,92,,251,8,259
TULA DE ALLENDE,1476,1476C2,654,35,,100,2,19,11,6,,130,,303,5,308
TULA DE ALLENDE,1477,1477B,506,13,,71,2,5,7,1,,63,,162,2,164
TULA DE ALLENDE,1477,1477C1,506,25,,94,2,9,10,3,,49,,192,2,194
TULA DE ALLENDE,1477,1477C2,506,18,,96,1,5,8,1,,67,,196,4,200
TULA DE ALLENDE,1478,1478B,633,33,,67,1,3,13,3,,117,,237,3,240
TULA DE ALLENDE,1478,1478C1,633,24,,92,0,9,6,2,,111,,244,5,249
TULA DE ALLENDE,1478,1478C2,634,27,,67,5,12,12,1,,130,,254,6,260
TULA DE ALLENDE,1479,1479B,593,29,,71,2,6,12,5,,90,,215,5,220
TULA DE ALLENDE,1479,1479C1,593,29,,66,0,9,19,6,,120,,249,3,252
TULA DE ALLENDE,1480,1480B,631,44,,53,0,7,5,1,,122,,232,7,239
TULA DE ALLENDE,1480,1480C1,631,36,,63,3,10,9,2,,139,,262,0,262
TULA DE ALLENDE,1480,1480C2,631,37,,61,2,6,9,4,,137,,256,1,257
TULA DE ALLENDE,1480,1480C3,631,49,,55,1,7,4,0,,152,,268,6,274
TULA DE ALLENDE,1481,1481B,564,47,,90,1,4,16,13,,97,,268,6,274
TULA DE ALLENDE,1481,1481C1,564,45,,89,4,1,12,11,,92,,254,7,261
TULA DE ALLENDE,1482,1482B,517,67,,35,0,5,9,3,,111,,230,3,233
TULA DE ALLENDE,1482,1482C1,517,54,,27,1,1,8,3,,121,,215,5,220
TULA DE ALLENDE,1483,1483B,478,12,,59,1,1,4,5,,61,,143,2,145
TULA DE ALLENDE,1483,1483C1,478,28,,59,2,5,9,1,,62,,166,3,169
TULA DE ALLENDE,1484,1484B,636,35,,48,1,8,8,4,,77,,181,8,189
TULA DE ALLENDE,1484,1484C1,636,26,,69,1,5,6,1,,107,,215,1,216
TULA DE ALLENDE,1485,1485B,576,31,,80,1,10,6,1,,76,,205,1,206
TULA DE ALLENDE,1485,1485C1,576,36,,80,4,4,11,2,,67,,204,2,206
TULA DE ALLENDE,1485,1485C2,576,33,,58,6,4,6,0,,73,,180,1,181
TULA DE ALLENDE,1485,1485C3,577,41,,70,0,6,9,1,,87,,214,5,219
TULA DE ALLENDE,1486,1486B,561,26,,60,4,15,8,2,,146,,261,0,261
TULA DE ALLENDE,1486,1486C1,561,23,,157,10,15,13,2,,72,,292,3,295
TULA DE ALLENDE,1487,1487B,728,59,,71,3,13,22,8,,137,,313,6,319
TULA DE ALLENDE,1487,1487C1,729,63,,72,2,7,17,7,,150,,318,6,324
TULA DE ALLENDE,1488,1488B,593,32,,97,2,13,5,2,,116,,267,6,273
TULA DE ALLENDE,1488,1488C1,593,28,,80,5,19,12,2,,120,,266,2,268
TULA DE ALLENDE,1488,1488C2,594,31,,66,2,18,14,2,,129,,262,5,267
TULA DE ALLENDE,1489,1489B,379,11,,68,3,4,3,4,,88,,181,2,183
TULA DE ALLENDE,1489,1489C1,380,14,,56,1,4,1,4,,80,,160,2,162
TULA DE ALLENDE,1490,1490B,244,6,,17,0,4,7,0,,24,,58,1,59
TULA DE ALLENDE,1491,1491B,628,27,,117,2,6,5,4,,119,,280,4,284
TULA DE ALLENDE,1491,1491C1,629,18,,135,3,5,7,1,,110,,279,7,286
TULA DE ALLENDE,1492,1492B,581,49,,59,4,15,11,3,,90,,231,3,234
TULA DE ALLENDE,1492,1492C1,581,43,,35,4,12,5,4,,119,,222,8,230
TULA DE ALLENDE,1492,1492C2,582,42,,45,2,4,7,1,,116,,217,3,220
TULA DE ALLENDE,1492,1492C3,582,52,,56,0,7,4,2,,106,,227,2,229
TULA DE ALLENDE,1493,1493B,629,17,,96,1,9,5,2,,165,,295,21,316
TULA DE ALLENDE,1493,1493C1,629,16,,99,5,16,2,5,,188,,331,7,338
TULA DE ALLENDE,1493,1493C2,630,20,,96,3,21,2,0,,155,,297,11,308
TULA DE ALLENDE,1493,1493C3,630,9,,139,4,19,5,1,,136,,313,5,318
TULA DE ALLENDE,1494,1494B,599,40,,34,4,28,18,4,,93,,221,7,228
TULA DE ALLENDE,1494,1494C1,600,42,,40,11,26,7,3,,112,,241,4,245
TULA DE ALLENDE,1494,1494C2,600,34,,42,3,28,19,2,,117,,245,7,252
TULA DE ALLENDE,1495,1495B,748,25,,66,14,12,10,4,,95,,226,20,246
