uniqueid,year,state,mun,section,incumbent_party_magar,incumbent_candidate_magar,final_incumbent,incumbent_vote,party_component,mutually_exclusive,researched_incumbent,source_researched_incumbent,incumbent_party_JL,incumbent_candidate_JL,incumbent_party_Horacio,incumbent_party_inafed,incumbent_candidate_inafed,state_incumbent_party,state_incumbent_vote,state_incumbent_vote_party_component,PRI_vote,PRI_vote_party_component,PRD_vote,PRD_vote_party_component,PAN_vote,PAN_vote_party_component,MORENA_vote,MORENA_vote_party_component,runnerup_party_magar,runnerup_candidate_magar,runnerup_vote,runnerup_party_component,margin,listanominal,valid,total,turnout,PAN,PRI,PRD,PartCardenista,PT,PVEM,PPS,PD,PT_PC_PAS_PSN,PDS,PCD,PARM,DSPPN,PC,PSN,PAS,FUERZACIUDADANA,MEXICOPOSIBLE,PLM,nulos,PRD_PT_PC,PANAL,PRI_PANAL,PSD,PRI_PVEM,PT_PC,MC,MORENA,PH,PES,PAN_MC,PRI_PVEM_PANAL,PLC,CI_1,CI_2
4002,2009,CAMPECHE,CAMPECHE,120,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI_PANAL,223,PRI_PANAL,TRUE,NA,NA,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI,PRI,C. CARLOS OZNEROL PACHECO CASTRO,PRI,223,PRI_PANAL,223,PRI_PANAL,20,PRD,173,PAN,NA,NA,PAN,NA,173,PAN,0.0630192743,590,454,466,0.7898305084745763,173,NA,20,NA,2,23,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,12,NA,NA,223,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4002,2009,CAMPECHE,CAMPECHE,121,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI_PANAL,135,PRI_PANAL,TRUE,NA,NA,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI,PRI,C. CARLOS OZNEROL PACHECO CASTRO,PRI,135,PRI_PANAL,135,PRI_PANAL,4,PRD,300,PAN,NA,NA,PAN,NA,300,PAN,0.0630192743,669,456,456,0.6816143497757847,300,NA,4,NA,1,10,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,NA,NA,135,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4002,2009,CAMPECHE,CAMPECHE,122,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI_PANAL,266,PRI_PANAL,TRUE,NA,NA,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI,PRI,C. CARLOS OZNEROL PACHECO CASTRO,PRI,266,PRI_PANAL,266,PRI_PANAL,19,PRD,252,PAN,NA,NA,PAN,NA,252,PAN,0.0630192743,794,563,577,0.7267002518891688,252,NA,19,NA,3,9,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,14,NA,NA,266,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4002,2009,CAMPECHE,CAMPECHE,123,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI_PANAL,179,PRI_PANAL,TRUE,NA,NA,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI,PRI,C. CARLOS OZNEROL PACHECO CASTRO,PRI,179,PRI_PANAL,179,PRI_PANAL,1,PRD,271,PAN,NA,NA,PAN,NA,271,PAN,0.0630192743,590,462,471,0.7983050847457627,271,NA,1,NA,1,9,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,9,NA,NA,179,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4002,2009,CAMPECHE,CAMPECHE,124,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI_PANAL,292,PRI_PANAL,TRUE,NA,NA,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI,PRI,C. CARLOS OZNEROL PACHECO CASTRO,PRI,292,PRI_PANAL,292,PRI_PANAL,2,PRD,308,PAN,NA,NA,PAN,NA,308,PAN,0.0630192743,811,612,617,0.7607891491985204,308,NA,2,NA,3,4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,5,NA,NA,292,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4002,2009,CAMPECHE,CAMPECHE,125,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI_PANAL,331,PRI_PANAL,TRUE,NA,NA,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI,PRI,C. CARLOS OZNEROL PACHECO CASTRO,PRI,331,PRI_PANAL,331,PRI_PANAL,5,PRD,443,PAN,NA,NA,PAN,NA,443,PAN,0.0630192743,1256,801,842,0.6703821656050956,443,NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,41,NA,NA,331,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4002,2009,CAMPECHE,CAMPECHE,126,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI_PANAL,424,PRI_PANAL,TRUE,NA,NA,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI,PRI,C. CARLOS OZNEROL PACHECO CASTRO,PRI,424,PRI_PANAL,424,PRI_PANAL,16,PRD,565,PAN,NA,NA,PAN,NA,565,PAN,0.0630192743,1619,1036,1059,0.654107473749228,565,NA,16,NA,8,14,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,23,NA,NA,424,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4002,2009,CAMPECHE,CAMPECHE,127,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI_PANAL,266,PRI_PANAL,TRUE,NA,NA,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI,PRI,C. CARLOS OZNEROL PACHECO CASTRO,PRI,266,PRI_PANAL,266,PRI_PANAL,12,PRD,285,PAN,NA,NA,PAN,NA,285,PAN,0.0630192743,873,576,592,0.6781214203894617,285,NA,12,NA,3,5,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,16,NA,NA,266,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4002,2009,CAMPECHE,CAMPECHE,128,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI_PANAL,60,PRI_PANAL,TRUE,NA,NA,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI,PRI,C. CARLOS OZNEROL PACHECO CASTRO,PRI,60,PRI_PANAL,60,PRI_PANAL,1,PRD,70,PAN,NA,NA,PAN,NA,70,PAN,0.0630192743,174,133,136,0.7816091954022989,70,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3,NA,NA,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4002,2009,CAMPECHE,CAMPECHE,129,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI_PANAL,435,PRI_PANAL,TRUE,NA,NA,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI,PRI,C. CARLOS OZNEROL PACHECO CASTRO,PRI,435,PRI_PANAL,435,PRI_PANAL,16,PRD,416,PAN,NA,NA,PAN,NA,416,PAN,0.0630192743,1167,886,933,0.7994858611825193,416,NA,16,NA,6,5,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,47,NA,NA,435,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4002,2009,CAMPECHE,CAMPECHE,130,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI_PANAL,124,PRI_PANAL,TRUE,NA,NA,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI,PRI,C. CARLOS OZNEROL PACHECO CASTRO,PRI,124,PRI_PANAL,124,PRI_PANAL,3,PRD,119,PAN,NA,NA,PAN,NA,119,PAN,0.0630192743,343,248,259,0.7551020408163265,119,NA,3,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,11,NA,NA,124,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4002,2009,CAMPECHE,CAMPECHE,131,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI_PANAL,75,PRI_PANAL,TRUE,NA,NA,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI,PRI,C. CARLOS OZNEROL PACHECO CASTRO,PRI,75,PRI_PANAL,75,PRI_PANAL,7,PRD,78,PAN,NA,NA,PAN,NA,78,PAN,0.0630192743,195,163,166,0.8512820512820513,78,NA,7,NA,0,2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3,NA,NA,75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4002,2009,CAMPECHE,CAMPECHE,132,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI_PANAL,41,PRI_PANAL,TRUE,NA,NA,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI,PRI,C. CARLOS OZNEROL PACHECO CASTRO,PRI,41,PRI_PANAL,41,PRI_PANAL,1,PRD,65,PAN,NA,NA,PAN,NA,65,PAN,0.0630192743,140,107,111,0.7928571428571428,65,NA,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,4,NA,NA,41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4002,2009,CAMPECHE,CAMPECHE,133,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI_PANAL,140,PRI_PANAL,TRUE,NA,NA,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI,PRI,C. CARLOS OZNEROL PACHECO CASTRO,PRI,140,PRI_PANAL,140,PRI_PANAL,3,PRD,196,PAN,NA,NA,PAN,NA,196,PAN,0.0630192743,415,343,343,0.8265060240963855,196,NA,3,NA,0,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,NA,NA,140,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4002,2009,CAMPECHE,CAMPECHE,134,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI_PANAL,118,PRI_PANAL,TRUE,NA,NA,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI,PRI,C. CARLOS OZNEROL PACHECO CASTRO,PRI,118,PRI_PANAL,118,PRI_PANAL,NA,NA,114,PAN,NA,NA,PAN,NA,114,PAN,0.0630192743,322,233,237,0.7360248447204969,114,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,4,NA,NA,118,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4002,2009,CAMPECHE,CAMPECHE,135,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI_PANAL,182,PRI_PANAL,TRUE,NA,NA,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI,PRI,C. CARLOS OZNEROL PACHECO CASTRO,PRI,182,PRI_PANAL,182,PRI_PANAL,NA,NA,320,PAN,NA,NA,PAN,NA,320,PAN,0.0630192743,613,504,510,0.831973898858075,320,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,6,NA,NA,182,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4002,2009,CAMPECHE,CAMPECHE,136,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI_PANAL,74,PRI_PANAL,TRUE,NA,NA,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI,PRI,C. CARLOS OZNEROL PACHECO CASTRO,PRI,74,PRI_PANAL,74,PRI_PANAL,NA,NA,54,PAN,NA,NA,PAN,NA,54,PAN,0.0630192743,166,135,138,0.8313253012048193,54,NA,0,NA,2,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,74,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4002,2009,CAMPECHE,CAMPECHE,137,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI_PANAL,40,PRI_PANAL,TRUE,NA,NA,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI,PRI,C. CARLOS OZNEROL PACHECO CASTRO,PRI,40,PRI_PANAL,40,PRI_PANAL,2,PRD,71,PAN,NA,NA,PAN,NA,71,PAN,0.0630192743,154,115,120,0.7792207792207793,71,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,5,NA,NA,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4002,2009,CAMPECHE,CAMPECHE,138,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI_PANAL,167,PRI_PANAL,TRUE,NA,NA,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI,PRI,C. CARLOS OZNEROL PACHECO CASTRO,PRI,167,PRI_PANAL,167,PRI_PANAL,NA,NA,149,PAN,NA,NA,PAN,NA,149,PAN,0.0630192743,409,324,336,0.8215158924205379,149,NA,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,12,NA,NA,167,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4002,2009,CAMPECHE,CAMPECHE,139,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI_PANAL,492,PRI_PANAL,TRUE,NA,NA,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI,PRI,C. CARLOS OZNEROL PACHECO CASTRO,PRI,492,PRI_PANAL,492,PRI_PANAL,22,PRD,540,PAN,NA,NA,PAN,NA,540,PAN,0.0630192743,2178,1098,1110,0.509641873278237,540,NA,22,NA,14,12,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,12,NA,NA,492,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4002,2009,CAMPECHE,CAMPECHE,140,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI_PANAL,196,PRI_PANAL,TRUE,NA,NA,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI,PRI,C. CARLOS OZNEROL PACHECO CASTRO,PRI,196,PRI_PANAL,196,PRI_PANAL,17,PRD,307,PAN,NA,NA,PAN,NA,307,PAN,0.0630192743,1008,529,533,0.5287698412698413,307,NA,17,NA,2,4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4,NA,NA,196,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4002,2009,CAMPECHE,CAMPECHE,141,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI_PANAL,179,PRI_PANAL,TRUE,NA,NA,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI,PRI,C. CARLOS OZNEROL PACHECO CASTRO,PRI,179,PRI_PANAL,179,PRI_PANAL,22,PRD,305,PAN,NA,NA,PAN,NA,305,PAN,0.0630192743,927,519,535,0.5771305285868392,305,NA,22,NA,3,4,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,16,NA,NA,179,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4002,2009,CAMPECHE,CAMPECHE,142,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI_PANAL,615,PRI_PANAL,TRUE,NA,NA,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI,PRI,C. CARLOS OZNEROL PACHECO CASTRO,PRI,615,PRI_PANAL,615,PRI_PANAL,13,PRD,785,PAN,NA,NA,PAN,NA,785,PAN,0.0630192743,2063,1427,1462,0.7086766844401358,785,NA,13,NA,3,8,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,35,NA,NA,615,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4002,2009,CAMPECHE,CAMPECHE,143,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI_PANAL,65,PRI_PANAL,TRUE,NA,NA,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI,PRI,C. CARLOS OZNEROL PACHECO CASTRO,PRI,65,PRI_PANAL,65,PRI_PANAL,1,PRD,123,PAN,NA,NA,PAN,NA,123,PAN,0.0630192743,306,193,195,0.6372549019607843,123,NA,1,NA,3,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4002,2009,CAMPECHE,CAMPECHE,144,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI_PANAL,43,PRI_PANAL,TRUE,NA,NA,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI,PRI,C. CARLOS OZNEROL PACHECO CASTRO,PRI,43,PRI_PANAL,43,PRI_PANAL,NA,NA,79,PAN,NA,NA,PAN,NA,79,PAN,0.0630192743,188,125,127,0.675531914893617,79,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4002,2009,CAMPECHE,CAMPECHE,145,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI_PANAL,230,PRI_PANAL,TRUE,NA,NA,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI,PRI,C. CARLOS OZNEROL PACHECO CASTRO,PRI,230,PRI_PANAL,230,PRI_PANAL,5,PRD,176,PAN,NA,NA,PAN,NA,176,PAN,0.0630192743,769,412,421,0.5474642392717816,176,NA,5,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,9,NA,NA,230,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4002,2009,CAMPECHE,CAMPECHE,146,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI_PANAL,106,PRI_PANAL,TRUE,NA,NA,PRI,CARLOS OZNEROL PACHECO CASTRO,PRI,PRI,C. CARLOS OZNEROL PACHECO CASTRO,PRI,106,PRI_PANAL,106,PRI_PANAL,3,PRD,178,PAN,NA,NA,PAN,NA,178,PAN,0.0630192743,363,289,291,0.8016528925619835,178,NA,3,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,106,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4011,2009,CAMPECHE,CANDELARIA,273,PAN,FERNANDO RAMIREZ FELIX,PAN,469,PAN,TRUE,NA,NA,PAN,FERNANDO RAMIREZ FELIX,PAN,PAN,LIC. FERNANDO RAMIREZ FELIX,PRI,486,PRI_PANAL,486,PRI_PANAL,13,PRD,469,PAN,NA,NA,PRI,NA,486,PRI_PANAL,0.0352877307,1862,976,1019,0.5472610096670247,469,NA,13,NA,5,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,43,NA,NA,486,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4011,2009,CAMPECHE,CANDELARIA,274,PAN,FERNANDO RAMIREZ FELIX,PAN,310,PAN,TRUE,NA,NA,PAN,FERNANDO RAMIREZ FELIX,PAN,PAN,LIC. FERNANDO RAMIREZ FELIX,PRI,279,PRI_PANAL,279,PRI_PANAL,5,PRD,310,PAN,NA,NA,PRI,NA,279,PRI_PANAL,0.0352877307,1020,599,613,0.6009803921568627,310,NA,5,NA,3,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,14,NA,NA,279,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4011,2009,CAMPECHE,CANDELARIA,275,PAN,FERNANDO RAMIREZ FELIX,PAN,143,PAN,TRUE,NA,NA,PAN,FERNANDO RAMIREZ FELIX,PAN,PAN,LIC. FERNANDO RAMIREZ FELIX,PRI,169,PRI_PANAL,169,PRI_PANAL,2,PRD,143,PAN,NA,NA,PRI,NA,169,PRI_PANAL,0.0352877307,517,322,340,0.6576402321083172,143,NA,2,NA,4,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,18,NA,NA,169,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4011,2009,CAMPECHE,CANDELARIA,276,PAN,FERNANDO RAMIREZ FELIX,PAN,82,PAN,TRUE,NA,NA,PAN,FERNANDO RAMIREZ FELIX,PAN,PAN,LIC. FERNANDO RAMIREZ FELIX,PRI,98,PRI_PANAL,98,PRI_PANAL,1,PRD,82,PAN,NA,NA,PRI,NA,98,PRI_PANAL,0.0352877307,322,184,196,0.6086956521739131,82,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,12,NA,NA,98,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4011,2009,CAMPECHE,CANDELARIA,277,PAN,FERNANDO RAMIREZ FELIX,PAN,437,PAN,TRUE,NA,NA,PAN,FERNANDO RAMIREZ FELIX,PAN,PAN,LIC. FERNANDO RAMIREZ FELIX,PRI,383,PRI_PANAL,383,PRI_PANAL,6,PRD,437,PAN,NA,NA,PRI,NA,383,PRI_PANAL,0.0352877307,1336,836,871,0.6519461077844312,437,NA,6,NA,0,2,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,35,NA,NA,383,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4011,2009,CAMPECHE,CANDELARIA,278,PAN,FERNANDO RAMIREZ FELIX,PAN,473,PAN,TRUE,NA,NA,PAN,FERNANDO RAMIREZ FELIX,PAN,PAN,LIC. FERNANDO RAMIREZ FELIX,PRI,626,PRI_PANAL,626,PRI_PANAL,24,PRD,473,PAN,NA,NA,PRI,NA,626,PRI_PANAL,0.0352877307,2169,1135,1193,0.5500230520977409,473,NA,24,NA,5,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,58,NA,NA,626,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4011,2009,CAMPECHE,CANDELARIA,279,PAN,FERNANDO RAMIREZ FELIX,PAN,448,PAN,TRUE,NA,NA,PAN,FERNANDO RAMIREZ FELIX,PAN,PAN,LIC. FERNANDO RAMIREZ FELIX,PRI,466,PRI_PANAL,466,PRI_PANAL,28,PRD,448,PAN,NA,NA,PRI,NA,466,PRI_PANAL,0.0352877307,1621,956,979,0.6039481801357187,448,NA,28,NA,2,7,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,23,NA,NA,466,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4011,2009,CAMPECHE,CANDELARIA,280,PAN,FERNANDO RAMIREZ FELIX,PAN,337,PAN,TRUE,NA,NA,PAN,FERNANDO RAMIREZ FELIX,PAN,PAN,LIC. FERNANDO RAMIREZ FELIX,PRI,287,PRI_PANAL,287,PRI_PANAL,10,PRD,337,PAN,NA,NA,PRI,NA,287,PRI_PANAL,0.0352877307,1165,642,658,0.5648068669527897,337,NA,10,NA,2,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,16,NA,NA,287,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4011,2009,CAMPECHE,CANDELARIA,281,PAN,FERNANDO RAMIREZ FELIX,PAN,308,PAN,TRUE,NA,NA,PAN,FERNANDO RAMIREZ FELIX,PAN,PAN,LIC. FERNANDO RAMIREZ FELIX,PRI,316,PRI_PANAL,316,PRI_PANAL,7,PRD,308,PAN,NA,NA,PRI,NA,316,PRI_PANAL,0.0352877307,1182,634,654,0.5532994923857868,308,NA,7,NA,0,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,20,NA,NA,316,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4011,2009,CAMPECHE,CANDELARIA,282,PAN,FERNANDO RAMIREZ FELIX,PAN,303,PAN,TRUE,NA,NA,PAN,FERNANDO RAMIREZ FELIX,PAN,PAN,LIC. FERNANDO RAMIREZ FELIX,PRI,192,PRI_PANAL,192,PRI_PANAL,3,PRD,303,PAN,NA,NA,PRI,NA,192,PRI_PANAL,0.0352877307,898,513,535,0.5957683741648107,303,NA,3,NA,2,1,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,22,NA,NA,192,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4011,2009,CAMPECHE,CANDELARIA,283,PAN,FERNANDO RAMIREZ FELIX,PAN,310,PAN,TRUE,NA,NA,PAN,FERNANDO RAMIREZ FELIX,PAN,PAN,LIC. FERNANDO RAMIREZ FELIX,PRI,435,PRI_PANAL,435,PRI_PANAL,11,PRD,310,PAN,NA,NA,PRI,NA,435,PRI_PANAL,0.0352877307,1374,761,777,0.5655021834061136,310,NA,11,NA,2,0,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,16,NA,NA,435,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4011,2009,CAMPECHE,CANDELARIA,285,PAN,FERNANDO RAMIREZ FELIX,PAN,250,PAN,TRUE,NA,NA,PAN,FERNANDO RAMIREZ FELIX,PAN,PAN,LIC. FERNANDO RAMIREZ FELIX,PRI,151,PRI_PANAL,151,PRI_PANAL,5,PRD,250,PAN,NA,NA,PRI,NA,151,PRI_PANAL,0.0352877307,732,415,425,0.5806010928961749,250,NA,5,NA,3,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,10,NA,NA,151,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4011,2009,CAMPECHE,CANDELARIA,286,PAN,FERNANDO RAMIREZ FELIX,PAN,72,PAN,TRUE,NA,NA,PAN,FERNANDO RAMIREZ FELIX,PAN,PAN,LIC. FERNANDO RAMIREZ FELIX,PRI,86,PRI_PANAL,86,PRI_PANAL,1,PRD,72,PAN,NA,NA,PRI,NA,86,PRI_PANAL,0.0352877307,268,159,160,0.5970149253731343,72,NA,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,86,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4011,2009,CAMPECHE,CANDELARIA,287,PAN,FERNANDO RAMIREZ FELIX,PAN,111,PAN,TRUE,NA,NA,PAN,FERNANDO RAMIREZ FELIX,PAN,PAN,LIC. FERNANDO RAMIREZ FELIX,PRI,74,PRI_PANAL,74,PRI_PANAL,2,PRD,111,PAN,NA,NA,PRI,NA,74,PRI_PANAL,0.0352877307,296,187,191,0.6452702702702703,111,NA,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,4,NA,NA,74,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4011,2009,CAMPECHE,CANDELARIA,288,PAN,FERNANDO RAMIREZ FELIX,PAN,163,PAN,TRUE,NA,NA,PAN,FERNANDO RAMIREZ FELIX,PAN,PAN,LIC. FERNANDO RAMIREZ FELIX,PRI,68,PRI_PANAL,68,PRI_PANAL,3,PRD,163,PAN,NA,NA,PRI,NA,68,PRI_PANAL,0.0352877307,429,237,241,0.5617715617715617,163,NA,3,NA,3,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,4,NA,NA,68,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4011,2009,CAMPECHE,CANDELARIA,289,PAN,FERNANDO RAMIREZ FELIX,PAN,287,PAN,TRUE,NA,NA,PAN,FERNANDO RAMIREZ FELIX,PAN,PAN,LIC. FERNANDO RAMIREZ FELIX,PRI,223,PRI_PANAL,223,PRI_PANAL,13,PRD,287,PAN,NA,NA,PRI,NA,223,PRI_PANAL,0.0352877307,1035,530,545,0.5265700483091788,287,NA,13,NA,1,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,15,NA,NA,223,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
