CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,PRS,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD_PT_PRS,PAN_PRD_PT,PAN_PRD_PRS,PAN_PT_PRS,PRD_PT_PRS,PAN_PRD,PAN_PT,PAN_PRS,PRD_PT,PRD_PRS,PT_PRS,CAND_IND38,CAND_IND39,CAND_IND40,CAND_IND41,CAND_IND42,CAND_IND43,CAND_IND44,CAND_IND45,CAND_IND46,CAND_IND47,CAND_IND48,CAND_IND49,CAND_IND50,CAND_IND51,CAND_IND52,CAND_IND53,CAND_IND54,CAND_IND55,CAND_IND56,CAND_IND57,CAND_IND58,CAND_IND59,CAND_IND60,CAND_IND61,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,45,1,13,24,30,2,4,1,0,3,61,0,0,0,0,0,0,1,0,0,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,0,148,9,157,223
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,46,2,54,95,101,4,24,7,6,0,253,1,1,0,0,0,0,0,0,0,0,0,1,11,,,,,,,,,,,,,,,,,,,,,,,,0,558,19,577,778
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,47,2,38,106,66,1,3,0,8,3,169,2,1,2,0,0,0,4,0,0,1,0,0,72,,,,,,,,,,,,,,,,,,,,,,,,0,476,30,506,711
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,48,1,7,37,5,3,2,0,1,1,42,3,0,0,0,0,0,1,0,0,0,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,1,127,6,134,226
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,49,1,111,136,1,8,0,0,159,0,25,0,0,0,0,0,0,0,1,0,0,0,0,,22,,,,,,,,,,,,,,,,,,,,,,,0,463,12,475,670
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,50,2,116,177,1,4,0,8,170,1,27,0,0,0,0,0,0,0,1,0,0,0,0,,29,,,,,,,,,,,,,,,,,,,,,,,0,534,12,546,779
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,51,1,111,124,4,2,0,8,182,1,11,0,1,0,0,0,0,1,2,0,0,0,0,,33,,,,,,,,,,,,,,,,,,,,,,,0,480,11,491,672
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,52,2,122,317,4,11,0,3,249,1,14,0,2,0,2,0,0,1,0,0,0,0,1,,37,,,,,,,,,,,,,,,,,,,,,,,0,764,23,787,1137
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,53,2,122,196,1,2,0,0,261,3,16,0,3,1,0,1,0,0,1,0,0,0,0,,49,,,,,,,,,,,,,,,,,,,,,,,0,656,13,669,984
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,54,3,180,230,4,4,0,4,302,2,17,0,1,0,0,0,0,0,0,0,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,0,794,17,811,1125
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,55,1,70,87,0,6,0,1,18,0,14,0,1,0,0,0,0,1,0,0,0,0,0,,23,,,,,,,,,,,,,,,,,,,,,,,0,221,1,222,286
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,56,1,135,193,4,4,0,2,73,1,28,0,1,0,0,0,0,0,0,0,0,0,0,,31,,,,,,,,,,,,,,,,,,,,,,,0,472,10,482,637
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,57,2,119,187,3,9,0,2,129,3,11,0,4,1,0,0,0,0,0,0,0,0,0,,52,,,,,,,,,,,,,,,,,,,,,,,0,520,12,532,801
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,58,1,91,149,0,4,0,0,54,4,7,0,3,1,0,0,0,0,2,0,0,0,0,,15,,,,,,,,,,,,,,,,,,,,,,,0,330,8,338,507
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,59,2,188,288,7,14,0,2,204,5,8,0,2,0,2,0,0,0,1,0,0,0,0,,163,,,,,,,,,,,,,,,,,,,,,,,1,884,32,917,1311
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,60,1,156,264,8,0,0,2,22,1,8,0,2,1,0,0,0,1,0,1,0,0,0,,8,,,,,,,,,,,,,,,,,,,,,,,0,474,11,485,661
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,61,2,164,240,1,2,0,6,121,1,31,0,1,1,0,0,0,0,0,0,0,0,0,,34,,,,,,,,,,,,,,,,,,,,,,,0,602,27,629,835
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,62,1,19,78,0,1,0,0,55,0,1,0,0,0,0,0,0,0,2,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,0,156,1,157,245
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,63,1,15,124,1,0,0,1,65,1,3,0,0,0,0,0,0,0,1,0,0,0,0,,5,,,,,,,,,,,,,,,,,,,,,,,0,216,1,217,330
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,64,1,29,40,0,1,0,2,33,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,35,,,,,,,,,,,,,,,,,,,,,,,0,143,4,147,206
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,65,2,129,182,4,1,0,2,72,5,8,0,0,0,0,1,0,0,0,0,0,0,0,,20,,,,,,,,,,,,,,,,,,,,,,,0,424,16,440,655
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,66,1,67,108,2,3,0,0,7,51,41,48,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,327,14,341,455
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,67,2,134,111,8,9,0,1,9,138,49,90,1,0,0,0,0,0,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,555,11,566,788
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,68,2,148,87,1,6,0,0,36,106,35,101,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,521,18,539,765
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,69,1,76,57,1,0,0,1,13,34,58,58,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,299,8,307,461
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,70,1,53,31,1,6,0,0,6,16,17,30,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,161,2,163,225
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,71,1,19,22,30,1,0,1,2,18,22,6,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,122,3,125,192
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,72,1,23,20,12,0,0,0,0,8,3,14,0,0,1,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,83,2,85,99
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,74,2,33,77,25,5,0,2,12,45,32,70,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,301,20,321,436
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,75,1,89,149,27,1,0,1,7,32,28,48,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,384,14,398,585
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,76,1,12,26,4,0,0,1,3,5,11,31,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,93,6,99,146
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,77,1,27,107,32,5,0,3,17,17,19,66,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,295,17,312,441
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,78,1,46,157,9,12,0,0,22,30,22,132,1,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,433,23,456,652
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,79,2,63,133,76,5,0,1,24,41,19,190,1,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,555,25,580,912
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,80,1,20,39,0,1,0,0,4,9,14,268,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,357,5,362,514
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,81,1,12,26,0,1,0,0,0,14,6,95,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,154,4,158,219
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,82,1,32,44,0,1,0,0,10,26,15,226,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,355,11,366,487
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,83,1,38,82,1,2,0,1,6,25,23,265,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,443,10,453,633
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,84,1,20,18,5,2,0,0,3,22,4,11,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,86,8,94,124
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,86,1,11,66,3,4,0,0,3,61,36,33,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0,219,8,227,290
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,87,1,17,4,21,0,0,0,1,4,7,16,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0,71,2,73,97
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,88,1,41,91,83,0,0,1,1,37,28,43,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,326,2,328,393
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,89,1,37,76,51,1,0,1,5,17,4,72,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,265,8,273,376
1,18,NAYARIT,18,MEZCALES,4,BAHIA DE BANDERAS,90,23,1431,1419,228,206,43,145,754,183,366,0,82,12,1,2,3,12,7,1,7,0,3,,,1556,,,,,,,,,,,,,,,,,,,,,,1,6461,169,6631,15755
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,91,1,134,182,7,40,2,0,24,1,8,0,1,0,0,0,0,0,1,0,0,0,0,,,62,,,,,,,,,,,,,,,,,,,,,,0,462,15,477,722
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,92,1,77,190,4,23,5,0,56,2,12,0,1,0,0,0,0,4,0,0,0,0,0,,,47,,,,,,,,,,,,,,,,,,,,,,0,421,17,438,630
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,93,1,61,58,3,1,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,4,,,,,,,,,,,,,,,,,,,,,,0,132,7,139,205
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,94,1,130,152,6,9,5,2,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,29,,,,,,,,,,,,,,,,,,,,,,0,342,20,362,581
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,95,2,170,188,15,24,5,1,19,0,4,0,3,0,0,0,0,0,0,0,1,0,0,,,52,,,,,,,,,,,,,,,,,,,,,,0,482,11,493,624
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,96,2,277,206,13,22,7,4,95,8,40,0,9,4,0,0,0,0,1,0,1,0,0,,,97,,,,,,,,,,,,,,,,,,,,,,0,784,39,823,1470
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,97,2,491,199,11,21,3,2,25,2,10,0,6,3,1,0,0,3,0,1,0,0,0,,,41,,,,,,,,,,,,,,,,,,,,,,0,819,18,837,1164
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,98,5,517,666,36,90,15,3,95,25,32,0,10,2,0,0,0,0,3,0,3,0,0,,,241,,,,,,,,,,,,,,,,,,,,,,0,1738,84,1822,3238
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,99,2,164,136,7,15,4,0,52,6,14,0,8,0,0,1,0,1,1,0,0,0,0,,,55,,,,,,,,,,,,,,,,,,,,,,0,464,5,469,839
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,100,3,311,258,20,35,4,4,77,6,17,0,13,4,0,0,0,1,4,0,0,0,1,,,172,,,,,,,,,,,,,,,,,,,,,,0,927,26,953,1585
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,101,2,282,300,23,40,4,2,82,7,16,0,11,3,0,1,0,1,1,0,0,0,0,,,95,,,,,,,,,,,,,,,,,,,,,,0,868,15,883,1396
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,102,2,316,330,25,25,5,1,47,6,11,0,14,0,0,0,0,1,0,0,0,0,0,,,132,,,,,,,,,,,,,,,,,,,,,,0,913,26,939,1483
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,103,2,324,230,8,32,5,0,43,1,5,0,9,6,0,0,0,3,0,0,0,0,0,,,60,,,,,,,,,,,,,,,,,,,,,,0,726,21,747,1154
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,104,3,376,409,24,36,4,2,67,10,9,0,17,4,0,0,0,3,2,0,0,0,0,,,121,,,,,,,,,,,,,,,,,,,,,,0,1084,25,1109,1816
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,105,3,268,399,64,67,5,0,42,2,6,0,17,3,0,0,0,4,2,0,2,0,0,,,123,,,,,,,,,,,,,,,,,,,,,,0,1004,26,1030,1539
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,106,3,239,518,21,71,1,5,23,5,7,0,12,1,0,0,0,0,0,0,4,0,0,,,134,,,,,,,,,,,,,,,,,,,,,,0,1041,18,1059,1548
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,107,3,356,410,29,119,3,4,109,6,11,0,10,5,0,0,1,3,5,1,2,0,0,,,191,,,,,,,,,,,,,,,,,,,,,,0,1265,31,1296,1962
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,108,2,195,400,30,80,4,1,36,6,11,0,16,2,0,0,0,1,3,0,1,0,0,,,108,,,,,,,,,,,,,,,,,,,,,,0,894,29,923,1413
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,109,2,215,191,23,21,2,2,32,2,20,0,1,2,0,0,0,1,0,0,0,0,0,,,77,,,,,,,,,,,,,,,,,,,,,,0,589,18,607,996
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,110,3,265,248,14,62,3,2,71,9,25,0,8,2,0,0,0,3,2,0,1,0,0,,,285,,,,,,,,,,,,,,,,,,,,,,0,1000,31,1031,1752
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,111,7,463,645,38,31,38,5,154,31,87,0,18,6,2,0,0,4,4,1,0,0,0,,,518,,,,,,,,,,,,,,,,,,,,,,0,2045,125,2170,4549
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,112,7,647,589,32,47,18,7,237,20,70,0,10,5,0,1,0,5,0,0,0,0,1,,,552,,,,,,,,,,,,,,,,,,,,,,0,2241,76,2317,4769
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,113,2,222,158,12,22,6,2,47,8,30,0,5,0,0,0,0,1,1,0,1,0,0,,,102,,,,,,,,,,,,,,,,,,,,,,0,617,16,633,1363
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,114,4,285,434,19,16,30,3,174,10,61,0,5,1,0,0,0,0,0,0,0,0,0,,,313,,,,,,,,,,,,,,,,,,,,,,0,1351,61,1412,2510
