,Municipio,Seccion,Casilla,PAN,PRI,PRD,PT,PVEM,PC,PCD,PSN,PARM,PAS,PDS,Validos,Nulos,Lista Nominal
,HERMOSILLO,580,0580 Básica,780,496,42,9,2,0,16,0,2,2,2,1351,5,2104
,HERMOSILLO,581,0581 Básica,447,228,12,12,1,0,11,0,0,0,0,711,10,1136
,HERMOSILLO,582,0582 Básica,430,212,26,16,1,0,15,0,1,0,1,702,5,1092
,HERMOSILLO,583,0583 Básica,1926,1159,105,52,1,1,36,0,3,3,7,3293,18,6235
,HERMOSILLO,584,0584 Básica,501,194,22,16,1,0,9,0,0,0,3,746,4,1120
,HERMOSILLO,585,0585 Básica,433,387,15,3,1,0,10,0,0,1,1,851,7,1281
,HERMOSILLO,585,0585 Extraordinaria,256,122,11,4,2,0,5,0,1,0,0,401,8,604
,HERMOSILLO,586,0586 Básica,302,247,4,7,0,0,4,1,1,2,2,570,17,925
,HERMOSILLO,587,0587 Básica,321,191,3,17,1,0,3,0,0,0,0,536,17,980
,HERMOSILLO,588,0588 Básica,71,101,18,3,0,0,0,0,0,0,0,193,8,293
,HERMOSILLO,589,0589 Básica,682,344,15,13,1,0,5,3,1,4,0,1068,21,1965
,HERMOSILLO,590,0590 Básica,567,299,48,11,2,1,14,2,2,0,2,948,5,1855
,HERMOSILLO,591,0591 Básica,29,63,2,3,0,0,2,1,0,1,1,102,8,379
,HERMOSILLO,592,0592 Básica,727,439,14,22,7,0,7,1,2,0,0,1219,17,2212
,HERMOSILLO,593,0593 Básica,278,209,4,4,0,0,6,1,0,0,0,502,15,806
,HERMOSILLO,594,0594 Básica,24,22,1,0,0,0,0,0,0,0,0,47,2,106
,HERMOSILLO,595,0595 Básica,141,144,11,1,1,0,3,1,0,0,0,302,2,464
,HERMOSILLO,596,0596 Básica,16,22,8,0,0,0,1,0,0,0,0,47,5,155
,HERMOSILLO,597,0597 Básica,64,58,5,6,0,0,0,0,0,0,2,135,5,392
,HERMOSILLO,598,0598 Básica,469,399,23,8,5,0,3,1,3,2,0,913,9,2332
,HERMOSILLO,599,0599 Básica,39,47,12,4,0,0,0,0,3,0,0,105,10,363
,HERMOSILLO,600,0600 Básica,176,138,7,7,2,0,7,0,1,0,1,339,0,555
,HERMOSILLO,601,0601 Básica,484,720,182,70,8,2,2,7,7,2,3,1487,36,4629
,HERMOSILLO,602,0602 Básica,200,291,67,19,2,0,2,2,1,1,3,588,9,1577
,HERMOSILLO,603,0603 Básica,350,432,118,37,4,1,0,1,9,1,0,953,67,2102
,HERMOSILLO,604,0604 Básica,245,303,78,10,3,0,3,1,5,0,2,650,23,1428
,HERMOSILLO,605,0605 Básica,306,282,82,60,1,0,1,1,3,0,0,736,31,2366
,HERMOSILLO,606,0606 Básica,166,150,12,10,0,0,1,0,0,2,0,341,21,836
,HERMOSILLO,608,0608 Básica,98,76,12,2,1,1,1,0,2,1,0,194,11,564
,HERMOSILLO,609,0609 Básica,87,117,17,8,1,0,0,0,0,1,0,231,1,478
,HERMOSILLO,610,0610 Básica,82,64,12,6,0,0,2,0,0,0,0,166,3,459
,HERMOSILLO,611,0611 Básica,78,81,8,7,1,0,2,0,0,0,2,179,1,418
,HERMOSILLO,612,0612 Básica,54,23,4,2,1,0,1,0,0,0,0,85,0,231
,HERMOSILLO,613,0613 Básica,21,26,4,6,0,0,0,0,0,0,1,58,1,117
,HERMOSILLO,614,0614 Básica,100,43,6,3,2,0,1,0,1,1,0,157,5,272
,HERMOSILLO,615,0615 Básica,79,150,11,3,1,0,2,0,0,0,0,246,12,581
,HERMOSILLO,616,0616 Básica,58,48,8,5,0,0,3,0,0,0,0,122,8,234
,HERMOSILLO,617,0617 Básica,22,20,3,1,0,0,0,0,0,0,0,46,1,64
,HERMOSILLO,618,0618 Básica,18,92,12,2,0,0,0,0,0,0,0,124,1,256
,,,,,,,,,,,,,,,,,
31,HUACHINERA,107,0107 Básica,55,294,0,0,0,0,0,0,0,0,0,349,97,609
,HUACHINERA,108,0108 Básica,88,58,0,0,0,0,0,0,0,0,0,146,29,249
,,,,,,,,,,,,,,,,,
32,HUÁSABAS,109,0109 Básica,154,389,0,0,0,0,0,0,0,0,0,543,11,667
,,,,,,,,,,,,,,,,,
33,HUATABAMPO,1189,"1,189 Básica",153,347,161,0,0,0,0,0,3,15,0,679,8,1123
,HUATABAMPO,1190,"1,190 Básica",117,551,358,0,0,0,0,0,3,26,0,1055,23,1699
,HUATABAMPO,1191,"1,191 Básica",90,341,200,0,0,0,0,0,1,12,0,644,13,1073
,HUATABAMPO,1192,"1,192 Básica",145,494,222,0,0,0,0,0,4,32,0,897,14,1425
,HUATABAMPO,1193,"1,193 Básica",124,408,149,0,0,0,0,0,3,24,0,708,9,1141
,HUATABAMPO,1194,"1,194 Básica",143,387,133,0,0,0,0,0,1,26,4,694,17,1062
,HUATABAMPO,1195,"1,195 Básica",104,442,355,0,0,0,0,0,5,30,0,936,40,1718
,HUATABAMPO,1196,"1,196 Básica",83,183,100,0,0,0,0,0,1,14,0,381,5,545
,HUATABAMPO,1197,"1,197 Básica",98,455,200,0,0,0,0,0,3,40,1,797,13,1455
,HUATABAMPO,1198,"1,198 Básica",124,332,108,0,0,0,0,0,2,26,0,592,5,900
,HUATABAMPO,1199,"1,199 Básica",164,564,289,0,0,0,0,0,2,65,0,1084,16,1770
,HUATABAMPO,1200,"1,200 Básica*",0,0,0,0,0,0,0,0,0,0,0,0,0,543
,HUATABAMPO,1201,"1,201 Básica",79,392,278,0,0,0,0,0,4,21,0,774,28,1476
,HUATABAMPO,1202,"1,202 Básica",58,239,175,0,0,0,0,0,0,27,0,499,137,1049
,HUATABAMPO,1203,"1,203 Básica",79,447,363,0,0,0,0,0,6,16,0,911,22,1865
,HUATABAMPO,1204,"1,204 Básica",22,170,172,0,0,0,0,0,0,3,1,368,15,738
,HUATABAMPO,1205,"1,205 Básica",32,401,223,0,0,0,0,0,1,6,0,663,12,1114
,HUATABAMPO,1206,"1,206 Básica",16,216,205,0,0,0,0,0,1,5,0,443,37,867
,HUATABAMPO,1207,"1,207 Básica",7,276,169,0,0,0,0,0,1,3,0,456,13,932
,HUATABAMPO,1208,"1,208 Básica",36,272,304,0,0,0,0,0,2,6,0,620,19,1008
,HUATABAMPO,1209,"1,209 Básica",21,322,432,0,0,0,0,0,8,2,1,786,34,1279
,HUATABAMPO,1210,"1,210 Básica",8,91,66,0,0,0,0,0,0,5,0,170,24,347
,HUATABAMPO,1210,"1,210 Extraordinaria",15,92,238,0,0,0,0,0,0,3,0,348,17,613
,HUATABAMPO,1211,"1,211 Básica",66,419,563,0,0,0,0,0,0,9,0,1057,31,1546
,HUATABAMPO,1212,"1,212 Básica",66,378,506,0,0,0,0,0,1,5,0,956,12,1562
,HUATABAMPO,1213,"1,213 Básica",35,523,404,0,0,0,0,0,3,4,0,969,32,1728
,HUATABAMPO,1214,"1,214 Básica*",0,0,0,0,0,0,0,0,0,0,0,0,0,451
,HUATABAMPO,1215,"1,215 Básica",9,258,662,0,0,0,0,0,0,14,0,943,28,1466
,HUATABAMPO,1216,"1,216 Básica",13,191,816,0,0,0,0,0,0,3,0,1023,35,1704
,HUATABAMPO,1217,"1,217 Básica",17,366,659,0,0,0,0,0,0,29,0,1071,32,1690
,HUATABAMPO,1218,"1,218 Básica",41,290,785,0,0,0,0,0,4,16,2,1138,48,1848
,HUATABAMPO,1219,"1,219 Básica",8,129,133,0,0,0,0,0,0,0,0,270,7,517
,HUATABAMPO,1219,"1,219 Extraordinaria",5,79,89,0,0,0,0,0,0,0,0,173,15,259
,HUATABAMPO,1220,"1,220 Básica",26,344,280,0,0,0,0,0,1,133,0,784,50,1231
,HUATABAMPO,1221,"1,221 Básica",50,310,202,0,0,0,0,0,1,185,0,748,23,1116
,HUATABAMPO,1222,"1,222 Básica",23,250,159,0,0,0,0,0,3,1,0,436,28,740
,HUATABAMPO,1223,"1,223 Básica",6,228,93,0,0,0,0,0,1,0,1,329,6,439
,HUATABAMPO,1224,"1,224 Básica",25,206,242,0,0,0,0,0,0,1,0,474,31,896
,HUATABAMPO,1225,"1,225 Básica",61,161,168,0,0,0,0,0,0,1,2,393,32,652
,HUATABAMPO,1225,"1,225 Extraordinaria",28,203,113,0,0,0,0,0,1,0,0,345,13,514
,HUATABAMPO,1226,"1,226 Básica",28,211,154,0,0,0,0,0,1,0,0,394,7,709
,HUATABAMPO,1226,"1,226 Extraordinaria",16,84,153,0,0,0,0,0,0,0,0,253,13,498
,HUATABAMPO,1227,"1,227 Básica",6,72,106,0,0,0,0,0,0,0,0,184,30,368
,HUATABAMPO,1228,"1,228 Básica",78,609,146,0,0,0,0,0,0,2,0,835,17,1369
,HUATABAMPO,1228,"1,228 Extraordinaria",8,30,36,0,0,0,0,0,0,0,0,74,4,142
,HUATABAMPO,1229,"1,229 Básica",70,314,209,0,0,0,0,0,2,23,2,620,11,1057
,,,,,,,,,,,,,,,,,
34,HUÉPAC,110,0110 Básica,238,339,4,0,0,0,0,0,0,0,0,581,9,720
,HUÉPAC,111,0111 Básica,50,68,21,0,0,0,0,0,0,0,0,139,6,166
,,,,,,,,,,,,,,,,,
35,ÍMURIS,112,0112 Básica,98,209,11,16,0,0,0,0,0,60,0,394,191,744
,ÍMURIS,113,0113 Básica,275,492,40,50,0,0,0,0,0,211,0,1068,25,1776
,ÍMURIS,114,0114 Básica,96,258,10,25,0,0,0,0,0,117,0,506,3,719
,ÍMURIS,115,0115 Básica,96,149,9,33,0,0,0,0,0,114,0,401,22,631
,ÍMURIS,115,0115 Extraordinaria,59,133,5,6,0,0,0,0,0,19,0,222,10,331
,ÍMURIS,116,0116 Básica,117,330,16,24,0,0,0,0,0,131,0,618,32,1017
,ÍMURIS,117,0117 Básica,47,70,5,0,0,0,0,0,0,16,0,138,6,219
,ÍMURIS,118,0118 Básica,13,31,1,1,0,0,0,0,0,1,0,47,2,59
,ÍMURIS,120,0120 Básica,2,15,0,4,0,0,0,0,0,4,0,25,1,59
,ÍMURIS,121,0121 Básica,31,123,4,14,0,0,0,0,0,32,0,204,2,280
,ÍMURIS,122,0122 Básica,40,108,7,36,0,0,0,0,0,72,0,263,9,370
,,,,,,,,,,,,,,,,,
36,LA COLORADA,331,0331 Básica,206,138,4,0,0,0,0,0,0,0,0,348,10,471
,LA COLORADA,332,0332 Básica,158,172,3,3,0,0,0,0,0,0,0,336,12,411
,LA COLORADA,333,0333 Básica,56,100,5,0,0,0,0,0,0,0,0,161,1,198
,LA COLORADA,334,0334 Básica,80,236,0,0,0,0,0,0,0,0,0,316,3,391
,LA COLORADA,335,0335 Básica,153,75,2,0,0,0,0,0,0,0,0,230,4,292
,,,,,,,,,,,,,,,,,
37,MAGDALENA DE KINO,123,0123 Básica,336,271,48,10,0,0,2,0,0,8,3,678,17,1063
,MAGDALENA DE KINO,124,0124 Básica,247,218,32,0,0,0,2,0,0,0,0,499,8,732
,MAGDALENA DE KINO,125,0125 Básica,436,363,33,11,0,1,3,0,0,3,1,851,23,1250
,MAGDALENA DE KINO,126,0126 Básica,608,515,37,29,0,0,0,0,0,2,0,1191,16,1852
,MAGDALENA DE KINO,127,0127 Básica,376,294,46,5,0,0,1,0,0,4,2,728,10,1163
,MAGDALENA DE KINO,128,0128 Básica,456,418,52,17,0,0,1,0,0,6,0,950,14,1516
,MAGDALENA DE KINO,129,0129 Básica,425,401,56,45,0,0,0,0,0,4,2,933,30,1538
,MAGDALENA DE KINO,130,0130 Básica,408,365,55,44,0,2,0,0,0,13,2,889,21,1556
,MAGDALENA DE KINO,131,0131 Básica,771,452,69,20,0,0,2,0,0,3,1,1318,5,1964
,MAGDALENA DE KINO,132,0132 Básica,345,324,23,0,0,0,0,0,0,7,1,700,9,1015
,MAGDALENA DE KINO,133,0133 Básica,403,364,45,16,0,0,0,0,0,7,1,836,28,1295
,MAGDALENA DE KINO,134,0134 Básica,49,172,4,1,0,0,0,0,0,0,0,226,10,336
,MAGDALENA DE KINO,135,0135 Básica,57,95,4,4,0,0,1,0,0,1,0,162,0,271
,MAGDALENA DE KINO,136,0136 Básica,289,228,5,4,0,0,0,0,0,0,0,526,30,781
,MAGDALENA DE KINO,136,0136 Extraordinaria,98,84,5,3,0,0,0,0,0,4,0,194,9,299
,MAGDALENA DE KINO,137,0137 Básica,43,27,5,6,0,0,0,0,0,1,0,82,4,126
,,,,,,,,,,,,,,,,,
38,MAZATÁN,619,0619 Básica,182,395,346,26,0,0,0,0,0,0,0,949,9,1192
,,,,,,,,,,,,,,,,,
39,MOCTEZUMA,138,0138 Básica,508,493,4,0,0,0,0,0,0,0,0,1005,9,1326
,MOCTEZUMA,139,0139 Básica,212,255,3,0,0,0,0,0,0,0,0,470,3,607
,MOCTEZUMA,140,0140 Básica,312,284,7,0,0,0,0,0,0,0,0,603,8,785
,MOCTEZUMA,140,0140 Extraordinaria,51,59,0,0,0,0,0,0,0,0,0,110,1,134
,MOCTEZUMA,141,0141 Básica,50,71,0,0,0,0,0,0,0,0,0,121,1,138
,,,,,,,,,,,,,,,,,
40,NACO,142,0142 Básica,290,176,6,1,0,0,7,0,0,1,0,481,8,664
,NACO,143,0143 Básica,274,172,1,0,0,0,3,0,0,0,0,450,3,622
,NACO,144,0144 Básica,338,241,9,0,0,0,21,0,0,0,0,609,19,855
,NACO,145,0145 Básica,244,186,6,0,0,0,9,0,0,0,0,445,6,659
,NACO,145,0145 Extraordinaria,53,57,1,0,0,0,2,0,0,0,0,113,4,157
,,,,,,,,,,,,,,,,,
41,NÁCORI CHICO,146,0146 Básica,282,211,0,0,0,0,0,0,0,0,0,493,2,653
,NÁCORI CHICO,146,0146 Extraordinaria,72,70,0,0,0,0,0,0,0,0,0,142,5,189
,NÁCORI CHICO,147,0147 Básica,105,158,0,0,0,0,0,0,0,0,0,263,10,365
,NÁCORI CHICO,148,0148 Básica,17,46,0,0,0,0,0,0,0,0,0,63,0,79
,,,,,,,,,,,,,,,,,
42,NACOZARI DE GARCÍA,149,0149 Básica,270,218,18,8,0,0,0,0,0,8,0,522,6,783
,NACOZARI DE GARCÍA,150,0150 Básica,275,235,7,6,0,0,0,0,1,4,0,528,9,883
,NACOZARI DE GARCÍA,151,0151 Básica,311,287,13,11,0,0,0,0,2,6,0,630,9,1007
,NACOZARI DE GARCÍA,152,0152 Básica,374,341,8,11,0,0,0,0,1,8,0,743,8,1061
,NACOZARI DE GARCÍA,153,0153 Básica,248,245,19,6,0,0,0,0,3,9,0,530,11,846
,NACOZARI DE GARCÍA,154,0154 Básica,114,189,13,8,0,0,0,0,1,1,0,326,7,549
,NACOZARI DE GARCÍA,155,0155 Básica,180,281,8,24,0,0,0,0,0,1,0,494,13,737
,NACOZARI DE GARCÍA,156,0156 Básica,272,317,33,8,0,0,0,0,0,4,0,634,10,1017
,NACOZARI DE GARCÍA,157,0157 Básica,308,162,42,35,0,0,0,0,0,24,0,571,2,932
,NACOZARI DE GARCÍA,158,0158 Básica,220,157,21,15,0,0,0,0,0,5,0,418,6,791
,,,,,,,,,,,,,,,,,
43,NAVOJOA,1230,"1,230 Básica",234,256,287,0,5,0,0,0,3,5,3,793,39,1433
,NAVOJOA,1231,"1,231 Básica",321,170,122,0,3,0,0,0,3,0,0,619,8,876
,NAVOJOA,1232,"1,232 Básica",619,204,213,0,6,0,0,0,2,1,0,1045,6,1478
,NAVOJOA,1233,"1,233 Básica",371,167,129,0,0,0,0,0,3,2,6,678,2,938
,NAVOJOA,1234,"1,234 Básica",457,126,191,0,3,0,0,0,3,0,1,781,16,1273
,NAVOJOA,1235,"1,235 Básica",334,105,170,0,4,0,0,0,0,0,0,613,18,989
,NAVOJOA,1236,"1,236 Básica",340,211,258,0,6,0,0,0,0,0,0,815,19,1516
,NAVOJOA,1237,"1,237 Básica",191,165,207,0,4,0,0,0,3,0,0,570,13,1053
,NAVOJOA,1238,"1,238 Básica",193,105,215,0,1,0,0,0,1,3,1,519,16,995
,NAVOJOA,1239,"1,239 Básica",351,269,289,0,3,0,0,0,8,0,3,923,27,1757
,NAVOJOA,1240,"1,240 Básica",89,51,77,0,2,0,0,0,2,0,0,221,12,339
,NAVOJOA,1241,"1,241 Básica",113,76,93,0,1,0,0,0,3,0,0,286,16,453
,NAVOJOA,1242,"1,242 Básica",145,79,124,0,3,0,0,0,2,2,0,355,9,581
,NAVOJOA,1243,"1,243 Básica",316,176,327,0,4,0,0,0,4,2,2,831,15,1575
,NAVOJOA,1244,"1,244 Básica",373,171,298,0,2,0,0,0,0,0,1,845,20,1460
,NAVOJOA,1245,"1,245 Básica",230,115,233,0,3,0,0,0,1,1,1,584,13,961
,NAVOJOA,1246,"1,246 Básica",489,194,197,0,4,0,0,0,5,3,2,894,8,1336
,NAVOJOA,1247,"1,247 Básica",606,188,225,0,4,0,0,0,1,5,4,1033,11,1537
,NAVOJOA,1248,"1,248 Básica",242,124,79,0,5,0,0,0,4,0,2,456,5,641
,NAVOJOA,1249,"1,249 Básica",249,178,241,0,3,0,0,0,0,7,2,680,22,1261
,NAVOJOA,1250,"1,250 Básica",256,132,207,0,9,0,0,0,1,0,6,611,14,1097
,NAVOJOA,1251,"1,251 Básica",404,226,355,0,4,0,0,0,6,1,8,1004,12,1658
,NAVOJOA,1252,"1,252 Básica",505,149,415,0,21,0,0,0,0,3,4,1097,27,2281
,NAVOJOA,1253,"1,253 Básica",449,186,303,0,7,0,0,0,0,8,4,957,23,1561
,NAVOJOA,1254,"1,254 Básica",452,219,288,0,4,0,0,0,4,5,5,977,16,1452
,NAVOJOA,1255,"1,255 Básica",328,163,143,0,0,0,0,0,0,0,3,637,14,967
,NAVOJOA,1256,"1,256 Básica",412,115,231,0,5,0,0,0,0,0,10,773,20,1214
,NAVOJOA,1257,"1,257 Básica",438,194,334,0,0,0,0,0,2,2,2,972,23,1626
,NAVOJOA,1258,"1,258 Básica",262,182,255,0,4,0,0,0,0,5,0,708,19,1253
,NAVOJOA,1259,"1,259 Básica",226,114,319,0,4,0,0,0,0,1,1,665,24,1305
,NAVOJOA,1260,"1,260 Básica",539,198,569,0,11,0,0,0,2,3,1,1323,41,2514
,NAVOJOA,1261,"1,261 Básica",436,149,354,0,8,0,0,0,0,0,2,949,17,1424
,NAVOJOA,1262,"1,262 Básica",254,91,180,0,3,0,0,0,0,3,0,531,8,849
,NAVOJOA,1263,"1,263 Básica",429,186,549,0,8,0,0,0,0,1,12,1185,24,2062
,NAVOJOA,1264,"1,264 Básica",271,159,505,0,6,0,0,0,1,2,1,945,29,1826
,NAVOJOA,1265,"1,265 Básica",292,162,535,0,3,0,0,0,0,0,0,992,39,1702
,NAVOJOA,1266,"1,266 Básica",179,96,405,0,1,0,0,0,0,0,1,682,20,1150
,NAVOJOA,1267,"1,267 Básica",205,166,395,0,3,0,0,0,0,1,3,773,20,1629
,NAVOJOA,1268,"1,268 Básica",283,185,434,0,3,0,0,0,3,1,4,913,24,1525
,NAVOJOA,1269,"1,269 Básica",421,303,382,0,0,0,0,0,1,9,0,1116,11,1559
,NAVOJOA,1270,"1,270 Básica",97,394,219,0,0,0,0,0,0,0,0,710,28,1321
,NAVOJOA,1271,"1,271 Básica",29,411,125,0,0,0,0,0,0,0,0,565,12,935
,NAVOJOA,1272,"1,272 Básica",41,93,70,0,1,0,0,0,0,1,1,207,5,332
,NAVOJOA,1272,"1,272 Extraordinaria",7,40,55,0,0,0,0,0,0,0,1,103,8,217
,NAVOJOA,1273,"1,273 Básica",18,136,108,0,1,0,0,0,1,1,0,265,9,478
,NAVOJOA,1274,"1,274 Básica",52,82,45,0,1,0,0,0,0,0,0,180,8,285
,NAVOJOA,1275,"1,275 Básica",28,245,143,0,0,0,0,0,0,0,0,416,19,718
,NAVOJOA,1276,"1,276 Básica",43,260,230,0,0,0,0,0,1,0,0,534,51,1006
,NAVOJOA,1277,"1,277 Básica",208,199,209,0,3,0,0,0,1,0,0,620,35,1171
,NAVOJOA,1278,"1,278 Básica",173,317,331,0,0,0,0,0,6,14,1,842,28,1670
,NAVOJOA,1279,"1,279 Básica",178,169,216,0,0,0,0,0,1,0,0,564,6,1070
,NAVOJOA,1280,"1,280 Básica",71,202,319,0,1,0,0,0,1,0,0,594,24,1026
,NAVOJOA,1281,"1,281 Básica",42,164,135,0,0,0,0,0,0,0,0,341,8,526
,NAVOJOA,1282,"1,282 Básica",77,151,262,0,1,0,0,0,0,0,0,491,21,1021
,NAVOJOA,1283,"1,283 Básica",39,124,296,0,0,0,0,0,0,0,0,459,28,870
,NAVOJOA,1284,"1,284 Básica",198,171,315,0,0,0,0,0,0,0,0,684,30,1337
,NAVOJOA,1285,"1,285 Básica",21,242,146,0,0,0,0,0,0,0,0,409,15,675
,NAVOJOA,1286,"1,286 Básica",36,193,128,0,0,0,0,0,0,0,0,357,12,570
,NAVOJOA,1286,"1,286 Extraordinaria",47,177,145,0,0,0,0,0,1,0,1,371,11,619
,NAVOJOA,1287,"1,287 Básica",126,115,302,0,4,0,0,0,0,1,0,548,25,931
,NAVOJOA,1288,"1,288 Básica",139,176,274,0,2,0,0,0,0,0,0,591,13,1055
,NAVOJOA,1289,"1,289 Básica",415,217,263,0,2,0,0,0,1,0,0,898,12,1562
,NAVOJOA,1290,"1,290 Básica",208,350,268,0,4,0,0,0,0,2,6,838,22,1309
,NAVOJOA,1291,"1,291 Básica",256,534,505,0,5,0,0,0,1,1,8,1310,30,2148
,NAVOJOA,1292,"1,292 Básica",63,122,226,0,0,0,0,0,0,0,0,411,12,694
,NAVOJOA,1292,"1,292 Extraordinaria",21,178,233,0,0,0,0,0,0,0,0,432,11,654
,NAVOJOA,1293,"1,293 Básica",98,257,153,0,0,0,0,0,1,0,1,510,12,815
,NAVOJOA,1293,"1,293 Extraordinaria",51,98,143,0,3,0,0,0,0,0,0,295,8,580
,NAVOJOA,1294,"1,294 Básica",38,205,146,0,0,0,0,0,1,0,0,390,16,624
,NAVOJOA,1294,"1,294 Extraordinaria",2,112,47,0,0,0,0,0,2,0,0,163,2,252
,NAVOJOA,1295,"1,295 Básica",27,242,246,0,1,0,0,0,1,0,0,517,14,892
,NAVOJOA,1296,"1,296 Básica",82,319,159,0,0,0,0,0,0,0,0,560,13,847
,NAVOJOA,1297,"1,297 Básica",105,335,391,0,4,0,0,0,0,0,0,835,28,1474
,NAVOJOA,1298,"1,298 Básica",14,189,198,0,2,0,0,0,4,3,0,410,15,625
,NAVOJOA,1298,"1,298 Extraordinaria",6,70,64,0,0,0,0,0,0,0,0,140,10,237
,NAVOJOA,1299,"1,299 Básica",51,108,94,0,0,0,0,0,0,0,0,253,6,390
,NAVOJOA,1300,"1,300 Básica",183,394,289,0,5,0,0,0,3,0,0,874,40,1548
,NAVOJOA,1301,"1,301 Básica",17,145,78,0,0,0,0,0,0,0,0,240,12,442
,NAVOJOA,1302,"1,302 Básica",226,113,159,0,2,0,0,0,1,0,1,502,9,833
,NAVOJOA,1303,"1,303 Básica",414,234,324,0,0,0,0,0,0,0,0,972,24,1877
,NAVOJOA,1304,"1,304 Básica",322,146,179,0,2,0,0,0,0,2,0,651,11,977
,NAVOJOA,1305,"1,305 Básica",234,101,186,0,2,0,0,0,0,1,0,524,13,777
,,,,,,,,,,,,,,,,,
44,NOGALES,159,0159 Básica,224,296,13,3,0,0,0,0,5,0,0,541,10,1171
,NOGALES,160,0160 Básica,111,101,11,1,0,0,0,0,1,0,0,225,1,427
,NOGALES,161,0161 Básica*,0,0,0,0,0,0,0,0,0,0,0,0,0,969
,NOGALES,162,0162 Básica,300,362,43,1,0,0,0,0,0,0,0,706,31,1720
,NOGALES,163,0163 Básica,256,472,40,4,0,0,0,0,0,0,0,772,19,1586
,NOGALES,164,0164 Básica,175,308,8,3,0,0,0,0,1,0,0,495,18,1075
,NOGALES,165,0165 Básica,260,354,10,1,0,0,0,0,0,0,0,625,9,1425
,NOGALES,166,0166 Básica,178,194,7,1,0,0,0,0,1,0,0,381,11,732
,NOGALES,167,0167 Básica,185,277,8,4,0,0,0,0,0,0,0,474,16,1131
,NOGALES,168,0168 Básica,196,189,13,0,0,0,0,0,1,0,0,399,11,858
,NOGALES,169,0169 Básica,195,206,19,0,0,0,0,0,2,0,0,422,12,863
,NOGALES,170,0170 Básica,298,300,13,2,0,0,0,0,1,0,0,614,16,1287
,NOGALES,171,0171 Básica,354,469,39,1,0,0,0,0,4,0,0,867,8,1711
,NOGALES,172,0172 Básica,210,296,21,1,0,0,0,0,1,0,0,529,10,967
,NOGALES,173,0173 Básica,252,257,10,3,0,0,0,0,0,0,0,522,12,1064
,NOGALES,174,0174 Básica,324,277,9,1,0,0,0,0,0,0,0,611,13,995
,NOGALES,175,0175 Básica,420,454,17,1,0,0,0,0,1,0,0,893,7,1637
,NOGALES,176,0176 Básica,171,259,12,2,0,0,0,0,1,0,0,445,2,857
,NOGALES,177,0177 Básica*,0,0,0,0,0,0,0,0,0,0,0,0,0,763
,NOGALES,178,0178 Básica,291,420,19,0,0,0,0,0,4,0,0,734,15,1614
,NOGALES,179,0179 Básica,275,347,18,1,0,0,0,0,3,0,0,644,9,1157
,NOGALES,180,0180 Básica,189,345,30,0,0,0,0,0,2,0,0,566,16,1131
,NOGALES,181,0181 Básica,149,188,4,2,0,0,0,0,1,0,0,344,6,709
,NOGALES,182,0182 Básica,227,335,24,5,0,0,0,0,2,0,0,593,13,1180
,NOGALES,183,0183 Básica,296,229,17,1,0,0,0,0,1,0,0,544,5,973
,NOGALES,184,0184 Básica,307,273,11,1,0,0,0,0,4,0,0,596,12,1049
,NOGALES,185,0185 Básica,231,340,9,4,0,0,0,0,1,0,0,585,11,1193
,NOGALES,186,0186 Básica,202,202,14,2,0,0,0,0,3,0,0,423,4,819
,NOGALES,187,0187 Básica,239,244,13,1,0,0,0,0,0,0,0,497,3,991
,NOGALES,188,0188 Básica,334,533,10,2,0,0,0,0,1,0,0,880,37,1990
,NOGALES,189,0189 Básica,191,244,13,1,0,0,0,0,0,0,0,449,10,1049
,NOGALES,190,0190 Básica,221,218,10,1,0,0,0,0,6,0,0,456,5,833
,NOGALES,191,0191 Básica *,0,0,0,0,0,0,0,0,0,0,0,0,0,1162
,NOGALES,192,0192 Básica *,0,0,0,0,0,0,0,0,0,0,0,0,0,1726
,NOGALES,193,0193 Básica,131,208,12,1,0,0,0,0,0,0,0,352,1,958
,NOGALES,194,0194 Básica *,0,0,0,0,0,0,0,0,0,0,0,0,0,1172
,NOGALES,195,0195 Báscia *,0,0,0,0,0,0,0,0,0,0,0,0,0,1149
,NOGALES,196,0196 Básica,327,328,17,1,0,0,0,0,2,0,0,675,19,1404
,NOGALES,197,0197 Básica,134,265,16,4,0,0,0,0,0,0,0,419,8,943
,NOGALES,198,0198 Básica,223,257,9,4,0,0,0,0,1,0,0,494,13,1082
,NOGALES,199,0199 Básica,314,414,24,7,0,0,0,0,0,0,0,759,19,2461
,NOGALES,200,0200 Básica,359,309,22,3,0,0,0,0,4,0,0,697,7,1278
,NOGALES,201,0201 Básica,335,534,19,4,0,0,0,0,3,0,0,895,15,2227
,NOGALES,202,0202 Básica,307,300,10,1,0,0,0,0,0,0,0,618,6,1236
,NOGALES,203,0203 Básica *,0,0,0,0,0,0,0,0,0,0,0,0,0,701
,NOGALES,204,0204 Básica *,232,359,14,2,0,0,0,0,0,0,0,607,19,1244
,NOGALES,205,0205 Básica *,0,0,0,0,0,0,0,0,0,0,0,0,0,2058
,NOGALES,206,0206 Básica,162,307,13,1,0,0,0,0,0,0,0,483,12,1139
,NOGALES,207,0207 Básica,352,415,25,1,0,0,0,0,4,0,0,797,17,1616
,NOGALES,208,0208 Básica *,0,0,0,0,0,0,0,0,0,0,0,0,0,1404
,NOGALES,209,0209 Básica,219,439,8,5,0,0,0,0,2,0,0,673,12,1211
