CIRCUNSCRIPCION,﻿ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,NVA_ALIANZA,MC,MORENA,PH,ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CC_PAN_PRI_PRD_NVA_ALIANZA_PH_ES,CC_PAN_PRI_PVEM,CC_PAN_PRD_NVA_ALIANZA,CC_PAN_PRD,CC_PAN_PRD_PT,CC_PAN_PRD_PT_NVA_ALIANZA_ES,CC_PAN_PRD_PT_NVA_ALIANZA_PH,CC_PAN_PT,CC_PAN_MC,CC_PAN_PH,CC_PRI_PVEM_PT,CC_PRI_PVEM,CC_PRD_PT,CC_PRD_PT_NVA_ALIANZA,CC_PRD_PT_NVA_ALIANZA_ES,CC_PRD_PT_NVA_ALIANZA_PH,CC_PRD_PT_ES,CC_PRD_PT_PH,CC_PRD_NVA_ALIANZA,CC_PRD_NVA_ALIANZA_ES,CC_PRD_ES,CC_PT_NVA_ALIANZA_PH,CC_PT_MC,CC_PT_ES,CC_PT_PH,CC_PT_PH_ES,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,16,MICHOACAN,1,LA PIEDAD,30,ECUANDUREO,435,2,257,238,31,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,16,560,810
5,16,MICHOACAN,1,LA PIEDAD,30,ECUANDUREO,436,2,422,347,72,10,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,25,889,1376
5,16,MICHOACAN,1,LA PIEDAD,30,ECUANDUREO,437,2,177,173,69,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,6,442,791
5,16,MICHOACAN,1,LA PIEDAD,30,ECUANDUREO,438,2,187,297,48,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,14,557,984
5,16,MICHOACAN,1,LA PIEDAD,30,ECUANDUREO,439,3,352,662,46,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078,19,1097,1785
5,16,MICHOACAN,1,LA PIEDAD,30,ECUANDUREO,440,2,212,260,28,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,14,529,940
5,16,MICHOACAN,1,LA PIEDAD,30,ECUANDUREO,441,1,73,237,30,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,5,348,669
5,16,MICHOACAN,1,LA PIEDAD,30,ECUANDUREO,442,1,81,173,47,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,4,318,547
5,16,MICHOACAN,1,LA PIEDAD,30,ECUANDUREO,443,1,72,151,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,7,249,455
5,16,MICHOACAN,1,LA PIEDAD,30,ECUANDUREO,444,2,77,161,34,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,7,286,533
5,16,MICHOACAN,1,LA PIEDAD,30,ECUANDUREO,445,1,16,121,84,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,10,235,590
5,16,MICHOACAN,1,LA PIEDAD,61,NUMARÁN,1369,3,671,315,120,3,1,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,1224,15,1239,1705
5,16,MICHOACAN,1,LA PIEDAD,61,NUMARÁN,1370,4,888,457,124,2,2,15,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1507,21,1528,2261
5,16,MICHOACAN,1,LA PIEDAD,61,NUMARÁN,1371,1,53,14,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,4,89,193
5,16,MICHOACAN,1,LA PIEDAD,61,NUMARÁN,1372,1,106,64,12,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,5,193,343
5,16,MICHOACAN,1,LA PIEDAD,61,NUMARÁN,1373,4,597,353,156,6,5,5,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1146,35,1182,2292
5,16,MICHOACAN,1,LA PIEDAD,61,NUMARÁN,1374,1,198,61,25,1,1,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,293,6,299,472
5,16,MICHOACAN,1,LA PIEDAD,61,NUMARÁN,1375,1,165,163,25,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,10,367,542
5,16,MICHOACAN,1,LA PIEDAD,61,NUMARÁN,1376,1,223,209,61,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,3,501,650
5,16,MICHOACAN,1,LA PIEDAD,61,NUMARÁN,1377,1,271,191,23,2,2,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,10,518,673
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1498,2,86,201,225,2,0,3,0,16,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,583,24,607,1140
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1499,1,68,158,124,4,2,1,0,29,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,402,4,406,725
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1500,2,64,274,118,0,3,0,0,21,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,507,13,520,844
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1501,2,58,172,238,2,5,0,0,19,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,512,6,518,1022
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1502,1,12,185,180,4,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,391,5,396,663
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1503,2,17,296,223,0,2,2,0,21,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,583,15,598,1012
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1504,2,32,296,338,5,2,1,0,9,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,714,17,731,1240
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1505,1,6,142,212,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,375,10,385,613
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1506,2,4,268,255,4,2,2,0,28,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,602,7,609,981
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1507,2,83,196,272,3,2,2,0,20,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,615,10,625,1163
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1508,2,30,174,251,5,3,2,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,486,12,498,1174
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1509,1,15,180,183,3,2,0,0,1,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,450,12,462,746
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1510,1,30,59,56,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,152,6,158,296
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1511,1,35,206,203,0,2,0,0,29,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,487,8,495,718
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1512,2,25,229,148,0,2,2,0,10,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,483,16,499,925
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1513,1,10,67,191,2,0,1,0,12,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,3,292,615
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1514,1,11,128,133,1,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,291,4,295,561
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1515,1,16,51,140,2,0,1,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,232,3,235,483
5,16,MICHOACAN,1,LA PIEDAD,68,PENJAMILLO,1516,1,1,109,138,2,2,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,7,270,518
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1529,4,429,456,67,14,16,45,0,50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1093,44,1138,2330
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1530,6,577,656,116,44,44,80,0,91,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1636,65,1704,3899
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1531,5,525,646,115,38,28,117,0,79,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1564,54,1623,3325
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1532,3,367,263,79,13,35,17,0,31,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,811,36,849,1807
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1533,3,308,358,62,5,14,32,0,26,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,822,28,853,2074
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1534,2,200,262,56,6,19,37,0,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,612,24,641,1315
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1535,3,262,234,68,11,21,44,0,24,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678,25,703,1752
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1536,2,160,177,38,9,10,21,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,18,457,971
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1537,2,226,252,57,8,17,32,0,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,21,645,1391
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1538,2,144,164,51,8,6,21,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,10,423,863
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1539,2,126,136,30,11,12,16,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,347,12,360,901
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1540,2,195,202,39,5,7,21,0,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,498,22,522,992
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1541,3,330,401,79,11,16,59,0,65,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,979,41,1020,1759
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1542,3,194,281,73,5,19,29,0,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,17,657,1754
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1543,4,508,680,106,13,38,83,0,56,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1507,28,1537,2986
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1544,2,178,214,36,7,9,30,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,501,18,520,1319
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1545,2,343,247,41,11,4,26,0,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,700,18,720,1286
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1546,2,158,201,20,5,12,22,0,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,446,4,450,884
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1547,1,137,170,19,5,6,28,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,12,394,713
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1548,1,129,154,12,5,4,22,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,336,7,349,655
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1549,1,104,127,3,0,1,8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,247,9,257,393
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1550,1,124,119,14,2,0,14,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,11,293,505
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1551,1,94,141,12,6,1,11,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,15,289,493
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1552,2,193,192,39,4,4,17,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,24,488,959
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1553,2,145,146,17,3,16,31,0,21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,17,399,823
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1554,2,104,139,16,5,16,30,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,6,333,776
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1555,2,175,186,19,3,14,19,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,430,14,446,812
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1556,2,164,168,52,7,12,26,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,11,463,876
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1557,2,102,134,62,7,8,13,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,7,356,804
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1558,1,59,117,15,3,2,115,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,5,334,569
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1559,1,105,117,30,4,9,14,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,8,304,698
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1560,1,124,146,30,2,9,10,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,15,351,669
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1561,2,139,154,27,5,4,31,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,370,12,383,761
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1562,1,170,131,18,5,4,18,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,15,375,669
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1563,2,207,223,29,5,9,20,0,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,1,514,947
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1564,1,102,172,39,3,2,12,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,342,12,355,659
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1565,2,112,266,34,4,5,19,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,451,20,472,797
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1566,2,228,269,41,9,11,20,0,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,36,650,1370
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1567,2,187,340,56,6,13,18,0,46,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,674,32,708,1456
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1568,4,330,339,104,12,23,53,0,23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893,17,910,2525
