ID_DISTRO_LOCAL,NOMBRE_DISTRITO,ID_MUNICIPIO,NOMBRE_MUNICIPIO,SECCION,NUMERO_CASILLA,TIPO_CASILLA,EXTRA_CONTIG,PAN,PRI,PRD,PT,PVEM,MC,MORENA,PNAH,PAN_PRI_PRD,MORENA_PNAH,CI_01,CI_02,CNR,VN,TOTAL_VOTOS
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,274,1,C,0,3,22,,50,89,10,,,,135,,,0,13,322
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,274,2,C,0,4,43,,77,69,12,,,,101,,,1,3,310
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,274,3,C,0,4,47,,69,75,4,,,,98,,,0,5,302
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,274,4,C,0,2,33,,59,89,8,,,,120,,,0,8,319
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,275,1,B,0,0,17,,16,92,3,,,,61,,,0,1,190
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,275,1,C,0,1,9,,30,103,4,,,,60,,,0,2,209
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,276,1,B,0,4,19,,23,53,2,,,,62,,,0,3,166
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,277,1,B,0,1,13,,23,39,5,,,,60,,,0,1,142
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,277,1,C,0,1,14,,41,41,0,,,,71,,,0,2,170
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,278,1,B,0,0,10,,13,88,3,,,,38,,,0,2,154
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,278,1,C,0,3,17,,9,93,5,,,,53,,,0,2,182
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,279,1,B,0,0,9,,17,89,0,,,,85,,,0,3,203
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,280,1,B,0,3,41,,21,53,8,,,,135,,,0,9,270
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,280,1,C,0,5,46,,17,59,8,,,,137,,,0,2,274
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,258,1,B,0,6,44,,29,64,4,,,,132,,,0,1,280
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,260,1,C,0,6,27,,13,77,5,,,,101,,,0,3,232
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,262,3,C,0,7,36,,21,106,5,,,,108,,,0,9,292
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,265,1,C,0,2,53,,8,44,3,,,,203,,,0,3,316
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,269,2,C,0,2,131,,2,56,12,,,,86,,,0,8,297
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,269,3,C,0,2,101,,10,46,7,,,,101,,,1,4,272
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,271,3,C,0,2,38,,11,101,5,,,,104,,,0,5,266
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,276,1,C,0,2,12,,25,50,1,,,,66,,,0,8,164
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,TOTAL,,,,309,3271,0,1465,4838,327,0,0,0,7659,0,0,3,363,18235
