"source_file","district","municipality","# iddistritolocal","nombredistrito","idmunicipio","nombremunicipio","seccion","numcasilla","tipocasilla","ex_contigua","PAN","PRI","PRD","PT","PVEM","MC","MORENA","PNAH","PAN_PRI_PRD","MORENA_PNAH","CI_01","CI_02","CNR","VN","TOTAL"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1780","2","C","0",NA,NA,NA,"36","11","32",NA,NA,"90","182",NA,NA,"0","9","360"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1364","2","E","1",NA,NA,NA,"75","6","22",NA,NA,"75","107",NA,NA,"0","21","306"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1364","2","E","0",NA,NA,NA,"85","11","19",NA,NA,"76","110",NA,NA,"0","23","324"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1364","1","E","4",NA,NA,NA,"36","11","40",NA,NA,"84","154",NA,NA,"0","22","347"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1366","2","C","0",NA,NA,NA,"52","9","44",NA,NA,"152","201",NA,NA,"0","15","473"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1365","4","C","0",NA,NA,NA,"46","21","49",NA,NA,"118","164",NA,NA,"0","12","410"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1367","1","C","0",NA,NA,NA,"68","25","28",NA,NA,"141","154",NA,NA,"0","24","440"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1367","2","C","0",NA,NA,NA,"54","14","27",NA,NA,"132","155",NA,NA,"0","15","397"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1817","1","B","0",NA,NA,NA,"21","5","21",NA,NA,"51","127",NA,NA,"0","13","238"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1367","1","E","0",NA,NA,NA,"67","8","23",NA,NA,"95","134",NA,NA,"0","7","334"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1354","1","C","0",NA,NA,NA,"90","8","26",NA,NA,"139","122",NA,NA,"0","12","397"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1774","1","B","0",NA,NA,NA,"36","11","37",NA,NA,"96","198",NA,NA,"0","26","404"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1769","1","B","0",NA,NA,NA,"24","11","28",NA,NA,"82","177",NA,NA,"1","14","337"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1363","2","E","3",NA,NA,NA,"39","22","34",NA,NA,"104","217",NA,NA,"1","20","437"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1363","2","E","2",NA,NA,NA,"40","30","43",NA,NA,"83","234",NA,NA,"0","22","452"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1350","1","B","0",NA,NA,NA,"73","10","31",NA,NA,"196","142",NA,NA,"0","4","456"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1352","2","C","0",NA,NA,NA,"69","12","32",NA,NA,"185","120",NA,NA,"0","12","430"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1364","1","E","3",NA,NA,NA,"34","15","25",NA,NA,"144","168",NA,NA,"8","0","394"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1364","1","B","0",NA,NA,NA,"51","15","26",NA,NA,"110","154",NA,NA,"0","13","369"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1781","1","C","0",NA,NA,NA,"48","14","39",NA,NA,"92","168",NA,NA,"0","16","377"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1354","1","S","0",NA,NA,NA,"2","0","3",NA,NA,"6","7",NA,NA,"0","1","19"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1785","1","B","0",NA,NA,NA,"102","11","13",NA,NA,"135","90",NA,NA,"0","17","368"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1807","1","B","0",NA,NA,NA,"38","13","35",NA,NA,"125","187",NA,NA,"0","14","412"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1780","1","B","0",NA,NA,NA,"38","17","30",NA,NA,"91","191",NA,NA,"0","19","386"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1366","1","C","0",NA,NA,NA,"54","18","44",NA,NA,"108","163",NA,NA,"0","20","407"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1768","1","C","0",NA,NA,NA,"35","9","21",NA,NA,"83","158",NA,NA,"0","14","320"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1809","1","C","0",NA,NA,NA,"18","15","34",NA,NA,"60","175",NA,NA,"0","11","313"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1784","1","C","0",NA,NA,NA,"47","6","21",NA,NA,"93","123",NA,NA,"0","7","297"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1356","1","B","0",NA,NA,NA,"65","18","30",NA,NA,"137","159",NA,NA,"0","7","416"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1804","1","C","0",NA,NA,NA,"60","8","25",NA,NA,"118","154",NA,NA,"0","21","386"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1811","1","B","0",NA,NA,NA,"22","6","42",NA,NA,"93","150",NA,NA,"0","6","319"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1809","1","B","0",NA,NA,NA,"23","21","36",NA,NA,"59","165",NA,NA,"1","18","323"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1817","1","C","0",NA,NA,NA,"32","7","29",NA,NA,"41","148",NA,NA,"1","17","275"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1350","1","C","0",NA,NA,NA,"80","7","45",NA,NA,"183","147",NA,NA,"0","15","477"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1351","2","C","0",NA,NA,NA,"70","5","29",NA,NA,"186","106",NA,NA,"0","8","404"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1352","1","B","0",NA,NA,NA,"69","6","23",NA,NA,"129","160",NA,NA,"1","21","409"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1356","1","C","0",NA,NA,NA,"60","11","41",NA,NA,"134","148",NA,NA,"0","15","409"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1357","3","C","0",NA,NA,NA,"65","6","31",NA,NA,"123","152",NA,NA,"0","17","394"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1358","1","B","0",NA,NA,NA,"56","13","22",NA,NA,"105","143",NA,NA,"0","21","360"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1364","3","E","0",NA,NA,NA,"30","16","38",NA,NA,"98","186",NA,NA,"1","19","388"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1363","1","E","4",NA,NA,NA,"57","10","33",NA,NA,"96","125",NA,NA,"0","25","346"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1363","1","E","1",NA,NA,NA,"62","11","26",NA,NA,"100","137",NA,NA,"0","21","357"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1363","2","C","0",NA,NA,NA,"70","17","40",NA,NA,"120","144",NA,NA,"1","18","410"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1366","3","C","0",NA,NA,NA,"55","15","60",NA,NA,"113","151",NA,NA,"0","12","406"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1362","1","E","0",NA,NA,NA,"51","5","18",NA,NA,"137","169",NA,NA,"0","19","399"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","1357","1","E","0",NA,NA,NA,"41","16","33",NA,NA,"80","192",NA,NA,"0","21","383"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA","16","TIZAYUCA","68","TIZAYUCA","0","VA","MEC","0",NA,NA,NA,"0","0","0",NA,NA,"1","0",NA,NA,"0","0","1"
"16_TIZAYUCA.xlsx","Distrito 16","TIZAYUCA",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","9669","2327","5915","0","0","19885","29176","0","0","51","2767","69790"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","726","1","B","0","70","33","2","25","9","92",NA,NA,NA,"190",NA,NA,"1","26","448"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","726","1","C","0","86","48","5","21","18","79",NA,NA,NA,"191",NA,NA,"0","12","460"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","726","2","C","0","68","31","5","24","14","77",NA,NA,NA,"210",NA,NA,"1","25","455"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","726","3","C","0","81","31","2","20","26","99",NA,NA,NA,"189",NA,NA,"0","11","459"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","726","4","C","0","61","28","3","30","13","90",NA,NA,NA,"165",NA,NA,"0","11","401"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","726","5","C","0","101","32","4","21","19","94",NA,NA,NA,"186",NA,NA,"6","0","463"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","728","1","B","0","43","23","4","30","15","102",NA,NA,NA,"178",NA,NA,"1","15","411"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","728","1","C","0","57","19","1","12","16","111",NA,NA,NA,"182",NA,NA,"0","28","426"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","728","2","C","0","68","22","2","13","22","114",NA,NA,NA,"174",NA,NA,"0","25","440"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","728","3","C","0","52","27","2","16","12","106",NA,NA,NA,"175",NA,NA,"0","28","418"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","729","1","B","0","56","19","2","29","20","77",NA,NA,NA,"200",NA,NA,"0","30","433"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","729","1","C","0","45","19","2","19","18","77",NA,NA,NA,"213",NA,NA,"0","28","421"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","729","2","C","0","37","15","0","28","20","63",NA,NA,NA,"202",NA,NA,"0","21","386"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","729","3","C","0","52","23","3","21","22","84",NA,NA,NA,"197",NA,NA,"16","0","418"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","730","2","C","0","38","21","2","18","13","169",NA,NA,NA,"125",NA,NA,"0","8","394"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","730","3","C","0","43","17","0","18","16","163",NA,NA,NA,"137",NA,NA,"0","16","410"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","731","1","B","0","68","31","4","36","11","80",NA,NA,NA,"175",NA,NA,"0","17","422"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","731","1","C","0","65","33","4","28","12","63",NA,NA,NA,"188",NA,NA,"0","18","411"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","731","2","C","0","61","31","3","37","14","66",NA,NA,NA,"196",NA,NA,"0","11","419"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","731","1","E","0","103","30","4","21","15","75",NA,NA,NA,"174",NA,NA,"0","26","448"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","731","1","E","1","89","29","8","27","26","74",NA,NA,NA,"184",NA,NA,"0","17","454"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","731","1","E","2","92","42","5","28","9","72",NA,NA,NA,"169",NA,NA,"2","12","431"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","731","1","E","3","87","44","4","38","15","65",NA,NA,NA,"180",NA,NA,"1","14","448"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","731","1","E","4","111","36","5","28","17","68",NA,NA,NA,"166",NA,NA,"0","13","444"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","731","1","E","5","86","53","4","24","18","57",NA,NA,NA,"188",NA,NA,"0","18","448"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","731","2","E","0","99","53","1","24","17","70",NA,NA,NA,"172",NA,NA,"0","15","451"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","731","2","E","3","79","44","3","27","17","78",NA,NA,NA,"176",NA,NA,"1","16","441"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","731","2","E","4","83","49","5","34","18","79",NA,NA,NA,"154",NA,NA,"0","19","441"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","731","2","E","5","74","48","2","30","23","68",NA,NA,NA,"189",NA,NA,"1","16","451"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","731","3","E","0","99","46","6","42","14","59",NA,NA,NA,"183",NA,NA,"0","18","467"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","731","3","E","1","88","53","6","29","22","60",NA,NA,NA,"190",NA,NA,"0","15","463"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","731","3","E","2","103","34","4","32","22","70",NA,NA,NA,"181",NA,NA,"0","17","463"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","731","3","E","3","83","46","2","30","17","75",NA,NA,NA,"181",NA,NA,"0","25","459"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","731","3","E","4","98","43","11","20","14","65",NA,NA,NA,"159",NA,NA,"1","24","435"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","732","1","B","0","77","62","5","26","21","63",NA,NA,NA,"210",NA,NA,"1","13","478"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","732","1","C","0","69","54","8","22","13","54",NA,NA,NA,"240",NA,NA,"0","30","490"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","733","1","B","0","93","78","7","28","9","74",NA,NA,NA,"223",NA,NA,"0","16","528"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","734","1","B","0","94","60","10","26","17","62",NA,NA,NA,"177",NA,NA,"19","0","465"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","734","1","C","0","94","59","2","33","15","74",NA,NA,NA,"181",NA,NA,"0","21","479"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","734","2","C","0","90","67","4","23","16","65",NA,NA,NA,"187",NA,NA,"1","16","469"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","734","3","C","0","92","63","6","26","15","68",NA,NA,NA,"181",NA,NA,"0","9","460"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","734","4","C","0","77","57","7","27","17","63",NA,NA,NA,"193",NA,NA,"1","18","460"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","734","5","C","0","83","62","8","34","14","65",NA,NA,NA,"192",NA,NA,"1","18","477"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","734","6","C","0","69","70","4","29","18","88",NA,NA,NA,"174",NA,NA,"0","20","472"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","734","7","C","0","70","69","5","22","14","61",NA,NA,NA,"197",NA,NA,"0","14","452"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","734","8","C","0","107","36","2","22","21","53",NA,NA,NA,"200",NA,NA,"0","18","459"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","735","1","B","0","63","25","8","12","10","40",NA,NA,NA,"169",NA,NA,"0","14","341"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","735","1","C","0","74","28","6","6","13","56",NA,NA,NA,"143",NA,NA,"0","18","344"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","736","1","B","0","67","41","6","16","20","70",NA,NA,NA,"181",NA,NA,"1","20","422"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","736","1","C","0","59","62","6","27","19","58",NA,NA,NA,"195",NA,NA,"0","21","447"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","737","1","B","0","68","23","6","16","14","61",NA,NA,NA,"180",NA,NA,"0","21","389"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","737","1","C","0","67","37","2","16","14","72",NA,NA,NA,"161",NA,NA,"0","11","380"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","737","3","C","0","72","22","0","13","5","76",NA,NA,NA,"182",NA,NA,"0","6","376"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","737","4","C","0","65","28","1","11","8","72",NA,NA,NA,"159",NA,NA,"0","22","366"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","737","1","E","0","62","23","4","15","23","29",NA,NA,NA,"181",NA,NA,"1","18","356"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","726","6","C","0","90","37","3","15","13","89",NA,NA,NA,"151",NA,NA,"0","19","417"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","730","1","B","0","52","15","2","17","12","135",NA,NA,NA,"135",NA,NA,"0","17","385"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","737","1","E","1","57","25","1","11","30","45",NA,NA,NA,"144",NA,NA,"0","26","339"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","737","2","E","0","63","43","8","18","28","53",NA,NA,NA,"193",NA,NA,"1","14","421"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","737","2","E","1","52","29","6","22","18","58",NA,NA,NA,"225",NA,NA,"0","11","421"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","737","2","E","2","55","41","5","25","23","63",NA,NA,NA,"217",NA,NA,"0","11","440"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","737","2","E","3","67","39","5","17","19","63",NA,NA,NA,"212",NA,NA,"0","11","433"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","737","2","E","4","81","42","2","17","20","66",NA,NA,NA,"220",NA,NA,"0","24","472"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","737","3","E","0","50","25","6","20","18","52",NA,NA,NA,"167",NA,NA,"0","20","358"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","737","3","E","1","57","26","3","22","11","47",NA,NA,NA,"193",NA,NA,"1","18","378"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","737","3","E","2","66","22","3","20","16","39",NA,NA,NA,"197",NA,NA,"0","14","377"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","737","3","E","3","49","29","6","16","8","39",NA,NA,NA,"186",NA,NA,"1","25","359"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","737","3","E","4","50","23","6","15","12","57",NA,NA,NA,"193",NA,NA,"0","8","364"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","737","3","E","5","38","24","3","12","22","45",NA,NA,NA,"182",NA,NA,"1","19","346"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","738","1","B","0","55","23","1","29","9","38",NA,NA,NA,"170",NA,NA,"0","20","345"
"17_MINERLA DE LA REFORMA.xlsx","Distrito 17","MINERLA DE LA REFORMA","17","VILLAS DEL ALAMO","40","MINERAL DE LA REFORMA","738","1","C","0","53","27","2","27","10","33",NA,NA,NA,"172",NA,NA,"0","19","343"
