CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PVEM,NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,PRI_PVEM_NVA_ALIANZA,PRD,PT,MC,PSD,MORENA,ES,PH,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,338,3,204,183,56,33,2,3,0,3,60,20,66,210,79,70,28,0,1017,69,1086,2027
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,339,2,104,68,39,7,3,0,1,2,59,11,56,101,63,39,23,1,576,46,623,1310
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,340,3,212,85,42,21,3,1,1,0,82,36,98,157,91,71,31,2,931,67,1000,2041
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,341,2,102,53,21,8,1,0,0,1,27,8,35,45,41,26,26,0,394,34,428,799
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,342,2,127,53,30,8,2,0,0,0,28,8,46,53,58,22,16,2,451,44,497,912
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,343,2,127,64,36,9,0,0,0,0,26,8,37,69,37,29,21,6,463,45,514,972
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,344,2,184,119,41,27,2,0,0,1,64,5,55,116,54,38,41,1,747,65,813,1454
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,345,1,94,40,14,5,3,0,0,0,7,4,15,64,16,10,12,5,284,20,309,547
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,348,2,161,103,42,24,4,1,0,1,54,13,28,115,43,27,23,2,639,41,682,1472
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,350,2,151,116,35,13,2,0,0,0,58,9,67,132,104,35,23,2,745,69,816,1442
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,351,1,56,39,22,6,0,2,1,0,54,13,14,98,29,19,5,2,358,18,378,624
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,352,1,53,34,13,5,0,0,0,0,12,1,18,30,35,17,20,0,238,29,267,592
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,353,2,84,48,20,8,1,0,0,0,36,12,22,57,48,22,15,1,373,20,394,782
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,354,2,165,80,28,10,2,0,0,0,44,6,51,89,56,19,24,2,574,55,631,1133
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,355,4,193,116,65,21,1,0,0,0,107,20,89,281,127,69,58,3,1147,72,1222,2225
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,356,2,109,123,30,16,2,0,0,0,47,18,36,107,66,48,31,7,633,52,692,1130
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,357,2,118,50,22,2,0,0,0,1,34,13,24,72,46,32,22,6,436,50,492,923
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,358,1,46,29,8,7,0,0,0,0,20,4,22,49,25,20,17,0,247,17,264,454
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,359,2,73,93,34,15,4,0,0,5,39,10,29,94,55,29,27,2,507,43,552,1060
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,360,2,132,82,31,23,4,0,0,1,41,18,51,179,98,59,14,0,733,64,797,1438
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,361,2,96,69,16,3,1,0,0,0,32,4,54,103,47,17,22,3,464,50,517,947
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,362,1,50,39,18,3,1,0,0,0,27,4,21,43,36,13,13,3,268,28,299,606
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,363,1,83,40,24,6,1,0,0,0,36,4,11,38,37,16,12,0,308,29,337,748
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,364,3,122,108,56,17,5,0,0,1,62,41,50,174,62,37,24,1,759,44,804,1555
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,365,4,234,158,101,20,9,2,1,9,133,67,81,173,87,67,47,1,1189,78,1268,2587
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,366,3,139,146,45,22,3,0,0,0,146,67,85,144,67,57,33,0,954,52,1006,1854
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,367,3,108,93,29,17,1,0,0,0,66,61,67,131,70,38,33,0,714,58,772,1619
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,368,2,125,59,25,4,1,1,0,0,35,20,47,49,53,29,25,3,473,48,524,1041
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,369,2,145,78,22,12,1,0,0,0,40,11,35,87,62,49,44,5,586,55,646,1285
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,370,3,126,79,34,11,4,0,1,0,116,25,75,242,126,39,40,1,918,55,974,1735
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,371,2,106,67,21,10,1,0,0,0,31,15,51,102,65,20,25,2,514,35,551,1022
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,372,2,111,60,22,7,0,0,0,0,31,11,39,46,50,16,17,3,410,43,456,804
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,373,4,152,125,58,30,5,2,0,5,142,52,55,162,64,48,28,1,928,84,1013,2083
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,374,2,111,71,28,9,3,1,0,0,81,34,53,129,29,28,17,0,594,39,633,1245
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,375,5,301,230,82,30,3,3,2,0,126,49,108,290,99,89,55,8,1467,90,1565,3135
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,376,1,82,39,9,6,1,0,0,0,30,3,21,26,47,21,14,1,299,46,346,705
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,377,2,82,58,30,18,0,1,0,0,43,5,28,58,42,36,20,4,421,38,463,861
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,378,2,105,53,30,16,0,0,0,0,32,9,82,111,84,30,32,2,584,51,637,1236
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,379,2,104,61,43,3,0,0,0,2,69,14,46,158,69,32,32,1,633,51,685,1282
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,380,1,95,41,18,4,0,0,0,0,28,2,22,13,11,12,6,3,252,19,274,599
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,381,1,91,55,19,6,0,0,0,0,31,2,24,39,33,16,12,0,328,32,360,681
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,382,3,296,133,46,33,6,0,0,1,101,18,90,111,111,47,39,3,1032,100,1135,2009
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,383,5,301,134,86,19,0,0,0,1,108,15,80,178,151,81,69,5,1223,112,1340,2602
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,384,3,196,66,34,24,0,0,0,0,61,24,43,103,89,29,38,3,707,69,779,1448
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,385,4,249,125,66,32,3,1,0,1,60,25,100,243,89,78,69,2,1141,93,1236,2482
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,386,3,237,168,82,27,5,1,2,2,118,30,92,196,67,60,64,1,1151,50,1202,2226
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,387,5,326,201,101,52,3,0,0,4,264,43,37,235,71,32,31,1,1400,103,1504,3630
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,388,4,268,176,88,44,5,1,0,2,156,37,39,192,71,52,41,2,1172,69,1243,2974
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,612,2,212,69,28,14,0,0,0,2,47,22,54,142,53,34,19,3,696,43,742,1467
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,907,1,95,15,11,3,1,0,2,0,28,7,6,66,18,9,7,2,268,14,284,615
,17,MORELOS,5,TEMIXCO,8,EMILIANO ZAPATA,391,6,118,76,936,57,,,,,461,196,49,29,135,76,76,2,2209,64,2275,3763
,17,MORELOS,5,TEMIXCO,8,EMILIANO ZAPATA,392,3,103,59,449,27,,,,,178,87,17,12,82,30,54,0,1098,63,1161,1916
,17,MORELOS,5,TEMIXCO,8,EMILIANO ZAPATA,393,5,147,107,486,59,,,,,230,111,70,34,149,117,102,2,1612,77,1691,3608
,17,MORELOS,5,TEMIXCO,8,EMILIANO ZAPATA,394,3,141,67,388,37,,,,,222,104,16,7,75,19,52,0,1128,55,1183,1829
,17,MORELOS,5,TEMIXCO,8,EMILIANO ZAPATA,395,2,62,36,371,23,,,,,238,96,23,9,35,35,22,0,950,31,981,1482
,17,MORELOS,5,TEMIXCO,8,EMILIANO ZAPATA,396,6,187,86,1029,59,,,,,494,151,67,14,146,69,78,1,2380,96,2477,3858
,17,MORELOS,5,TEMIXCO,8,EMILIANO ZAPATA,397,3,109,81,482,42,,,,,194,81,39,15,98,23,29,0,1193,42,1235,1801
,17,MORELOS,5,TEMIXCO,8,EMILIANO ZAPATA,398,3,136,74,419,27,,,,,197,53,25,9,194,15,21,0,1170,41,1211,1629
,17,MORELOS,5,TEMIXCO,8,EMILIANO ZAPATA,399,4,130,74,813,112,,,,,267,44,39,6,125,26,60,1,1696,59,1756,2632
,17,MORELOS,5,TEMIXCO,8,EMILIANO ZAPATA,400,3,109,103,493,76,,,,,186,50,23,3,181,24,72,0,1320,46,1366,1867
,17,MORELOS,5,TEMIXCO,8,EMILIANO ZAPATA,401,3,123,60,381,57,,,,,172,42,20,13,157,22,34,2,1081,22,1105,1851
,17,MORELOS,5,TEMIXCO,8,EMILIANO ZAPATA,402,5,248,91,858,73,,,,,405,63,48,24,222,42,54,1,2128,63,2192,3521
,17,MORELOS,5,TEMIXCO,8,EMILIANO ZAPATA,403,6,242,120,614,149,0,0,0,0,245,73,37,38,185,73,96,1,1872,93,1966,3466
,17,MORELOS,5,TEMIXCO,8,EMILIANO ZAPATA,404,3,135,87,292,17,,,,,177,45,37,12,68,47,39,2,956,68,1026,1674
,17,MORELOS,5,TEMIXCO,8,EMILIANO ZAPATA,405,2,72,59,234,13,,,,,140,31,19,11,31,22,39,1,671,41,713,1170
,17,MORELOS,5,TEMIXCO,8,EMILIANO ZAPATA,406,10,193,240,1318,76,,,,,668,242,146,45,165,118,228,1,3439,150,3590,6328
,17,MORELOS,5,TEMIXCO,8,EMILIANO ZAPATA,407,4,111,80,544,21,,,,,311,54,46,27,83,40,75,2,1392,78,1472,2406
,17,MORELOS,5,TEMIXCO,8,EMILIANO ZAPATA,408,3,224,82,453,25,,,,,220,74,40,15,74,22,31,1,1260,43,1304,2022
,17,MORELOS,5,TEMIXCO,8,EMILIANO ZAPATA,409,4,149,57,501,117,,,,,358,110,62,23,61,38,73,0,1549,52,1601,2511
,17,MORELOS,5,TEMIXCO,8,EMILIANO ZAPATA,410,4,95,131,482,113,,,,,218,89,40,22,89,35,84,0,1398,66,1464,2325
,17,MORELOS,5,TEMIXCO,8,EMILIANO ZAPATA,411,8,278,211,595,142,,,,,301,134,80,52,184,94,125,2,2196,109,2307,5423
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,611,3,36,280,60,37,,,,,231,70,30,26,101,39,40,1,950,59,1010,1936
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,613,2,136,52,21,16,,,,,28,8,28,17,55,30,32,2,423,54,479,1049
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,614,2,101,60,35,9,,,,,21,9,30,17,44,25,22,4,373,51,428,905
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,615,3,56,169,54,32,,,,,173,88,27,32,50,35,23,3,739,42,784,1589
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,616,8,145,301,196,161,,,,,809,109,69,55,112,92,83,0,2132,146,2278,5311
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,617,3,72,149,97,73,,,,,338,28,43,11,43,26,12,1,892,36,929,1755
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,618,5,134,327,320,66,,,,,375,79,72,34,111,44,54,0,1616,88,1704,3521
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,619,3,55,165,55,32,,,,,121,75,14,40,65,36,18,1,676,38,715,1608
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,620,4,236,110,57,21,,,,,83,34,58,21,111,50,44,1,825,133,959,2276
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,621,2,68,108,72,20,,,,,138,39,34,20,32,28,31,0,590,34,624,1379
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,622,3,109,162,168,42,,,,,176,28,48,28,49,40,37,1,887,52,940,1927
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,623,5,57,170,138,99,,,,,550,71,48,19,73,34,53,1,1312,75,1388,3053
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,624,3,59,127,121,29,,,,,234,42,27,18,51,20,40,0,768,49,817,1817
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,625,2,53,111,139,18,,,,,104,24,44,20,35,22,22,1,592,39,632,1289
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,626,3,76,98,97,48,,,,,184,22,83,8,39,35,39,1,729,39,769,1593
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,627,2,73,68,88,61,,,,,104,29,34,7,37,18,17,4,536,31,571,1196
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,628,2,109,122,56,46,,,,,87,23,28,34,35,32,30,2,602,52,656,1301
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,629,3,168,106,53,18,,,,,77,39,48,25,84,40,37,3,695,70,768,1716
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,630,5,208,292,150,100,0,0,0,0,230,101,56,32,169,38,42,1,1418,76,1495,2539
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,631,3,60,134,81,67,,,,,134,38,43,11,38,27,32,0,665,53,718,1548
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,632,3,36,90,98,39,,,,,247,28,35,8,34,15,33,0,663,50,713,1549
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,633,3,42,110,84,31,,,,,252,36,45,7,44,25,32,7,708,57,772,1724
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,634,4,115,212,117,87,,,,,167,94,53,32,96,52,38,6,1063,87,1156,2418
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,635,3,47,126,93,40,,,,,301,49,25,16,92,42,45,1,876,47,924,1987
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,636,3,83,132,89,60,,,,,133,102,24,34,63,35,27,2,782,63,847,1853
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,637,2,60,133,41,103,,,,,103,81,27,36,46,15,45,0,690,48,738,1453
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,638,3,42,79,46,60,,,,,119,47,22,30,43,24,42,1,554,37,592,1914
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,639,3,53,206,119,44,,,,,106,88,31,56,70,26,47,1,846,45,892,1685
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,640,2,46,162,61,27,,,,,71,59,16,82,45,22,19,1,610,33,644,1146
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,641,2,39,126,58,52,,,,,93,60,51,78,75,9,22,0,663,36,699,1293
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,642,3,65,122,47,42,,,,,203,74,33,21,73,19,56,1,755,36,792,1602
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,643,2,37,65,44,21,,,,,101,23,21,5,20,11,13,1,361,5,367,784
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,644,5,72,267,107,96,,,,,367,86,52,46,125,43,81,1,1342,96,1439,3233
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,645,3,24,53,53,26,,,,,74,48,25,14,81,15,27,0,440,34,474,1686
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,646,3,67,119,93,31,,,,,114,46,32,15,80,19,47,0,663,39,702,1528
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,647,4,56,214,147,84,,,,,209,137,70,37,106,43,50,0,1153,76,1229,2652
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,648,2,46,182,64,91,,,,,113,68,38,34,42,11,27,0,716,34,750,1439
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,649,3,100,200,90,86,,,,,215,60,58,44,99,31,53,2,1036,49,1087,2146
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,650,1,27,82,17,21,,,,,52,6,10,6,15,13,12,0,261,20,281,546
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,651,4,80,308,138,145,,,,,318,125,54,49,71,29,47,1,1364,66,1431,2883
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,652,4,18,149,80,116,,,,,269,221,55,25,222,27,176,0,1358,186,1544,2658
,17,MORELOS,5,TEMIXCO,18,TEMIXCO,653,6,93,214,140,149,,,,,464,143,74,55,188,36,79,2,1635,117,1754,3688
,17,MORELOS,6,JIUTEPEC NORTE,11,JIUTEPEC,431,3,54,71,74,20,,,,,77,3,75,33,80,59,69,1,615,29,645,1532
,17,MORELOS,6,JIUTEPEC NORTE,11,JIUTEPEC,432,2,,,,,,,,,,,,,,,,,0,,,1448
,17,MORELOS,6,JIUTEPEC NORTE,11,JIUTEPEC,433,3,43,94,64,20,,,,,183,10,148,58,128,53,66,3,867,59,929,2088
,17,MORELOS,6,JIUTEPEC NORTE,11,JIUTEPEC,434,3,52,101,66,8,,,,,142,11,65,26,92,49,60,2,672,47,721,2230
,17,MORELOS,6,JIUTEPEC NORTE,11,JIUTEPEC,435,3,25,37,21,10,,,,,48,8,47,9,31,28,14,0,278,13,291,2047
,17,MORELOS,6,JIUTEPEC NORTE,11,JIUTEPEC,436,5,112,124,121,59,,,,,199,19,136,93,182,97,92,2,1234,79,1315,3049
,17,MORELOS,6,JIUTEPEC NORTE,11,JIUTEPEC,437,4,76,111,124,42,,,,,151,12,119,77,186,54,85,0,1037,56,1093,2650
,17,MORELOS,6,JIUTEPEC NORTE,11,JIUTEPEC,438,4,68,107,90,25,,,,,183,19,202,52,155,63,76,0,1040,68,1108,2283
,17,MORELOS,6,JIUTEPEC NORTE,11,JIUTEPEC,439,3,72,95,84,22,,,,,131,14,113,45,125,73,61,5,835,46,886,1924
,17,MORELOS,6,JIUTEPEC NORTE,11,JIUTEPEC,440,2,35,44,31,5,,,,,36,1,16,16,33,23,14,0,254,21,275,1009
,17,MORELOS,6,JIUTEPEC NORTE,11,JIUTEPEC,441,2,89,73,44,14,,,,,30,3,59,18,138,58,32,4,558,47,609,1157
,17,MORELOS,6,JIUTEPEC NORTE,11,JIUTEPEC,442,2,46,33,53,5,,,,,48,6,40,16,44,48,48,0,387,34,421,776
,17,MORELOS,6,JIUTEPEC NORTE,11,JIUTEPEC,443,2,82,42,35,15,,,,,52,11,41,19,48,80,59,1,484,35,520,907
,17,MORELOS,6,JIUTEPEC NORTE,11,JIUTEPEC,444,2,78,98,51,19,,,,,139,15,49,16,112,68,50,0,695,69,764,1451
,17,MORELOS,6,JIUTEPEC NORTE,11,JIUTEPEC,445,4,104,92,78,20,,,,,188,11,174,30,144,74,58,2,973,59,1034,2387
,17,MORELOS,6,JIUTEPEC NORTE,11,JIUTEPEC,446,2,46,48,55,4,,,,,78,7,27,13,60,38,64,0,440,31,471,853
,17,MORELOS,6,JIUTEPEC NORTE,11,JIUTEPEC,447,2,45,47,31,12,,,,,45,7,29,13,79,52,21,1,381,38,420,763
,17,MORELOS,6,JIUTEPEC NORTE,11,JIUTEPEC,451,2,67,92,55,24,,,,,60,7,47,20,121,46,55,1,594,45,640,1119
,17,MORELOS,6,JIUTEPEC NORTE,11,JIUTEPEC,452,2,72,69,57,12,,,,,60,23,42,19,92,45,38,0,529,44,573,1051
,17,MORELOS,6,JIUTEPEC NORTE,11,JIUTEPEC,453,5,141,285,149,40,,,,,212,23,181,43,260,107,156,2,1597,116,1715,3646
,17,MORELOS,6,JIUTEPEC NORTE,11,JIUTEPEC,454,4,48,89,59,30,,,,,92,8,63,17,101,18,31,1,556,34,591,2977
,17,MORELOS,6,JIUTEPEC NORTE,11,JIUTEPEC,455,8,156,430,205,60,,,,,272,19,230,26,234,102,316,0,2050,165,2215,4927
,17,MORELOS,6,JIUTEPEC NORTE,11,JIUTEPEC,456,4,72,275,110,67,,,,,239,22,104,16,128,86,101,1,1220,64,1285,2923
,17,MORELOS,6,JIUTEPEC NORTE,11,JIUTEPEC,457,4,86,198,118,43,,,,,140,11,118,21,198,64,85,0,1082,51,1133,2411
,17,MORELOS,6,JIUTEPEC NORTE,11,JIUTEPEC,458,3,44,174,55,70,,,,,75,21,82,5,103,36,43,1,708,41,750,1543
,17,MORELOS,6,JIUTEPEC NORTE,11,JIUTEPEC,459,2,46,185,37,67,,,,,59,9,52,9,106,31,45,2,646,45,693,1471
,17,MORELOS,6,JIUTEPEC NORTE,11,JIUTEPEC,460,2,36,85,28,20,,,,,45,5,49,15,50,31,22,0,386,23,409,834
,17,MORELOS,6,JIUTEPEC NORTE,11,JIUTEPEC,461,2,34,66,50,9,,,,,48,4,52,26,74,36,35,1,434,31,466,1020
,17,MORELOS,6,JIUTEPEC NORTE,11,JIUTEPEC,462,2,47,84,41,18,,,,,50,6,35,17,62,41,35,1,436,40,477,1032
,17,MORELOS,6,JIUTEPEC NORTE,11,JIUTEPEC,463,2,33,148,51,52,,,,,77,17,54,9,90,33,24,1,588,33,622,1411
,17,MORELOS,6,JIUTEPEC NORTE,11,JIUTEPEC,464,4,104,237,127,88,,,,,177,9,111,31,159,86,78,0,1207,96,1303,2859
,17,MORELOS,6,JIUTEPEC NORTE,11,JIUTEPEC,465,12,435,586,302,144,,,,,444,33,318,71,383,206,235,1,3157,208,3366,7101
,17,MORELOS,6,JIUTEPEC NORTE,11,JIUTEPEC,487,8,82,306,168,35,,,,,335,14,279,36,122,109,400,0,1886,99,1985,5347
,17,MORELOS,7,JIUTEPEC SUR,11,JIUTEPEC,448,4,109,156,72,32,,,,,197,19,103,49,170,97,70,1,1074,71,1146,2615
,17,MORELOS,7,JIUTEPEC SUR,11,JIUTEPEC,449,7,130,248,130,50,,,,,385,18,194,92,273,133,144,7,1797,100,1904,4512
,17,MORELOS,7,JIUTEPEC SUR,11,JIUTEPEC,450,4,107,146,64,26,,,,,206,14,166,22,189,72,84,1,1096,84,1181,2525
,17,MORELOS,7,JIUTEPEC SUR,11,JIUTEPEC,466,2,22,27,7,4,,,,,28,1,13,6,28,25,26,1,187,21,209,850
,17,MORELOS,7,JIUTEPEC SUR,11,JIUTEPEC,467,2,53,88,45,8,,,,,126,10,36,21,66,54,63,1,570,62,633,1196
,17,MORELOS,7,JIUTEPEC SUR,11,JIUTEPEC,468,5,193,148,91,28,,,,,225,18,89,65,186,170,133,7,1346,81,1434,3431
,17,MORELOS,7,JIUTEPEC SUR,11,JIUTEPEC,469,3,85,99,50,19,,,,,208,12,74,14,146,60,76,1,843,52,896,1973
,17,MORELOS,7,JIUTEPEC SUR,11,JIUTEPEC,470,3,67,142,86,19,,,,,179,6,89,39,120,60,80,2,887,57,946,1913
,17,MORELOS,7,JIUTEPEC SUR,11,JIUTEPEC,471,3,99,99,108,27,,,,,192,7,28,61,78,69,56,0,824,60,884,2121
,17,MORELOS,7,JIUTEPEC SUR,11,JIUTEPEC,472,4,120,174,155,31,,,,,302,31,74,53,110,70,84,1,1204,81,1286,2964
,17,MORELOS,7,JIUTEPEC SUR,11,JIUTEPEC,473,3,140,81,50,8,,,,,162,8,28,14,56,19,61,5,627,74,706,1614
,17,MORELOS,7,JIUTEPEC SUR,11,JIUTEPEC,474,2,60,155,42,18,,,,,145,10,77,21,70,43,46,1,687,29,717,1278
,17,MORELOS,7,JIUTEPEC SUR,11,JIUTEPEC,475,2,20,45,28,13,,,,,144,4,24,13,51,42,57,1,441,22,464,964
,17,MORELOS,7,JIUTEPEC SUR,11,JIUTEPEC,476,3,118,111,27,20,,,,,140,13,22,19,77,58,67,5,672,58,735,1672
,17,MORELOS,7,JIUTEPEC SUR,11,JIUTEPEC,477,8,245,285,191,60,,,,,657,33,153,117,291,219,170,16,2421,148,2585,5460
,17,MORELOS,7,JIUTEPEC SUR,11,JIUTEPEC,478,2,39,42,34,15,,,,,121,4,27,16,84,22,49,0,453,38,491,975
,17,MORELOS,7,JIUTEPEC SUR,11,JIUTEPEC,479,2,48,73,37,17,,,,,104,3,23,20,75,36,70,2,506,29,537,1181
,17,MORELOS,7,JIUTEPEC SUR,11,JIUTEPEC,480,2,31,57,26,5,,,,,69,6,26,23,66,21,15,0,345,15,360,830
,17,MORELOS,7,JIUTEPEC SUR,11,JIUTEPEC,481,6,185,230,109,46,,,,,509,30,91,71,223,116,109,3,1719,136,1858,3977
,17,MORELOS,7,JIUTEPEC SUR,11,JIUTEPEC,482,3,93,155,46,26,,,,,300,12,55,17,161,52,56,7,973,66,1046,1886
,17,MORELOS,7,JIUTEPEC SUR,11,JIUTEPEC,483,4,172,203,53,32,,,,,383,16,49,22,153,49,67,4,1199,106,1309,2476
,17,MORELOS,7,JIUTEPEC SUR,11,JIUTEPEC,484,5,131,267,107,39,0,0,0,0,611,31,105,38,281,88,140,5,1838,134,1977,2951
,17,MORELOS,7,JIUTEPEC SUR,11,JIUTEPEC,485,5,67,317,139,91,,,,,564,7,70,22,150,52,171,0,1650,108,1758,3168
,17,MORELOS,7,JIUTEPEC SUR,11,JIUTEPEC,486,9,235,258,143,57,,,,,602,26,98,61,422,133,247,4,2282,195,2481,5976
,17,MORELOS,7,JIUTEPEC SUR,11,JIUTEPEC,488,6,107,251,154,38,,,,,547,26,117,44,175,103,287,3,1849,93,1945,3973
,17,MORELOS,7,JIUTEPEC SUR,11,JIUTEPEC,489,6,147,243,104,36,,,,,433,14,178,37,259,126,313,2,1890,114,2006,4215
,17,MORELOS,7,JIUTEPEC SUR,11,JIUTEPEC,490,2,29,79,26,10,,,,,116,2,22,13,68,62,103,0,530,23,553,1242
,17,MORELOS,7,JIUTEPEC SUR,11,JIUTEPEC,491,2,35,47,36,5,,,,,163,3,49,24,94,22,76,0,554,24,578,1187
,17,MORELOS,7,JIUTEPEC SUR,11,JIUTEPEC,492,2,40,66,63,24,,,,,118,5,109,12,58,11,91,0,597,42,639,1323
,17,MORELOS,7,JIUTEPEC SUR,11,JIUTEPEC,493,3,52,100,44,19,,,,,159,5,102,16,111,55,87,4,750,77,831,1882
,17,MORELOS,7,JIUTEPEC SUR,11,JIUTEPEC,494,2,31,83,48,9,,,,,93,4,44,11,28,29,36,1,416,19,436,989
,17,MORELOS,7,JIUTEPEC SUR,11,JIUTEPEC,495,3,36,90,98,15,,,,,214,7,126,36,55,22,88,2,787,85,874,1809
,17,MORELOS,7,JIUTEPEC SUR,11,JIUTEPEC,496,4,84,223,85,22,,,,,450,11,34,21,110,75,207,1,1322,86,1409,2587
,17,MORELOS,7,JIUTEPEC SUR,11,JIUTEPEC,497,5,128,206,142,42,,,,,613,15,98,15,155,49,254,1,1717,117,1835,3686
,17,MORELOS,7,JIUTEPEC SUR,11,JIUTEPEC,498,3,42,107,96,24,,,,,281,6,51,20,93,40,72,0,832,58,890,2011
