CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,C_COMUN_PAN_PRD_PRS_PHBCS,PRI,PT,PVEM,MC,NA,MORENA,ES,BCSC,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,7,C,1,0,C01,100,111,0,7,6,2,108,6,6,2,,,,,348,0,14,362,542,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,8,B,1,0,B,86,76,1,6,4,6,110,1,1,3,,,,,294,1,7,302,478,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,8,S,1,0,SMR01,83,38,9,6,9,9,188,12,11,0,,,,,365,0,40,405,0,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,9,B,1,0,B,70,68,1,7,2,2,97,2,2,3,,,,,254,0,8,262,428,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,10,B,1,0,B,51,61,2,9,3,2,102,4,0,3,,,,,237,0,12,249,392,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,10,C,1,0,C01,62,64,0,5,11,1,93,1,5,1,,,,,243,0,2,245,392,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,11,B,1,0,B,62,54,6,4,6,18,103,7,9,3,,,,,272,0,8,280,447,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,12,B,1,0,B,66,55,6,5,3,17,47,2,2,1,,,,,204,0,10,214,337,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,13,B,1,0,B,81,67,4,7,2,19,124,5,8,4,,,,,321,1,13,335,524,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,13,C,1,0,C01,93,57,2,6,4,15,116,7,7,3,,,,,310,1,8,319,524,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,14,B,1,0,B,81,54,2,3,3,29,76,5,6,1,,,,,260,0,11,271,467,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,14,C,1,0,C01,87,49,1,4,2,20,69,2,5,5,,,,,244,0,8,252,467,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,15,B,1,0,B,102,58,6,4,6,27,123,3,5,1,,,,,335,0,13,348,581,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,16,B,1,0,B,90,71,5,4,4,23,120,8,4,1,,,,,330,1,3,334,511,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,16,C,1,0,C01,89,59,6,6,2,24,127,5,11,1,,,,,330,0,9,339,510,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,17,B,1,0,B,99,46,2,3,1,19,128,4,3,4,,,,,309,0,11,320,469,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,18,B,1,0,B,80,64,4,5,9,3,135,5,3,6,,,,,314,0,14,328,551,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,18,C,1,0,C01,96,71,2,10,10,4,146,8,10,4,,,,,361,0,8,369,551,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,19,B,1,0,B,51,59,7,8,9,2,108,6,4,4,,,,,258,0,12,270,444,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,19,C,1,0,C01,55,67,4,8,11,1,86,2,3,7,,,,,244,0,16,260,444,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,20,B,1,0,B,74,70,5,3,3,19,134,6,6,9,,,,,329,1,10,340,617,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,20,C,1,0,C01,85,59,10,7,5,11,122,8,5,7,,,,,319,0,14,333,617,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,21,B,1,0,B,82,55,4,8,2,16,122,12,5,9,,,,,315,0,16,331,545,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,21,C,1,0,C01,72,49,12,2,2,22,120,11,6,9,,,,,305,0,18,323,544,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,22,B,1,0,B,69,38,5,4,10,23,129,12,5,9,,,,,304,0,20,324,628,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,22,C,1,0,C01,93,61,3,16,3,30,119,5,5,7,,,,,342,0,15,357,628,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,22,C,2,0,C02,98,55,11,5,4,14,136,6,7,7,,,,,343,0,17,360,627,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,23,B,1,0,B,47,43,4,5,0,29,96,5,4,2,,,,,235,0,18,253,430,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,23,C,1,0,C01,58,40,3,4,0,19,104,2,6,0,,,,,236,0,11,247,430,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,24,B,1,0,B,90,74,7,6,11,31,137,8,7,5,,,,,376,0,23,399,643,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,25,B,1,0,B,53,37,2,4,1,13,121,4,4,8,,,,,247,0,19,266,462,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,25,C,1,0,C01,73,43,6,4,2,18,123,5,7,4,,,,,285,0,11,296,461,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,26,B,1,0,B,61,28,4,3,1,26,8,4,5,8,,,,,148,0,19,167,449,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,26,C,1,0,C01,52,44,3,8,8,11,104,7,2,10,,,,,249,0,9,258,449,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,27,B,1,0,B,57,35,7,6,3,18,103,4,11,2,,,,,246,0,13,259,434,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,27,C,1,0,C01,61,19,7,4,6,22,97,9,8,8,,,,,241,0,11,252,433,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,28,B,1,0,B,66,51,8,7,2,21,113,8,10,1,,,,,287,0,16,303,607,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,28,C,1,0,C01,77,45,5,3,6,20,111,8,15,5,,,,,295,0,17,312,607,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,28,C,2,0,C02,84,57,3,5,2,19,117,9,10,5,,,,,311,1,15,327,607,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,28,C,3,0,C03,81,48,5,3,1,32,112,13,8,5,,,,,308,0,11,319,606,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,28,C,4,0,C04,80,48,8,2,4,26,100,5,6,7,,,,,286,0,15,301,606,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,29,B,1,0,B,114,45,7,4,6,28,151,12,10,4,,,,,381,0,19,400,704,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,29,C,1,0,C01,115,54,13,7,7,24,162,10,6,8,,,,,406,0,29,435,703,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,30,B,1,0,B,93,40,8,5,4,22,106,14,6,10,,,,,308,0,20,328,586,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,30,C,1,0,C01,70,56,8,6,3,30,114,13,3,9,,,,,312,0,20,332,586,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,30,C,2,0,C02,94,43,8,4,2,23,119,6,2,4,,,,,305,0,18,323,585,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,31,B,1,0,B,77,49,5,9,2,18,101,7,5,6,,,,,279,1,13,293,482,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,31,C,1,0,C01,79,40,3,4,6,22,107,8,7,3,,,,,279,0,14,293,482,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,32,B,1,0,B,94,44,7,10,7,29,132,11,7,7,,,,,348,1,16,365,551,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,32,C,1,0,C01,91,43,9,5,3,24,121,16,6,2,,,,,320,1,10,331,550,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,33,B,1,0,B,60,50,6,0,4,25,79,5,8,2,,,,,239,0,14,253,363,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,34,B,1,0,B,137,97,8,5,2,37,126,20,15,11,,,,,458,0,33,491,723,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,35,B,1,0,B,48,4,1,1,1,21,23,1,0,0,,,,,100,0,6,106,146,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,36,B,1,0,B,44,8,2,1,2,16,34,14,2,4,,,,,127,0,21,148,254,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,36,E,1,0,E01,43,16,2,0,1,5,28,2,1,3,,,,,101,0,8,109,164,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,37,B,1,0,B,52,23,5,1,11,4,64,5,2,3,,,,,170,0,13,183,255,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,38,B,1,0,B,81,48,2,3,8,2,66,7,2,5,,,,,224,0,15,239,328,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,39,B,1,0,B,70,26,1,2,2,16,14,1,1,2,,,,,135,0,16,151,211,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,40,B,1,0,B,121,40,12,5,13,9,134,2,4,2,,,,,342,0,21,363,675,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,41,B,1,0,B,72,47,28,5,8,4,75,6,2,7,,,,,254,0,13,267,488,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,41,C,1,0,C01,64,42,23,5,10,2,89,6,1,3,,,,,245,0,14,259,487,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,42,B,1,0,B,88,58,16,11,3,4,81,4,3,4,,,,,272,0,19,291,556,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,42,C,1,0,C01,91,55,7,6,6,2,100,9,3,1,,,,,280,0,20,300,556,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,43,B,1,0,B,107,71,12,6,5,10,160,6,6,3,,,,,386,0,18,404,691,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,44,B,1,0,B,42,61,9,3,6,12,84,4,5,1,,,,,227,0,5,232,377,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,44,C,1,0,C01,44,56,7,4,10,11,100,4,6,7,,,,,249,0,9,258,377,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,45,B,1,0,B,61,45,12,4,4,2,71,10,1,4,,,,,214,0,7,221,379,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,45,C,1,0,C01,69,36,8,4,4,3,101,7,5,2,,,,,239,0,5,244,378,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,46,B,1,0,B,85,103,8,6,15,13,143,6,6,4,,,,,389,0,13,402,665,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,47,B,1,0,B,44,42,13,7,15,1,114,0,16,0,,,,,252,0,5,257,424,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,47,C,1,0,C01,62,43,12,2,8,5,86,4,15,0,,,,,237,0,8,245,424,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,48,B,1,0,B,93,88,12,5,12,5,92,9,1,2,,,,,319,0,19,338,562,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,48,C,1,0,C01,116,111,7,4,15,6,98,5,5,3,,,,,370,0,21,391,561,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,49,B,1,0,B,40,29,0,2,0,0,13,1,0,0,,,,,85,0,10,95,167,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,50,B,1,0,B,38,18,2,2,8,0,38,3,3,0,,,,,112,0,7,119,176,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,51,B,1,0,B,29,50,2,1,6,1,60,1,3,5,,,,,158,0,5,163,285,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,52,B,1,0,B,50,78,7,6,5,1,74,7,3,1,,,,,232,0,17,249,387,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,53,B,1,0,B,42,25,8,18,8,1,58,2,2,5,,,,,169,0,13,182,276,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,54,B,1,0,B,80,35,8,3,5,3,90,11,1,7,,,,,243,0,14,257,406,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,54,C,1,0,C01,72,40,7,1,14,3,82,4,1,2,,,,,226,0,13,239,406,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,54,E,1,0,E01,47,14,0,1,5,0,30,1,3,0,,,,,101,0,12,113,184,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,55,B,1,0,B,97,56,4,3,3,2,85,9,5,2,,,,,266,0,14,280,385,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,56,B,1,0,B,113,67,1,1,13,3,105,41,1,3,,,,,348,0,14,362,540,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,57,B,1,0,B,169,70,6,3,29,16,133,19,3,5,,,,,453,0,23,476,690,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,58,B,1,0,B,132,74,3,3,22,13,111,9,2,3,,,,,372,1,17,390,547,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,59,B,1,0,B,64,18,6,3,2,24,102,4,5,7,,,,,235,0,7,242,470,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,59,C,1,0,C01,76,20,6,1,1,29,89,5,1,2,,,,,230,0,15,245,470,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,60,B,1,0,B,56,12,7,3,3,26,80,2,1,2,,,,,192,0,15,207,386,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,60,C,1,0,C01,49,17,2,1,1,31,99,1,0,2,,,,,203,0,11,214,385,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,61,B,1,0,B,58,22,11,0,3,37,122,10,1,8,,,,,272,0,12,284,588,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,61,C,1,0,C01,69,18,6,2,0,30,156,6,3,5,,,,,295,0,15,310,588,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,61,C,2,0,C02,72,40,6,2,1,27,110,6,0,4,,,,,268,0,21,289,588,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,61,C,3,0,C03,54,28,9,2,2,35,139,6,0,8,,,,,283,0,11,294,587,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,62,B,1,0,B,22,7,7,0,0,23,18,1,0,0,,,,,78,0,7,85,152,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,63,B,1,0,B,17,25,1,2,1,0,16,2,1,0,,,,,65,0,6,71,106,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,66,B,1,0,B,25,10,0,1,1,0,12,0,2,0,,,,,51,0,2,53,93,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,67,B,1,0,B,219,106,4,1,2,1,71,8,2,3,,,,,417,0,44,461,595,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,68,B,1,0,B,124,92,3,2,3,2,44,1,3,3,,,,,277,0,20,297,471,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,69,B,1,0,B,104,55,6,4,7,1,114,10,2,5,,,,,308,0,21,329,495,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,70,B,1,0,B,139,112,2,1,2,4,53,4,2,2,,,,,321,0,13,334,437,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,71,B,1,0,B,30,23,3,7,1,1,16,5,1,2,,,,,89,0,3,92,127,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,72,B,1,0,B,152,63,3,9,0,0,63,9,0,11,,,,,310,7,21,338,443,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,73,B,1,0,B,165,83,5,4,4,0,143,7,7,5,,,,,423,0,31,454,648,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,74,B,1,0,B,33,56,0,0,4,1,11,1,0,0,,,,,106,0,6,112,169,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,75,B,1,0,B,92,32,3,15,0,85,46,3,5,0,,,,,281,0,13,294,486,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,75,C,1,0,C01,92,27,6,22,0,86,41,6,4,0,,,,,284,0,8,292,486,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,76,B,1,0,B,93,34,3,15,0,109,53,12,10,0,,,,,329,0,12,341,540,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,76,C,1,0,C01,119,30,2,19,0,84,39,13,4,0,,,,,310,0,0,310,539,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,76,C,2,0,C02,102,37,7,16,0,101,31,17,7,0,,,,,318,0,9,327,539,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,77,B,1,0,B,80,40,2,17,0,77,25,3,2,0,,,,,246,0,9,255,407,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,77,C,1,0,C01,69,29,3,28,0,71,37,8,5,0,,,,,250,0,11,261,407,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,77,S,1,0,SMR01,3,0,0,0,0,2,5,2,0,0,,,,,12,0,256,268,0,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,78,B,1,0,B,111,45,6,18,0,106,37,3,3,0,,,,,329,0,13,342,539,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,78,C,1,0,C01,102,44,12,19,0,98,45,3,4,0,,,,,327,0,23,350,538,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,79,B,1,0,B,107,78,2,34,0,130,42,6,4,0,,,,,403,1,19,423,639,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,80,B,1,0,B,120,31,4,15,0,117,31,7,8,0,,,,,333,0,16,349,537,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,80,C,1,0,C01,86,29,2,24,0,129,41,8,6,0,,,,,325,0,23,348,536,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,81,B,1,0,B,101,57,1,12,0,92,33,2,6,0,,,,,304,0,12,316,514,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,82,B,1,0,B,94,51,6,27,0,104,27,3,7,0,,,,,319,0,16,335,511,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,82,C,1,0,C01,89,57,7,22,0,101,37,8,6,0,,,,,327,0,9,336,511,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,83,B,1,0,B,100,46,3,18,0,120,27,11,4,0,,,,,329,0,12,341,546,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,83,C,1,0,C01,96,27,5,19,0,127,43,11,4,0,,,,,332,0,17,349,546,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,83,E,1,0,E01,126,51,2,29,0,97,52,6,6,0,,,,,369,0,7,376,562,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,83,E,1,1,E01C01,124,55,3,40,0,115,50,6,6,0,,,,,399,0,175,574,561,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,83,E,1,2,E01C02,116,50,8,30,0,98,44,7,4,0,,,,,357,0,4,361,561,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,84,B,1,0,B,21,5,1,24,0,28,56,6,2,0,,,,,143,0,4,147,226,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,85,B,1,0,B,112,36,7,25,0,54,77,7,8,0,,,,,326,0,27,353,585,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,85,E,1,0,E01,36,5,3,1,0,13,25,0,3,0,,,,,86,0,2,88,144,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,85,E,2,0,E02,115,20,5,6,0,77,39,3,1,0,,,,,266,0,18,284,588,Acta Casilla,,,
