CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,C_COMUN_PRI_PVEM_NA_PS,C_COMUN_PRI_PVEM_PS,PRD,PT,MC,NA,PAC,MORENA,ES,PAN_PRD_PAC,PAN_PRD,PAN_PAC,PRD_PAC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
1,29,TLAXCALA,02,TLAXCO DE MORELOS,031,TETLA DE LA SOLIDARIDAD,0409,B,01,0,B,45,,44,11,25,4,11,5,148,10,1,1,0,0,4,4,0,4,18,20,,,,,,355,82,20,457,683,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,031,TETLA DE LA SOLIDARIDAD,0409,C,01,0,C01,37,,35,11,24,1,22,4,142,8,0,0,0,0,4,4,0,2,18,21,,,,,,333,57,15,405,682,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,031,TETLA DE LA SOLIDARIDAD,0410,B,01,0,B,33,,51,9,25,2,7,5,147,3,0,0,0,0,5,2,0,0,4,13,,,,,,306,85,24,415,623,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,031,TETLA DE LA SOLIDARIDAD,0410,C,01,0,C01,22,,48,12,23,4,13,1,123,5,0,0,1,0,1,4,2,0,11,9,,,,,,279,90,36,405,623,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,031,TETLA DE LA SOLIDARIDAD,0411,B,01,0,B,61,,34,11,18,5,11,6,144,5,3,2,0,0,2,1,0,1,18,21,,,,,,343,46,20,409,664,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,031,TETLA DE LA SOLIDARIDAD,0411,C,01,0,C01,51,,24,27,21,5,6,5,145,5,1,3,0,0,4,3,1,2,28,7,,,,,,338,84,17,439,663,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,031,TETLA DE LA SOLIDARIDAD,0411,C,02,0,C02,59,,31,28,23,7,13,4,146,5,0,1,1,0,2,2,0,0,15,13,,,,,,350,57,22,429,663,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,031,TETLA DE LA SOLIDARIDAD,0411,C,03,0,C03,45,,35,21,22,7,9,5,141,5,1,0,0,0,4,1,0,1,26,21,,,,,,344,66,19,429,663,Acta levantada en consejo,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,031,TETLA DE LA SOLIDARIDAD,0412,B,01,0,B,56,,34,23,23,4,22,4,187,6,0,0,0,0,4,3,0,0,20,11,,,,,,397,33,15,445,733,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,031,TETLA DE LA SOLIDARIDAD,0412,C,01,0,C01,43,,39,18,24,3,21,6,163,9,0,1,0,0,0,1,0,1,16,18,,,,,,363,47,25,435,733,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,031,TETLA DE LA SOLIDARIDAD,0412,C,02,0,C02,38,,39,29,26,4,16,5,199,7,3,0,0,0,7,3,0,2,22,15,,,,,,415,51,17,483,733,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,031,TETLA DE LA SOLIDARIDAD,0412,C,03,0,C03,29,,60,19,24,6,15,6,165,3,1,0,0,0,3,1,0,4,30,11,,,,,,377,39,20,436,732,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,031,TETLA DE LA SOLIDARIDAD,0413,B,01,0,B,32,,52,13,26,3,33,1,140,4,1,0,0,0,1,7,1,0,14,11,,,,,,339,32,20,391,637,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,031,TETLA DE LA SOLIDARIDAD,0413,C,01,0,C01,24,,44,12,24,2,24,4,179,5,0,0,0,0,7,3,2,0,12,15,,,,,,357,32,25,414,636,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,031,TETLA DE LA SOLIDARIDAD,0414,B,01,0,B,39,,10,5,22,1,4,3,101,5,0,0,0,0,3,1,0,1,13,7,,,,,,215,7,12,234,398,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,031,TETLA DE LA SOLIDARIDAD,0414,C,01,0,C01,32,,19,8,16,2,7,6,126,5,1,0,0,0,2,1,0,0,7,10,,,,,,242,14,14,270,398,Acta levantada en consejo,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,031,TETLA DE LA SOLIDARIDAD,0415,B,01,0,B,60,,26,16,19,3,16,6,112,3,0,1,0,0,2,2,0,1,12,10,,,,,,289,22,22,333,530,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,031,TETLA DE LA SOLIDARIDAD,0415,C,01,0,C01,84,,30,10,7,4,10,5,111,3,3,0,0,0,2,0,0,0,11,17,,,,,,297,23,17,337,530,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,031,TETLA DE LA SOLIDARIDAD,0416,B,01,0,B,60,,51,16,20,5,17,6,58,2,4,0,0,0,9,3,0,1,30,3,,,,,,285,40,30,355,561,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,031,TETLA DE LA SOLIDARIDAD,0416,C,01,0,C01,59,,61,15,26,5,19,6,64,7,1,0,0,0,1,0,0,0,38,9,,,,,,311,40,20,371,561,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,031,TETLA DE LA SOLIDARIDAD,0417,B,01,0,B,32,,35,6,23,1,15,3,36,1,0,0,0,0,2,0,0,1,20,11,,,,,,186,14,10,210,322,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,031,TETLA DE LA SOLIDARIDAD,0418,B,01,0,B,29,,29,9,28,1,44,2,94,6,1,1,0,0,0,0,0,2,10,13,,,,,,269,19,11,299,431,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,031,TETLA DE LA SOLIDARIDAD,0419,B,01,0,B,27,,97,8,30,9,28,4,114,3,3,0,1,0,5,4,1,0,14,24,,,,,,372,14,17,403,616,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,031,TETLA DE LA SOLIDARIDAD,0420,B,01,0,B,47,,18,3,18,3,20,7,116,5,1,1,1,0,2,1,0,2,5,8,,,,,,258,79,54,391,634,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,031,TETLA DE LA SOLIDARIDAD,0420,C,01,0,C01,56,,23,8,27,4,27,5,109,4,0,0,0,0,4,2,1,1,13,6,,,,,,290,82,8,380,633,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,031,TETLA DE LA SOLIDARIDAD,0420,C,02,0,C02,60,,17,5,30,4,15,11,129,1,0,0,0,0,5,4,0,2,9,11,,,,,,303,96,22,421,633,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,031,TETLA DE LA SOLIDARIDAD,0421,B,01,0,B,77,,31,17,21,6,13,12,157,7,3,0,1,0,10,1,0,0,13,8,,,,,,377,58,31,466,739,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,031,TETLA DE LA SOLIDARIDAD,0421,C,01,0,C01,75,,31,10,18,3,6,6,174,7,0,0,0,0,4,6,0,0,18,7,,,,,,365,57,30,452,738,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,031,TETLA DE LA SOLIDARIDAD,0421,C,02,0,C02,71,,33,13,25,1,21,15,152,5,0,1,0,0,3,6,0,0,13,12,,,,,,371,66,33,470,738,Acta levantada en consejo,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,031,TETLA DE LA SOLIDARIDAD,0422,B,01,0,B,28,,36,10,19,4,30,4,134,5,0,3,0,0,6,0,0,0,20,8,,,,,,307,84,26,417,713,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,031,TETLA DE LA SOLIDARIDAD,0422,C,01,0,C01,41,,28,9,18,2,34,4,143,4,0,0,0,0,2,1,1,0,17,5,,,,,,309,106,29,444,713,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,031,TETLA DE LA SOLIDARIDAD,0422,C,02,0,C02,22,,22,10,18,0,16,1,162,6,1,3,0,0,5,4,0,1,17,8,,,,,,296,83,30,409,713,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,031,TETLA DE LA SOLIDARIDAD,0422,C,03,0,C03,34,,25,10,15,0,23,4,143,4,0,1,0,0,2,2,0,1,15,17,,,,,,296,86,34,416,713,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,031,TETLA DE LA SOLIDARIDAD,0422,C,04,0,C04,25,,30,5,25,2,26,2,142,5,1,0,0,0,5,3,0,2,14,4,,,,,,291,105,30,426,713,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,031,TETLA DE LA SOLIDARIDAD,0423,B,01,0,B,19,,31,10,5,0,7,0,40,0,1,0,0,0,0,0,0,1,2,2,,,,,,118,37,7,162,231,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0058,B,01,0,B,16,,12,0,0,2,6,0,52,0,0,0,0,0,0,0,0,0,14,25,,,,,,127,5,17,149,209,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0470,B,01,0,B,55,,39,5,7,4,46,3,72,3,0,0,0,0,0,0,0,0,35,21,,,,,,290,3,12,305,473,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0470,C,01,0,C01,45,,38,9,7,7,35,0,55,9,1,1,0,0,1,2,0,1,33,18,,,,,,262,5,11,278,472,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0471,B,01,0,B,52,,31,10,9,1,25,3,51,3,1,0,0,0,0,0,0,1,105,18,,,,,,310,9,33,352,669,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0471,C,01,0,C01,56,,25,6,9,4,36,5,52,5,1,2,1,0,0,1,0,0,119,13,,,,,,335,12,37,384,668,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0472,B,01,0,B,48,,42,3,8,2,48,7,90,5,0,0,0,0,3,0,0,0,44,41,,,,,,341,4,21,366,636,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0472,C,01,0,C01,56,,47,3,10,5,45,2,97,5,2,1,1,0,1,3,1,0,37,33,,,,,,349,2,27,378,635,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0473,B,01,0,B,54,,51,3,16,3,46,6,79,2,0,1,0,0,0,0,0,31,40,9,,,,,,341,0,12,353,521,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0473,C,01,0,C01,59,,34,7,9,4,28,2,77,3,2,0,0,1,0,1,0,0,50,51,,,,,,328,9,16,353,520,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0474,B,01,0,B,55,,29,5,8,2,84,8,71,0,2,0,0,0,3,1,0,1,46,34,,,,,,349,16,13,378,578,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0474,C,01,0,C01,52,,42,8,8,0,76,5,71,2,0,1,0,0,3,0,1,1,31,46,,,,,,347,9,11,367,577,Acta levantada en consejo,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0474,C,02,0,C02,53,,31,12,7,1,66,2,62,1,0,2,0,0,0,0,2,0,35,50,,,,,,324,16,11,351,577,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0475,B,01,0,B,96,,83,5,5,0,26,5,90,2,2,0,1,0,1,1,0,0,54,56,,,,,,427,7,22,456,631,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0475,C,01,0,C01,68,,91,9,6,3,25,8,74,3,2,1,0,1,1,0,0,1,47,51,,,,,,391,8,9,408,630,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0476,B,01,0,B,59,,51,10,10,2,39,5,105,6,1,3,1,0,4,1,0,1,18,74,,,,,,390,9,16,415,692,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0476,C,01,0,C01,60,,53,8,10,3,41,6,89,3,0,0,0,0,5,0,0,3,41,93,,,,,,415,11,17,443,692,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0476,C,02,0,C02,57,,47,8,9,3,40,8,72,5,0,1,0,0,3,2,0,1,30,87,,,,,,373,11,20,404,692,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0476,C,03,0,C03,49,,52,5,9,5,42,4,96,5,2,0,0,1,3,2,0,0,46,83,,,,,,404,5,19,428,692,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0477,B,01,0,B,64,,42,6,11,0,53,3,91,3,0,0,1,0,3,2,1,0,40,44,,,,,,364,7,16,387,534,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0477,C,01,0,C01,62,,46,7,2,1,64,4,90,3,2,0,0,0,1,1,0,0,36,50,,,,,,369,7,15,391,533,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0478,B,01,0,B,40,,35,2,14,9,39,4,89,2,1,0,0,0,4,3,1,1,21,34,,,,,,299,11,4,314,439,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0479,B,01,0,B,18,,22,2,20,0,3,0,60,4,1,0,0,0,2,3,0,1,4,58,,,,,,198,19,11,228,323,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0480,B,01,0,B,39,,12,4,5,5,12,3,35,1,1,0,1,0,0,0,0,1,7,24,,,,,,150,2,9,161,247,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0481,B,01,0,B,96,,59,6,10,1,16,4,95,4,2,1,0,0,0,0,0,1,27,28,,,,,,350,20,15,385,646,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0481,C,01,0,C01,77,,48,14,15,3,15,7,77,5,0,2,1,0,2,1,0,1,15,29,,,,,,312,21,22,355,646,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0481,C,02,0,C02,77,,46,13,14,1,16,9,77,2,0,5,1,0,3,1,0,1,30,14,,,,,,310,34,22,366,646,Acta levantada en consejo,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0482,B,01,0,B,82,,27,6,10,6,7,4,101,6,0,0,0,0,1,0,0,1,24,35,,,,,,310,37,18,365,610,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0482,C,01,0,C01,101,,23,12,16,3,12,4,97,2,2,1,0,0,1,4,0,0,11,27,,,,,,316,31,15,362,610,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0482,C,02,0,C02,86,,23,9,8,5,26,1,93,5,0,0,0,0,0,0,0,0,23,20,,,,,,299,36,27,362,609,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0483,B,01,0,B,6,,33,4,3,0,6,2,21,0,0,1,0,0,0,1,0,0,11,7,,,,,,95,3,1,99,124,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0484,B,01,0,B,32,,24,9,21,4,12,2,126,6,1,1,0,0,12,5,0,5,10,36,,,,,,306,9,22,337,572,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0484,C,01,0,C01,28,,19,6,15,7,9,1,187,5,1,0,0,0,5,1,1,1,11,27,,,,,,324,21,12,357,572,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0484,C,02,0,C02,52,,33,4,22,9,9,4,129,7,0,1,0,1,6,7,0,2,12,43,,,,,,341,3,14,358,571,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0485,B,01,0,B,44,,22,8,9,4,110,7,138,4,1,0,0,0,5,4,0,1,22,26,,,,,,405,23,10,438,672,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0486,B,01,0,B,65,,33,7,14,3,20,3,149,5,2,0,0,0,3,1,0,0,23,11,,,,,,339,21,16,376,608,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0487,B,01,0,B,10,,4,2,2,2,3,0,14,0,0,0,0,0,0,0,0,0,1,6,,,,,,44,1,1,46,144,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0488,B,01,0,B,65,,17,5,24,10,26,6,98,5,1,4,0,0,6,4,1,2,29,47,,,,,,350,20,23,393,629,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0488,C,01,0,C01,62,,19,8,15,5,29,4,101,7,0,1,0,0,3,2,1,0,31,52,,,,,,340,35,20,395,628,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0489,B,01,0,B,16,,6,3,5,1,1,2,19,1,0,0,0,0,1,0,0,0,7,5,,,,,,67,2,2,71,103,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0490,B,01,0,B,25,,18,2,8,1,15,1,36,0,0,0,0,0,0,0,0,0,5,8,,,,,,119,5,3,127,187,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0491,B,01,0,B,69,,49,68,26,8,31,8,62,4,0,0,0,0,0,0,0,0,0,13,,,,,,338,5,19,362,638,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0491,C,01,0,C01,47,,47,36,16,8,58,3,81,2,1,0,0,0,5,1,0,0,20,19,,,,,,344,1,19,364,638,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0491,C,02,0,C02,45,,45,54,25,13,34,3,76,1,0,2,0,0,1,0,0,0,14,20,,,,,,333,12,18,363,638,Acta levantada en consejo,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0491,C,03,0,C03,61,,70,47,23,5,47,8,109,3,0,0,0,0,1,0,0,0,18,25,,,,,,417,5,15,437,638,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0492,B,01,0,B,36,,16,5,9,2,18,0,52,1,0,5,0,1,1,0,0,2,9,21,,,,,,178,16,10,204,303,Acta levantada en consejo,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0493,B,01,0,B,55,,42,9,24,1,28,6,70,4,0,0,0,0,6,0,0,2,17,47,,,,,,311,11,10,332,517,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0494,B,01,0,B,14,,18,1,13,3,16,2,65,3,0,0,0,0,8,2,0,3,19,11,,,,,,178,51,17,246,423,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0494,C,01,0,C01,14,,21,5,24,6,10,4,81,4,0,0,0,0,4,3,0,2,13,16,,,,,,207,29,17,253,423,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0495,B,01,0,B,31,,31,18,2,1,13,1,77,0,0,1,1,1,4,0,0,2,4,18,,,,,,205,26,15,246,401,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0495,C,01,0,C01,33,,17,26,4,1,14,5,71,1,0,0,1,0,0,1,0,1,6,26,,,,,,207,23,14,244,401,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0496,B,01,0,B,71,,75,25,17,5,32,3,117,3,1,1,1,0,1,0,0,0,18,22,,,,,,392,15,26,433,606,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0497,B,01,0,B,35,,20,7,4,0,16,3,34,1,1,0,0,0,0,0,0,0,7,7,,,,,,135,39,5,179,230,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0497,E,01,0,E01,25,,13,9,3,1,11,1,18,0,4,0,0,0,1,0,0,0,5,5,,,,,,96,43,7,146,217,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0498,B,01,0,B,32,,16,2,7,0,2,4,23,1,0,1,0,1,1,0,1,0,7,14,,,,,,112,30,12,154,193,Acta levantada en consejo,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0498,E,01,0,E01,8,,11,14,6,1,3,2,25,0,0,1,0,0,2,2,0,1,23,5,,,,,,104,0,3,107,129,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0499,B,01,0,B,50,,38,3,4,2,50,9,44,1,1,0,0,0,4,0,0,2,40,22,,,,,,270,15,15,300,441,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0499,C,01,0,C01,57,,32,4,3,3,48,5,29,0,0,0,0,0,0,2,0,0,63,26,,,,,,272,17,21,310,441,Acta levantada en consejo,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0500,B,01,0,B,6,,20,4,8,2,12,8,50,3,0,0,0,0,0,0,0,0,20,55,,,,,,188,141,12,341,465,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0501,B,01,0,B,63,,75,12,24,2,27,2,148,6,0,0,1,1,3,5,0,0,14,39,,,,,,422,45,18,485,679,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0501,C,01,0,C01,57,,68,15,28,8,19,8,189,7,0,0,0,0,3,4,0,1,16,22,,,,,,445,37,31,513,679,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0502,B,01,0,B,59,,25,4,7,7,24,3,42,4,0,1,0,0,4,0,1,1,3,9,,,,,,194,22,32,248,326,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0503,B,01,0,B,23,,8,2,5,2,4,1,19,3,0,0,0,0,4,0,0,0,10,5,,,,,,86,9,4,99,139,Acta  casilla,,,
1,29,TLAXCALA,02,TLAXCO DE MORELOS,034,TLAXCO,0504,B,01,0,B,12,,9,5,5,1,15,0,36,1,0,0,0,0,0,0,0,0,8,38,,,,,,130,14,9,153,212,Acta  casilla,,,
1,29,TLAXCALA,03,SAN COSME XALOSTOC,009,CUAXOMULCO,0117,B,01,0,B,74,60,,4,14,28,,9,164,17,1,0,0,0,3,2,0,2,,,32,,,,,410,0,21,431,657,Acta  casilla,,,
1,29,TLAXCALA,03,SAN COSME XALOSTOC,009,CUAXOMULCO,0117,C,01,0,C01,107,81,,7,20,16,,9,142,11,2,2,0,0,1,2,0,2,,,38,,,,,440,0,30,470,657,Acta  casilla,,,
1,29,TLAXCALA,03,SAN COSME XALOSTOC,009,CUAXOMULCO,0118,B,01,0,B,32,120,,5,21,12,,15,126,1,4,0,0,0,2,1,0,1,,,29,,,,,369,0,14,383,516,Acta  casilla,,,
1,29,TLAXCALA,03,SAN COSME XALOSTOC,009,CUAXOMULCO,0118,C,01,0,C01,37,75,,7,12,8,,15,116,3,0,1,1,0,3,0,0,0,,,32,,,,,310,0,14,324,515,Acta  casilla,,,
1,29,TLAXCALA,03,SAN COSME XALOSTOC,009,CUAXOMULCO,0119,B,01,0,B,31,74,,16,50,17,,13,138,8,0,0,0,0,2,0,0,0,,,42,,,,,391,0,19,410,585,Acta  casilla,,,
1,29,TLAXCALA,03,SAN COSME XALOSTOC,009,CUAXOMULCO,0120,B,01,0,B,8,46,,0,3,4,,1,61,2,0,0,0,0,0,1,0,0,,,42,,,,,168,0,8,176,244,Acta  casilla,,,
1,29,TLAXCALA,03,SAN COSME XALOSTOC,009,CUAXOMULCO,0121,B,01,0,B,61,110,,7,16,8,,38,126,5,1,0,0,0,4,1,0,0,,,26,,,,,403,0,16,419,608,Acta  casilla,,,
1,29,TLAXCALA,03,SAN COSME XALOSTOC,009,CUAXOMULCO,0121,C,01,0,C01,74,104,,9,25,6,,23,117,3,1,2,0,0,5,2,1,3,,,12,,,,,387,2,11,400,608,Acta  casilla,,,
1,29,TLAXCALA,03,SAN COSME XALOSTOC,030,TERRENATE,0398,B,01,0,B,12,111,,5,54,37,,3,126,11,0,0,0,0,8,2,0,0,,,9,,,,,378,0,19,397,588,Acta  casilla,,,
1,29,TLAXCALA,03,SAN COSME XALOSTOC,030,TERRENATE,0398,C,01,0,C01,15,103,,1,29,46,,4,130,9,0,0,0,0,6,1,1,1,,,17,,,,,363,1,15,379,588,Acta  casilla,,,
1,29,TLAXCALA,03,SAN COSME XALOSTOC,030,TERRENATE,0398,C,02,0,C02,16,96,,6,53,32,,2,137,6,0,0,0,0,9,2,0,1,,,10,,,,,370,0,19,389,588,Acta  casilla,,,
1,29,TLAXCALA,03,SAN COSME XALOSTOC,030,TERRENATE,0398,C,03,0,C03,17,135,,5,39,42,,11,125,6,0,1,1,0,8,8,0,0,,,15,,,,,413,0,12,425,588,Acta  casilla,,,
1,29,TLAXCALA,03,SAN COSME XALOSTOC,030,TERRENATE,0399,B,01,0,B,19,121,,4,38,15,,6,114,2,0,0,0,0,6,0,1,2,,,9,,,,,337,0,16,353,508,Acta  casilla,,,
1,29,TLAXCALA,03,SAN COSME XALOSTOC,030,TERRENATE,0399,C,01,0,C01,16,118,,4,44,22,,6,106,5,0,0,0,0,8,1,0,1,,,23,,,,,354,0,17,371,508,Acta  casilla,,,
1,29,TLAXCALA,03,SAN COSME XALOSTOC,030,TERRENATE,0399,C,02,0,C02,12,117,,1,43,18,,16,101,10,0,0,0,0,7,3,0,0,,,13,,,,,341,0,12,353,508,Acta  casilla,,,
1,29,TLAXCALA,03,SAN COSME XALOSTOC,030,TERRENATE,0403,B,01,0,B,29,103,,8,16,69,,3,63,5,0,1,1,0,1,2,0,2,,,15,,,,,318,0,13,331,583,Acta  casilla,,,
1,29,TLAXCALA,03,SAN COSME XALOSTOC,030,TERRENATE,0403,C,01,0,C01,26,93,,6,35,65,,7,64,12,0,0,0,0,3,0,2,2,,,20,,,,,335,0,22,357,582,Acta  casilla,,,
