CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,NVA_ALIANZA,MORENA,ES,PAN_PRD,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,187,3,638,338,20,26,1,11,37,4,65,15,11,0,0,1,1166,29,1196,1767
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,188,3,653,392,22,16,4,6,21,9,49,6,12,0,0,0,1190,18,1208,1870
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,189,3,636,410,24,20,6,3,37,6,76,9,14,0,0,0,1241,25,1266,1895
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,190,3,520,324,18,25,5,0,35,12,46,4,5,0,1,0,995,19,1014,1639
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,191,2,358,234,13,3,2,1,26,9,46,0,2,1,0,0,695,12,707,1244
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,192,4,622,425,44,12,3,12,73,15,47,6,8,0,0,0,1267,19,1286,1577
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,193,3,516,332,20,25,2,4,36,6,61,7,6,0,0,1,1015,17,1033,1705
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,194,3,528,244,26,12,3,3,44,7,66,4,4,0,0,0,941,20,961,1566
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,195,13,3271,1863,125,104,19,30,200,46,275,28,40,0,0,3,6001,100,6104,9324
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,196,9,2226,1267,76,71,13,15,116,24,181,20,29,0,1,3,4039,66,4108,6524
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,197,3,652,364,27,21,3,2,33,4,56,1,2,2,0,0,1167,17,1184,2063
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,198,4,674,424,27,28,13,4,50,7,63,9,9,0,0,0,1308,28,1336,2399
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,199,4,861,449,53,21,4,8,66,7,71,10,9,0,0,1,1559,19,1579,2724
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,200,5,1109,560,51,41,5,10,72,9,73,7,7,0,0,1,1944,46,1991,3412
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,201,4,739,582,27,24,5,2,40,2,62,10,16,0,0,1,1509,29,1539,2275
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,202,4,800,520,35,45,10,4,30,9,70,12,24,0,0,0,1559,32,1591,2337
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,203,14,3364,1940,157,86,23,38,192,47,323,30,38,1,1,0,6240,101,6341,10310
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,206,16,1295,1175,403,107,32,41,676,73,296,33,39,5,0,2,4175,116,4293,10648
1,23,QUINTANA ROO,9,TULUM,9,TULUM,208,5,439,389,312,25,19,18,271,32,116,7,10,0,0,1,1638,64,1703,3172
1,23,QUINTANA ROO,9,TULUM,9,TULUM,210,5,264,606,474,65,46,20,183,11,146,24,30,1,1,0,1871,45,1916,2699
1,23,QUINTANA ROO,9,TULUM,9,TULUM,211,5,112,566,519,63,20,16,22,1,208,7,17,0,1,0,1552,43,1595,1809
1,23,QUINTANA ROO,9,TULUM,9,TULUM,214,1,73,49,18,1,0,3,16,1,11,3,2,1,0,0,178,11,189,350
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,215,3,348,521,255,8,11,7,104,15,115,10,11,2,0,0,1407,40,1447,2164
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,216,2,170,241,109,5,10,6,53,5,40,4,3,0,0,0,646,19,665,1003
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,217,3,262,428,223,9,11,17,55,13,82,12,9,2,0,0,1123,37,1160,1826
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,218,2,201,284,146,3,3,4,61,5,100,9,4,0,0,0,820,20,840,1267
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,219,2,204,319,118,8,3,10,70,3,55,5,3,2,1,0,801,14,815,1225
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,220,2,163,261,121,5,7,11,77,4,62,3,6,0,0,0,720,9,729,1005
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,221,3,358,311,165,3,8,4,86,11,139,11,5,1,0,0,1102,20,1122,854
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,222,3,294,337,166,8,5,4,71,12,114,10,8,3,0,0,1032,22,1054,1507
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,223,3,332,472,211,37,13,11,106,8,106,12,9,3,0,1,1320,56,1377,2160
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,224,2,199,323,168,12,6,13,40,6,78,9,10,1,0,14,865,15,894,1304
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,225,2,237,379,146,10,4,4,83,3,93,12,19,0,1,0,991,29,1020,1484
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,226,3,257,551,197,13,7,16,100,12,117,25,8,1,1,0,1305,34,1339,1922
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,227,3,141,468,215,19,14,14,123,29,61,15,21,1,0,0,1121,49,1170,1693
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,228,2,137,481,145,6,14,7,124,16,46,8,4,0,0,0,988,30,1018,1408
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,229,3,142,253,169,9,15,6,57,35,206,5,19,1,0,0,917,59,976,1629
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,230,3,175,507,295,13,5,8,33,26,74,12,8,0,0,0,1156,64,1220,1634
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,231,3,85,200,321,18,15,10,94,38,64,21,0,0,0,0,866,57,923,1486
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,232,3,162,311,261,17,19,16,41,83,64,4,1,0,0,0,979,48,1027,1432
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,233,2,161,268,229,13,4,7,17,31,11,3,4,0,1,0,749,37,786,986
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,234,5,248,716,525,24,11,13,28,21,103,11,16,1,0,0,1717,61,1778,2374
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,235,2,150,471,212,9,5,7,15,18,48,4,14,2,0,0,955,42,997,1500
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,237,2,139,359,213,17,4,7,14,14,61,6,8,1,0,0,843,26,869,1081
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,238,3,158,346,319,27,14,18,44,47,60,13,6,0,0,0,1052,54,1106,1422
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,239,2,157,472,180,10,6,18,99,25,33,4,77,1,0,0,1082,39,1121,1394
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,240,2,57,203,185,12,2,37,13,12,34,11,2,0,0,8,568,32,608,788
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,241,3,215,414,190,19,12,12,106,18,134,12,18,0,0,0,1150,72,1222,1752
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,242,2,139,298,125,15,0,20,80,21,76,3,8,0,1,0,786,49,835,1213
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,243,1,23,127,82,3,1,4,26,6,8,3,0,0,0,0,283,13,296,388
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,244,3,79,374,255,48,12,13,6,21,40,21,20,0,0,0,889,63,952,1243
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,245,1,53,194,81,14,8,5,19,16,16,5,9,1,1,0,422,18,440,661
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,247,4,211,499,385,26,12,13,70,32,63,14,9,0,0,0,1334,68,1402,2008
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,248,1,38,116,48,1,4,6,28,5,17,6,2,0,0,0,271,13,284,418
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,249,3,130,452,241,10,12,10,38,24,140,13,13,1,1,0,1085,86,1171,1754
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,250,2,91,263,226,9,4,14,24,29,45,10,11,0,0,0,726,48,774,980
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,251,3,216,375,269,7,5,22,67,79,53,14,7,3,1,0,1118,45,1163,1735
1,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,252,2,239,278,6,12,5,5,26,6,22,5,2,1,0,0,607,11,618,965
1,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,253,3,286,304,23,19,5,8,62,9,31,4,10,0,0,0,761,19,780,827
1,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,254,1,173,215,8,13,3,3,26,1,13,4,12,1,0,0,472,6,478,726
1,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,255,3,532,475,14,36,4,16,105,9,35,10,10,1,0,1,1247,19,1267,1893
1,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,256,2,255,308,7,24,4,10,53,9,20,0,3,3,0,0,696,8,704,1189
1,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,257,2,403,360,11,19,2,5,49,5,29,8,16,0,0,0,907,13,920,1365
1,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,258,5,1016,905,44,50,12,18,148,14,83,11,15,2,0,1,2318,43,2362,3485
1,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,259,2,355,310,15,20,11,3,67,7,26,3,4,0,0,0,821,8,829,1279
1,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,260,1,46,57,3,7,4,0,11,3,3,0,2,0,0,0,136,3,139,224
1,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,261,7,971,937,100,113,37,16,189,74,133,26,52,2,0,0,2650,70,2720,4968
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,262,4,357,657,447,111,7,16,38,78,62,14,15,0,1,0,1803,49,1852,2270
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,5,JOSÉ MARÍA MORELOS,263,4,509,669,397,56,3,13,54,89,73,7,13,2,0,1,1885,32,1918,2020
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,264,3,302,505,308,46,5,10,18,100,52,7,9,0,0,11,1362,23,1396,1810
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,5,JOSÉ MARÍA MORELOS,265,4,417,637,391,91,7,16,33,106,70,7,10,7,0,2,1792,48,1842,2344
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,5,JOSÉ MARÍA MORELOS,266,1,127,289,106,1,1,2,4,1,18,11,2,2,0,0,564,15,579,691
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,5,JOSÉ MARÍA MORELOS,267,1,69,238,155,28,1,6,6,5,22,2,5,0,0,0,537,7,544,675
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,5,JOSÉ MARÍA MORELOS,268,3,280,797,377,32,8,24,36,43,41,14,8,2,1,0,1663,81,1744,2200
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,5,JOSÉ MARÍA MORELOS,269,2,102,241,136,30,4,19,9,22,11,3,5,0,0,0,582,35,617,773
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,270,2,125,139,82,19,4,5,37,33,233,190,3,0,0,2,870,31,903,1197
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,271,2,201,273,121,45,3,7,28,25,17,0,10,0,1,0,731,33,764,1003
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,5,JOSÉ MARÍA MORELOS,272,1,108,188,71,31,3,5,5,30,13,7,0,0,0,0,461,14,475,589
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,273,3,282,356,187,93,2,27,16,63,38,6,23,1,3,1,1097,30,1128,1376
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,274,2,210,365,245,46,3,20,8,13,52,5,10,1,0,0,978,27,1005,1189
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,275,3,285,314,113,37,8,6,15,59,12,8,5,1,3,0,866,36,902,1167
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,276,2,231,343,89,39,5,12,4,63,23,2,3,1,0,0,815,53,868,1084
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,5,JOSÉ MARÍA MORELOS,277,1,107,154,78,2,5,4,3,24,11,0,0,2,0,0,390,15,405,472
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,278,1,166,193,96,11,8,16,7,49,11,0,0,3,2,0,562,26,588,721
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,279,1,79,268,41,12,8,9,4,11,4,5,6,1,0,0,448,26,474,583
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,280,1,95,194,53,10,5,10,5,22,6,0,4,0,0,0,404,11,415,549
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,281,1,59,49,37,1,2,8,4,17,2,0,0,0,0,0,179,11,190,215
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,282,1,233,150,71,4,3,12,7,34,11,1,1,0,0,0,527,34,561,663
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,283,1,167,158,66,14,5,7,13,41,7,1,1,0,0,0,480,45,525,621
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,284,3,375,562,53,31,9,35,31,51,23,17,8,1,0,0,1196,18,1214,1527
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,285,2,310,531,57,23,5,29,35,18,26,20,16,0,0,0,1070,19,1089,1391
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,286,4,635,896,107,70,9,45,54,53,41,21,19,1,0,0,1951,49,2000,2600
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,287,3,495,376,37,10,3,52,38,16,26,18,6,0,1,0,1078,24,1102,1577
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,288,3,577,452,105,4,28,62,79,75,23,5,5,7,1,0,1423,44,1467,1896
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,289,2,236,183,93,6,22,5,19,3,19,1,6,0,0,0,593,10,603,757
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,290,3,549,460,45,16,15,16,57,27,35,16,9,1,0,0,1246,36,1282,1706
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,291,2,372,292,21,12,2,7,4,23,18,9,10,1,0,0,771,11,782,932
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,292,3,338,286,153,51,11,32,35,45,31,8,13,3,1,0,1007,39,1046,1341
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,293,3,571,330,33,11,18,12,84,56,23,7,3,0,0,0,1148,32,1180,1649
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,294,2,217,261,17,10,44,4,25,9,14,4,5,2,2,9,614,26,649,830
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,295,2,230,235,68,23,6,6,36,7,23,7,12,8,0,0,661,28,689,877
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,296,3,388,230,67,19,27,23,37,57,19,9,2,2,1,0,881,29,910,1128
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,297,1,188,187,4,10,0,2,15,3,16,4,4,0,0,0,433,15,448,509
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,298,2,393,114,32,2,9,1,49,2,51,4,4,1,0,0,662,12,674,1098
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,299,2,389,164,29,4,8,4,42,8,67,2,4,0,0,0,721,31,752,1173
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,300,4,848,399,56,22,16,17,127,60,144,8,2,0,0,6,1699,30,1735,2548
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,301,1,118,55,8,0,1,3,12,2,34,3,1,0,0,0,237,3,240,319
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,302,4,684,208,40,9,3,8,62,12,78,4,11,0,0,0,1119,21,1140,1669
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,303,2,417,154,35,10,8,4,48,7,52,0,4,0,0,0,739,19,758,1164
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,304,2,417,157,29,5,3,3,48,2,69,4,6,0,0,0,743,11,754,1160
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,305,2,436,155,44,6,7,7,65,6,63,2,1,0,0,0,792,11,803,1202
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,306,2,390,130,38,2,4,8,61,2,76,9,2,1,0,1,723,8,732,1031
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,307,8,1947,658,122,21,27,17,303,26,329,25,25,2,0,3,3502,86,3591,5948
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,308,2,446,122,26,6,1,3,47,4,48,4,3,0,0,0,710,14,724,1155
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,309,2,502,166,37,12,6,8,60,13,56,3,2,0,0,0,865,17,882,1439
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,310,2,384,159,13,6,4,5,60,8,32,2,3,0,0,0,676,18,694,1154
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,311,2,404,138,14,4,3,3,48,6,49,13,5,1,0,1,688,19,708,1125
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,312,2,347,136,15,6,3,4,56,5,25,2,0,1,1,1,601,19,621,1046
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,313,1,233,102,10,3,3,0,17,3,29,1,1,0,0,0,402,6,408,588
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,314,1,164,54,10,0,4,1,15,4,33,4,2,0,0,0,291,3,294,432
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,315,2,402,164,38,6,4,6,57,5,73,6,4,0,0,1,765,13,779,1082
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,317,3,591,196,43,5,3,12,107,7,121,3,5,1,0,0,1094,7,1101,1600
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,318,2,382,181,25,6,5,5,75,5,54,3,6,0,0,0,747,16,763,1112
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,319,2,463,172,28,1,3,3,53,7,68,8,1,0,0,0,807,11,818,1182
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,320,2,441,170,24,1,1,6,40,5,69,5,5,0,0,1,767,11,779,1119
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,321,2,289,112,14,2,5,4,32,8,29,5,3,0,0,0,503,11,514,777
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,322,2,446,186,45,2,7,11,79,10,53,3,0,0,0,0,842,15,857,1382
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,323,2,318,143,19,3,5,0,36,2,55,4,2,0,0,0,587,4,591,792
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,324,1,99,35,6,1,0,1,6,4,8,1,0,0,0,0,161,2,163,270
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,325,2,263,119,14,3,1,3,34,3,36,4,10,0,0,0,490,13,503,811
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,326,2,345,140,23,0,7,6,61,2,53,3,3,0,0,0,643,11,654,1001
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,327,1,218,115,12,1,3,0,23,6,26,2,3,0,0,0,409,10,419,663
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,328,2,319,96,20,3,5,5,28,7,60,1,6,0,0,0,550,7,557,845
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,329,2,277,121,21,1,3,2,32,7,56,4,0,1,0,0,525,15,540,832
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,330,2,409,203,31,3,6,2,33,13,57,4,5,0,0,1,766,15,782,1167
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,331,2,280,121,14,4,1,6,30,1,56,5,0,1,0,1,519,14,534,772
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,332,2,406,224,20,2,2,3,44,1,90,3,5,0,0,0,800,9,809,1076
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,333,2,435,187,30,7,4,2,64,3,107,12,3,1,0,1,855,8,864,1150
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,334,6,1659,588,141,16,15,18,229,24,256,17,19,2,0,4,2984,44,3032,2500
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,335,2,421,164,29,7,9,8,51,7,61,4,3,0,0,6,764,6,776,1170
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,336,1,231,74,17,3,1,2,32,7,50,0,1,0,0,1,418,9,428,664
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,337,3,719,314,36,5,20,13,77,19,121,7,3,1,0,0,1335,21,1356,2009
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,338,2,375,174,25,9,3,4,34,4,48,3,8,0,0,1,687,12,700,1018
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,339,2,364,134,20,4,11,5,23,4,61,0,6,0,0,0,632,16,648,923
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,340,1,186,71,20,0,1,1,15,2,33,0,1,2,1,0,333,2,335,428
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,341,1,222,106,13,3,0,1,19,2,44,10,4,0,0,0,424,8,432,646
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,342,2,460,174,28,5,3,11,51,5,92,4,2,3,0,1,838,20,859,1275
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,343,2,449,140,27,5,6,12,59,6,55,1,2,0,0,0,762,16,778,1080
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,344,2,442,167,23,2,4,6,51,3,66,3,3,0,0,0,770,20,790,1181
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,345,1,188,88,8,3,1,1,13,4,38,1,2,0,0,0,347,2,349,510
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,346,2,282,99,16,5,3,7,28,11,42,1,4,1,0,0,499,12,511,774
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,347,2,376,106,14,3,2,3,46,8,65,3,2,1,1,0,630,21,651,972
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,348,1,199,109,8,1,3,2,23,1,39,2,5,0,0,0,392,10,402,602
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,349,1,251,121,9,3,2,3,23,3,40,3,4,0,1,0,463,0,463,722
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,350,1,210,117,9,2,0,0,33,2,43,1,1,0,0,0,418,5,423,605
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,351,1,205,75,14,7,2,0,29,4,46,0,1,0,0,0,383,1,384,594
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,352,2,473,168,23,5,4,7,25,8,70,2,3,0,0,0,788,12,800,1129
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,353,2,283,90,16,4,0,2,32,1,56,1,3,0,0,0,488,11,499,787
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,354,2,297,105,13,3,0,3,28,4,51,1,4,1,0,0,510,8,518,761
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,355,1,185,90,24,0,3,1,37,1,25,1,2,0,0,0,369,7,376,579
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,356,1,193,149,15,1,7,3,27,7,51,2,1,0,1,0,457,9,466,639
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,357,2,366,173,32,3,4,2,51,2,72,4,5,1,0,0,715,14,729,1024
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,358,2,357,122,29,2,3,1,38,6,63,3,3,0,0,0,627,17,644,944
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,359,2,462,148,24,4,6,1,57,4,74,9,4,1,1,0,795,10,805,1106
