CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,NVA_ALIANZA,MORENA,ES,PAN_PRD,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,816,2,90,76,20,77,12,6,73,28,4,0,3,0,0,0,389,14,403,916
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,817,2,107,82,29,65,7,2,85,22,11,3,7,0,0,0,420,10,430,943
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,818,2,71,82,26,112,14,9,65,29,4,3,9,0,0,1,424,14,439,1006
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,819,1,88,61,25,43,3,2,73,28,8,3,4,0,0,0,338,8,346,720
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,820,1,49,44,16,80,25,4,46,30,6,0,4,0,0,0,304,9,313,604
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,821,1,36,30,6,69,7,4,52,9,5,5,2,0,0,1,225,7,233,506
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,822,2,107,81,36,116,19,5,106,41,16,2,5,0,0,3,534,12,549,1366
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,823,1,69,43,18,31,12,5,54,11,6,1,6,0,0,0,256,7,263,599
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,824,1,63,64,22,47,13,1,47,19,5,0,4,0,0,0,285,7,292,583
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,825,1,69,68,23,46,6,2,67,25,9,1,4,0,0,0,320,2,322,728
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,826,7,205,336,96,352,35,12,201,91,20,8,32,0,8,1,1396,37,1434,4630
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,827,1,55,38,22,28,5,2,61,16,7,0,3,0,0,1,237,10,248,505
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,828,2,151,72,29,46,14,4,99,27,18,0,6,0,0,1,466,12,479,1042
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,829,1,48,36,17,70,10,3,45,20,10,1,2,0,0,1,262,5,268,526
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,830,2,98,81,22,21,9,5,73,24,12,3,6,0,0,2,354,10,366,894
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,831,1,40,33,14,73,20,1,34,15,7,0,2,0,0,0,239,7,246,459
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,832,1,116,52,30,44,4,8,73,9,14,4,5,0,0,4,359,9,372,720
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,833,1,68,41,22,62,8,3,46,14,5,2,7,0,0,0,278,15,293,645
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,834,1,55,70,22,57,5,1,69,7,5,3,6,0,0,1,300,10,311,592
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,835,1,58,46,10,55,5,3,35,22,7,2,3,0,0,1,246,9,256,480
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,836,1,102,44,20,46,3,4,55,18,7,1,4,0,0,0,304,3,307,624
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,837,2,81,113,43,91,13,3,85,18,5,3,7,0,0,0,462,12,474,812
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,838,1,42,49,18,35,9,2,37,7,0,0,0,0,0,0,199,8,207,375
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,839,2,62,81,29,94,53,5,52,16,8,5,8,0,0,0,413,10,423,974
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,840,1,46,71,18,87,7,1,56,26,4,5,7,0,0,0,328,5,333,587
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,841,1,93,71,24,36,6,3,60,18,11,2,2,0,0,1,326,15,342,727
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,842,2,107,72,30,106,9,5,72,21,9,4,14,0,0,0,449,11,460,849
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,843,1,42,56,22,68,3,3,52,13,8,0,2,0,0,0,269,3,272,513
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,844,1,79,79,23,71,5,4,57,11,7,0,7,0,0,0,343,14,357,607
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,845,1,61,61,17,81,10,2,61,22,9,6,6,0,0,0,336,14,350,650
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,846,2,44,75,20,95,4,5,39,53,7,3,4,1,1,1,351,14,366,963
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,847,2,42,77,13,113,12,2,49,24,3,5,6,0,0,0,346,9,355,869
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,848,2,55,60,21,96,7,1,55,27,5,0,4,0,0,0,331,10,341,915
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,849,1,47,45,16,93,2,5,43,22,2,13,2,0,0,1,290,4,295,640
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,850,1,54,35,14,86,7,3,39,20,8,0,6,0,0,0,272,5,277,568
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,851,2,47,51,18,75,4,3,49,36,6,5,7,0,0,0,301,10,311,845
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,852,1,49,26,14,60,3,2,52,9,4,4,0,0,1,0,224,3,227,629
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,853,1,45,44,27,73,4,3,50,26,0,0,0,0,0,0,272,5,277,643
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,854,2,144,56,30,55,14,5,72,23,15,1,4,0,0,1,419,11,431,1101
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,855,2,109,38,30,74,2,4,58,26,10,5,3,0,0,0,359,8,367,873
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,856,1,34,29,16,52,4,2,37,20,3,3,4,0,0,1,204,11,216,596
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,857,2,145,81,38,63,5,8,110,19,15,1,3,1,0,2,489,12,503,1098
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,858,1,29,26,18,72,4,1,40,17,3,0,4,0,0,0,214,2,216,544
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,859,1,51,26,7,43,3,6,47,12,2,1,1,0,0,1,199,10,210,555
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,860,2,62,61,26,46,9,1,65,20,9,3,1,0,1,0,304,9,313,792
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,861,1,103,60,21,46,6,5,50,14,5,0,1,0,0,0,311,8,319,658
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,862,2,111,82,28,50,12,6,111,25,9,0,7,0,0,2,441,14,457,1061
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,863,2,98,95,26,109,5,2,33,55,21,7,2,6,0,0,459,9,468,1018
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,864,1,41,35,11,26,3,3,45,18,2,0,1,0,0,0,185,8,193,480
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,865,1,35,41,17,54,4,2,30,10,4,1,5,0,0,0,203,5,208,518
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,866,2,98,96,24,71,9,5,73,29,16,1,13,0,0,2,435,20,457,1003
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,867,2,83,81,38,53,4,4,55,24,10,1,7,0,0,0,360,12,372,864
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,868,1,65,57,22,57,10,2,60,27,12,0,8,0,0,0,320,12,332,702
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,869,1,77,43,17,22,2,2,55,6,14,1,3,0,0,0,242,5,247,577
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,870,1,66,24,19,22,0,2,41,5,3,0,3,0,0,0,185,5,190,445
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,871,1,60,51,9,50,3,2,33,9,3,1,5,0,0,0,226,4,230,442
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,872,2,102,88,26,46,7,10,84,31,20,1,12,0,0,0,427,17,444,814
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,873,1,68,49,17,63,1,3,27,13,11,1,6,0,0,0,259,5,264,529
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,874,7,511,347,158,22,16,22,403,58,74,3,6,2,0,0,1622,47,1669,4707
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,875,11,628,688,325,52,32,35,646,60,110,22,26,1,1,2,2626,73,2701,7901
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,876,5,272,368,153,23,11,11,341,41,54,10,12,1,0,0,1297,18,1315,3349
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,877,2,89,121,44,6,2,4,125,14,18,0,1,0,1,0,425,6,431,941
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,878,2,82,68,53,3,1,2,115,10,24,2,2,0,0,0,362,9,371,817
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,879,2,95,85,46,6,2,3,124,6,5,0,1,0,0,0,373,8,381,893
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,880,2,71,89,40,7,1,4,73,9,21,6,5,0,0,0,326,9,335,758
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,881,2,156,98,36,7,5,3,105,31,18,2,3,0,0,2,464,16,482,1393
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,882,2,80,80,38,13,1,1,61,4,23,2,7,0,1,0,311,7,318,759
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,883,2,106,90,45,6,4,8,97,16,17,2,0,0,0,1,391,2,394,972
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,884,2,86,75,37,2,3,4,73,7,10,3,7,0,0,0,307,7,314,808
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,885,1,88,60,16,7,5,10,49,6,10,2,0,0,0,0,253,4,257,671
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,886,1,108,65,27,17,1,5,61,7,16,2,2,0,0,0,311,5,316,683
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,887,1,76,49,24,14,4,2,41,6,10,0,0,0,0,0,226,4,230,556
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,888,2,157,95,42,3,5,7,92,21,17,6,2,1,0,0,448,16,464,1132
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,889,2,148,95,52,3,7,5,91,14,21,2,0,0,0,0,438,11,449,909
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,890,2,91,89,20,5,3,5,99,20,8,1,0,0,0,4,341,12,357,853
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,891,1,80,43,22,4,4,1,53,6,11,0,1,0,0,0,225,8,233,610
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,892,2,158,126,42,6,5,4,111,11,14,1,0,0,0,0,478,11,489,1269
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,893,1,60,59,33,6,1,5,60,3,12,4,3,0,0,0,246,5,251,664
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,894,1,65,50,32,8,3,2,30,1,14,2,3,0,0,0,210,2,212,413
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,895,1,49,42,11,3,3,2,33,4,8,2,3,0,1,0,161,6,167,448
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,896,1,70,52,22,2,3,0,42,1,13,4,2,0,0,0,211,10,221,563
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,897,1,71,60,28,2,3,0,36,6,14,0,4,0,0,0,224,2,226,597
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,898,1,55,36,16,4,1,3,20,4,7,4,0,0,0,0,150,6,156,478
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,899,1,68,41,25,4,1,5,32,1,11,0,2,0,0,0,190,2,192,441
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,900,1,33,28,21,3,3,0,24,2,10,1,4,0,0,1,129,6,136,362
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,901,1,48,42,17,3,0,2,29,5,8,2,0,0,0,0,156,4,160,395
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,902,1,46,59,13,10,3,0,30,4,12,3,5,2,0,1,187,2,190,522
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,903,1,63,62,19,2,4,1,30,4,7,3,0,0,0,0,195,4,199,508
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,904,1,56,47,9,3,0,0,24,4,9,2,0,0,0,0,154,5,159,438
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,905,1,41,41,19,3,2,0,29,1,14,0,3,0,0,0,153,10,163,398
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,906,1,56,48,14,1,2,1,26,6,6,3,0,0,0,0,163,8,171,401
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,907,1,38,45,7,2,5,5,19,3,7,4,0,0,0,0,135,8,143,397
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,908,1,53,55,10,4,4,2,30,4,14,3,0,0,0,0,179,3,182,542
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,909,1,54,53,18,2,1,2,29,3,10,2,3,0,0,0,177,10,187,489
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,910,1,60,45,13,0,0,1,31,6,2,0,1,0,0,1,159,2,162,482
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,911,1,35,26,12,1,3,3,8,4,4,1,2,0,0,0,99,2,101,355
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,912,1,53,49,16,11,3,3,24,5,9,1,1,1,0,0,176,3,179,462
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,913,1,53,39,14,1,0,0,22,2,7,3,2,0,0,0,143,2,145,422
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,914,1,94,37,13,3,1,0,27,2,20,0,3,0,0,0,200,4,204,704
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,915,1,52,22,9,1,0,1,27,9,9,0,0,0,0,0,130,3,133,641
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,916,1,29,36,16,5,0,2,33,1,6,0,2,0,0,0,130,2,132,405
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,917,1,56,64,14,2,2,0,31,3,7,1,2,0,0,1,182,2,185,564
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,918,1,41,37,5,1,1,0,23,0,8,0,0,0,0,1,116,2,119,359
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,919,1,44,29,12,2,1,1,29,6,10,2,0,0,0,0,136,3,139,602
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,920,2,304,178,66,11,7,12,139,16,134,20,16,1,0,1,904,31,936,667
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,921,1,57,31,14,3,1,4,39,3,4,0,0,0,0,0,156,2,158,370
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,922,1,42,23,8,6,0,2,21,4,4,0,0,0,0,0,110,4,114,399
1,23,QUINTANA ROO,9,TULUM,9,TULUM,923,1,73,85,50,2,7,1,14,7,30,4,3,0,0,0,276,7,283,545
1,23,QUINTANA ROO,9,TULUM,9,TULUM,924,3,255,521,176,16,11,10,116,32,74,14,7,3,0,0,1235,28,1263,1920
1,23,QUINTANA ROO,9,TULUM,9,TULUM,925,1,64,61,31,4,1,3,25,10,117,3,3,0,0,0,322,7,329,516
1,23,QUINTANA ROO,9,TULUM,9,TULUM,926,1,59,133,56,12,7,3,35,3,26,3,4,0,0,1,341,14,356,562
1,23,QUINTANA ROO,9,TULUM,9,TULUM,927,1,54,38,27,1,2,1,27,7,13,0,1,0,0,0,171,7,178,359
1,23,QUINTANA ROO,9,TULUM,9,TULUM,928,1,41,126,56,4,3,6,20,6,24,0,11,0,1,0,298,7,305,508
1,23,QUINTANA ROO,9,TULUM,9,TULUM,929,1,97,115,56,2,2,4,16,5,26,2,2,0,0,0,327,3,330,562
1,23,QUINTANA ROO,9,TULUM,9,TULUM,930,1,50,98,35,7,5,1,15,5,13,7,2,1,0,0,239,9,248,352
1,23,QUINTANA ROO,9,TULUM,9,TULUM,931,1,61,117,39,4,3,1,15,2,23,3,2,1,0,1,271,5,277,418
1,23,QUINTANA ROO,9,TULUM,9,TULUM,932,1,38,90,35,0,1,1,24,2,19,4,3,0,0,0,217,0,217,354
1,23,QUINTANA ROO,9,TULUM,9,TULUM,933,1,51,84,28,2,0,1,19,6,17,3,4,1,0,0,216,3,219,394
1,23,QUINTANA ROO,9,TULUM,9,TULUM,934,1,47,87,55,5,2,2,18,12,24,1,6,0,0,0,259,5,264,439
1,23,QUINTANA ROO,9,TULUM,9,TULUM,935,1,40,95,20,0,2,1,13,4,12,5,1,0,0,0,193,4,197,369
1,23,QUINTANA ROO,9,TULUM,9,TULUM,936,1,46,144,43,7,4,5,43,4,23,4,6,2,0,0,331,8,339,499
1,23,QUINTANA ROO,9,TULUM,9,TULUM,937,1,49,107,41,4,0,3,19,7,17,5,8,0,0,0,260,4,264,395
1,23,QUINTANA ROO,9,TULUM,9,TULUM,938,1,30,100,22,2,1,2,22,6,14,1,0,0,0,0,200,3,203,364
1,23,QUINTANA ROO,9,TULUM,9,TULUM,939,1,43,83,19,1,5,2,12,2,15,4,1,0,0,0,187,6,193,303
1,23,QUINTANA ROO,9,TULUM,9,TULUM,940,1,37,102,29,4,0,0,18,7,21,3,2,1,0,0,224,9,233,367
1,23,QUINTANA ROO,9,TULUM,9,TULUM,941,1,27,66,22,7,1,0,13,1,14,2,3,0,0,0,156,5,161,268
1,23,QUINTANA ROO,9,TULUM,9,TULUM,942,1,28,80,27,7,0,2,11,1,10,2,0,0,0,0,168,3,171,303
1,23,QUINTANA ROO,9,TULUM,9,TULUM,943,1,48,70,45,5,2,3,24,8,16,2,2,0,0,1,225,5,231,433
1,23,QUINTANA ROO,9,TULUM,9,TULUM,944,1,33,82,27,5,0,1,10,5,11,2,1,0,0,0,177,5,182,310
1,23,QUINTANA ROO,9,TULUM,9,TULUM,945,1,40,74,25,5,2,2,10,2,12,1,3,0,0,1,176,6,183,308
1,23,QUINTANA ROO,9,TULUM,9,TULUM,946,1,59,63,32,7,1,1,20,6,25,2,4,0,0,0,220,2,222,370
1,23,QUINTANA ROO,9,TULUM,9,TULUM,947,1,37,66,26,5,1,0,13,6,17,3,3,2,0,0,179,7,186,376
1,23,QUINTANA ROO,9,TULUM,9,TULUM,948,1,59,92,44,0,2,0,30,4,21,4,3,1,0,0,260,0,260,502
1,23,QUINTANA ROO,9,TULUM,9,TULUM,949,2,231,220,101,12,7,3,87,11,73,6,8,0,0,0,759,12,771,416
1,23,QUINTANA ROO,9,TULUM,9,TULUM,950,1,38,92,22,0,3,2,20,6,17,6,5,0,0,0,211,1,212,368
1,23,QUINTANA ROO,9,TULUM,9,TULUM,951,1,39,101,41,5,1,1,23,8,21,3,4,3,0,0,250,2,252,431
1,23,QUINTANA ROO,9,TULUM,9,TULUM,952,1,46,120,39,6,2,2,21,5,10,1,5,1,0,0,258,7,265,442
1,23,QUINTANA ROO,9,TULUM,9,TULUM,953,1,49,66,28,4,2,1,14,3,11,0,3,1,0,0,182,3,185,349
1,23,QUINTANA ROO,9,TULUM,9,TULUM,954,1,32,92,23,6,3,2,23,10,12,0,3,0,0,0,206,10,216,356
1,23,QUINTANA ROO,9,TULUM,9,TULUM,955,1,41,96,57,5,3,0,20,2,17,6,2,0,0,0,249,8,257,430
1,23,QUINTANA ROO,9,TULUM,9,TULUM,956,1,45,87,46,5,1,5,19,5,26,9,1,0,0,0,249,9,258,415
1,23,QUINTANA ROO,9,TULUM,9,TULUM,957,1,32,125,43,6,1,1,20,7,7,1,2,0,0,0,245,3,248,438
1,23,QUINTANA ROO,9,TULUM,9,TULUM,958,1,38,120,34,6,3,0,20,8,18,2,3,0,0,0,252,13,265,453
1,23,QUINTANA ROO,9,TULUM,9,TULUM,959,1,75,161,77,13,4,6,53,2,27,1,5,0,0,0,424,15,439,678
1,23,QUINTANA ROO,8,CANCÚN,11,PUERTO MORELOS,5000,2,181,118,25,44,13,2,66,8,39,7,10,0,0,1,513,18,532,853
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,5001,3,203,231,41,65,9,7,104,37,36,8,22,0,2,0,765,32,797,1568
