muni,NOMBRE,seccion,PAN,PRI,PRD,PT,PVEM,CD,PCD,PSN,PARM,PAS,DS,No Reg.,Nulos,Total
32,CHIMALHUACAN,1244,119,302,242,19,22,17,11,1,4,2,16,2,24,781
32,CHIMALHUACAN,1245,210,301,244,10,15,35,5,2,5,0,12,0,22,861
32,CHIMALHUACAN,1246,373,336,379,16,39,19,6,0,5,2,17,0,30,1222
32,CHIMALHUACAN,1247,108,177,65,6,12,7,3,0,4,0,3,0,8,393
32,CHIMALHUACAN,1248,272,372,325,13,29,20,5,1,9,2,16,0,23,1087
32,CHIMALHUACAN,1249,379,296,349,9,16,6,2,3,3,2,10,0,78,1153
32,CHIMALHUACAN,1250,348,296,259,11,17,1,6,4,3,3,15,1,26,990
32,CHIMALHUACAN,1251,372,384,428,10,25,14,6,4,7,4,13,0,33,1300
32,CHIMALHUACAN,1252,197,178,227,8,16,20,3,2,5,3,5,0,16,680
60,CHIMALHUACAN,1253,140,176,179,9,17,4,3,1,3,3,10,0,10,555
60,CHIMALHUACAN,1254,222,157,211,11,19,1,4,14,5,3,8,0,27,682
32,CHIMALHUACAN,1255,292,504,515,12,17,2,3,2,3,9,2,0,20,1381
32,CHIMALHUACAN,1256,383,367,441,17,26,1,9,2,1,3,15,0,43,1308
32,CHIMALHUACAN,1257,271,439,417,22,23,0,6,1,6,1,14,0,37,1237
60,CHIMALHUACAN,1258,207,154,234,15,17,5,4,3,4,2,4,0,17,666
60,CHIMALHUACAN,1259,186,222,298,11,12,5,8,1,4,1,16,0,27,791
60,CHIMALHUACAN,1260,187,175,178,8,15,4,3,3,2,2,20,0,15,612
60,CHIMALHUACAN,1261,149,172,187,13,19,6,3,0,1,0,14,0,11,575
60,CHIMALHUACAN,1262,203,180,272,6,17,1,7,1,2,3,17,0,43,752
60,CHIMALHUACAN,1263,179,174,237,10,18,2,5,2,6,1,7,0,13,654
60,CHIMALHUACAN,1264,200,176,235,14,17,2,9,0,6,2,9,0,9,679
60,CHIMALHUACAN,1265,367,436,549,11,34,2,5,3,20,1,16,0,59,1503
32,CHIMALHUACAN,1266,312,354,376,14,26,0,10,3,5,1,21,0,33,1155
32,CHIMALHUACAN,1267,228,668,467,26,24,8,3,4,7,4,8,1,74,1522
32,CHIMALHUACAN,1268,549,767,679,43,50,2,15,5,20,1,24,0,86,2241
32,CHIMALHUACAN,1269,530,955,944,52,45,8,19,8,10,4,20,1,132,2728
32,CHIMALHUACAN,1270,138,240,306,9,5,6,4,1,0,1,6,0,19,735
32,CHIMALHUACAN,1271,124,229,211,15,10,2,2,35,2,0,2,1,34,667
32,CHIMALHUACAN,1272,127,299,208,9,9,2,4,0,2,3,5,0,16,684
32,CHIMALHUACAN,1273,79,285,176,10,12,2,3,0,0,0,4,0,12,583
32,CHIMALHUACAN,1274,166,386,275,19,22,0,5,2,3,0,9,0,31,918
32,CHIMALHUACAN,1275,140,1187,194,16,18,0,1,1,3,1,5,0,41,1607
32,CHIMALHUACAN,1276,133,259,204,15,17,4,3,2,2,3,2,1,44,689
32,CHIMALHUACAN,1277,728,2651,1344,70,70,11,15,9,35,8,29,0,147,5117
32,CHIMALHUACAN,1278,201,159,195,6,8,1,1,0,2,1,2,0,21,597
32,CHIMALHUACAN,1279,214,224,136,6,13,0,6,0,7,2,4,0,17,629
32,CHIMALHUACAN,1280,386,160,195,3,15,2,3,1,2,0,7,0,12,786
32,CHIMALHUACAN,1281,143,227,292,10,19,6,5,0,5,0,10,0,29,746
32,CHIMALHUACAN,1282,146,198,169,6,12,5,3,0,1,2,6,227,17,792
32,CHIMALHUACAN,1283,85,80,98,6,4,1,2,0,1,0,5,0,8,290
32,CHIMALHUACAN,1284,100,185,126,5,8,8,2,1,8,0,9,0,14,466
32,CHIMALHUACAN,1285,114,193,131,12,13,7,2,1,5,1,7,0,14,500
33,DONATO GUERRA,1286,88,157,181,10,5,5,3,1,0,2,0,0,9,461
33,DONATO GUERRA,1287,7,234,131,3,1,4,1,0,1,0,0,0,33,415
33,DONATO GUERRA,1288,37,285,159,4,3,16,12,3,1,0,3,0,12,535
33,DONATO GUERRA,1289,10,250,119,4,0,4,9,0,0,3,0,0,14,413
33,DONATO GUERRA,1290,126,404,279,8,4,0,2,3,3,7,0,1,49,886
33,DONATO GUERRA,1291,5,123,77,0,1,0,0,0,1,1,0,0,17,225
33,DONATO GUERRA,1292,25,478,117,7,2,0,2,2,5,2,1,0,30,671
33,DONATO GUERRA,1293,13,335,308,10,0,1,0,0,1,1,0,0,48,717
33,DONATO GUERRA,1294,21,318,229,10,2,2,2,1,1,2,0,0,33,621
33,DONATO GUERRA,1295,12,215,275,0,1,0,3,1,3,2,1,0,23,536
33,DONATO GUERRA,1296,23,270,199,7,1,0,5,1,1,2,0,1,24,534
33,DONATO GUERRA,1297,3,311,113,5,0,0,0,0,0,0,0,0,19,451
33,DONATO GUERRA,1298,6,383,346,4,1,2,0,1,3,1,1,0,49,797
33,DONATO GUERRA,1299,24,355,171,1,0,1,0,2,0,3,0,0,35,592
33,DONATO GUERRA,1300,50,395,544,5,5,34,30,6,3,2,3,7,47,1131
33,DONATO GUERRA,1301,8,271,29,0,0,0,2,0,0,0,0,0,10,320
34,ECATEPEC,1302,471,491,379,16,18,2,4,2,6,1,30,0,24,1444
34,ECATEPEC,1303,549,682,676,37,27,2,15,6,8,4,30,0,38,2074
34,ECATEPEC,1304,841,950,817,51,32,7,20,3,15,3,28,0,52,2819
34,ECATEPEC,1305,279,283,234,7,14,0,6,1,1,3,22,0,26,876
34,ECATEPEC,1306,254,246,268,12,8,0,9,1,1,1,14,0,24,838
34,ECATEPEC,1307,275,247,222,14,11,0,11,35,3,3,14,0,11,846
34,ECATEPEC,1308,574,282,194,11,21,3,3,2,4,2,25,0,12,1133
34,ECATEPEC,1309,404,221,160,6,13,0,12,2,3,0,17,1,12,851
34,ECATEPEC,1310,487,208,134,8,17,1,5,1,2,2,28,1,12,906
34,ECATEPEC,1311,280,319,162,5,9,0,2,4,1,1,10,0,18,811
34,ECATEPEC,1312,187,232,149,4,21,2,2,0,2,2,23,0,7,631
34,ECATEPEC,1313,203,203,139,8,9,0,3,1,4,0,14,0,7,591
34,ECATEPEC,1314,166,224,147,5,7,1,8,1,1,0,17,1,5,583
34,ECATEPEC,1315,179,238,162,6,9,1,2,0,1,1,18,0,6,623
34,ECATEPEC,1316,303,421,157,11,17,0,3,3,7,0,11,2,15,950
34,ECATEPEC,1317,457,426,250,15,21,12,7,0,5,1,15,0,25,1234
34,ECATEPEC,1318,395,347,373,13,16,0,12,0,10,0,17,0,28,1211
34,ECATEPEC,1319,255,331,278,11,5,1,5,1,3,3,12,0,18,923
34,ECATEPEC,1320,308,376,251,11,10,1,3,4,4,1,11,0,22,1002
34,ECATEPEC,1321,649,609,585,26,27,5,12,1,10,0,18,2,42,1986
34,ECATEPEC,1322,787,718,607,29,36,6,30,0,6,6,42,0,27,2294
34,ECATEPEC,1323,388,414,286,8,14,1,4,1,5,1,14,0,10,1146
34,ECATEPEC,1324,394,405,361,14,21,4,16,1,6,3,24,0,45,1294
34,ECATEPEC,1325,233,228,240,16,17,0,7,0,3,0,15,0,17,776
34,ECATEPEC,1326,208,255,186,10,13,0,3,1,7,2,10,0,17,712
34,ECATEPEC,1327,250,260,338,12,9,1,4,2,6,1,6,0,30,919
34,ECATEPEC,1328,360,259,378,11,7,1,7,0,1,1,17,0,27,1069
34,ECATEPEC,1329,428,325,288,15,18,1,11,1,6,3,14,0,55,1165
34,ECATEPEC,1330,507,464,257,4,5,0,3,1,2,0,24,0,17,1284
34,ECATEPEC,1331,553,505,298,14,22,1,8,2,3,3,34,0,17,1460
34,ECATEPEC,1332,237,316,231,2,12,3,1,1,3,1,9,1,16,833
34,ECATEPEC,1333,251,323,180,6,13,0,5,0,5,0,9,0,9,801
34,ECATEPEC,1334,318,477,362,13,14,2,4,0,0,2,21,0,15,1228
34,ECATEPEC,1335,602,582,467,13,21,4,13,2,4,2,35,0,20,1765
34,ECATEPEC,1336,402,290,261,10,13,2,6,2,1,1,14,0,21,1023
34,ECATEPEC,1337,303,358,209,6,15,0,1,2,3,2,24,0,20,943
34,ECATEPEC,1338,321,307,168,9,9,0,5,1,1,0,8,0,13,842
34,ECATEPEC,1339,293,357,330,11,20,3,4,0,6,0,11,0,19,1054
34,ECATEPEC,1340,346,354,289,19,6,1,7,0,2,3,9,0,51,1087
34,ECATEPEC,1341,364,337,275,17,17,3,8,1,1,1,19,0,30,1073
34,ECATEPEC,1342,343,278,219,13,18,0,4,0,1,1,21,0,11,909
34,ECATEPEC,1343,253,260,212,8,7,2,2,2,3,1,22,0,4,776
34,ECATEPEC,1344,303,300,226,10,16,1,8,0,2,0,35,0,7,908
34,ECATEPEC,1345,519,365,323,10,17,0,7,1,6,1,22,0,20,1291
34,ECATEPEC,1346,262,321,213,15,10,2,7,2,2,0,9,0,29,872
34,ECATEPEC,1347,416,336,296,11,17,4,1,1,5,7,15,0,14,1123
34,ECATEPEC,1348,297,302,270,21,17,3,7,1,9,0,7,0,20,954
34,ECATEPEC,1349,226,384,147,10,8,2,3,2,3,0,1,0,20,806
34,ECATEPEC,1350,460,232,290,4,14,6,5,0,1,0,18,0,15,1045
34,ECATEPEC,1351,530,287,273,13,16,6,1,0,2,1,28,0,23,1180
34,ECATEPEC,1352,207,301,176,6,8,1,1,2,4,1,5,0,11,723
34,ECATEPEC,1353,148,257,157,6,11,1,6,0,0,2,5,0,14,607
34,ECATEPEC,1354,343,381,262,19,19,4,10,5,0,1,12,0,29,1085
34,ECATEPEC,1355,341,391,246,17,29,15,8,2,7,1,12,1,32,1102
34,ECATEPEC,1356,273,228,192,12,11,1,6,0,4,0,17,5,16,765
34,ECATEPEC,1357,298,565,444,40,18,3,6,1,4,5,8,0,59,1451
34,ECATEPEC,1358,268,307,207,14,14,0,5,1,1,1,6,0,23,847
34,ECATEPEC,1359,135,223,85,12,3,0,1,2,1,3,2,1,15,483
34,ECATEPEC,1360,180,298,236,11,15,0,8,0,1,1,4,2,34,790
34,ECATEPEC,1361,282,470,342,16,12,2,6,1,4,4,6,0,28,1173
34,ECATEPEC,1362,488,805,494,28,21,8,17,6,13,1,10,0,56,1947
34,ECATEPEC,1363,447,644,484,45,40,4,15,3,17,3,24,0,46,1772
34,ECATEPEC,1364,295,352,244,23,27,2,7,1,4,4,24,0,20,1003
34,ECATEPEC,1365,304,380,417,20,30,2,14,1,10,4,23,0,30,1235
34,ECATEPEC,1366,319,419,339,18,30,0,15,3,8,6,15,0,28,1200
34,ECATEPEC,1367,388,291,320,24,28,2,17,3,7,3,29,0,23,1135
34,ECATEPEC,1368,365,269,288,18,24,0,7,3,7,1,12,0,28,1022
34,ECATEPEC,1369,278,228,189,21,13,3,10,0,4,3,15,2,7,773
34,ECATEPEC,1370,578,450,378,21,42,4,21,0,12,1,52,0,32,1591
34,ECATEPEC,1371,404,331,276,16,24,1,6,1,7,5,27,0,36,1134
34,ECATEPEC,1372,275,297,299,17,32,1,9,0,7,2,16,0,30,985
34,ECATEPEC,1373,345,331,210,14,20,0,4,3,5,0,19,8,9,968
34,ECATEPEC,1374,320,375,373,18,8,0,4,1,7,7,15,1,22,1151
34,ECATEPEC,1375,353,475,339,20,21,3,5,5,5,3,13,0,40,1282
34,ECATEPEC,1376,307,308,328,23,16,6,9,4,7,1,17,0,19,1045
34,ECATEPEC,1377,294,241,251,17,20,2,7,0,5,0,16,0,10,863
34,ECATEPEC,1378,339,369,454,23,39,1,7,3,8,2,21,0,28,1294
34,ECATEPEC,1379,291,175,229,11,15,2,10,0,3,2,13,1,29,781
34,ECATEPEC,1380,352,292,316,14,35,0,4,1,11,0,25,0,25,1075
34,ECATEPEC,1381,350,338,319,18,24,1,12,0,4,2,34,0,31,1133
34,ECATEPEC,1382,379,305,345,14,24,2,6,0,8,2,16,0,23,1124
34,ECATEPEC,1383,341,387,396,25,14,0,4,1,4,3,11,1,51,1238
34,ECATEPEC,1384,251,267,379,17,14,7,2,0,0,2,12,19,24,994
34,ECATEPEC,1385,327,332,303,14,18,1,8,0,6,5,8,0,21,1043
34,ECATEPEC,1386,345,331,347,17,14,0,11,7,7,4,16,0,25,1124
34,ECATEPEC,1387,386,324,256,17,8,1,3,1,6,5,10,0,19,1036
34,ECATEPEC,1388,409,281,226,15,24,1,5,1,2,2,24,1,21,1012
34,ECATEPEC,1389,434,447,287,10,14,1,9,2,4,0,17,0,9,1234
34,ECATEPEC,1390,406,402,377,9,17,0,2,3,7,0,24,1,24,1272
34,ECATEPEC,1391,574,249,206,13,18,1,6,3,2,2,19,0,29,1122
34,ECATEPEC,1392,399,328,281,13,21,0,8,2,6,5,21,0,6,1090
34,ECATEPEC,1393,480,536,433,18,15,1,8,2,8,8,21,0,43,1573
34,ECATEPEC,1394,228,313,193,18,20,1,7,0,3,1,8,0,27,819
34,ECATEPEC,1395,237,251,146,9,20,10,4,0,9,3,15,0,5,709
34,ECATEPEC,1396,471,405,341,16,27,2,16,2,5,5,16,0,34,1340
34,ECATEPEC,1397,510,307,266,15,17,2,6,1,7,1,26,0,21,1179
34,ECATEPEC,1398,516,347,283,25,20,3,10,2,7,6,25,0,24,1268
34,ECATEPEC,1399,346,292,197,19,13,1,5,1,1,2,13,0,27,917
34,ECATEPEC,1400,373,203,193,8,15,0,2,4,6,1,13,0,22,840
34,ECATEPEC,1401,298,216,161,7,19,1,6,1,2,1,9,0,21,742
34,ECATEPEC,1402,463,364,270,21,25,0,13,0,10,0,29,0,32,1227
34,ECATEPEC,1403,265,201,148,6,14,0,7,0,4,2,13,0,19,679
34,ECATEPEC,1404,259,202,183,5,8,0,4,1,3,0,18,0,6,689
34,ECATEPEC,1405,399,265,283,22,28,4,11,2,4,1,22,1,17,1059
34,ECATEPEC,1406,395,247,168,10,17,1,10,0,4,1,17,0,13,883
34,ECATEPEC,1407,537,284,312,21,31,2,15,3,2,2,40,0,24,1273
34,ECATEPEC,1408,446,396,301,22,23,2,9,1,10,4,28,0,31,1273
34,ECATEPEC,1409,240,216,222,9,10,0,6,1,7,0,11,0,10,732
34,ECATEPEC,1410,335,255,242,20,23,1,11,0,8,1,25,0,22,943
34,ECATEPEC,1411,474,353,313,19,28,1,28,1,3,4,30,0,49,1303
34,ECATEPEC,1412,480,431,226,15,24,1,9,2,5,4,20,0,30,1247
34,ECATEPEC,1413,535,314,214,2,26,1,4,0,1,1,30,1,16,1145
34,ECATEPEC,1414,202,172,116,8,7,1,5,1,2,1,10,0,14,539
34,ECATEPEC,1415,182,166,97,11,8,1,6,1,3,1,9,0,27,512
34,ECATEPEC,1416,426,228,245,16,40,4,10,2,8,3,12,0,26,1020
34,ECATEPEC,1417,391,298,243,10,16,0,9,0,8,0,19,0,17,1011
34,ECATEPEC,1418,459,228,225,5,20,7,10,5,11,1,25,0,19,1015
34,ECATEPEC,1419,452,285,274,21,20,2,4,2,13,3,29,0,16,1121
34,ECATEPEC,1420,186,154,170,7,11,1,6,1,4,0,12,0,8,560
34,ECATEPEC,1421,413,252,301,13,26,6,13,0,10,8,20,0,20,1082
34,ECATEPEC,1422,455,302,225,10,31,0,16,1,6,3,17,0,39,1105
34,ECATEPEC,1423,423,222,215,11,43,4,15,0,10,1,26,0,15,985
34,ECATEPEC,1424,297,287,208,12,25,2,3,1,11,2,13,0,13,874
34,ECATEPEC,1425,231,234,210,12,17,0,3,1,2,1,11,0,15,737
34,ECATEPEC,1426,551,178,211,7,39,2,5,2,3,2,34,1,21,1056
34,ECATEPEC,1427,330,169,250,6,30,3,9,2,8,3,21,0,13,844
34,ECATEPEC,1428,227,88,144,2,21,0,4,0,3,1,11,1,1,503
34,ECATEPEC,1429,467,237,314,11,31,0,10,0,6,1,27,0,13,1117
34,ECATEPEC,1430,246,106,141,6,16,2,5,0,6,1,26,0,12,567
34,ECATEPEC,1431,518,202,313,10,32,5,9,3,8,2,43,0,9,1154
34,ECATEPEC,1432,321,286,267,14,23,2,10,3,6,2,27,0,27,988
34,ECATEPEC,1433,363,292,251,14,29,0,9,0,11,3,28,0,18,1018
34,ECATEPEC,1434,313,232,191,14,14,1,4,0,6,2,20,0,17,814
34,ECATEPEC,1435,344,198,142,12,21,14,3,1,5,5,23,0,13,781
34,ECATEPEC,1436,276,187,124,8,19,0,4,1,4,0,17,0,14,654
34,ECATEPEC,1437,360,213,142,14,15,0,7,1,7,2,10,0,6,777
34,ECATEPEC,1438,267,193,135,12,18,2,4,0,4,2,11,1,15,664
34,ECATEPEC,1439,320,278,275,20,32,1,8,2,5,6,12,0,24,983
34,ECATEPEC,1440,333,234,264,9,28,0,4,2,8,3,16,0,17,918
34,ECATEPEC,1441,227,132,161,7,14,0,4,0,5,0,8,0,3,561
34,ECATEPEC,1442,237,226,195,12,20,4,7,2,4,3,13,0,16,739
34,ECATEPEC,1443,494,265,248,13,29,1,10,0,7,2,27,0,16,1112
34,ECATEPEC,1444,473,236,265,9,36,1,6,0,3,1,41,0,20,1091
34,ECATEPEC,1445,434,345,236,19,44,2,7,2,3,6,28,0,27,1153
34,ECATEPEC,1446,247,178,232,16,19,2,9,1,5,1,5,0,23,738
34,ECATEPEC,1447,375,284,278,15,45,7,7,2,12,3,29,0,13,1070
34,ECATEPEC,1448,548,338,319,16,49,3,15,2,13,3,38,0,26,1370
34,ECATEPEC,1449,360,372,223,20,22,0,8,2,13,1,16,1,22,1060
34,ECATEPEC,1450,436,318,275,26,22,2,9,1,9,2,20,0,22,1142
34,ECATEPEC,1451,249,185,143,8,11,0,6,0,5,1,10,0,16,634
34,ECATEPEC,1452,261,267,167,11,18,2,5,5,7,2,16,0,13,774
34,ECATEPEC,1453,212,192,142,7,17,6,9,2,16,3,9,0,14,629
34,ECATEPEC,1454,397,305,265,18,43,0,11,2,6,1,25,0,11,1084
34,ECATEPEC,1455,234,177,170,13,27,1,5,1,2,1,16,0,6,653
34,ECATEPEC,1456,317,235,216,16,24,1,7,6,6,1,28,0,29,886
34,ECATEPEC,1457,328,137,146,7,24,1,9,0,3,1,21,0,11,688
34,ECATEPEC,1458,374,192,177,14,22,3,1,0,5,3,36,0,9,836
34,ECATEPEC,1459,224,92,122,7,10,1,4,1,3,2,25,0,4,495
34,ECATEPEC,1460,208,88,128,2,9,0,6,0,3,0,12,0,2,458
34,ECATEPEC,1461,392,272,302,10,18,2,19,1,2,3,37,0,25,1083
34,ECATEPEC,1462,365,348,238,21,21,2,3,3,3,1,26,0,34,1065
34,ECATEPEC,1463,304,172,250,19,18,0,19,4,5,0,8,0,21,820
34,ECATEPEC,1464,262,155,165,11,18,0,4,0,4,0,15,0,14,648
34,ECATEPEC,1465,352,273,227,18,22,3,5,1,7,2,17,0,28,955
34,ECATEPEC,1466,334,262,268,17,28,1,4,0,3,2,14,0,21,954
34,ECATEPEC,1467,285,228,192,21,30,0,9,0,5,1,20,0,17,808
34,ECATEPEC,1468,417,341,241,19,30,0,14,0,13,1,27,0,25,1128
34,ECATEPEC,1469,306,246,154,11,22,2,1,0,2,6,4,0,17,771
34,ECATEPEC,1470,412,278,249,24,30,1,11,1,5,4,22,1,19,1057
34,ECATEPEC,1471,314,230,200,13,20,0,6,3,3,3,12,0,13,817
34,ECATEPEC,1472,349,276,294,14,24,1,8,1,4,0,18,0,14,1003
34,ECATEPEC,1473,339,217,230,10,23,3,10,1,9,2,22,0,26,892
34,ECATEPEC,1474,304,255,273,16,41,1,11,1,4,5,27,0,30,968
34,ECATEPEC,1475,346,193,170,10,36,3,11,1,7,0,8,0,19,804
34,ECATEPEC,1476,389,234,223,11,25,1,9,7,6,2,17,0,6,930
34,ECATEPEC,1477,390,212,230,18,32,1,7,6,5,1,27,0,21,950
34,ECATEPEC,1478,373,289,303,17,37,1,6,9,7,3,29,0,17,1091
34,ECATEPEC,1479,511,230,296,17,49,2,6,2,3,1,45,0,7,1169
34,ECATEPEC,1480,315,153,213,6,23,12,6,3,4,3,32,0,5,775
34,ECATEPEC,1481,481,238,231,14,39,1,14,2,4,4,41,0,16,1085
34,ECATEPEC,1482,280,206,158,8,25,1,12,0,4,2,30,0,17,743
34,ECATEPEC,1483,206,141,97,6,12,2,1,2,3,0,14,0,9,493
34,ECATEPEC,1484,235,246,175,6,27,0,3,1,0,0,18,0,6,717
34,ECATEPEC,1485,201,202,159,6,6,1,6,2,3,3,12,0,9,610
34,ECATEPEC,1486,446,265,205,6,19,2,10,0,0,0,43,0,45,1041
34,ECATEPEC,1487,268,160,272,14,22,1,4,1,0,1,19,0,22,784
34,ECATEPEC,1488,316,238,223,7,16,2,10,1,9,0,15,0,21,858
34,ECATEPEC,1489,207,199,159,18,14,1,4,0,3,2,13,0,21,641
34,ECATEPEC,1490,237,176,140,4,14,0,5,0,1,2,20,0,9,608
34,ECATEPEC,1491,275,265,172,8,26,0,7,0,4,2,16,0,15,790
34,ECATEPEC,1492,342,304,203,20,29,2,7,2,7,3,23,0,19,961
34,ECATEPEC,1493,292,125,157,6,10,0,6,0,1,0,9,0,17,623
34,ECATEPEC,1494,391,174,224,9,17,0,4,1,2,2,32,0,7,863
34,ECATEPEC,1495,405,222,170,10,15,1,2,0,6,0,33,0,12,876
34,ECATEPEC,1496,502,269,207,12,22,1,3,2,1,0,20,0,12,1051
34,ECATEPEC,1497,310,192,214,10,19,1,12,2,3,1,20,0,14,798
34,ECATEPEC,1498,386,215,295,10,20,0,11,1,1,0,23,0,20,982
34,ECATEPEC,1499,210,139,141,8,21,2,5,1,2,2,14,1,5,551
34,ECATEPEC,1500,531,223,270,12,34,1,7,0,6,1,33,0,14,1132
34,ECATEPEC,1501,321,333,238,23,13,2,9,2,6,3,4,0,31,985
34,ECATEPEC,1502,344,262,314,19,22,7,14,2,4,1,15,0,19,1023
34,ECATEPEC,1503,359,384,381,23,25,3,10,2,3,3,10,0,37,1240
34,ECATEPEC,1504,297,187,231,19,18,4,4,1,0,0,7,0,18,786
34,ECATEPEC,1505,246,214,174,10,13,8,17,1,6,2,12,0,14,717
34,ECATEPEC,1506,296,285,155,22,18,8,5,0,5,1,1,0,19,815
34,ECATEPEC,1507,421,334,322,20,25,7,9,1,8,2,25,2,19,1195
34,ECATEPEC,1508,311,291,247,12,10,6,5,0,4,0,18,0,16,920
34,ECATEPEC,1509,304,189,196,10,21,28,2,1,1,1,15,0,20,788
34,ECATEPEC,1510,351,303,189,7,15,29,11,0,3,1,10,0,23,942
34,ECATEPEC,1511,306,267,189,11,5,13,3,0,2,1,12,1,16,826
34,ECATEPEC,1512,305,329,271,13,22,25,8,0,2,1,17,0,16,1009
34,ECATEPEC,1513,277,382,293,22,33,11,13,2,8,8,21,0,26,1096
34,ECATEPEC,1514,106,104,97,14,9,2,4,3,0,1,6,0,11,357
34,ECATEPEC,1515,484,341,429,36,34,5,32,3,10,6,18,0,52,1450
34,ECATEPEC,1516,263,193,187,7,9,18,1,0,1,0,5,0,5,689
34,ECATEPEC,1517,470,429,312,19,24,3,10,4,7,1,22,0,16,1317
34,ECATEPEC,1518,934,705,460,34,33,16,12,3,6,4,61,0,29,2297
34,ECATEPEC,1519,301,197,143,16,10,6,2,1,1,1,10,0,10,698
34,ECATEPEC,1520,322,300,202,18,21,22,3,0,2,0,12,1,17,920
34,ECATEPEC,1521,189,203,124,6,23,0,3,0,4,0,10,0,13,575
34,ECATEPEC,1522,569,621,597,35,29,10,39,2,5,4,22,0,53,1986
34,ECATEPEC,1523,277,334,284,20,12,3,14,2,5,4,13,0,30,998
34,ECATEPEC,1524,100,126,95,8,10,0,14,0,2,1,5,0,11,372
34,ECATEPEC,1525,239,425,102,9,15,0,6,4,1,3,4,0,9,817
34,ECATEPEC,1526,262,404,291,25,18,0,22,2,7,2,17,0,18,1068
34,ECATEPEC,1527,262,360,178,10,21,6,42,2,7,4,14,0,28,934
34,ECATEPEC,1528,469,335,376,22,37,4,9,1,5,0,18,0,22,1298
34,ECATEPEC,1529,301,184,175,11,17,1,3,2,5,1,16,1,15,732
34,ECATEPEC,1530,309,194,109,10,21,5,4,2,5,2,19,0,8,688
34,ECATEPEC,1531,477,236,228,14,20,0,8,2,3,0,33,0,14,1035
34,ECATEPEC,1532,483,256,218,18,29,1,12,0,5,8,28,0,10,1068
34,ECATEPEC,1533,409,204,185,19,27,0,10,0,0,1,29,0,13,897
34,ECATEPEC,1534,354,247,213,11,22,3,9,1,1,2,42,0,28,933
34,ECATEPEC,1535,296,202,117,7,14,2,6,1,2,3,22,0,9,681
34,ECATEPEC,1536,427,248,300,15,14,0,11,2,7,1,24,0,25,1074
34,ECATEPEC,1537,423,289,256,14,26,2,3,0,2,2,23,0,33,1073
34,ECATEPEC,1538,404,233,217,15,22,8,7,0,0,1,37,0,7,951
34,ECATEPEC,1539,300,169,170,8,20,1,10,0,4,1,20,0,5,708
34,ECATEPEC,1540,199,205,211,9,20,2,4,3,3,2,29,0,13,700
34,ECATEPEC,1541,383,198,254,18,28,0,4,0,7,4,21,0,4,921
34,ECATEPEC,1542,173,131,177,9,9,0,8,0,2,1,11,0,6,527
34,ECATEPEC,1543,264,295,247,11,17,0,8,16,2,0,23,0,23,906
34,ECATEPEC,1544,69,61,56,5,7,1,5,0,0,0,2,0,2,208
34,ECATEPEC,1545,208,195,368,14,6,1,6,1,2,1,13,0,15,830
34,ECATEPEC,1546,195,147,244,8,14,2,10,2,4,0,17,0,22,665
34,ECATEPEC,1547,244,221,399,9,19,1,13,1,3,0,23,0,20,953
34,ECATEPEC,1548,160,145,409,4,14,1,4,0,2,1,16,0,9,765
34,ECATEPEC,1549,273,118,111,6,15,4,1,1,2,0,21,0,6,558
34,ECATEPEC,1550,194,78,121,2,11,1,2,1,1,0,14,0,1,426
34,ECATEPEC,1551,238,233,172,11,19,1,3,1,2,1,4,0,6,691
34,ECATEPEC,1552,185,182,189,5,18,2,7,0,1,1,17,0,11,618
34,ECATEPEC,1553,198,137,141,7,14,0,4,0,1,1,25,0,12,540
34,ECATEPEC,1554,407,240,197,10,21,1,12,1,4,2,26,0,16,937
34,ECATEPEC,1555,387,262,173,26,38,1,9,2,7,1,26,0,13,945
34,ECATEPEC,1556,359,229,309,24,22,2,8,0,4,0,12,0,23,992
34,ECATEPEC,1557,357,318,327,23,26,1,7,4,4,2,16,0,30,1115
34,ECATEPEC,1558,399,311,408,31,25,0,10,2,7,2,17,0,28,1240
34,ECATEPEC,1559,390,262,250,24,28,3,13,2,1,3,25,1,14,1016
34,ECATEPEC,1560,287,244,224,12,19,0,9,0,4,2,19,0,18,838
34,ECATEPEC,1561,571,323,327,20,29,8,11,4,8,1,30,0,38,1370
34,ECATEPEC,1562,113,94,104,7,8,0,2,0,1,2,13,0,11,355
34,ECATEPEC,1563,229,163,162,7,10,0,8,2,1,2,11,0,15,610
34,ECATEPEC,1564,260,252,259,12,17,1,6,0,3,3,15,0,11,839
34,ECATEPEC,1565,396,382,299,18,21,1,7,2,4,4,20,0,15,1169
34,ECATEPEC,1566,288,278,328,11,12,2,11,1,5,0,19,0,25,980
34,ECATEPEC,1567,402,342,312,24,21,3,3,3,6,1,13,0,24,1154
34,ECATEPEC,1568,420,201,248,4,35,15,8,0,2,1,11,0,8,953
34,ECATEPEC,1569,366,189,200,12,24,0,10,0,4,0,25,0,7,837
34,ECATEPEC,1570,424,382,272,23,24,1,16,2,6,2,27,0,44,1223
34,ECATEPEC,1571,411,266,244,13,26,1,12,0,7,3,30,0,19,1032
34,ECATEPEC,1572,308,209,236,16,28,0,1,1,5,0,29,0,23,856
34,ECATEPEC,1573,346,220,245,21,33,1,10,0,5,4,25,0,21,931
34,ECATEPEC,1574,347,267,248,17,21,2,14,0,6,1,36,0,15,974
34,ECATEPEC,1575,312,293,209,19,23,0,29,1,4,1,26,0,18,935
