CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND24,CAND_IND25,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND32,CAND_IND34,CAND_IND35,CAND_IND36,CAND_IND37,CAND_IND38,CAND_IND40,CAND_IND41,CAND_IND42,CAND_IND43,CAND_IND44,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,140,B,1,0,B,112,39,,5,2,117,106,10,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392,1,18,411,645,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/140B_A_01_225329.jpg
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,141,C,1,0,C01,107,53,,10,0,125,71,24,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,0,12,402,699,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/141C1_A_04_094750.jpg
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,141,C,2,0,C02,120,38,,8,2,140,100,16,3,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,0,8,436,699,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/141C2_A_02_034528.jpg
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,141,B,1,0,B,101,38,,13,3,134,116,14,1,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,0,14,436,699,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/141B_A_02_001509.jpg
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,141,C,3,0,C03,118,65,,2,5,128,77,27,0,,,,,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426,0,9,435,699,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/141C2_A_01_225445.jpg
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,141,C,4,0,C04,115,41,,9,4,137,91,18,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,0,16,433,699,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/141C4_A_01_235405.jpg
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,141,C,5,0,C05,135,59,,7,4,138,96,20,1,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461,0,8,469,699,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/141C5_A_01_224037.jpg
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,142,B,1,0,B,95,54,,4,10,158,62,17,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403,0,8,411,600,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/142B_A_01_220828.jpg
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,142,C,1,0,C01,107,52,,12,4,105,64,24,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,0,14,382,599,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/142C1_A_04_103412.jpg
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,142,C,3,0,C03,99,41,,14,6,140,46,15,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,0,13,376,599,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/142C3_A_01_225133.jpg
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,142,C,2,0,C02,119,36,,9,5,145,59,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389,,14,403,599,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/142C2_A_01_220425.jpg
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,143,B,1,0,B,136,32,,20,4,154,64,36,6,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452,0,9,461,688,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/143B_A_02_001345.jpg
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,143,C,1,0,C01,95,33,,18,7,162,107,29,5,,,,,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459,0,13,472,687,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/143C1_A_02_033003.jpg
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,143,C,2,0,C02,140,26,,18,7,147,99,17,1,,,,,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458,0,7,465,687,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/143C2_A_02_002059.jpg
1,14,JALISCO,1,TEQUILA,19,BOLAÑOS,292,B,1,0,B,274,113,1,,3,9,,13,0,6,0,15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434,0,6,440,564,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/292B_A_05_012347.jpg
1,14,JALISCO,1,TEQUILA,19,BOLAÑOS,292,C,1,0,C01,234,140,1,,2,9,,28,0,2,1,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421,0,16,437,564,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/292C1_A_05_112754.jpg
1,14,JALISCO,1,TEQUILA,19,BOLAÑOS,293,B,1,0,B,221,149,3,,0,8,,21,0,5,0,9,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,0,15,433,551,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/293B_A_05_012432.jpg
1,14,JALISCO,1,TEQUILA,19,BOLAÑOS,295,B,1,0,B,198,138,0,,1,11,,5,0,4,1,15,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,1,14,389,507,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/295B_A_05_012522.jpg
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,411,C,1,0,C01,87,68,3,3,2,41,,35,4,3,0,4,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,,,,,,,,356,0,15,371,612,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/411C1_A_02_035914.jpg
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,411,B,1,0,B,105,63,3,2,3,32,,31,2,1,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,,372,0,10,382,612,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/411B_A_02_020723.jpg
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,411,C,2,0,C02,93,85,1,3,6,40,,21,2,1,0,3,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,149,,,,,,,,,,,,,,,,405,1,12,418,612,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/411C2_A_04_185346.jpg
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,412,B,1,0,B,73,74,5,4,0,57,,16,2,3,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,269,0,14,283,458,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/412B_A_02_004028.jpg
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,413,B,1,0,B,73,57,2,2,2,36,,41,2,3,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,117,,,,,,,,,,,,,,,,337,0,13,350,578,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/413B_A_04_190247.jpg
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,413,C,1,0,C01,79,74,0,5,2,42,,25,1,4,0,4,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,117,,,,,,,,,,,,,,,,354,0,15,369,578,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/413C1_A_04_190928.jpg
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,414,B,1,0,B,79,74,3,2,2,,,24,3,4,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,291,1,12,304,566,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/414B_A_02_023612.jpg
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,414,C,1,0,C01,84,75,2,3,6,37,,31,0,1,0,2,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,332,0,11,343,566,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/414C1_A_02_060047.jpg
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,414,C,2,0,C02,69,97,0,5,1,45,,17,1,0,1,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,329,0,7,336,565,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/414C2_A_04_191556.jpg
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,415,B,1,0,B,77,88,0,1,2,27,,18,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,,,,,,,,320,0,6,326,483,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/415B_A_01_224339.jpg
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,415,C,1,0,C01,57,75,2,1,4,34,,22,1,1,2,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,300,0,11,311,483,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/415C1_A_02_001508.jpg
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,415,S,1,0,S01,8,8,0,0,0,3,,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,26,0,0,26,0,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/415E1_A_04_192010.jpg
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,416,C,1,0,C01,54,103,3,1,3,29,,18,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,289,0,9,298,453,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/416C1_A_04_192949.jpg
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,416,B,1,0,B,62,67,2,1,2,21,,20,1,2,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,299,0,5,304,454,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/416B_A_04_192452.jpg
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,417,B,1,0,B,81,60,1,0,2,20,,38,1,4,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,298,,12,310,493,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/417B_A_02_030018.jpg
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,417,C,1,0,C01,60,54,2,2,6,43,,36,1,2,0,5,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,291,0,20,311,493,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/417C1_A_04_193504.jpg
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,418,B,1,0,B,115,111,3,0,4,41,,41,2,4,1,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,467,0,20,487,738,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/418B_A_04_193939.jpg
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,418,C,1,0,C01,107,111,0,1,3,34,,30,3,4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,118,,,,,,,,,,,,,,,,415,0,10,425,644,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/418C1_A_01_233243.jpg
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,419,B,1,0,B,93,68,2,2,2,57,,30,2,0,0,4,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,352,0,8,360,609,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/419B_A_04_194434.jpg
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,419,C,1,0,C01,92,95,3,0,2,39,,32,2,2,0,3,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,371,1,14,386,609,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/419C1_A_04_195016.jpg
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,420,B,1,0,B,68,86,1,0,2,37,,33,3,0,1,3,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,124,,,,,,,,,,,,,,,,360,0,13,373,637,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/420B_A_04_195513.jpg
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,420,C,1,0,C01,75,98,1,3,1,35,,32,4,1,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,124,,,,,,,,,,,,,,,,376,0,11,387,637,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/420C1_A_04_200015.jpg
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,420,C,2,0,C02,95,72,5,4,1,19,,29,1,1,1,2,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,341,1,15,357,637,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/420C2_A_04_200608.jpg
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,421,B,1,0,B,80,63,3,2,2,71,,43,1,1,0,4,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,332,1,18,351,558,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/421B_A_04_201009.jpg
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,423,B,1,0,B,39,27,1,0,2,7,,12,0,0,1,2,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,112,0,5,117,249,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/423B_A_04_202226.jpg
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,424,B,1,0,B,41,17,0,3,0,16,,7,0,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,128,0,4,132,214,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/424B_A_01_235137.jpg
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,425,B,1,0,B,70,28,1,5,2,26,,10,2,6,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,199,0,12,211,398,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/425B_A_02_034705.jpg
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,425,E,1,0,E01,87,19,7,6,3,10,,30,3,5,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,215,0,9,224,422,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/425E1_A_02_035706.jpg
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,426,B,1,0,B,51,99,0,0,1,11,,6,2,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,209,0,13,222,369,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/426B_A_02_003341.jpg
1,14,JALISCO,1,TEQUILA,30,CUQUIO,445,B,1,0,B,7,76,,,195,138,,24,2,,,,,4,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449,2,8,459,655,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/445B_A_01_234228.jpg
1,14,JALISCO,1,TEQUILA,30,CUQUIO,445,C,2,0,C02,9,95,,,186,127,,11,1,,,,,4,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434,2,14,450,655,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/445C2_A_02_001934.jpg
1,14,JALISCO,1,TEQUILA,30,CUQUIO,445,C,1,0,C01,7,77,,,174,155,,19,1,,,,,4,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443,0,17,460,655,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/445C1_A_01_221838.jpg
1,14,JALISCO,1,TEQUILA,30,CUQUIO,446,C,1,0,C01,4,30,,,173,114,,10,0,,,,,5,7,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,0,8,352,538,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/446C1_A_02_003536.jpg
1,14,JALISCO,1,TEQUILA,30,CUQUIO,446,B,1,0,B,7,32,,,177,103,,15,0,,,,,2,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,0,8,350,538,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/446B_A_02_002707.jpg
1,14,JALISCO,1,TEQUILA,30,CUQUIO,446,C,2,0,C02,4,43,,,156,114,,18,1,,,,,1,7,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,0,9,354,537,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/446C2_A_01_233336.jpg
1,14,JALISCO,1,TEQUILA,30,CUQUIO,446,E,1,0,E01,5,52,,,205,116,,4,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387,,10,397,618,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/446E1_A_02_002116.jpg
1,14,JALISCO,1,TEQUILA,30,CUQUIO,447,C,1,0,C01,2,44,,,171,89,,15,1,,,,,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,,9,338,516,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/447C1_A_01_222947.jpg
1,14,JALISCO,1,TEQUILA,30,CUQUIO,447,B,1,0,B,2,25,,,149,100,,31,1,,,,,3,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,0,11,331,517,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/447B_A_01_221151.jpg
1,14,JALISCO,1,TEQUILA,30,CUQUIO,448,B,1,0,B,3,38,,,282,118,,4,0,,,,,2,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452,0,10,462,630,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/448B_A_02_000339.jpg
1,14,JALISCO,1,TEQUILA,30,CUQUIO,448,C,1,0,C01,4,35,,,214,157,,17,1,,,,,1,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435,,10,445,629,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/448C1_A_01_231327.jpg
1,14,JALISCO,1,TEQUILA,30,CUQUIO,449,C,1,0,C01,5,24,,,141,91,,12,2,,,,,3,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,0,5,294,423,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/449C1_A_02_020805.jpg
1,14,JALISCO,1,TEQUILA,30,CUQUIO,449,B,1,0,B,4,29,,,136,89,,16,1,,,,,1,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,0,11,291,423,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/449B_A_02_020759.jpg
1,14,JALISCO,1,TEQUILA,30,CUQUIO,450,B,1,0,B,6,56,,,216,109,,18,2,,,,,10,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425,0,8,433,631,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/450B_A_02_011551.jpg
1,14,JALISCO,1,TEQUILA,30,CUQUIO,450,C,1,0,C01,6,56,,,216,109,,18,2,,,,,10,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425,0,8,433,630,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/450C1_A_01_231654.jpg
1,14,JALISCO,1,TEQUILA,30,CUQUIO,451,B,1,0,B,3,27,,,102,41,,16,1,,,,,2,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,0,19,215,405,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/451B_A_01_234837.jpg
1,14,JALISCO,1,TEQUILA,30,CUQUIO,451,E,1,0,E01,11,11,,,219,59,,9,2,,,,,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316,,5,321,480,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/451E1_A_01_230103.jpg
1,14,JALISCO,1,TEQUILA,30,CUQUIO,452,B,1,0,B,7,81,,,246,67,,22,1,,,,,6,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434,0,17,451,602,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/452B_A_01_234052.jpg
1,14,JALISCO,1,TEQUILA,30,CUQUIO,453,B,1,0,B,7,50,,,200,87,,23,4,,,,,4,6,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383,0,15,398,610,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/453B_A_02_020753.jpg
1,14,JALISCO,1,TEQUILA,30,CUQUIO,453,C,1,0,C01,0,41,,,222,69,,16,3,,,,,,4,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,0,0,360,610,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/453C1_A_02_012817.jpg
1,14,JALISCO,1,TEQUILA,30,CUQUIO,454,E,1,0,E01,3,6,,,72,126,,8,2,,,,,3,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,0,11,237,336,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/454E1_A_01_230756.jpg
1,14,JALISCO,1,TEQUILA,30,CUQUIO,454,B,1,0,B,9,24,,,166,118,,16,1,,,,,5,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,0,19,365,611,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/454B_A_01_232104.jpg
1,14,JALISCO,1,TEQUILA,30,CUQUIO,455,B,1,0,B,9,43,,,188,75,,12,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,0,17,345,504,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/455B_A_02_004116.jpg
1,14,JALISCO,1,TEQUILA,30,CUQUIO,455,C,1,0,C01,7,68,,,173,84,,14,4,,,,,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,0,12,368,503,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/455C1_A_02_004553.jpg
1,14,JALISCO,1,TEQUILA,30,CUQUIO,456,B,1,0,B,1,17,,,172,74,,11,1,,,,,1,5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,0,10,294,405,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/456B_A_02_005426.jpg
1,14,JALISCO,1,TEQUILA,30,CUQUIO,456,C,1,0,C01,2,19,,,175,67,,11,2,,,,,11,8,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,0,8,304,405,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/456C1_A_02_005612.jpg
1,14,JALISCO,1,TEQUILA,32,CHIMALTITAN,476,B,1,0,B,195,211,,,0,48,,1,1,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,0,13,470,596,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/476B_A_02_025910.jpg
1,14,JALISCO,1,TEQUILA,32,CHIMALTITAN,476,C,1,0,C01,202,214,,,1,33,,3,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454,0,14,468,595,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/476C1_A_02_030650.jpg
1,14,JALISCO,1,TEQUILA,32,CHIMALTITAN,477,B,1,0,B,236,246,,,0,59,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541,0,8,549,655,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/477B_A_02_072341.jpg
1,14,JALISCO,1,TEQUILA,32,CHIMALTITAN,477,E,1,0,E01,218,237,,,0,61,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516,0,13,529,632,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/477E1_A_02_073250.jpg
1,14,JALISCO,1,TEQUILA,32,CHIMALTITAN,478,B,1,0,B,99,96,,,0,77,,1,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,0,5,278,334,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/478B_A_02_065728.jpg
