CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NA,MORENA,ES,UDC,PAN_UDC_MC,PAN_UDC,PAN_MC,UDC_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,5,COAHUILA,1,ACUÑA,2,ACUÑA,12,5,138,607,332,14,19,19,18,97,9,502,15,29,1,4,6,6,1,1,2,0,0,2,,,,,,,,,,,1822,0,51,1873,3229
,5,COAHUILA,1,ACUÑA,2,ACUÑA,13,1,25,100,35,4,3,6,4,18,1,74,3,0,0,1,2,0,0,0,0,1,0,0,,,,,,,,,,,277,0,8,285,450
,5,COAHUILA,1,ACUÑA,2,ACUÑA,14,2,38,138,76,2,7,7,2,24,1,115,2,8,0,1,2,1,0,0,0,0,0,0,,,,,,,,,,,424,0,15,439,815
,5,COAHUILA,1,ACUÑA,2,ACUÑA,15,2,51,183,65,5,5,6,1,16,3,111,0,6,0,0,2,5,0,0,0,0,0,0,,,,,,,,,,,459,0,7,466,764
,5,COAHUILA,1,ACUÑA,2,ACUÑA,16,2,43,230,32,4,6,4,3,34,1,115,3,2,0,0,3,0,1,0,4,0,0,1,,,,,,,,,,,486,0,7,493,890
,5,COAHUILA,1,ACUÑA,2,ACUÑA,17,3,51,174,50,5,10,3,6,27,1,113,3,1,0,1,4,0,0,0,0,0,0,0,,,,,,,,,,,449,0,9,458,831
,5,COAHUILA,1,ACUÑA,2,ACUÑA,18,3,109,382,141,10,25,16,14,65,4,310,3,15,2,0,6,2,0,0,0,1,0,0,,,,,,,,,,,1105,0,24,1129,1773
,5,COAHUILA,1,ACUÑA,2,ACUÑA,19,14,554,1507,1164,57,53,103,38,552,24,1733,33,47,2,26,16,10,4,0,8,3,1,3,,,,,,,,,,,5938,0,163,6101,10152
,5,COAHUILA,1,ACUÑA,2,ACUÑA,20,2,53,146,63,4,6,3,4,47,2,126,7,5,1,0,3,3,2,0,2,0,0,1,,,,,,,,,,,478,0,25,503,954
,5,COAHUILA,1,ACUÑA,2,ACUÑA,21,2,60,199,79,5,4,8,5,42,10,149,5,15,1,3,0,3,1,1,0,0,0,0,,,,,,,,,,,590,0,19,609,1111
,5,COAHUILA,1,ACUÑA,2,ACUÑA,22,2,50,163,77,7,6,4,5,36,1,112,1,4,1,1,3,2,0,0,0,1,0,0,,,,,,,,,,,474,0,11,485,801
,5,COAHUILA,1,ACUÑA,2,ACUÑA,23,1,35,126,41,4,4,3,5,35,1,55,0,6,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,317,0,10,327,571
,5,COAHUILA,1,ACUÑA,2,ACUÑA,24,1,35,129,41,7,4,2,4,24,2,71,1,5,0,0,3,1,1,0,2,3,0,0,,,,,,,,,,,335,0,6,341,627
,5,COAHUILA,1,ACUÑA,2,ACUÑA,25,3,91,246,76,9,8,8,7,67,0,221,3,4,0,1,7,2,2,1,3,2,0,0,,,,,,,,,,,758,0,7,765,1284
,5,COAHUILA,1,ACUÑA,2,ACUÑA,26,2,63,152,43,9,3,6,6,40,1,173,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,499,0,9,508,770
,5,COAHUILA,1,ACUÑA,2,ACUÑA,27,2,36,170,82,5,3,6,2,35,3,107,4,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,456,0,18,474,881
,5,COAHUILA,1,ACUÑA,2,ACUÑA,28,2,65,244,165,7,6,10,4,33,5,219,5,10,0,2,1,5,0,0,2,0,0,1,,,,,,,,,,,784,0,24,808,1364
,5,COAHUILA,1,ACUÑA,2,ACUÑA,29,3,98,257,204,79,6,23,5,69,8,236,6,8,0,1,7,4,0,0,2,0,0,2,,,,,,,,,,,1015,0,24,1039,1745
,5,COAHUILA,1,ACUÑA,2,ACUÑA,30,2,88,297,57,3,3,15,13,53,7,225,3,4,0,0,5,0,0,0,1,0,0,0,,,,,,,,,,,774,0,5,779,1305
,5,COAHUILA,1,ACUÑA,2,ACUÑA,31,9,285,992,655,39,45,52,63,294,14,1159,16,38,1,19,13,8,6,1,3,1,0,0,,,,,,,,,,,3704,0,98,3802,6622
,5,COAHUILA,1,ACUÑA,2,ACUÑA,32,2,55,178,71,7,6,4,1,35,1,124,4,7,0,0,0,0,1,0,1,1,0,1,,,,,,,,,,,497,0,14,511,881
,5,COAHUILA,1,ACUÑA,2,ACUÑA,33,10,302,859,759,40,41,53,26,372,22,1103,16,35,4,9,11,8,2,0,10,3,2,2,,,,,,,,,,,3679,0,84,3763,6775
,5,COAHUILA,1,ACUÑA,2,ACUÑA,34,6,240,712,529,29,24,35,16,185,18,604,15,20,1,4,3,4,1,0,2,0,0,4,,,,,,,,,,,2446,0,87,2533,4484
,5,COAHUILA,1,ACUÑA,2,ACUÑA,35,6,186,709,454,32,30,33,21,231,11,578,8,22,1,4,7,10,0,1,6,4,0,3,,,,,,,,,,,2351,0,90,2441,4477
,5,COAHUILA,1,ACUÑA,2,ACUÑA,36,2,79,196,151,5,5,10,6,65,4,227,4,14,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,770,0,43,813,1434
,5,COAHUILA,1,ACUÑA,2,ACUÑA,37,2,71,139,164,6,4,9,1,49,2,164,2,10,0,2,2,1,0,0,0,1,0,0,,,,,,,,,,,627,0,22,649,1232
,5,COAHUILA,1,ACUÑA,2,ACUÑA,41,10,290,920,600,51,39,46,20,283,16,930,13,27,0,10,2,9,3,0,3,1,0,3,,,,,,,,,,,3266,0,64,3330,6555
,5,COAHUILA,5,MONCLOVA,3,ALLENDE,42,4,238,309,,16,13,126,18,106,5,625,19,15,4,19,5,6,1,0,5,1,0,0,,,,,,,,,,,1531,0,37,1568,2598
,5,COAHUILA,5,MONCLOVA,3,ALLENDE,43,3,162,225,,10,10,83,21,62,3,262,11,47,1,7,1,0,1,0,2,1,0,0,,,,,,,,,,,909,0,24,933,1591
,5,COAHUILA,5,MONCLOVA,3,ALLENDE,44,2,153,180,,10,3,53,5,36,0,199,10,4,0,6,2,1,0,0,0,1,0,1,,,,,,,,,,,664,0,16,680,1075
,5,COAHUILA,5,MONCLOVA,3,ALLENDE,45,1,72,92,,3,3,44,5,33,1,167,4,4,2,2,0,1,3,0,0,0,0,0,,,,,,,,,,,436,0,7,443,746
,5,COAHUILA,5,MONCLOVA,3,ALLENDE,46,2,102,130,,5,5,31,5,32,0,185,9,6,1,1,2,3,1,0,0,0,0,0,,,,,,,,,,,518,0,19,537,842
,5,COAHUILA,5,MONCLOVA,3,ALLENDE,47,3,153,257,,11,7,91,10,80,4,369,9,8,1,9,2,6,0,0,1,1,0,0,,,,,,,,,,,1019,0,23,1042,1663
,5,COAHUILA,5,MONCLOVA,3,ALLENDE,48,1,63,125,,10,9,31,3,34,0,146,5,3,0,2,0,0,3,0,0,0,0,0,,,,,,,,,,,434,0,21,455,715
,5,COAHUILA,5,MONCLOVA,3,ALLENDE,49,2,113,165,,2,5,52,3,43,2,244,7,8,1,6,4,6,1,0,1,1,0,0,,,,,,,,,,,664,0,15,679,1159
,5,COAHUILA,5,MONCLOVA,3,ALLENDE,50,2,106,171,,7,5,62,6,57,1,250,10,6,2,1,4,5,1,0,1,2,0,0,,,,,,,,,,,697,0,26,723,1183
,5,COAHUILA,5,MONCLOVA,3,ALLENDE,51,3,219,260,,14,15,95,11,84,0,431,18,15,2,15,4,9,1,0,0,1,0,0,,,,,,,,,,,1194,1,31,1226,2155
,5,COAHUILA,5,MONCLOVA,3,ALLENDE,52,1,74,84,,5,0,30,3,28,2,121,6,6,1,3,0,2,1,0,0,0,0,0,,,,,,,,,,,366,0,23,389,678
,5,COAHUILA,5,MONCLOVA,3,ALLENDE,53,2,90,120,,4,10,28,2,38,0,163,7,1,0,7,1,1,0,0,1,0,0,1,,,,,,,,,,,474,0,11,485,766
,5,COAHUILA,5,MONCLOVA,3,ALLENDE,54,2,140,812,,9,10,73,5,59,1,296,11,10,4,10,5,1,0,0,0,0,0,0,,,,,,,,,,,1446,0,31,1477,1269
,5,COAHUILA,5,MONCLOVA,3,ALLENDE,55,2,154,288,,9,3,51,1,43,4,233,3,5,1,5,0,5,1,0,1,0,1,0,,,,,,,,,,,808,0,23,831,1306
,5,COAHUILA,5,MONCLOVA,3,ALLENDE,56,1,11,45,,0,1,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,73,0,0,73,120
,5,COAHUILA,12,RAMOS ARIZPE,4,ARTEAGA,57,6,720,842,333,56,25,31,38,386,22,23,7,2,7,1,9,9,3,0,8,4,0,3,,,,,,,,,,,2529,3,65,2597,4087
,5,COAHUILA,12,RAMOS ARIZPE,4,ARTEAGA,58,1,154,148,45,7,3,4,6,39,3,7,1,1,0,0,2,5,2,0,3,0,0,0,,,,,,,,,,,430,1,13,444,628
,5,COAHUILA,12,RAMOS ARIZPE,4,ARTEAGA,59,3,235,388,138,30,14,11,23,190,12,7,0,0,0,0,7,4,2,0,0,4,0,5,,,,,,,,,,,1070,0,20,1090,1760
,5,COAHUILA,12,RAMOS ARIZPE,4,ARTEAGA,61,1,23,140,3,4,2,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,185,0,6,191,274
,5,COAHUILA,12,RAMOS ARIZPE,4,ARTEAGA,63,2,70,243,61,23,9,4,12,136,8,3,1,1,1,0,2,4,1,0,5,2,0,2,,,,,,,,,,,588,0,15,603,1006
,5,COAHUILA,12,RAMOS ARIZPE,4,ARTEAGA,64,2,165,402,8,21,13,3,7,50,6,2,2,1,0,0,6,6,1,1,1,1,2,0,,,,,,,,,,,698,0,12,710,1041
,5,COAHUILA,12,RAMOS ARIZPE,4,ARTEAGA,66,1,84,254,7,9,4,5,5,46,0,2,2,2,0,0,1,7,0,0,5,0,0,1,,,,,,,,,,,434,0,20,454,654
,5,COAHUILA,12,RAMOS ARIZPE,4,ARTEAGA,67,1,18,73,10,4,2,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,115,0,2,117,138
,5,COAHUILA,12,RAMOS ARIZPE,4,ARTEAGA,68,1,26,122,5,5,7,3,6,9,2,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,,,,,,,,188,0,8,196,257
,5,COAHUILA,12,RAMOS ARIZPE,4,ARTEAGA,69,3,146,494,8,36,7,5,4,45,5,1,0,1,0,0,5,3,1,0,1,1,1,1,,,,,,,,,,,765,0,31,796,1181
,5,COAHUILA,12,RAMOS ARIZPE,4,ARTEAGA,70,1,90,169,4,10,3,2,3,30,0,0,0,1,0,0,1,2,0,0,0,0,0,0,,,,,,,,,,,315,0,10,325,455
,5,COAHUILA,12,RAMOS ARIZPE,4,ARTEAGA,71,1,34,96,5,6,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,148,0,1,149,192
,5,COAHUILA,12,RAMOS ARIZPE,4,ARTEAGA,72,1,40,98,0,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,,,,,,,,,,,145,0,5,150,193
,5,COAHUILA,12,RAMOS ARIZPE,4,ARTEAGA,73,1,12,146,4,6,1,0,0,10,0,1,0,0,0,1,1,2,1,0,0,0,0,3,,,,,,,,,,,188,0,8,196,255
,5,COAHUILA,12,RAMOS ARIZPE,4,ARTEAGA,74,1,56,215,3,5,6,0,0,16,1,0,0,0,1,0,4,5,0,0,1,0,0,0,,,,,,,,,,,313,0,13,326,472
,5,COAHUILA,12,RAMOS ARIZPE,4,ARTEAGA,75,3,144,974,25,40,15,6,18,130,18,5,1,0,0,0,9,7,5,1,3,0,0,4,,,,,,,,,,,1405,0,36,1441,2138
,5,COAHUILA,12,RAMOS ARIZPE,4,ARTEAGA,76,1,11,149,4,3,5,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,180,0,2,182,227
,5,COAHUILA,12,RAMOS ARIZPE,4,ARTEAGA,77,1,25,99,2,1,0,1,0,4,1,2,0,0,0,0,5,2,0,0,2,0,0,0,,,,,,,,,,,144,0,3,147,182
,5,COAHUILA,12,RAMOS ARIZPE,4,ARTEAGA,78,2,64,329,14,12,2,2,10,79,8,20,0,1,0,0,8,3,0,0,1,0,0,1,,,,,,,,,,,554,0,9,563,773
,5,COAHUILA,12,RAMOS ARIZPE,4,ARTEAGA,79,3,83,750,14,22,10,11,9,121,19,92,2,7,0,0,5,5,1,0,4,0,0,2,,,,,,,,,,,1157,0,39,1196,1798
,5,COAHUILA,12,RAMOS ARIZPE,4,ARTEAGA,80,1,29,176,5,6,5,1,2,17,2,0,0,0,0,0,5,0,0,0,1,0,0,0,,,,,,,,,,,249,0,3,252,324
,5,COAHUILA,5,MONCLOVA,5,CANDELA,81,1,167,208,,,5,1,8,,,0,0,0,2,0,3,0,1,0,,,,,,,,,,,,,,,395,0,9,404,485
,5,COAHUILA,5,MONCLOVA,5,CANDELA,82,2,281,390,,,1,2,9,,,1,2,1,0,0,6,3,3,0,,,,,,,,,,,,,,,699,0,17,716,853
,5,COAHUILA,5,MONCLOVA,5,CANDELA,83,1,106,145,,,0,6,0,,,6,1,1,0,0,0,1,0,0,,,,,,,,,,,,,,,266,0,4,270,295
,5,COAHUILA,6,FRONTERA,6,CASTAÑOS,84,4,340,532,31,14,49,66,16,215,25,77,5,4,2,1,2,3,1,1,5,0,0,3,,,,,,,,,,,1392,1,19,1412,2335
,5,COAHUILA,6,FRONTERA,6,CASTAÑOS,85,2,120,253,13,10,13,26,4,62,13,17,5,1,1,2,3,0,0,0,3,0,0,3,,,,,,,,,,,549,0,10,559,947
,5,COAHUILA,6,FRONTERA,6,CASTAÑOS,86,2,188,346,30,11,35,64,5,61,14,41,3,2,2,2,5,2,0,1,3,0,0,3,,,,,,,,,,,818,0,21,839,1448
,5,COAHUILA,6,FRONTERA,6,CASTAÑOS,87,3,284,358,26,9,69,78,13,96,7,52,7,3,0,2,7,7,2,0,3,1,0,1,,,,,,,,,,,1025,0,15,1040,1655
,5,COAHUILA,6,FRONTERA,6,CASTAÑOS,88,2,176,273,13,6,30,44,5,35,8,37,9,0,0,0,2,1,1,0,0,0,0,0,,,,,,,,,,,640,0,15,655,990
,5,COAHUILA,6,FRONTERA,6,CASTAÑOS,89,2,257,370,23,13,8,49,11,89,32,53,4,2,1,2,3,1,2,0,0,1,0,1,,,,,,,,,,,922,3,9,934,1499
,5,COAHUILA,6,FRONTERA,6,CASTAÑOS,90,3,277,419,27,11,40,60,15,136,29,58,8,2,1,1,5,7,0,0,2,1,0,1,,,,,,,,,,,1100,0,23,1123,1901
,5,COAHUILA,6,FRONTERA,6,CASTAÑOS,91,2,163,317,29,12,45,50,7,90,25,19,4,2,1,3,2,6,2,0,1,0,0,1,,,,,,,,,,,779,0,9,788,1266
,5,COAHUILA,6,FRONTERA,6,CASTAÑOS,92,2,133,99,12,10,23,37,5,61,18,30,0,0,0,0,1,0,0,0,1,1,0,0,,,,,,,,,,,431,0,8,439,814
,5,COAHUILA,6,FRONTERA,6,CASTAÑOS,93,1,111,187,8,4,18,29,6,36,9,19,5,2,1,0,2,1,0,0,2,0,0,0,,,,,,,,,,,440,0,11,451,702
,5,COAHUILA,6,FRONTERA,6,CASTAÑOS,94,3,233,322,16,9,24,68,40,93,25,40,11,1,5,0,1,2,1,0,5,0,0,1,,,,,,,,,,,897,1,24,922,1549
,5,COAHUILA,6,FRONTERA,6,CASTAÑOS,96,3,233,396,14,14,21,47,18,135,27,47,10,3,3,2,8,3,0,0,3,0,1,2,,,,,,,,,,,987,0,23,1010,1589
,5,COAHUILA,6,FRONTERA,6,CASTAÑOS,97,1,54,113,14,5,7,10,2,23,4,3,0,0,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,238,0,6,244,368
,5,COAHUILA,6,FRONTERA,6,CASTAÑOS,98,1,44,45,3,1,2,3,1,10,1,2,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,114,0,2,116,197
,5,COAHUILA,6,FRONTERA,6,CASTAÑOS,102,1,28,58,1,0,1,6,0,3,1,3,0,0,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,103,0,3,106,153
,5,COAHUILA,6,FRONTERA,6,CASTAÑOS,104,1,18,87,4,0,0,0,1,2,1,2,1,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,118,0,4,122,183
,5,COAHUILA,6,FRONTERA,6,CASTAÑOS,105,1,21,47,2,0,3,11,0,2,1,1,2,1,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,93,0,1,94,134
,5,COAHUILA,6,FRONTERA,6,CASTAÑOS,106,1,22,36,2,0,2,8,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,75,0,7,82,107
,5,COAHUILA,6,FRONTERA,6,CASTAÑOS,108,1,43,106,5,1,3,8,3,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,185,0,4,189,303
,5,COAHUILA,6,FRONTERA,6,CASTAÑOS,109,1,12,38,0,0,2,4,2,11,1,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,72,0,3,75,101
,5,COAHUILA,4,SAN PEDRO,7,CUATRO CIENEGAS,110,2,324,168,6,12,2,11,5,44,8,3,6,1,0,0,1,0,0,0,4,0,0,0,,,,,,,,,,,595,0,12,607,903
,5,COAHUILA,4,SAN PEDRO,7,CUATRO CIENEGAS,111,2,289,181,5,12,2,6,9,47,6,4,3,0,3,0,1,0,0,0,1,0,0,1,,,,,,,,,,,570,0,10,580,761
,5,COAHUILA,4,SAN PEDRO,7,CUATRO CIENEGAS,112,1,203,166,3,12,2,7,3,35,15,0,2,1,1,1,0,1,1,0,3,1,0,1,,,,,,,,,,,458,0,6,464,655
,5,COAHUILA,4,SAN PEDRO,7,CUATRO CIENEGAS,113,2,361,277,18,20,4,9,9,68,23,9,3,1,8,0,3,3,1,1,2,2,0,0,,,,,,,,,,,822,0,31,853,1342
,5,COAHUILA,4,SAN PEDRO,7,CUATRO CIENEGAS,114,2,197,177,3,18,6,11,7,42,20,3,3,0,3,0,3,1,0,0,3,0,0,0,,,,,,,,,,,497,0,16,513,753
,5,COAHUILA,4,SAN PEDRO,7,CUATRO CIENEGAS,115,2,229,163,2,12,4,10,14,53,19,2,2,4,2,1,4,1,1,0,7,2,0,0,,,,,,,,,,,532,0,14,546,813
,5,COAHUILA,4,SAN PEDRO,7,CUATRO CIENEGAS,116,4,753,475,20,35,12,15,5,89,31,9,14,5,7,2,10,6,1,0,6,3,1,1,,,,,,,,,,,1500,0,30,1530,2467
,5,COAHUILA,4,SAN PEDRO,7,CUATRO CIENEGAS,119,1,27,22,2,4,2,1,1,9,3,1,0,1,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,75,0,1,76,123
,5,COAHUILA,4,SAN PEDRO,7,CUATRO CIENEGAS,121,1,58,38,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,107,0,3,110,141
,5,COAHUILA,4,SAN PEDRO,7,CUATRO CIENEGAS,122,1,51,81,1,3,2,1,1,15,1,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,,,,,,,158,0,2,160,264
,5,COAHUILA,4,SAN PEDRO,7,CUATRO CIENEGAS,123,1,154,101,5,13,1,5,5,25,12,2,2,1,2,0,2,2,0,0,3,3,1,4,,,,,,,,,,,343,0,10,353,534
,5,COAHUILA,4,SAN PEDRO,7,CUATRO CIENEGAS,124,1,16,59,2,11,0,1,2,17,4,1,1,2,0,0,1,1,1,0,0,1,0,0,,,,,,,,,,,120,0,7,127,182
,5,COAHUILA,4,SAN PEDRO,7,CUATRO CIENEGAS,125,1,47,38,2,6,0,1,0,8,1,0,0,0,1,0,0,6,0,6,1,1,0,0,,,,,,,,,,,118,0,5,123,143
,5,COAHUILA,4,SAN PEDRO,7,CUATRO CIENEGAS,126,2,93,142,1,7,5,1,0,9,5,1,0,2,1,0,2,2,5,0,0,0,0,4,,,,,,,,,,,280,0,9,289,384
,5,COAHUILA,5,MONCLOVA,8,ESCOBEDO,127,1,,113,66,,0,,1,6,,,,,,,1,1,0,0,,,,,,,,,,,,,,,188,0,6,194,218
,5,COAHUILA,5,MONCLOVA,8,ESCOBEDO,128,1,,70,82,,0,,1,4,,,,,,,0,0,0,0,,,,,,,,,,,,,,,157,0,1,158,189
,5,COAHUILA,5,MONCLOVA,8,ESCOBEDO,129,1,,108,73,,2,,2,35,,,,,,,1,0,0,0,,,,,,,,,,,,,,,221,0,1,222,311
,5,COAHUILA,5,MONCLOVA,8,ESCOBEDO,130,3,,639,567,,0,,8,11,,,,,,,4,4,5,0,,,,,,,,,,,,,,,1238,0,17,1255,1637
,5,COAHUILA,7,MATAMOROS,9,FRANCISCO I. MADERO,131,3,199,390,41,67,116,17,42,375,25,9,1,0,1,1,3,6,1,0,9,1,4,8,,,,,,,,,,,1316,0,38,1354,2006
,5,COAHUILA,7,MATAMOROS,9,FRANCISCO I. MADERO,132,3,98,282,47,59,98,7,7,461,17,2,1,0,1,0,4,0,0,1,15,1,3,1,,,,,,,,,,,1105,2,14,1121,1656
,5,COAHUILA,7,MATAMOROS,9,FRANCISCO I. MADERO,133,2,52,118,13,47,8,4,5,247,11,0,0,0,1,0,0,0,0,0,10,3,1,3,,,,,,,,,,,523,0,14,537,788
,5,COAHUILA,7,MATAMOROS,9,FRANCISCO I. MADERO,134,4,173,351,28,114,12,16,11,892,37,7,3,0,0,0,1,1,1,0,17,8,2,16,,,,,,,,,,,1690,0,26,1716,2485
,5,COAHUILA,7,MATAMOROS,9,FRANCISCO I. MADERO,135,3,116,231,11,94,1,8,13,596,35,3,2,0,0,0,3,0,0,0,16,4,0,4,,,,,,,,,,,1137,0,9,1146,1560
,5,COAHUILA,7,MATAMOROS,9,FRANCISCO I. MADERO,136,2,52,160,10,67,104,3,6,378,23,1,0,0,0,0,1,0,0,0,19,1,1,1,,,,,,,,,,,827,0,5,832,978
,5,COAHUILA,7,MATAMOROS,9,FRANCISCO I. MADERO,137,2,120,201,5,71,9,12,5,371,24,5,2,1,0,1,0,1,0,0,13,5,2,5,,,,,,,,,,,853,0,18,871,1397
,5,COAHUILA,7,MATAMOROS,9,FRANCISCO I. MADERO,138,2,94,213,3,70,5,13,17,519,34,10,0,1,0,0,0,0,0,0,16,6,1,5,,,,,,,,,,,1007,0,12,1019,1434
,5,COAHUILA,7,MATAMOROS,9,FRANCISCO I. MADERO,139,2,62,178,4,35,8,1,11,335,11,6,1,0,1,0,0,0,0,0,11,8,0,6,,,,,,,,,,,678,1,9,688,976
,5,COAHUILA,7,MATAMOROS,9,FRANCISCO I. MADERO,140,2,48,84,5,36,2,3,3,211,11,2,0,0,0,0,0,0,0,0,5,1,1,1,,,,,,,,,,,413,0,6,419,518
,5,COAHUILA,7,MATAMOROS,9,FRANCISCO I. MADERO,141,2,50,176,6,38,3,3,11,296,20,2,0,0,0,0,0,1,0,0,11,3,0,5,,,,,,,,,,,625,0,11,636,825
,5,COAHUILA,7,MATAMOROS,9,FRANCISCO I. MADERO,142,2,82,136,9,41,3,8,5,334,15,3,2,0,1,0,1,1,0,0,8,5,1,4,,,,,,,,,,,659,0,12,671,892
,5,COAHUILA,7,MATAMOROS,9,FRANCISCO I. MADERO,143,3,103,185,8,83,7,8,9,488,29,3,2,0,2,0,4,0,0,0,21,4,3,4,,,,,,,,,,,963,0,14,977,1596
,5,COAHUILA,7,MATAMOROS,9,FRANCISCO I. MADERO,144,2,135,208,9,67,7,17,14,461,21,8,1,0,3,0,2,1,1,0,13,1,0,3,,,,,,,,,,,972,0,18,990,1392
,5,COAHUILA,7,MATAMOROS,9,FRANCISCO I. MADERO,145,2,98,177,7,82,13,8,5,434,13,9,1,0,0,0,1,0,0,0,16,2,0,7,,,,,,,,,,,873,0,19,892,1318
,5,COAHUILA,7,MATAMOROS,9,FRANCISCO I. MADERO,146,3,182,356,25,41,14,23,28,412,37,7,3,1,2,1,1,1,4,0,8,1,0,2,,,,,,,,,,,1149,0,26,1175,1601
,5,COAHUILA,7,MATAMOROS,9,FRANCISCO I. MADERO,147,4,169,400,9,123,16,22,10,746,42,13,3,0,0,0,10,1,0,0,23,13,0,4,,,,,,,,,,,1604,0,21,1625,2609
,5,COAHUILA,7,MATAMOROS,9,FRANCISCO I. MADERO,148,3,180,293,10,46,35,16,12,390,41,3,1,0,0,0,3,2,1,0,11,2,0,1,,,,,,,,,,,1047,0,13,1060,1690
