CLAVE,MUNICIPIO,SECCIÓN,CASILLA,PRI,PT,PVEM,PSD,PAN-PRD-PC-PANAL,PRI-PVEM,PAN-PRI-PRD-PT-PVEM-PC-PANAL-PSD,NULOS,NO REGISTRADOS
65,Palenque,974,B,16,132,4,3,102,0,,22,0
65,Palenque,974,C1,20,134,3,3,118,0,,36,0
65,Palenque,974,X1,13,182,16,1,19,0,,4,0
65,Palenque,974,X2,49,141,15,1,25,0,,10,0
65,Palenque,975,B,84,223,10,0,113,0,,0,0
65,Palenque,975,C1,61,189,4,2,148,0,,34,0
65,Palenque,975,X1,120,291,2,1,233,0,,11,0
65,Palenque,976,B,36,164,5,3,55,0,,32,3
65,Palenque,976,C1,19,170,0,0,67,0,,22,0
65,Palenque,976,C2,28,183,0,2,49,0,,11,1
66,Pantelho,977,B,70,0,112,0,58,0,,4,0
66,Pantelho,977,C1,84,0,91,1,57,0,,8,0
66,Pantelho,978,B,97,0,140,0,96,0,,22,0
66,Pantelho,978,C1,99,0,166,0,104,0,,20,0
66,Pantelho,978,C2,142,0,119,0,93,0,,24,1
66,Pantelho,979,B,127,0,110,1,105,0,,54,0
66,Pantelho,979,C1,95,0,92,0,167,0,,32,1
66,Pantelho,979,C2,109,0,141,0,111,0,,20,0
66,Pantelho,980,B,76,0,34,2,174,0,,0,0
66,Pantelho,980,C1,107,0,43,0,113,0,,16,0
66,Pantelho,980,X1,80,0,3,1,50,0,,6,0
66,Pantelho,981,B,150,0,59,0,249,0,,17,0
66,Pantelho,981,C1,198,6,58,0,202,0,,13,0
66,Pantelho,981,X1,82,0,1,0,52,0,,0,0
66,Pantelho,982,B,140,0,7,7,186,0,,11,0
66,Pantelho,982,C1,126,0,10,3,213,0,,13,0
66,Pantelho,982,X1,218,0,29,0,269,0,,33,0
66,Pantelho,982,X2,68,0,10,1,225,0,,13,0
66,Pantelho,983,B,52,0,1,2,112,0,,5,0
66,Pantelho,983,X1,74,0,8,0,62,0,,10,0
66,Pantelho,983,X2,56,0,42,0,72,0,,5,0
66,Pantelho,983,X3,95,0,0,1,140,0,,15,0
66,Pantelho,984,B,102,0,55,2,232,0,,13,1
66,Pantelho,984,X1,119,0,3,2,139,0,,2,0
66,Pantelho,984,X2,55,0,13,0,271,0,,6,0
67,Pantepec,985,B,166,60,13,136,180,0,,16,2
67,Pantepec,985,C1,141,89,9,114,175,0,,18,1
67,Pantepec,985,C2,170,83,10,107,172,0,,16,0
67,Pantepec,986,B,104,73,16,19,180,0,,9,0
67,Pantepec,986,C1,145,71,22,10,150,0,,9,0
67,Pantepec,986,X1,88,28,5,2,116,0,,2,0
67,Pantepec,987,B,164,70,7,182,168,0,,46,0
67,Pantepec,988,B,65,46,22,166,30,0,,6,0
67,Pantepec,988,X1,121,13,3,49,96,0,,2,0
67,Pantepec,988,X2,76,31,0,93,0,0,,4,0
67,Pantepec,989,B,97,112,4,14,82,0,,11,0
67,Pantepec,989,C1,93,91,13,18,86,0,,9,0
67,Pantepec,989,X1,84,90,2,27,54,0,,12,0
68,Pichucalco,990,B,290,7,7,4,105,0,,12,0
68,Pichucalco,990,C1,261,10,8,3,114,0,,27,0
68,Pichucalco,990,C2,277,13,5,0,136,0,,12,0
68,Pichucalco,990,C3,280,10,6,7,121,0,,17,0
68,Pichucalco,991,B,198,5,46,3,139,0,,16,0
68,Pichucalco,991,C1,289,8,3,6,104,0,,6,1
68,Pichucalco,992,B,245,3,4,8,85,0,,18,0
68,Pichucalco,992,C1,269,7,6,2,88,0,,15,0
68,Pichucalco,992,C2,256,5,3,5,79,0,,13,0
68,Pichucalco,993,B,197,4,3,6,77,0,,9,0
68,Pichucalco,993,C1,203,7,4,3,75,0,,9,0
68,Pichucalco,994,B,228,5,5,8,63,0,,3,0
68,Pichucalco,994,C1,225,7,4,3,59,0,,0,0
68,Pichucalco,995,B,344,9,8,2,91,0,,13,0
68,Pichucalco,995,C1,277,13,21,3,98,0,,12,0
68,Pichucalco,995,C2,304,8,7,3,89,0,,9,3
68,Pichucalco,996,B,109,5,5,1,109,0,,20,0
68,Pichucalco,996,C1,98,8,9,3,133,0,,15,3
68,Pichucalco,997,B,255,8,31,3,93,0,,23,0
68,Pichucalco,997,C1,245,20,19,3,122,0,,14,0
68,Pichucalco,998,B,214,12,7,2,134,0,,21,0
68,Pichucalco,998,X1,63,3,5,2,53,0,,7,0
68,Pichucalco,999,B,211,11,4,6,83,0,,20,4
68,Pichucalco,999,C1,197,15,6,5,93,0,,30,0
68,Pichucalco,1000,B,198,19,1,2,97,0,,24,2
68,Pichucalco,1000,X1,130,5,0,1,49,0,,7,0
68,Pichucalco,1001,B,225,41,17,4,126,0,,25,2
68,Pichucalco,1002,B,126,4,3,2,101,0,,23,1
68,Pichucalco,1002,C1,128,6,19,1,101,0,,14,2
68,Pichucalco,1003,B,144,70,10,3,76,0,,21,2
68,Pichucalco,1003,C1,145,57,13,0,64,0,,23,2
68,Pichucalco,1004,B,196,11,1,0,112,0,,7,0
68,Pichucalco,1004,X1,100,6,0,2,45,0,,19,0
68,Pichucalco,1005,B,156,4,1,2,37,0,,8,0
68,Pichucalco,1006,B,113,2,4,0,34,0,,6,0
68,Pichucalco,1006,X1,72,6,1,1,60,0,,4,0
68,Pichucalco,1007,B,121,36,31,4,140,0,,18,0
68,Pichucalco,1007,C1,127,23,16,2,179,0,,0,0
68,Pichucalco,1007,X1,189,4,6,2,70,0,,27,1
69,Pijijiapan,1008,B,0,27,0,0,163,87,,2,3
69,Pijijiapan,1008,C1,0,17,0,0,160,59,,21,0
69,Pijijiapan,1008,C2,0,24,0,0,167,82,,17,0
69,Pijijiapan,1008,X1,0,16,0,0,68,47,,4,0
69,Pijijiapan,1009,B,0,30,0,0,187,99,,17,0
69,Pijijiapan,1009,C1,0,39,0,0,189,95,,9,0
69,Pijijiapan,1010,B,0,30,0,0,141,100,,9,0
69,Pijijiapan,1010,C1,0,29,0,0,165,81,,4,0
69,Pijijiapan,1010,C2,0,30,0,0,142,113,,6,0
69,Pijijiapan,1010,C3,0,32,0,0,176,89,,13,3
69,Pijijiapan,1011,B,0,26,0,0,173,108,,8,0
69,Pijijiapan,1011,C1,0,34,0,0,165,96,,6,0
69,Pijijiapan,1011,C2,0,42,0,0,163,109,,6,0
69,Pijijiapan,1012,B,0,29,0,0,177,100,,12,0
69,Pijijiapan,1012,C1,0,18,0,0,204,84,,8,0
69,Pijijiapan,1013,B,0,16,0,0,170,41,,11,0
69,Pijijiapan,1014,B,0,24,0,0,174,125,,17,0
69,Pijijiapan,1014,C1,0,23,0,0,169,90,,20,0
69,Pijijiapan,1014,C2,0,18,0,0,206,114,,14,4
69,Pijijiapan,1014,C3,0,28,0,0,182,101,,12,0
69,Pijijiapan,1014,C4,0,31,0,0,201,96,,24,0
69,Pijijiapan,1015,B,0,22,0,0,185,94,,16,3
69,Pijijiapan,1016,B,0,9,0,0,153,117,,14,0
69,Pijijiapan,1016,C1,0,9,0,0,147,116,,14,0
69,Pijijiapan,1017,B,0,52,0,0,107,88,,9,1
69,Pijijiapan,1017,C1,0,48,0,0,117,98,,13,0
69,Pijijiapan,1017,C2,0,40,0,0,87,86,,15,0
69,Pijijiapan,1018,B,0,14,0,0,132,168,,8,0
69,Pijijiapan,1018,C1,0,25,0,0,144,160,,11,1
69,Pijijiapan,1018,X1,0,128,0,0,70,57,,7,0
69,Pijijiapan,1019,B,0,36,0,0,71,106,,7,0
69,Pijijiapan,1019,X1,0,154,0,0,113,76,,18,1
69,Pijijiapan,1020,B,0,14,0,0,242,68,,16,2
69,Pijijiapan,1020,X1,0,11,0,0,112,23,,0,0
69,Pijijiapan,1021,B,0,27,0,7,164,78,,30,0
69,Pijijiapan,1021,C1,0,25,0,0,167,50,,0,0
69,Pijijiapan,1021,X1,0,24,0,0,223,62,,19,0
69,Pijijiapan,1022,B,0,11,0,0,169,160,,17,3
69,Pijijiapan,1022,X1,0,21,0,0,154,117,,12,2
69,Pijijiapan,1023,B,0,16,0,0,186,68,,12,0
69,Pijijiapan,1024,B,0,18,0,0,158,44,,15,0
69,Pijijiapan,1024,X1,0,23,0,0,149,209,,32,0
69,Pijijiapan,1025,B,0,11,0,0,130,44,,3,3
69,Pijijiapan,1025,C1,0,12,0,0,104,48,,14,0
69,Pijijiapan,1026,B,0,13,0,0,163,118,,16,2
69,Pijijiapan,1026,C1,0,17,0,0,159,115,,9,0
69,Pijijiapan,1027,B,0,17,0,0,98,97,,11,0
69,Pijijiapan,1027,X1,0,8,0,0,69,40,,13,0
69,Pijijiapan,1028,B,0,10,0,0,109,116,,5,0
69,Pijijiapan,1028,C1,0,5,0,0,112,108,,7,0
69,Pijijiapan,1028,X1A,0,13,0,0,204,87,,9,0
69,Pijijiapan,1028,X1B,0,11,0,0,172,95,,15,0
69,Pijijiapan,1029,B,0,7,0,0,168,40,,6,0
69,Pijijiapan,1029,C1,0,3,0,0,147,58,,6,0
69,Pijijiapan,1029,X1,0,13,0,0,65,51,,9,0
69,Pijijiapan,1030,B,0,19,0,0,167,113,,16,0
69,Pijijiapan,1030,C1,0,8,0,0,195,112,,15,0
69,Pijijiapan,1031,B,0,32,0,0,116,151,,19,6
69,Pijijiapan,1031,X1,0,14,0,0,65,178,,19,1
69,Pijijiapan,1032,B,0,21,0,0,136,131,,27,0
69,Pijijiapan,1032,X1A,0,7,0,0,80,69,,11,0
69,Pijijiapan,1032,X1B,0,14,0,0,66,70,,15,0
69,Pijijiapan,1033,B,0,9,0,0,178,136,,15,0
69,Pijijiapan,1033,C1,0,9,0,0,178,136,,15,0
70,El Porvenir,1034,B,136,120,41,12,100,0,,25,0
70,El Porvenir,1034,C1,125,133,27,8,87,0,,33,0
70,El Porvenir,1034,C2,116,151,26,3,122,0,,20,0
70,El Porvenir,1034,X1,34,102,8,0,90,0,,12,0
70,El Porvenir,1035,B,70,155,84,1,110,0,,8,0
70,El Porvenir,1035,C1,64,153,66,1,135,0,,0,1
70,El Porvenir,1036,B,53,166,44,6,49,0,,9,0
70,El Porvenir,1036,C1,60,124,50,2,72,0,,2,0
70,El Porvenir,1036,C2,80,139,37,0,70,0,,19,0
70,El Porvenir,1037,B,76,47,210,0,13,0,,12,0
70,El Porvenir,1037,C1,76,65,192,3,13,0,,8,0
70,El Porvenir,1037,X1,56,128,24,1,88,0,,4,0
70,El Porvenir,1038,B,149,216,17,1,94,0,,10,1
70,El Porvenir,1038,C1,162,181,27,3,78,0,,17,0
71,Pueblo Nuevo Solistauacán,1039,B,216,0,6,0,148,0,,20,0
71,Pueblo Nuevo Solistauacán,1039,C1,219,0,6,0,139,0,,25,0
71,Pueblo Nuevo Solistauacán,1039,C2,225,0,5,0,148,0,,21,0
71,Pueblo Nuevo Solistauacán,1040,B,200,0,9,0,116,0,,19,0
71,Pueblo Nuevo Solistauacán,1040,C1,200,0,18,0,108,0,,11,0
71,Pueblo Nuevo Solistauacán,1041,B,239,0,13,0,162,0,,25,0
71,Pueblo Nuevo Solistauacán,1041,C1,202,0,10,0,240,0,,24,0
71,Pueblo Nuevo Solistauacán,1041,C2,214,0,3,0,197,0,,23,0
71,Pueblo Nuevo Solistauacán,1041,C3,225,0,8,0,191,0,,18,0
71,Pueblo Nuevo Solistauacán,1042,B,232,0,0,0,329,0,,2,0
71,Pueblo Nuevo Solistauacán,1042,C1,266,0,0,0,313,0,,0,0
71,Pueblo Nuevo Solistauacán,1042,X1,37,0,0,0,49,0,,7,0
71,Pueblo Nuevo Solistauacán,1043,B,299,0,9,0,269,0,,23,3
71,Pueblo Nuevo Solistauacán,1043,X1,94,0,6,0,120,0,,18,0
117,San Andrés Duraznal,1043,X2,16,6,0,0,21,0,,1,0
71,Pueblo Nuevo Solistauacán,1044,B,239,0,2,0,196,0,,16,1
71,Pueblo Nuevo Solistauacán,1044,C1,206,0,2,0,196,0,,7,0
71,Pueblo Nuevo Solistauacán,1044,X1,67,0,2,0,481,0,,7,0
71,Pueblo Nuevo Solistauacán,1045,B,226,0,0,0,413,0,,5,0
71,Pueblo Nuevo Solistauacán,1045,C1,151,0,0,0,492,0,,1,0
71,Pueblo Nuevo Solistauacán,1045,C2,207,0,1,0,436,0,,1,0
71,Pueblo Nuevo Solistauacán,1046,B,228,0,0,0,197,0,,0,0
71,Pueblo Nuevo Solistauacán,1046,C1,10,0,0,0,414,0,,2,0
71,Pueblo Nuevo Solistauacán,1047,B,199,0,7,0,224,0,,26,0
71,Pueblo Nuevo Solistauacán,1047,C1,183,0,7,0,217,0,,24,0
71,Pueblo Nuevo Solistauacán,1047,C2,237,0,9,0,178,0,,29,0
71,Pueblo Nuevo Solistauacán,1048,B,227,0,3,0,157,0,,29,0
71,Pueblo Nuevo Solistauacán,1048,C1,177,0,3,0,212,0,,18,0
71,Pueblo Nuevo Solistauacán,1048,C2,223,0,6,0,173,0,,19,0
72,Rayón,1049,B,80,33,172,17,56,0,,23,0
72,Rayón,1049,C1,89,32,166,5,39,0,,33,3
72,Rayón,1049,C2,94,30,146,13,58,0,,28,0
72,Rayón,1050,B,170,25,192,12,84,0,,35,0
72,Rayón,1050,C1,131,51,155,19,82,0,,39,0
72,Rayón,1050,C2,122,46,176,6,96,0,,24,0
72,Rayón,1051,B,107,25,92,7,33,0,,15,0
72,Rayón,1051,C1,85,36,80,21,48,0,,14,0
72,Rayón,1051,X1,240,42,56,3,60,0,,27,0
73,Reforma,1052,B,34,20,62,19,126,0,,5,0
73,Reforma,1052,C1,22,28,85,9,138,0,,11,3
73,Reforma,1052,C2,19,42,76,6,147,0,,10,0
73,Reforma,1052,C3,22,31,75,7,135,0,,3,0
73,Reforma,1053,B,20,31,71,2,103,0,,13,0
73,Reforma,1053,C1,29,26,37,1,129,0,,0,0
73,Reforma,1054,B,20,43,51,7,92,0,,6,0
73,Reforma,1054,C1,23,22,62,7,82,0,,3,0
73,Reforma,1055,B,17,32,53,13,85,0,,6,0
73,Reforma,1055,C1,25,35,53,6,96,0,,11,0
73,Reforma,1056,B,11,33,63,5,122,0,,4,0
73,Reforma,1056,C1,10,37,56,3,125,0,,6,0
73,Reforma,1057,B,25,26,104,17,172,0,,12,0
73,Reforma,1057,C1,19,29,82,16,173,0,,11,0
73,Reforma,1057,C2,20,28,80,14,170,0,,15,0
73,Reforma,1057,C3,29,26,93,9,164,0,,14,0
73,Reforma,1058,B,31,11,60,17,99,0,,3,0
73,Reforma,1058,C1,18,10,77,19,82,0,,8,0
73,Reforma,1059,B,19,21,51,23,115,0,,13,0
73,Reforma,1059,C1,16,17,60,19,117,0,,0,0
73,Reforma,1060,B,17,17,72,26,113,0,,7,0
73,Reforma,1060,C1,17,13,89,27,113,0,,5,0
73,Reforma,1060,C2,24,20,50,23,121,0,,10,1
73,Reforma,1061,B,33,48,82,8,129,0,,14,0
73,Reforma,1061,C1,40,31,78,15,125,0,,5,0
73,Reforma,1062,B,13,21,75,6,123,0,,4,0
73,Reforma,1062,C1,11,32,70,8,124,0,,7,0
73,Reforma,1062,C2,10,15,78,11,125,0,,7,0
73,Reforma,1062,C3,17,31,78,10,131,0,,9,0
73,Reforma,1063,B,64,58,122,1,61,0,,6,1
73,Reforma,1063,X1,105,12,81,3,58,0,,16,0
73,Reforma,1064,B,48,11,60,29,54,0,,8,1
73,Reforma,1064,X1A,41,11,65,19,61,0,,8,2
73,Reforma,1064,X1B,48,11,60,29,54,0,,8,1
73,Reforma,1065,B,16,26,154,17,104,0,,13,0
73,Reforma,1065,X1,18,27,120,17,98,0,,9,0
73,Reforma,1066,B,48,25,136,20,144,0,,10,0
73,Reforma,1066,C1,30,34,127,27,150,0,,12,0
73,Reforma,1067,B,48,26,70,52,120,0,,21,0
73,Reforma,1067,X1,37,19,72,17,50,0,,7,0
73,Reforma,1068,B,15,87,57,6,86,0,,18,0
73,Reforma,1068,X1,24,18,105,23,68,0,,12,0
73,Reforma,1069,B,29,26,91,22,136,0,,8,0
73,Reforma,1069,C1,36,18,95,11,136,0,,14,0
73,Reforma,1069,X1,11,33,62,38,118,0,,13,2
74,Las Rosas,1070,B,0,58,0,17,175,71,,33,0
74,Las Rosas,1070,C1,0,62,0,24,179,78,,31,2
74,Las Rosas,1071,B,0,41,0,24,162,68,,28,0
74,Las Rosas,1071,C1,0,56,0,34,161,66,,41,0
74,Las Rosas,1071,X1,0,10,0,5,60,15,,5,0
74,Las Rosas,1072,B,0,34,0,14,115,45,,16,0
74,Las Rosas,1072,C1,0,40,0,15,112,60,,16,0
74,Las Rosas,1073,B,0,65,0,24,152,60,,34,2
74,Las Rosas,1073,C1,0,54,0,24,148,78,,27,0
74,Las Rosas,1074,B,0,51,0,43,172,73,,24,0
74,Las Rosas,1074,C1,0,75,0,41,158,83,,35,0
74,Las Rosas,1075,B,0,37,0,21,86,73,,15,0
74,Las Rosas,1075,C1,0,37,0,29,91,63,,13,1
74,Las Rosas,1076,B,0,72,0,13,169,65,,17,2
74,Las Rosas,1076,C1,0,58,0,15,175,67,,27,0
74,Las Rosas,1076,C2,0,50,0,18,148,92,,37,0
74,Las Rosas,1077,B,0,62,0,31,171,53,,18,0
74,Las Rosas,1077,C1,0,105,0,35,124,47,,27,0
74,Las Rosas,1078,B,0,38,0,38,200,55,,37,0
74,Las Rosas,1078,C1,0,46,0,35,208,36,,27,0
74,Las Rosas,1078,C2,0,50,0,33,205,71,,31,4
74,Las Rosas,1079,B,0,53,0,18,186,33,,37,0
74,Las Rosas,1079,C1,0,66,0,6,185,34,,18,0
74,Las Rosas,1079,C2,0,87,0,21,149,48,,24,0
74,Las Rosas,1080,B,0,32,0,23,130,53,,29,0
74,Las Rosas,1080,C1,0,51,0,26,109,69,,23,1
74,Las Rosas,1081,B,0,33,0,29,99,30,,13,2
74,Las Rosas,1081,C1,0,34,0,16,108,23,,41,0
75,Sabanilla,1082,B,85,17,67,146,96,0,,22,0
75,Sabanilla,1082,C1,97,24,52,149,144,0,,15,2
75,Sabanilla,1082,C2,112,27,58,154,112,0,,18,0
75,Sabanilla,1083,B,36,7,104,19,115,0,,28,0
75,Sabanilla,1083,X1A,114,4,141,7,135,0,,61,0
75,Sabanilla,1083,X1B,127,2,118,3,150,0,,11,0
75,Sabanilla,1084,B,132,6,21,9,136,0,,29,0
75,Sabanilla,1084,C1,176,5,19,6,100,0,,27,2
75,Sabanilla,1084,X1,128,2,110,55,131,0,,4,1
75,Sabanilla,1084,X2,107,21,27,9,132,0,,27,6
75,Sabanilla,1085,B,208,8,122,46,158,0,,0,0
75,Sabanilla,1085,C1,212,10,160,40,118,0,,49,0
75,Sabanilla,1086,B,189,9,109,49,144,0,,26,5
75,Sabanilla,1087,B,292,3,60,18,244,0,,5,0
75,Sabanilla,1087,C1,241,9,42,18,267,0,,7,0
75,Sabanilla,1087,X1A,99,6,37,31,191,0,,5,0
75,Sabanilla,1087,X1B,137,0,35,14,111,0,,6,0
75,Sabanilla,1088,B,125,13,71,77,141,0,,34,0
75,Sabanilla,1088,C1,99,14,54,52,185,0,,10,2
75,Sabanilla,1088,C2,91,12,56,59,168,0,,0,0
75,Sabanilla,1089,B,81,46,24,26,123,0,,10,3
75,Sabanilla,1089,C1,108,41,15,33,105,0,,8,0
75,Sabanilla,1089,X1,77,14,35,24,194,0,,18,15
75,Sabanilla,1090,B,118,32,77,25,181,0,,24,0
75,Sabanilla,1090,C1,89,29,45,20,158,0,,22,0
75,Sabanilla,1091,B,130,8,102,54,77,0,,14,4
75,Sabanilla,1091,C1,108,8,97,54,91,0,,24,4
76,Salto de Agua,1092,B,0,15,0,126,110,61,,8,2
76,Salto de Agua,1092,C1,0,25,0,108,125,51,,7,0
76,Salto de Agua,1092,C2,0,12,0,102,117,50,,19,0
76,Salto de Agua,1092,C3,0,14,0,103,131,44,,13,0
76,Salto de Agua,1093,B,0,20,0,144,124,69,,24,0
76,Salto de Agua,1093,C1,0,20,0,152,121,73,,16,0
76,Salto de Agua,1094,B,0,22,0,101,93,72,,28,0
76,Salto de Agua,1094,X1,0,10,0,2,9,54,,4,0
76,Salto de Agua,1095,B,0,6,0,109,27,50,,9,2
76,Salto de Agua,1095,C1,0,11,0,95,32,49,,12,0
76,Salto de Agua,1096,B,0,12,0,44,155,25,,27,1
76,Salto de Agua,1096,X1,0,20,0,134,81,41,,19,2
76,Salto de Agua,1096,X2,0,26,0,71,226,121,,31,1
76,Salto de Agua,1097,B,0,26,0,43,185,89,,24,0
76,Salto de Agua,1097,C1,0,37,0,46,125,99,,36,2
76,Salto de Agua,1098,B,0,21,0,37,153,109,,35,0
76,Salto de Agua,1098,C1,0,19,0,32,284,107,,40,0
76,Salto de Agua,1098,X1,0,19,0,32,284,107,,40,0
76,Salto de Agua,1098,X2,0,30,0,98,120,101,,0,0
76,Salto de Agua,1099,B,0,45,0,132,143,25,,43,0
76,Salto de Agua,1099,C1,0,32,0,140,159,32,,59,0
76,Salto de Agua,1100,B,0,27,0,162,126,85,,35,0
76,Salto de Agua,1100,C1,0,23,0,143,121,105,,31,0
76,Salto de Agua,1100,X1A,0,31,0,86,162,71,,29,0
76,Salto de Agua,1100,X1B,0,29,0,93,193,50,,24,2
76,Salto de Agua,1101,B,0,31,0,92,102,84,,31,0
76,Salto de Agua,1101,C1,0,11,0,80,96,57,,32,0
76,Salto de Agua,1102,B,0,13,0,57,181,61,,35,1
76,Salto de Agua,1102,C1,0,14,0,74,149,88,,43,0
76,Salto de Agua,1102,X1,0,177,0,42,101,16,,35,0
76,Salto de Agua,1103,B,0,55,0,200,185,42,,22,0
76,Salto de Agua,1103,C1,0,48,0,241,188,17,,31,0
76,Salto de Agua,1103,X1,0,41,0,85,36,10,,13,0
76,Salto de Agua,1104,B,0,61,0,213,147,25,,21,0
76,Salto de Agua,1104,C1,0,67,0,252,144,23,,27,0
76,Salto de Agua,1105,B,0,52,0,234,106,57,,43,0
76,Salto de Agua,1105,C1,0,61,0,179,131,67,,35,0
76,Salto de Agua,1106,B,0,27,0,46,227,39,,29,2
76,Salto de Agua,1106,C1,0,37,0,36,200,56,,34,0
76,Salto de Agua,1106,C2,0,27,0,34,238,23,,14,0
76,Salto de Agua,1106,X1,0,95,0,20,127,14,,12,0
76,Salto de Agua,1107,B,0,168,0,55,31,10,,6,0
76,Salto de Agua,1107,C1,0,196,0,41,41,6,,4,0
76,Salto de Agua,1107,X1A,0,97,0,63,73,79,,8,2
76,Salto de Agua,1107,X1B,0,91,0,41,111,60,,12,0
76,Salto de Agua,1108,B,0,108,0,192,133,16,,20,0
76,Salto de Agua,1108,C1,0,113,0,186,108,55,,0,0
76,Salto de Agua,1108,C2,0,87,0,221,132,41,,29,0
76,Salto de Agua,1109,B,0,40,0,81,215,98,,41,0
76,Salto de Agua,1109,C1,0,51,0,80,246,86,,37,0
76,Salto de Agua,1110,B,0,77,0,89,112,24,,9,0
76,Salto de Agua,1110,C1,0,83,0,51,140,28,,16,0
76,Salto de Agua,1110,X1,0,66,0,38,139,99,,14,0
76,Salto de Agua,1111,B,0,59,0,82,178,66,,23,0
76,Salto de Agua,1111,C1,0,42,0,86,182,67,,0,0
76,Salto de Agua,1111,C2,0,79,0,87,138,65,,33,0
76,Salto de Agua,1111,C3,0,83,0,85,190,62,,29,0
76,Salto de Agua,1112,B,0,44,0,73,310,114,,17,0
76,Salto de Agua,1112,C1,0,37,0,84,323,88,,27,0
76,Salto de Agua,1112,X1,0,107,0,162,122,85,,37,0
77,San Cristobal de las casas,1113,B,0,15,0,4,132,81,,19,0
77,San Cristobal de las casas,1113,C1,0,19,0,2,121,79,,17,0
77,San Cristobal de las casas,1113,C2,0,36,0,6,90,80,,39,4
77,San Cristobal de las casas,1113,C3,0,20,0,7,108,60,,13,0
77,San Cristobal de las casas,1113,C4,0,18,0,4,128,56,,15,0
77,San Cristobal de las casas,1114,B,0,22,0,9,135,82,,13,0
77,San Cristobal de las casas,1114,C1,0,37,0,8,125,51,,20,0
77,San Cristobal de las casas,1114,C2,0,54,0,13,116,61,,21,0
77,San Cristobal de las casas,1114,C3,0,45,0,10,114,70,,24,0
77,San Cristobal de las casas,1114,C4,0,64,0,12,126,67,,17,0
77,San Cristobal de las casas,1114,C5,0,71,0,13,104,60,,23,0
77,San Cristobal de las casas,1114,C6,0,36,0,9,113,67,,20,0
77,San Cristobal de las casas,1114,C7,0,56,0,10,111,71,,18,0
77,San Cristobal de las casas,1114,C8,0,45,0,12,127,68,,22,0
77,San Cristobal de las casas,1114,C9,0,32,0,9,131,75,,17,0
77,San Cristobal de las casas,1115,B,0,80,0,10,59,87,,39,0
77,San Cristobal de las casas,1115,C1,0,92,0,13,49,19,,38,0
77,San Cristobal de las casas,1115,C2,0,89,0,5,76,61,,31,0
77,San Cristobal de las casas,1115,C3,0,77,0,3,86,64,,21,6
77,San Cristobal de las casas,1116,B,0,21,0,10,106,39,,11,0
77,San Cristobal de las casas,1116,C1,0,39,0,9,97,40,,11,2
77,San Cristobal de las casas,1116,C2,0,46,0,8,98,52,,19,0
77,San Cristobal de las casas,1116,C3,0,24,0,8,111,31,,24,0
77,San Cristobal de las casas,1116,C4,0,21,0,6,92,51,,6,0
77,San Cristobal de las casas,1117,B,0,31,0,14,107,48,,10,0
77,San Cristobal de las casas,1117,C1,0,28,0,12,106,40,,15,0
77,San Cristobal de las casas,1117,C2,0,25,0,9,126,49,,11,0
77,San Cristobal de las casas,1117,C3,0,16,0,11,111,56,,7,0
77,San Cristobal de las casas,1118,B,0,33,0,6,135,78,,32,0
77,San Cristobal de las casas,1118,C1,0,42,0,10,115,49,,28,2
77,San Cristobal de las casas,1119,B,0,30,0,8,77,76,,16,2
77,San Cristobal de las casas,1119,C1,0,26,0,10,91,78,,14,0
77,San Cristobal de las casas,1119,C2,0,22,0,7,85,78,,15,0
77,San Cristobal de las casas,1120,B,0,9,0,5,98,57,,29,0
77,San Cristobal de las casas,1120,C1,0,10,0,7,71,72,,12,0
77,San Cristobal de las casas,1120,C2,0,13,0,7,89,71,,16,3
77,San Cristobal de las casas,1120,C3,0,10,0,5,95,77,,16,0
77,San Cristobal de las casas,1121,B,0,6,0,5,126,71,,15,0
77,San Cristobal de las casas,1121,C1,0,19,0,6,110,58,,17,0
77,San Cristobal de las casas,1121,C2,0,5,0,10,104,53,,23,195
77,San Cristobal de las casas,1121,C3,0,7,0,16,127,66,,12,0
77,San Cristobal de las casas,1122,B,0,10,0,7,142,52,,21,0
77,San Cristobal de las casas,1122,C1,0,9,0,10,106,51,,12,0
77,San Cristobal de las casas,1122,C2,0,9,0,13,122,56,,16,0
77,San Cristobal de las casas,1123,B,0,6,0,7,107,54,,14,0
77,San Cristobal de las casas,1123,C1,0,5,0,7,119,46,,4,0
77,San Cristobal de las casas,1124,B,0,8,0,9,97,82,,13,0
77,San Cristobal de las casas,1124,C1,0,2,0,8,100,73,,14,0
77,San Cristobal de las casas,1124,C2,0,3,0,13,100,85,,12,0
77,San Cristobal de las casas,1125,B,0,19,0,10,110,60,,21,0
77,San Cristobal de las casas,1125,C1,0,20,0,7,108,73,,18,1
77,San Cristobal de las casas,1125,C2,0,26,0,9,79,95,,30,0
77,San Cristobal de las casas,1126,B,0,9,0,20,99,67,,18,0
77,San Cristobal de las casas,1126,C1,0,2,0,9,107,70,,17,0
77,San Cristobal de las casas,1126,C2,0,7,0,14,118,60,,16,0
77,San Cristobal de las casas,1127,B,0,3,0,10,120,81,,20,0
77,San Cristobal de las casas,1127,C1,0,3,0,8,129,57,,17,0
77,San Cristobal de las casas,1127,C2,0,7,0,5,116,75,,18,0
77,San Cristobal de las casas,1127,C3,0,4,0,12,108,83,,19,0
77,San Cristobal de las casas,1128,B,0,18,0,11,114,75,,12,1
77,San Cristobal de las casas,1128,C1,0,27,0,11,105,83,,19,0
77,San Cristobal de las casas,1128,C2,0,24,0,12,111,65,,12,0
