CLAVE,MUNICIPIO,SECCIÓN,CASILLA,PRI,PT,PVEM,PSD,PAN-PRD-PC-PANAL,PRI-PVEM,PAN-PRI-PRD-PT-PVEM-PC-PANAL-PSD,NULOS,NO REGISTRADOS
2,Acala,14,B,167,112,125,0,112,0,,0,0
2,Acala,14,X1,20,150,26,4,74,0,,16,0
2,Acala,15,B,56,78,199,3,211,0,,34,0
2,Acala,15,X1,11,17,47,0,59,0,,10,0
2,Acala,16,B,24,206,68,0,182,0,,24,0
2,Acala,16,C1,25,179,82,1,175,0,,21,3
2,Acala,17,B,43,153,51,2,135,0,,15,1
2,Acala,17,C1,47,140,58,5,144,0,,20,1
2,Acala,17,C2,30,163,57,0,167,0,,18,0
2,Acala,18,B,9,37,106,2,106,0,,10,0
2,Acala,18,X1,15,109,9,6,79,0,,27,0
2,Acala,19,B,37,119,95,1,140,0,,6,0
2,Acala,19,C1,27,97,83,0,151,0,,0,0
2,Acala,19,C2,47,98,84,4,135,0,,18,0
2,Acala,19,X1,4,56,44,1,68,0,,7,1
2,Acala,20,B,118,107,50,0,129,0,,12,0
2,Acala,20,C1,67,130,43,1,168,0,,20,0
3,Acapetahua,21,B,25,74,94,33,19,0,,6,0
3,Acapetahua,21,C1,29,93,90,50,13,0,,6,0
3,Acapetahua,22,B,23,128,136,66,35,0,,2,0
3,Acapetahua,22,C1,29,142,110,42,61,0,,6,0
3,Acapetahua,23,B,30,145,90,40,33,0,,6,0
3,Acapetahua,23,C1,25,110,103,49,24,0,,5,0
3,Acapetahua,24,B,26,87,103,79,28,0,,9,0
3,Acapetahua,24,C1,21,107,70,83,27,0,,9,0
3,Acapetahua,24,C2,28,102,63,78,19,0,,4,0
3,Acapetahua,25,B,29,129,72,70,32,0,,17,0
3,Acapetahua,25,C1,26,134,70,47,30,0,,20,0
3,Acapetahua,25,C2,32,95,54,74,34,0,,17,0
3,Acapetahua,26,B,17,184,36,15,15,0,,2,0
3,Acapetahua,26,C1,10,172,45,21,0,0,,0,0
3,Acapetahua,26,X1A,34,149,72,50,20,0,,7,2
3,Acapetahua,26,X1B,14,111,69,43,43,0,,15,0
3,Acapetahua,27,B,37,164,80,71,27,0,,16,3
3,Acapetahua,27,C1,25,190,88,49,26,0,,10,1
3,Acapetahua,28,B,70,193,81,33,28,0,,20,0
3,Acapetahua,28,C1,100,180,92,51,28,0,,13,0
3,Acapetahua,28,X1,24,90,53,15,12,0,,3,0
3,Acapetahua,29,B,31,203,101,27,28,0,,9,0
3,Acapetahua,29,C1,35,267,80,15,12,0,,9,0
3,Acapetahua,30,B,47,51,33,65,27,0,,7,0
3,Acapetahua,30,C1,44,63,43,60,36,0,,9,0
3,Acapetahua,31,B,62,148,51,39,32,0,,9,0
3,Acapetahua,31,C1,49,160,69,26,20,0,,13,0
3,Acapetahua,32,B,22,46,128,100,25,0,,8,0
3,Acapetahua,32,X1,45,50,81,71,17,0,,8,0
3,Acapetahua,33,B,16,144,185,22,52,0,,15,0
3,Acapetahua,34,B,69,110,72,59,76,0,,11,0
3,Acapetahua,34,C1,58,119,70,65,63,0,,14,0
3,Acapetahua,34,C2,36,160,60,71,65,0,,0,0
4,Altamirano,35,B,184,6,53,76,62,0,,18,0
4,Altamirano,35,C1,162,6,63,46,92,0,,23,0
4,Altamirano,35,C2,163,11,33,56,59,0,,34,0
4,Altamirano,35,C3,146,10,52,55,83,0,,17,0
4,Altamirano,36,B,151,10,24,111,92,0,,16,0
4,Altamirano,36,C1,133,4,36,90,95,0,,22,0
4,Altamirano,36,C2,137,3,59,67,93,0,,24,0
4,Altamirano,37,B,117,5,64,59,95,0,,22,5
4,Altamirano,37,C1,141,8,92,83,81,0,,14,0
4,Altamirano,37,C2,164,11,67,75,67,0,,15,5
4,Altamirano,37,C3,108,13,79,88,64,0,,11,0
4,Altamirano,38,B,93,8,68,30,109,0,,11,0
4,Altamirano,38,C1,111,7,64,47,91,0,,9,0
4,Altamirano,38,X1,40,0,4,2,13,0,,1,0
4,Altamirano,39,B,118,16,98,8,96,0,,11,0
4,Altamirano,39,C1,99,8,111,4,94,0,,12,2
4,Altamirano,39,X1,39,3,53,35,24,0,,10,0
4,Altamirano,40,B,119,14,86,132,158,0,,19,0
4,Altamirano,40,C1,165,9,44,132,102,0,,42,0
4,Altamirano,40,X1,88,5,67,30,25,0,,13,0
4,Altamirano,40,X2,114,3,8,86,28,0,,7,1
4,Altamirano,41,B,159,2,55,117,79,0,,8,0
4,Altamirano,41,C1,182,5,53,98,60,0,,14,0
4,Altamirano,41,X1,161,1,63,64,11,0,,9,0
4,Altamirano,42,B,186,9,45,53,103,0,,25,0
4,Altamirano,42,C1,188,22,69,40,100,0,,22,0
4,Altamirano,42,X1,180,6,24,70,77,0,,7,0
4,Altamirano,42,X2,184,4,60,1,23,0,,15,0
4,Altamirano,43,B,184,5,152,90,30,0,,17,1
4,Altamirano,43,C1,185,11,120,94,31,0,,14,2
5,Amatan,44,B,153,0,97,0,185,0,,17,2
5,Amatan,44,C1,143,0,76,0,180,0,,24,0
5,Amatan,44,C2,185,0,77,0,178,0,,12,6
5,Amatan,44,C3,120,0,85,0,220,0,,16,2
5,Amatan,45,B,100,0,97,0,98,0,,25,0
5,Amatan,45,X1,27,0,28,0,10,0,,3,0
5,Amatan,46,B,62,0,54,0,23,0,,9,0
5,Amatan,46,X1,65,0,72,0,27,0,,9,0
5,Amatan,47,B,28,0,35,0,216,0,,17,0
5,Amatan,48,B,129,0,103,0,117,0,,16,0
5,Amatan,48,C1* **,163,0,102,0,106,0,,12,0
5,Amatan,48,X1,154,0,93,0,147,0,,19,6
5,Amatan,49,B* **,171,7,47,0,97,0,,19,5
5,Amatan,49,X1,73,0,63,0,113,0,,6,1
5,Amatan,50,B* **,178,0,124,0,97,0,,51,0
5,Amatan,50,C1* **,163,0,115,0,137,0,,28,3
5,Amatan,51,B,82,0,90,0,102,0,,12,0
5,Amatan,51,C1,82,0,82,0,74,0,,9,0
5,Amatan,52,B,186,0,61,0,179,0,,19,0
5,Amatan,52,C1,153,0,100,0,151,0,,26,3
5,Amatan,53,B,166,0,212,0,144,0,,22,0
5,Amatan,53,C1,170,0,221,0,129,0,,21,0
6,Amatenango de la Frontera,54,B,69,26,168,0,121,0,,10,0
6,Amatenango de la Frontera,54,C1,61,39,169,0,139,0,,10,1
6,Amatenango de la Frontera,54,C2,75,27,188,0,86,0,,13,0
6,Amatenango de la Frontera,55,B,142,31,96,0,154,0,,15,4
6,Amatenango de la Frontera,55,X1,38,25,49,0,94,0,,12,0
6,Amatenango de la Frontera,56,B,125,42,62,0,91,0,,12,0
6,Amatenango de la Frontera,56,X1,55,64,86,0,95,0,,19,0
6,Amatenango de la Frontera,57,B,92,8,244,0,128,0,,17,0
6,Amatenango de la Frontera,57,C1,84,28,228,0,149,0,,18,0
6,Amatenango de la Frontera,58,B,137,46,62,0,144,0,,19,0
6,Amatenango de la Frontera,59,B,132,18,7,0,193,0,,12,0
6,Amatenango de la Frontera,59,X1,130,19,23,0,187,0,,13,0
6,Amatenango de la Frontera,60,B,169,9,16,0,288,0,,17,1
6,Amatenango de la Frontera,60,C1,205,8,7,0,240,0,,25,0
6,Amatenango de la Frontera,61,B,132,16,36,0,157,0,,15,1
6,Amatenango de la Frontera,61,C1,164,24,33,0,147,0,,14,0
6,Amatenango de la Frontera,61,C2,138,29,11,0,171,0,,10,0
6,Amatenango de la Frontera,62,B,49,120,82,0,81,0,,20,0
6,Amatenango de la Frontera,62,C1,42,133,85,0,91,0,,21,1
6,Amatenango de la Frontera,62,C2,47,130,95,0,83,0,,19,0
6,Amatenango de la Frontera,63,B,64,22,74,0,87,0,,12,0
6,Amatenango de la Frontera,64,B,52,30,99,0,90,0,,10,0
6,Amatenango de la Frontera,64,C1,55,28,84,0,100,0,,0,0
6,Amatenango de la Frontera,64,X1,130,26,192,1,166,0,,23,0
6,Amatenango de la Frontera,65,B,44,10,105,0,106,0,,16,0
6,Amatenango de la Frontera,65,C1,32,18,95,0,128,0,,13,0
6,Amatenango de la Frontera,65,X1,39,11,198,0,139,0,,22,0
6,Amatenango de la Frontera,66,B,39,18,242,0,84,0,,14,1
6,Amatenango de la Frontera,66,C1,55,7,231,0,66,0,,8,0
6,Amatenango de la Frontera,66,C2,62,11,223,0,75,0,,7,0
6,Amatenango de la Frontera,67,B,77,20,170,0,142,0,,15,0
6,Amatenango de la Frontera,67,C1,76,12,177,0,103,0,,30,0
6,Amatenango de la Frontera,67,X1,14,5,95,0,66,0,,9,0
7,Amatenango del Valle,68,B,224,0,54,0,148,0,,14,0
7,Amatenango del Valle,68,C1,209,0,46,0,168,0,,3,0
7,Amatenango del Valle,68,C2,202,0,45,0,173,0,,13,2
7,Amatenango del Valle,69,B,220,0,41,0,95,0,,8,0
7,Amatenango del Valle,69,C1,221,0,25,0,95,0,,13,0
7,Amatenango del Valle,70,B,78,0,164,0,229,0,,22,4
7,Amatenango del Valle,70,C1,84,0,140,0,244,0,,28,4
7,Amatenango del Valle,71,B,170,0,77,0,211,0,,23,3
7,Amatenango del Valle,71,C1,189,0,96,0,163,0,,26,3
8,Angel Albino Corzo,72,B,39,1,31,123,67,0,,4,0
8,Angel Albino Corzo,72,C1,42,4,26,141,46,0,,11,0
8,Angel Albino Corzo,72,C2,50,3,35,123,76,0,,13,1
8,Angel Albino Corzo,73,B,72,5,34,184,41,0,,8,0
8,Angel Albino Corzo,73,C1,78,6,49,179,51,0,,8,0
8,Angel Albino Corzo,73,C2,68,8,28,152,56,0,,17,0
8,Angel Albino Corzo,74,B,68,8,32,199,41,0,,15,2
8,Angel Albino Corzo,74,C1,67,9,25,200,49,0,,17,0
8,Angel Albino Corzo,75,B,41,13,36,129,34,0,,9,0
8,Angel Albino Corzo,75,C1,35,9,41,111,40,0,,7,1
8,Angel Albino Corzo,75,C2,44,3,40,137,43,0,,8,0
8,Angel Albino Corzo,76,B,78,5,99,226,68,0,,0,0
8,Angel Albino Corzo,76,C1,79,12,115,222,65,0,,17,0
8,Angel Albino Corzo,77,B,114,4,26,209,60,0,,18,0
8,Angel Albino Corzo,77,C1,56,9,22,246,77,0,,15,3
8,Angel Albino Corzo,78,B,53,11,77,240,38,0,,20,0
8,Angel Albino Corzo,78,C1,34,4,83,239,57,0,,18,0
8,Angel Albino Corzo,78,C2,44,16,60,198,83,0,,20,0
8,Angel Albino Corzo,79,B,12,6,38,242,25,0,,18,0
8,Angel Albino Corzo,79,X1,2,0,1,9,2,0,,2,0
8,Angel Albino Corzo,80,B,56,4,67,0,9,0,,18,0
8,Angel Albino Corzo,80,X1,64,43,83,276,10,0,,17,0
8,Angel Albino Corzo,81,B,54,2,30,86,6,0,,9,0
116,Montecristo de Guerrero,81,X1,88,0,103,0,170,0,,12,0
8,Angel Albino Corzo,82,B,43,6,86,122,34,0,,11,0
8,Angel Albino Corzo,82,C1,45,6,130,88,25,0,,8,0
116,Montecristo de Guerrero,83,B,63,0,166,0,196,0,,10,0
116,Montecristo de Guerrero,83,C1,67,0,162,0,206,0,,11,2
116,Montecristo de Guerrero,83,C2,54,0,213,0,170,0,,9,0
8,Angel Albino Corzo,84,B,101,3,20,122,26,0,,15,0
8,Angel Albino Corzo,84,C1,109,5,29,114,29,0,,24,0
8,Angel Albino Corzo,85,B,13,8,4,64,4,0,,2,0
116,Montecristo de Guerrero,86,B,122,0,169,0,86,0,,0,0
116,Montecristo de Guerrero,86,C1,96,0,138,0,121,0,,12,0
116,Montecristo de Guerrero,87,B,90,0,193,0,266,0,,21,0
116,Montecristo de Guerrero,87,X1,57,0,102,0,77,0,,7,0
9,Arriaga,88,B,0,17,0,126,74,57,,16,0
9,Arriaga,88,C1,0,20,0,123,83,70,,9,0
9,Arriaga,89,B,0,7,0,76,48,48,,8,0
9,Arriaga,89,C1,0,11,0,70,61,57,,7,0
9,Arriaga,90,B,0,17,0,68,48,37,,6,0
9,Arriaga,90,C1,0,7,0,54,45,33,,6,0
9,Arriaga,91,B,0,19,0,137,92,54,,17,0
9,Arriaga,91,C1,0,11,0,134,89,67,,15,0
9,Arriaga,91,C2,0,34,0,126,107,43,,14,0
9,Arriaga,92,B,0,9,0,72,90,39,,14,0
9,Arriaga,92,C1,0,5,0,67,80,33,,14,0
9,Arriaga,93,B,0,15,0,73,79,41,,9,0
9,Arriaga,93,C1,0,20,0,61,79,34,,13,0
9,Arriaga,94,B,0,17,0,67,85,129,,11,0
9,Arriaga,95,B,0,10,0,81,61,38,,8,0
9,Arriaga,95,C1,0,21,0,104,40,43,,10,1
9,Arriaga,95,C2,0,17,0,82,62,36,,19,2
9,Arriaga,96,B,0,15,0,89,55,87,,6,0
9,Arriaga,96,C1,0,21,0,83,46,76,,9,0
9,Arriaga,97,B,0,14,0,75,59,94,,13,0
9,Arriaga,97,C1,0,12,0,78,67,82,,0,0
9,Arriaga,98,B,0,24,0,137,77,53,,14,0
9,Arriaga,98,C1,0,18,0,145,75,41,,16,0
9,Arriaga,98,C2,0,18,0,131,74,58,,17,0
9,Arriaga,98,C3,0,14,0,122,67,57,,16,0
9,Arriaga,98,C4,0,18,0,126,69,53,,5,271
9,Arriaga,99,B,0,19,0,105,81,83,,16,0
9,Arriaga,99,C1,0,13,0,109,75,93,,8,0
9,Arriaga,100,B,0,17,0,104,43,68,,8,0
9,Arriaga,100,C1,0,13,0,121,58,49,,8,0
9,Arriaga,100,C2,0,14,0,109,65,48,,9,0
9,Arriaga,101,B,0,25,0,31,53,49,,12,0
9,Arriaga,102,B,0,9,0,50,65,23,,4,0
9,Arriaga,102,X1,0,3,0,10,64,13,,2,0
9,Arriaga,103,B,0,21,0,87,135,73,,21,0
9,Arriaga,103,C1,0,17,0,93,156,81,,25,0
9,Arriaga,104,B,0,14,0,56,207,40,,24,0
9,Arriaga,104,X1,0,42,0,112,70,48,,14,0
9,Arriaga,105,B,0,25,0,136,187,51,,21,0
9,Arriaga,106,B,0,45,0,67,108,84,,29,0
9,Arriaga,106,C1,0,45,0,77,126,84,,0,0
9,Arriaga,106,C2,0,35,0,82,99,92,,28,0
9,Arriaga,107,B,0,13,0,78,114,62,,9,0
9,Arriaga,108,B,0,2,0,11,28,14,,4,1
9,Arriaga,109,B,0,48,0,82,149,64,,18,2
9,Arriaga,109,X1,0,9,0,234,228,27,,15,0
9,Arriaga,110,B,0,37,0,91,92,121,,17,2
9,Arriaga,110,C1,0,28,0,98,112,84,,32,0
9,Arriaga,110,X1,0,21,0,36,38,10,,0,0
9,Arriaga,111,B,0,11,0,103,146,70,,14,0
9,Arriaga,111,C1,0,21,0,91,147,67,,16,0
9,Arriaga,112,B,0,19,0,85,201,92,,16,0
9,Arriaga,112,C1,0,19,0,118,185,60,,22,0
9,Arriaga,112,C2,0,11,0,101,164,91,,23,0
10,Bejucal de Ocampo,113,B,28,108,0,0,228,0,,6,0
10,Bejucal de Ocampo,113,C1,11,119,0,0,233,0,,8,0
10,Bejucal de Ocampo,114,B,13,133,0,0,177,0,,7,0
10,Bejucal de Ocampo,114,C1,7,117,0,0,183,0,,0,0
10,Bejucal de Ocampo,114,C2,5,150,0,0,168,0,,10,1
10,Bejucal de Ocampo,115,B,12,135,0,0,216,0,,6,0
10,Bejucal de Ocampo,115,C1,9,145,0,0,200,0,,0,6
11,Bella Vista,116,B,0,12,0,4,176,146,,18,2
11,Bella Vista,116,C1,0,15,0,2,190,128,,25,0
11,Bella Vista,117,B,0,3,0,3,173,172,,17,0
11,Bella Vista,117,C1,0,11,0,1,180,153,,10,0
11,Bella Vista,117,X1,0,3,0,3,93,107,,7,0
11,Bella Vista,118,B,0,6,0,2,173,205,,21,1
11,Bella Vista,119,B,0,6,0,5,99,91,,7,0
11,Bella Vista,120,B,0,7,0,0,149,153,,15,0
11,Bella Vista,120,C1,0,2,0,2,172,136,,16,0
11,Bella Vista,121,B,0,21,0,3,179,138,,30,0
11,Bella Vista,121,C1,0,11,0,2,199,126,,29,1
11,Bella Vista,122,B,0,12,0,2,288,180,,22,0
11,Bella Vista,123,B,0,7,0,1,145,59,,22,0
11,Bella Vista,123,X1,0,17,0,2,206,118,,18,0
11,Bella Vista,124,B,0,6,0,0,152,104,,7,0
11,Bella Vista,124,C1,0,20,0,3,154,75,,8,0
11,Bella Vista,124,X1,0,4,0,1,136,81,,24,0
11,Bella Vista,125,B,0,7,0,2,163,122,,21,0
11,Bella Vista,126,B,0,4,0,1,171,210,,7,0
11,Bella Vista,126,C1,0,2,0,1,186,188,,13,0
11,Bella Vista,127,B,0,4,0,2,133,115,,4,0
11,Bella Vista,127,X1,0,13,0,1,104,68,,0,0
11,Bella Vista,128,B,0,15,0,1,167,164,,16,0
11,Bella Vista,128,C1,0,16,0,0,151,203,,27,0
11,Bella Vista,128,C2,0,23,0,6,175,127,,20,0
11,Bella Vista,129,B,0,13,0,7,94,142,,21,0
12,Berriozabal,130,B,73,23,165,1,137,0,,12,0
12,Berriozabal,130,C1,77,46,148,0,136,0,,10,0
12,Berriozabal,130,C2,83,47,148,1,136,0,,18,0
12,Berriozabal,130,C3,78,33,177,3,112,0,,14,0
12,Berriozabal,131,B,73,11,87,1,137,0,,8,0
12,Berriozabal,131,C1,75,17,121,3,111,0,,10,2
12,Berriozabal,131,C2,73,17,120,8,100,0,,6,0
12,Berriozabal,131,C3,59,9,119,2,116,0,,10,2
12,Berriozabal,132,B,59,10,82,12,181,0,,8,0
12,Berriozabal,132,C1,75,15,94,3,152,0,,7,1
12,Berriozabal,132,C2,71,14,119,4,147,0,,8,1
12,Berriozabal,133,B,58,8,98,2,142,0,,11,0
12,Berriozabal,133,C1,73,9,121,2,105,0,,9,0
12,Berriozabal,133,C2,58,10,91,1,113,0,,15,0
12,Berriozabal,134,B,76,20,97,2,175,0,,12,0
12,Berriozabal,134,C1,69,12,103,1,173,0,,9,0
12,Berriozabal,134,C2,66,21,111,2,146,0,,17,0
12,Berriozabal,135,B,87,16,132,3,198,0,,10,0
12,Berriozabal,135,C1,111,44,121,2,169,0,,16,0
12,Berriozabal,135,C2,124,15,115,5,150,0,,14,0
12,Berriozabal,136,B,45,9,99,1,76,0,,6,0
12,Berriozabal,136,C1,45,14,120,2,83,0,,5,0
12,Berriozabal,136,C2,88,12,92,2,83,0,,9,1
12,Berriozabal,136,C3,60,15,139,0,70,0,,10,1
12,Berriozabal,136,C4,63,15,102,3,70,0,,12,0
12,Berriozabal,136,C5,55,15,102,0,85,0,,11,3
12,Berriozabal,137,B,102,6,109,3,85,0,,0,0
12,Berriozabal,137,C1,76,7,122,0,90,0,,0,0
12,Berriozabal,138,B,168,7,196,2,66,0,,12,0
12,Berriozabal,138,C1,187,14,225,2,64,0,,13,2
12,Berriozabal,139,B,115,3,31,0,75,0,,2,0
12,Berriozabal,139,X1,57,3,31,1,19,0,,2,0
12,Berriozabal,140,B,172,4,77,1,110,0,,17,3
12,Berriozabal,141,B,139,13,87,2,87,0,,12,0
12,Berriozabal,142,B,238,13,76,0,122,0,,17,0
12,Berriozabal,142,C1,242,16,60,5,123,0,,13,0
12,Berriozabal,143,B,73,8,161,2,100,0,,11,1
13,Bochil,144,B,161,46,84,0,124,0,,22,0
13,Bochil,144,C1,182,49,78,0,107,0,,26,0
13,Bochil,144,C2,167,35,72,0,131,0,,16,1
13,Bochil,145,B,124,27,80,0,113,0,,16,0
13,Bochil,145,C1,129,38,86,0,125,0,,15,0
13,Bochil,145,C2,153,28,56,0,141,0,,12,0
13,Bochil,145,C3,133,28,89,0,123,0,,13,0
13,Bochil,146,B,186,22,83,0,103,0,,11,0
13,Bochil,146,C1,219,25,64,0,139,0,,10,0
13,Bochil,147,B,130,32,88,0,73,0,,0,0
13,Bochil,147,C1,125,21,123,0,72,0,,19,0
13,Bochil,147,C2,125,20,110,0,73,0,,18,2
13,Bochil,147,C3,120,29,95,0,87,0,,13,0
13,Bochil,148,B,114,48,9,0,101,0,,21,0
13,Bochil,148,X1,89,5,1,0,182,0,,8,0
13,Bochil,148,X2,18,34,44,0,82,0,,1,0
13,Bochil,149,B,318,67,13,0,159,0,,11,0
13,Bochil,149,X1A,126,25,56,0,92,0,,12,0
13,Bochil,149,X1B,106,35,83,0,62,0,,10,0
13,Bochil,150,B,137,95,50,0,83,0,,0,0
13,Bochil,150,C1,125,110,54,0,83,0,,0,0
13,Bochil,151,B,162,37,55,0,158,0,,23,0
13,Bochil,151,C1,175,22,53,0,174,0,,19,0
13,Bochil,151,X1,159,23,206,0,116,0,,29,1
13,Bochil,152,B,116,13,160,0,92,0,,14,0
13,Bochil,152,C1,151,22,125,0,91,0,,19,0
13,Bochil,152,C2,117,20,154,0,60,0,,0,0
13,Bochil,153,B,85,14,120,0,63,0,,24,0
13,Bochil,153,C1,87,6,120,0,61,0,,12,0
13,Bochil,154,B,158,51,83,0,27,0,,15,0
13,Bochil,154,C1,170,45,51,0,45,0,,14,0
13,Bochil,154,X1,126,55,64,0,25,0,,10,0
14,El Bosque,155,B,107,126,14,4,72,0,,37,0
14,El Bosque,155,C1,90,137,6,17,58,0,,32,0
14,El Bosque,155,C2,103,153,7,5,86,0,,29,0
14,El Bosque,156,B,45,112,32,12,46,0,,14,0
14,El Bosque,156,C1,51,117,12,27,50,0,,30,0
14,El Bosque,156,C2,79,93,11,12,65,0,,20,0
14,El Bosque,157,B,118,224,12,1,32,0,,21,3
14,El Bosque,157,C1,144,157,18,8,43,0,,29,5
14,El Bosque,158,B,89,100,4,1,15,0,,20,9
14,El Bosque,158,C1,79,73,1,0,12,0,,20,10
14,El Bosque,159,B,134,120,1,0,27,0,,8,0
14,El Bosque,159,C1,136,141,1,0,23,0,,6,1
14,El Bosque,159,C2,106,177,3,1,22,0,,13,0
14,El Bosque,160,B,190,90,5,5,48,0,,0,0
14,El Bosque,160,C1,175,84,3,4,53,0,,16,0
14,El Bosque,160,C2,186,60,7,0,67,0,,23,0
14,El Bosque,160,X1,150,105,8,5,76,0,,15,0
14,El Bosque,161,B,99,58,4,12,9,0,,4,0
14,El Bosque,161,X1,159,121,4,7,45,0,,0,0
14,El Bosque,162,B,152,42,10,0,83,0,,8,0
14,El Bosque,162,C1,125,61,20,0,42,0,,0,0
14,El Bosque,162,C2,126,50,5,1,75,0,,5,2
15,Cacahoatán,163,B,77,52,38,0,100,0,,15,0
15,Cacahoatán,163,C1,93,29,24,0,85,0,,23,1
15,Cacahoatán,163,C2,91,44,27,0,86,0,,21,0
15,Cacahoatán,164,B,113,33,43,0,137,0,,21,0
15,Cacahoatán,164,C1,105,41,56,0,139,0,,22,0
15,Cacahoatán,164,C2,83,25,58,0,174,0,,26,0
15,Cacahoatán,164,C3,116,30,45,0,137,0,,22,0
15,Cacahoatán,165,B,99,23,68,0,97,0,,16,0
15,Cacahoatán,165,C1,96,15,57,0,131,0,,0,0
15,Cacahoatán,166,B,97,17,39,0,101,0,,15,2
15,Cacahoatán,166,C1,87,18,41,0,109,0,,15,0
15,Cacahoatán,167,B,101,43,62,0,164,0,,16,0
15,Cacahoatán,167,C1,86,38,78,0,186,0,,32,0
15,Cacahoatán,168,B,81,7,45,0,90,0,,10,0
15,Cacahoatán,168,C1,78,13,29,0,94,0,,12,0
15,Cacahoatán,169,B,71,23,31,0,209,0,,17,0
15,Cacahoatán,169,C1,77,17,25,0,175,0,,21,1
15,Cacahoatán,170,B,130,16,5,73,16,0,,3,0
15,Cacahoatán,170,C1,124,15,6,0,80,0,,14,0
15,Cacahoatán,171,B,121,33,12,0,122,0,,42,0
15,Cacahoatán,172,B,116,34,13,119,119,0,,20,0
15,Cacahoatán,172,X1,29,9,2,0,47,0,,13,0
15,Cacahoatán,173,B,112,65,12,0,106,0,,17,1
15,Cacahoatán,173,X1,139,21,9,0,115,0,,15,1
15,Cacahoatán,173,X2,23,34,3,0,68,0,,9,0
15,Cacahoatán,174,B,123,13,5,0,198,0,,23,1
15,Cacahoatán,175,B,80,72,13,0,105,0,,14,0
15,Cacahoatán,175,C1,76,67,26,0,77,0,,24,0
15,Cacahoatán,176,B,76,14,17,0,133,0,,21,0
15,Cacahoatán,176,C1,105,18,16,0,108,0,,22,0
15,Cacahoatán,176,C2,96,22,9,0,126,0,,24,0
15,Cacahoatán,177,B,94,61,49,0,125,0,,30,0
15,Cacahoatán,178,B,181,17,9,0,127,0,,15,0
15,Cacahoatán,178,C1,149,23,16,0,153,0,,11,0
15,Cacahoatán,178,C2,165,45,5,0,106,0,,16,0
15,Cacahoatán,179,B,170,41,15,0,126,0,,23,0
15,Cacahoatán,179,C1,116,63,8,0,127,0,,28,0
15,Cacahoatán,180,B,127,42,30,0,102,0,,21,0
15,Cacahoatán,180,X1,91,61,13,0,264,0,,27,0
15,Cacahoatán,181,B,108,41,27,0,201,0,,45,0
15,Cacahoatán,181,C1,114,31,29,0,237,0,,27,0
15,Cacahoatán,182,B,104,97,34,0,120,0,,14,0
15,Cacahoatán,182,C1,93,72,33,0,160,0,,26,0
15,Cacahoatán,183,B,73,41,28,0,207,0,,28,0
15,Cacahoatán,183,C1,66,38,19,0,195,0,,24,0
15,Cacahoatán,184,B,95,13,28,0,160,0,,47,0
15,Cacahoatán,184,C1,95,13,28,0,160,0,,47,0
15,Cacahoatán,184,C2,108,25,29,0,162,0,,32,1
15,Cacahoatán,185,B,75,18,17,0,118,0,,18,0
15,Cacahoatán,185,C1,83,23,23,0,128,0,,20,0
16,Catazaja,186,B,101,4,87,0,159,0,,6,0
16,Catazaja,186,C1,114,6,84,1,144,0,,7,0
16,Catazaja,187,B,92,1,110,0,165,0,,4,0
