CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4700,B  ,1,0,B,67,82,7,3,17,6,2,197,5,0,0,0,0,1,3,4,0,1,395,0,12,407,581,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4700,C  ,1,0,C01,58,55,3,5,9,7,3,222,7,0,1,0,0,1,9,2,0,1,383,0,12,395,580,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4701,B  ,1,0,B,56,64,3,8,10,2,8,174,3,0,1,0,0,3,2,2,0,1,337,0,8,345,536,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4701,C  ,1,0,C01,56,61,2,6,5,5,4,192,1,0,1,0,1,2,2,4,2,0,344,0,11,355,535,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4702,B  ,1,0,B,123,48,3,3,8,3,4,113,5,2,0,0,0,2,2,1,0,0,317,0,8,325,430,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4702,C  ,1,0,C01,101,63,6,0,8,2,5,117,7,0,0,1,0,2,0,1,0,2,315,0,5,320,430,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4703,B  ,1,0,B,85,102,4,1,11,3,4,109,3,1,2,0,0,3,1,1,0,0,330,0,16,346,514,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4703,C  ,1,0,C01,99,8,7,7,11,3,2,117,4,3,0,0,0,3,0,1,1,1,267,0,16,283,514,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4704,B  ,1,0,B,75,33,4,10,3,4,1,48,4,1,0,0,0,1,1,0,0,0,185,0,11,196,297,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4705,B  ,1,0,B,108,61,5,6,13,5,6,103,7,4,3,1,0,0,2,1,1,0,326,0,20,346,498,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4706,B  ,1,0,B,60,78,6,6,7,5,3,115,2,0,0,0,0,4,0,0,1,0,287,0,19,306,430,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4707,B  ,1,0,B,78,62,11,3,6,3,3,123,4,2,0,0,0,1,1,0,0,1,298,0,17,315,445,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4707,C  ,1,0,C01,89,89,3,4,3,1,2,109,1,1,1,1,0,2,1,2,0,1,310,0,10,320,444,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4708,B  ,1,0,B,67,53,7,2,11,7,6,154,4,2,1,0,0,0,3,1,0,0,318,0,13,331,492,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4708,E   ,1,0,E01,160,87,9,4,3,5,4,77,1,1,0,0,0,2,1,2,0,0,356,0,20,376,506,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4709,B  ,1,0,B,99,125,8,3,13,9,12,219,8,1,0,0,0,1,1,0,0,0,499,0,10,509,685,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4710,B  ,1,0,B,100,95,4,2,7,12,4,136,11,4,1,0,0,1,10,1,1,3,392,0,11,403,527,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4710,C  ,1,0,C01,113,100,5,3,13,7,3,135,4,0,1,3,0,4,4,2,1,3,401,1,11,413,527,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4711,B  ,1,0,B,59,85,4,2,2,8,3,100,8,2,0,0,0,2,6,1,0,0,282,2,1,285,404,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,207,EL HIGO,4711,C  ,1,0,C01,74,94,5,4,6,7,3,84,5,1,0,2,0,2,1,0,0,1,289,0,11,300,403,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2776,B  ,1,0,B,172,67,6,4,6,7,11,65,3,2,0,0,0,0,2,1,0,0,346,0,6,352,556,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2776,C  ,1,0,C01,161,51,8,3,7,2,4,76,3,2,2,2,0,0,0,0,0,1,322,0,8,330,556,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2776,C  ,2,0,C02,159,54,8,3,6,13,6,94,1,6,2,0,1,1,0,0,0,1,355,0,6,361,555,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2777,B  ,1,0,B,173,32,10,2,6,8,6,99,6,5,1,2,0,1,3,1,0,1,356,0,9,365,612,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2777,C  ,1,0,C01,170,50,8,1,3,6,7,100,2,1,0,0,0,3,1,1,0,0,353,0,11,364,612,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2777,C  ,2,0,C02,156,54,11,3,6,7,12,93,1,2,2,1,0,5,2,0,0,3,358,0,3,361,611,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2778,B  ,1,0,B,91,20,8,3,12,6,6,38,1,3,0,0,0,0,3,1,0,0,192,0,4,196,346,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2779,B  ,1,0,B,85,37,6,4,6,2,4,39,1,1,1,1,0,0,1,0,0,0,188,0,8,196,340,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2780,B  ,1,0,B,33,47,5,1,2,0,0,27,0,3,1,0,0,0,0,1,0,2,122,0,11,133,198,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2781,B  ,1,0,B,65,47,10,2,5,3,4,56,4,2,4,0,0,0,1,0,0,1,204,0,5,209,312,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2781,E   ,1,0,E01,36,19,7,3,3,2,3,36,0,0,0,0,0,0,1,2,0,1,113,0,3,116,217,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2782,B  ,1,0,B,28,30,3,3,1,3,4,15,0,3,1,0,0,3,0,0,0,1,95,0,4,99,192,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2783,B  ,1,0,B,80,53,0,3,5,13,9,8,4,1,2,0,0,1,0,0,0,0,179,0,12,191,273,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2784,B  ,1,0,B,14,9,3,0,0,9,2,3,0,0,0,0,0,0,0,0,0,0,40,0,1,41,50,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2784,E   ,1,0,E01,65,34,3,2,2,2,2,17,1,2,0,0,0,1,0,0,0,1,132,0,4,136,235,ACTA LEVANTADA EN CONSEJO ,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2785,B  ,1,0,B,123,36,5,7,6,3,5,32,4,1,0,3,0,0,0,1,0,0,226,0,6,232,370,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2786,B  ,1,0,B,135,62,8,11,15,8,4,115,3,1,1,0,0,3,3,2,0,1,372,0,13,385,567,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2787,B  ,1,0,B,183,100,10,9,7,5,8,85,4,2,1,0,0,3,1,0,1,0,419,0,15,434,604,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2788,B  ,1,0,B,139,34,5,2,6,7,8,30,3,4,3,1,0,0,0,1,0,1,244,0,8,252,455,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2788,C  ,1,0,C01,123,29,6,5,6,4,5,37,2,11,0,0,0,1,1,0,0,0,230,0,11,241,454,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2789,B  ,1,0,B,39,30,2,1,5,3,4,36,2,0,1,0,0,0,0,0,0,0,123,0,3,126,201,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2790,B  ,1,0,B,126,150,23,3,3,4,2,67,2,2,3,1,0,3,0,1,0,1,391,0,9,400,586,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2790,C  ,1,0,C01,137,126,14,2,4,6,5,65,2,0,1,0,1,2,0,1,0,0,366,0,11,377,586,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2791,B  ,1,0,B,79,42,3,0,1,4,2,37,0,1,0,0,0,0,0,0,0,0,169,0,2,171,263,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2792,B  ,1,0,B,78,41,2,4,3,4,3,54,3,0,0,0,0,4,2,0,0,1,199,0,5,204,402,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2793,B  ,1,0,B,138,38,8,2,9,5,13,43,0,6,1,0,0,1,1,0,0,0,265,0,21,286,528,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2794,B  ,1,0,B,121,65,6,1,5,3,8,61,3,1,2,0,1,2,2,0,0,0,281,0,15,296,470,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2795,B  ,1,0,B,45,12,5,1,5,5,8,59,5,0,0,1,0,0,0,0,0,0,146,0,3,149,258,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2795,E   ,1,0,E01,52,16,2,0,3,6,3,27,2,0,0,0,0,0,0,0,0,0,111,0,1,112,177,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2796,B  ,1,0,B,50,8,1,1,4,0,3,10,1,0,0,0,0,0,1,0,0,0,79,0,3,82,117,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2797,B  ,1,0,B,184,27,7,3,3,3,21,34,1,0,0,0,0,0,0,0,0,0,283,0,3,286,468,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2798,B  ,1,0,B,80,77,9,5,2,2,6,108,3,1,3,0,0,0,1,0,0,0,297,0,8,305,557,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2799,B  ,1,0,B,78,23,6,1,5,3,4,30,3,2,2,0,0,0,2,1,0,0,160,0,6,166,277,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2800,B  ,1,0,B,68,13,8,3,5,0,3,58,2,4,0,1,0,0,0,0,0,0,165,0,6,171,261,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2801,B  ,1,0,B,79,50,5,4,5,7,10,69,6,1,0,0,0,0,1,0,3,0,240,0,14,254,490,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2802,B  ,1,0,B,145,42,15,3,9,2,14,72,6,3,1,0,0,1,1,1,0,1,316,0,8,324,602,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2802,E   ,1,0,E01,110,17,3,5,2,1,2,37,0,1,0,0,0,1,0,0,0,0,179,0,6,185,369,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2803,B  ,1,0,B,55,17,4,4,5,4,1,54,2,0,1,0,0,0,0,0,0,1,148,0,5,153,234,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,122,OZULUAMA,2804,B  ,1,0,B,70,27,3,5,3,2,5,41,2,0,0,0,0,2,1,0,0,0,161,0,4,165,282,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2814,B  ,1,0,B,137,39,6,9,14,6,12,217,7,1,1,1,0,0,1,4,4,0,459,0,22,481,715,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2815,B  ,1,0,B,77,28,1,1,10,2,4,174,2,2,0,0,0,1,2,1,0,1,306,0,7,313,455,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2815,C  ,1,0,C01,72,27,2,3,12,6,2,184,2,1,0,0,0,0,3,3,0,0,317,0,8,325,454,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2816,B  ,1,0,B,105,27,5,0,19,2,4,167,4,2,1,0,0,0,5,4,0,0,345,0,12,357,528,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2816,C  ,1,0,C01,88,26,10,4,13,2,5,173,5,1,1,0,0,0,4,4,0,1,337,0,19,356,528,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2816,C  ,2,0,C02,80,24,2,3,12,6,2,193,2,0,1,0,0,0,2,2,0,2,331,0,12,343,527,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2817,B  ,1,0,B,104,34,4,7,21,9,5,213,5,1,0,0,0,0,3,1,0,1,408,0,10,418,580,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2817,C  ,1,0,C01,77,25,5,4,16,4,7,237,7,1,1,2,0,3,8,0,0,1,398,0,10,408,580,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2818,B  ,1,0,B,165,75,2,6,9,3,6,243,5,1,0,2,0,3,8,1,0,1,530,0,11,541,722,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2819,B  ,1,0,B,99,44,4,4,13,4,7,247,4,0,0,0,0,0,2,1,1,0,430,0,10,440,654,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2819,C  ,1,0,C01,91,59,3,4,15,3,7,244,10,2,2,0,0,1,5,4,0,4,454,0,7,461,653,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2819,C  ,2,0,C02,94,43,3,5,13,8,5,246,3,4,0,0,0,0,7,1,1,2,435,0,7,442,653,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2819,C  ,3,0,C03,99,46,4,3,15,7,8,240,3,0,0,0,0,4,4,2,0,0,435,0,3,438,653,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2819,C  ,4,0,C04,110,45,7,9,12,4,5,222,2,1,0,0,0,0,4,4,3,0,428,0,4,432,653,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2820,B  ,1,0,B,93,47,6,2,9,1,3,149,4,0,2,0,0,3,2,0,0,1,322,0,6,328,458,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2820,C  ,1,0,C01,82,53,3,3,8,2,3,148,1,1,0,0,0,3,1,0,0,0,308,0,6,314,457,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2821,B  ,1,0,B,110,37,0,9,10,2,3,173,5,0,0,1,0,1,3,0,0,0,354,0,7,361,515,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2822,B  ,1,0,B,164,63,3,6,13,5,5,213,4,2,0,0,0,2,3,4,0,3,490,0,10,500,743,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2823,B  ,1,0,B,104,24,2,4,8,3,3,181,2,0,1,0,0,2,4,1,1,0,340,0,11,351,524,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2823,C  ,1,0,C01,101,24,1,2,7,5,4,184,2,2,0,0,0,1,3,0,0,1,337,0,15,352,524,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2824,B  ,1,0,B,95,36,4,3,10,4,8,244,10,0,1,1,0,0,5,1,0,0,422,0,9,431,639,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2824,C  ,1,0,C01,96,29,5,4,21,2,4,230,8,0,3,0,0,0,8,1,0,1,412,0,7,419,638,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2825,B  ,1,0,B,149,25,3,8,12,7,4,211,8,1,4,0,0,0,2,0,0,2,436,1,17,454,680,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2825,C  ,1,0,C01,143,19,3,9,15,2,4,208,6,0,2,2,0,2,4,2,0,1,422,0,16,438,679,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2826,B  ,1,0,B,97,27,5,2,10,6,6,117,5,0,2,1,0,0,2,0,0,0,280,0,13,293,475,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2826,C  ,1,0,C01,125,28,5,8,11,4,2,117,6,0,0,0,0,2,2,0,0,2,312,0,11,323,475,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2827,B  ,1,0,B,116,22,5,8,9,4,4,188,7,0,3,0,0,0,3,1,1,1,372,0,7,379,538,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2827,C  ,1,0,C01,123,8,6,5,5,9,1,198,2,0,0,1,0,0,3,3,0,0,364,0,8,372,538,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2828,B  ,1,0,B,97,30,4,10,8,5,8,201,6,1,0,1,0,1,4,5,1,4,386,0,10,396,614,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2829,B  ,1,0,B,117,56,0,5,13,4,6,221,5,1,0,2,0,1,2,0,0,1,434,1,9,444,693,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2830,B  ,1,0,B,86,43,4,15,9,5,7,168,5,5,0,1,0,0,6,2,0,1,357,0,6,363,500,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2830,C  ,1,0,C01,88,42,2,16,9,3,3,161,3,0,1,0,0,0,0,1,0,3,332,0,11,343,499,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2831,B  ,1,0,B,70,25,2,6,7,2,3,119,7,0,1,2,0,2,1,0,0,1,248,0,9,257,543,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2831,C  ,1,0,C01,110,41,4,8,7,2,6,163,4,2,2,0,0,2,2,0,0,0,353,0,10,363,543,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2832,B  ,1,0,B,108,22,3,10,9,1,1,130,2,0,0,0,0,0,2,1,0,0,289,0,4,293,377,ACTA LEVANTADA EN CONSEJO ,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2832,C  ,1,0,C01,98,21,1,5,7,1,1,134,1,1,0,0,0,0,2,0,0,0,272,0,2,274,377,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2833,B  ,1,0,B,112,43,7,6,11,3,8,253,6,2,1,0,0,3,3,1,0,3,462,0,12,474,713,ACTA CASILLA,,,
3,30,VERACRUZ,1,PANUCO,124,PANUCO,2833,C  ,1,0,C01,95,44,6,9,12,3,6,239,11,0,0,0,0,0,0,0,8,0,433,0,9,442,713,ACTA CASILLA,,,
