id_entidad_electoral,fecha_jornada,id_cargo,nombre_cargo,id_estado,id_distrito,id_casilla,tipo_casilla,descripcion,ext_contigua,id_municipio,nombre_municipio,lista nominal,estatus_casilla,descripcion,resultados_obtenidos,tipo_urna,descripcion,seccion,Nulos,No Registrados,PAN,PRI,PRD,PT,PVEM,PC,PANAL,PSD,PAN-PSD,PRI-PC,PRD-PT,PRD-PC,PRD-PT-PC,Total
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,3,AXOCHIAPAN,627,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,29,12,0,62,124,27,56,17,8,10,30,,,,0,,346
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,3,AXOCHIAPAN,513,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,38,12,0,58,88,31,14,8,6,4,32,,,,0,,253
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,3,AXOCHIAPAN,520,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,39,9,0,75,73,55,17,9,5,6,11,,,,1,,261
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,3,AXOCHIAPAN,451,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,41,7,0,79,65,12,46,19,2,3,24,,,,1,,258
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,6,CUAUTLA,528,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,112,19,0,48,57,53,13,16,19,15,6,,,,,,246
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,6,CUAUTLA,528,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,112,18,0,51,71,64,4,11,33,6,2,,,,,,260
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,4,AYALA,516,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,70,11,0,138,84,32,12,11,15,2,,,,,,,305
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,4,AYALA,633,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,71,10,0,191,121,53,13,7,7,8,,,,,,,410
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,4,AYALA,633,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,71,13,0,211,94,31,10,6,4,8,,,,,,,377
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,4,AYALA,524,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,75,10,0,79,116,17,9,9,10,2,,,,,,,252
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,4,AYALA,478,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,83,3,0,84,159,16,5,12,9,3,,,,,,,291
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,5,COATLAN DEL RIO,504,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,86,0,0,18,73,75,,,128,27,,,,,,,321
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,5,COATLAN DEL RIO,419,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,92,5,0,1,51,39,,,87,64,,,,,,,247
17,5/7/2009,12,Ayuntamientos,17,0,4,C,Contigua,0,6,CUAUTLA,638,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,97,13,0,62,84,62,7,12,42,6,2,,,,,,290
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,6,CUAUTLA,480,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,98,15,0,68,57,34,6,16,39,7,2,,,,,,244
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,6,CUAUTLA,611,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,102,40,0,122,121,124,7,53,60,15,7,,,,,,549
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,6,CUAUTLA,482,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,104,14,0,51,52,55,8,13,21,6,2,,,,,,222
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,6,CUAUTLA,495,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,106,14,0,63,59,42,9,20,17,6,1,,,,,,231
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,6,CUAUTLA,675,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,147,18,0,51,125,63,7,24,11,8,3,,,,,,310
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,6,CUAUTLA,422,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,149,14,0,54,55,36,8,10,10,7,2,,,,,,196
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,6,CUAUTLA,626,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,150,13,0,51,42,66,12,11,16,9,6,,,,,,226
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,6,CUAUTLA,386,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,160,8,0,47,49,31,10,23,9,12,1,,,,,,190
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,6,CUAUTLA,533,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,162,23,0,58,92,37,6,12,13,6,5,,,,,,252
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,6,CUAUTLA,486,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,153,13,0,43,57,32,11,11,26,5,4,,,,,,202
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,6,CUAUTLA,536,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,159,12,0,85,54,52,14,19,12,6,3,,,,,,257
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,6,CUAUTLA,688,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,116,20,0,65,74,56,9,25,24,15,0,,,,,,288
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,6,CUAUTLA,658,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,121,12,0,42,64,93,11,26,30,19,6,,,,,,303
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,6,CUAUTLA,484,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,122,11,0,47,50,61,6,18,15,5,4,,,,,,217
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,6,CUAUTLA,608,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,123,11,0,47,93,62,14,21,18,14,1,,,,,,281
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,6,CUAUTLA,564,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,125,14,0,50,66,79,8,21,22,4,0,,,,,,264
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,6,CUAUTLA,564,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,125,12,0,54,70,73,4,21,30,10,2,,,,,,276
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,6,CUAUTLA,652,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,126,17,0,76,75,77,10,14,22,11,5,,,,,,307
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,6,CUAUTLA,603,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,128,25,0,67,99,50,17,17,23,3,4,,,,,,305
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,6,CUAUTLA,688,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,134,19,0,67,115,59,12,24,24,8,7,,,,,,335
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,6,CUAUTLA,653,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,140,21,0,82,109,77,8,18,46,30,5,,,,,,396
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,6,CUAUTLA,406,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,141,12,0,46,45,51,6,8,8,9,1,,,,,,186
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,6,CUAUTLA,508,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,144,9,0,51,56,37,6,19,23,3,2,,,,,,206
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,6,CUAUTLA,421,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,168,19,0,40,55,57,3,12,12,13,0,,,,,,211
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,6,CUAUTLA,515,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,171,7,0,52,90,55,9,8,12,18,4,,,,,,255
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,6,CUAUTLA,439,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,172,14,0,72,57,44,7,9,8,9,1,,,,,,221
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,6,CUAUTLA,722,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,173,14,0,64,82,71,13,20,23,10,2,,,,,,299
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,6,CUAUTLA,685,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,175,13,0,51,90,76,6,8,24,26,2,,,,,,296
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,6,CUAUTLA,679,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,184,11,0,66,95,99,21,20,29,9,4,,,,,,354
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,7,CUERNAVACA,654,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,190,6,0,64,145,39,11,21,11,6,16,,,3,,,322
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,7,CUERNAVACA,596,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,196,13,0,77,96,37,10,28,6,3,16,,,2,,,288
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,7,CUERNAVACA,594,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,199,17,0,71,112,44,8,20,7,6,16,,,5,,,306
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,7,CUERNAVACA,493,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,235,2,0,35,24,10,,10,1,,9,,,,,,91
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,7,CUERNAVACA,461,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,245,25,0,67,81,18,14,10,3,2,18,,,2,,,240
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,7,CUERNAVACA,541,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,248,21,0,82,102,30,13,14,5,10,19,,,2,,,298
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,7,CUERNAVACA,636,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,250,33,0,107,108,36,7,34,9,2,16,,,,,,352
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,7,CUERNAVACA,529,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,241,14,0,58,102,26,5,16,22,16,16,,,,,,275
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,7,CUERNAVACA,529,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,241,19,0,72,114,25,2,13,7,16,18,,,1,,,287
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,7,CUERNAVACA,740,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,207,20,0,103,113,40,15,24,25,3,16,,,2,,,361
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,7,CUERNAVACA,741,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,207,16,0,97,152,24,9,26,19,9,11,,,1,,,364
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,7,CUERNAVACA,584,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,213,11,0,56,126,39,10,9,11,5,10,,,,,,277
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,7,CUERNAVACA,584,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,213,10,0,60,127,41,11,17,9,6,13,,,3,,,297
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,7,CUERNAVACA,738,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,216,24,0,111,100,34,9,24,5,14,17,,,2,,,340
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,7,CUERNAVACA,469,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,218,12,0,68,74,33,10,10,3,13,11,,,,,,234
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,7,CUERNAVACA,733,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,220,40,0,96,99,37,15,25,11,2,12,,,,,,337
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,7,CUERNAVACA,530,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,221,10,0,34,94,42,9,19,10,2,9,,,,,,229
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,7,CUERNAVACA,679,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,222,20,0,36,124,52,17,28,9,3,14,,,2,,,305
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,7,CUERNAVACA,680,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,227,14,0,67,141,43,14,21,11,1,13,,,,,,325
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,7,CUERNAVACA,681,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,227,13,0,61,132,39,17,23,14,6,17,,,,,,322
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,7,CUERNAVACA,602,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,230,19,0,85,108,32,16,26,10,7,22,,,2,,,327
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,7,CUERNAVACA,627,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,232,13,0,85,132,40,15,16,11,2,9,,,,,,323
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,19,TEPALCINGO,616,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,668,12,0,85,91,50,14,12,0,2,27,,,,0,,293
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,25,TLAQUILTENANGO,644,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,746,11,0,55,36,127,,13,11,37,,,,,,,290
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,25,TLAQUILTENANGO,511,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,750,16,0,31,18,116,,9,8,31,,,,,,,229
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,28,XOCHITEPEC,730,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,784,7,0,69,102,53,8,14,50,7,,,,3,,,313
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,28,XOCHITEPEC,644,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,788,9,0,48,134,32,10,11,85,7,,,,3,,,339
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,28,XOCHITEPEC,449,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,789,11,0,34,72,25,14,12,51,4,,,,1,,,224
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,28,XOCHITEPEC,726,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,792,11,0,92,96,67,6,5,83,8,,,,4,,,372
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,28,XOCHITEPEC,710,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,793,11,0,83,96,104,7,4,108,6,,,,6,,,425
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,28,XOCHITEPEC,615,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,794,17,0,84,74,62,2,10,90,2,,,,3,,,344
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,28,XOCHITEPEC,610,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,796,10,0,77,69,61,6,8,93,3,,,,3,,,330
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,28,XOCHITEPEC,586,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,797,9,0,72,94,49,5,8,57,1,,,,0,,,295
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,29,YAUTEPEC,731,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,802,9,0,50,104,31,54,5,118,11,1,,,,,,383
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,29,YAUTEPEC,732,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,802,22,0,32,120,21,70,5,85,9,4,,,,,,368
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,29,YAUTEPEC,619,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,810,10,0,51,94,34,60,5,78,18,4,,,,,,354
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,29,YAUTEPEC,538,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,812,6,0,34,77,34,54,0,60,21,2,,,,,,288
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,29,YAUTEPEC,503,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,813,7,0,11,99,19,32,0,69,7,4,,,,,,248
17,5/7/2009,12,Ayuntamientos,17,0,1,G,Geografica,0,29,YAUTEPEC,645,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,817,8,0,30,87,40,31,5,51,5,3,,,,,,260
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,29,YAUTEPEC,507,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,800,8,0,30,96,36,34,4,78,14,5,,,,,,305
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,29,YAUTEPEC,502,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,823,11,0,52,71,57,10,20,7,9,3,,,,,,240
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,29,YAUTEPEC,514,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,825,11,0,58,95,66,9,8,9,3,0,,,,,,259
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,29,YAUTEPEC,528,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,819,16,0,44,134,67,9,9,11,3,4,,,,,,297
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,29,YAUTEPEC,566,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,844,7,0,36,87,28,4,12,86,1,0,,,,,,261
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,29,YAUTEPEC,649,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,828,11,0,96,68,22,6,9,54,4,3,,,,,,273
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,30,YECAPIXTLA,688,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,850,15,0,95,74,40,105,6,22,42,58,,,,,,457
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,30,YECAPIXTLA,696,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,852,12,0,96,107,34,62,2,24,45,89,,,,,,471
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,30,YECAPIXTLA,651,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,857,17,0,30,20,59,106,2,34,24,27,,,,,,319
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,30,YECAPIXTLA,728,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,860,24,0,60,61,75,18,16,23,40,8,,,,,,325
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,30,YECAPIXTLA,568,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,862,18,0,28,54,43,12,28,25,43,5,,,,,,256
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,30,YECAPIXTLA,481,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,867,20,0,45,76,33,75,5,36,28,4,,,,,,322
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,31,ZACATEPEC,561,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,870,9,0,41,58,85,21,3,25,7,,,,,,,249
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,31,ZACATEPEC,730,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,871,14,0,24,139,175,26,6,32,2,,,,,,,418
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,31,ZACATEPEC,414,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,877,8,0,14,53,90,11,8,31,4,,,,,,,219
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,31,ZACATEPEC,655,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,882,17,0,25,123,115,43,10,45,11,,,,,,,389
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,31,ZACATEPEC,485,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,884,9,0,24,54,81,14,6,45,7,,,,,,,240
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,31,ZACATEPEC,504,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,888,13,0,17,103,65,15,13,44,2,,,,,,,272
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,31,ZACATEPEC,513,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,891,8,0,37,96,56,8,14,34,7,,,,,,,260
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,31,ZACATEPEC,499,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,892,8,0,16,65,73,9,4,56,7,,,,,,,238
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,31,ZACATEPEC,659,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,893,15,0,21,135,67,38,8,64,2,,,,,,,350
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,33,TEMOAC,742,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,902,19,0,129,139,91,53,100,,7,3,,,,,,541
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,33,TEMOAC,743,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,902,10,0,136,158,95,63,97,,0,1,,,,,,560
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,18,TEMIXCO,747,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,637,9,0,64,107,51,30,8,19,11,2,,,,,,301
