CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,ES,C_COMUN_PRI_PVEM_NVA_ALIANZA,CAND_IND2,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0049,2,444,,,,18,20,,20,11,190,,0,703,11,724,1103
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0050,2,369,,,,11,19,,20,5,199,,0,623,10,643,1009
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0051,3,547,,,,27,21,,26,8,331,,1,960,13,983,1535
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0052,2,493,,,,29,30,,52,8,291,,0,903,20,933,1356
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0053,2,464,,,,18,26,,31,18,208,,0,765,24,799,1143
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0054,5,1130,,,,51,114,,44,47,642,,0,2028,21,2000,3378
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0055,2,303,,,,3,34,,17,0,250,,0,607,16,632,913
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0056,2,216,,,,6,23,,3,3,284,,0,535,10,549,774
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0057,3,555,,,,6,25,,12,9,505,,2,1112,30,1166,1657
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0058,2,421,,,,6,16,,8,3,337,,0,791,18,815,1220
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0059,2,304,,,,12,15,,6,5,251,,0,593,13,609,912
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0060,2,333,,,,6,12,,3,6,313,,0,673,24,704,1062
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0061,2,491,,,,14,9,,20,32,376,,0,942,26,982,1435
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0062,3,628,,,,35,29,,4,8,473,,0,1177,32,1254,1809
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0063,3,433,,,,10,189,,3,8,295,,0,938,30,1089,1597
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0064,3,737,,,,21,82,,10,10,442,,0,1302,25,1356,1914
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0065,1,172,,,,4,13,,14,1,215,,0,419,21,483,628
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0066,1,222,,,,14,2,,1,1,191,,0,431,13,445,669
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0067,3,620,,,,28,43,,21,23,503,,0,1238,22,1281,1923
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0068,2,401,,,,3,54,,4,2,385,,1,849,31,892,1267
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0069,3,596,,,,23,20,,81,6,459,,0,1185,26,1225,1735
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0070,6,1206,,,,58,85,,43,30,845,,0,2267,57,2359,3876
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0071,5,1081,,,,48,119,,59,71,617,,1,1995,37,2088,3435
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0072,4,798,585,37,21,17,96,29,44,37,,,2,1664,37,1703,2832
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0073,5,958,738,26,23,18,79,50,51,23,,,1,1966,33,2005,3153
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0074,4,677,521,26,14,18,84,36,36,20,,,0,1432,18,1450,2551
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0075,3,517,457,23,11,12,62,30,26,34,,,0,1172,50,1222,1998
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0077,13,1942,1493,142,51,92,279,68,145,65,,,6,4277,94,4377,9210
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0078,2,172,138,8,6,2,38,13,0,11,,,0,388,2,403,1437
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0079,2,331,255,26,10,11,34,12,19,8,,,0,706,21,734,1180
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0080,9,1318,860,50,38,36,147,40,82,40,,,2,2611,50,2663,6667
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0081,2,323,226,27,9,20,46,10,20,11,,,0,692,22,714,1224
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0082,3,374,278,14,14,20,107,10,20,24,,,1,861,34,871,1614
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0083,3,438,490,26,18,10,88,14,26,15,,,0,1125,34,1159,1905
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0084,2,299,286,25,7,10,36,17,20,4,,,0,704,20,724,1196
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0085,3,542,425,46,7,11,53,10,17,16,,,2,1127,37,1149,2018
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0086,2,359,337,14,9,14,55,14,33,10,,,0,845,16,861,1370
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0087,2,333,190,76,10,4,26,20,23,13,,,1,695,11,707,1399
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0088,2,196,166,61,8,7,17,16,26,7,,,0,504,20,518,919
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0089,4,592,446,36,19,38,54,38,57,16,,,1,1296,20,1317,2336
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0090,2,328,292,24,11,16,39,25,26,10,,,0,771,24,795,1430
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0091,2,350,235,39,11,9,39,12,31,28,,,0,754,20,774,1499
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0092,4,629,619,39,19,18,101,35,49,12,,,0,1521,40,1561,2882
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0093,6,1095,613,56,49,27,149,48,85,24,,,0,2146,41,2187,4116
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0094,2,319,244,13,11,4,32,10,22,12,,,1,667,15,683,1247
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0095,3,335,393,44,14,10,39,28,46,12,,,2,921,24,947,1648
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0096,3,388,382,96,21,13,53,11,48,13,,,1,1025,30,1056,1877
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0097,2,354,279,35,14,10,40,10,41,11,,,1,794,30,825,1447
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0098,2,312,240,45,13,4,28,15,21,8,,,1,686,23,710,1286
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0099,2,329,263,17,11,10,47,16,32,8,,,0,733,18,751,1366
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,0100,1,141,,,,3,39,,0,3,185,,0,371,11,384,519
2,28,TAMAULIPAS,16,XICOTENCATL,4,ANTIGUO MORELOS,0101,2,638,365,7,4,0,0,24,28,2,,,0,1068,15,1092,1474
2,28,TAMAULIPAS,16,XICOTENCATL,4,ANTIGUO MORELOS,0102,3,799,412,13,4,2,1,17,20,2,,,0,1270,12,1247,1675
2,28,TAMAULIPAS,16,XICOTENCATL,4,ANTIGUO MORELOS,0103,2,625,226,4,1,1,0,19,12,1,,,0,889,8,898,1093
2,28,TAMAULIPAS,16,XICOTENCATL,4,ANTIGUO MORELOS,0104,1,375,179,1,0,1,0,2,0,1,,,0,559,7,566,706
2,28,TAMAULIPAS,16,XICOTENCATL,4,ANTIGUO MORELOS,0105,1,279,97,0,0,1,0,1,1,0,,,0,379,2,381,504
2,28,TAMAULIPAS,16,XICOTENCATL,4,ANTIGUO MORELOS,0106,2,669,337,1,22,4,0,11,2,2,,,0,1048,19,1067,1393
2,28,TAMAULIPAS,16,XICOTENCATL,4,ANTIGUO MORELOS,0107,1,210,62,1,2,2,0,1,0,0,,,0,278,3,281,356
2,28,TAMAULIPAS,13,SAN FERNANDO,5,BURGOS,0108,2,315,373,1,0,0,2,22,7,1,,,0,721,12,733,902
2,28,TAMAULIPAS,13,SAN FERNANDO,5,BURGOS,0109,1,243,309,1,2,0,0,10,2,0,,,3,567,1,571,712
2,28,TAMAULIPAS,13,SAN FERNANDO,5,BURGOS,0110,2,339,269,1,1,2,0,4,1,0,,,0,617,4,621,764
2,28,TAMAULIPAS,13,SAN FERNANDO,5,BURGOS,0111,2,140,78,0,1,0,0,1,0,0,,,0,220,2,222,257
2,28,TAMAULIPAS,13,SAN FERNANDO,5,BURGOS,0112,1,129,167,0,0,0,0,0,0,0,,,0,296,0,296,367
2,28,TAMAULIPAS,13,SAN FERNANDO,5,BURGOS,0113,1,75,49,0,0,0,0,6,0,0,,,0,130,3,133,179
2,28,TAMAULIPAS,13,SAN FERNANDO,5,BURGOS,0114,2,468,269,0,0,0,0,11,0,0,,,0,748,18,766,979
2,28,TAMAULIPAS,13,SAN FERNANDO,5,BURGOS,0115,1,72,113,0,0,0,0,3,0,0,,,0,188,3,191,213
2,28,TAMAULIPAS,16,XICOTENCATL,6,BUSTAMANTE,0116,2,188,373,0,3,0,1,23,3,4,,,0,595,18,613,723
2,28,TAMAULIPAS,16,XICOTENCATL,6,BUSTAMANTE,0117,2,247,289,3,2,1,1,27,8,0,,,0,578,10,588,706
2,28,TAMAULIPAS,16,XICOTENCATL,6,BUSTAMANTE,0118,2,194,515,0,0,2,0,2,1,11,,,0,725,17,742,907
2,28,TAMAULIPAS,16,XICOTENCATL,6,BUSTAMANTE,0119,1,78,92,0,0,0,0,2,0,0,,,0,172,1,173,248
2,28,TAMAULIPAS,16,XICOTENCATL,6,BUSTAMANTE,0120,1,31,184,8,0,1,0,4,5,1,,,0,234,2,236,301
2,28,TAMAULIPAS,16,XICOTENCATL,6,BUSTAMANTE,0121,2,174,470,0,5,1,0,9,2,0,,,0,661,50,711,930
2,28,TAMAULIPAS,16,XICOTENCATL,6,BUSTAMANTE,0122,2,78,272,1,1,2,1,41,3,9,,,0,408,21,429,568
2,28,TAMAULIPAS,16,XICOTENCATL,6,BUSTAMANTE,0123,1,57,169,0,1,0,0,17,2,1,,,0,247,1,248,346
2,28,TAMAULIPAS,16,XICOTENCATL,6,BUSTAMANTE,0124,2,183,330,3,0,0,1,7,45,2,,,0,571,6,585,792
2,28,TAMAULIPAS,03,NUEVO LAREDO,7,CAMARGO,0125,4,481,518,10,22,6,13,33,54,258,,,0,1395,49,1444,2545
2,28,TAMAULIPAS,03,NUEVO LAREDO,7,CAMARGO,0126,2,135,218,5,3,0,4,11,20,151,,,0,547,24,571,945
2,28,TAMAULIPAS,03,NUEVO LAREDO,7,CAMARGO,0127,2,183,206,7,6,4,4,14,23,92,,,3,539,16,558,1003
2,28,TAMAULIPAS,03,NUEVO LAREDO,7,CAMARGO,0128,2,182,176,3,5,1,8,18,9,118,,,0,520,18,538,1039
2,28,TAMAULIPAS,03,NUEVO LAREDO,7,CAMARGO,0129,2,119,159,1,1,2,4,14,22,69,,,0,391,16,407,754
2,28,TAMAULIPAS,03,NUEVO LAREDO,7,CAMARGO,0130,1,85,104,2,1,3,5,3,13,50,,,0,266,13,279,486
2,28,TAMAULIPAS,03,NUEVO LAREDO,7,CAMARGO,0131,2,166,223,2,6,3,5,10,18,143,,,1,576,31,608,1140
2,28,TAMAULIPAS,03,NUEVO LAREDO,7,CAMARGO,0132,2,165,111,1,4,3,5,6,12,52,,,0,359,22,381,757
2,28,TAMAULIPAS,03,NUEVO LAREDO,7,CAMARGO,0133,1,112,106,4,3,2,1,7,11,56,,,0,302,14,316,558
2,28,TAMAULIPAS,03,NUEVO LAREDO,7,CAMARGO,0134,1,67,164,0,2,1,0,20,1,58,,,0,313,16,329,528
2,28,TAMAULIPAS,03,NUEVO LAREDO,7,CAMARGO,0135,1,61,113,0,0,0,0,5,2,15,,,0,196,7,203,351
2,28,TAMAULIPAS,03,NUEVO LAREDO,7,CAMARGO,0136,1,32,90,0,0,0,1,3,5,41,,,0,172,15,187,301
2,28,TAMAULIPAS,03,NUEVO LAREDO,7,CAMARGO,0137,2,169,174,3,3,1,2,7,8,22,,,0,389,15,404,762
2,28,TAMAULIPAS,03,NUEVO LAREDO,7,CAMARGO,0138,1,129,122,1,1,0,0,7,2,4,,,0,266,6,272,444
2,28,TAMAULIPAS,03,NUEVO LAREDO,7,CAMARGO,0139,1,232,202,3,5,2,0,7,1,20,,,0,472,15,487,829
2,28,TAMAULIPAS,03,NUEVO LAREDO,7,CAMARGO,0142,1,55,52,0,2,0,0,1,0,9,,,0,119,3,122,346
2,28,TAMAULIPAS,16,XICOTENCATL,8,CASAS,0143,2,574,399,16,0,7,5,33,2,8,,,0,1044,18,1062,1263
2,28,TAMAULIPAS,16,XICOTENCATL,8,CASAS,0144,2,197,183,1,0,5,1,5,0,2,,,0,394,1,397,435
2,28,TAMAULIPAS,16,XICOTENCATL,8,CASAS,0145,1,97,117,1,0,1,3,3,1,0,,,0,223,2,225,262
2,28,TAMAULIPAS,16,XICOTENCATL,8,CASAS,0146,1,109,92,0,2,1,0,1,1,1,,,0,207,4,211,331
2,28,TAMAULIPAS,16,XICOTENCATL,8,CASAS,0147,2,286,256,2,0,2,2,0,3,0,,,3,551,49,603,702
2,28,TAMAULIPAS,16,XICOTENCATL,8,CASAS,0148,1,243,201,1,0,2,3,4,2,11,,,0,467,10,477,573
2,28,TAMAULIPAS,16,XICOTENCATL,8,CASAS,0149,2,141,216,1,1,0,0,0,1,0,,,0,360,2,362,399
2,28,TAMAULIPAS,16,XICOTENCATL,8,CASAS,0150,1,81,42,0,1,0,0,0,0,0,,,0,124,0,124,144
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,0151,3,382,290,18,14,6,42,8,26,20,,,0,806,20,826,1578
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,0152,3,613,301,22,12,10,76,16,40,30,,,1,1120,28,1149,2060
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,0153,2,279,217,9,11,6,45,10,22,21,,,0,620,20,640,1215
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,0154,4,701,423,20,15,16,59,18,63,20,,,0,1335,25,1360,2373
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,0155,3,561,338,43,18,7,60,16,26,18,,,3,1087,24,1114,2090
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,0156,3,407,304,56,22,13,55,14,63,13,,,1,947,22,971,1677
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,0157,12,2007,1731,98,86,33,192,66,230,62,,,4,4505,111,4620,7866
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,0158,3,564,355,26,26,7,57,30,79,21,,,2,1165,32,1199,2176
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,0159,8,1558,707,56,45,35,185,101,259,42,,,2,2988,86,3076,5367
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0160,3,580,284,32,33,9,54,17,56,19,,,0,1084,31,1115,2115
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,0161,2,324,225,15,23,17,33,18,29,20,,,1,704,21,726,1421
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0162,3,434,267,18,38,11,42,5,64,19,,,2,898,29,929,1633
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,0163,2,240,159,15,7,7,27,5,21,11,,,0,492,14,506,887
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,0164,2,386,248,17,20,5,22,16,16,15,,,0,745,23,768,1318
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,0165,13,2219,1440,168,92,37,289,82,218,111,,,3,4656,100,4759,9244
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0166,3,406,347,22,21,6,41,10,34,14,,,0,901,21,922,1650
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0167,3,472,262,23,20,4,46,11,47,16,,,0,901,13,914,1706
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0168,3,457,317,23,21,21,63,13,45,13,,,2,973,22,997,1781
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0169,2,471,211,17,25,8,29,15,64,10,,,2,850,23,875,1452
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0170,2,426,151,14,10,2,32,15,43,16,,,0,709,29,738,1215
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0171,4,745,279,31,18,11,61,19,84,38,,,2,1286,34,1322,2349
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0172,3,443,265,18,8,7,51,15,67,12,,,9,886,19,907,1568
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0173,3,518,225,18,17,3,53,9,62,12,,,1,917,24,942,1519
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0174,1,111,95,9,8,4,11,6,18,3,,,1,265,7,273,581
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0175,2,306,234,21,18,7,29,9,41,15,,,0,680,18,698,1348
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0177,3,424,322,32,22,14,45,6,62,15,,,0,942,33,975,1833
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0178,2,346,239,18,12,9,76,6,51,12,,,0,769,19,788,1396
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0179,2,485,235,16,17,4,23,12,66,10,,,1,868,21,890,1456
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0180,2,365,164,13,12,6,37,17,33,13,,,1,660,15,676,1093
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0181,2,335,158,19,11,1,24,12,40,4,,,0,604,20,624,1086
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0182,2,333,220,10,11,1,26,5,50,7,,,0,663,12,675,1117
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0183,2,292,168,9,7,5,28,9,30,3,,,3,551,26,580,891
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0184,2,430,223,14,18,12,33,15,53,8,,,0,806,21,827,1329
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0185,2,424,161,10,10,5,21,10,45,10,,,2,696,18,716,1190
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0186,2,399,169,6,12,2,34,7,36,7,,,1,672,16,689,1128
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0187,4,621,426,21,24,6,72,18,135,19,,,0,1342,28,1372,2334
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0188,3,560,344,36,35,10,52,34,93,22,,,2,1186,35,1224,2000
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0189,6,1103,663,53,41,14,94,61,139,44,,,1,2212,66,2279,4337
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0190,3,435,333,33,8,5,41,15,46,23,,,1,939,23,963,1795
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0191,3,547,278,30,15,11,54,19,44,21,,,13,1019,14,1046,1892
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0192,3,472,389,24,29,8,51,16,53,9,,,2,1051,26,1082,1871
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,0193,3,494,318,45,18,11,46,16,62,22,,,2,1032,28,1062,1921
