MUNICIPIO,SECION,CASILLA,PAN,PRI,PRD,PFCRN,PT,PVEM,VALIDA,No Registrados,Nulos,Total
OCAMPO,903,B,42,18,0,0,1,0,61,0,2,63
OCAMPO,904,B,61,78,0,0,1,0,140,0,3,143
OCAMPO,905,B,83,36,0,0,0,0,119,0,0,119
OCAMPO,906,B,161,90,0,0,0,0,251,0,8,259
OCAMPO,907,B,224,108,0,0,0,0,332,0,10,342
OCAMPO,908,B,207,127,0,0,0,0,334,0,6,340
OCAMPO,909,B,194,116,0,0,0,0,310,0,9,319
OCAMPO,910,B,261,146,0,0,0,0,407,0,16,423
OCAMPO,911,B,295,145,0,0,0,0,440,0,16,456
OCAMPO,912,X,28,92,0,0,0,0,120,0,5,125
OCAMPO,913,B,120,69,0,0,0,0,189,0,14,203
,,,,,,,,,,,,
EL ORO,914,B,76,54,0,0,0,0,130,0,0,130
EL ORO,915,B,225,168,3,0,0,0,396,0,4,400
EL ORO,916,C,362,213,3,0,2,0,580,0,11,591
EL ORO,917,C,367,232,5,0,0,1,605,0,15,620
EL ORO,918,B,58,11,0,0,0,0,69,0,6,75
EL ORO,919,B,86,55,0,0,0,0,141,0,1,142
EL ORO,920,B,50,4,0,0,0,0,54,0,0,54
EL ORO,921,B,52,8,0,0,0,0,60,0,2,62
EL ORO,922,B,19,24,1,0,0,0,44,0,0,44
EL ORO,923,B,95,17,2,0,2,1,117,0,0,117
EL ORO,924,B,34,68,1,0,0,0,103,0,14,117
EL ORO,925,B,28,12,0,0,0,0,40,0,1,41
EL ORO,926,B,42,8,0,0,0,1,51,0,1,52
EL ORO,927,B,30,26,0,0,0,0,56,0,1,57
EL ORO,928,B,16,44,0,0,0,0,60,0,2,62
EL ORO,929,B,5,47,0,0,0,0,52,0,6,58
EL ORO,930,B,14,44,0,1,0,0,59,0,0,59
EL ORO,931,B,48,25,0,0,0,0,73,0,1,74
EL ORO,932,B,20,46,3,1,0,0,70,0,2,72
EL ORO,933,B,106,33,2,0,0,0,141,0,5,146
EL ORO,934,B,69,95,2,0,1,1,168,0,5,173
EL ORO,935,B,35,113,2,0,1,0,151,0,5,156
EL ORO,936,B,69,47,1,0,0,0,117,0,3,120
EL ORO,937,B,196,88,24,0,0,0,308,0,18,326
EL ORO,938,B,20,19,3,0,0,0,42,0,1,43
EL ORO,939,B,38,125,14,1,2,0,180,5,0,185
EL ORO,940,B,71,70,0,0,1,0,142,0,8,150
EL ORO,941,B,30,27,5,0,1,1,64,0,4,68
EL ORO,942,B,54,41,29,0,0,0,124,0,7,131
EL ORO,943,B,27,109,0,0,1,0,137,0,6,143
EL ORO,944,B,11,39,0,0,1,0,51,0,7,58
EL ORO,945,B,5,82,0,0,1,0,88,0,0,88
EL ORO,946,B,115,66,2,0,0,2,185,0,4,189
,,,,,,,,,,,,
OTAEZ,947,B,54,230,6,0,0,0,290,0,0,290
OTAEZ,948,B,10,86,36,0,2,0,134,0,13,147
OTAEZ,949,B,9,28,11,0,0,0,48,0,0,48
OTAEZ,950,B,8,91,16,0,0,0,115,0,0,115
OTAEZ,951,B,5,37,2,0,0,0,44,0,21,65
OTAEZ,952,B,30,63,1,0,0,0,94,0,6,100
OTAEZ,953,B,3,67,6,1,5,0,82,0,3,85
OTAEZ,954,B,11,78,39,0,0,0,128,0,9,137
OTAEZ,955,B,24,30,12,0,0,0,66,0,4,70
OTAEZ,956,B,4,91,2,0,0,0,97,0,0,97
OTAEZ,957,B,6,27,10,0,0,0,43,0,1,44
OTAEZ,958,B,7,14,25,0,0,0,46,0,2,48
OTAEZ,959,X,6,92,19,0,0,0,117,0,1,118
,,,,,,,,,,,,
PANUCO DE CORONADO,961,B,260,144,9,0,10,0,423,0,2,425
PANUCO DE CORONADO,962,B,263,126,11,0,5,0,405,0,10,415
PANUCO DE CORONADO,963,B,270,185,31,0,11,0,497,0,3,500
PANUCO DE CORONADO,964,B,141,158,25,0,17,0,341,0,3,344
PANUCO DE CORONADO,965,X,157,143,3,0,10,0,313,0,10,323
PANUCO DE CORONADO,966,B,59,85,1,0,2,0,147,0,1,148
PANUCO DE CORONADO,967,C,201,208,4,0,7,0,420,0,17,437
PANUCO DE CORONADO,968,B,86,93,0,0,50,0,229,0,6,235
PANUCO DE CORONADO,969,B,80,137,4,1,5,2,229,0,20,249
PANUCO DE CORONADO,970,B,49,45,1,0,24,0,119,0,7,126
PANUCO DE CORONADO,971,B,184,120,3,0,11,0,318,0,3,321
PANUCO DE CORONADO,972,B,127,202,3,0,2,1,335,0,11,346
PANUCO DE CORONADO,973,B,113,94,2,0,6,0,215,0,9,224
PANUCO DE CORONADO,974,B,63,82,3,0,6,0,154,0,7,161
PANUCO DE CORONADO,975,B,42,81,7,0,9,0,139,0,1,140
PANUCO DE CORONADO,976,B,16,88,4,0,5,0,113,0,2,115
,,,,,,,,,,,,
PENON BLANCO,977,B,110,150,147,0,11,0,418,1,10,429
PENON BLANCO,978,B,120,113,80,0,27,0,340,0,7,347
PENON BLANCO,979,B,122,181,76,0,43,0,422,0,9,431
PENON BLANCO,980,C,102,386,213,0,9,0,710,0,12,722
PENON BLANCO,981,B,6,21,14,0,13,0,54,0,1,55
PENON BLANCO,982,B,19,34,9,0,14,0,76,0,2,78
PENON BLANCO,983,B,11,89,74,0,19,0,193,0,6,199
PENON BLANCO,985,B,7,89,94,0,9,0,199,0,3,202
PENON BLANCO,986,B,40,71,101,0,8,0,220,0,4,224
PENON BLANCO,987,B,26,25,4,0,25,0,80,0,1,81
PENON BLANCO,988,B,7,46,20,0,6,0,79,0,4,83
PENON BLANCO,989,B,36,125,59,0,13,0,233,0,11,244
PENON BLANCO,990,B,53,148,37,0,12,0,250,0,4,254
PENON BLANCO,991,B,139,139,16,0,9,0,303,0,5,308
,,,,,,,,,,,,
POANAS,992,B,116,136,131,0,90,0,473,,12,485
POANAS,993,C,144,291,218,1,123,0,777,0,19,796
POANAS,994,C,71,190,202,2,192,2,659,0,16,675
POANAS,995,C,284,225,228,2,151,2,892,0,16,908
POANAS,996,B,65,153,151,1,132,0,502,0,14,516
POANAS,997,B,50,60,129,1,138,1,379,0,5,384
POANAS,998,B,31,62,135,0,16,2,246,0,6,252
POANAS,999,B,40,64,134,0,27,0,265,0,11,276
POANAS,1000,C,49,99,302,0,61,0,511,0,21,532
POANAS,1001,B,32,136,88,0,46,0,302,0,11,313
POANAS,1002,B,45,102,99,0,11,0,257,0,9,266
POANAS,1003,B,7,108,142,0,116,0,373,0,12,385
POANAS,1004,B,95,71,91,0,69,0,326,0,9,335
POANAS,1005,B,100,63,110,1,75,1,350,0,17,367
POANAS,1006,B,21,148,123,2,17,1,312,0,6,318
POANAS,1007,B,19,88,106,0,33,0,246,0,7,253
POANAS,1008,B,25,171,107,0,13,0,316,0,5,321
POANAS,1009,B,23,81,88,1,59,0,252,0,10,262
POANAS,1010,B,22,63,23,1,381,1,491,0,10,501
POANAS,1011,B,19,22,19,0,43,0,103,0,0,103
POANAS,1012,B,7,51,65,0,79,0,202,0,2,204
POANAS,1013,B,51,53,186,0,12,0,302,0,10,312
POANAS,1014,B,37,46,226,1,18,0,328,0,13,341
,,,,,,,,,,,,
PUEBLO NUEVO,1015,B,202,90,4,10,13,0,319,0,7,326
PUEBLO NUEVO,1016,C,152,140,2,0,15,3,312,0,4,316
PUEBLO NUEVO,1017,C,204,194,1,0,45,2,446,0,16,462
PUEBLO NUEVO,1018,C,417,194,2,0,30,0,643,0,9,652
PUEBLO NUEVO,1019,C,459,281,7,7,22,1,777,0,12,789
PUEBLO NUEVO,1020,B,183,143,9,0,2,0,337,0,10,347
PUEBLO NUEVO,1021,B,178,160,3,6,8,0,355,0,10,365
PUEBLO NUEVO,1022,B,293,164,2,0,10,2,471,0,12,483
PUEBLO NUEVO,1023,C,343,204,3,1,32,0,583,0,21,604
PUEBLO NUEVO,1024,C,245,168,2,1,32,1,449,0,4,453
PUEBLO NUEVO,1025,B,11,173,0,1,0,0,185,0,4,189
PUEBLO NUEVO,1026,B,23,43,0,0,0,0,66,0,2,68
PUEBLO NUEVO,1027,B,58,99,0,1,16,1,175,0,9,184
PUEBLO NUEVO,1028,B,79,103,0,0,5,0,187,0,10,197
PUEBLO NUEVO,1029,B,96,190,0,0,0,0,286,0,7,293
PUEBLO NUEVO,1030,B,199,61,0,0,1,0,261,0,5,266
PUEBLO NUEVO,1031,B,43,41,1,0,12,0,97,0,5,102
PUEBLO NUEVO,1032,B,70,40,0,0,7,0,117,0,4,121
PUEBLO NUEVO,1033,B,87,29,1,0,5,1,123,0,1,124
PUEBLO NUEVO,1034,B,120,55,2,0,11,0,188,0,7,195
PUEBLO NUEVO,1035,B,53,40,1,0,4,1,99,0,3,102
PUEBLO NUEVO,1036,B,31,46,0,0,0,0,77,0,0,77
PUEBLO NUEVO,1037,B,147,151,0,2,1,1,302,0,4,306
PUEBLO NUEVO,1038,B,33,114,1,0,5,0,153,0,1,154
PUEBLO NUEVO,1039,B,76,68,1,2,7,3,157,0,4,161
PUEBLO NUEVO,1040,B,184,104,1,0,8,3,300,0,4,304
PUEBLO NUEVO,1041,B,1,55,0,0,0,0,56,0,4,60
PUEBLO NUEVO,1042,B,1,93,0,0,4,1,99,0,0,99
PUEBLO NUEVO,1043,B,86,76,2,1,8,1,174,0,4,178
PUEBLO NUEVO,1044,B,109,56,1,2,6,5,179,0,14,193
PUEBLO NUEVO,1045,B,85,11,0,0,0,0,96,0,3,99
PUEBLO NUEVO,1046,B,164,157,4,1,6,2,334,0,10,344
PUEBLO NUEVO,1047,B,42,172,2,0,7,1,224,0,8,232
PUEBLO NUEVO,1048,B,27,73,3,3,7,1,114,0,2,116
PUEBLO NUEVO,1049,B,87,53,0,0,13,2,155,0,4,159
PUEBLO NUEVO,1050,B,3,115,0,0,16,4,138,0,7,145
PUEBLO NUEVO,1051,B,0,51,0,0,9,1,61,0,3,64
PUEBLO NUEVO,1052,B,1,4,0,0,0,0,5,0,2,7
PUEBLO NUEVO,1053,B,2,33,1,1,12,0,49,0,2,51
PUEBLO NUEVO,1054,B,8,65,6,1,13,0,93,0,5,98
PUEBLO NUEVO,1055,B,38,94,2,0,16,0,150,0,7,157
PUEBLO NUEVO,1056,B,6,23,0,0,0,0,29,0,1,30
PUEBLO NUEVO,1058,B,13,17,0,0,1,0,31,0,1,32
PUEBLO NUEVO,1059,B,18,25,0,0,1,0,44,0,0,44
PUEBLO NUEVO,1060,B,6,28,0,0,2,0,36,0,0,36
PUEBLO NUEVO,1061,B,0,31,0,0,2,0,33,0,17,50
PUEBLO NUEVO,1062,B,12,4,1,2,0,0,19,0,1,20
,,,,,,,,,,,,
RODEO,1063,B,26,202,155,2,56,1,442,2,11,455
RODEO,1064,B,27,177,151,0,40,0,395,3,10,408
RODEO,1065,B,17,145,113,0,50,0,325,2,9,336
RODEO,1066,B,4,61,13,0,27,1,106,0,0,106
RODEO,1067,B,4,21,34,0,12,0,71,0,0,71
RODEO,1068,B,9,160,8,1,210,2,390,0,11,401
RODEO,1069,B,6,78,15,2,24,0,125,0,5,130
RODEO,1070,B,16,54,52,0,36,2,160,0,5,165
RODEO,1071,B,2,62,105,1,18,0,188,0,3,191
RODEO,1072,B,2,45,5,0,5,0,57,0,0,57
RODEO,1073,B,1,45,13,0,1,0,60,0,0,60
RODEO,1074,B,3,41,18,0,2,0,64,0,3,67
RODEO,1075,B,8,87,28,0,12,0,135,1,6,142
RODEO,1076,B,0,35,5,0,1,0,41,0,1,42
RODEO,1077,B,5,74,15,0,9,1,104,0,1,105
RODEO,1078,B,8,54,50,0,4,0,116,0,3,119
RODEO,1079,B,4,77,54,1,10,0,146,0,0,146
RODEO,1080,B,48,141,62,0,24,1,276,1,10,287
RODEO,1081,B,1,121,6,0,19,0,147,0,3,150
RODEO,1082,B,3,61,23,0,100,0,187,0,4,191
RODEO,1083,B,1,51,113,1,139,1,306,0,5,311
RODEO,1084,B,2,91,2,0,34,0,129,0,6,135
RODEO,1085,B,0,25,11,0,5,0,41,0,1,42
,,,,,,,,,,,,
SAN BERNARDO,1086,B,145,219,0,0,0,0,364,0,9,373
SAN BERNARDO,1087,B,2,99,0,0,1,1,103,0,3,106
SAN BERNARDO,1088,B,14,113,0,0,0,1,128,0,3,131
SAN BERNARDO,1089,B,10,121,0,0,0,0,131,0,6,137
SAN BERNARDO,1090,B,7,45,0,0,0,1,53,0,4,57
SAN BERNARDO,1091,B,2,47,0,0,0,0,49,0,0,49
SAN BERNARDO,1092,X,9,133,0,0,0,0,142,0,2,144
SAN BERNARDO,1093,B,20,120,0,0,0,0,140,0,2,142
SAN BERNARDO,1094,B,36,130,0,0,0,0,166,0,7,173
SAN BERNARDO,1095,X,8,125,2,0,0,0,135,0,1,136
SAN BERNARDO,1096,B,46,131,1,0,0,2,180,0,8,188
SAN BERNARDO,1097,B,19,132,0,0,1,0,152,0,10,162
,,,,,,,,,,,,
SAN DIMAS,1098,B,9,99,0,0,219,1,328,0,4,332
SAN DIMAS,1099,B,1,94,2,0,232,0,329,0,3,332
SAN DIMAS,1100,B,1,105,0,1,158,0,265,0,6,271
SAN DIMAS,1101,B,4,8,0,0,34,1,47,0,2,49
SAN DIMAS,1102,B,6,60,1,2,22,3,94,0,3,97
SAN DIMAS,1103,B,2,34,0,0,56,0,92,0,2,94
SAN DIMAS,1104,B,0,97,1,1,29,0,128,0,1,129
SAN DIMAS,1105,B,0,25,0,0,10,0,35,0,0,35
SAN DIMAS,1106,B,1,27,1,0,16,3,48,0,3,51
SAN DIMAS,1107,B,5,65,1,0,47,3,121,0,7,128
SAN DIMAS,1108,B,35,100,0,0,56,1,192,0,4,196
SAN DIMAS,1109,B,53,70,0,0,43,0,166,0,4,170
SAN DIMAS,1110,B,38,94,0,0,28,0,160,0,5,165
SAN DIMAS,1111,B,9,25,0,1,11,0,46,0,1,47
SAN DIMAS,1112,B,12,291,0,0,52,0,355,0,4,359
SAN DIMAS,1113,B,4,48,0,0,24,0,76,0,0,76
SAN DIMAS,1114,B,9,90,0,0,53,2,154,0,0,154
SAN DIMAS,1115,B,0,54,0,0,32,0,86,0,3,89
SAN DIMAS,1116,B,5,161,0,0,77,0,243,0,6,249
SAN DIMAS,1117,B,4,56,0,0,81,0,141,0,0,141
SAN DIMAS,1118,B,6,40,0,0,56,0,102,0,5,107
SAN DIMAS,1119,B,0,3,0,0,56,0,59,0,0,59
SAN DIMAS,1120,B,0,31,0,0,71,0,102,0,0,102
SAN DIMAS,1121,B,2,21,2,0,57,0,82,1,1,84
SAN DIMAS,1122,B,0,73,3,0,140,1,217,0,1,218
SAN DIMAS,1123,B,0,11,1,0,23,0,35,0,1,36
SAN DIMAS,1125,B,0,6,0,0,83,0,89,0,2,91
SAN DIMAS,1126,B,1,38,0,0,108,2,149,0,7,156
SAN DIMAS,1127,B,0,122,0,0,89,0,211,0,8,219
SAN DIMAS,1128,B,0,44,1,0,59,0,104,0,4,108
SAN DIMAS,1129,B,0,13,0,0,80,1,94,0,2,96
SAN DIMAS,1130,B,1,11,0,0,129,0,141,0,1,142
SAN DIMAS,1131,B,3,138,0,1,101,0,243,0,5,248
SAN DIMAS,1132,B,0,48,0,0,41,2,91,0,17,108
SAN DIMAS,1133,B,4,22,0,0,3,0,29,0,1,30
SAN DIMAS,1134,B,8,32,0,0,37,2,79,0,0,79
SAN DIMAS,1135,B,3,21,0,0,13,0,37,0,0,37
SAN DIMAS,1136,B,1,51,1,0,3,0,56,0,11,67
SAN DIMAS,1137,B,3,54,0,0,7,1,65,0,3,68
SAN DIMAS,1138,B,0,46,0,0,47,0,93,0,0,93
SAN DIMAS,1139,B,0,45,0,0,19,0,64,0,0,64
,,,,,,,,,,,,
SAN JUAN DE GUADALUPE,1140,B,116,130,7,0,1,1,255,0,8,263
SAN JUAN DE GUADALUPE,1141,B,158,167,2,1,0,0,328,0,5,333
SAN JUAN DE GUADALUPE,1142,B,11,29,5,0,0,0,45,0,1,46
SAN JUAN DE GUADALUPE,1143,B,87,19,0,0,0,0,106,0,2,108
SAN JUAN DE GUADALUPE,1144,B,36,40,10,0,0,0,86,0,1,87
SAN JUAN DE GUADALUPE,1145,B,35,47,3,0,1,0,86,0,3,89
SAN JUAN DE GUADALUPE,1146,B,15,24,5,0,0,0,44,0,9,53
SAN JUAN DE GUADALUPE,1147,B,69,97,10,0,1,0,177,0,5,182
SAN JUAN DE GUADALUPE,1148,B,58,43,12,0,1,0,114,0,12,126
SAN JUAN DE GUADALUPE,1149,B,11,74,0,0,0,0,85,0,1,86
SAN JUAN DE GUADALUPE,1150,B,116,19,5,0,0,0,140,0,2,142
SAN JUAN DE GUADALUPE,1151,B,88,96,14,1,2,1,202,0,6,208
SAN JUAN DE GUADALUPE,1152,B,85,29,17,0,0,0,131,0,2,133
SAN JUAN DE GUADALUPE,1153,B,22,5,7,0,0,0,34,0,1,35
SAN JUAN DE GUADALUPE,1154,B,46,29,2,0,0,0,77,0,0,77
SAN JUAN DE GUADALUPE,1155,B,34,12,13,0,0,0,59,0,1,60
,,,,,,,,,,,,
SAN JUAN DEL RIO,1156,B,24,221,0,0,147,0,392,0,20,412
SAN JUAN DEL RIO,1157,B,16,191,5,1,165,1,379,0,21,400
SAN JUAN DEL RIO,1158,B,17,168,1,1,112,0,299,0,21,320
SAN JUAN DEL RIO,1159,B,1,56,0,0,38,0,95,0,4,99
SAN JUAN DEL RIO,1160,B,29,173,1,2,87,0,292,0,0,292
SAN JUAN DEL RIO,1161,B,3,122,0,0,87,0,212,0,8,220
SAN JUAN DEL RIO,1162,B,2,116,0,0,18,0,136,0,3,139
SAN JUAN DEL RIO,1163,B,2,72,2,1,64,0,141,0,3,144
SAN JUAN DEL RIO,1164,B,1,54,0,1,46,0,102,0,7,109
SAN JUAN DEL RIO,1165,B,3,63,0,1,46,0,113,0,9,122
SAN JUAN DEL RIO,1166,B,4,82,0,0,20,0,106,0,4,110
SAN JUAN DEL RIO,1167,B,5,172,1,1,82,0,261,0,3,264
SAN JUAN DEL RIO,1168,B,13,62,2,0,39,0,116,0,0,116
SAN JUAN DEL RIO,1169,B,12,173,2,0,161,0,348,0,12,360
SAN JUAN DEL RIO,1170,B,1,43,0,0,27,0,71,0,3,74
SAN JUAN DEL RIO,1171,B,9,121,0,1,128,0,259,0,3,262
SAN JUAN DEL RIO,1172,B,2,99,1,0,115,1,218,0,5,223
SAN JUAN DEL RIO,1173,B,4,44,0,2,138,0,188,0,18,206
SAN JUAN DEL RIO,1174,B,1,68,0,0,105,0,174,0,10,184
SAN JUAN DEL RIO,1175,B,1,51,0,0,39,0,91,0,1,92
SAN JUAN DEL RIO,1176,B,5,56,1,0,32,0,94,0,3,97
SAN JUAN DEL RIO,1177,B,4,28,0,0,36,0,68,0,2,70
SAN JUAN DEL RIO,1178,B,3,23,0,0,30,0,56,0,0,56
,,,,,,,,,,,,
SAN LUIS DEL CORDERO,1179,B,95,95,0,0,0,0,190,0,2,192
SAN LUIS DEL CORDERO,1180,B,150,71,0,0,0,0,221,0,5,226
SAN LUIS DEL CORDERO,1181,B,103,63,0,0,0,0,166,0,6,172
SAN LUIS DEL CORDERO,1182,B,90,113,0,0,0,0,203,0,7,210
,,,,,,,,,,,,
SAN PEDRO DEL GALLO,1183,B,122,145,0,0,0,2,269,2,2,273
SAN PEDRO DEL GALLO,1184,B,46,50,0,0,0,17,113,0,0,113
SAN PEDRO DEL GALLO,1185,B,10,29,0,0,0,2,41,0,0,41
SAN PEDRO DEL GALLO,1186,B,22,25,1,0,1,3,52,0,5,57
SAN PEDRO DEL GALLO,1187,B,43,63,0,0,0,1,107,0,1,108
SAN PEDRO DEL GALLO,1188,B,11,36,0,0,0,1,48,0,1,49
SAN PEDRO DEL GALLO,1189,B,10,30,0,0,0,2,42,0,0,42
SAN PEDRO DEL GALLO,1190,B,20,42,0,0,0,3,65,0,1,66
,,,,,,,,,,,,
SANTA CLARA,1191,B,77,117,0,0,79,0,273,0,6,279
SANTA CLARA,1192,C,149,191,2,0,315,0,657,0,21,678
SANTA CLARA,1193,B,95,150,0,1,120,2,368,0,7,375
SANTA CLARA,1194,B,75,95,0,0,72,0,242,0,3,245
SANTA CLARA,1195,B,98,48,0,0,27,0,173,0,4,177
SANTA CLARA,1196,B,3,34,0,1,14,0,52,0,1,53
SANTA CLARA,1197,B,8,109,0,0,220,0,337,0,6,343
SANTA CLARA,1198,B,6,120,1,0,37,1,165,0,5,170
SANTA CLARA,1199,B,20,147,1,0,205,0,373,0,11,384
,,,,,,,,,,,,
SANTIAGO PAPASQUIARO,1200,B,168,81,3,0,19,0,271,0,2,273
SANTIAGO PAPASQUIARO,1201,B,346,89,4,0,3,1,443,0,4,447
SANTIAGO PAPASQUIARO,1202,B,214,47,0,0,58,0,319,0,3,322
SANTIAGO PAPASQUIARO,1203,B,242,78,4,0,16,1,341,1,1,343
SANTIAGO PAPASQUIARO,1204,C,321,150,2,1,13,0,487,0,10,497
SANTIAGO PAPASQUIARO,1205,C,400,126,7,1,20,1,555,0,11,566
SANTIAGO PAPASQUIARO,1206,B,180,56,1,0,10,0,247,0,2,249
SANTIAGO PAPASQUIARO,1207,B,86,22,1,0,8,0,117,0,3,120
SANTIAGO PAPASQUIARO,1208,B,292,123,3,0,8,1,427,0,0,427
SANTIAGO PAPASQUIARO,1209,B,176,116,2,0,14,0,308,0,8,316
SANTIAGO PAPASQUIARO,1210,B,188,142,2,0,12,1,345,0,8,353
SANTIAGO PAPASQUIARO,1211,B,170,93,2,0,14,0,279,0,4,283
SANTIAGO PAPASQUIARO,1212,C,351,175,2,0,32,1,561,0,18,579
SANTIAGO PAPASQUIARO,1213,B,168,95,3,0,9,1,276,0,5,281
SANTIAGO PAPASQUIARO,1214,B,135,85,1,0,24,0,245,0,6,251
SANTIAGO PAPASQUIARO,1215,B,110,12,0,0,0,0,122,0,6,128
SANTIAGO PAPASQUIARO,1217,B,38,27,0,0,4,2,71,0,1,72
SANTIAGO PAPASQUIARO,1218,B,52,8,3,0,5,0,68,0,3,71
SANTIAGO PAPASQUIARO,1219,B,236,62,28,0,14,2,342,0,0,342
SANTIAGO PAPASQUIARO,1220,B,135,46,6,0,20,0,207,0,5,212
SANTIAGO PAPASQUIARO,1221,B,33,32,0,0,0,0,65,0,6,71
SANTIAGO PAPASQUIARO,1222,B,90,103,12,0,0,0,205,0,3,208
SANTIAGO PAPASQUIARO,1223,B,12,22,0,0,1,0,35,0,1,36
SANTIAGO PAPASQUIARO,1224,X,135,77,0,0,5,2,219,0,0,219
SANTIAGO PAPASQUIARO,1225,B,71,52,2,1,1,0,127,0,2,129
SANTIAGO PAPASQUIARO,1226,B,18,52,0,0,3,0,73,0,3,76
SANTIAGO PAPASQUIARO,1227,B,56,43,0,0,0,0,99,0,2,101
SANTIAGO PAPASQUIARO,1228,B,62,31,1,0,17,1,112,0,4,116
SANTIAGO PAPASQUIARO,1229,B,238,19,0,0,2,0,259,0,4,263
SANTIAGO PAPASQUIARO,1230,B,31,18,0,1,3,0,53,0,2,55
SANTIAGO PAPASQUIARO,1231,B,101,76,1,1,1,0,180,0,1,181
SANTIAGO PAPASQUIARO,1232,B,34,36,1,0,7,2,80,0,3,83
SANTIAGO PAPASQUIARO,1233,B,67,5,0,0,1,0,73,0,2,75
SANTIAGO PAPASQUIARO,1234,X,179,9,1,0,2,1,192,0,4,196
SANTIAGO PAPASQUIARO,1235,B,145,26,1,0,3,1,176,0,11,187
SANTIAGO PAPASQUIARO,1236,B,243,50,3,0,12,0,308,0,6,314
SANTIAGO PAPASQUIARO,1237,B,100,25,0,0,1,0,126,0,2,128
SANTIAGO PAPASQUIARO,1238,B,132,70,0,1,11,0,214,0,10,224
SANTIAGO PAPASQUIARO,1239,B,70,133,3,0,4,3,213,0,6,219
SANTIAGO PAPASQUIARO,1240,B,102,107,2,0,10,1,222,0,7,229
SANTIAGO PAPASQUIARO,1241,B,57,34,1,1,2,0,95,0,1,96
SANTIAGO PAPASQUIARO,1242,B,90,84,5,0,11,0,190,0,3,193
SANTIAGO PAPASQUIARO,1243,B,37,140,6,1,9,0,193,0,5,198
SANTIAGO PAPASQUIARO,1244,B,99,129,1,0,4,1,234,0,4,238
SANTIAGO PAPASQUIARO,1245,B,99,140,2,0,13,1,255,0,2,257
SANTIAGO PAPASQUIARO,1246,B,48,50,4,0,4,1,107,0,4,111
SANTIAGO PAPASQUIARO,1247,B,57,31,5,0,6,1,100,0,1,101
SANTIAGO PAPASQUIARO,1248,B,74,47,2,15,0,0,138,0,0,138
SANTIAGO PAPASQUIARO,1249,B,149,80,6,0,2,3,240,0,16,256
SANTIAGO PAPASQUIARO,1250,B,63,82,10,0,0,0,155,0,0,155
SANTIAGO PAPASQUIARO,1251,B,72,14,2,0,5,0,93,0,2,95
SANTIAGO PAPASQUIARO,1252,B,10,4,0,0,9,0,23,0,1,24
SANTIAGO PAPASQUIARO,1253,B,84,26,0,0,4,0,114,0,0,114
SANTIAGO PAPASQUIARO,1255,B,11,5,1,0,59,0,76,0,1,77
SANTIAGO PAPASQUIARO,1256,B,23,3,1,0,0,0,27,0,2,29
SANTIAGO PAPASQUIARO,1257,B,42,9,2,0,54,0,107,0,2,109
SANTIAGO PAPASQUIARO,1258,B,96,44,1,0,3,0,144,0,8,152
SANTIAGO PAPASQUIARO,1259,B,111,48,0,0,2,0,161,0,5,166
SANTIAGO PAPASQUIARO,1260,B,163,129,5,0,20,3,320,0,7,327
SANTIAGO PAPASQUIARO,1261,B,86,92,3,0,7,1,189,0,5,194
,,,,,,,,,,,,
SUCHIL,1263,B,14,154,114,1,20,0,303,0,7,310
SUCHIL,1264,B,7,168,143,0,8,0,326,0,7,333
SUCHIL,1265,B,10,150,229,1,57,1,448,0,18,466
SUCHIL,1266,B,8,163,307,1,35,1,515,0,0,515
SUCHIL,1267,B,0,44,49,0,5,0,98,0,3,101
SUCHIL,1268,B,5,82,104,0,21,0,212,0,4,216
SUCHIL,1269,B,2,28,102,1,7,0,140,0,1,141
SUCHIL,1270,B,2,27,18,0,3,0,50,0,0,50
SUCHIL,1271,B,5,67,45,1,2,0,120,0,5,125
SUCHIL,1272,B,3,32,38,0,5,0,78,0,0,78
SUCHIL,1273,B,2,64,12,0,2,0,80,0,8,88
,,,,,,,,,,,,
TAMAZULA,1274,B,76,289,0,0,1,0,366,0,10,376
TAMAZULA,1275,B,131,182,0,0,1,1,315,0,13,328
TAMAZULA,1276,B,9,28,0,0,0,0,37,0,1,38
TAMAZULA,1277,X,10,126,3,0,1,1,141,0,9,150
TAMAZULA,1278,B,1,56,3,0,0,0,60,0,0,60
TAMAZULA,1279,B,26,64,0,0,0,1,91,0,2,93
TAMAZULA,1280,B,15,63,0,0,1,0,79,0,4,83
TAMAZULA,1281,B,20,172,2,0,0,0,194,0,8,202
TAMAZULA,1282,B,5,83,0,0,1,0,89,0,0,89
TAMAZULA,1283,B,3,50,0,0,1,0,54,0,2,56
TAMAZULA,1284,B,14,17,1,0,0,0,32,0,0,32
TAMAZULA,1285,B,42,50,0,0,0,0,92,0,2,94
TAMAZULA,1286,B,80,40,0,0,0,0,120,0,2,122
TAMAZULA,1287,B,9,69,0,0,0,0,78,0,3,81
TAMAZULA,1288,.B,12,92,0,0,0,0,104,0,5,109
TAMAZULA,1289,B,42,67,0,0,0,0,109,0,1,110
TAMAZULA,1290,B,162,122,1,1,1,1,288,0,0,288
TAMAZULA,1291,B,37,28,0,0,0,0,65,0,2,67
TAMAZULA,1292,B,94,85,1,1,0,1,182,0,9,191
TAMAZULA,1293,B,32,99,0,0,0,0,131,0,5,136
TAMAZULA,1294,B,53,192,0,0,0,0,245,0,9,254
TAMAZULA,1295,B,13,26,0,0,0,0,39,0,1,40
TAMAZULA,1296,B,24,23,0,0,0,0,47,0,0,47
