Municipio,Seccion,Tipo,PAN-PRD-PC,PRI-PVEM-PANAL-PD,PT,Validos,No Registrados,Nulos,Total,Nominal,,
SAN JUAN DEL RIO,1157,C ,130,127,12,269,0,12,281,491, ,
SAN JUAN DEL RIO,1158,B ,173,269,6,448,0,11,459,725, ,
SAN JUAN DEL RIO,1159,B ,65,42,4,111,0,5,116,178, ,
SAN JUAN DEL RIO,1160,B ,205,170,7,382,0,22,404,658, ,
SAN JUAN DEL RIO,1161,B ,165,120,6,291,0,14,305,479, ,
SAN JUAN DEL RIO,1162,B ,102,75,4,181,0,8,189,311, ,
SAN JUAN DEL RIO,1163,B ,107,79,21,207,0,7,214,346, ,
SAN JUAN DEL RIO,1164,B ,89,47,7,143,0,1,144,222, ,
SAN JUAN DEL RIO,1165,B ,68,70,3,141,0,1,142,241, ,
SAN JUAN DEL RIO,1166,B ,33,109,9,151,0,4,155,280, ,
SAN JUAN DEL RIO,1167,B ,219,149,15,383,0,6,389,621, ,
SAN JUAN DEL RIO,1168,B ,86,68,10,164,0,3,167,278, ,
SAN JUAN DEL RIO,1169,B ,154,72,2,228,0,10,238,385, ,
SAN JUAN DEL RIO,1169,C ,141,63,4,208,0,6,214,386, ,
SAN JUAN DEL RIO,1169,X ,58,57,3,118,1,7,126,194, ,
SAN JUAN DEL RIO,1170,B ,36,65,3,104,0,0,104,161, ,
SAN JUAN DEL RIO,1171,B ,144,53,4,201,0,14,215,405, ,
SAN JUAN DEL RIO,1171,C ,175,65,8,248,0,8,256,406, ,
SAN JUAN DEL RIO,1172,B ,314,68,18,400,0,4,404,645, ,
SAN JUAN DEL RIO,1173,B ,123,127,11,261,0,13,274,505, ,
SAN JUAN DEL RIO,1174,B ,110,106,7,223,1,15,239,453, ,
SAN JUAN DEL RIO,1175,B ,43,45,9,97,0,8,105,203, ,
SAN JUAN DEL RIO,1176,B ,46,46,11,103,0,0,103,186, ,
SAN JUAN DEL RIO,1177,B ,31,62,4,97,0,2,99,166, ,
SAN JUAN DEL RIO,1178,B ,31,39,0,70,0,0,70,107, ,
,,,,,,,,,,,,
SAN LUIS DEL CORDERO,1179,B,76,136,80,292,0,10,302,521,,
SAN LUIS DEL CORDERO,1180,B,127,147,47,321,0,8,329,535,,
SAN LUIS DEL CORDERO,1181,B,115,132,44,291,0,9,300,480,,
SAN LUIS DEL CORDERO,1182,B,52,70,11,133,0,5,138,203,,
SAN LUIS DEL CORDERO,1182,X,75,61,38,174,0,8,182,242,,
,,,,,,,,,,,,
SAN PEDRO DEL GALLO,1183,B,121,148,208,477,0,13,490,698,,
SAN PEDRO DEL GALLO,1184,B,23,68,27,118,0,4,122,181,,
SAN PEDRO DEL GALLO,1185,B,32,12,8,52,1,3,56,74,,
SAN PEDRO DEL GALLO,1186,B,18,23,11,52,0,2,54,81,,
SAN PEDRO DEL GALLO,1187,B,13,105,11,129,0,3,132,195,,
SAN PEDRO DEL GALLO,1188,B,9,33,51,93,0,2,95,157,,
SAN PEDRO DEL GALLO,1189,B,28,10,13,51,0,0,51,72,,
SAN PEDRO DEL GALLO,1190,B,42,21,18,81,0,1,82,135,,
,,,,,,,,,,,,
SANTA CLARA,1191,B ,177,147,66,390,1,7,398,604, ,
SANTA CLARA,1192,B ,185,161,67,413,0,12,425,688, ,
SANTA CLARA,1192,C ,200,143,62,405,0,20,425,689, ,
SANTA CLARA,1193,B ,87,119,40,246,0,5,251,421, ,
SANTA CLARA,1193,C ,94,116,48,258,0,9,267,422, ,
SANTA CLARA,1194,B ,201,106,51,358,1,10,369,550, ,
SANTA CLARA,1195,B ,95,92,7,194,1,10,205,345, ,
SANTA CLARA,1196,B ,23,21,2,46,0,2,48,69, ,
SANTA CLARA,1197,B ,147,68,120,335,0,5,340,485, ,
SANTA CLARA,1197,X ,54,68,14,136,0,3,139,211, ,
SANTA CLARA,1198,B ,140,166,28,334,0,14,348,521, ,
SANTA CLARA,1199,B ,101,136,18,255,0,0,255,428, ,
SANTA CLARA,1199,C ,106,118,14,238,0,7,245,428, ,
,,,,,,,,,,,,
SANTIAGO PAPASQUIARO,1200,B ,183,182,7,372,0,7,379,609, ,
SANTIAGO PAPASQUIARO,1200,C ,182,190,6,378,0,7,385,609, ,
SANTIAGO PAPASQUIARO,1201,B ,185,164,6,355,0,7,362,613, ,
SANTIAGO PAPASQUIARO,1201,C 1 ,177,135,9,321,0,18,339,613, ,
SANTIAGO PAPASQUIARO,1201,C 2 ,210,119,6,335,1,11,347,614, ,
SANTIAGO PAPASQUIARO,1202,B ,155,163,5,323,1,8,332,533, ,
SANTIAGO PAPASQUIARO,1202,C 1 ,142,161,6,309,0,13,322,533, ,
SANTIAGO PAPASQUIARO,1202,C 2 ,161,155,4,320,0,12,332,533, ,
SANTIAGO PAPASQUIARO,1203,B ,142,112,5,259,1,4,264,498, ,
SANTIAGO PAPASQUIARO,1203,C ,130,128,3,261,1,3,265,498, ,
SANTIAGO PAPASQUIARO,1204,B ,99,190,2,291,0,6,297,571, ,
SANTIAGO PAPASQUIARO,1204,C ,125,163,2,290,0,6,296,572, ,
SANTIAGO PAPASQUIARO,1205,B ,162,139,10,311,1,14,326,604, ,
SANTIAGO PAPASQUIARO,1205,C ,172,131,0,303,0,7,310,604, ,
SANTIAGO PAPASQUIARO,1206,B ,119,132,7,258,0,7,265,521, ,
SANTIAGO PAPASQUIARO,1206,C ,131,135,3,269,0,3,272,521, ,
SANTIAGO PAPASQUIARO,1207,B ,207,208,7,422,0,15,437,714, ,
SANTIAGO PAPASQUIARO,1207,C 1 ,206,195,8,409,1,15,425,714, ,
SANTIAGO PAPASQUIARO,1207,C 2 ,192,193,10,395,1,18,414,714, ,
SANTIAGO PAPASQUIARO,1208,B ,179,145,6,330,0,6,336,619, ,
SANTIAGO PAPASQUIARO,1208,C ,165,167,3,335,0,9,344,620, ,
SANTIAGO PAPASQUIARO,1209,B ,200,162,5,367,1,14,382,687, ,
SANTIAGO PAPASQUIARO,1210,B ,152,197,4,353,2,7,362,686, ,
SANTIAGO PAPASQUIARO,1211,B ,174,246,6,426,0,15,441,730, ,
SANTIAGO PAPASQUIARO,1212,B ,136,171,9,316,0,10,326,635, ,
SANTIAGO PAPASQUIARO,1212,C 1 ,170,172,2,344,0,11,355,635, ,
SANTIAGO PAPASQUIARO,1212,C 2 ,135,172,4,311,0,10,321,636, ,
SANTIAGO PAPASQUIARO,1213,B ,197,177,7,381,0,6,387,626, ,
SANTIAGO PAPASQUIARO,1213,C 1 ,169,188,9,366,0,13,379,627, ,
SANTIAGO PAPASQUIARO,1213,C 2 ,188,176,4,368,0,8,376,627, ,
,,,,,,,,,,,,
SANTIAGO PAPASQUIARO,1214,B ,159,233,3,395,0,14,409,704, ,
SANTIAGO PAPASQUIARO,1215,B ,47,74,2,123,0,16,139,266, ,
SANTIAGO PAPASQUIARO,1216,B ,11,10,0,21,0,1,22,65, ,
SANTIAGO PAPASQUIARO,1217,B ,34,61,2,97,0,6,103,205, ,
SANTIAGO PAPASQUIARO,1218,B ,29,30,1,60,1,1,62,180, ,
SANTIAGO PAPASQUIARO,1219,B ,64,91,3,158,0,17,175,428, ,
SANTIAGO PAPASQUIARO,1219,C ,79,109,4,192,0,5,197,429, ,
SANTIAGO PAPASQUIARO,1220,B ,91,159,3,253,0,9,262,646, ,
SANTIAGO PAPASQUIARO,1221,B ,35,42,2,79,0,2,81,176, ,
SANTIAGO PAPASQUIARO,1222,B ,125,158,2,285,0,20,305,655, ,
SANTIAGO PAPASQUIARO,1223,B ,25,17,0,42,0,0,42,81, ,
SANTIAGO PAPASQUIARO,1224,B ,61,64,6,131,1,7,139,338, ,
SANTIAGO PAPASQUIARO,1224,X ,48,53,3,104,0,3,107,189, ,
SANTIAGO PAPASQUIARO,1225,B ,74,31,5,110,0,4,114,249, ,
SANTIAGO PAPASQUIARO,1226,B ,50,34,2,86,0,2,88,178, ,
SANTIAGO PAPASQUIARO,1227,B ,64,69,9,142,0,4,146,261, ,
SANTIAGO PAPASQUIARO,1228,B ,74,88,4,166,2,4,172,322, ,
SANTIAGO PAPASQUIARO,1229,B ,177,118,1,296,0,11,307,532, ,
SANTIAGO PAPASQUIARO,1230,B ,29,17,3,49,0,5,54,167, ,
SANTIAGO PAPASQUIARO,1231,B ,62,174,5,241,0,2,243,354, ,
SANTIAGO PAPASQUIARO,1232,B ,53,26,7,86,1,6,93,257, ,
SANTIAGO PAPASQUIARO,1233,B ,90,29,2,121,0,2,123,255, ,
SANTIAGO PAPASQUIARO,1234,B ,78,19,1,98,0,8,106,172, ,
SANTIAGO PAPASQUIARO,1234,X 1 ,16,27,0,43,0,3,46,91, ,
SANTIAGO PAPASQUIARO,1234,X 2 ,62,21,3,86,0,1,87,139, ,
SANTIAGO PAPASQUIARO,1235,B ,83,114,6,203,0,6,209,444, ,
SANTIAGO PAPASQUIARO,1236,B ,177,94,2,273,0,7,280,575, ,
SANTIAGO PAPASQUIARO,1237,B ,80,63,4,147,0,10,157,348, ,
SANTIAGO PAPASQUIARO,1238,B ,121,92,2,215,0,11,226,506, ,
SANTIAGO PAPASQUIARO,1240,B ,79,120,1,200,0,12,212,563, ,
,,,,,,,,,,,,
SANTIAGO PAPASQUIARO,1240,C ,99,120,7,226,0,3,229,563, ,
SANTIAGO PAPASQUIARO,1241,B ,51,49,3,103,0,8,111,255, ,
SANTIAGO PAPASQUIARO,1242,B ,138,118,4,260,0,0,260,652, ,
SANTIAGO PAPASQUIARO,1243,B ,71,139,2,212,0,8,220,487, ,
SANTIAGO PAPASQUIARO,1244,B ,150,131,5,286,0,17,303,578, ,
SANTIAGO PAPASQUIARO,1245,B ,181,184,7,372,0,14,386,743, ,
SANTIAGO PAPASQUIARO,1246,B ,49,64,2,115,0,6,121,278, ,
SANTIAGO PAPASQUIARO,1247,B ,37,50,0,87,0,3,90,204, ,
SANTIAGO PAPASQUIARO,1248,B ,83,59,2,144,0,2,146,296, ,
SANTIAGO PAPASQUIARO,1249,B ,151,107,9,267,0,16,283,631, ,
SANTIAGO PAPASQUIARO,1250,B ,73,104,3,180,0,12,192,462, ,
SANTIAGO PAPASQUIARO,1251,B ,33,54,1,88,0,2,90,175, ,
SANTIAGO PAPASQUIARO,1252,B ,22,23,2,47,0,4,51,86, ,
SANTIAGO PAPASQUIARO,1253,B ,47,33,5,85,1,7,93,183, ,
SANTIAGO PAPASQUIARO,1254,B ,29,31,0,60,0,1,61,183, ,
SANTIAGO PAPASQUIARO,1255,B ,103,59,5,167,0,7,174,268, ,
SANTIAGO PAPASQUIARO,1256,B ,93,66,2,161,1,8,170,379, ,
SANTIAGO PAPASQUIARO,1257,B ,113,36,10,159,0,3,162,219, ,
SANTIAGO PAPASQUIARO,1257,X ,44,22,3,69,0,5,74,146, ,
SANTIAGO PAPASQUIARO,1258,B ,133,50,4,187,0,7,194,374, ,
SANTIAGO PAPASQUIARO,1259,B ,77,79,0,156,0,6,162,341, ,
SANTIAGO PAPASQUIARO,1260,B ,136,88,3,227,0,11,238,478, ,
SANTIAGO PAPASQUIARO,1260,C ,123,75,5,203,0,5,208,479, ,
SANTIAGO PAPASQUIARO,1261,B ,150,83,2,235,0,10,245,438, ,
SANTIAGO PAPASQUIARO,1262,B ,30,28,2,60,0,1,61,101, ,
SANTIAGO PAPASQUIARO,1391,B ,46,63,9,118,0,14,132,634, ,
,,,,,,,,,,,,
SUCHIL,1263,B ,16,138,68,222,0,8,230,391, ,
SUCHIL,1263,C ,16,161,47,224,0,8,232,391, ,
SUCHIL,1264,B ,9,124,62,195,0,6,201,395, ,
SUCHIL,1264,C ,7,127,68,202,0,8,210,396, ,
SUCHIL,1265,B ,16,112,124,252,0,21,273,499, ,
SUCHIL,1265,C ,15,97,142,254,0,13,267,499, ,
SUCHIL,1266,B ,11,170,148,329,0,30,359,580, ,
SUCHIL,1266,C ,7,188,127,322,1,19,342,580, ,
SUCHIL,1267,B ,3,33,45,81,0,5,86,180, ,
SUCHIL,1268,B ,21,89,128,238,0,30,268,565, ,
SUCHIL,1269,B ,8,77,62,147,0,10,157,300, ,
SUCHIL,1270,B ,2,25,8,35,0,1,36,93, ,
SUCHIL,1271,B ,22,91,49,162,0,20,182,343, ,
SUCHIL,1272,B ,4,57,27,88,0,1,89,168, ,
SUCHIL,1273,B ,12,68,43,123,0,42,165,291, ,
,,,,,,,,,,,,
TAMAZULA,1274,B ,182,205,3,390,0,0,390,573, ,
TAMAZULA,1274,C ,184,177,4,365,0,12,377,574, ,
TAMAZULA,1275,B ,127,198,2,327,0,7,334,486, ,
TAMAZULA,1275,C ,125,177,4,306,0,9,315,487, ,
TAMAZULA,1276,B ,16,31,0,47,0,3,50,222, ,
TAMAZULA,1277,B ,153,149,5,307,0,16,323,570, ,
TAMAZULA,1277,X ,49,105,0,154,0,9,163,282, ,
TAMAZULA,1278,B ,24,76,2,102,0,2,104,153, ,
TAMAZULA,1279,B ,104,198,3,305,0,0,305,451, ,
TAMAZULA,1280,B ,77,126,0,203,0,5,208,310, ,
TAMAZULA,1281,B ,107,171,2,280,0,11,291,462, ,
TAMAZULA,1281,C ,105,177,4,286,0,12,298,462, ,
TAMAZULA,1282,B ,124,160,4,288,0,3,291,441, ,
TAMAZULA,1283,B ,42,33,1,76,0,1,77,162, ,
TAMAZULA,1284,B ,22,71,1,94,0,0,94,254, ,
TAMAZULA,1285,B ,50,157,2,209,0,7,216,448, ,
TAMAZULA,1286,B ,159,83,3,245,0,8,253,456, ,
TAMAZULA,1287,B ,69,51,1,121,0,8,129,236, ,
TAMAZULA,1288,B ,166,32,4,202,0,9,211,347, ,
TAMAZULA,1289,B ,269,45,0,314,0,10,324,513, ,
TAMAZULA,1290,B ,267,188,6,461,0,19,480,748, ,
TAMAZULA,1291,B ,17,66,1,84,0,4,88,125, ,
TAMAZULA,1292,B ,118,189,15,322,0,17,339,499, ,
TAMAZULA,1293,B ,109,56,1,166,0,10,176,301, ,
TAMAZULA,1294,B ,93,164,1,258,0,8,266,503, ,
TAMAZULA,1295,B ,60,45,2,107,0,7,114,286, ,
TAMAZULA,1295,X ,18,61,1,80,1,0,81,142, ,
TAMAZULA,1296,B ,121,117,0,238,0,0,238,266, ,
TAMAZULA,1297,B ,73,177,0,250,0,6,256,424, ,
TAMAZULA,1298,B ,127,210,1,338,0,24,362,633, ,
,,,,,,,,,,,,
TAMAZULA,1299,B,77,186,2,265,0,18,283,507,,
TAMAZULA,1299,X,89,83,2,174,0,13,187,391,,
TAMAZULA,1300,B,117,154,2,273,0,21,294,568,,
TAMAZULA,1300,C,139,140,2,281,2,12,295,569,,
TAMAZULA,1301,B,16,119,0,135,0,5,140,286,,
TAMAZULA,1302,B,13,62,0,75,1,2,78,193,,
TAMAZULA,1303,B,0,0,0,0,0,0,0,90,,
TAMAZULA,1304,B,40,34,1,75,0,6,81,186,,
TAMAZULA,1305,B,28,5,1,34,0,1,35,122,,
,,,,,,,,,,,,
TEPEHUANES,1306,B ,132,162,15,309,0,16,325,568, ,
TEPEHUANES,1306,C ,167,152,11,330,0,10,340,568, ,
TEPEHUANES,1307,B ,128,192,4,324,0,12,336,528, ,
TEPEHUANES,1308,B ,103,117,3,223,0,5,228,400, ,
TEPEHUANES,1309,B ,139,113,13,265,0,17,282,520, ,
TEPEHUANES,1309,C ,144,117,10,271,0,6,277,520, ,
TEPEHUANES,1310,B ,164,137,7,308,0,6,314,538, ,
TEPEHUANES,1310,C ,137,135,4,276,0,13,289,538, ,
TEPEHUANES,1311,B ,51,87,4,142,0,6,148,312, ,
TEPEHUANES,1311,X ,55,40,3,98,0,5,103,167, ,
TEPEHUANES,1312,B ,82,36,5,123,0,10,133,308, ,
TEPEHUANES,1312,X ,40,30,5,75,0,2,77,167, ,
TEPEHUANES,1313,B ,65,26,3,94,0,8,102,229, ,
TEPEHUANES,1314,B ,63,26,0,89,0,1,90,234, ,
TEPEHUANES,1315,B ,27,50,1,78,0,1,79,223, ,
TEPEHUANES,1315,X ,22,27,0,49,0,1,50,147, ,
TEPEHUANES,1316,B ,38,36,3,77,0,6,83,363, ,
TEPEHUANES,1317,B ,48,28,4,80,0,5,85,197, ,
TEPEHUANES,1318,B ,44,34,5,83,0,4,87,170, ,
TEPEHUANES,1318,X ,55,41,5,101,0,2,103,178, ,
TEPEHUANES,1319,B ,107,32,2,141,0,6,147,352, ,
TEPEHUANES,1320,B ,44,12,1,57,0,1,58,150, ,
TEPEHUANES,1321,B ,133,98,3,234,0,5,239,475, ,
TEPEHUANES,1322,B ,72,15,1,88,1,3,92,196, ,
TEPEHUANES,1323,B ,29,27,2,58,0,6,64,182, ,
TEPEHUANES,1324,B ,117,81,4,202,0,8,210,483, ,
TEPEHUANES,1325,B ,78,47,1,126,0,2,128,291, ,
TEPEHUANES,1326,B ,123,52,3,178,0,7,185,519, ,
TEPEHUANES,1327,B ,28,31,5,64,0,2,66,120, ,
TEPEHUANES,1328,B ,68,25,1,94,0,3,97,187, ,
,,,,,,,,,,,,
TEPEHUANES,1329,B,94,51,3,148,0,4,152,314,,
TEPEHUANES,1330,B,123,62,3,188,0,10,198,433,,
TEPEHUANES,1330,X,61,58,6,125,0,2,127,210,,
TEPEHUANES,1331,B,48,51,2,101,0,7,108,173,,
TEPEHUANES,1332,B,27,30,3,60,0,1,61,127,,
,,,,,,,,,,,,
TLAHUALILO,1333,B ,164,172,12,348,0,5,353,526, ,
TLAHUALILO,1333,C ,157,171,24,352,0,4,356,526, ,
TLAHUALILO,1334,B ,146,122,7,275,0,4,279,417, ,
TLAHUALILO,1334,C ,135,128,10,273,0,6,279,418, ,
TLAHUALILO,1335,B ,152,137,11,300,0,8,308,473, ,
TLAHUALILO,1335,C ,132,160,19,311,0,5,316,473, ,
TLAHUALILO,1336,B ,198,243,6,447,0,10,457,628, ,
TLAHUALILO,1337,B ,231,205,39,475,0,11,486,689, ,
TLAHUALILO,1338,B ,216,204,17,437,0,7,444,691, ,
TLAHUALILO,1339,B ,120,99,7,226,0,8,234,380, ,
TLAHUALILO,1339,C ,128,114,11,253,0,2,255,380, ,
TLAHUALILO,1340,B ,170,169,19,358,0,7,365,576, ,
TLAHUALILO,1341,B ,213,205,9,427,0,7,434,640, ,
TLAHUALILO,1342,B ,57,81,12,150,0,1,151,297, ,
TLAHUALILO,1344,B ,76,169,14,259,1,9,269,451, ,
TLAHUALILO,1345,B ,23,7,1,31,0,18,49,118, ,
TLAHUALILO,1346,B ,122,103,15,240,0,9,249,423, ,
TLAHUALILO,1347,B ,154,204,80,438,0,6,444,621, ,
TLAHUALILO,1347,X ,51,35,8,94,0,2,96,134, ,
TLAHUALILO,1348,B ,7,40,2,49,0,3,52,74, ,
TLAHUALILO,1349,B ,100,47,72,219,0,11,230,369, ,
TLAHUALILO,1350,B ,28,67,7,102,0,2,104,166, ,
TLAHUALILO,1351,B ,54,2,0,56,0,6,62,73, ,
TLAHUALILO,1352,B ,134,90,156,380,0,9,389,599, ,
TLAHUALILO,1353,B ,66,169,136,371,0,32,403,583, ,
TLAHUALILO,1353,C ,93,144,117,354,0,10,364,584, ,
TLAHUALILO,1354,B ,89,72,35,196,0,52,248,433, ,
TLAHUALILO,1354,C ,90,119,56,265,0,6,271,434, ,
TLAHUALILO,1355,B ,62,88,15,165,0,1,166,240, ,
TLAHUALILO,1356,B ,79,36,15,130,0,4,134,206, ,
,,,,,,,,,,,,
TLAHUALILO,1357,B,117,172,30,319,0,5,324,470,,
TLAHUALILO,1357,C,141,156,26,323,0,6,329,471,,
TLAHUALILO,1358,B,134,127,14,275,1,6,282,431,,
TLAHUALILO,1358,C,125,120,19,264,0,14,278,432,,
TLAHUALILO,1359,B,167,134,16,317,0,7,324,462,,
TLAHUALILO,1359,C,199,88,12,299,0,8,307,462,,
,,,,,,,,,,,,
TOPIA,1360,B ,147,95,4,246,0,4,250,378, ,
TOPIA,1360,C ,136,95,7,238,1,10,249,378, ,
TOPIA,1361,B ,157,113,9,279,0,5,284,466, ,
TOPIA,1362,B ,172,121,8,301,0,14,315,555, ,
TOPIA,1363,B ,29,43,0,72,0,1,73,140, ,
TOPIA,1364,B ,16,34,0,50,0,1,51,107, ,
TOPIA,1365,B ,123,121,2,246,0,10,256,421, ,
TOPIA,1366,B ,15,20,0,35,0,3,38,76, ,
TOPIA,1367,B ,51,19,5,75,0,4,79,192, ,
TOPIA,1368,B ,53,32,5,90,0,4,94,191, ,
TOPIA,1368,X ,17,18,2,37,0,1,38,107, ,
TOPIA,1369,B ,180,75,5,260,0,10,270,472, ,
TOPIA,1369,X ,182,39,2,223,0,5,228,317, ,
TOPIA,1370,B ,51,66,1,118,0,1,119,187, ,
TOPIA,1371,B ,53,103,4,160,0,6,166,270, ,
TOPIA,1372,B ,111,104,3,218,0,11,229,418, ,
TOPIA,1373,B ,299,50,8,357,0,27,384,703, ,
,,,,,,,,,,,,
VICENTE GUERRERO,1374,B ,138,109,24,271,0,9,280,545, ,
VICENTE GUERRERO,1374,C ,142,121,22,285,0,10,295,546, ,
VICENTE GUERRERO,1375,B ,166,194,22,382,1,6,389,679, ,
VICENTE GUERRERO,1375,C ,177,171,21,369,0,8,377,680, ,
VICENTE GUERRERO,1376,B ,136,119,37,292,0,7,299,538, ,
VICENTE GUERRERO,1376,C ,127,115,37,279,1,9,289,538, ,
VICENTE GUERRERO,1377,B ,171,93,20,284,0,3,287,583, ,
VICENTE GUERRERO,1377,C ,151,123,33,307,2,10,319,583, ,
VICENTE GUERRERO,1378,B ,117,74,19,210,2,9,221,426, ,
VICENTE GUERRERO,1378,C ,125,88,19,232,0,8,240,427, ,
VICENTE GUERRERO,1379,B ,193,154,33,380,1,11,392,722, ,
VICENTE GUERRERO,1380,B ,146,95,22,263,1,15,279,596, ,
VICENTE GUERRERO,1380,C ,134,102,30,266,0,9,275,597, ,
VICENTE GUERRERO,1381,B ,163,165,16,344,0,6,350,681, ,
VICENTE GUERRERO,1381,C ,176,171,30,377,2,12,391,682, ,
VICENTE GUERRERO,1382,B ,95,99,29,223,0,3,226,457, ,
VICENTE GUERRERO,1382,C ,106,118,32,256,0,8,264,457, ,
VICENTE GUERRERO,1383,B ,133,114,27,274,0,0,274,600, ,
VICENTE GUERRERO,1383,C ,130,109,28,267,3,8,278,601, ,
VICENTE GUERRERO,1384,B ,131,120,16,267,1,11,279,607, ,
VICENTE GUERRERO,1384,C ,160,143,25,328,0,7,335,607, ,
VICENTE GUERRERO,1385,B ,106,86,15,207,0,5,212,378, ,
VICENTE GUERRERO,1385,C ,108,62,12,182,1,5,188,378, ,
VICENTE GUERRERO,1386,B ,45,135,64,244,1,12,257,648, ,
VICENTE GUERRERO,1387,B ,147,117,49,313,0,11,324,726, ,
VICENTE GUERRERO,1387,C ,186,109,41,336,0,6,342,726, ,
VICENTE GUERRERO,1388,B ,35,27,4,66,0,5,71,149, ,
VICENTE GUERRERO,1389,B ,86,95,27,208,0,6,214,415, ,
VICENTE GUERRERO,1390,B ,102,118,39,259,0,14,273,533, ,
