Distrito,Municipio,Sección,Tipo de casilla,ListaNominal,PAN-PRS,PRI-PVEM,PRD-PT,PC,PANAL,NOREGISTRADOS,NULOS,ANULADA POR TRIBUNALES
10,Comondu,20,C1,584,222,51,74,6,6,0,6,
10,Comondu,21,B,538,214,58,65,7,1,0,5,
10,Comondu,21,C1,539,217,49,63,3,5,0,11,
10,Comondu,22,B,615,191,67,104,3,6,0,14,
10,Comondu,22,C1,615,207,62,116,0,12,0,3,
10,Comondu,23,B,461,164,56,59,4,1,0,2,
10,Comondu,23,C1,462,144,66,68,6,4,0,8,
10,Comondu,24,B,616,208,79,104,9,2,0,10,
10,Comondu,25,B,461,174,53,59,5,8,1,5,
10,Comondu,25,C1,462,184,42,55,1,0,1,9,
10,Comondu,26,B,456,169,36,70,2,4,0,6,
10,Comondu,26,C1,457,172,54,74,3,2,0,12,
10,Comondu,27,B,387,164,30,57,3,5,0,9,
10,Comondu,27,C1,388,163,33,55,2,2,0,11,
10,Comondu,28,B,709,259,64,102,9,5,0,0,
10,Comondu,28,C1,709,255,66,113,9,4,0,15,
10,Comondu,28,C2,710,284,56,107,9,3,0,8,
10,Comondu,29,B,614,251,64,93,3,2,0,15,
10,Comondu,29,C1,614,217,65,115,4,3,0,10,
10,Comondu,30,B,523,175,75,61,4,3,0,15,
10,Comondu,30,C1,524,215,55,52,7,5,0,6,
10,Comondu,30,C2,524,214,50,54,1,4,0,13,
10,Comondu,31,B,481,196,41,61,4,6,0,6,
10,Comondu,31,C1,481,171,32,88,6,8,0,8,
10,Comondu,32,B,508,170,72,85,4,5,0,10,
10,Comondu,32,C1,509,164,51,90,9,3,0,13,
10,Comondu,36,B,249,83,12,55,4,0,0,9,
10,Comondu,36,E1,139,49,9,33,3,1,0,10,
10,Comondu,37,B,274,109,35,50,2,3,0,12,
10,Comondu,38,B,277,89,65,56,3,3,0,11,
10,Comondu,39,B,215,72,13,51,2,1,0,13,
11,Comondu,40,B,700,256,62,101,3,10,0,23,
11,Comondu,41,B,488,211,66,50,1,3,1,8,
11,Comondu,41,C1,488,187,54,46,3,2,0,3,
11,Comondu,42,B,477,190,57,52,1,2,0,7,
11,Comondu,42,C1,478,198,49,62,1,1,0,9,
11,Comondu,43,B,638,267,66,59,1,8,0,0,
11,Comondu,44,B,746,284,94,117,3,13,1,14,
11,Comondu,45,B,632,240,57,106,1,9,0,10,
11,Comondu,46,B,668,232,95,112,2,4,0,13,
11,Comondu,47,B,675,260,55,100,6,15,0,16,
11,Comondu,48,B,503,219,38,77,2,2,1,5,
11,Comondu,48,C1,503,211,68,81,0,3,0,1,
11,Comondu,48,E1,120,41,27,23,0,1,0,7,
11,Comondu,49,B,175,54,15,53,2,2,0,9,
11,Comondu,50,B,203,90,34,13,0,3,1,3,
11,Comondu,51,B,298,80,42,42,3,2,0,6,
11,Comondu,52,B,374,118,87,36,2,7,0,13,
11,Comondu,53,B,329,105,57,57,5,3,0,6,
11,Comondu,54,B,387,125,50,32,0,8,0,9,
11,Comondu,54,C1,388,105,70,43,0,1,0,5,
11,Comondu,54,E1,170,48,38,26,2,3,0,1,
11,Comondu,55,B,241,66,45,41,2,2,0,12,
11,Comondu,55,E1,176,48,47,20,0,0,0,10,
11,Comondu,56,B,436,192,49,65,3,1,0,11,
11,Comondu,57,B,670,259,67,118,2,3,0,10,
11,Comondu,58,B,555,215,51,116,0,3,0,9,
11,Comondu,59,B,400,107,56,69,3,5,0,13,
11,Comondu,59,C1,401,131,53,55,5,10,0,11,
11,Comondu,60,B,383,120,55,73,2,3,0,7,
11,Comondu,60,C1,384,115,50,60,0,2,0,8,
11,Comondu,61,B,644,195,96,119,1,4,0,11,
11,Comondu,61,C1,645,201,81,104,2,2,0,3,
11,Comondu,61,C2,645,198,78,113,2,5,0,7,
11,Comondu,62,B,131,51,6,33,1,1,0,9,
12,Comondu,63,B,150,24,39,39,1,1,0,7,
12,Comondu,64,B,50,18,1,14,0,0,0,1,
12,Comondu,66,B,123,29,27,15,0,0,0,2,
12,Comondu,67,B,605,200,78,117,3,2,0,23,
12,Comondu,68,B,473,161,18,112,2,7,0,21,
12,Comondu,69,B,375,116,29,111,3,2,0,4,
12,Comondu,70,B,327,141,40,58,2,3,0,9,
12,Comondu,71,B,134,34,32,9,1,1,0,7,
12,Comondu,72,B,442,187,25,107,3,1,0,10,
12,Comondu,73,B,592,208,87,107,1,1,0,19,
12,Comondu,74,B,151,51,4,44,0,0,0,6,
1,La Paz,121,B,487,82,135,39,2,39,0,7,
1,La Paz,121,C1,487,70,142,38,2,32,0,5,
1,La Paz,122,B,376,67,103,38,3,28,0,5,
1,La Paz,122,C1,377,60,107,32,4,28,1,8,
1,La Paz,123,B,467,64,125,26,0,68,0,13,
1,La Paz,123,C1,467,66,131,32,1,46,1,18,
1,La Paz,124,B,558,79,185,15,0,71,0,17,
1,La Paz,124,C1,558,95,145,26,6,69,0,9,
1,La Paz,125,B,663,101,228,37,1,53,0,5,
1,La Paz,126,B,400,59,123,37,0,39,0,5,
1,La Paz,126,C1,400,60,108,38,1,44,0,9,
1,La Paz,127,B,425,79,92,28,33,3,0,0,
1,La Paz,127,C1,425,85,110,137,0,29,0,11,
1,La Paz,128,B,678,100,166,95,0,47,0,6,
1,La Paz,129,B,496,97,82,86,0,22,3,12,
1,La Paz,129,C1,497,110,95,64,1,31,0,14,
1,La Paz,130,B,428,70,107,36,1,27,0,3,
1,La Paz,131,B,557,91,140,38,3,25,0,5,
1,La Paz,132,B,476,75,137,43,3,30,0,3,
1,La Paz,133,B,370,56,85,23,4,42,0,9,
1,La Paz,134,B,368,80,80,32,0,34,0,5,
1,La Paz,135,B,526,93,132,49,2,44,0,8,
1,La Paz,135,C1,527,77,112,60,4,51,0,0,
1,La Paz,136,B,443,63,121,55,1,38,0,13,
1,La Paz,136,C1,444,69,116,47,3,40,0,5,
1,La Paz,137,B,449,49,152,35,1,36,0,7,
1,La Paz,137,C1,450,68,170,40,1,36,0,7,
1,La Paz,138,B,731,119,212,74,0,55,0,9,
1,La Paz,139,B,562,90,151,72,0,45,0,14,
1,La Paz,140,B,536,80,131,55,3,35,0,5,
1,La Paz,141,B,406,66,94,48,5,13,0,4,
1,La Paz,141,C1,407,70,106,43,1,22,0,15,
1,La Paz,142,B,533,79,138,69,1,20,0,7,
1,La Paz,142,C1,533,81,144,50,4,22,0,6,
1,La Paz,143,B,508,83,124,46,2,27,1,12,
1,La Paz,143,C1,508,99,120,51,4,18,0,11,
1,La Paz,143,C2,509,80,130,49,4,23,0,6,
1,La Paz,144,B,674,136,182,39,5,25,0,19,
1,La Paz,144,C1,674,117,171,32,6,33,0,10,
1,La Paz,145,B,746,173,171,62,3,33,1,11,
1,La Paz,146,B,673,168,119,55,6,32,0,11,
1,La Paz,147,B,692,147,147,93,2,57,0,7,
1,La Paz,148,B,583,146,114,60,0,28,0,12,
1,La Paz,149,B,647,105,152,90,2,53,2,8,
1,La Paz,150,B,578,104,161,42,1,37,0,13,
1,La Paz,151,B,604,127,165,37,2,25,0,12,
1,La Paz,152,B,424,92,102,45,1,15,0,5,
1,La Paz,152,C1,424,81,98,65,1,10,0,8,
1,La Paz,153,B,484,118,120,42,3,14,0,11,
1,La Paz,153,C1,485,116,105,53,2,18,6,5,
1,La Paz,154,B,563,119,158,35,1,36,0,5,
1,La Paz,154,C1,563,123,158,46,2,28,2,7,
1,La Paz,155,B,540,108,155,43,2,41,0,8,
1,La Paz,155,C1,541,96,149,67,3,49,0,9,
1,La Paz,156,B,591,137,115,115,5,18,0,9,TEE-JI-007/2011 Y SU ACUMULADO TEE-JI-011/2011
1,La Paz,156,C1,591,125,117,74,6,30,0,16,
1,La Paz,156,C2,591,104,125,93,3,27,0,28,
1,La Paz,156,C3,591,121,93,82,3,22,0,29,
1,La Paz,157,B,432,98,103,52,1,13,0,2,
1,La Paz,157,C1,432,79,101,34,2,20,2,11,
1,La Paz,158,B,417,93,111,25,0,30,0,7,
1,La Paz,158,C1,418,95,121,17,1,25,0,7,
2,La Paz,159,B,611,76,159,34,4,37,0,3,
2,La Paz,160,B,579,80,137,59,2,75,0,13,
2,La Paz,161,B,739,91,217,59,2,82,2,10,
2,La Paz,162,B,475,73,133,38,1,33,1,7,
2,La Paz,162,C1,475,87,147,29,1,51,0,5,
2,La Paz,163,B,378,56,112,42,0,45,0,5,
2,La Paz,163,C1,378,66,126,33,1,31,2,4,
2,La Paz,164,B,483,75,141,29,0,50,0,6,
2,La Paz,164,C1,484,90,144,27,0,65,0,6,
2,La Paz,165,B,505,72,144,36,4,59,0,8,
2,La Paz,165,C1,505,72,186,38,0,58,0,6,
2,La Paz,166,B,722,118,268,37,2,44,0,6,
2,La Paz,167,B,591,95,180,52,7,46,1,7,
2,La Paz,167,C1,591,105,167,51,2,49,0,11,
2,La Paz,168,B,528,93,122,41,2,77,11,11,
2,La Paz,168,C1,528,107,136,47,2,58,0,14,
2,La Paz,169,B,592,62,117,27,3,24,0,5,
2,La Paz,169,C1,593,69,105,29,1,21,0,1,
2,La Paz,170,B,562,106,158,54,2,46,0,5,
2,La Paz,171,B,640,140,137,56,7,58,0,13,
2,La Paz,172,B,390,96,80,38,0,39,0,6,
2,La Paz,172,C1,391,81,101,47,0,35,0,7,
2,La Paz,173,B,579,114,129,40,2,52,1,18,
2,La Paz,173,C1,579,102,162,33,3,75,0,10,
2,La Paz,174,B,554,124,126,56,4,39,0,5,
2,La Paz,174,C1,555,110,126,70,3,39,0,4,
2,La Paz,175,B,700,143,185,92,0,29,0,10,
2,La Paz,175,C1,701,140,188,80,8,36,0,19,
2,La Paz,176,B,640,155,147,79,6,54,0,15,
2,La Paz,177,B,630,163,139,55,4,43,0,0,
2,La Paz,178,B,535,115,126,63,0,37,0,8,
2,La Paz,179,B,464,100,106,51,0,25,1,9,
2,La Paz,179,C1,464,90,147,48,0,22,1,5,
2,La Paz,180,C1,465,109,107,43,0,25,0,0,TEE-JI-007/2011 Y SU ACUMULADO TEE-JI-011/2011
2,La Paz,180,B,464,101,107,43,1,29,0,5,
2,La Paz,181,B,638,123,159,63,3,32,0,9,
2,La Paz,181,C1,639,121,196,42,3,37,0,13,
2,La Paz,182,B,419,77,133,24,0,21,0,7,
2,La Paz,182,C1,419,88,120,27,1,18,0,13,
2,La Paz,183,B,727,178,179,67,1,41,0,5,TEE-JI-007/2011 Y SU ACUMULADO TEE-JI-011/2011
3,La Paz,184,B,411,106,57,43,3,61,0,9,
3,La Paz,185,B,729,151,190,58,3,59,0,15,
3,La Paz,186,B,462,94,118,40,1,61,0,5,
3,La Paz,186,C1,462,85,102,32,5,71,2,8,
3,La Paz,187,B,481,108,126,37,2,54,0,6,
3,La Paz,187,C1,482,89,120,24,1,70,0,0,
3,La Paz,188,B,426,69,150,31,2,35,0,14,
3,La Paz,188,C1,427,72,149,32,1,38,0,8,
3,La Paz,188,S,,5,5,3,0,0,0,0,
3,La Paz,189,B,540,85,175,31,2,62,0,7,
3,La Paz,189,C1,540,87,178,25,3,60,0,6,
3,La Paz,190,B,589,109,164,48,8,57,1,7,
3,La Paz,190,C1,590,101,154,42,4,82,2,13,
3,La Paz,191,B,545,95,189,42,2,61,1,11,
3,La Paz,191,C1,546,100,179,35,5,63,1,13,
3,La Paz,192,B,742,130,221,59,5,77,0,7,
3,La Paz,193,B,491,71,189,30,2,40,0,6,
3,La Paz,193,C1,491,67,189,23,2,60,0,1,
3,La Paz,194,B,577,99,167,61,6,49,2,6,
3,La Paz,195,B,398,73,96,35,2,46,0,3,
3,La Paz,195,C1,399,73,96,44,1,40,0,9,
3,La Paz,196,C1,503,120,120,47,2,33,0,8,TEE-JI-007/2011 Y SU ACUMULADO TEE-JI-011/2011
3,La Paz,196,B,503,111,112,47,0,42,0,9,
3,La Paz,197,B,734,139,212,42,6,75,1,7,
3,La Paz,197,C1,734,140,203,67,8,78,0,8,
3,La Paz,198,B,378,102,68,19,5,22,1,10,
3,La Paz,198,C1,379,88,91,26,6,37,3,3,
3,La Paz,199,B,643,140,179,40,5,64,0,27,
3,La Paz,200,B,738,141,196,45,7,67,3,22,
3,La Paz,201,B,555,129,122,34,3,43,0,11,
3,La Paz,202,B,652,97,204,53,14,66,0,7,
3,La Paz,202,C1,652,99,205,47,2,60,0,6,
3,La Paz,203,B,450,82,111,33,6,49,0,8,
3,La Paz,203,C1,451,92,105,32,2,54,0,14,
3,La Paz,204,B,453,121,101,42,0,30,0,4,
3,La Paz,204,C1,453,101,111,38,3,30,0,6,
3,La Paz,205,B,744,186,129,89,6,49,0,16,
3,La Paz,206,B,647,124,176,58,8,65,0,11,
3,La Paz,206,E1,725,185,117,99,2,23,0,16,
3,La Paz,206,E1 C1,726,151,139,147,4,28,0,8,
4,La Paz,226,C1,462,101,125,39,3,64,0,2,TEE-JI-007/2011 Y SU ACUMULADO TEE-JI-011/2011
4,La Paz,226,B,461,115,106,34,2,63,0,4,
4,La Paz,227,B,624,139,146,47,1,59,0,12,
4,La Paz,227,C1,624,134,127,59,3,64,0,6,
4,La Paz,228,B,645,132,182,49,1,93,0,2,
4,La Paz,228,C1,646,133,150,45,4,75,0,8,
4,La Paz,229,B,386,55,114,39,2,46,0,5,
4,La Paz,229,C1,386,64,95,41,4,55,0,4,
4,La Paz,230,B,394,80,83,53,3,48,0,5,
4,La Paz,230,C1,395,83,89,37,5,57,0,6,
4,La Paz,231,B,523,128,132,31,3,58,0,10,
4,La Paz,232,B,418,88,97,54,1,38,0,8,
4,La Paz,232,C1,418,94,94,48,2,64,0,5,
4,La Paz,233,B,655,200,117,68,4,77,0,13,
4,La Paz,234,B,489,86,126,66,3,53,0,6,
4,La Paz,234,C1,490,91,132,59,2,55,1,7,
4,La Paz,235,B,449,87,122,48,3,33,0,3,
4,La Paz,235,C1,449,89,96,55,4,41,1,7,
4,La Paz,236,B,413,67,84,43,5,46,1,6,
4,La Paz,237,B,463,83,120,39,1,56,0,9,
4,La Paz,237,C1,463,100,120,43,3,58,0,4,
4,La Paz,238,B,411,80,116,32,3,71,0,4,
4,La Paz,238,C1,411,68,128,39,2,49,1,5,
4,La Paz,239,B,501,102,124,38,1,48,0,14,
4,La Paz,239,C1,502,112,114,51,3,55,0,4,
4,La Paz,240,B,564,132,122,37,1,47,0,15,
4,La Paz,241,B,534,93,141,55,1,37,0,8,
4,La Paz,242,B,686,105,146,27,6,75,0,7,
4,La Paz,243,B,715,120,175,59,3,93,0,9,
4,La Paz,244,B,404,61,118,35,2,57,0,2,
4,La Paz,244,C1,405,51,98,53,1,54,0,0,
4,La Paz,245,B,646,117,206,55,9,58,0,7,
4,La Paz,246,B,499,94,108,51,0,26,1,13,
4,La Paz,246,C1,500,90,98,41,1,41,0,7,
4,La Paz,247,B,450,89,116,44,2,22,3,8,
4,La Paz,247,C1,450,93,82,49,5,19,0,8,
4,La Paz,248,B,709,129,198,47,3,105,0,7,
4,La Paz,249,B,428,80,128,38,4,50,0,6,
4,La Paz,249,C1,429,89,113,47,1,45,0,4,
4,La Paz,250,B,576,120,139,54,4,50,1,18,
4,La Paz,250,C1,577,101,130,56,1,34,0,15,
4,La Paz,251,B,574,108,133,79,4,26,0,14,
4,La Paz,252,B,683,137,164,62,2,45,0,7,
4,La Paz,252,C1,683,152,166,55,4,47,0,8,
4,La Paz,252,C2,683,122,155,47,4,59,0,14,
4,La Paz,252,C3,683,124,144,66,1,52,0,11,
4,La Paz,252,C4,683,145,141,42,4,69,0,7,
4,La Paz,252,C5,683,127,135,51,2,59,0,9,
4,La Paz,252,C6,683,126,144,63,3,64,0,9,
4,La Paz,252,E1,618,124,178,55,7,76,0,12,
4,La Paz,252,E1 C1,618,127,150,47,3,64,0,6,
4,La Paz,252,E1 C2,618,111,147,56,4,62,0,0,
4,La Paz,252,E1 C3,618,108,162,41,7,78,1,10,
4,La Paz,252,E2,730,152,167,73,3,64,0,6,
4,La Paz,252,E2 C1,730,154,172,46,3,45,0,9,
4,La Paz,252,E2 C2,730,152,164,42,5,65,0,0,
4,La Paz,252,E2 C3,731,138,167,62,6,59,0,10,
4,La Paz,252,E2 C4,731,143,149,49,7,68,0,4,
4,La Paz,252,E3,594,124,134,49,1,57,1,1,
4,La Paz,252,E3 C1,595,108,134,39,1,71,2,8,
4,La Paz,253,B,613,115,127,55,3,30,0,6,
4,La Paz,253,C1,613,143,110,53,1,43,0,5,
4,La Paz,253,C2,613,121,110,67,3,44,0,8,
4,La Paz,253,C3,614,138,128,46,2,39,0,8,
4,La Paz,253,C4,614,120,120,61,2,36,1,8,
4,La Paz,253,E1,619,177,96,73,1,26,3,9,
4,La Paz,253,E1 C1,620,173,119,56,1,30,1,4,
4,La Paz,253,E2,683,152,153,56,2,48,0,6,
4,La Paz,253,E2 C1,684,153,148,51,4,42,0,5,
4,La Paz,253,E2 C2,684,164,161,40,2,68,0,8,
4,La Paz,253,E2 C3,684,126,158,60,1,44,0,6,
4,La Paz,253,E2 C4,684,135,161,38,4,49,0,7,
4,La Paz,253,E2 C5,684,111,164,49,2,54,0,10,
4,La Paz,253,E2 C6,684,136,142,57,1,66,2,11,
4,La Paz,253,E2 C7,684,104,165,46,0,44,0,6,
4,La Paz,253,E2 C8,684,147,133,47,5,72,1,1,
4,La Paz,253,E2 C9,684,141,166,54,3,53,0,9,
4,La Paz,253,E3,668,126,147,53,2,46,0,5,
4,La Paz,253,E3 C1,668,111,137,42,1,55,0,12,
4,La Paz,253,E3 C2,668,121,136,36,6,43,1,4,
4,La Paz,253,E3 C3,669,128,142,43,2,46,0,10,
4,La Paz,253,E3 C4,669,139,128,48,2,44,0,5,
4,La Paz,254,B,309,86,38,18,4,66,3,10,
4,La Paz,255,B,543,183,98,47,0,49,0,8,
4,La Paz,255,E1,548,124,99,77,2,29,0,14,
4,La Paz,255,E1 C1,548,129,92,69,4,24,0,8,
5,La Paz,207,B,655,141,169,80,1,40,0,11,
5,La Paz,208,B,403,71,93,61,6,37,0,6,
5,La Paz,208,C1,404,75,102,38,1,38,0,8,
5,La Paz,209,B,663,138,182,44,9,49,0,13,
5,La Paz,209,C1,663,133,174,39,7,59,0,15,
5,La Paz,210,B,642,107,141,68,4,98,0,9,
5,La Paz,210,C1,643,117,161,76,3,85,0,4,
5,La Paz,210,C2,643,105,174,67,3,77,2,6,
5,La Paz,210,C3,643,118,138,71,3,95,0,10,
5,La Paz,210,C4,643,90,148,74,5,99,0,11,
5,La Paz,211,B,580,105,127,88,13,54,0,10,
5,La Paz,211,C1,580,97,154,81,3,68,0,3,
5,La Paz,212,B,431,67,131,46,2,43,0,1,
5,La Paz,212,C1,431,71,140,30,0,49,1,9,
5,La Paz,213,B,701,149,185,65,2,76,0,17,
5,La Paz,213,C1,702,121,178,46,5,95,0,16,
5,La Paz,214,B,450,90,121,33,1,53,0,10,
5,La Paz,214,C1,451,94,118,44,2,43,0,5,
5,La Paz,215,B,437,68,121,53,3,68,1,4,
5,La Paz,215,C1,438,83,108,59,2,54,0,9,
5,La Paz,216,B,529,80,118,64,3,74,0,6,
5,La Paz,217,B,654,119,171,62,5,92,0,2,
5,La Paz,217,C1,654,100,166,63,5,117,0,14,
5,La Paz,217,C2,654,110,192,55,3,96,0,5,
5,La Paz,217,C3,654,95,165,51,2,102,0,3,
5,La Paz,217,C4,655,117,159,56,6,106,0,9,
5,La Paz,218,B,579,121,165,38,5,37,0,9,
5,La Paz,218,C1,579,92,144,50,4,59,1,4,
5,La Paz,218,C2,579,105,164,41,5,48,0,14,
5,La Paz,219,B,538,109,138,53,3,67,0,8,
5,La Paz,219,C1,538,121,143,47,1,53,0,7,
5,La Paz,220,B,580,97,159,58,4,70,0,10,
5,La Paz,220,C1,580,82,169,84,1,59,0,9,
5,La Paz,221,B,426,77,104,48,1,53,1,8,
5,La Paz,221,C1,426,85,102,50,0,30,0,6,
5,La Paz,222,B,434,66,131,28,3,56,0,6,
5,La Paz,222,C1,434,64,144,36,3,36,1,4,
5,La Paz,223,B,575,111,176,45,1,71,0,9,
5,La Paz,223,C1,575,112,155,41,2,69,0,9,
5,La Paz,224,B,610,105,185,60,4,62,0,4,
5,La Paz,225,B,613,121,175,73,4,56,0,11,
5,La Paz,256,B,581,133,168,36,2,18,0,10,
5,La Paz,256,C1,581,113,191,21,5,27,0,16,
5,La Paz,256,C2,581,128,141,34,5,29,0,11,
5,La Paz,257,B,506,158,96,54,5,24,0,22,
5,La Paz,257,C1,506,127,97,68,7,21,0,11,
5,La Paz,258,B,327,103,73,17,1,14,0,3,
5,La Paz,259,B,176,60,21,30,0,11,0,5,
5,La Paz,260,B,217,67,27,14,1,3,0,8,
5,La Paz,261,B,729,238,108,93,7,79,0,31,
5,La Paz,262,B,200,53,37,35,3,8,0,11,
5,La Paz,263,B,210,25,6,36,8,24,0,12,
5,La Paz,264,B,88,35,6,4,1,1,0,3,
5,La Paz,264,E1,82,31,3,3,0,0,0,6,
5,La Paz,265,B,112,49,6,12,2,8,,3,
5,La Paz,265,E1,104,31,6,3,2,4,0,2,
5,La Paz,265,E2,208,81,43,14,1,5,0,14,
5,La Paz,266,B,172,72,33,8,2,2,0,7,
5,La Paz,266,E1,211,126,11,6,0,3,0,7,
5,La Paz,288,B,588,123,138,65,9,44,0,16,
5,La Paz,289,B,714,187,134,76,10,42,0,19,
5,La Paz,289,C1,715,185,127,71,9,42,0,7,
5,La Paz,348,B,454,76,120,53,1,55,0,0,
5,La Paz,349,B,593,95,170,59,3,57,0,8,
5,La Paz,350,B,427,68,131,27,2,41,0,3,
6,La Paz,267,B,674,244,62,93,2,9,0,20,
6,La Paz,267,E1,215,95,23,40,0,3,0,8,
6,La Paz,268,B,298,96,27,63,3,21,0,7,
6,La Paz,268,E1,92,37,9,19,0,10,0,4,
6,La Paz,269,B,451,77,121,89,2,58,0,4,
6,La Paz,269,C1,452,63,137,70,2,44,0,0,
6,La Paz,270,B,500,107,76,96,1,49,1,10,
6,La Paz,270,C1,501,87,98,79,1,66,0,21,
6,La Paz,270,C2,501,82,97,92,0,52,0,12,
6,La Paz,270,E1,471,189,74,77,0,49,0,11,
6,La Paz,271,B,566,115,169,52,0,81,1,20,
6,La Paz,272,B,326,96,53,58,0,49,0,7,
6,La Paz,273,B,206,74,32,17,1,14,0,5,
6,La Paz,274,B,336,106,69,45,0,19,0,5,
6,La Paz,274,E1,675,49,101,141,2,9,0,11,
6,La Paz,274,E2,26,13,5,1,0,3,0,0,
6,La Paz,275,B,59,21,10,7,0,6,0,0,
6,La Paz,276,B,428,84,107,55,1,50,0,17,
6,La Paz,277,B,418,111,32,101,2,60,2,14,
6,La Paz,278,B,508,104,63,70,1,89,0,9,
6,La Paz,278,C1,508,122,77,46,2,74,0,15,
6,La Paz,279,B,46,13,8,7,0,0,0,1,
6,La Paz,279,E1,62,13,16,8,0,7,0,1,
6,La Paz,280,B,656,102,139,95,3,65,0,12,
6,La Paz,280,C1,657,103,134,91,4,82,0,20,
6,La Paz,280,S,,64,71,21,0,34,0,10,
6,La Paz,281,B,574,155,127,45,4,58,0,13,
6,La Paz,281,C1,575,131,130,47,5,59,0,11,
6,La Paz,282,B,566,99,113,73,1,76,0,11,
6,La Paz,282,C1,566,103,105,83,3,87,0,18,
6,La Paz,283,B,549,101,133,52,8,25,0,11,
6,La Paz,283,C1,549,82,125,54,3,25,0,24,
6,La Paz,283,C2,550,67,133,55,4,37,0,11,
6,La Paz,284,B,108,4,43,19,0,4,0,2,
6,La Paz,285,B,92,13,29,16,0,12,0,3,
6,La Paz,286,B,91,25,22,7,0,5,0,0,
6,La Paz,287,B,39,12,4,6,1,6,0,2,
6,La Paz,287,E1,52,16,10,8,0,2,0,0,
11,Loreto,337,B,85,31,25,13,3,1,0,3,
12,Loreto,338,B,469,84,86,51,85,21,1,10,
12,Loreto,338,C1,469,73,103,64,61,21,0,10,
12,Loreto,338,E1,154,58,36,14,7,2,0,3,
12,Loreto,339,B,738,150,173,88,106,22,0,9,
12,Loreto,339,C1,739,171,189,82,91,21,0,8,
12,Loreto,339,E1,572,183,113,65,46,6,0,24,
12,Loreto,339,E1 C1,572,148,141,71,57,15,0,10,
12,Loreto,339,E1 C2,572,207,130,62,39,14,0,11,
12,Loreto,339,E1 C3,573,179,122,65,39,18,0,15,
12,Loreto,340,B,558,117,148,59,72,36,1,7,
12,Loreto,340,C1,559,141,127,59,62,27,0,10,
12,Loreto,341,B,511,68,122,55,65,33,0,4,
12,Loreto,341,C1,512,82,140,72,55,24,0,4,
12,Loreto,342,B,516,100,150,47,62,6,0,5,
12,Loreto,342,C1,517,109,138,51,54,21,0,3,
12,Loreto,342,S,,0,0,0,0,0,0,0,
12,Loreto,343,B,560,98,161,69,71,37,0,2,
12,Loreto,344,B,701,123,166,134,64,18,0,18,
12,Loreto,344,C1,701,147,185,187,35,15,0,15,
12,Loreto,345,B,218,70,71,43,7,4,0,5,
12,Loreto,345,E1,113,61,16,17,3,0,0,1,
12,Loreto,346,B,291,37,109,76,9,1,0,16,
12,Loreto,346,E1,139,31,33,12,14,3,0,3,
12,Loreto,347,B,240,57,53,42,7,3,0,8,
7,Los Cabos,298,C5,711,91,99,103,5,23,0,16,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
7,Los Cabos,298,C6,711,99,103,79,9,34,0,11,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
7,Los Cabos,298,C9,711,118,115,110,6,45,0,7,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
7,Los Cabos,298,C11,711,102,111,105,7,26,0,4,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
7,Los Cabos,298,C13,711,94,107,117,3,24,0,14,TEE-JI-0012/2011 Y SU ACUMULADO TEE-JI-0014/2011
