CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,PH,ES,PPG,COMUN_PRI_PVEM,COMUN_PRD_PT,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1213,C08,5,116,117,0,0,25,3,14,1,5,4,0,0,0,290,9,299,716,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1213,C09,2,124,87,12,4,23,4,14,5,0,1,7,9,1,292,22,315,716,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1213,C10,6,109,103,3,4,19,4,12,2,1,2,5,6,0,276,14,290,716,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1213,C11,5,124,70,7,4,19,3,17,4,1,1,3,3,0,261,16,277,716,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1213,C12,3,102,92,7,9,18,4,10,2,4,7,1,8,0,267,9,276,716,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1213,C13,9,100,92,11,4,24,3,10,4,2,4,7,13,0,283,13,296,716,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1214,B,5,111,80,9,5,18,9,9,6,1,3,2,4,0,262,13,275,606,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1214,C01,7,141,64,8,7,18,1,18,2,3,3,3,4,0,279,24,303,605,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1214,C02,5,109,88,8,7,23,7,10,4,2,2,1,4,0,270,8,278,605,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1215,B,15,0,0,0,0,25,7,20,3,0,1,159,99,0,329,16,345,563,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1215,C01,15,151,72,6,7,22,7,25,2,3,3,1,3,0,317,19,336,562,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1215,S01,11,268,165,0,6,40,8,23,2,3,3,4,19,0,552,23,575,0,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1216,B,10,145,71,6,6,28,4,17,3,2,3,3,4,0,302,9,311,633,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1216,C01,5,145,64,4,5,19,7,26,3,3,5,2,5,0,293,7,300,633,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1216,C02,7,138,76,6,1,29,4,21,2,4,1,5,5,0,299,12,311,632,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1216,S01,14,227,163,15,10,36,7,25,0,2,2,0,0,0,501,9,510,0,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1217,B,5,139,70,5,4,25,2,17,3,3,5,2,10,0,290,22,312,690,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1217,C01,7,150,91,7,6,21,8,29,2,7,3,0,0,0,331,16,347,690,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1217,C02,11,130,64,10,5,21,1,15,0,2,3,1,6,0,269,15,284,689,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1219,B,4,155,107,0,0,21,5,16,7,6,4,0,0,0,325,25,350,697,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1219,C01,6,142,81,10,4,13,2,10,4,4,12,4,7,0,299,26,325,696,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1220,B,7,101,72,2,2,19,3,19,1,1,2,2,1,0,232,10,242,501,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1220,C01,8,121,55,8,1,19,3,11,1,5,3,3,0,0,238,11,249,501,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1220,C02,5,110,73,7,4,18,5,0,11,3,1,2,2,0,241,12,253,501,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1221,B,5,103,77,7,5,16,5,8,4,1,8,3,4,0,246,8,254,615,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1221,C01,7,120,79,7,2,6,6,6,5,0,5,0,0,0,243,10,253,614,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1221,C02,4,104,47,6,9,18,4,8,6,0,2,4,2,0,214,14,228,614,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1221,C03,6,133,78,3,2,13,2,5,8,0,1,3,4,0,258,9,267,614,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1222,B,8,88,80,4,11,9,5,5,2,0,2,5,5,0,224,10,234,597,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1222,C01,12,119,69,6,3,14,4,9,1,0,2,0,4,0,243,12,255,597,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1222,C02,11,115,50,8,8,9,4,5,2,3,1,5,7,0,228,13,241,597,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1222,C03,11,111,78,4,6,11,1,12,5,0,2,2,5,0,248,0,248,597,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1223,B,10,119,64,12,9,32,9,23,4,5,1,6,5,0,299,16,315,650,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1223,C01,6,135,61,7,3,32,20,18,6,2,4,10,3,0,307,23,330,649,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1224,B,5,101,45,4,4,23,2,8,0,2,2,3,2,0,201,9,210,442,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1224,C01,8,92,61,3,8,14,4,9,2,0,8,1,2,0,212,10,222,442,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1225,B,3,120,73,3,9,16,0,15,1,0,2,3,0,0,245,7,252,492,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1225,C01,6,115,58,6,3,10,1,22,2,2,4,6,0,0,235,10,245,492,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1225,S01,10,297,225,14,10,51,6,40,5,3,1,6,9,1,677,25,703,0,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1226,B,9,110,56,5,1,20,2,18,3,0,1,4,2,0,231,10,241,523,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1226,C01,3,97,80,4,0,21,3,26,1,2,4,3,3,0,247,10,257,522,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1226,C02,4,109,75,2,3,17,3,25,0,3,0,5,4,0,250,11,261,522,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1231,B,10,138,55,7,2,14,2,12,1,2,1,3,3,0,250,18,268,436,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1231,C01,4,135,51,4,5,18,1,19,3,3,2,0,0,0,245,18,263,435,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1232,B,17,136,95,4,2,13,5,14,3,4,4,5,6,0,308,19,327,705,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1232,C01,9,128,78,4,5,21,7,13,6,3,2,3,8,0,287,13,300,705,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1232,C02,6,108,97,9,5,16,6,11,4,2,2,2,1,0,269,22,291,705,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1233,B,4,81,47,4,4,14,1,2,3,3,6,6,4,0,179,0,179,389,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1233,C01,4,62,51,5,1,11,1,5,1,4,0,0,0,0,145,10,155,389,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1234,B,6,111,65,4,4,16,2,1,4,1,5,0,0,0,219,10,229,592,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1234,C01,2,121,60,10,1,13,4,5,0,2,2,4,5,0,229,10,239,591,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1234,C02,1,114,62,8,5,12,1,6,2,1,3,1,3,0,219,15,234,591,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1235,B,13,155,86,7,7,24,3,9,7,3,11,3,5,0,333,21,354,689,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1235,C01,6,150,75,5,3,11,4,13,2,6,9,6,2,0,292,15,307,689,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1236,B,8,114,76,6,3,17,7,5,2,1,6,0,0,0,245,12,257,634,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1236,C01,8,118,62,7,4,16,4,11,1,7,6,4,0,0,248,25,273,633,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1237,B,6,163,67,2,4,20,3,12,2,2,3,4,3,0,291,17,308,582,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1237,C01,9,141,67,5,4,15,4,17,1,2,5,5,2,0,277,13,290,582,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1237,C02,13,149,63,8,4,18,0,13,0,2,3,3,1,0,277,10,287,581,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1237,S01,11,356,179,12,12,44,7,35,3,4,8,6,2,0,679,30,709,0,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1238,B,6,105,64,6,4,20,4,14,2,3,2,5,2,0,237,14,251,549,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1238,C01,8,134,59,2,3,19,4,16,3,4,0,0,2,0,254,14,268,549,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1238,C02,10,121,63,6,6,19,4,9,1,3,6,3,0,0,251,0,251,549,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1252,B,5,130,87,4,2,19,2,16,3,3,4,8,13,0,296,18,314,693,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1252,C01,11,125,94,4,4,7,1,10,5,3,2,3,3,0,272,15,287,693,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1252,C02,5,113,88,5,2,17,4,5,0,3,4,9,4,1,259,10,270,693,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1259,B,2,106,64,8,5,16,3,13,3,1,3,6,2,0,232,14,246,643,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1259,C01,7,126,94,0,0,18,0,6,5,3,5,0,0,0,264,15,279,642,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1259,C02,6,112,81,2,5,14,4,3,1,1,2,8,5,0,244,13,257,642,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1259,C03,7,121,115,0,0,16,2,9,2,1,4,0,0,0,277,13,290,642,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1259,C04,6,95,83,1,1,11,5,4,2,0,3,5,6,0,222,14,236,642,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1259,C05,2,111,69,10,5,16,4,12,6,0,4,2,7,0,248,17,265,642,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1260,B,14,137,64,8,7,14,10,21,2,3,3,5,7,0,295,9,304,837,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1260,C01,3,127,69,4,6,17,5,19,5,2,5,0,0,0,262,11,273,578,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1260,C02,7,87,76,8,0,19,11,19,2,7,4,1,3,0,244,12,256,578,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1264,B,2,131,73,5,4,15,9,10,1,1,6,8,6,0,271,24,295,714,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1264,C01,3,114,101,8,8,11,4,10,3,8,4,6,5,0,285,10,295,714,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1264,C02,5,114,99,5,5,15,5,8,2,1,6,8,1,2,274,10,286,714,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1265,B,2,93,86,7,6,11,8,12,5,2,4,8,4,0,248,20,268,701,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1265,C01,5,120,77,8,12,27,6,10,8,0,6,3,3,0,285,29,314,701,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1265,C02,5,90,66,11,7,30,5,14,4,2,4,5,6,0,249,14,263,701,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1265,C03,4,109,97,10,5,23,6,12,3,2,10,1,6,0,288,19,307,701,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1265,C04,4,98,84,6,4,17,5,9,6,1,5,6,10,0,255,18,273,700,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1266,B,3,115,91,7,9,14,7,14,6,4,2,6,9,0,287,16,303,692,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1266,C01,6,100,96,5,6,15,6,18,4,7,4,2,6,0,275,10,285,691,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1266,C02,10,111,76,4,3,12,0,18,4,6,7,4,3,0,258,12,270,691,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1266,C03,5,95,81,4,2,15,4,17,5,2,4,2,8,0,244,14,258,691,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1273,B,4,122,43,4,4,8,1,0,0,0,1,3,5,0,195,12,207,443,Acta Casilla,,,
