CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN_PRS,PRI,PRD_PT_MC,PVEM,NVA_ALIANZA,MORENA,BRE,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,425,2,121,94,61,3,1,9,1,2,2,0,0,0,294,14,308,809
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,426,1,97,78,43,1,5,32,17,1,1,0,0,0,275,6,281,625
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,427,1,88,97,41,7,1,21,12,1,2,0,0,1,271,9,280,623
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,428,2,146,80,60,7,6,21,2,2,0,0,0,3,327,12,339,765
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,429,2,158,103,76,11,7,27,5,1,1,0,0,0,389,10,399,902
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,430,2,139,148,107,6,3,42,4,0,4,0,0,5,458,12,470,863
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,431,2,139,129,97,6,5,46,4,3,3,0,0,6,438,7,445,900
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,432,2,165,132,78,1,4,35,3,1,2,1,0,5,427,13,440,1014
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,433,2,97,80,57,1,1,21,2,1,1,0,0,3,264,9,273,801
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,434,2,160,108,68,4,7,20,8,1,0,0,0,0,376,20,396,889
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,435,2,136,92,51,3,3,29,6,0,4,1,0,1,326,10,336,811
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,436,1,106,85,41,1,2,36,12,3,0,0,0,2,288,9,297,597
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,437,1,109,46,25,5,4,18,12,0,0,1,0,0,220,0,220,501
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,438,1,91,52,35,0,0,11,9,0,0,0,0,0,198,6,204,499
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,439,1,77,51,30,2,1,10,8,0,3,0,0,0,182,7,189,435
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,328,3,327,224,141,14,6,95,24,1,3,0,0,2,837,21,858,2115
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,329,2,157,112,103,7,7,36,6,4,3,0,0,0,435,12,447,1116
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,331,4,555,304,142,18,18,85,28,1,9,0,0,8,1168,32,1200,2549
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,332,10,1562,636,370,41,35,264,99,30,11,1,0,51,3100,90,3190,7450
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,333,5,558,362,233,13,11,130,26,4,5,1,0,7,1350,45,1395,3167
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,334,2,52,36,18,3,2,0,0,1,5,0,0,0,117,5,122,254
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,335,1,99,67,34,7,2,22,0,0,0,0,0,2,233,8,241,510
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,336,1,83,70,14,0,0,25,3,2,1,1,0,0,199,6,205,382
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,351,1,120,100,45,0,0,34,7,0,0,0,0,1,307,6,313,574
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,352,2,239,105,63,3,7,42,15,3,1,0,0,3,481,13,494,1128
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,353,6,688,357,204,32,19,58,9,7,7,2,0,2,1385,54,1439,3180
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,354,1,113,59,29,1,2,11,2,0,3,2,0,0,222,11,233,587
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,355,2,126,94,43,4,2,20,6,2,2,1,0,0,300,19,319,758
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,356,2,233,134,84,7,11,22,14,0,2,0,0,3,510,11,521,1415
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,357,1,67,45,17,4,0,10,1,1,1,0,0,0,146,8,154,408
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,358,3,296,129,63,8,10,38,17,1,1,0,0,2,565,16,581,1600
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,359,3,374,128,120,12,9,24,5,4,0,0,0,10,686,34,720,1906
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,360,1,90,80,48,0,0,18,3,0,3,0,0,0,242,10,252,598
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,361,3,298,121,84,11,18,76,17,4,2,1,0,5,637,21,658,1540
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,362,3,307,238,108,4,10,41,7,6,6,0,0,1,728,23,751,1901
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,363,3,303,161,83,18,7,45,13,4,4,0,0,1,639,27,666,1750
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,364,1,58,39,19,4,5,7,4,0,0,0,0,0,136,6,142,348
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,365,2,198,112,62,7,4,19,0,0,2,0,0,4,408,15,423,1100
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,366,2,171,52,67,0,0,25,3,39,0,0,0,0,357,13,370,1139
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,367,2,141,119,58,6,1,20,12,1,1,1,0,1,361,11,372,868
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,368,1,107,84,42,3,2,2,2,2,2,0,0,1,247,6,253,633
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,369,1,88,66,52,0,15,8,0,0,0,0,0,0,229,9,238,701
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,370,2,158,86,74,9,2,20,6,2,4,0,0,4,365,21,386,943
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,371,1,60,99,44,3,6,15,2,1,6,0,0,0,236,7,243,658
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,372,2,73,77,49,2,3,23,3,3,2,0,0,0,235,13,248,1188
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,373,2,197,119,73,9,9,36,2,7,5,1,0,0,458,18,476,1273
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,374,2,234,86,56,6,8,31,3,2,8,0,0,0,434,12,446,1244
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,375,3,305,159,119,19,1,27,12,4,9,2,3,0,660,40,700,2164
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,376,2,139,101,48,6,5,22,6,3,0,0,0,0,330,14,344,909
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,377,2,148,97,58,5,5,29,13,1,6,0,0,4,366,19,385,1125
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,378,2,153,71,41,3,3,23,4,1,2,0,0,0,301,4,305,824
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,379,1,72,34,17,1,3,11,2,0,1,0,0,0,141,1,142,379
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,380,3,197,115,49,7,6,39,18,0,0,0,0,2,433,17,450,1572
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,381,2,155,78,33,3,6,23,8,24,1,0,0,0,331,9,340,815
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,382,2,170,82,40,8,16,18,8,4,2,0,0,0,348,9,357,929
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,383,2,218,97,83,7,6,53,10,3,6,0,0,2,485,22,507,1294
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,384,2,202,106,60,4,3,27,0,2,4,0,0,0,408,16,424,999
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,385,1,42,38,29,1,1,6,1,0,2,0,0,0,120,9,129,377
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,386,1,126,47,21,7,4,11,1,0,1,0,0,0,218,16,234,672
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,387,2,180,67,49,5,2,20,9,2,1,0,0,1,336,20,356,904
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,388,1,85,63,23,3,1,12,1,1,0,0,0,0,189,15,204,470
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,389,2,130,70,34,2,6,24,6,1,2,0,0,0,275,16,291,820
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,390,2,146,84,45,1,1,23,7,4,2,1,0,1,315,3,318,921
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,391,1,113,50,21,5,2,23,3,0,0,0,0,4,221,7,228,497
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,392,1,103,29,37,3,3,19,4,1,0,0,0,1,200,4,204,452
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,393,1,98,74,41,5,2,10,4,1,2,0,0,1,238,11,249,625
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,394,2,115,68,40,1,1,12,4,2,1,0,0,3,247,9,256,775
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,395,2,285,129,76,6,11,46,25,1,7,0,0,6,592,15,607,1301
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,396,2,194,85,32,3,1,38,15,2,1,0,0,3,374,9,383,1006
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,397,3,391,198,120,11,6,63,9,2,3,0,0,6,809,30,839,1925
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,398,2,246,123,38,6,1,50,16,1,0,0,0,2,483,16,499,1286
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,399,2,166,73,31,3,4,46,3,2,3,0,0,6,337,8,345,854
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,400,2,202,125,79,7,5,30,11,2,8,0,1,4,474,23,497,695
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,401,1,104,37,17,4,2,20,5,0,0,0,0,0,189,7,196,432
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,402,2,268,154,54,1,4,64,27,1,2,4,0,1,580,14,594,1194
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,403,1,103,40,20,0,3,20,0,0,0,0,0,7,193,3,196,495
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,404,2,127,95,48,4,13,33,6,0,0,0,0,6,332,18,350,1057
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,405,2,287,109,59,12,6,45,8,3,6,0,0,4,539,14,553,1336
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,406,2,172,91,65,4,12,31,0,3,1,0,0,1,380,10,390,1001
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,407,2,192,94,79,9,4,36,15,4,2,0,0,0,435,20,455,1250
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,408,1,113,68,36,5,6,20,9,2,2,2,0,1,264,5,269,693
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,409,1,101,50,29,8,3,32,8,0,0,0,0,3,234,1,235,597
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,410,2,124,60,50,6,1,23,11,1,0,0,0,0,276,7,283,941
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,411,3,460,150,68,12,13,69,44,45,0,0,0,3,864,28,892,1765
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,1,1,172,228,22,4,2,13,6,4,0,0,4,0,455,5,460,723
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,2,1,102,108,12,1,5,7,2,4,1,0,5,0,247,6,253,393
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,3,2,403,327,82,8,4,49,6,10,0,0,15,1,905,12,917,1445
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,4,2,434,394,42,4,3,36,11,19,3,0,12,2,960,8,968,677
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,5,2,244,248,34,2,4,18,3,5,0,0,11,1,570,11,581,961
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,6,1,146,154,16,3,3,14,1,4,0,0,5,0,346,5,351,654
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,7,2,256,282,28,4,5,27,8,9,0,0,14,1,634,5,639,967
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,8,1,121,117,20,0,3,10,2,4,0,0,3,1,281,8,289,497
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,9,1,133,88,20,0,7,7,2,0,0,0,1,0,258,9,267,439
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,10,1,178,178,28,1,1,17,8,4,0,0,2,0,417,10,427,734
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,11,1,133,93,12,0,2,11,3,4,0,0,2,0,260,8,268,448
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,12,1,99,75,11,0,2,11,1,4,0,0,5,1,209,5,214,327
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,13,2,274,207,23,3,2,23,6,4,3,0,3,0,548,5,553,920
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,14,1,185,171,13,1,0,10,5,14,0,0,3,1,403,12,415,677
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,15,1,154,142,17,0,1,15,2,9,0,0,1,0,341,9,350,567
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,16,2,277,260,35,7,7,19,6,6,0,0,7,0,624,10,634,1014
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,17,1,125,126,19,1,0,12,6,2,0,0,6,1,298,5,303,447
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,33,1,110,116,6,1,1,2,0,6,0,0,0,1,243,6,249,349
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,34,1,239,216,16,3,5,8,2,4,0,0,2,0,495,11,506,727
1,3,BAJA CALIFORNIA SUR,9,CIUDAD CONSTITUCION,1,COMONDU,35,1,78,23,0,0,0,1,0,0,0,0,0,0,102,0,102,138
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,18,2,256,263,34,7,3,30,8,5,3,1,0,0,610,18,628,1031
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,19,2,201,212,42,0,5,11,0,2,7,1,0,0,481,15,496,837
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,20,2,232,299,68,8,4,23,4,7,8,1,0,2,656,11,667,1191
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,21,2,252,248,51,5,5,21,6,7,14,3,0,0,612,15,627,1076
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,22,3,389,360,49,8,5,25,11,7,14,0,0,1,869,27,896,1546
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,23,2,234,183,41,5,4,15,5,4,6,1,0,0,498,10,508,849
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,24,1,152,144,28,1,5,8,5,9,10,0,0,0,362,0,362,620
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,25,2,229,181,42,4,1,24,7,7,6,2,3,0,506,13,519,887
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,26,2,194,175,33,5,5,30,6,10,9,0,0,1,468,19,487,863
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,27,2,162,193,42,3,3,22,4,3,10,0,0,0,442,14,456,833
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,28,4,538,589,77,15,10,35,10,14,26,3,0,1,1318,40,1358,2659
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,29,2,350,303,44,5,2,20,7,6,15,2,0,0,754,17,771,1312
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,30,3,394,340,78,4,8,24,5,6,17,1,0,0,877,28,905,1642
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,31,2,247,211,29,4,10,11,7,8,13,0,0,0,540,16,556,952
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,32,2,256,269,29,9,3,22,15,3,18,1,0,0,625,18,643,1020
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,36,2,114,81,43,3,0,1,0,1,0,0,0,0,243,13,256,420
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,37,1,68,69,8,1,1,6,2,8,7,0,0,0,170,6,176,260
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,38,1,75,115,12,2,2,1,0,2,0,0,0,0,209,10,219,310
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,39,1,49,74,12,4,0,1,0,0,1,0,0,0,141,13,154,208
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,40,1,215,115,24,4,8,23,3,1,3,0,0,0,396,15,411,682
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,41,2,253,172,27,10,9,25,9,1,11,2,0,0,519,22,541,985
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,42,2,304,223,35,6,2,17,8,1,12,0,0,1,609,12,621,1029
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,43,1,194,123,29,3,11,19,8,2,3,0,1,1,394,11,405,668
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,44,1,179,196,22,3,4,28,5,6,7,4,0,1,455,10,465,738
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,45,1,187,175,29,9,6,21,9,2,5,2,1,0,446,15,461,703
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,46,1,174,154,37,4,5,13,7,4,1,1,0,0,400,16,416,655
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,47,2,236,191,23,4,8,19,4,0,4,0,1,0,490,10,500,755
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,48,2,369,346,21,7,7,2,0,6,11,1,1,0,771,22,793,1130
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,49,1,50,22,12,2,1,1,2,1,0,1,0,0,92,8,100,166
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,50,1,54,45,4,3,0,5,1,0,4,0,0,0,116,3,119,175
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,51,1,46,128,5,1,1,3,0,1,1,0,0,0,186,0,186,259
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,52,1,93,129,2,6,3,5,1,0,4,1,0,0,244,8,252,360
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,53,1,55,108,8,2,2,1,0,1,6,1,0,0,184,6,190,282
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,54,3,270,234,17,4,6,2,1,6,7,1,0,0,548,19,567,949
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,55,1,134,117,4,1,1,2,2,1,4,0,0,0,266,2,268,378
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,56,1,167,142,3,0,2,4,0,1,2,0,0,0,321,4,325,476
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,57,1,289,180,1,1,3,7,3,5,4,0,0,0,493,3,496,656
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,58,1,191,187,0,0,1,4,2,0,1,0,0,0,386,8,394,519
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,59,2,234,231,13,1,6,7,2,8,6,1,0,0,509,8,517,850
1,3,BAJA CALIFORNIA SUR,11,CIUDAD INSURGENTES,1,COMONDU,60,2,199,220,5,2,4,3,0,3,12,3,0,0,451,10,461,770
