CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,PD,CC,MORENA,PH,ES,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,PRI_PVEM_NVA_ALIANZA_PD,PRI_PVEM_NVA_ALIANZA,PRI_PVEM_PD,PRI_NVA_ALIANZA_PD,PVEM_NVA_ALIANZA_PD,PRI_PVEM,PRI_NVA_ALIANZA,PRI_PD,PVEM_NVA_ALIANZA,PVEM_PD,NVA_ALIANZA_PD,PRD_PT,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
2,19,NUEVO LEON,16,Apodaca,6,Apodaca,68,C05,133,118,5,29,11,34,11,0,0,7,6,0,41,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,395,7,402,749,Acta Casilla,,,
2,19,NUEVO LEON,16,Apodaca,6,Apodaca,68,C06,119,123,7,19,17,34,8,0,0,11,5,0,30,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,373,2,375,748,Acta Casilla,,,
2,19,NUEVO LEON,16,Apodaca,6,Apodaca,68,C07,120,126,5,24,18,37,16,0,0,6,9,0,42,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,403,2,405,748,Acta Casilla,,,
2,19,NUEVO LEON,16,Apodaca,6,Apodaca,69,B,112,100,5,29,14,39,0,0,0,10,6,0,42,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,357,3,360,674,Acta Casilla,,,
2,19,NUEVO LEON,16,Apodaca,6,Apodaca,69,C01,86,117,2,25,14,38,11,0,0,10,3,0,44,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,350,13,363,674,Acta Casilla,,,
2,19,NUEVO LEON,16,Apodaca,6,Apodaca,69,C02,101,108,4,37,17,38,8,0,0,11,3,0,29,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,356,6,362,674,Acta Casilla,,,
2,19,NUEVO LEON,16,Apodaca,6,Apodaca,69,C03,93,102,2,35,11,47,13,0,0,4,3,0,33,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,343,4,347,673,Acta Casilla,,,
2,19,NUEVO LEON,16,Apodaca,6,Apodaca,69,C04,113,124,1,32,15,25,11,0,0,11,10,0,22,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,364,10,374,673,Acta Casilla,,,
2,19,NUEVO LEON,16,Apodaca,6,Apodaca,69,C05,101,118,2,40,14,24,7,0,0,9,12,0,23,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,350,2,352,673,Acta Casilla,,,
2,19,NUEVO LEON,16,Apodaca,6,Apodaca,70,B,133,127,1,11,13,33,12,0,0,3,12,0,36,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,381,7,388,708,Acta Casilla,,,
2,19,NUEVO LEON,16,Apodaca,6,Apodaca,70,C01,127,117,8,14,15,59,13,0,0,4,6,0,44,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,407,5,412,708,Acta Casilla,,,
