CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,PD,CC,MORENA,PH,ES,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,PRI_PVEM_NVA_ALIANZA_PD,PRI_PVEM_NVA_ALIANZA,PRI_PVEM_PD,PRI_NVA_ALIANZA_PD,PVEM_NVA_ALIANZA_PD,PRI_PVEM,PRI_NVA_ALIANZA,PRI_PD,PVEM_NVA_ALIANZA,PVEM_PD,NVA_ALIANZA_PD,PRD_PT,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,629,3,445,259,8,21,56,99,25,4,0,25,16,0,,,,,75,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,,1035,16,1051,1509
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,630,2,405,262,7,11,34,65,28,7,0,12,10,0,,,,,62,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,903,5,908,1439
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,631,2,201,152,4,7,36,30,10,2,0,11,5,0,,,,,11,,,,,,0,1,0,0,0,3,0,0,0,0,0,0,,473,9,482,857
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,632,2,291,186,9,10,28,46,13,0,0,8,6,0,,,,,32,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,629,20,649,1081
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,633,2,439,212,11,14,21,104,18,2,0,15,18,0,,,,,79,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,933,8,941,1307
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,634,2,309,244,8,14,24,98,11,6,0,16,14,0,,,,,46,,,,,,0,3,0,0,0,4,0,0,0,0,0,0,,797,14,811,1251
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,635,2,355,254,4,14,25,70,19,2,0,30,20,0,,,,,57,,,,,,1,0,0,0,0,3,1,1,0,0,0,0,,856,19,875,1376
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,636,2,436,252,13,14,35,72,20,2,0,24,12,0,,,,,79,,,,,,0,0,0,0,0,3,0,0,0,0,0,0,,962,8,970,1422
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,637,2,386,222,11,11,27,80,17,0,0,17,13,0,,,,,52,,,,,,1,0,0,0,0,1,0,0,1,1,0,0,,840,7,847,1150
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,638,3,366,186,7,15,14,70,17,5,0,12,9,0,,,,,44,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,,747,10,757,1768
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,639,2,453,168,1,14,19,125,18,5,0,33,14,0,,,,,41,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,,893,6,899,1304
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,640,3,580,305,9,20,28,149,31,4,0,42,19,0,,,,,99,,,,,,1,0,1,0,0,0,0,0,1,0,0,0,,1289,16,1305,1865
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,641,2,385,275,6,15,22,92,33,3,0,15,14,0,,,,,69,,,,,,0,0,0,0,0,3,1,0,1,0,0,0,,934,11,945,1418
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,642,2,342,167,8,13,19,66,11,0,0,6,16,0,,,,,69,,,,,,0,0,0,0,0,178,0,0,0,0,0,0,,895,13,908,1424
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,643,3,413,291,33,22,39,70,24,6,0,14,22,0,,,,,78,,,,,,0,3,0,0,0,1,0,1,0,0,0,0,,1017,20,1037,1577
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,644,3,200,468,5,10,49,47,15,0,0,13,22,0,,,,,30,,,,,,0,1,0,0,0,6,2,0,0,0,0,0,,868,15,883,1789
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,645,3,212,453,6,15,52,36,17,0,0,8,15,0,,,,,36,,,,,,0,2,0,0,0,7,2,0,0,0,0,0,,861,38,899,1866
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,646,3,133,453,2,6,58,44,14,1,0,8,14,0,,,,,39,,,,,,7,0,0,0,0,1,1,1,0,0,0,0,,782,36,818,1840
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,647,8,952,849,31,43,114,264,51,1,0,49,63,0,,,,,221,,,,,,1,4,0,0,0,8,0,0,1,0,0,0,,2652,60,2712,4905
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,649,3,404,372,3,13,30,71,31,4,0,14,27,0,,,,,78,,,,,,1,2,0,0,0,1,0,0,0,0,0,0,,1051,10,1061,1834
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,650,3,361,370,19,28,55,66,22,7,0,28,27,0,,,,,97,,,,,,1,1,0,0,0,3,0,0,0,0,0,0,,1085,22,1107,2134
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,651,4,533,537,49,30,60,85,32,2,0,28,41,0,,,,,111,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,,1510,37,1547,2722
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,652,5,875,558,23,28,44,121,74,7,0,14,46,0,,,,,152,,,,,,1,3,0,0,0,2,2,0,0,0,0,0,,1950,27,1977,3266
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,653,3,414,302,9,15,38,88,23,4,0,17,20,0,,,,,87,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,,1018,22,1040,1538
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,654,2,143,135,4,2,8,37,8,1,0,5,7,0,,,,,29,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,,381,11,392,1401
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,655,3,526,247,9,7,23,128,29,1,0,22,19,0,,,,,59,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1070,8,1078,1570
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,656,2,353,229,8,14,24,71,23,0,0,24,11,0,,,,,44,,,,,,0,2,0,0,0,2,0,0,0,0,0,0,,805,9,814,1145
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,657,1,225,128,4,7,13,40,8,0,0,10,7,0,,,,,22,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,,466,4,470,647
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,658,1,251,130,3,6,10,30,8,1,0,4,9,0,,,,,25,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,,479,7,486,690
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,659,1,230,132,2,5,16,50,4,0,0,6,5,0,,,,,28,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,478,10,488,729
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,660,2,283,180,4,8,11,61,6,1,0,14,9,0,,,,,33,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,610,5,615,899
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,661,2,350,230,6,6,12,48,6,2,0,10,8,0,,,,,32,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,710,10,720,1014
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,662,1,196,124,9,1,7,29,14,0,0,4,0,0,,,,,19,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,,404,4,408,645
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,663,2,317,183,12,10,11,51,7,0,0,8,11,0,,,,,45,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,,657,6,663,963
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,664,2,386,202,6,8,17,77,11,3,0,16,4,0,,,,,44,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,,775,9,784,1074
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,665,2,301,202,5,6,11,50,15,2,0,14,11,0,,,,,39,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,656,9,665,972
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,666,2,331,184,5,13,18,111,15,2,0,22,13,0,,,,,55,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,,770,10,780,1080
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,667,3,512,369,11,23,27,129,18,2,0,14,19,0,,,,,69,,,,,,0,1,1,0,0,1,0,0,0,0,0,0,,1196,20,1216,2044
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,668,3,446,264,16,20,30,80,31,2,0,21,13,0,,,,,58,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,,983,23,1006,1622
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,669,3,428,334,10,16,30,60,19,3,0,12,24,0,,,,,69,,,,,,2,0,0,0,0,1,0,0,0,0,1,0,,1009,16,1025,1605
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,670,3,161,269,4,5,37,23,10,1,0,13,19,0,,,,,42,,,,,,0,2,0,0,0,2,0,0,0,0,0,0,,588,14,602,1796
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,671,3,371,394,12,11,52,56,22,1,0,13,18,0,,,,,70,,,,,,0,1,0,0,2,6,0,1,2,0,0,0,,1032,28,1060,1980
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,672,3,222,491,6,7,79,30,17,3,0,7,15,0,,,,,65,,,,,,0,0,0,0,0,19,1,0,0,0,0,0,,962,41,1003,1956
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,673,3,196,451,6,15,31,34,17,2,0,9,11,0,,,,,33,,,,,,0,5,0,0,0,2,0,0,0,0,0,0,,812,27,839,1647
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,674,3,194,456,9,21,39,32,13,3,0,13,13,0,,,,,56,,,,,,1,1,0,0,0,5,1,0,0,0,0,0,,857,18,875,1756
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,675,3,340,349,13,18,36,47,24,1,0,19,12,0,,,,,58,,,,,,0,1,0,0,0,2,0,0,0,0,0,0,,920,20,940,1817
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,676,3,336,438,17,21,32,48,23,8,0,12,17,0,,,,,47,,,,,,0,0,0,0,0,1,1,0,1,0,0,0,,1002,24,1026,2152
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,677,3,249,335,9,10,20,63,49,6,0,27,11,0,,,,,76,,,,,,0,1,0,0,0,1,0,0,1,0,0,0,,858,15,873,1529
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,678,3,90,107,5,8,0,14,7,1,0,4,11,0,,,,,20,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,267,5,272,1758
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,679,3,206,456,15,16,104,39,16,3,0,16,31,0,,,,,83,,,,,,0,2,0,0,0,11,0,0,0,0,0,0,,998,37,1035,1910
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,680,2,249,317,11,7,21,58,16,4,0,5,17,0,,,,,60,,,,,,1,0,0,0,0,4,0,0,0,0,0,0,,770,28,798,1497
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,681,3,451,168,5,26,22,103,28,3,0,23,15,0,,,,,110,,,,,,108,0,0,0,0,1,0,0,0,0,0,0,,1063,15,1078,1567
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,682,3,252,312,31,9,26,74,33,2,0,13,15,0,,,,,55,,,,,,1,2,0,0,0,1,1,0,0,1,0,0,,828,25,853,1509
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,683,3,334,291,10,18,31,56,26,3,0,8,13,0,,,,,57,,,,,,0,2,0,0,0,1,0,0,0,0,0,0,,850,20,870,1506
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,684,3,340,279,16,13,26,64,17,0,0,15,21,0,,,,,49,,,,,,0,1,0,0,0,1,0,0,0,0,0,0,,842,24,866,1530
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,685,3,491,273,6,17,24,92,38,2,0,32,22,0,,,,,71,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,,1069,13,1082,1580
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,686,3,608,253,9,19,29,116,34,3,0,19,25,0,,,,,92,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,,1208,11,1219,1830
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,687,3,477,241,4,14,37,85,21,2,0,21,20,0,,,,,74,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,996,7,1003,1622
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,688,2,254,269,6,10,19,35,15,5,0,10,12,0,,,,,45,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,,681,21,702,1394
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,689,3,395,298,9,28,30,63,28,4,0,20,12,0,,,,,75,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,,963,20,983,1721
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,690,3,365,323,16,16,20,47,20,11,0,10,20,0,,,,,47,,,,,,0,1,0,0,1,1,1,0,1,0,0,0,,900,18,918,1659
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,691,2,266,317,6,17,31,55,15,0,0,8,9,0,,,,,58,,,,,,0,1,0,0,0,3,1,0,0,0,0,0,,787,20,807,1500
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,692,3,328,313,9,8,26,69,27,1,0,16,18,0,,,,,71,,,,,,0,0,0,0,0,2,1,0,0,0,0,0,,889,20,909,1513
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,693,3,291,226,7,13,27,49,21,10,0,6,5,0,,,,,76,,,,,,0,2,0,0,0,1,0,0,0,0,0,0,,734,15,749,2115
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,694,9,1523,927,32,44,88,295,84,18,0,60,62,0,,,,,141,,,,,,1,1,1,0,0,4,0,0,0,0,0,0,,3281,60,3341,5710
2,19,NUEVO LEON,12,GUADALUPE,26,GUADALUPE,695,3,407,329,34,22,26,67,38,0,0,9,18,0,,,,,53,,,,,,0,1,0,0,0,2,0,0,0,0,0,0,,1006,28,1034,1639
2,19,NUEVO LEON,12,GUADALUPE,26,GUADALUPE,696,3,383,314,18,15,30,86,23,3,0,17,19,0,,,,,72,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,,981,26,1007,1943
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,697,3,283,312,5,15,14,64,19,2,0,6,16,0,,,,,58,,,,,,0,1,0,0,0,3,1,1,0,0,0,0,,800,30,830,1597
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,698,3,266,368,8,14,24,59,30,4,0,12,15,0,,,,,59,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,,861,25,886,1692
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,699,6,766,769,26,39,72,134,47,6,0,41,28,0,,,,,112,,,,,,0,3,0,0,0,3,3,0,1,0,0,0,,2050,49,2099,4030
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,700,5,769,608,15,29,48,172,57,5,0,36,23,0,,,,,144,,,,,,0,17,0,0,0,1,1,0,0,0,0,0,,1925,26,1951,3257
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,701,3,203,215,10,6,23,31,11,1,0,7,13,0,,,,,51,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,571,8,579,1528
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,702,3,366,360,11,20,42,88,30,1,0,19,24,0,,,,,71,,,,,,0,1,0,0,0,2,0,0,0,0,0,0,,1035,16,1051,1842
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,703,12,1214,1610,42,114,148,259,93,14,0,72,87,0,,,,,280,,,,,,5,4,1,0,0,3,1,0,0,0,0,0,,3947,75,4022,7980
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,704,3,329,420,5,20,36,60,35,8,0,12,27,0,,,,,48,,,,,,0,0,0,0,0,3,1,0,0,0,0,0,,1004,25,1029,2051
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,705,3,315,418,13,23,44,62,21,5,0,12,22,0,,,,,69,,,,,,0,1,0,0,0,2,0,0,0,0,0,0,,1007,34,1041,2027
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,706,4,435,469,37,30,25,89,20,4,0,28,32,0,,,,,146,,,,,,175,0,0,0,0,4,1,0,0,0,0,0,,1495,24,1519,2877
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,707,2,158,268,7,6,24,28,11,1,0,8,11,0,,,,,35,,,,,,1,0,0,0,0,0,1,0,1,1,0,0,,561,15,576,1154
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,708,3,308,366,9,14,37,57,24,1,0,29,18,0,,,,,78,,,,,,3,2,0,0,0,1,1,0,0,0,0,0,,948,11,959,1940
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,709,4,291,379,25,11,40,43,20,6,0,15,20,0,,,,,60,,,,,,115,2,0,0,0,0,1,0,0,0,0,0,,1028,10,1038,2272
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,710,2,210,270,8,14,28,45,16,4,0,17,20,0,,,,,44,,,,,,0,1,0,0,0,2,0,0,0,0,0,0,,679,9,688,1256
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,711,2,206,308,10,12,20,47,19,3,0,14,13,0,,,,,40,,,,,,2,0,0,0,0,4,0,0,1,0,0,0,,699,19,718,1463
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,712,4,574,421,14,16,51,93,48,1,0,50,18,0,,,,,101,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1387,24,1411,2933
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,713,3,299,369,10,7,37,62,17,2,0,23,21,0,,,,,61,,,,,,0,2,0,0,0,4,0,0,0,0,0,0,,914,30,944,1894
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,714,3,298,321,7,16,29,49,13,0,0,14,16,0,,,,,61,,,,,,1,1,0,0,1,4,0,0,0,0,0,0,,831,27,858,1565
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,715,2,192,365,2,16,16,30,10,2,0,14,7,0,,,,,42,,,,,,0,1,0,0,0,2,1,0,0,0,0,0,,700,27,727,1325
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,716,2,208,271,2,16,17,42,18,1,0,8,11,0,,,,,29,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,,624,15,639,1207
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,717,3,388,305,8,13,17,73,30,3,0,8,14,0,,,,,64,,,,,,3,2,0,0,0,1,1,0,0,0,0,0,,930,20,950,1544
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,718,3,298,356,9,19,25,80,31,2,0,22,16,0,,,,,65,,,,,,1,0,0,0,0,3,1,0,0,0,0,0,,928,12,940,1566
2,19,NUEVO LEON,12,GUADALUPE,26,GUADALUPE,719,2,269,295,7,18,29,58,16,3,0,5,12,0,,,,,76,,,,,,1,2,0,0,0,1,0,1,0,0,0,0,,793,16,809,1396
2,19,NUEVO LEON,12,GUADALUPE,26,GUADALUPE,720,3,252,410,7,11,28,36,44,2,0,12,8,0,,,,,43,,,,,,0,1,0,0,0,4,4,0,0,0,0,0,,862,24,886,1653
2,19,NUEVO LEON,12,GUADALUPE,26,GUADALUPE,721,2,290,281,13,16,30,73,23,9,0,14,18,0,,,,,54,,,,,,0,0,0,0,0,2,1,0,0,0,0,0,,824,17,841,1448
2,19,NUEVO LEON,12,GUADALUPE,26,GUADALUPE,722,4,375,367,11,8,34,51,41,13,0,19,17,0,,,,,70,,,,,,1,0,0,0,0,2,0,0,0,0,0,0,,1009,27,1036,1672
2,19,NUEVO LEON,12,GUADALUPE,26,GUADALUPE,723,3,383,349,16,13,27,75,29,4,0,21,23,0,,,,,36,,,,,,0,3,0,0,0,4,0,0,0,0,1,0,,984,32,1016,1790
2,19,NUEVO LEON,12,GUADALUPE,26,GUADALUPE,724,4,726,401,12,20,36,135,30,2,0,28,30,0,,,,,66,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,,1488,28,1516,2364
2,19,NUEVO LEON,12,GUADALUPE,26,GUADALUPE,725,2,268,272,5,12,11,35,24,3,0,11,11,0,,,,,25,,,,,,1,4,0,0,0,2,0,0,0,0,0,0,,684,5,689,1305
2,19,NUEVO LEON,12,GUADALUPE,26,GUADALUPE,726,3,317,332,17,14,30,78,34,3,0,12,14,0,,,,,88,,,,,,0,1,0,0,0,1,0,0,1,0,0,0,,942,23,965,1630
2,19,NUEVO LEON,12,GUADALUPE,26,GUADALUPE,727,2,267,345,9,13,29,46,41,4,0,9,9,0,,,,,52,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,824,15,839,1498
2,19,NUEVO LEON,12,GUADALUPE,26,GUADALUPE,728,3,274,390,7,14,25,51,22,2,0,25,10,0,,,,,41,,,,,,1,2,0,0,0,5,5,1,0,0,0,0,,875,57,932,1595
2,19,NUEVO LEON,12,GUADALUPE,26,GUADALUPE,729,3,454,380,5,35,32,49,25,3,0,17,12,0,,,,,34,,,,,,0,2,0,0,0,3,1,0,1,0,0,0,,1053,27,1080,1815
2,19,NUEVO LEON,12,GUADALUPE,26,GUADALUPE,730,3,330,277,13,48,22,66,31,2,0,17,18,0,,,,,50,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,,875,17,892,1537
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,731,4,687,474,20,21,37,134,34,6,0,41,25,0,,,,,112,,,,,,0,1,0,0,0,2,0,0,0,0,0,0,,1594,21,1615,2489
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,732,3,442,440,2,21,38,88,23,1,0,18,22,0,,,,,84,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,,1180,19,1199,2155
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,733,3,288,351,11,12,28,49,19,0,0,13,13,0,,,,,47,,,,,,0,2,0,0,0,5,0,1,0,0,0,0,,839,31,870,1560
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,734,3,314,457,11,18,32,56,22,1,0,16,17,0,,,,,61,,,,,,1,1,0,0,0,10,2,0,2,0,0,0,,1021,28,1049,2096
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,735,4,477,471,22,25,45,111,48,5,0,29,26,0,,,,,128,,,,,,0,0,0,0,0,4,0,0,0,1,0,0,,1392,22,1414,2396
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,736,3,263,333,16,12,36,70,13,2,0,23,27,0,,,,,85,,,,,,0,0,1,0,0,1,3,0,0,1,0,0,,886,23,909,1545
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,737,3,296,343,10,24,21,84,25,4,0,37,16,0,,,,,97,,,,,,1,0,0,1,0,3,4,0,1,0,0,0,,967,24,991,1704
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,738,3,257,322,13,21,31,54,26,1,0,26,10,0,,,,,88,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,,850,11,861,1602
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,739,12,2018,1480,48,78,166,448,177,13,0,99,100,0,,,,,405,,,,,,3,4,0,0,0,2,2,0,0,0,0,0,,5043,61,5104,8410
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,740,3,455,402,16,20,54,109,28,7,0,19,26,0,,,,,107,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1243,18,1261,2100
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,741,3,341,452,14,20,32,58,32,0,0,28,24,0,,,,,69,,,,,,0,1,0,0,0,1,0,0,0,0,0,0,,1072,24,1096,2192
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,742,9,877,1212,39,52,130,250,59,21,0,59,64,0,,,,,146,,,,,,3,3,0,0,0,5,1,1,2,0,0,0,,2924,73,2997,6427
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,743,4,451,470,14,18,51,114,43,2,0,62,15,0,,,,,66,,,,,,0,2,1,0,0,1,0,0,0,0,0,0,,1310,26,1336,2729
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,744,11,1874,1403,51,87,119,491,99,14,0,104,79,0,,,,,279,,,,,,2,1,0,0,0,2,2,0,0,0,0,0,,4607,73,4680,7582
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,745,2,314,294,3,12,33,53,26,1,0,29,13,0,,,,,54,,,,,,1,3,0,0,0,1,3,0,0,0,0,0,,840,15,855,1404
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,746,3,343,295,11,13,38,88,25,3,0,36,22,0,,,,,94,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,968,12,980,1589
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,747,2,229,277,11,14,28,68,40,3,0,19,9,0,,,,,74,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,,773,18,791,1415
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,748,2,219,278,9,14,20,61,23,5,0,15,9,0,,,,,78,,,,,,1,0,0,0,0,1,0,0,0,0,0,0,,733,10,743,1338
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,749,3,349,332,10,14,38,84,43,2,0,32,17,0,,,,,90,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,,1012,15,1027,1789
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,750,4,611,487,23,30,49,162,58,4,0,49,31,0,,,,,157,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,,1663,25,1688,2519
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,751,3,468,428,11,8,47,118,37,5,0,22,26,0,,,,,111,,,,,,0,0,0,0,0,1,2,0,0,0,0,0,,1284,18,1302,2249
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,752,2,234,290,4,16,29,56,21,1,0,19,16,0,,,,,42,,,,,,0,1,0,0,0,2,0,0,0,0,0,0,,731,20,751,1397
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,753,3,209,561,18,16,33,42,21,4,0,9,26,0,,,,,84,,,,,,0,3,0,0,0,11,2,3,0,0,0,0,,1042,33,1075,2201
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,754,3,196,388,5,13,26,38,32,0,0,12,13,0,,,,,42,,,,,,1,1,0,0,0,4,1,0,0,0,0,0,,772,20,792,1645
2,19,NUEVO LEON,13,GUADALUPE,26,GUADALUPE,755,5,355,555,10,29,53,128,45,6,0,15,25,0,,,,,98,,,,,,4,1,1,0,0,1,0,1,1,0,0,0,,1328,26,1354,2434
