CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,PRS,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD_PT_PRS,PAN_PRD_PT,PAN_PRD_PRS,PAN_PT_PRS,PRD_PT_PRS,PAN_PRD,PAN_PT,PAN_PRS,PRD_PT,PRD_PRS,PT_PRS,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,CAND_IND33,CAND_IND34,CAND_IND35,CAND_IND36,CAND_IND37,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,30,1,10,42,9,0,0,0,10,1,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,165,10,175,232
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,31,1,5,42,6,0,6,0,12,4,153,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,234,12,246,289
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,32,1,8,202,8,2,4,2,3,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,291,4,295,351
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,33,1,104,57,71,5,18,3,9,14,159,6,4,0,0,1,0,2,0,1,2,0,0,2,0,1,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,465,38,503,739
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,34,1,47,38,19,1,3,0,3,3,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,176,11,187,281
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,35,1,17,15,3,1,1,0,4,2,22,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,74,5,79,106
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,36,2,45,70,55,2,23,2,45,8,145,4,4,1,1,0,0,6,0,0,0,0,0,0,0,2,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,460,66,526,757
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,37,1,27,55,24,0,5,1,9,12,48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,200,13,213,267
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,38,2,28,197,108,4,3,3,23,5,200,9,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,654,35,689,931
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,39,2,26,120,90,2,6,0,31,7,151,16,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,483,34,517,778
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,40,1,19,98,52,1,1,0,10,3,307,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,501,18,519,692
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,41,1,12,73,22,0,2,0,13,1,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,242,6,248,321
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,43,1,40,161,50,6,11,5,8,11,130,1,2,2,0,0,1,6,1,0,1,0,0,0,1,5,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,468,19,487,721
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,44,1,13,32,16,1,8,0,5,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,105,4,109,139
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,45,1,16,19,31,1,2,0,5,5,56,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,149,8,157,223
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,46,2,61,60,120,3,21,9,10,3,247,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,547,26,573,778
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,47,2,47,104,64,1,7,0,11,9,148,11,0,0,0,0,0,4,4,0,1,0,0,0,1,1,0,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,476,29,505,711
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,48,1,13,22,5,1,4,0,2,3,40,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,129,6,135,226
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,49,1,121,119,10,88,1,5,75,0,30,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,0,458,19,477,670
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,50,2,140,159,4,59,2,12,115,2,29,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,0,531,15,546,779
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,51,1,126,112,16,65,2,10,102,2,12,3,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,0,477,14,491,672
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,52,2,151,308,12,107,1,5,144,10,2,3,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,0,758,30,788,1137
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,53,2,151,196,12,104,0,9,130,1,21,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,0,653,16,669,984
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,54,3,233,256,23,105,5,6,192,3,34,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,0,880,28,908,1125
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,55,1,85,89,2,18,0,2,9,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,0,221,1,222,286
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,56,1,148,167,6,38,5,3,41,3,35,1,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,0,472,10,482,637
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,57,2,142,203,5,47,0,3,64,1,15,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,0,522,10,532,801
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,58,1,103,138,6,32,1,2,26,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,0,327,10,337,507
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,59,2,243,281,10,60,6,4,145,11,16,5,2,0,0,0,0,1,2,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,1,867,48,916,1311
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,60,1,156,258,10,10,2,3,14,1,10,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,0,474,11,485,661
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,61,2,163,216,9,60,4,5,89,4,30,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,0,610,24,634,835
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,62,1,21,75,2,10,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,0,164,2,166,245
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,63,1,20,116,2,15,1,1,48,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,0,214,9,223,330
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,64,1,26,57,0,10,1,0,7,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,0,132,6,138,206
1,18,NAYARIT,16,IXTLAN DEL RIO,2,AHUACATLAN,65,2,135,194,2,11,1,1,50,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,0,422,18,440,655
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,66,1,78,126,6,17,1,0,7,27,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,0,316,25,341,455
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,67,2,148,135,21,54,1,3,20,66,50,30,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,0,542,25,567,788
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,68,2,181,125,3,39,2,2,34,35,40,46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,0,515,23,538,765
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,69,1,92,64,2,19,2,3,24,16,37,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,288,17,306,461
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,70,1,58,40,6,14,2,0,11,6,11,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,163,1,164,225
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,71,1,21,23,34,7,0,1,1,3,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,117,9,126,192
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,72,1,27,21,15,2,0,1,0,4,3,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,81,3,84,99
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,74,2,52,87,30,23,0,4,26,23,31,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,0,305,16,321,436
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,75,1,123,162,33,10,0,2,12,10,19,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,382,17,399,585
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,76,1,19,29,4,8,0,1,0,1,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,0,90,9,99,146
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,77,1,41,89,47,43,1,1,17,11,21,15,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,0,293,19,312,441
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,78,1,63,165,29,74,5,5,21,8,16,28,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,0,424,32,456,652
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,79,2,78,161,104,58,4,3,42,13,24,54,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,0,554,25,579,912
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,80,1,44,69,3,29,2,0,16,6,27,150,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,0,354,9,363,514
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,81,1,25,32,4,21,0,3,5,6,15,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,0,151,7,158,219
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,82,1,60,65,4,47,3,1,14,5,26,116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,0,350,16,366,487
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,83,1,64,111,15,23,3,2,20,9,33,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,0,430,23,453,633
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,84,1,20,21,9,4,1,0,2,13,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,85,9,94,124
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,86,1,7,99,21,13,2,0,4,14,27,14,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,0,212,15,227,290
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,87,1,23,9,25,0,0,0,3,1,7,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,73,2,75,97
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,88,1,59,112,92,16,0,0,0,3,14,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,0,324,12,336,393
1,18,NAYARIT,16,IXTLAN DEL RIO,3,AMATLAN DE CAÑAS,89,1,42,87,56,9,1,2,5,7,2,53,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,266,7,273,376
1,18,NAYARIT,18,MEZCALES,4,BAHIA DE BANDERAS,90,23,1538,2020,335,231,182,135,1207,331,906,158,63,10,3,1,2,14,3,4,7,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474,33,7626,307,7966,15755
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,91,1,130,160,7,29,16,1,41,3,12,5,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,50,,0,458,12,470,722
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,92,1,80,169,9,18,17,0,60,5,16,6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,38,,0,424,15,439,630
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,93,1,63,42,1,0,16,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,0,133,6,139,205
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,94,1,127,132,6,6,15,0,18,1,3,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,4,,0,354,25,379,581
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,95,2,127,143,15,15,24,1,86,2,9,14,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,30,,0,480,13,493,624
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,96,2,235,169,17,27,32,2,105,9,66,14,6,4,0,0,0,0,2,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,77,,0,780,44,824,1470
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,97,2,445,182,8,22,12,2,60,2,12,15,4,1,0,0,0,4,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,26,,0,815,24,839,1164
