CIRCUNSCRIPCION,﻿ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,PH,ES,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,16,MICHOACAN,18,HUETAMO,102,TZITZIO,2174,1,15,22,12,0,8,4,4,16,0,0,0,81,4,85,117
5,16,MICHOACAN,19,TACÁMBARO,1,ACUITZIO,1,2,192,212,286,11,29,0,15,15,0,26,3,786,64,853,1406
5,16,MICHOACAN,19,TACÁMBARO,1,ACUITZIO,2,2,202,180,246,25,44,0,44,29,0,22,1,792,59,852,1384
5,16,MICHOACAN,19,TACÁMBARO,1,ACUITZIO,3,2,164,119,168,10,20,0,22,11,0,24,1,538,27,566,906
5,16,MICHOACAN,19,TACÁMBARO,1,ACUITZIO,4,2,140,155,147,13,34,0,17,16,0,24,2,546,53,601,986
5,16,MICHOACAN,19,TACÁMBARO,1,ACUITZIO,5,2,132,141,235,34,37,0,35,16,0,25,1,655,49,705,1058
5,16,MICHOACAN,19,TACÁMBARO,1,ACUITZIO,6,1,23,55,149,6,12,0,28,0,0,0,0,273,33,306,437
5,16,MICHOACAN,19,TACÁMBARO,1,ACUITZIO,7,1,86,47,180,7,12,0,18,16,0,2,0,368,26,394,585
5,16,MICHOACAN,19,TACÁMBARO,1,ACUITZIO,8,1,55,35,84,7,13,0,11,1,0,3,0,209,10,219,358
5,16,MICHOACAN,19,TACÁMBARO,1,ACUITZIO,9,1,20,54,73,1,8,0,10,1,0,1,0,168,7,175,229
5,16,MICHOACAN,19,TACÁMBARO,1,ACUITZIO,10,2,70,62,301,15,9,0,42,5,0,4,0,508,32,540,817
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,149,2,233,149,70,6,60,0,14,8,0,9,0,549,40,589,1046
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,150,2,169,152,62,7,94,0,11,7,0,4,1,506,33,540,893
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,151,3,357,319,129,14,136,0,32,37,0,22,0,1046,65,1111,1704
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,152,1,174,139,47,9,33,0,5,11,0,17,0,435,24,459,671
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,153,2,321,182,68,14,88,0,24,13,0,13,0,723,30,753,1340
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,154,3,574,395,134,20,110,0,17,20,0,14,0,1284,66,1350,2194
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,155,3,366,254,105,14,123,0,20,16,0,14,0,912,80,992,1626
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,156,4,442,354,221,28,191,0,32,20,0,10,0,1298,77,1375,2438
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,157,2,205,215,105,11,146,0,5,6,0,6,0,699,56,755,1476
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,158,2,177,123,137,9,148,0,3,2,0,2,0,601,43,644,1156
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,159,3,193,431,85,7,212,0,12,7,0,8,0,955,53,1008,1710
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,160,3,240,355,158,11,283,0,10,6,0,1,0,1064,50,1114,1550
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,161,3,229,253,121,18,179,0,17,9,0,6,0,832,53,885,1614
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,162,1,47,59,40,10,29,0,1,1,0,5,0,192,6,198,319
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,163,2,87,148,70,9,152,0,5,3,0,0,0,474,20,494,929
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,164,1,149,48,69,12,52,0,2,0,0,2,0,334,22,356,556
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,165,2,148,135,142,8,45,0,4,1,0,1,0,484,16,500,794
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,166,2,134,227,118,20,76,0,3,1,0,3,0,582,28,610,1074
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,167,1,21,106,30,5,42,0,1,0,0,1,0,206,14,220,378
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,168,1,49,60,110,6,70,0,0,1,0,1,0,297,11,308,441
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,169,1,39,73,34,7,37,0,4,0,0,0,0,194,13,207,300
5,16,MICHOACAN,19,TACÁMBARO,51,MADERO,871,4,591,500,660,21,23,0,31,15,0,11,2,1852,73,1927,2863
5,16,MICHOACAN,19,TACÁMBARO,51,MADERO,872,2,274,297,167,5,9,0,7,2,0,2,0,763,44,807,1370
5,16,MICHOACAN,19,TACÁMBARO,51,MADERO,873,3,494,471,404,5,19,0,14,6,0,7,0,1420,72,1492,2142
5,16,MICHOACAN,19,TACÁMBARO,51,MADERO,874,2,323,89,92,7,6,0,5,3,0,0,0,525,32,557,907
5,16,MICHOACAN,19,TACÁMBARO,51,MADERO,875,2,323,131,344,7,5,0,7,3,0,4,0,824,37,861,1345
5,16,MICHOACAN,19,TACÁMBARO,51,MADERO,876,1,70,68,123,2,1,0,0,0,0,0,0,264,5,269,398
5,16,MICHOACAN,19,TACÁMBARO,51,MADERO,877,1,103,76,104,1,6,0,4,3,0,1,0,298,5,303,399
5,16,MICHOACAN,19,TACÁMBARO,51,MADERO,878,1,171,82,154,3,2,0,3,1,0,1,0,417,24,441,641
5,16,MICHOACAN,19,TACÁMBARO,51,MADERO,879,1,36,46,69,3,5,0,0,0,0,0,0,159,6,165,231
5,16,MICHOACAN,19,TACÁMBARO,51,MADERO,880,1,121,136,237,3,2,0,2,1,0,0,0,502,19,521,716
5,16,MICHOACAN,19,TACÁMBARO,51,MADERO,881,2,241,223,303,9,5,0,1,2,0,2,0,786,22,808,1134
5,16,MICHOACAN,19,TACÁMBARO,51,MADERO,882,1,61,100,137,4,0,0,1,0,0,2,0,305,11,316,456
5,16,MICHOACAN,19,TACÁMBARO,51,MADERO,883,1,22,59,57,0,2,0,0,0,0,0,4,140,0,144,205
5,16,MICHOACAN,19,TACÁMBARO,51,MADERO,884,1,9,60,33,2,0,0,0,0,0,0,0,104,5,109,142
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1844,2,137,310,124,9,17,0,34,69,0,13,0,713,39,752,1302
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1845,2,174,311,73,6,8,0,23,19,0,3,0,617,20,637,993
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1846,2,155,196,100,6,8,0,37,34,0,2,0,538,31,569,942
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1847,4,264,468,268,24,25,0,54,47,0,6,2,1156,48,1206,2288
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1848,4,318,413,331,20,37,0,97,53,0,9,0,1278,79,1357,2526
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1849,2,162,235,92,2,12,0,21,39,0,11,0,574,29,603,1063
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1850,2,122,181,95,14,9,0,21,35,0,2,0,479,2,481,350
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1851,3,236,317,195,12,42,0,50,61,0,11,0,924,43,967,1903
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1852,2,132,235,107,13,17,0,18,35,0,13,0,570,29,599,1163
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1853,6,466,806,503,34,48,0,102,108,0,13,2,2080,112,2194,4433
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1854,3,218,358,268,9,25,0,50,59,0,7,2,994,48,1044,1869
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1855,3,203,334,358,14,10,0,44,42,0,5,0,1010,56,1066,1860
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1856,4,194,511,357,16,35,0,60,18,0,11,2,1202,85,1289,2268
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1857,1,26,111,89,0,10,0,5,6,0,2,0,249,15,264,378
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1858,1,28,42,26,2,4,0,3,2,0,0,0,107,7,114,212
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1859,2,199,268,307,10,13,0,14,15,0,7,0,833,43,876,1486
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1860,2,108,276,118,5,17,0,16,6,0,1,0,547,29,576,1031
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1861,1,110,100,135,7,11,0,19,9,0,6,0,397,26,423,741
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1862,2,137,244,146,5,31,0,16,37,0,10,0,626,28,654,1031
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1863,2,197,299,115,17,21,0,44,15,0,6,0,714,21,735,1448
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1864,2,160,273,176,17,30,0,61,32,0,10,0,759,64,823,1479
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1865,1,110,113,54,3,7,0,14,18,0,5,0,324,13,337,645
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1866,2,114,176,129,5,28,0,32,25,0,3,0,512,23,535,855
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1867,4,478,384,268,33,33,0,44,38,0,17,0,1295,92,1387,2570
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1868,3,278,198,180,18,25,0,33,35,0,12,0,779,81,860,1854
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1869,2,39,281,174,8,21,0,15,27,0,3,0,568,33,601,1108
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1870,2,132,216,316,38,10,0,14,16,0,5,0,747,37,784,1453
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1871,1,7,33,28,1,3,0,5,1,0,0,0,78,1,79,112
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1872,2,54,183,145,10,11,0,20,2,0,3,0,428,25,453,933
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1873,3,267,225,156,7,16,0,13,73,0,5,0,762,58,820,1625
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1874,2,76,167,234,5,10,0,20,11,0,5,0,528,9,537,913
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1875,2,139,246,127,9,11,0,25,22,0,8,0,587,36,623,1116
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1876,3,164,339,273,10,18,0,52,65,0,7,0,928,45,973,1905
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1877,2,119,181,116,3,13,0,32,25,0,53,0,542,23,565,1000
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1878,2,81,165,169,9,14,0,20,11,0,1,1,470,36,507,963
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1879,2,132,284,202,5,12,0,38,26,0,2,0,701,30,731,1473
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1880,2,146,242,98,13,19,0,32,39,0,8,1,597,45,643,1154
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1881,1,13,25,18,0,6,0,4,1,0,0,0,67,1,68,130
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2075,2,30,251,274,4,4,0,0,15,0,2,0,580,27,607,948
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2076,2,51,288,377,6,6,0,3,15,0,1,0,747,33,780,1183
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2077,1,37,222,139,3,5,0,3,13,0,2,0,424,11,435,641
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2078,1,34,66,174,2,3,0,0,2,0,0,0,281,10,291,505
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2079,2,110,370,223,6,8,0,7,45,0,2,0,771,27,798,1175
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2080,2,101,187,193,2,2,0,7,15,0,1,0,508,29,537,932
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2081,2,97,434,186,2,5,0,12,23,0,3,0,762,38,800,1219
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2082,1,66,250,98,5,3,0,9,19,0,1,0,451,11,462,671
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2083,2,128,301,217,6,2,0,10,22,0,3,0,689,18,707,1029
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2084,1,43,285,119,6,1,0,3,10,0,5,0,472,5,477,716
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2085,1,29,191,97,0,0,0,3,6,0,1,0,327,7,334,503
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2086,3,157,588,396,15,23,0,12,40,0,1,0,1232,38,1270,1947
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2087,1,11,196,132,3,2,0,1,0,0,1,2,346,10,358,635
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2088,1,7,206,125,1,2,0,1,4,0,2,0,348,9,357,614
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2089,1,6,194,107,1,1,0,2,3,0,0,0,314,17,331,595
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2090,1,34,96,134,1,3,0,4,5,0,2,0,279,22,301,452
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2091,1,35,167,129,4,3,0,5,18,0,1,1,362,9,372,550
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2092,1,68,198,159,0,2,0,4,6,0,1,0,438,18,456,739
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2093,1,9,126,229,1,7,0,0,2,0,0,0,374,18,392,685
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2094,1,23,117,63,4,2,0,2,2,0,0,0,213,10,223,330
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2095,1,22,77,160,2,1,0,1,6,0,1,0,270,6,276,419
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2096,2,66,83,371,9,5,0,2,13,0,0,0,549,28,577,1022
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2097,2,82,143,507,0,0,0,3,4,0,0,0,739,25,764,1284
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2098,1,70,77,79,4,3,0,2,14,0,1,0,250,22,272,423
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2099,1,4,106,264,2,3,0,0,5,0,0,0,384,16,400,629
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2101,1,16,26,77,0,1,0,1,10,0,0,0,131,4,135,205
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2102,3,116,398,286,12,12,0,2,7,0,2,0,835,34,869,1219
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2103,1,13,37,17,0,2,0,5,3,0,0,0,77,1,78,101
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2104,1,36,99,88,2,3,0,4,5,0,0,0,237,0,237,401
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2105,1,11,26,38,1,1,0,0,0,0,0,1,77,2,80,131
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2107,1,23,40,92,1,4,0,3,6,0,0,0,169,4,173,237
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2108,1,3,19,56,3,1,0,1,6,0,3,0,92,4,96,163
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2109,1,90,44,84,4,1,0,1,10,0,1,0,235,12,247,375
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2110,2,80,134,115,6,4,0,4,20,0,0,0,363,24,387,598
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2111,1,10,41,84,6,1,0,0,2,0,1,0,145,1,146,246
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2112,1,12,24,72,1,1,0,2,8,0,0,0,120,5,125,262
5,16,MICHOACAN,20,URUAPAN SUR,59,NUEVO PARANGARICUTIRO,1349,3,130,468,355,10,10,0,10,19,8,1,0,1011,16,1027,1575
5,16,MICHOACAN,20,URUAPAN SUR,59,NUEVO PARANGARICUTIRO,1350,3,79,599,355,5,11,5,9,21,11,4,0,1099,25,1124,1543
5,16,MICHOACAN,20,URUAPAN SUR,59,NUEVO PARANGARICUTIRO,1351,2,96,549,241,8,9,5,6,31,11,2,0,958,34,992,1346
5,16,MICHOACAN,20,URUAPAN SUR,59,NUEVO PARANGARICUTIRO,1352,3,92,831,252,3,9,5,4,25,9,5,0,1235,32,1267,1696
5,16,MICHOACAN,20,URUAPAN SUR,59,NUEVO PARANGARICUTIRO,1353,4,148,631,605,10,24,6,22,26,57,6,0,1535,27,1562,2256
5,16,MICHOACAN,20,URUAPAN SUR,59,NUEVO PARANGARICUTIRO,1354,3,179,671,413,13,24,9,14,69,21,4,0,1417,27,1444,2175
5,16,MICHOACAN,20,URUAPAN SUR,59,NUEVO PARANGARICUTIRO,1355,1,34,57,208,3,8,0,2,4,5,2,0,323,7,330,566
5,16,MICHOACAN,20,URUAPAN SUR,59,NUEVO PARANGARICUTIRO,1356,2,67,103,301,8,3,2,4,5,6,2,0,501,18,519,813
5,16,MICHOACAN,20,URUAPAN SUR,59,NUEVO PARANGARICUTIRO,1357,2,26,64,318,6,7,3,4,4,10,2,0,444,12,456,721
5,16,MICHOACAN,20,URUAPAN SUR,59,NUEVO PARANGARICUTIRO,1358,1,3,46,29,0,1,1,0,0,0,0,0,80,1,81,110
5,16,MICHOACAN,20,URUAPAN SUR,59,NUEVO PARANGARICUTIRO,1359,1,17,47,50,3,1,1,1,1,0,1,0,122,6,128,193
5,16,MICHOACAN,20,URUAPAN SUR,88,TARETAN,1950,2,345,332,197,5,22,6,16,12,16,3,0,954,36,990,1407
5,16,MICHOACAN,20,URUAPAN SUR,88,TARETAN,1951,2,345,304,157,9,20,5,14,14,13,1,0,882,29,911,1351
5,16,MICHOACAN,20,URUAPAN SUR,88,TARETAN,1952,2,349,359,145,13,19,5,14,22,18,5,0,949,56,1005,1455
5,16,MICHOACAN,20,URUAPAN SUR,88,TARETAN,1953,2,359,382,101,2,19,5,6,14,16,3,0,907,32,939,1311
5,16,MICHOACAN,20,URUAPAN SUR,88,TARETAN,1954,2,264,160,126,5,7,3,1,16,3,2,0,587,28,615,1099
5,16,MICHOACAN,20,URUAPAN SUR,88,TARETAN,1955,4,332,407,485,9,41,11,7,10,1,1,0,1304,24,1328,2042
5,16,MICHOACAN,20,URUAPAN SUR,88,TARETAN,1956,2,154,184,135,3,5,0,2,3,3,0,0,489,16,505,723
5,16,MICHOACAN,20,URUAPAN SUR,88,TARETAN,1957,2,270,68,166,6,11,2,4,1,8,3,0,539,18,557,853
5,16,MICHOACAN,20,URUAPAN SUR,88,TARETAN,1958,1,85,34,48,2,4,1,3,2,16,1,0,196,9,205,302
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2207,8,480,439,419,53,125,49,74,102,99,39,1,1879,105,1985,5695
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2232,2,146,114,99,20,25,10,23,25,11,5,3,478,26,507,1166
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2233,3,149,77,105,23,18,18,14,31,31,12,2,478,32,512,810
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2234,2,129,84,81,12,33,10,23,27,16,16,2,431,30,463,1117
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2235,3,103,179,262,26,27,10,17,29,6,8,0,667,27,694,1673
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2239,2,254,109,74,14,24,10,15,26,17,5,0,548,47,595,1138
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2240,1,192,72,50,9,9,11,13,18,10,5,0,389,22,411,642
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2241,2,196,65,64,4,14,10,11,21,33,11,0,429,18,447,751
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2242,1,199,38,31,5,14,7,9,12,5,3,0,323,18,341,577
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2243,3,135,360,197,14,34,20,34,54,16,9,1,873,41,915,1967
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2244,3,162,173,167,39,27,17,33,26,22,17,2,683,36,721,1700
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2245,2,108,156,83,18,19,16,9,28,17,6,2,460,21,483,1135
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2246,2,69,123,52,7,29,8,19,37,14,6,0,364,27,391,1055
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2247,2,199,105,87,4,28,12,25,31,18,13,0,522,27,549,1485
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2248,7,315,362,345,39,85,11,47,58,32,13,3,1307,68,1378,4569
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2249,4,223,220,184,27,52,22,38,49,27,17,1,859,48,908,2470
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2250,5,212,205,264,23,53,25,55,59,25,14,0,935,61,996,3181
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2251,4,267,213,173,33,52,20,35,38,41,10,0,882,63,945,2473
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2252,2,228,107,107,18,47,11,24,29,47,10,0,628,34,662,1341
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2253,3,331,153,158,25,54,22,37,46,54,24,3,904,47,954,1795
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2254,4,326,208,212,43,56,28,32,55,56,15,4,1031,68,1103,2592
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2255,2,265,103,66,26,24,16,12,17,28,4,7,561,31,599,1082
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2256,3,225,166,145,24,32,18,9,36,44,11,0,710,55,765,1649
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2257,2,194,60,77,17,14,7,12,19,14,8,0,422,15,437,831
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2258,1,127,75,99,12,13,11,11,16,18,5,0,387,20,407,691
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2259,2,227,102,148,21,37,17,18,40,30,8,0,648,36,684,1329
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2260,3,222,148,249,29,43,12,26,47,82,10,1,868,50,919,2154
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2261,6,394,371,409,52,81,27,45,79,95,20,2,1573,87,1662,4461
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2262,3,136,128,221,17,33,12,10,31,40,7,0,635,51,686,1625
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2263,3,278,138,234,24,38,21,19,42,43,17,1,854,29,884,1691
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2264,3,182,137,192,12,35,22,21,29,38,9,0,677,26,703,1528
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2265,2,218,98,88,19,13,8,9,19,2,2,1,476,26,503,949
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2266,2,153,111,102,13,33,24,25,19,11,2,0,493,24,517,1141
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2267,3,344,149,142,30,30,43,53,67,66,19,0,943,63,1006,2023
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2268,4,173,291,225,18,43,22,24,20,20,9,0,845,44,889,2863
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2269,9,477,561,430,66,103,47,76,92,79,21,4,1952,138,2094,6725
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2270,2,141,75,99,19,24,17,23,22,19,5,0,444,21,465,1218
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2271,3,461,146,86,16,19,35,20,66,32,6,8,887,52,947,1632
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2272,2,285,102,53,12,17,14,12,24,9,5,0,533,34,567,1028
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2273,2,342,137,103,9,32,9,17,25,29,9,2,712,37,751,1374
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2274,2,158,101,211,13,44,14,17,38,29,4,3,629,34,666,1341
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2275,2,144,111,189,10,31,13,32,32,24,10,0,596,39,635,1424
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2276,2,143,105,149,11,34,1,9,39,16,9,0,516,29,545,1320
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2277,4,246,189,236,39,40,22,41,51,36,25,1,925,56,982,2348
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2278,2,117,116,132,5,26,11,8,28,32,8,2,483,1,486,1255
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2279,3,115,201,224,15,21,11,13,12,11,4,0,627,26,653,1658
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2280,2,274,62,62,4,17,12,9,30,16,9,1,495,31,527,979
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2281,1,131,87,61,6,11,23,16,18,12,4,2,369,26,397,738
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2282,2,219,128,102,24,32,29,26,58,16,12,1,646,52,699,1196
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2283,3,296,181,183,34,46,37,36,64,44,23,8,944,63,1015,1897
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2284,2,182,106,159,25,26,31,21,37,27,6,2,620,38,660,1194
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2285,2,220,119,110,18,37,14,13,31,25,9,0,596,24,620,1212
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2286,2,183,110,109,18,41,18,18,27,24,16,1,564,34,599,1065
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2287,2,166,115,130,19,28,26,16,27,19,4,0,550,32,582,1394
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2288,2,187,121,92,8,30,27,12,30,21,10,2,538,28,568,1101
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2289,3,241,102,171,19,35,55,11,33,33,6,1,706,49,756,1584
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2290,3,174,140,146,16,44,19,13,23,19,4,2,598,37,637,1525
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2291,4,247,269,312,49,47,14,25,18,36,11,2,1028,45,1075,2386
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2292,3,256,134,104,22,42,16,10,28,26,8,4,646,37,687,1757
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2293,19,1314,919,1055,215,251,161,125,238,182,78,6,4538,225,4769,12282
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2294,2,85,99,80,18,13,14,11,6,12,4,0,342,17,359,861
