CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PLC,PAN_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,CAND_IND8,CAND_IND9,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,39,3,711,293,28,8,44,22,15,187,9,7,13,11,5,1,0,,,1354,1,44,1399,2052
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,40,2,280,129,7,3,17,9,2,81,5,5,7,1,5,0,0,,,551,0,21,572,766
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,41,2,284,84,18,3,7,10,4,72,5,8,8,3,3,0,0,,,509,0,23,532,768
 ,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,42,2,412,183,23,4,20,17,1,104,3,6,2,12,13,2,0,,,802,0,26,828,1106
 ,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,43,2,307,277,6,10,17,13,2,98,4,5,8,4,2,0,0,,,753,6,29,788,995
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,44,2,293,97,13,5,13,18,13,144,3,11,2,5,1,0,0,,,618,0,21,639,850
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,45,2,298,111,12,4,12,5,15,111,3,7,2,0,0,0,0,,,580,0,17,597,766
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,46,2,372,183,13,2,12,13,25,77,4,8,2,5,3,0,0,,,719,0,25,744,996
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,47,2,334,180,12,3,10,14,37,120,2,6,1,5,5,4,0,,,733,0,14,747,911
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,48,2,362,171,18,6,18,18,14,104,2,13,0,1,0,0,0,,,727,0,7,734,990
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,49,2,438,197,14,7,10,20,20,100,8,6,1,4,9,2,0,,,836,1,21,858,1115
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,50,1,216,147,6,0,5,11,1,60,3,4,0,2,0,0,0,,,455,0,11,466,634
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,51,3,375,265,17,7,11,12,5,91,5,2,2,7,3,0,0,,,802,0,23,825,1023
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,52,1,249,153,10,4,11,9,8,61,4,2,5,11,3,1,0,,,531,0,10,541,687
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,53,2,428,250,24,5,9,14,6,87,5,2,4,5,2,2,0,,,843,0,24,867,1070
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,54,2,275,201,20,5,14,6,6,85,3,4,5,5,3,0,0,,,632,0,14,646,850
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,55,3,569,277,18,4,23,16,6,161,8,8,8,6,1,0,3,,,1108,0,31,1139,1314
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,56,2,322,136,13,9,10,8,57,44,3,4,0,4,4,0,0,,,614,0,10,624,904
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,57,2,408,157,10,9,12,18,3,117,3,10,3,11,2,0,0,,,763,0,16,779,1066
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,58,2,397,182,12,7,15,14,6,109,7,7,3,10,3,0,0,,,772,0,26,798,1081
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,59,2,443,156,17,8,16,14,14,106,3,4,9,4,4,0,0,,,798,1,35,834,1081
 ,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,60,2,348,143,8,8,14,18,3,91,1,4,4,1,2,2,0,,,647,0,25,672,973
 ,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,61,2,335,153,15,3,24,12,1,80,6,8,2,6,2,0,0,,,647,0,22,669,903
 ,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,62,2,335,157,13,7,21,14,4,105,3,5,2,5,4,0,0,,,675,0,29,704,1043
 ,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,63,2,429,201,16,11,26,17,7,112,6,6,5,4,2,0,0,,,842,0,40,882,1331
 ,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,64,2,485,156,19,6,15,14,8,129,6,7,6,10,0,1,0,,,862,0,17,879,1178
 ,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,65,3,552,216,23,8,39,20,9,172,7,9,6,14,4,2,1,,,1082,0,69,1151,1724
 ,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,66,2,395,198,11,8,11,14,8,129,4,5,11,12,2,0,0,,,808,2,39,849,1116
 ,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,67,2,378,138,11,6,20,10,8,113,2,4,4,6,1,2,0,,,703,0,28,731,1036
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,68,2,387,180,30,20,14,15,12,147,2,5,0,7,7,0,0,,,826,0,15,841,1272
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,69,2,322,201,10,15,12,8,8,99,3,12,7,6,10,1,0,,,714,1,25,740,993
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,70,2,475,207,20,13,12,14,18,129,7,7,1,6,0,0,0,,,909,0,16,925,1204
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,71,2,343,205,19,7,14,13,6,108,2,14,6,5,3,0,0,,,745,0,32,777,1017
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,72,2,416,352,14,8,12,20,10,102,8,10,7,8,6,0,0,,,973,0,24,997,1297
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,73,2,309,260,23,18,15,14,4,84,5,6,1,8,0,0,0,,,747,0,21,768,1159
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,74,2,443,247,19,22,22,13,8,142,2,17,3,5,1,1,0,,,945,0,28,973,1302
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,75,3,683,306,35,11,33,25,15,247,12,18,4,13,3,1,0,,,1406,0,39,1445,1984
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,76,2,337,222,23,5,17,15,5,103,7,12,7,9,7,1,1,,,771,0,22,793,1014
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,77,2,384,177,16,10,8,13,11,103,7,9,2,5,3,3,0,,,751,0,12,763,937
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,78,2,293,155,13,18,31,18,4,84,14,5,6,10,4,0,0,,,655,0,22,677,925
 ,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,79,10,2047,749,111,26,109,61,118,568,24,26,22,28,10,4,1,,,3904,0,128,4032,6624
 ,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,80,2,322,173,12,4,16,11,8,71,0,5,6,9,2,2,0,,,641,0,28,669,823
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,81,17,4494,1529,183,48,188,134,87,1137,71,67,46,53,12,4,0,,,8053,1,198,8252,12236
 ,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,82,2,482,197,21,4,17,11,10,119,5,13,3,3,3,0,1,,,889,0,21,910,1237
 ,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,83,7,1735,606,57,15,70,55,36,469,13,36,20,20,4,2,2,,,3140,1,100,3241,4845
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,84,2,276,163,16,18,15,7,10,81,1,8,2,11,10,1,0,,,619,0,17,636,905
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,85,2,326,150,4,10,27,19,14,121,6,4,4,8,15,3,0,,,711,0,39,750,1061
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,86,2,451,217,12,7,5,14,26,112,4,8,5,7,2,1,0,,,871,0,21,892,1064
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,87,2,349,193,11,2,16,9,12,101,1,6,1,5,0,2,0,,,708,0,14,722,907
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,88,1,159,221,10,10,8,1,1,40,4,3,1,8,2,1,0,,,469,0,7,476,613
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,89,2,313,307,16,17,5,6,4,38,4,7,4,10,4,0,0,,,735,0,20,755,1004
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,90,3,613,307,17,12,20,28,2,198,10,7,7,12,3,1,0,,,1237,0,28,1265,1771
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,91,3,525,248,13,17,31,21,13,195,8,6,2,8,4,1,0,,,1092,0,37,1129,1747
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,92,4,414,420,17,22,6,11,6,89,2,5,1,0,0,4,0,,,997,0,15,1012,1206
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,93,2,426,317,7,16,4,13,4,107,8,6,2,11,1,1,0,,,923,0,6,929,1126
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,94,2,530,175,16,18,19,18,18,136,2,8,6,11,3,0,0,,,960,0,31,991,1295
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,95,3,460,157,74,27,35,20,18,172,1,5,3,7,7,2,1,,,989,1,38,1028,1532
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,96,2,358,150,23,27,27,17,9,107,2,5,1,6,14,1,0,,,747,0,38,785,1134
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,97,2,383,110,36,18,31,10,1,82,5,1,1,6,2,1,0,,,687,0,30,717,1145
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,98,2,322,208,9,13,6,9,8,74,0,8,1,2,5,1,0,,,666,0,17,683,879
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,99,2,373,192,19,9,26,17,11,153,5,1,5,2,7,1,0,,,821,0,23,844,1240
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,100,4,723,349,23,13,45,24,14,265,10,5,3,6,3,5,0,,,1488,0,41,1529,2272
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,101,4,875,330,34,10,42,34,8,266,10,15,11,7,5,1,1,,,1649,1,47,1697,2439
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,102,3,544,318,20,12,32,17,6,237,4,16,5,12,0,0,0,,,1223,0,28,1251,1708
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,103,2,343,191,10,9,16,23,9,161,4,10,179,114,1,0,0,,,1070,0,35,1105,1186
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,104,2,305,146,15,7,11,15,7,89,2,4,2,2,5,0,1,,,611,0,17,628,803
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,105,10,1953,760,143,74,123,89,42,624,26,36,29,36,22,7,1,,,3965,1,127,4093,6758
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,106,2,532,221,27,21,18,15,4,129,11,16,1,7,1,0,0,,,1003,0,17,1020,1308
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,107,2,300,203,19,12,25,23,7,240,8,5,4,3,6,1,0,,,856,0,53,909,1331
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,108,5,751,399,23,18,100,42,19,389,107,23,11,21,6,1,1,,,1911,7,92,2010,3105
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,109,4,707,320,19,7,49,30,19,236,7,8,7,10,4,2,0,,,1425,0,69,1494,2305
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,110,2,434,206,22,6,22,21,51,132,7,4,0,4,1,1,0,,,911,1,30,942,1283
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,111,3,484,271,30,10,72,13,7,231,10,9,7,7,4,3,0,,,1158,0,58,1216,1908
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,112,6,1110,521,29,14,58,37,14,436,14,16,7,27,8,2,0,,,2293,1,81,2375,3945
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,113,2,305,129,17,2,21,12,37,82,7,1,2,4,2,0,0,,,621,0,29,650,835
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,114,2,478,156,18,2,18,20,43,109,5,3,3,3,2,2,3,,,865,0,35,900,1246
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,115,2,325,114,15,2,14,7,24,57,2,2,3,5,1,1,0,,,572,0,26,598,888
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,116,2,341,203,13,4,6,13,38,81,3,3,6,6,0,2,0,,,719,0,31,750,1108
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,117,3,517,218,34,6,36,32,61,135,10,5,6,2,4,5,0,,,1071,7,48,1126,1640
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,118,2,262,208,15,3,15,19,11,176,5,4,1,2,0,0,0,,,721,0,22,743,917
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,119,1,124,101,9,0,3,8,2,64,3,5,2,5,0,0,0,,,326,0,8,334,399
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,120,2,270,168,16,2,5,31,6,128,6,15,12,1,1,0,0,,,661,0,16,677,810
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,121,2,233,172,9,4,17,12,9,147,4,12,7,2,3,0,0,,,631,0,28,659,897
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,122,2,347,214,6,4,20,14,4,144,2,3,3,6,0,0,0,,,767,0,38,805,1048
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,123,2,212,122,16,5,31,11,3,147,2,1,0,2,1,0,0,,,553,0,51,604,770
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,124,7,1486,517,71,14,71,45,17,356,16,15,13,17,11,1,1,,,2651,1,97,2749,4078
 ,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,125,3,364,277,29,7,31,19,10,169,9,12,2,4,0,2,0,,,935,0,77,1012,1594
 ,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,126,3,490,342,39,13,36,21,8,249,12,14,8,7,7,0,0,,,1246,0,61,1307,2017
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,127,2,289,186,17,3,27,9,3,136,6,6,2,6,5,0,0,,,695,1,33,729,1077
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,128,1,64,57,5,1,4,2,1,31,0,0,2,1,2,0,0,,,170,0,9,179,219
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,129,2,513,346,10,3,78,13,5,113,22,47,0,0,0,0,0,,,1150,0,55,1205,1450
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,130,1,178,83,4,0,12,0,0,37,2,0,0,0,0,0,0,,,316,0,0,316,444
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,131,1,60,88,1,1,1,1,1,24,2,34,2,0,2,0,0,,,217,0,4,221,252
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,132,1,102,36,0,0,3,0,0,13,1,7,0,0,0,0,0,,,162,0,5,167,192
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,133,1,168,161,4,1,6,7,4,51,7,3,2,1,1,0,0,,,416,0,21,437,512
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,134,2,158,91,6,0,10,6,5,56,2,2,0,0,0,0,0,,,336,0,21,357,452
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,135,2,167,110,5,1,5,4,2,154,1,1,154,139,0,0,0,,,743,0,24,767,848
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,136,1,86,39,3,0,2,3,1,18,0,3,0,0,3,0,0,,,158,0,1,159,193
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,137,1,64,96,4,0,3,0,0,29,1,0,0,0,0,0,0,,,197,0,11,208,263
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,138,1,151,130,1,0,14,4,28,81,2,0,0,4,0,0,0,,,415,0,19,434,528
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,139,4,717,331,145,10,44,15,15,338,14,24,8,20,12,0,0,,,1693,0,94,1787,2738
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,140,2,213,209,16,0,10,9,4,149,3,6,3,7,3,1,0,,,633,0,19,652,905
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,141,2,167,240,18,1,14,3,8,175,2,3,9,4,4,0,0,,,648,0,18,666,898
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,142,4,1031,323,99,8,58,13,10,229,5,4,8,13,3,5,0,,,1809,0,126,1935,2624
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,143,1,99,91,6,3,11,8,4,52,9,0,1,2,0,0,0,,,286,0,12,298,347
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,144,1,85,55,8,0,11,3,0,24,1,3,0,1,0,0,0,,,191,0,7,198,234
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,145,2,138,184,25,11,21,8,11,124,26,2,2,4,0,1,1,,,558,0,36,594,836
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,146,1,147,121,24,1,11,4,4,80,4,2,1,3,0,0,0,,,402,0,5,407,474
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,147,3,19,438,227,17,67,106,44,302,4,2,1,21,3,2,0,,29,1282,0,41,1323,1630
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,148,2,23,298,181,12,21,72,19,177,2,11,0,4,0,0,0,,15,835,0,24,859,1074
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,149,2,20,385,161,14,35,54,12,160,4,6,0,28,2,6,0,,9,896,0,16,912,1127
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,150,2,9,198,74,5,18,67,11,206,3,15,0,6,4,1,0,,11,628,0,10,638,781
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,151,2,20,250,119,7,28,51,19,151,2,2,1,5,1,7,0,,12,675,0,14,689,828
