CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PLC,PAN_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
 ,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,61,2,180,183,15,8,30,13,8,167,7,16,2,8,2,1,0,,,,,,,,640,0,26,666,903
 ,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,62,2,179,181,23,14,31,15,8,191,4,16,1,4,6,1,0,,,,,,,,674,0,31,705,1043
 ,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,63,2,216,244,13,14,35,18,11,216,15,11,9,5,5,1,0,,,,,,,,813,0,68,881,1331
 ,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,64,2,223,207,21,9,26,15,23,257,13,32,3,15,1,1,0,,,,,,,,846,0,32,878,1178
 ,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,65,3,316,256,24,10,54,25,11,302,13,22,4,16,8,1,1,,,,,,,,1063,0,84,1147,1724
 ,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,66,2,211,241,12,12,23,11,11,237,11,18,6,13,4,1,0,,,,,,,,811,0,40,851,1116
 ,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,67,2,212,156,9,10,33,7,18,209,10,12,3,8,1,1,0,,,,,,,,689,0,39,728,1036
 ,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,79,10,1294,889,103,59,149,57,64,1134,49,81,14,30,18,5,1,,,,,,,,3947,0,158,4105,6624
 ,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,80,2,196,195,18,7,18,16,15,134,3,9,2,11,4,0,0,,,,,,,,628,0,40,668,823
 ,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,82,2,257,221,38,8,25,14,13,248,15,26,2,3,3,0,0,,,,,,,,873,0,37,910,1237
 ,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,83,7,1000,783,63,38,88,54,54,817,36,69,13,29,9,2,0,,,,,,,,3055,0,183,3238,4845
 ,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,125,3,201,298,29,18,36,26,16,272,9,18,3,7,11,3,0,,,,,,,,947,0,67,1014,1594
 ,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,126,3,246,390,29,21,37,25,16,377,35,38,5,12,9,3,0,,,,,,,,1243,0,65,1308,2017
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,49,2,238,203,39,23,10,5,22,217,13,11,1,7,11,7,1,,,,,,26,,834,1,26,861,1115
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,56,2,134,161,26,17,10,6,5,211,16,9,3,7,8,0,0,,,,,,13,,626,0,26,652,904
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,57,2,201,183,20,29,14,3,10,235,13,5,1,9,16,0,0,,,,,,11,,750,1,28,779,1066
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,58,2,221,177,23,26,19,4,10,205,11,6,4,10,2,0,0,,,,,,31,,749,0,42,791,1081
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,59,2,243,165,25,31,19,10,18,223,6,8,3,6,6,0,1,,,,,,25,,789,1,37,827,1081
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,68,2,207,218,35,40,20,7,18,238,7,11,3,14,16,1,0,,,,,,15,,850,0,10,860,1272
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,69,2,166,209,30,40,14,3,12,158,10,9,4,12,13,0,0,,,,,,35,,715,366,24,1105,993
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,70,2,216,227,38,32,13,8,21,254,6,6,1,6,1,0,0,,,,,,73,,902,1,25,928,1204
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,77,2,209,185,16,30,10,12,17,205,14,10,0,9,2,3,1,,,,,,22,,745,3,12,760,937
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,78,2,148,164,31,34,27,12,9,156,7,81,3,5,3,5,3,,,,,,12,,700,20,17,737,925
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,84,2,144,180,40,35,15,9,14,140,2,8,0,13,12,0,1,,,,,,2,,615,0,21,636,905
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,85,2,174,174,33,23,28,12,16,163,7,8,2,12,11,9,0,,,,,,22,,694,0,51,745,1061
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,86,2,245,223,21,31,8,15,26,231,14,10,2,12,0,1,0,,,,,,21,,860,1,31,892,1064
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,92,4,236,402,18,70,2,6,14,158,10,6,1,12,2,1,0,,,,,,10,,948,4,17,969,1206
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,93,2,218,367,19,50,9,7,10,205,5,9,0,9,3,0,0,,,,,,10,,921,0,7,928,1126
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,94,2,329,205,25,44,19,11,26,235,9,8,3,10,6,1,0,,,,,,26,,957,0,37,994,1295
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,95,3,280,172,94,41,43,16,21,246,12,8,2,5,6,1,1,,,,,,13,,961,0,39,1000,1532
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,96,2,200,172,67,44,25,18,11,156,11,7,2,12,16,0,0,,,,,,1,,742,0,44,786,1134
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,97,2,248,127,58,24,29,6,5,152,13,3,1,1,3,0,0,,,,,,2,,672,6,43,721,1145
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,98,2,193,222,16,14,8,3,10,130,4,9,0,9,1,0,0,,,,,,19,,638,1,9,648,879
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,104,2,158,159,18,21,19,10,11,164,9,7,0,4,4,0,0,,,,,,18,,602,1,22,625,803
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,105,10,1125,820,243,180,133,73,54,1011,100,44,24,45,32,5,2,,,,,,40,,3931,2,159,4092,6758
 ,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,106,2,286,231,28,49,25,16,20,252,7,22,1,11,2,0,0,,,,,,44,,994,0,15,1009,1308
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,28,1,87,159,7,6,5,13,3,114,1,5,1,5,3,0,0,,,,,,,12,421,1,12,434,587
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,50,1,100,134,6,9,7,15,7,133,7,9,1,10,2,0,0,,,,,,,15,455,0,20,475,634
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,51,3,162,266,28,13,9,7,12,198,16,13,1,5,4,1,0,,,,,,,27,762,0,38,800,1023
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,52,1,130,152,7,11,14,5,14,135,2,7,4,13,3,0,0,,,,,,,17,514,1,26,541,687
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,53,2,193,266,38,9,12,14,11,222,17,6,4,8,1,1,0,,,,,,,37,839,0,28,867,1070
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,55,3,208,276,29,19,25,12,20,307,10,8,4,8,3,0,0,,,,,,,34,963,0,31,994,1314
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,71,2,146,222,25,19,17,11,11,226,6,20,4,5,3,1,0,,,,,,,27,743,0,41,784,1017
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,74,2,212,261,19,26,24,8,18,298,6,13,5,7,3,3,0,,,,,,,37,940,0,33,973,1302
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,75,3,343,335,31,20,46,22,30,447,16,21,3,15,3,0,1,,,,,,,61,1394,0,51,1445,1984
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,76,2,164,235,31,11,15,8,16,218,11,13,5,6,7,1,0,,,,,,,23,764,2,25,791,1014
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,87,2,205,233,16,8,19,7,17,154,5,9,1,8,2,2,0,,,,,,,13,699,0,24,723,907
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,90,3,319,314,28,15,28,25,10,386,17,17,3,14,5,1,0,,,,,,,42,1224,2,40,1266,1771
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,91,3,304,256,25,21,34,16,19,358,19,5,1,8,4,2,0,,,,,,,22,1094,3,35,1132,1747
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,99,2,188,191,22,13,29,9,12,288,10,10,3,4,8,0,0,,,,,,,32,819,3,25,847,1240
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,100,4,410,393,26,17,40,19,24,451,16,14,2,12,5,0,0,,,,,,,61,1490,0,44,1534,2272
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,101,4,491,396,40,18,40,23,16,496,14,18,5,7,8,2,0,,,,,,,63,1637,4,59,1700,2439
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,102,3,258,350,30,16,34,17,11,394,12,13,5,8,7,0,0,,,,,,,51,1206,0,42,1248,1708
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,103,2,176,212,11,17,22,19,7,269,9,12,2,13,5,1,0,,,,,,,17,792,1,33,826,1186
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,108,5,427,422,23,26,89,31,23,618,16,26,6,21,6,1,0,,,,,,,70,1805,3,104,1912,3105
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,109,4,406,343,29,14,54,20,19,416,19,16,5,14,3,0,0,,,,,,,44,1402,2,74,1478,2305
 ,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,111,3,171,189,15,4,44,8,13,279,18,6,2,5,3,0,0,,,,,,,25,782,0,34,816,1908
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,54,2,135,197,20,16,13,8,16,180,10,12,1,6,3,1,0,,,,,,,,618,0,28,646,850
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,72,2,213,341,17,18,21,30,11,252,19,18,1,9,4,0,0,,,,,,,,954,1,42,997,1297
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,73,2,184,243,19,34,24,8,9,172,10,14,1,12,4,0,0,,,,,,,,734,1,33,768,1159
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,88,1,114,199,19,14,8,3,3,81,8,2,0,9,0,1,0,,,,,,,,461,0,15,476,613
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,89,2,187,318,11,31,8,12,12,135,10,15,1,6,2,1,0,,,,,,,,749,0,33,782,1004
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,107,2,219,190,23,9,25,27,11,306,18,5,6,7,6,0,0,,,,,,,,852,3,58,913,1331
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,110,2,288,174,34,9,33,11,112,215,10,5,1,5,3,2,0,,,,,,,,902,0,44,946,1283
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,112,6,663,554,44,31,92,56,24,734,30,33,5,26,8,0,0,,,,,,,,2300,1,105,2406,3945
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,113,2,210,118,21,3,19,11,60,143,18,11,1,4,1,2,0,,,,,,,,622,0,33,655,835
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,114,2,331,162,22,8,23,18,68,197,13,10,1,5,2,3,1,,,,,,,,864,0,36,900,1246
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,115,2,218,102,22,12,15,12,52,112,9,5,2,3,0,2,1,,,,,,,,567,0,32,599,888
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,116,2,225,200,18,3,15,14,59,152,10,8,7,3,1,3,0,,,,,,,,718,0,27,745,1108
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,117,3,328,217,50,13,36,38,105,249,16,6,2,6,4,4,0,,,,,,,,1074,6,45,1125,1640
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,127,2,140,177,31,6,35,18,14,223,18,12,0,6,7,0,0,,,,,,,,687,1,41,729,1077
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,129,2,399,345,17,2,89,16,9,160,91,29,1,7,3,0,0,,,,,,,,1168,0,79,1247,1450
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,130,1,124,92,4,1,17,3,5,59,4,4,3,0,2,0,0,,,,,,,,318,0,16,334,444
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,131,1,47,99,1,1,1,2,2,30,7,20,0,2,0,0,0,,,,,,,,212,0,9,221,252
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,132,1,78,44,2,0,4,4,0,21,9,0,0,0,0,0,0,,,,,,,,162,0,5,167,192
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,133,1,115,170,2,1,6,6,3,75,31,1,1,2,2,1,0,,,,,,,,416,0,22,438,512
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,134,2,100,101,8,5,12,5,9,71,10,3,7,1,0,0,0,,,,,,,,332,0,23,355,452
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,135,2,96,121,4,3,1,4,12,245,9,3,93,152,2,2,0,,,,,,,,747,0,20,767,848
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,136,1,76,45,2,1,1,1,1,24,0,3,0,2,1,0,0,,,,,,,,157,0,0,157,193
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,137,1,65,83,5,0,0,0,0,44,1,0,0,0,0,0,0,,,,,,,,198,0,6,204,263
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,138,1,66,147,3,2,14,3,34,119,8,3,1,7,0,0,0,,,,,,,,407,0,27,434,528
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,139,4,546,356,126,21,38,17,30,446,35,31,3,20,7,3,0,,,,,,,,1679,0,107,1786,2738
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,140,2,165,213,19,3,8,7,4,186,7,3,2,7,6,1,0,,,,,,,,631,0,21,652,905
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,141,2,126,261,21,4,16,6,8,196,3,4,1,4,0,1,0,,,,,,,,651,0,14,665,898
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,142,4,735,406,69,7,64,14,6,471,19,3,9,6,9,9,0,,,,,,,,1827,0,123,1950,2624
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,143,1,80,81,4,1,11,2,3,57,45,1,0,2,0,0,0,,,,,,,,287,0,11,298,347
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,144,1,49,65,10,0,15,0,0,43,2,5,0,1,0,0,0,,,,,,,,190,0,9,199,234
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,145,2,98,187,16,16,17,4,17,127,59,1,0,6,0,2,0,,,,,,,,550,0,35,585,836
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,146,1,122,111,13,0,11,1,2,102,28,2,1,4,1,2,0,,,,,,,,400,0,11,411,474
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,1,1,120,114,4,10,7,7,16,125,4,9,2,7,1,0,0,,,,,,,,426,1,21,448,554
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,2,1,144,98,10,10,11,7,8,151,6,7,2,3,1,0,0,,,,,,,,458,0,16,474,647
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,3,1,142,144,12,20,7,6,7,122,13,6,3,4,1,0,0,,,,,,,,487,1,16,504,653
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,5,2,245,199,25,12,25,10,17,216,10,19,2,4,5,2,0,,,,,,,,791,0,31,822,1043
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,6,2,249,151,18,10,24,14,23,198,11,16,2,5,4,1,1,,,,,,,,727,0,41,768,1015
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,7,2,211,186,17,13,14,8,20,211,10,19,2,9,2,1,0,,,,,,,,723,0,27,750,963
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,8,2,207,133,14,7,12,6,6,144,5,12,2,1,2,0,0,,,,,,,,551,0,29,580,761
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,11,2,165,200,6,24,26,8,19,182,15,16,4,7,4,0,11,,,,,,,,687,0,39,726,914
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,12,3,219,298,27,25,25,26,75,315,24,31,1,9,5,2,0,,,,,,,,1082,0,54,1136,1532
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,24,2,206,222,11,10,17,23,18,226,11,18,2,7,5,0,0,,,,,,,,776,7,41,824,1116
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,25,1,107,152,7,6,7,5,17,132,1,10,0,4,0,2,1,,,,,,,,451,0,15,466,592
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,26,2,198,200,19,15,13,10,9,275,16,18,1,4,3,0,2,,,,,,,,783,0,63,846,1094
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,27,2,198,235,12,20,13,6,16,265,10,18,3,6,0,1,0,,,,,,,,803,1,29,833,1095
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,29,2,135,189,14,9,28,4,25,223,11,12,0,1,0,0,0,,,,,,,,651,1,29,681,847
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,30,2,114,174,36,13,6,11,6,199,12,12,3,5,2,1,0,,,,,,,,594,0,22,616,756
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,31,1,115,144,17,8,14,5,18,159,10,8,3,6,1,2,0,,,,,,,,510,0,23,533,713
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,44,2,129,114,16,12,23,12,21,168,4,10,1,4,3,0,0,,,,,,,,517,0,21,538,850
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,45,2,135,131,15,11,13,10,19,216,13,7,1,2,1,1,0,,,,,,,,575,0,25,600,766
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,46,2,193,193,14,6,10,10,30,215,14,8,1,6,2,1,0,,,,,,,,703,0,38,741,996
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,47,2,134,185,17,9,11,8,51,268,8,17,1,7,6,2,0,,,,,,,,724,0,26,750,911
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,48,2,180,183,26,7,20,13,16,237,13,19,2,3,2,3,0,,,,,,,,724,0,14,738,990
