Municipio,Seccion,Casilla,Cabecera,PAN,PRI,PRD,PT,PVEM,PRS,PARMEN,C.D.,NO REGISTRADOS,NULOS,Comment
ACAPONETA,31,B,San Dieguito de Abajo,26,112,11,9,1,1,0,5,0,0,
ACAPONETA,32,B,Casas Coloradas,33,155,2,4,0,1,0,8,0,18,
ACAPONETA,33,B,San Jos⁄ de Gracia,80,127,39,6,0,5,0,1,0,0,
ACAPONETA,34,B,Buenavista,11,64,7,3,0,0,0,0,0,1,
ACAPONETA,34,E,Los Sandovales,3,21,9,1,0,0,0,0,0,16,
ACAPONETA,35,B,La Higuerita Nueva,10,43,6,3,1,0,0,0,0,0,
ACAPONETA,36,B,El Tigre,20,162,149,7,0,1,0,0,0,17,
ACAPONETA,37,B,El Tejæn,14,126,0,4,0,0,0,0,0,0,
ACAPONETA,38,B,Sayulilla,126,238,6,14,1,9,1,2,0,12,
ACAPONETA,39,B,Sayulilla,120,233,6,10,0,11,0,0,0,7,
ACAPONETA,40,B,Llano de la Cruz,144,117,11,14,0,0,0,0,0,8,
ACAPONETA,40,E,La Piedra Ancha,25,51,2,8,0,1,0,1,0,1,
ACAPONETA,41,B,La Cortez,28,145,0,2,0,0,0,0,0,14,
ACAPONETA,42,B,San Francisco,6,26,14,11,0,6,0,0,0,1,
ACAPONETA,43,B,El Resbalæn,4,189,18,164,0,1,0,0,0,10,
ACAPONETA,44,B,Mesa de Pedro y Pablo,5,52,3,7,0,1,0,0,0,0,
ACAPONETA,45,B,El Motaje,47,73,8,9,0,1,0,2,0,1,
ACAPONETA,46,B,La Guasima,92,187,45,13,0,25,0,2,0,5,
ACAPONETA,47,B,San Miguel,82,164,30,29,0,3,0,0,0,13,
ACAPONETA,47,E,Amado Nervo,4,33,11,3,0,0,0,1,0,0,
ACAPONETA,48,B,Paloma Nueva Reforma,33,19,2,1,0,0,1,0,0,4,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
AHUACATLAN,49,B,Ahuacatlan,83,122,6,3,5,0,1,0,0,11,
AHUACATLAN,50,B,Ahuacatlan,112,184,13,3,2,0,0,2,0,0,
AHUACATLAN,51,B,Ahuacatlan,144,251,7,0,6,0,0,2,0,12,
AHUACATLAN,52,B,Ahuacatlan,151,173,11,4,10,0,0,1,0,0,
AHUACATLAN,53,B,Ahuacatlan,183,300,13,2,3,0,0,1,1,7,
AHUACATLAN,54,B,Ahuacatlan,229,366,9,5,8,2,0,1,0,9,
AHUACATLAN,55,B,Santa Isabel,25,66,29,3,1,0,0,0,0,5,
AHUACATLAN,56,B,Santa Isabel,40,295,45,4,5,0,0,0,0,13,
AHUACATLAN,57,B,Tetitlﬂn,96,330,13,6,4,0,0,0,0,19,
AHUACATLAN,58,B,Valle Verde,98,183,27,2,0,0,0,2,0,0,
AHUACATLAN,59,B,Uzeta,217,269,15,2,5,0,0,6,0,23,
AHUACATLAN,60,B,Marquezado,21,201,58,8,2,1,1,2,0,6,
AHUACATLAN,61,B,Heriberto Jara,70,155,56,30,8,0,0,1,0,22,
AHUACATLAN,61,E,La Campana,10,74,2,2,2,0,0,0,0,0,
AHUACATLAN,62,B,La Cienega,14,80,4,3,0,0,0,0,0,0,
AHUACATLAN,63,B,Zoatlﬂn,24,116,5,2,1,0,0,0,0,0,
AHUACATLAN,64,B,Las Palmas,0,92,1,2,1,0,0,0,0,3,
AHUACATLAN,65,B,Santa Cruz de Camotlﬂn,18,161,5,2,1,0,0,1,0,10,
AHUACATLAN,65,E,Las Cebollas,17,50,5,1,3,0,0,0,0,0,
,,,,,,,,,,,,,,
AMATLAN DE CANAS,66,B,Amatlan de Canas,105,77,5,1,0,1,0,1,0,0,
AMATLAN DE CANAS,67,B,Amatlan de Canas,224,71,3,3,1,0,0,1,0,16,
AMATLAN DE CANAS,68,B,Amatlan de Canas,254,130,7,1,0,0,0,1,0,7,
AMATLAN DE CANAS,69,B,Amatlan de Canas,165,96,5,0,0,0,0,0,0,3,
AMATLAN DE CANAS,70,B,Amatlan de Canas,44,79,2,0,0,1,0,0,0,0,
AMATLAN DE CANAS,71,B,Los Cerritos,28,53,0,0,0,0,0,0,0,0,
AMATLAN DE CANAS,72,B,San Valentin,18,31,0,0,0,0,1,0,1,1,
AMATLAN DE CANAS,73,B,Las Anonas,16,22,0,0,0,0,0,0,0,0,
AMATLAN DE CANAS,74,B,Barranca del Oro,56,133,0,0,1,0,0,1,0,8,
AMATLAN DE CANAS,74,E,El Pilæn,32,37,1,1,0,1,0,0,0,0,
AMATLAN DE CANAS,75,B,Mezquites,57,145,2,3,0,0,0,2,0,6,
AMATLAN DE CANAS,76,B,Los Agrios,36,63,0,2,0,0,0,0,0,1,
AMATLAN DE CANAS,77,B,El Rosario,108,158,3,2,0,0,0,2,0,4,
AMATLAN DE CANAS,78,B,El Rosario,112,190,4,0,0,0,0,0,0,5,
AMATLAN DE CANAS,79,B,Tepuzhuacan,93,295,3,2,0,1,0,1,0,11,
AMATLAN DE CANAS,80,B,Estancia de los Læpez,97,148,9,9,0,0,2,0,0,17,
AMATLAN DE CANAS,81,B,Estancia de los Læpez,67,57,6,0,0,0,1,2,2,2,
AMATLAN DE CANAS,82,B,Estancia de los Læpez,117,80,16,0,0,0,0,0,0,8,
AMATLAN DE CANAS,83,B,Estancia de los Læpez,118,170,8,3,0,1,4,3,0,6,
AMATLAN DE CANAS,84,B,Pie de la Cuesta,42,36,1,1,1,0,0,0,0,7,
AMATLAN DE CANAS,85,B,Agua Escondida,16,22,0,2,0,0,0,0,0,1,
AMATLAN DE CANAS,86,B,La Yerbabuena,7,140,1,0,0,0,0,0,0,4,
AMATLAN DE CANAS,87,B,El Copalillo,17,45,0,1,0,0,0,0,0,3,
AMATLAN DE CANAS,88,B,San Blasito,45,145,2,2,0,0,0,0,0,0,
AMATLAN DE CANAS,89,B,Jes∑s Mar›a,49,122,0,2,0,0,0,0,0,2,
,,,,,,,,,,,,,,
BAHIA DE BANDERAS,90,B,Mezcales,137,206,12,14,2,4,0,46,0,15,
BAHIA DE BANDERAS,91,B,Lo de Marcos,122,137,25,9,1,0,1,5,0,5,
BAHIA DE BANDERAS,92,B,Lo de Marcos,72,44,22,7,0,0,0,3,0,0,
BAHIA DE BANDERAS,93,B,La Fortuna de Vallejo,13,85,0,1,0,0,0,0,0,6,
BAHIA DE BANDERAS,94,B,Aguamilpa,51,118,7,4,0,0,0,4,0,25,
BAHIA DE BANDERAS,95,B,El Coatante,24,82,0,3,0,0,0,1,0,3,
BAHIA DE BANDERAS,95,E,Los Sauces,32,54,2,4,0,0,0,1,0,5,
BAHIA DE BANDERAS,96,B,San Francisco,158,170,8,4,1,0,0,1,0,13,
BAHIA DE BANDERAS,97,B,El Colomo,182,140,16,12,3,0,0,2,0,0,
BAHIA DE BANDERAS,98,B,Sayulita,52,276,35,5,1,0,0,3,0,8,
BAHIA DE BANDERAS,98,E,San Ignacio,7,38,3,1,0,0,0,1,0,0,
BAHIA DE BANDERAS,98,E,El Guamuchil,8,44,4,4,3,0,0,2,0,0,
BAHIA DE BANDERAS,99,B,San Juan Papachula,99,91,5,11,2,0,0,1,0,10,
BAHIA DE BANDERAS,100,B,San Juan de Abajo,226,178,8,5,0,0,0,3,0,0,
BAHIA DE BANDERAS,101,B,San Juan de Abajo,241,138,15,7,1,2,1,7,0,10,
BAHIA DE BANDERAS,102,B,San Juan de Abajo,211,59,34,8,1,0,0,7,0,10,
BAHIA DE BANDERAS,103,B,San Juan de Abajo,227,200,28,3,1,2,0,1,0,9,
BAHIA DE BANDERAS,104,B,San Juan de Abajo,288,260,41,23,1,4,0,1,0,11,
BAHIA DE BANDERAS,105,B,Valle de Banderas,206,240,3,6,0,2,0,1,0,10,
BAHIA DE BANDERAS,106,B,Valle de Banderas,105,295,0,5,1,0,0,3,0,6,
BAHIA DE BANDERAS,107,B,Valle de Banderas,126,233,4,11,1,0,0,2,0,0,
BAHIA DE BANDERAS,107,E,Sta. Rosa Tapachula,103,65,2,2,1,0,0,2,0,4,
BAHIA DE BANDERAS,108,B,Valle de Banderas,120,209,0,7,0,4,1,1,0,0,
BAHIA DE BANDERAS,109,B,Higuera Blanca,46,111,11,5,0,0,0,3,0,2,
BAHIA DE BANDERAS,110,B,Fracc. Emiliano Zapata (P.Mita),40,121,13,1,0,0,0,0,0,0,
BAHIA DE BANDERAS,110,E,Nuevo Corral del Risco,33,58,25,1,0,0,0,0,0,0,
BAHIA DE BANDERAS,111,B,Bucerias,175,240,54,8,5,2,0,6,0,14,
BAHIA DE BANDERAS,112,B,Bucerias,141,197,45,9,1,2,0,12,0,13,
BAHIA DE BANDERAS,113,B,Bucerias,152,178,18,2,8,2,0,4,0,10,
BAHIA DE BANDERAS,114,B,La Cruz de Huanacaxtle,132,232,17,1,1,0,0,5,0,0,
BAHIA DE BANDERAS,115,B,San Jos⁄ del Valle,164,310,2,9,1,2,0,2,0,10,
BAHIA DE BANDERAS,116,B,San Jos⁄ del Valle,148,301,3,17,0,2,0,0,0,12,
BAHIA DE BANDERAS,117,B,San Jos⁄ del Valle,140,203,2,7,0,2,0,5,0,6,
BAHIA DE BANDERAS,118,B,San Vicente,298,208,4,8,0,13,0,3,0,11,
BAHIA DE BANDERAS,119,B,San Vicente,100,90,5,12,0,0,0,1,0,7,
BAHIA DE BANDERAS,120,B,El Porvenir,97,243,3,12,3,3,0,7,0,7,
BAHIA DE BANDERAS,121,B,Jarretaderas,72,157,4,7,0,0,0,4,0,0,
BAHIA DE BANDERAS,122,B,Jarretaderas,60,119,7,3,1,1,0,5,0,10,
BAHIA DE BANDERAS,123,B,Jarretaderas,51,63,2,9,3,0,0,4,0,3,
,,,,,,,,,,,,,,
 COMPOSTELA,124,B,Compostela,125,114,9,4,0,0,1,8,0,12,
 COMPOSTELA,125,B,Compostela,285,213,7,26,1,0,4,3,0,0,
 COMPOSTELA,126,B,Compostela,96,63,4,9,0,0,0,2,0,3,
 COMPOSTELA,126,E,Compostela,24,9,0,3,0,0,1,2,0,0,
 COMPOSTELA,127,B,Compostela,203,138,6,11,0,0,0,0,0,13,
 COMPOSTELA,128,B,Compostela,277,151,3,10,2,0,0,5,0,23,
 COMPOSTELA,129,B,Compostela,342,175,4,14,0,0,0,6,0,12,
 COMPOSTELA,130,B,Compostela,172,134,0,5,0,0,1,1,0,0,
 COMPOSTELA,131,B,Compostela,186,119,3,12,2,1,1,2,0,12,
 COMPOSTELA,132,B,Compostela,177,114,3,5,0,0,4,4,0,24,
 COMPOSTELA,133,B,Compostela,187,176,0,20,19,1,2,19,0,18,
 COMPOSTELA,134,B,Compostela,240,178,0,9,0,1,0,1,0,14,
 COMPOSTELA,135,B,Compostela,244,181,9,18,1,1,0,1,0,21,
 COMPOSTELA,136,B,Compostela,250,150,0,8,1,0,0,1,0,12,
 COMPOSTELA,137,B,Compostela,142,78,0,6,0,0,0,1,0,7,
 COMPOSTELA,137,E,Compostela,51,56,2,4,0,0,0,1,0,11,
 COMPOSTELA,138,B,Compostela,72,68,3,8,1,5,0,3,0,8,
 COMPOSTELA,139,B,Otates y Cantarranas,29,87,35,12,2,2,0,2,0,0,
 COMPOSTELA,140,B,Cumbres de Huicicila,29,184,9,5,0,0,0,0,0,12,
 COMPOSTELA,141,B,Miravalles,61,152,0,5,0,0,0,5,0,0,
 COMPOSTELA,142,B,El Refiliæn,12,61,1,3,1,0,1,1,0,2,
 COMPOSTELA,143,B,Tepique±os,6,73,25,3,1,0,0,1,0,4,
 COMPOSTELA,143,E,Vizcarra,4,64,1,1,1,0,0,1,0,0,
 COMPOSTELA,144,B,Ixtapa de la Concepciæn,54,95,4,155,2,0,0,0,0,0,
 COMPOSTELA,145,B,Ixtapa de la Concepciæn,45,108,3,90,0,2,2,0,0,0,
 COMPOSTELA,145,E,San Isidro,15,37,3,4,0,0,0,1,0,1,
 COMPOSTELA,146,B,Cuastecomatillo,44,73,1,10,0,0,1,0,0,5,
 COMPOSTELA,147,B,El Paranal,28,107,4,21,0,2,1,0,0,10,
 COMPOSTELA,148,B,Zacualpan,136,225,2,23,1,0,0,2,0,4,
 COMPOSTELA,149,B,Zacualpan,121,137,3,20,4,1,1,2,0,0,
 COMPOSTELA,150,B,Zacualpan,92,125,2,18,0,0,0,1,0,0,
 COMPOSTELA,151,B,Zacualpan,129,159,11,44,0,1,0,6,0,12,
 COMPOSTELA,152,B,Zacualpan,109,132,0,24,1,0,1,4,0,0,
 COMPOSTELA,153,B,Paso de las Mesillas,12,75,0,0,0,0,0,0,0,3,
 COMPOSTELA,154,B,Paso de las Palmas,15,115,9,8,0,0,1,2,0,0,
 COMPOSTELA,155,B,Juan Escutia,50,119,14,10,0,1,0,1,0,9,
 COMPOSTELA,156,B,Juan Escutia,43,135,16,8,0,1,0,0,0,0,
 COMPOSTELA,157,B,Las Piedras,43,148,17,9,0,1,0,4,0,0,
 COMPOSTELA,158,B,Las Varas,64,75,44,21,1,1,0,3,0,8,
 COMPOSTELA,159,B,Las Varas,41,60,25,15,0,0,3,1,0,4,
 COMPOSTELA,160,B,Las Varas,89,86,23,15,0,2,0,3,0,10,
 COMPOSTELA,161,B,Las Varas,104,100,21,57,0,2,6,2,0,6,
 COMPOSTELA,162,B,Las Varas,34,82,20,8,0,1,1,0,0,0,
 COMPOSTELA,163,B,Las Varas,56,71,38,11,2,0,0,1,0,8,
 COMPOSTELA,164,B,Las Varas,78,80,17,12,2,0,3,2,0,8,
 COMPOSTELA,165,B,Las Varas,134,81,11,4,0,2,1,2,0,4,
 COMPOSTELA,166,B,Las Varas,79,74,19,36,0,1,1,0,0,10,
 COMPOSTELA,167,B,Las Varas,114,106,31,36,2,5,2,1,0,0,
 COMPOSTELA,168,B,Las Varas,163,103,33,30,0,7,1,4,0,8,
 COMPOSTELA,169,B,Las Varas,135,76,17,9,1,0,3,6,0,6,
 COMPOSTELA,170,B,Chacala,11,75,1,2,1,0,0,1,0,3,
 COMPOSTELA,171,B,Mazatﬂn,141,237,7,8,2,0,0,6,0,14,
 COMPOSTELA,172,B,Divisadero,8,33,4,4,0,0,0,0,0,0,
 COMPOSTELA,173,B,El Capomo,120,240,34,26,1,0,0,4,0,13,
 COMPOSTELA,174,B,Mamey Grande de Arriba,5,44,3,1,0,1,1,3,0,1,
 COMPOSTELA,175,B,Felipe Carrillo Puerto,13,257,3,3,0,1,0,1,0,5,
 COMPOSTELA,176,B,Felipe Carrillo Puerto,24,320,1,1,0,0,0,3,0,7,
 COMPOSTELA,177,B,Zapotan,175,184,3,19,2,1,0,12,0,23,
 COMPOSTELA,178,B,Altavista,21,101,42,13,1,0,0,0,0,2,
 COMPOSTELA,179,B,Puerta de la Lima,7,143,4,2,0,0,0,0,0,2,
 COMPOSTELA,180,B,Lima de Abajo,16,158,58,8,2,1,0,0,0,5,
 COMPOSTELA,181,B,Bella Uniæn,8,48,4,2,0,0,0,0,0,1,
 COMPOSTELA,181,E,Candido Salazar,3,74,7,1,0,0,0,0,0,0,
 COMPOSTELA,182,B,El Tonino,14,106,0,0,0,0,0,0,0,0,
 COMPOSTELA,183,B,Pe±ita de Jaltemba,163,85,10,4,5,0,0,3,0,0,
 COMPOSTELA,184,B,Pe±ita de Jaltemba,140,92,11,5,3,0,0,3,0,0,
 COMPOSTELA,185,B,Pe±ita de Jaltemba,140,90,3,14,1,0,0,1,0,0,
 COMPOSTELA,186,B,Pe±ita de Jaltemba,131,80,10,5,0,0,0,4,0,0,
 COMPOSTELA,187,B,Pe±ita de Jaltemba,138,82,8,4,1,1,0,0,0,0,
 COMPOSTELA,188,B,Pe±ita de Jaltemba,138,140,11,8,3,0,0,1,0,16,
 COMPOSTELA,189,B,Pe±ita de Jaltemba,146,76,5,10,1,0,0,3,0,8,
 COMPOSTELA,190,B,Rincæn de Guallabitos,104,97,17,4,0,1,1,4,4,8,
 COMPOSTELA,190,E,Paraiso Escondido,107,54,6,8,10,0,0,8,0,0,
 COMPOSTELA,190,E,Los Ayala,12,28,1,1,0,0,0,2,0,0,
 COMPOSTELA,191,B,Nuevo Ixtlﬂn,8,58,5,2,0,0,0,0,0,2,
 COMPOSTELA,191,E,El Tamarindo,2,17,2,1,0,0,0,0,0,0,
 COMPOSTELA,192,B,El Monteæn,144,126,2,16,0,0,2,4,0,13,
 COMPOSTELA,193,B,Chulavista,7,46,2,3,0,0,0,0,0,0,
 COMPOSTELA,194,B,Villa Morelos,31,69,1,5,1,0,0,1,0,0,
 COMPOSTELA,195,B,Ursulo Galvﬂn,24,93,18,2,0,0,0,0,0,0,
,,,,,,,,,,,,,,
EL NAYAR,257,B,Jes∑s Mar›a,3,97,53,0,0,0,0,0,0,4,
EL NAYAR,258,B,Jes∑s Mar›a,3,150,90,0,0,0,0,0,0,25,
EL NAYAR,259,B,Santa Teresa,8,142,23,13,0,1,0,2,0,15,
EL NAYAR,259,E,Linda Vista,3,25,6,1,0,0,0,0,0,0,
EL NAYAR,260,B,San Juan Peyotﬂn,20,154,12,0,0,0,0,0,0,10,
EL NAYAR,260,E,El Saucito Peyotﬂn,0,82,0,0,0,0,0,0,0,0,
EL NAYAR,261,B,San Francisco,9,83,51,0,0,0,0,0,0,0,
EL NAYAR,262,B,Dolores,10,108,19,2,0,0,0,0,0,0,
EL NAYAR,262,E,San Vicente,0,137,0,3,0,0,0,0,0,1,
EL NAYAR,263,B,Arroyo de Santiago,2,17,23,1,0,0,0,0,0,1,
EL NAYAR,264,B,Santa Rosa,0,43,21,4,1,0,0,0,0,0,
EL NAYAR,264,E,La Guerra,1,32,9,0,0,0,0,0,1,3,
EL NAYAR,265,B,Santa Barbara,0,64,0,0,0,0,0,0,0,0,
EL NAYAR,266,B,Arroyo de Camarones,0,40,20,2,0,0,0,0,0,8,
EL NAYAR,267,B,Mesa del Nayar,10,91,30,0,0,1,0,0,0,0,
EL NAYAR,267,E,El Coyunque,3,75,2,0,0,0,0,0,0,16,
EL NAYAR,267,E,Arroyo de Ca±averal,0,42,6,0,0,0,0,0,0,0,
EL NAYAR,268,B,Santa Cruz de Guaybel,0,133,5,0,0,0,0,0,0,0,
EL NAYAR,268,E,Las Estrellas,0,93,0,2,0,0,0,3,0,9,
EL NAYAR,268,E,El Maguey,0,62,0,0,0,0,0,0,0,1,
EL NAYAR,269,B,Gavilanes,1,54,6,0,0,0,0,0,0,0,
EL NAYAR,270,B,Zoquipan,1,147,8,0,0,1,0,0,0,47,
EL NAYAR,270,E,Jazmines de Coyultita,0,57,1,0,0,0,0,0,0,0,
EL NAYAR,271,B,San Miguel del Zapote,1,103,4,2,0,0,0,0,0,5,
EL NAYAR,271,E,Jazm›n el Coquito,1,88,13,0,0,0,0,0,0,1,
EL NAYAR,272,B,Potrero de la Palmita,3,57,1,1,0,0,0,0,0,0,
EL NAYAR,273,B,Huaynamota,6,97,1,4,0,0,0,0,0,4,
EL NAYAR,273,E,Las Higueras,0,60,6,17,0,1,0,0,1,0,
EL NAYAR,274,B,San Rafael,4,155,3,0,0,0,0,0,0,7,
EL NAYAR,275,B,San Pablo,0,67,0,0,0,0,0,0,0,0,
EL NAYAR,275,E,Higuera Gorda,2,44,7,0,0,0,0,0,0,0,
EL NAYAR,276,B,Naranjito del Copal,5,109,7,0,0,0,0,0,0,0,
EL NAYAR,276,E,Paso de Alica,2,58,11,1,0,0,0,0,0,3,
,,,,,,,,,,,,,,
HUAJICORI,196,B,Huajicori,9,300,25,7,0,0,0,1,0,15,
HUAJICORI,197,B,Huajicori,29,370,31,4,0,0,3,11,0,18,
HUAJICORI,198,B,El Contadero,0,88,0,0,0,0,0,0,0,0,
HUAJICORI,199,B,Mesa de Cucharas,0,78,2,1,0,0,0,0,0,1,
HUAJICORI,200,B,Huitalota,1,67,2,0,0,0,0,0,0,4,
HUAJICORI,201,B,Las Campanas,0,23,0,0,0,0,0,0,0,1,
HUAJICORI,201,E,"El Salto, Mesa de Coco",0,38,0,0,0,1,0,0,0,3,
HUAJICORI,202,B,San Andres Milpillas,3,111,1,2,0,0,0,0,0,3,
HUAJICORI,202,E,El Colomo,0,33,3,0,0,0,0,0,0,0,
HUAJICORI,203,B,Mesa de los Ricos,0,66,3,0,0,0,0,0,0,2,
HUAJICORI,203,E,Llano Grande,1,54,1,6,0,0,0,0,0,2,
HUAJICORI,203,E,La Murallita,1,24,7,0,0,0,0,1,0,1,
HUAJICORI,204,B,Acatita,2,58,3,0,0,0,0,1,0,0,
HUAJICORI,205,B,Guamuchilar,3,72,3,3,0,1,0,0,0,3,
HUAJICORI,206,B,San Francisco del Caiman,5,95,1,3,0,0,0,0,0,3,
HUAJICORI,207,B,El Zapotillo,0,59,2,0,0,0,0,1,0,0,
HUAJICORI,207,E,El Tepehuaje,1,58,1,1,0,0,0,3,0,5,
HUAJICORI,208,B,Quiviquinta,5,107,4,1,0,0,0,1,0,0,
HUAJICORI,209,B,Providencia,2,40,4,1,0,0,1,0,0,0,
HUAJICORI,209,E,La Quebrada,2,39,1,1,0,0,0,0,0,1,
HUAJICORI,210,B,Santa Mar›a de Picachos,3,49,9,0,0,0,0,8,0,4,
HUAJICORI,210,E,El Colorado,1,25,2,7,0,0,0,4,0,0,
HUAJICORI,211,B,Riyito,1,57,3,3,0,0,0,2,0,1,
HUAJICORI,212,B,La Guasima,2,28,2,0,0,0,0,0,0,0,
HUAJICORI,212,E,Las Sillas del Puyeque,2,37,1,0,0,0,0,0,0,0,
HUAJICORI,213,B,El Rodeo,1,50,4,4,0,0,0,6,0,2,
HUAJICORI,214,B,La Estancia,5,78,0,3,1,0,0,3,0,0,
HUAJICORI,214,E,Valle Morelos,0,40,1,1,0,0,0,1,0,3,
,,,,,,,,,,,,,,
IXTLAN DEL RIO,215,B,Ixtlﬂn del Rio,415,175,10,1,1,0,0,5,0,0,
IXTLAN DEL RIO,216,B,Ixtlﬂn del Rio,241,118,13,0,0,0,0,0,0,32,
IXTLAN DEL RIO,217,B,Ixtlﬂn del Rio,247,150,5,0,1,0,1,1,0,16,
IXTLAN DEL RIO,218,B,Ixtlﬂn del Rio,379,154,3,0,0,0,0,5,0,21,
IXTLAN DEL RIO,219,B,Ixtlﬂn del Rio,163,151,1,0,0,0,0,2,0,17,
IXTLAN DEL RIO,220,B,Ixtlﬂn del Rio,303,210,7,0,1,0,0,1,0,20,
IXTLAN DEL RIO,221,B,Ixtlﬂn del Rio,325,194,1,3,1,0,0,2,0,13,
IXTLAN DEL RIO,222,B,Ixtlﬂn del Rio,358,256,2,0,1,0,0,0,0,14,
IXTLAN DEL RIO,223,B,Ixtlﬂn del Rio,289,261,3,1,1,0,0,0,0,0,
IXTLAN DEL RIO,224,B,Ixtlﬂn del Rio,189,138,2,0,0,0,0,1,0,0,
IXTLAN DEL RIO,225,B,Ixtlﬂn del Rio,234,149,4,2,1,1,0,1,0,20,
IXTLAN DEL RIO,226,B,Ixtlﬂn del Rio,260,208,3,1,0,0,0,2,0,18,
IXTLAN DEL RIO,227,B,Ixtlﬂn del Rio,166,173,3,0,0,0,0,0,0,15,
IXTLAN DEL RIO,228,B,Ixtlﬂn del Rio,206,156,1,2,0,1,0,1,0,0,
IXTLAN DEL RIO,229,B,Ixtlﬂn del Rio,258,158,5,2,0,0,0,1,0,18,
IXTLAN DEL RIO,230,B,Ixtlﬂn del Rio,82,95,15,1,0,0,0,9,0,0,
IXTLAN DEL RIO,231,B,Ixtlﬂn del Rio,252,191,1,2,0,0,1,4,0,19,
IXTLAN DEL RIO,232,B,Los Mezquites,38,79,0,1,0,0,0,0,0,5,
IXTLAN DEL RIO,232,E,La Higuerita,18,46,0,0,0,0,0,0,6,4,
IXTLAN DEL RIO,232,E,El Aguacate,4,36,0,0,0,0,0,0,0,0,
IXTLAN DEL RIO,233,B,Cacalutan,11,128,1,2,0,0,0,0,0,0,
IXTLAN DEL RIO,234,B,Rancho de Arriba,95,71,0,1,0,0,0,0,0,0,
IXTLAN DEL RIO,235,B,San Jos⁄ de Gracia,98,89,0,3,0,0,2,0,0,8,
IXTLAN DEL RIO,236,B,Mexpan,335,141,6,6,0,1,1,1,0,18,
IXTLAN DEL RIO,237,B,San Clemente,27,56,2,0,2,0,0,0,0,0,
IXTLAN DEL RIO,238,B,El Terrero,85,91,10,1,1,0,0,0,0,0,
,,,,,,,,,,,,,,
           JALA,239,B,Jala,79,142,6,6,2,0,1,1,0,9,
           JALA,240,B,Jala,148,140,12,3,2,0,1,1,0,14,
           JALA,241,B,Jala,226,227,9,5,12,0,0,0,0,0,
           JALA,242,B,Jala,216,190,2,3,2,0,0,2,0,8,
           JALA,243,B,Jala,195,127,4,4,1,1,0,0,0,6,
           JALA,244,B,Jala,201,160,11,3,0,0,0,3,0,0,
