CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN_PRD,PVEM_PRI_PD_NVA_ALIANZA,PRI,PT,PVEM,MC,PD,NVA_ALIANZA,MORENA,ES,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1233,B,29,,124,1,0,0,0,0,2,0,,,,,,,,0,156,7,163,303,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/SANTIAGO PAPASQUIARO/DIPUTADOS/ACTAS DE ESCRUTINIO/SANTIAGOPAPASQUIARO_AEC_DIP_1233B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1234,B,133,,122,6,4,1,3,7,0,11,,,,,,,,0,287,5,292,435,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/SANTIAGO PAPASQUIARO/DIPUTADOS/ACTAS DE ESCRUTINIO/SANTIAGOPAPASQUIARO_AEC_DIP_1234B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1235,B,94,,95,0,0,3,3,6,4,7,,,,,,,,0,212,9,221,363,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/SANTIAGO PAPASQUIARO/DIPUTADOS/CONSTANCIAS DE RECUENTO/1235B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1236,B,177,,169,1,1,3,0,1,5,1,,,,,,,,0,358,4,362,491,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/SANTIAGO PAPASQUIARO/DIPUTADOS/ACTAS DE ESCRUTINIO/SANTIAGOPAPASQUIARO_AEC_DIP_1236B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1237,B,51,,54,3,1,0,0,2,5,0,,,,,,,,0,116,3,119,266,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/SANTIAGO PAPASQUIARO/DIPUTADOS/CONSTANCIAS DE RECUENTO/1237B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1238,B,96,,87,3,5,0,0,4,0,7,,,,,,,,0,202,10,212,446,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/SANTIAGO PAPASQUIARO/DIPUTADOS/CONSTANCIAS DE RECUENTO/1238B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1240,B,100,,107,0,1,0,3,4,3,3,,,,,,,,1,221,7,229,413,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/SANTIAGO PAPASQUIARO/DIPUTADOS/ACTAS DE ESCRUTINIO/SANTIAGOPAPASQUIARO_AEC_DIP_1240B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1240,C01,121,,88,1,5,1,1,2,7,1,,,,,,,,0,227,8,235,412,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/SANTIAGO PAPASQUIARO/DIPUTADOS/ACTAS DE ESCRUTINIO/SANTIAGOPAPASQUIARO_AEC_DIP_1240C1.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1241,B,52,,69,1,1,0,0,0,2,0,,,,,,,,0,125,4,129,242,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/SANTIAGO PAPASQUIARO/DIPUTADOS/ACTAS DE ESCRUTINIO/SANTIAGOPAPASQUIARO_AEC_DIP_1241B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1242,B,86,,121,0,2,1,3,29,2,5,,,,,,,,0,249,23,272,595,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/SANTIAGO PAPASQUIARO/DIPUTADOS/ACTAS DE ESCRUTINIO/SANTIAGOPAPASQUIARO_AEC_DIP_1242B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1243,B,54,,169,2,1,0,1,22,0,1,,,,,,,,0,250,4,254,431,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/SANTIAGO PAPASQUIARO/DIPUTADOS/CONSTANCIAS DE RECUENTO/1243B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1244,B,57,,156,6,4,2,1,52,0,2,,,,,,,,0,280,14,294,485,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/SANTIAGO PAPASQUIARO/DIPUTADOS/ACTAS DE ESCRUTINIO/SANTIAGOPAPASQUIARO_AEC_DIP_1244B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1245,B,83,,198,1,2,4,3,32,10,0,,,,,,,,0,333,17,350,615,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/SANTIAGO PAPASQUIARO/DIPUTADOS/ACTAS DE ESCRUTINIO/SANTIAGOPAPASQUIARO_AEC_DIP_1245B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1246,B,46,,73,0,0,0,0,5,0,0,,,,,,,,0,124,6,130,210,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/SANTIAGO PAPASQUIARO/DIPUTADOS/ACTAS DE ESCRUTINIO/SANTIAGOPAPASQUIARO_AEC_DIP_1246B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1247,B,30,,31,2,0,0,0,5,0,0,,,,,,,,0,68,1,69,132,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/SANTIAGO PAPASQUIARO/DIPUTADOS/ACTAS DE ESCRUTINIO/SANTIAGOPAPASQUIARO_AEC_DIP_1247B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1248,B,48,,42,0,4,0,1,44,0,1,,,,,,,,0,140,11,151,266,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/SANTIAGO PAPASQUIARO/DIPUTADOS/CONSTANCIAS DE RECUENTO/1248B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1249,B,136,,93,2,5,3,0,0,2,2,,,,,,,,0,243,13,256,509,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/SANTIAGO PAPASQUIARO/DIPUTADOS/CONSTANCIAS DE RECUENTO/1249B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1250,B,81,,92,8,0,1,1,2,2,0,,,,,,,,0,187,14,201,351,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/SANTIAGO PAPASQUIARO/DIPUTADOS/CONSTANCIAS DE RECUENTO/1250B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1251,B,44,,91,1,2,1,1,0,0,0,,,,,,,,0,140,0,140,228,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/SANTIAGO PAPASQUIARO/DIPUTADOS/ACTAS DE ESCRUTINIO/SANTIAGOPAPASQUIARO_AEC_DIP_1251B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1253,B,26,,64,1,0,0,0,0,0,0,,,,,,,,0,91,5,96,147,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/SANTIAGO PAPASQUIARO/DIPUTADOS/ACTAS DE ESCRUTINIO/SANTIAGOPAPASQUIARO_AEC_DIP_1253B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1254,B,62,,51,2,2,3,1,36,4,0,,,,,,,,0,161,5,166,228,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/SANTIAGO PAPASQUIARO/DIPUTADOS/ACTAS DE ESCRUTINIO/SANTIAGOPAPASQUIARO_AEC_DIP_1254B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1255,B,16,,179,1,0,0,1,1,0,1,,,,,,,,0,199,4,203,290,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/SANTIAGO PAPASQUIARO/DIPUTADOS/CONSTANCIAS DE RECUENTO/1255B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1256,B,49,,119,0,2,0,2,0,2,0,,,,,,,,0,174,4,178,328,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/SANTIAGO PAPASQUIARO/DIPUTADOS/ACTAS DE ESCRUTINIO/SANTIAGOPAPASQUIARO_AEC_DIP_1256B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1257,B,7,,172,1,0,0,0,0,0,0,,,,,,,,0,180,4,184,360,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/SANTIAGO PAPASQUIARO/DIPUTADOS/ACTAS DE ESCRUTINIO/SANTIAGOPAPASQUIARO_AEC_DIP_1257B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1258,B,116,,55,1,2,0,1,2,5,0,,,,,,,,0,182,5,187,311,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/SANTIAGO PAPASQUIARO/DIPUTADOS/CONSTANCIAS DE RECUENTO/1258B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1259,B,72,,80,0,0,1,1,3,2,0,,,,,,,,0,159,4,163,271,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/SANTIAGO PAPASQUIARO/DIPUTADOS/ACTAS DE ESCRUTINIO/SANTIAGOPAPASQUIARO_AEC_DIP_1259B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1260,B,119,,70,0,1,0,0,6,14,1,,,,,,,,0,211,10,221,389,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/SANTIAGO PAPASQUIARO/DIPUTADOS/ACTAS DE ESCRUTINIO/SANTIAGOPAPASQUIARO_AEC_DIP_1260B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1260,C01,119,,70,3,1,1,2,3,4,0,,,,,,,,0,203,9,212,388,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/SANTIAGO PAPASQUIARO/DIPUTADOS/ACTAS DE ESCRUTINIO/SANTIAGOPAPASQUIARO_AEC_DIP_1260C1.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1261,B,75,,94,3,2,1,0,4,2,7,,,,,,,,0,188,5,193,344,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/SANTIAGO PAPASQUIARO/DIPUTADOS/CONSTANCIAS DE RECUENTO/1261B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1262,B,7,,58,1,0,0,0,2,2,0,,,,,,,,0,70,2,72,113,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/SANTIAGO PAPASQUIARO/DIPUTADOS/ACTAS DE ESCRUTINIO/SANTIAGOPAPASQUIARO_AEC_DIP_1262B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1274,B,179,,200,0,2,2,4,2,0,0,,,,,,,,1,389,15,405,610,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TAMAZULA/DIPUTADOS/ACTAS DE ESCRUTINIO/TAMAZULA_AEC_DIP_1274B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1274,C01,221,,172,6,0,0,1,2,0,0,,,,,,,,0,402,14,416,610,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TAMAZULA/DIPUTADOS/ACTAS DE ESCRUTINIO/TAMAZULA_AEC_DIP_1274C1.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1274,SMR01,78,,59,2,2,0,0,1,0,0,,,,,,,,0,142,11,153,0,Acta casilla,,,
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1275,B,140,,189,1,2,0,1,5,2,0,,,,,,,,1,340,11,352,558,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TAMAZULA/DIPUTADOS/ACTAS DE ESCRUTINIO/TAMAZULA_AEC_DIP_1275B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1275,C01,174,,146,5,1,0,2,5,3,0,,,,,,,,0,336,13,349,558,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TAMAZULA/DIPUTADOS/ACTAS DE ESCRUTINIO/TAMAZULA_AEC_DIP_1275C1.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1276,B,50,,28,2,1,0,1,0,0,0,,,,,,,,0,82,2,84,253,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TAMAZULA/DIPUTADOS/ACTAS DE ESCRUTINIO/TAMAZULA_AEC_DIP_1276B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1277,B,73,,221,2,5,0,3,1,0,0,,,,,,,,0,305,29,334,693,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TAMAZULA/DIPUTADOS/ACTAS DE ESCRUTINIO/TAMAZULA_AEC_DIP_1277B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1277,E01,55,,152,0,0,0,0,0,0,0,,,,,,,,0,207,5,212,285,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TAMAZULA/DIPUTADOS/ACTAS DE ESCRUTINIO/TAMAZULA_AEC_DIP_1277E1.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1278,B,13,,92,0,1,0,0,0,1,0,,,,,,,,0,107,4,111,189,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TAMAZULA/DIPUTADOS/ACTAS DE ESCRUTINIO/TAMAZULA_AEC_DIP_1278B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1279,B,53,,249,0,5,0,0,1,1,1,,,,,,,,0,310,5,315,585,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TAMAZULA/DIPUTADOS/ACTAS DE ESCRUTINIO/TAMAZULA_AEC_DIP_1279B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1280,B,45,,126,1,3,0,0,0,0,0,,,,,,,,0,175,1,176,326,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TAMAZULA/DIPUTADOS/ACTAS DE ESCRUTINIO/TAMAZULA_AEC_DIP_1280B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1281,B,107,,165,2,9,0,0,1,2,0,,,,,,,,0,286,11,297,525,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TAMAZULA/DIPUTADOS/ACTAS DE ESCRUTINIO/TAMAZULA_AEC_DIP_1281B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1281,C01,116,,152,3,6,0,2,2,3,0,,,,,,,,0,284,18,302,525,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TAMAZULA/DIPUTADOS/ACTAS DE ESCRUTINIO/TAMAZULA_AEC_DIP_1281C1.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1282,B,116,,117,1,7,0,0,3,0,0,,,,,,,,0,244,4,248,501,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TAMAZULA/DIPUTADOS/CONSTANCIAS DE RECUENTO/1282B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1283,B,46,,27,0,2,0,0,2,0,0,,,,,,,,0,77,2,79,145,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TAMAZULA/DIPUTADOS/ACTAS DE ESCRUTINIO/TAMAZULA_AEC_DIP_1283B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1284,B,22,,33,1,1,0,0,0,0,0,,,,,,,,0,57,5,62,311,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TAMAZULA/DIPUTADOS/ACTAS DE ESCRUTINIO/TAMAZULA_AEC_DIP_1284B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1285,B,28,,31,0,0,0,1,0,0,0,,,,,,,,0,60,3,63,381,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TAMAZULA/DIPUTADOS/ACTAS DE ESCRUTINIO/TAMAZULA_AEC_DIP_1285B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1286,B,130,,94,9,0,0,1,8,1,0,,,,,,,,0,243,10,253,477,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TAMAZULA/DIPUTADOS/CONSTANCIAS DE RECUENTO/1286B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1287,B,64,,33,0,1,0,0,2,0,0,,,,,,,,0,100,7,107,232,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TAMAZULA/DIPUTADOS/ACTAS DE ESCRUTINIO/TAMAZULA_AEC_DIP_1287B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1288,B,100,,119,1,0,0,1,0,0,0,,,,,,,,0,221,11,232,346,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TAMAZULA/DIPUTADOS/ACTAS DE ESCRUTINIO/TAMAZULA_AEC_DIP_1288B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1289,B,92,,186,1,1,0,1,1,0,0,,,,,,,,0,282,33,315,537,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TAMAZULA/DIPUTADOS/CONSTANCIAS DE RECUENTO/1289B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1290,B,235,,163,2,4,0,3,1,0,0,,,,,,,,0,408,30,438,735,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TAMAZULA/DIPUTADOS/CONSTANCIAS DE RECUENTO/1290B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1291,B,31,,50,2,0,0,1,1,0,0,,,,,,,,0,85,4,89,137,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TAMAZULA/DIPUTADOS/ACTAS DE ESCRUTINIO/TAMAZULA_AEC_DIP_1291B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1292,B,120,,182,18,5,0,2,4,0,0,,,,,,,,0,331,16,347,493,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TAMAZULA/DIPUTADOS/ACTAS DE ESCRUTINIO/TAMAZULA_AEC_DIP_1292B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1293,B,98,,41,5,0,0,0,1,0,0,,,,,,,,0,145,9,154,242,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TAMAZULA/DIPUTADOS/ACTAS DE ESCRUTINIO/TAMAZULA_AEC_DIP_1293B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1294,B,43,,139,0,2,0,1,0,0,0,,,,,,,,0,185,5,190,374,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TAMAZULA/DIPUTADOS/ACTAS DE ESCRUTINIO/TAMAZULA_AEC_DIP_1294B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1295,B,20,,152,0,1,0,0,0,0,0,,,,,,,,0,173,9,182,476,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TAMAZULA/DIPUTADOS/ACTAS DE ESCRUTINIO/TAMAZULA_AEC_DIP_1295B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1296,B,87,,33,1,4,0,0,1,0,0,,,,,,,,0,126,7,133,308,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TAMAZULA/DIPUTADOS/ACTAS DE ESCRUTINIO/TAMAZULA_AEC_DIP_1296B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1297,B,76,,252,1,2,0,1,1,1,0,,,,,,,,0,334,13,347,520,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TAMAZULA/DIPUTADOS/CONSTANCIAS DE RECUENTO/1297B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1298,B,64,,338,1,4,0,2,3,1,1,,,,,,,,0,414,12,426,622,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TAMAZULA/DIPUTADOS/ACTAS DE ESCRUTINIO/TAMAZULA_AEC_DIP_1298B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1299,B,50,,223,3,1,0,1,2,0,0,,,,,,,,0,280,18,298,472,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TAMAZULA/DIPUTADOS/ACTAS DE ESCRUTINIO/TAMAZULA_AEC_DIP_1299B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1299,E01,70,,112,2,2,0,2,0,1,0,,,,,,,,0,189,10,199,360,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TAMAZULA/DIPUTADOS/ACTAS DE ESCRUTINIO/TAMAZULA_AEC_DIP_1299E1.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1300,B,108,,190,1,4,0,0,4,0,0,,,,,,,,0,307,12,319,509,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TAMAZULA/DIPUTADOS/CONSTANCIAS DE RECUENTO/1300B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1300,C01,110,,168,3,1,0,0,0,2,0,,,,,,,,0,284,15,299,509,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TAMAZULA/DIPUTADOS/ACTAS%20DE%20ESCRUTINIO/TAMAZULA_AEC_DIP_1300C1.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1301,B,28,,153,1,1,0,0,0,1,0,,,,,,,,0,184,2,186,331,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TAMAZULA/DIPUTADOS/ACTAS DE ESCRUTINIO/TAMAZULA_AEC_DIP_1301B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1302,B,57,,34,3,3,0,1,0,1,0,,,,,,,,0,99,1,100,226,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TAMAZULA/DIPUTADOS/ACTAS DE ESCRUTINIO/TAMAZULA_AEC_DIP_1302B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA,1304,B,17,,75,0,0,0,1,0,0,0,,,,,,,,0,93,4,97,243,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TAMAZULA/DIPUTADOS/ACTAS DE ESCRUTINIO/TAMAZULA_AEC_DIP_1304B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,36,TEPEHUANES,1306,B,53,,127,9,30,69,1,9,11,0,,,,,,,,0,309,14,323,506,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TEPEHUANES/DIPUTADOS/CONSTANCIAS DE RECUENTO/1306B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,36,TEPEHUANES,1306,C01,60,,139,7,17,53,1,2,13,2,,,,,,,,7,294,10,311,506,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TEPEHUANES/DIPUTADOS/ACTAS DE ESCRUTINIO/TEPEHUANES_AEC_DIP_1306C1.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,36,TEPEHUANES,1307,B,42,,169,12,16,36,1,7,19,2,,,,,,,,0,304,10,314,484,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TEPEHUANES/DIPUTADOS/ACTAS DE ESCRUTINIO/TEPEHUANES_AEC_DIP_1307B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,36,TEPEHUANES,1307,SMR01,18,,142,3,9,41,0,1,3,2,,,,,,,,0,219,16,235,0,Acta casilla,,,
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,36,TEPEHUANES,1308,B,46,,109,5,19,30,1,5,13,0,,,,,,,,0,228,10,238,365,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TEPEHUANES/DIPUTADOS/CONSTANCIAS DE RECUENTO/1308B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,36,TEPEHUANES,1309,B,49,,107,5,20,31,0,5,17,1,,,,,,,,0,235,35,270,444,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TEPEHUANES/DIPUTADOS/ACTAS DE ESCRUTINIO/TEPEHUANES_AEC_DIP_1309B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,36,TEPEHUANES,1309,C01,42,,123,4,26,54,0,9,15,0,,,,,,,,0,273,12,285,443,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TEPEHUANES/DIPUTADOS/CONSTANCIAS DE RECUENTO/1309C1.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,36,TEPEHUANES,1310,B,51,,135,4,27,46,3,11,24,2,,,,,,,,0,303,17,320,547,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TEPEHUANES/DIPUTADOS/ACTAS DE ESCRUTINIO/TEPEHUANES_AEC_DIP_1310B.pdf
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,36,TEPEHUANES,1310,C01,34,,144,1,34,60,2,7,16,1,,,,,,,,0,299,22,321,546,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TEPEHUANES/DIPUTADOS/CONSTANCIAS DE RECUENTO/1310C1.pdf
