CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,ID_JUNTA,JUNTA,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PRI_PVEM,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,9,MAMANTEL,479,B,243,122,0,1,0,5,1,29,0,0,3,,404,9,413,561,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC479BO442.JPG
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,9,MAMANTEL,483,B,87,71,0,2,2,1,2,55,1,0,11,,232,7,239,324,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC483BO443.JPG
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,9,MAMANTEL,484,B,132,140,2,3,1,4,0,100,1,1,20,,404,22,426,584,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC484BO445.JPG
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,9,MAMANTEL,484,C01,149,118,2,3,1,4,1,125,0,0,9,,412,0,412,584,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL484C01O.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,10,SABANCUY,250,B,276,143,1,0,2,3,0,3,0,0,4,,432,14,446,609,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC250BO82.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,10,SABANCUY,250,C01,239,149,2,0,0,1,1,2,0,1,10,,405,7,412,609,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC250C01O84.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,10,SABANCUY,250,C02,262,129,1,0,2,0,1,7,0,0,2,,404,8,412,609,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC250C02O85.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,10,SABANCUY,251,B,199,147,2,1,1,3,1,3,1,3,3,,364,5,369,513,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC251BO87.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,10,SABANCUY,251,C01,189,149,1,2,1,2,0,1,0,2,5,,352,8,360,513,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC251C01O89.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,10,SABANCUY,252,B,210,131,1,0,1,5,2,2,0,1,7,,360,9,369,507,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC252BO91.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,10,SABANCUY,252,C01,221,146,2,0,0,3,3,1,0,2,2,,380,10,390,507,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC252C01O93.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,10,SABANCUY,253,B,324,177,1,0,1,5,3,2,0,0,7,,520,14,534,746,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC253BO95.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,10,SABANCUY,253,C01,322,188,0,2,1,3,1,0,0,0,0,,517,20,537,746,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC253C01O97.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,10,SABANCUY,254,B,200,140,1,0,2,0,4,34,3,0,0,,384,17,401,621,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC254BO99.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,10,SABANCUY,255,B,174,179,3,1,0,3,1,10,0,1,4,,376,9,385,522,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC255BO101.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,10,SABANCUY,258,B,218,187,1,2,2,2,12,7,1,1,15,,448,15,463,704,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL258BO.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,10,SABANCUY,258,C01,214,205,2,1,0,1,7,10,1,0,0,,441,7,448,704,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC258C01O106.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,10,SABANCUY,259,B,190,174,3,0,1,4,0,0,1,0,0,,373,7,380,663,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC259BO107.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,10,SABANCUY,259,C01,199,176,6,4,0,0,2,14,6,2,9,,418,11,429,663,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC259C01O109.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,10,SABANCUY,260,B,208,180,9,0,0,1,2,20,0,0,0,,420,15,435,698,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC260BO112.JPG
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,10,SABANCUY,261,B,178,162,1,2,3,0,1,3,0,0,8,,358,12,370,566,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC261BO450.JPG
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,10,SABANCUY,261,C01,187,176,0,2,1,0,0,5,1,0,4,,376,10,386,566,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL261C01O.JPG
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,10,SABANCUY,262,B,262,171,3,0,3,3,0,8,1,0,0,,451,8,459,673,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC262BO453.JPG
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,10,SABANCUY,262,C01,239,191,10,0,0,0,1,0,0,0,0,,441,10,451,673,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC262C01O456.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,11,HOOL,329,B,34,171,40,5,1,2,18,3,0,0,6,,280,14,294,398,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC329BO117.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,11,HOOL,329,C01,23,174,23,3,2,0,10,5,2,1,14,,257,19,276,398,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC329C01O120.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,11,HOOL,331,B,214,131,4,3,2,1,6,10,0,1,10,,382,4,386,682,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC331BO121.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,11,HOOL,331,C01,207,149,9,5,1,0,4,10,0,0,12,,397,14,411,681,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC331C01O123.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,11,HOOL,331,C02,178,161,12,3,5,1,6,11,0,0,11,,388,14,402,681,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL331C02O.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,11,HOOL,331,C03,199,142,4,3,1,1,1,11,1,0,20,,383,10,393,681,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC331C03O126.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,11,HOOL,334,E02,3,24,0,0,0,1,1,0,0,1,4,,34,1,35,74,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC334E02O129.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,12,SEYBAPLAYA,320,B,43,98,113,0,12,11,12,48,0,30,0,,367,10,377,533,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL320BO.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,12,SEYBAPLAYA,320,C01,46,95,100,2,15,12,13,33,0,23,6,,345,15,360,533,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL320C01O.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,12,SEYBAPLAYA,320,C02,53,78,79,2,15,17,11,64,0,34,5,,358,11,369,533,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL320C02O.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,12,SEYBAPLAYA,321,B,30,99,24,0,27,21,10,73,0,8,0,,292,9,301,392,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC321BO138.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,12,SEYBAPLAYA,321,C01,25,70,38,2,18,12,8,66,0,15,3,,257,13,270,392,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL321C01O.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,12,SEYBAPLAYA,322,B,24,102,47,2,13,8,35,68,3,27,3,,332,16,348,537,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC322BO141.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,12,SEYBAPLAYA,322,C01,27,107,49,1,9,16,22,73,2,41,5,,352,14,366,536,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL322C01O.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,12,SEYBAPLAYA,323,B,25,87,29,3,10,27,31,91,2,33,6,,344,12,356,508,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL323BO.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,12,SEYBAPLAYA,323,C01,17,98,25,1,13,23,33,103,2,28,1,,344,12,356,507,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL323C01O.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,12,SEYBAPLAYA,324,B,16,86,41,1,5,14,26,88,3,47,6,,333,10,343,548,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL324BO.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,12,SEYBAPLAYA,324,C01,17,81,44,2,6,23,21,107,4,64,4,,373,20,393,548,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC324C01O151.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,12,SEYBAPLAYA,325,B,25,105,50,3,11,13,13,76,2,106,7,,411,24,435,658,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL325BO.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,12,SEYBAPLAYA,325,C01,22,99,66,2,10,12,18,92,2,115,8,,446,17,463,658,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL325C01O.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,12,SEYBAPLAYA,326,B,47,224,82,4,11,29,29,53,2,29,0,,510,21,531,729,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC326BO157.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,12,SEYBAPLAYA,327,B,62,174,21,7,5,25,56,56,1,4,12,,423,12,435,526,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC327BO159.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,12,SEYBAPLAYA,327,C01,63,188,6,6,2,20,31,52,0,1,13,,382,15,397,525,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC327C01O161.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,12,SEYBAPLAYA,327,C02,58,170,21,7,2,29,31,65,1,2,9,,395,12,407,525,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC327C02O164.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,12,SEYBAPLAYA,328,B,63,151,30,0,9,24,67,82,1,7,13,,447,15,462,645,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC328BO166.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,12,SEYBAPLAYA,328,C01,83,182,33,2,6,25,36,74,1,9,9,,460,18,478,645,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC328C01O167.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,12,SEYBAPLAYA,332,B,30,132,20,9,3,11,15,63,1,9,4,,297,13,310,505,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC332BO170.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,12,SEYBAPLAYA,333,B,46,100,82,12,2,26,12,27,4,3,10,,324,10,334,538,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC333BO172.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,12,SEYBAPLAYA,333,C01,67,114,60,9,6,20,3,35,3,0,2,,319,17,336,538,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC333C01O174.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,13,SIHOCHAC,330,B,15,199,14,7,0,14,2,138,4,1,10,,404,12,416,532,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC330BO175.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,13,SIHOCHAC,330,C01,17,203,17,12,0,18,5,92,3,1,17,,385,9,394,531,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC330C01O177.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,13,SIHOCHAC,331,E01,15,227,25,4,0,14,4,127,3,0,10,,429,9,438,536,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC331E01O180.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,13,SIHOCHAC,331,E01C01,13,219,35,4,1,138,5,138,1,0,5,,559,12,571,536,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC331E01C01O181.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,13,SIHOCHAC,334,B,31,103,7,0,3,21,7,77,2,0,2,,253,7,260,383,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC334BO184.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,13,SIHOCHAC,334,C01,46,116,5,7,3,15,15,55,1,0,5,,268,8,276,383,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC334C01O186.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,14,CARRILLO PUERTO,342,B,185,151,5,1,2,1,10,31,0,0,12,,398,12,410,549,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL342BO.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,14,CARRILLO PUERTO,342,C01,163,159,2,2,3,2,6,21,2,0,15,,375,16,391,549,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL342C01O.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,14,CARRILLO PUERTO,343,B,117,147,3,1,5,4,3,24,0,0,12,,316,13,329,470,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL343BO.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,14,CARRILLO PUERTO,343,C01,133,146,6,2,3,2,10,11,0,0,10,,323,12,335,470,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL343C01O.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,14,CARRILLO PUERTO,347,B,111,160,60,2,5,5,11,29,1,0,8,,392,27,419,614,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL347BO.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,14,CARRILLO PUERTO,348,B,112,197,15,7,6,11,10,22,1,2,16,,399,37,436,690,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL348BO.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,14,CARRILLO PUERTO,352,B,181,116,32,2,5,7,5,10,1,0,2,,361,10,371,582,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL352BO.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,14,CARRILLO PUERTO,354,B,222,143,27,3,6,7,6,25,0,1,4,,444,19,463,663,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL354BO.JPG
3,4,CAMPECHE,16,SEYBAPLAYA,4,CHAMPOTÓN,14,CARRILLO PUERTO,530,B,87,67,4,1,1,1,0,1,1,0,6,,169,11,180,236,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL530BO.JPG
3,4,CAMPECHE,19,HECELCHAKÁN,5,HECELCHAKÁN,15,POMUCH,374,B,105,85,1,0,0,3,3,2,1,61,4,,265,14,279,307,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC374BO361.JPG
3,4,CAMPECHE,19,HECELCHAKÁN,5,HECELCHAKÁN,15,POMUCH,375,B,260,141,4,9,0,2,2,14,1,145,10,,588,12,600,709,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC375BO363.JPG
3,4,CAMPECHE,19,HECELCHAKÁN,5,HECELCHAKÁN,15,POMUCH,375,C01,247,139,4,10,0,7,2,15,0,147,2,,573,15,588,708,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL375C01O.JPG
3,4,CAMPECHE,19,HECELCHAKÁN,5,HECELCHAKÁN,15,POMUCH,376,B,185,136,0,12,2,0,1,23,2,154,5,,520,5,525,683,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC376BO367.JPG
3,4,CAMPECHE,19,HECELCHAKÁN,5,HECELCHAKÁN,15,POMUCH,376,C01,176,152,3,8,0,1,3,31,3,194,7,,578,9,587,683,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC376C01O369.JPG
3,4,CAMPECHE,19,HECELCHAKÁN,5,HECELCHAKÁN,15,POMUCH,377,B,180,113,5,2,2,0,2,22,2,88,7,,423,12,435,536,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC377BO372.JPG
3,4,CAMPECHE,19,HECELCHAKÁN,5,HECELCHAKÁN,15,POMUCH,377,C01,133,139,2,6,1,1,1,26,1,115,5,,430,13,443,536,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL377C01O.JPG
3,4,CAMPECHE,19,HECELCHAKÁN,5,HECELCHAKÁN,15,POMUCH,378,B,247,146,2,2,0,8,3,14,1,92,0,,515,9,524,650,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC378BO375.JPG
3,4,CAMPECHE,19,HECELCHAKÁN,5,HECELCHAKÁN,15,POMUCH,378,C01,200,159,0,4,0,3,3,22,0,106,10,,507,16,523,649,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC378C01O377.JPG
3,4,CAMPECHE,19,HECELCHAKÁN,5,HECELCHAKÁN,15,POMUCH,379,B,174,130,3,3,0,2,10,3,0,121,11,,457,12,469,562,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL379BO.JPG
3,4,CAMPECHE,19,HECELCHAKÁN,5,HECELCHAKÁN,15,POMUCH,379,C01,204,100,1,5,0,4,5,9,2,108,6,,444,12,456,562,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JEC379C01O382.JPG
3,4,CAMPECHE,18,HOPELCHÉN,6,HOPELCHÉN,16,BOLONCHÉN DE REJÓN,385,B,119,157,5,0,0,0,2,9,0,0,1,,293,4,297,313,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL385BO.JPG
3,4,CAMPECHE,18,HOPELCHÉN,6,HOPELCHÉN,16,BOLONCHÉN DE REJÓN,386,B,114,118,0,0,0,0,0,1,0,0,3,,236,18,254,364,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL386BO.JPG
3,4,CAMPECHE,18,HOPELCHÉN,6,HOPELCHÉN,16,BOLONCHÉN DE REJÓN,387,B,124,84,2,0,0,0,0,16,0,0,0,,226,2,228,239,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL387BO.JPG
3,4,CAMPECHE,18,HOPELCHÉN,6,HOPELCHÉN,16,BOLONCHÉN DE REJÓN,388,B,190,195,12,2,0,5,15,103,0,0,14,,536,10,546,729,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL388BO.JPG
3,4,CAMPECHE,18,HOPELCHÉN,6,HOPELCHÉN,16,BOLONCHÉN DE REJÓN,388,C01,201,187,6,5,0,6,11,86,0,0,12,,514,18,532,729,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL388C01O.JPG
3,4,CAMPECHE,18,HOPELCHÉN,6,HOPELCHÉN,16,BOLONCHÉN DE REJÓN,388,C02,211,181,23,3,0,6,22,69,0,0,7,,522,19,541,728,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL388C02O.JPG
3,4,CAMPECHE,18,HOPELCHÉN,6,HOPELCHÉN,16,BOLONCHÉN DE REJÓN,389,B,163,136,2,0,0,3,2,40,0,0,0,,346,6,352,517,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL389BO.JPG
3,4,CAMPECHE,18,HOPELCHÉN,6,HOPELCHÉN,16,BOLONCHÉN DE REJÓN,389,C01,146,161,1,2,0,1,4,28,0,0,6,,349,18,367,516,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL389C01O.JPG
3,4,CAMPECHE,18,HOPELCHÉN,6,HOPELCHÉN,17,DZIBALCHÉN,400,B,288,200,0,1,1,0,5,8,0,0,12,,515,6,521,568,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL400BO.JPG
3,4,CAMPECHE,18,HOPELCHÉN,6,HOPELCHÉN,17,DZIBALCHÉN,400,C01,196,268,0,1,1,0,3,2,0,0,16,,487,3,490,568,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL400C01O.JPG
3,4,CAMPECHE,18,HOPELCHÉN,6,HOPELCHÉN,17,DZIBALCHÉN,401,B,232,226,1,3,1,2,4,6,0,0,11,,486,5,491,549,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL401BO.JPG
3,4,CAMPECHE,18,HOPELCHÉN,6,HOPELCHÉN,17,DZIBALCHÉN,401,C01,202,263,1,1,0,0,4,3,0,0,6,,480,9,489,549,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL401C01O.JPG
3,4,CAMPECHE,18,HOPELCHÉN,6,HOPELCHÉN,17,DZIBALCHÉN,402,B,42,90,1,0,11,2,1,0,1,0,0,,148,6,154,688,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL402BO.JPG
3,4,CAMPECHE,18,HOPELCHÉN,6,HOPELCHÉN,17,DZIBALCHÉN,403,B,143,149,0,3,31,5,24,1,0,0,5,,361,13,374,614,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL403BO.JPG
3,4,CAMPECHE,18,HOPELCHÉN,6,HOPELCHÉN,17,DZIBALCHÉN,403,C01,126,183,0,0,25,8,35,3,0,0,4,,384,7,391,613,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL403C01O.JPG
3,4,CAMPECHE,18,HOPELCHÉN,6,HOPELCHÉN,17,DZIBALCHÉN,404,B,120,122,0,1,9,1,16,2,0,0,5,,276,9,285,385,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL404BO.JPG
3,4,CAMPECHE,18,HOPELCHÉN,6,HOPELCHÉN,17,DZIBALCHÉN,404,C01,91,136,1,2,15,4,15,4,0,0,10,,278,6,284,385,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL404C01O.JPG
3,4,CAMPECHE,18,HOPELCHÉN,6,HOPELCHÉN,17,DZIBALCHÉN,405,B,36,76,0,1,0,0,2,0,1,0,3,,119,3,122,607,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL405BO.JPG
3,4,CAMPECHE,18,HOPELCHÉN,6,HOPELCHÉN,17,DZIBALCHÉN,406,B,120,102,12,1,20,1,29,2,0,0,3,,290,11,301,459,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL406BO.JPG
3,4,CAMPECHE,18,HOPELCHÉN,6,HOPELCHÉN,17,DZIBALCHÉN,407,B,171,114,1,0,8,0,9,0,0,0,2,,305,5,310,390,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL407BO.JPG
3,4,CAMPECHE,18,HOPELCHÉN,6,HOPELCHÉN,17,DZIBALCHÉN,407,C01,154,129,1,1,8,1,13,3,0,0,1,,311,7,318,389,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL407C01O.JPG
3,4,CAMPECHE,18,HOPELCHÉN,6,HOPELCHÉN,17,DZIBALCHÉN,408,B,114,191,1,0,10,3,24,2,0,0,5,,350,7,357,405,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL408BO.JPG
3,4,CAMPECHE,18,HOPELCHÉN,6,HOPELCHÉN,17,DZIBALCHÉN,409,B,287,273,2,0,5,2,32,5,1,0,10,,617,12,629,724,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL409BO.JPG
3,4,CAMPECHE,18,HOPELCHÉN,6,HOPELCHÉN,17,DZIBALCHÉN,410,B,253,274,3,2,5,3,57,4,0,0,1,,602,12,614,664,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL410BO.JPG
3,4,CAMPECHE,18,HOPELCHÉN,6,HOPELCHÉN,17,DZIBALCHÉN,410,C01,348,201,2,1,2,3,49,1,0,0,0,,607,9,616,664,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL410C01O.JPG
3,4,CAMPECHE,18,HOPELCHÉN,6,HOPELCHÉN,17,DZIBALCHÉN,411,B,63,56,0,1,3,0,43,0,0,0,0,,166,1,167,170,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/JCL411BO.JPG
