SECCION ,DF,DL,MUNICIPIO,PAN,PRI,ALIANZA,PT,PVEM,PCD,PARM,DS,VOTOS NULOS,TOTAL,PADRÓN,LISTANOMINAL
1381,10,8,MONTERREY,183,320,3,38,0,0,0,0,14,558,1009,1005
1382,10,8,MONTERREY,439,442,7,64,0,3,0,0,20,975,1757,1741
1383,10,8,MONTERREY,393,329,6,48,2,1,0,0,37,816,1487,1481
1384,10,8,MONTERREY,187,269,8,53,0,5,3,0,41,566,1171,1161
1385,10,8,MONTERREY,340,446,12,76,0,3,3,0,42,922,1792,1780
1386,10,8,MONTERREY,332,374,11,57,3,0,1,0,24,802,1399,1392
1387,10,8,MONTERREY,244,373,5,50,0,2,0,0,22,696,1297,1294
1388,10,8,MONTERREY,893,178,17,70,4,2,0,0,7,1171,1573,1560
1389,10,8,MONTERREY,872,192,16,49,3,7,0,0,5,1144,1504,1499
1390,10,8,MONTERREY,759,129,6,56,4,0,0,0,4,958,1312,1300
1391,10,8,MONTERREY,792,159,12,54,7,5,1,0,7,1037,1348,1336
1392,10,8,MONTERREY,735,181,8,74,2,3,0,0,16,1019,1376,1365
1393,10,8,MONTERREY,493,522,6,101,1,9,0,0,49,1181,2028,2022
1394,10,8,MONTERREY,599,408,5,87,0,4,0,0,49,1152,1890,1886
1395,10,8,MONTERREY,136,265,2,47,0,3,0,0,17,470,842,835
1396,10,8,MONTERREY,347,315,9,63,2,0,2,0,21,759,1273,1260
1397,10,8,MONTERREY,257,368,7,67,1,1,1,0,35,737,1374,1363
1398,10,8,MONTERREY,396,384,5,61,1,5,0,2,52,906,1458,1444
1399,10,8,MONTERREY,497,309,6,60,2,1,1,0,55,931,1691,1680
1400,10,8,MONTERREY,345,464,8,67,4,4,0,0,30,922,1873,1868
1401,10,8,MONTERREY,540,303,3,75,6,13,1,0,20,961,1578,1569
1402,10,8,MONTERREY,760,215,7,63,3,2,0,0,22,1072,1560,1545
1403,10,8,MONTERREY,214,202,3,31,0,5,0,0,12,467,692,690
1404,10,8,MONTERREY,330,490,3,73,1,2,1,0,44,944,1778,1765
1405,10,8,MONTERREY,1015,115,12,68,9,0,0,0,5,1224,1570,1561
1406,10,8,MONTERREY,360,202,5,64,4,2,0,0,24,661,1079,1071
1407,10,8,MONTERREY,408,167,17,45,2,2,1,0,14,656,903,897
1408,10,8,MONTERREY,771,212,9,67,2,1,1,3,10,1076,1511,1504
1409,10,8,MONTERREY,1307,281,20,102,2,4,0,0,21,1737,2320,2310
1410,10,8,MONTERREY,1158,207,16,66,8,2,2,0,8,1467,1834,1826
1411,10,8,MONTERREY,916,187,11,63,9,3,1,0,9,1199,1537,1529
1412,10,8,MONTERREY,988,227,12,64,3,3,0,0,13,1310,1786,1774
1413,10,8,MONTERREY,1098,290,8,61,1,4,0,0,20,1482,2120,2115
1414,10,8,MONTERREY,1059,212,9,81,1,7,0,0,14,1383,1808,1805
1415,10,8,MONTERREY,777,122,17,75,2,2,0,0,10,1005,1290,1283
1416,10,8,MONTERREY,1149,116,11,102,1,2,1,0,6,1388,1747,1731
1417,10,8,MONTERREY,915,127,7,77,7,1,1,0,8,1143,1454,1450
1418,10,8,MONTERREY,1189,173,10,52,2,2,0,0,11,1439,1833,1820
1419,10,8,MONTERREY,536,81,8,29,2,2,1,0,2,661,829,829
1420,10,8,MONTERREY,873,172,12,49,5,3,1,0,3,1118,1369,1366
1421,10,8,MONTERREY,327,293,10,39,2,0,1,0,7,679,1417,1401
1422,10,8,MONTERREY,507,185,8,39,2,0,3,0,20,764,1227,1208
1423,10,8,MONTERREY,319,246,3,34,2,0,0,0,19,623,1258,1251
1424,10,8,MONTERREY,234,283,3,27,0,1,2,0,14,564,1106,1100
1425,10,8,MONTERREY,225,298,0,30,0,0,0,0,20,573,1132,1117
1426,10,8,MONTERREY,158,195,5,14,0,0,0,0,17,389,819,809
1427,10,8,MONTERREY,242,166,4,23,1,0,0,0,27,463,921,916
1428,10,8,MONTERREY,392,262,5,36,1,1,0,0,23,720,1222,1207
1429,10,8,MONTERREY,339,126,9,21,2,1,1,0,6,505,831,821
1430,10,8,MONTERREY,38,24,1,4,1,1,0,0,2,71,101,97
1431,10,8,MONTERREY,198,136,5,37,0,2,0,0,11,389,651,640
1432,5,1,MONTERREY,234,543,4,69,4,3,0,0,50,907,1596,1587
1433,5,1,MONTERREY,301,519,10,59,2,7,1,0,30,929,1619,1609
1434,5,1,MONTERREY,249,504,4,85,1,4,0,0,35,882,1770,1759
1435,5,1,MONTERREY,299,717,9,122,5,9,2,0,45,1208,2202,2186
1436,5,1,MONTERREY,235,429,9,98,1,3,0,0,39,814,1532,1515
1437,5,1,MONTERREY,285,440,8,76,1,4,1,0,36,851,1554,1542
1438,5,1,MONTERREY,374,381,5,124,1,3,2,0,33,923,1730,1712
1439,5,1,MONTERREY,302,294,23,100,0,3,2,0,35,759,1342,1333
1440,5,1,MONTERREY,403,438,6,76,2,1,2,0,38,966,1763,1757
1441,5,1,MONTERREY,229,352,10,185,0,1,0,0,41,818,1612,1605
1442,5,1,MONTERREY,479,546,3,110,4,2,2,0,39,1185,2012,2002
1443,5,1,MONTERREY,248,423,0,77,2,2,1,0,46,799,1510,1498
1444,5,1,MONTERREY,183,364,12,71,3,4,0,0,15,652,1364,1352
1445,5,1,MONTERREY,156,281,5,61,0,1,0,0,118,622,1078,1068
1446,5,1,MONTERREY,307,558,7,95,6,2,2,0,55,1032,1967,1954
1447,5,1,MONTERREY,199,379,6,69,1,2,1,0,26,683,1303,1292
1448,5,1,MONTERREY,611,640,8,135,4,7,3,0,35,1443,3080,3036
1449,5,1,MONTERREY,186,431,4,67,1,3,3,0,8,703,1295,1289
1450,5,1,MONTERREY,215,344,5,105,2,1,1,0,12,685,1349,1343
1451,5,1,MONTERREY,166,292,6,116,1,3,0,1,21,606,1399,1392
1452,5,1,MONTERREY,173,446,4,48,0,2,0,0,27,700,1307,1293
1453,5,1,MONTERREY,431,196,4,71,2,4,0,0,12,720,1182,1176
1454,5,1,MONTERREY,313,441,11,89,3,1,1,0,30,889,1617,1597
1455,5,1,MONTERREY,245,584,8,120,5,7,4,1,84,1058,1641,1623
1456,5,1,MONTERREY,173,426,6,84,2,2,0,0,70,763,1610,1594
1457,5,1,MONTERREY,189,530,3,58,1,2,1,0,21,805,1382,1371
1458,5,1,MONTERREY,212,393,7,90,4,3,0,0,19,728,1364,1358
1459,5,1,MONTERREY,233,370,11,66,2,2,1,0,14,699,1249,1245
1460,5,1,MONTERREY,170,337,3,45,1,0,0,0,67,623,1213,1202
1461,5,1,MONTERREY,147,374,6,52,1,3,2,0,14,599,1263,1262
1462,5,1,MONTERREY,209,381,4,65,1,0,1,0,14,675,1246,1243
1463,5,1,MONTERREY,212,412,2,57,2,4,1,0,35,725,1318,1312
1464,5,1,MONTERREY,155,354,4,43,1,0,1,0,23,581,1084,1083
1465,5,1,MONTERREY,213,362,4,69,2,0,0,0,25,675,1336,1334
1466,5,1,MONTERREY,321,300,6,49,3,3,1,0,26,709,1250,1243
1467,5,1,MONTERREY,288,321,3,68,1,4,1,0,18,704,1174,1172
1468,5,1,MONTERREY,301,314,8,92,1,1,0,0,14,731,1224,1219
1469,5,1,MONTERREY,285,326,3,52,1,5,0,0,12,684,1172,1168
1470,5,2,MONTERREY,320,398,5,69,1,7,1,0,4,805,1427,1419
1471,5,2,MONTERREY,499,375,4,92,2,13,0,1,13,999,1585,1575
1472,5,2,MONTERREY,289,684,3,73,6,3,0,0,44,1102,2068,2057
1473,5,2,MONTERREY,188,436,2,67,1,4,1,0,56,755,1559,1556
1474,5,2,MONTERREY,207,384,7,83,0,3,2,0,32,718,1409,1400
1475,5,2,MONTERREY,248,562,7,87,2,2,0,0,58,966,1809,1800
1476,5,2,MONTERREY,149,363,3,132,1,0,0,0,36,684,1441,1433
1477,5,2,MONTERREY,404,543,5,146,1,4,2,0,39,1144,2013,2006
1478,5,2,MONTERREY,337,480,4,112,3,6,0,0,24,966,1723,1716
1479,5,2,MONTERREY,670,459,10,129,5,8,1,0,34,1316,1808,1798
1480,5,2,MONTERREY,463,429,6,98,1,9,0,0,20,1026,1578,1572
1481,5,1,MONTERREY,521,360,8,92,4,13,4,0,41,1043,1906,1894
1482,5,1,MONTERREY,421,393,12,65,1,2,2,0,29,925,1678,1671
1483,5,1,MONTERREY,279,565,13,89,4,4,1,0,36,991,1775,1771
1484,5,1,MONTERREY,314,532,3,103,4,2,4,0,33,995,1786,1780
1485,5,1,MONTERREY,227,314,1,57,2,3,1,0,31,636,1216,1215
1486,5,1,MONTERREY,299,468,7,77,1,3,1,0,29,885,1643,1639
1487,5,1,MONTERREY,205,390,6,51,1,2,2,0,22,679,1196,1193
1488,5,1,MONTERREY,335,343,5,57,1,5,2,0,21,769,1348,1340
1489,5,1,MONTERREY,468,460,6,87,3,4,1,0,31,1060,1894,1879
1490,5,1,MONTERREY,294,454,3,78,2,1,0,0,26,858,1660,1658
1491,5,1,MONTERREY,314,672,9,87,3,3,4,0,58,1150,1987,1979
1492,5,1,MONTERREY,925,370,6,115,4,5,0,0,39,1464,2333,2323
1493,5,1,MONTERREY,394,243,10,79,2,1,0,0,27,756,1260,1255
1494,5,1,MONTERREY,390,254,7,64,2,3,2,0,8,730,1262,1255
1495,5,2,MONTERREY,318,351,9,66,1,7,0,0,30,782,1362,1350
1496,5,2,MONTERREY,416,320,11,94,3,6,0,0,46,896,1638,1624
1497,5,2,MONTERREY,350,523,8,126,4,11,1,0,63,1086,1958,1944
1498,5,2,MONTERREY,294,575,5,107,3,5,2,0,50,1041,1855,1840
1499,5,2,MONTERREY,427,526,6,132,3,3,0,0,65,1162,2147,2131
1500,5,2,MONTERREY,490,385,10,95,3,8,0,0,37,1028,1820,1807
1501,5,1,MONTERREY,656,310,3,58,2,1,0,0,6,1036,1607,1597
1502,5,1,MONTERREY,686,250,7,70,4,3,1,0,18,1039,1525,1512
1503,5,1,MONTERREY,543,211,5,71,2,5,1,0,15,853,1186,1177
1504,5,1,MONTERREY,523,228,11,111,3,3,0,0,17,896,1398,1385
1505,5,1,MONTERREY,544,424,10,98,4,3,3,0,27,1113,1754,1750
1506,6,1,MONTERREY,1121,239,13,110,17,6,1,0,12,1519,2031,2007
1507,6,1,MONTERREY,1669,342,23,161,8,2,2,0,9,2216,2948,2931
1508,6,1,MONTERREY,530,338,1,63,0,6,0,0,35,973,1623,1587
1509,6,1,MONTERREY,604,336,10,76,4,3,0,0,37,1070,1848,1820
1510,6,3,MONTERREY,816,318,27,108,3,6,1,0,36,1315,2074,2054
1511,6,3,MONTERREY,754,284,6,89,4,3,1,0,27,1168,1733,1722
1512,6,3,MONTERREY,799,342,4,110,4,3,3,0,27,1292,2021,2014
1513,6,3,MONTERREY,346,335,4,96,1,1,0,0,50,833,1368,1354
1514,6,3,MONTERREY,772,312,4,102,2,4,0,0,43,1239,1687,1683
1515,5,3,MONTERREY,717,270,4,69,2,3,3,0,22,1090,1480,1472
1516,6,3,MONTERREY,712,348,7,74,1,4,0,0,35,1181,1677,1673
1517,5,2,MONTERREY,450,422,10,85,3,6,0,0,41,1017,1820,1806
1518,5,2,MONTERREY,356,499,19,108,2,1,0,0,43,1028,2013,1986
1519,5,2,MONTERREY,358,615,6,154,1,1,0,0,53,1188,2100,2079
1520,5,2,MONTERREY,211,386,10,97,2,1,0,0,52,759,1357,1335
1521,5,2,MONTERREY,232,467,4,94,4,2,2,0,37,842,1638,1610
1522,5,2,MONTERREY,217,372,9,219,2,2,0,0,47,868,1521,1506
1523,5,2,MONTERREY,494,449,7,108,2,7,1,0,70,1138,1843,1828
1524,5,2,MONTERREY,468,381,14,102,4,6,0,0,56,1031,1754,1744
1525,5,2,MONTERREY,490,404,10,73,6,2,2,0,26,1013,1807,1791
1526,6,3,MONTERREY,709,240,5,90,3,3,0,0,43,1093,1545,1527
1527,6,3,MONTERREY,624,330,12,88,3,3,3,0,25,1088,1559,1545
1528,6,3,MONTERREY,815,321,9,128,2,2,0,0,37,1314,1917,1908
1529,6,1,MONTERREY,567,301,6,62,5,1,0,0,43,985,1868,1854
1530,6,1,MONTERREY,598,427,5,90,3,7,0,0,34,1164,1875,1865
1531,6,1,MONTERREY,710,406,7,95,7,4,0,0,56,1285,2227,2213
1532,6,1,MONTERREY,982,238,17,87,3,5,1,0,9,1342,1868,1841
1533,6,1,MONTERREY,652,235,5,92,2,0,1,0,24,1011,1597,1585
1534,6,1,MONTERREY,527,233,11,64,2,3,2,0,23,865,1401,1394
1535,6,1,MONTERREY,686,286,5,100,6,2,1,0,22,1108,1824,1817
1536,6,1,MONTERREY,577,408,8,94,2,2,1,0,33,1125,1942,1921
1537,6,1,MONTERREY,457,330,3,67,2,3,0,0,44,906,1670,1653
1538,6,3,MONTERREY,823,260,8,77,1,9,1,0,37,1216,1708,1691
1539,6,3,MONTERREY,479,369,17,88,1,3,3,0,21,981,1692,1680
1540,6,3,MONTERREY,691,342,6,91,5,8,1,0,27,1171,1784,1776
1541,6,3,MONTERREY,571,388,6,92,2,5,3,0,39,1106,1948,1935
1542,6,3,MONTERREY,560,213,5,66,2,4,1,0,17,868,1287,1280
1543,6,3,MONTERREY,673,193,5,71,3,2,1,0,19,967,1396,1390
1544,5,2,MONTERREY,478,364,4,84,1,2,0,0,55,988,1654,1647
1545,5,2,MONTERREY,569,423,8,104,2,1,0,0,64,1171,1992,1984
1546,5,2,MONTERREY,486,431,4,105,1,11,4,0,49,1091,1880,1864
1547,5,2,MONTERREY,317,345,10,212,1,3,2,0,51,941,1665,1643
1548,5,2,MONTERREY,194,588,8,144,1,3,0,0,26,964,1901,1885
1549,5,2,MONTERREY,133,180,11,222,1,2,0,0,32,581,1068,1061
1550,5,2,MONTERREY,76,107,5,288,1,1,0,0,44,522,986,979
1551,5,2,MONTERREY,248,283,9,284,2,1,0,0,71,898,1771,1766
1552,5,2,MONTERREY,320,494,13,291,6,5,2,0,55,1186,2153,2143
1553,5,2,MONTERREY,364,412,4,100,3,3,2,0,34,922,1583,1568
1554,5,2,MONTERREY,324,309,9,104,1,3,0,0,30,780,1365,1358
1555,5,2,MONTERREY,391,393,13,118,3,1,1,0,36,956,1734,1719
1556,5,2,MONTERREY,418,274,6,101,3,4,1,0,32,839,1336,1325
1557,6,3,MONTERREY,374,132,1,34,3,1,3,0,4,552,765,762
1558,6,3,MONTERREY,365,160,1,38,2,0,1,0,8,575,794,792
1559,6,3,MONTERREY,710,269,9,76,2,2,0,0,21,1089,1663,1652
1560,6,3,MONTERREY,870,305,7,100,5,4,1,1,14,1307,1854,1842
1561,6,3,MONTERREY,157,149,3,361,1,0,1,0,43,715,1599,1571
1562,6,3,MONTERREY,559,158,9,213,4,4,0,0,37,984,1646,1625
1563,6,3,MONTERREY,580,346,30,98,2,6,1,0,32,1095,1786,1771
1564,6,3,MONTERREY,479,409,14,127,5,2,2,0,67,1105,2002,1982
1565,6,3,MONTERREY,480,382,11,92,3,2,0,0,35,1005,1674,1660
1566,6,3,MONTERREY,604,232,4,89,1,1,1,0,17,949,1405,1388
1567,6,3,MONTERREY,710,246,6,93,6,4,2,0,49,1116,1645,1634
1568,6,3,MONTERREY,744,286,8,93,3,1,0,0,34,1169,1663,1659
1569,6,3,MONTERREY,737,237,5,86,5,3,1,0,40,1114,1597,1591
1570,6,1,MONTERREY,368,202,6,52,1,1,0,0,23,653,1056,1047
1571,6,1,MONTERREY,634,329,5,98,1,3,0,0,36,1106,1691,1687
1572,6,1,MONTERREY,554,289,2,73,2,3,0,0,19,942,1467,1459
1573,6,1,MONTERREY,579,244,7,73,1,2,1,0,42,949,1551,1546
1574,6,4,MONTERREY,1219,180,14,83,3,4,0,0,20,1523,1896,1879
1575,6,4,MONTERREY,684,107,4,29,3,2,2,0,1,832,1035,1027
1576,6,4,MONTERREY,1269,242,8,51,7,3,0,0,14,1594,1997,1980
1577,6,4,MONTERREY,552,80,3,36,2,4,3,0,3,683,890,886
1578,6,3,MONTERREY,619,100,9,37,5,3,0,0,4,777,1003,1000
1579,6,3,MONTERREY,542,386,10,86,2,8,0,0,9,1043,1461,1452
1580,6,3,MONTERREY,627,291,13,91,3,4,0,0,13,1042,1398,1386
1581,6,3,MONTERREY,731,266,5,84,4,5,0,0,50,1145,1885,1872
1582,6,3,MONTERREY,554,214,4,119,4,4,0,0,67,966,1499,1490
1583,6,3,MONTERREY,753,244,2,85,4,3,0,0,12,1103,1506,1492
1584,6,3,MONTERREY,1033,296,7,84,4,5,0,0,26,1455,1949,1939
1585,6,3,MONTERREY,512,257,15,313,1,1,0,0,62,1161,2048,2012
1586,6,3,MONTERREY,519,325,6,104,4,1,0,0,37,996,1631,1616
1587,6,3,MONTERREY,526,302,17,91,1,2,1,0,31,971,1543,1520
1588,5,2,MONTERREY,522,328,9,111,4,3,1,0,41,1019,1699,1687
1589,5,2,MONTERREY,397,338,6,140,2,0,0,0,40,923,1628,1603
1590,5,2,MONTERREY,284,322,9,304,2,2,0,0,68,991,1916,1908
1591,5,2,MONTERREY,195,174,5,604,0,4,1,0,92,1075,1998,1990
1592,5,2,MONTERREY,267,357,11,253,2,5,2,0,60,957,1578,1576
1593,5,2,MONTERREY,605,221,6,104,5,1,1,0,23,966,1588,1574
1594,6,3,MONTERREY,485,401,12,109,2,0,2,0,47,1058,1820,1808
1595,6,3,MONTERREY,715,410,8,132,4,9,0,0,30,1308,2092,2072
1596,6,3,MONTERREY,596,296,10,88,2,3,0,1,23,1019,1614,1593
1597,6,3,MONTERREY,582,304,9,68,4,3,1,0,32,1003,1564,1542
1598,6,4,MONTERREY,759,282,8,123,4,4,0,0,14,1194,1697,1681
1599,6,4,MONTERREY,743,342,14,91,3,5,7,0,39,1244,1901,1893
1600,6,4,MONTERREY,594,401,5,99,0,2,0,0,33,1134,1839,1829
1601,6,4,MONTERREY,1174,224,12,74,4,7,1,0,8,1504,1905,1885
1602,6,4,MONTERREY,1171,219,6,56,5,2,2,0,11,1472,1904,1889
1603,6,4,MONTERREY,492,511,10,79,3,2,0,0,65,1162,2127,2107
1604,6,4,MONTERREY,768,376,19,71,2,1,3,0,17,1257,1837,1814
1605,6,4,MONTERREY,712,317,1,91,2,3,0,0,14,1140,1675,1660
1606,6,3,MONTERREY,171,92,1,31,0,1,0,0,19,315,504,498
1607,6,3,MONTERREY,468,259,9,76,0,0,1,0,33,846,1394,1385
1608,6,3,MONTERREY,690,293,8,87,2,3,0,0,24,1107,1642,1620
1609,6,3,MONTERREY,503,249,8,52,3,2,1,0,27,845,1316,1313
1610,6,3,MONTERREY,409,250,7,93,31,4,2,0,28,824,1329,1317
1611,6,3,MONTERREY,298,174,6,39,0,0,0,0,12,529,961,958
1612,5,2,MONTERREY,238,423,5,73,4,2,1,0,35,781,1574,1573
1613,5,2,MONTERREY,376,460,9,129,5,4,2,0,50,1035,1890,1883
1614,5,2,MONTERREY,221,189,1,48,0,0,1,0,22,482,840,836
1615,5,2,MONTERREY,263,277,10,316,1,2,8,0,40,917,1684,1678
1616,5,2,MONTERREY,263,301,6,172,7,4,3,0,55,811,1706,1700
1617,5,2,MONTERREY,297,375,13,234,3,0,1,0,46,969,1766,1751
1618,5,2,MONTERREY,211,423,11,312,2,2,0,0,80,1041,2017,2007
1619,5,2,MONTERREY,342,334,9,245,4,1,0,0,74,1009,1825,1820
1620,5,2,MONTERREY,479,326,8,130,2,1,2,0,29,977,1668,1665
1621,5,2,MONTERREY,319,178,1,38,1,3,0,1,25,566,840,838
1622,5,2,MONTERREY,609,404,10,98,8,5,0,0,38,1172,1742,1736
1623,5,2,MONTERREY,580,347,15,113,4,5,1,0,31,1096,1792,1780
1624,5,2,MONTERREY,368,318,15,256,2,4,1,0,45,1009,1792,1784
1625,5,2,MONTERREY,211,400,8,217,5,4,0,0,49,894,1698,1690
1626,5,2,MONTERREY,406,414,8,147,0,3,0,0,43,1021,1736,1730
1627,5,2,MONTERREY,426,317,11,95,3,8,0,0,33,893,1513,1507
1628,7,6,MONTERREY,410,266,11,87,1,3,4,0,20,802,1479,1470
1629,7,6,MONTERREY,26,23,1,10,0,1,0,0,4,65,123,119
1630,7,6,MONTERREY,368,240,4,33,1,3,1,0,19,669,1108,1105
1631,7,6,MONTERREY,130,91,7,18,2,0,0,0,0,248,392,390
1632,7,6,MONTERREY,230,141,7,42,5,1,1,0,17,444,702,698
1633,7,6,MONTERREY,325,256,19,74,0,5,1,0,23,703,1217,1209
1634,7,6,MONTERREY,113,77,0,12,0,0,0,0,7,209,328,325
1635,7,6,MONTERREY,238,237,12,102,1,0,0,0,2,592,1046,1040
1636,7,6,MONTERREY,277,205,12,71,4,3,1,0,6,579,1023,1019
1637,7,6,MONTERREY,317,187,10,66,1,5,1,0,18,605,1010,1005
1638,7,6,MONTERREY,307,188,8,40,5,1,0,0,25,574,1013,1005
1639,7,6,MONTERREY,56,65,1,14,1,2,0,0,11,150,366,362
1640,7,6,MONTERREY,81,50,2,4,1,1,1,0,3,143,332,315
1641,7,6,MONTERREY,31,32,2,6,0,0,0,0,5,76,144,144
1642,7,6,MONTERREY,809,251,5,58,3,4,2,0,18,1150,1494,1486
1643,7,6,MONTERREY,242,152,10,28,1,2,0,0,6,441,756,743
1644,7,6,MONTERREY,183,104,6,19,2,2,0,0,8,324,483,482
1645,7,6,MONTERREY,187,107,4,16,0,0,1,0,9,324,517,514
1646,7,6,MONTERREY,136,74,1,12,0,1,0,0,8,232,433,429
1647,7,6,MONTERREY,129,91,3,33,3,0,0,0,8,267,475,472
1648,7,6,MONTERREY,304,153,3,32,1,2,0,0,18,513,871,861
1649,7,6,MONTERREY,237,147,3,30,1,0,0,0,19,437,858,846
1650,7,6,MONTERREY,149,57,1,10,1,1,0,0,2,221,300,296
1651,7,6,MONTERREY,372,145,7,52,1,1,2,0,7,587,846,843
1652,7,6,MONTERREY,438,112,7,30,1,1,2,0,10,601,817,814
1653,7,6,MONTERREY,340,274,11,54,3,4,1,0,210,897,1100,1094
1654,7,6,MONTERREY,292,148,5,22,1,2,0,0,10,480,781,778
1655,7,6,MONTERREY,305,196,4,40,8,1,1,0,19,574,894,890
1656,7,6,MONTERREY,357,162,3,43,3,3,1,0,19,591,944,938
1657,7,6,MONTERREY,709,163,8,45,1,4,0,0,18,948,1347,1341
1658,7,6,MONTERREY,428,210,7,52,3,1,0,0,38,739,1300,1291
1659,7,6,MONTERREY,508,282,6,128,6,7,0,0,27,964,1550,1542
1660,7,6,MONTERREY,284,179,5,47,1,1,0,0,23,540,950,938
1661,7,6,MONTERREY,346,174,10,44,1,0,0,0,14,589,980,978
1662,7,6,MONTERREY,315,127,7,38,1,0,1,0,15,504,848,835
1663,7,6,MONTERREY,268,142,7,35,2,2,1,0,18,475,836,833
1664,7,6,MONTERREY,218,149,14,35,1,0,2,0,9,428,763,755
1665,7,6,MONTERREY,105,124,3,28,0,0,0,0,2,262,527,523
1666,7,6,MONTERREY,162,109,1,14,0,1,0,0,10,297,537,533
1667,7,6,MONTERREY,312,150,10,47,4,1,1,0,3,528,912,908
1668,7,6,MONTERREY,208,100,3,20,1,0,1,0,16,349,609,603
1669,7,6,MONTERREY,146,107,1,18,3,1,0,0,11,287,482,478
1670,7,6,MONTERREY,306,168,4,33,1,1,1,0,14,528,901,896
1671,7,6,MONTERREY,273,165,11,29,0,3,0,0,17,498,922,915
1672,7,6,MONTERREY,296,144,6,39,2,1,0,0,21,509,821,817
1673,7,6,MONTERREY,493,283,12,63,5,3,3,0,30,892,1433,1419
1674,7,6,MONTERREY,274,244,10,87,0,5,0,0,23,643,1116,1106
1675,7,6,MONTERREY,305,238,4,53,3,4,1,2,30,640,1210,1196
1676,7,6,MONTERREY,413,219,8,48,1,1,1,0,43,734,1270,1263
1677,7,6,MONTERREY,129,100,4,18,1,1,0,0,12,265,464,461
1678,7,6,MONTERREY,219,121,4,29,0,0,0,0,13,386,755,747
1679,7,6,MONTERREY,327,255,5,35,1,2,2,0,58,685,1202,1197
1680,7,6,MONTERREY,397,333,9,50,3,6,0,0,30,828,1372,1359
1681,7,6,MONTERREY,375,235,10,53,2,3,0,0,15,693,1149,1142
1682,7,6,MONTERREY,533,291,7,57,1,1,3,0,31,924,1510,1494
1683,7,6,MONTERREY,156,104,6,30,1,1,0,0,6,304,481,478
1684,7,6,MONTERREY,328,123,4,30,1,2,0,0,17,505,806,796
1685,7,6,MONTERREY,428,218,12,53,1,4,4,0,18,738,1349,1338
1686,7,6,MONTERREY,987,222,9,67,4,7,3,0,33,1332,1774,1762
1687,7,6,MONTERREY,549,152,12,49,3,3,0,0,7,775,1014,1008
1688,7,6,MONTERREY,184,100,1,23,1,1,0,0,9,319,526,523
1689,7,6,MONTERREY,192,126,6,29,1,1,0,0,6,361,554,552
1690,7,6,MONTERREY,326,147,4,44,1,0,0,0,29,551,888,886
1691,7,6,MONTERREY,371,265,8,59,2,0,0,0,21,726,1161,1152
1692,7,6,MONTERREY,189,143,4,31,2,0,1,0,11,381,680,671
1693,7,6,MONTERREY,143,126,7,22,0,0,0,0,12,310,467,465
1694,7,6,MONTERREY,253,175,6,27,2,1,0,0,17,481,770,764
1695,7,6,MONTERREY,259,153,3,29,2,0,1,0,13,460,710,703
1696,7,6,MONTERREY,185,86,3,21,0,1,0,0,6,302,459,453
1697,7,6,MONTERREY,515,251,4,63,4,1,2,0,13,853,1253,1248
1698,7,6,MONTERREY,248,118,2,24,3,1,2,0,8,406,643,640
1699,7,6,MONTERREY,111,52,2,16,0,3,0,3,0,187,265,265
1700,2,22,PARAS,60,135,0,0,0,0,0,0,5,200,276,259
1701,2,22,PARAS,103,257,0,0,0,0,0,0,6,366,523,501
1702,2,22,PARAS,24,175,0,0,0,0,0,0,12,211,296,277
1703,2,22,PESQUERIA,161,410,5,16,0,325,0,0,15,932,1406,1361
1704,2,22,PESQUERIA,123,204,2,5,0,207,0,0,24,565,784,775
1705,2,22,PESQUERIA,240,401,1,4,0,198,0,0,22,866,1242,1227
1706,2,22,PESQUERIA,135,174,2,18,0,150,0,0,19,498,712,696
1707,2,22,PESQUERIA,48,314,4,25,0,148,0,0,21,560,808,798
1708,2,22,PESQUERIA,59,136,2,4,0,67,0,0,13,281,421,403
1709,2,22,PESQUERIA,38,67,10,8,0,24,0,0,7,154,263,256
1710,2,22,PESQUERIA,92,189,1,10,0,191,0,0,27,510,749,735
1711,2,22,PESQUERIA,66,102,5,5,0,47,0,0,0,225,331,327
1712,2,22,LOS RAMONES,244,162,0,0,0,0,0,0,7,413,630,626
1713,2,22,LOS RAMONES,149,148,0,0,0,0,0,0,5,302,460,452
1714,2,22,LOS RAMONES,45,78,0,0,0,0,0,0,1,124,290,286
1715,2,22,LOS RAMONES,31,58,0,0,0,0,0,0,2,91,252,251
1716,2,22,LOS RAMONES,38,44,0,0,0,0,0,0,3,85,219,219
1717,2,22,LOS RAMONES,44,62,0,0,0,0,0,0,7,113,231,225
1718,2,22,LOS RAMONES,90,44,0,0,0,0,0,0,2,136,190,187
1719,2,22,LOS RAMONES,77,52,0,0,0,0,0,0,1,130,224,219
1720,2,22,LOS RAMONES,364,176,0,0,0,0,0,0,14,554,779,777
1721,2,22,LOS RAMONES,142,130,0,0,0,0,0,0,2,274,445,445
1722,2,22,LOS RAMONES,54,56,0,0,0,0,0,0,0,110,177,174
1723,2,22,LOS RAMONES,67,115,0,0,0,0,0,0,5,187,262,262
1724,9,25,RAYONES,230,344,5,0,0,0,0,0,3,582,735,722
1725,9,25,RAYONES,172,222,0,0,0,0,0,0,3,397,486,474
1726,9,25,RAYONES,64,95,17,0,2,0,0,0,7,185,226,219
1727,9,25,RAYONES,106,84,0,0,0,0,0,0,4,194,240,235
1728,9,25,RAYONES,54,121,1,0,0,0,0,0,2,178,236,233
