SECCION ,DF,DL,MUNICIPIO,PAN,PRI,ALIANZA,PT,PVEM,PCD,PARM,DS,VOTOS NULOS,TOTAL,PADRÓN,LISTANOMINAL
1,2,20,ABASOLO ,118,152,16,19,0,0,0,0,5,310,426,422
2,2,20,ABASOLO ,207,412,45,66,0,0,0,0,18,748,1011,1000
3,2,22,AGUALEGUAS ,244,183,22,0,0,0,0,0,8,457,685,674
4,2,22,AGUALEGUAS ,135,87,5,0,0,0,0,0,3,230,331,324
5,2,22,AGUALEGUAS ,181,100,14,0,0,0,0,0,8,303,456,452
6,2,22,AGUALEGUAS ,204,141,26,0,0,0,0,0,3,374,513,509
7,2,22,AGUALEGUAS ,66,66,19,0,0,0,0,0,5,156,249,246
8,2,22,AGUALEGUAS ,111,102,14,0,0,0,0,0,5,232,349,346
9,2,22,AGUALEGUAS ,72,116,1,0,0,0,0,0,0,189,299,298
10,2,22,AGUALEGUAS ,79,43,76,0,0,0,0,0,6,204,319,310
11,2,22,AGUALEGUAS ,87,72,3,0,0,0,0,0,2,164,237,233
12,2,22,LOS ALDAMAS,129,137,0,0,0,0,0,0,0,266,387,385
13,2,22,LOS ALDAMAS,152,148,0,0,0,0,0,0,3,303,473,472
14,2,22,LOS ALDAMAS ,21,24,0,0,0,0,0,0,0,45,62,62
15,2,22,LOS ALDAMAS ,96,60,0,0,0,0,0,0,4,160,319,317
16,2,22,LOS ALDAMAS ,161,67,0,0,0,0,0,0,2,230,405,396
17,2,22,LOS ALDAMAS ,136,62,0,0,0,0,0,0,1,199,356,353
18,2,22,LOS ALDAMAS ,28,10,0,0,0,0,0,0,2,40,63,61
19,2,22,LOS ALDAMAS ,38,46,0,0,0,0,0,0,0,84,128,127
20,9,24,ALLENDE,443,555,6,20,2,0,0,0,14,1040,1620,1602
21,9,24,ALLENDE,477,414,12,25,0,0,0,0,25,953,1505,1490
22,9,24,ALLENDE,432,364,3,15,0,0,0,0,19,833,1291,1282
23,9,24,ALLENDE,457,364,2,22,0,0,0,0,15,860,1345,1338
24,9,24,ALLENDE,295,203,0,6,1,0,0,0,11,516,701,694
25,9,24,ALLENDE,544,253,3,9,2,0,0,0,8,819,1099,1083
26,9,24,ALLENDE,415,351,0,9,0,0,0,0,7,782,1000,996
27,9,24,ALLENDE,404,342,1,18,1,0,0,0,19,785,1009,1008
28,9,24,ALLENDE,482,398,3,17,1,0,0,0,24,925,1342,1317
29,9,24,ALLENDE,463,383,4,24,0,0,0,0,17,891,1384,1370
30,9,24,ALLENDE,436,432,4,15,0,0,0,0,26,913,1456,1437
31,9,24,ALLENDE,231,158,3,3,1,0,0,0,14,410,637,633
32,9,24,ALLENDE,213,152,0,6,0,0,0,0,0,371,621,612
33,9,24,ALLENDE,341,198,1,10,2,0,0,0,23,575,849,839
34,9,24,ALLENDE,194,219,3,7,2,0,0,0,9,434,621,612
35,9,24,ALLENDE,97,54,0,2,0,0,0,0,3,156,227,225
36,9,24,ALLENDE,59,70,0,5,0,0,0,0,2,136,204,201
37,9,24,ALLENDE,116,150,3,3,0,0,0,0,6,278,423,414
38,9,24,ALLENDE,162,131,31,14,0,0,0,0,6,344,555,549
39,1,21,ANAHUAC,350,289,8,4,0,0,0,0,11,662,963,949
40,1,21,ANAHUAC,379,372,16,2,0,0,0,0,16,785,1212,1198
41,1,21,ANAHUAC,282,312,13,9,0,0,0,0,17,633,967,958
42,1,21,ANAHUAC,313,222,24,5,0,0,0,0,16,580,891,881
43,1,21,ANAHUAC,350,347,20,5,0,0,0,0,13,735,1139,1130
44,1,21,ANAHUAC,310,375,14,6,0,0,0,0,5,710,1094,1089
45,1,21,ANAHUAC,271,292,14,4,0,0,0,0,8,589,868,863
46,1,21,ANAHUAC,318,203,18,3,0,0,0,0,6,548,811,805
47,1,21,ANAHUAC,273,224,11,0,0,0,0,0,4,512,787,781
48,1,21,ANAHUAC,298,316,5,6,0,0,0,0,13,638,1105,1087
49,1,21,ANAHUAC,186,166,14,0,0,0,0,0,7,373,596,593
50,1,21,ANAHUAC,0,0,0,0,0,0,0,0,0,0,16,16
51,1,21,ANAHUAC,37,25,0,0,0,0,0,0,2,64,104,99
52,1,21,ANAHUAC,71,31,4,2,0,0,0,0,2,110,178,174
53,1,21,ANAHUAC,0,0,0,0,0,0,0,0,0,0,4,4
54,1,21,ANAHUAC,31,29,2,2,0,0,0,0,2,66,91,91
55,1,21,ANAHUAC,45,88,4,1,0,0,0,0,4,142,215,215
56,1,21,ANAHUAC,33,36,5,0,0,0,0,0,2,76,94,94
57,1,21,ANAHUAC,44,40,0,0,0,0,0,0,41,125,126,125
58,1,21,ANAHUAC,34,26,1,0,0,0,0,0,0,61,83,83
59,1,21,ANAHUAC,17,35,1,1,0,0,0,0,0,54,86,86
60,1,21,ANAHUAC,24,31,2,0,0,0,0,0,4,61,88,88
61,1,21,ANAHUAC,78,147,4,1,0,0,0,0,24,254,406,405
62,1,21,ANAHUAC,10,82,0,0,0,0,0,0,3,95,170,165
63,2,16,APODACA,457,653,27,42,12,9,1,3,31,1235,3062,2946
64,2,16,APODACA,385,432,33,5,1,1,0,1,27,885,1347,1340
65,2,16,APODACA ,1346,1785,35,82,11,12,5,6,83,3365,5876,5754
66,2,16,APODACA,441,594,9,30,8,1,1,1,41,1126,1948,1925
67,2,16,APODACA,1058,1445,43,82,10,10,3,22,40,2713,4883,4702
68,2,16,APODACA,752,838,23,57,4,10,2,10,46,1742,3081,2973
69,2,16,APODACA,634,679,21,38,6,3,0,6,25,1412,2479,2431
70,2,16,APODACA,416,541,15,106,4,3,1,4,23,1113,1970,1922
71,2,16,APODACA,205,193,9,4,1,2,0,1,7,422,706,692
72,2,16,APODACA,134,180,4,15,0,2,0,4,7,346,627,614
73,2,16,APODACA,123,255,8,15,1,1,0,0,4,407,678,667
74,2,16,APODACA,156,264,4,13,3,1,2,0,17,460,801,792
75,2,16,APODACA,110,246,3,9,2,0,0,2,9,381,699,691
76,2,16,APODACA,130,352,21,17,4,1,0,0,5,530,986,971
77,2,16,APODACA,964,1532,28,70,6,4,0,9,51,2664,4502,4435
78,2,16,APODACA,196,469,9,20,1,2,2,0,16,715,1260,1247
79,2,16,APODACA,234,520,14,38,1,3,2,1,28,841,1490,1475
80,2,16,APODACA,142,264,3,15,1,1,0,1,6,433,705,699
81,2,16,APODACA,695,662,18,27,5,3,0,14,8,1432,2204,2153
82,2,16,APODACA,205,222,12,15,1,2,0,2,4,463,730,725
83,2,16,APODACA,106,184,9,9,3,2,1,4,8,326,565,559
84,2,16,APODACA,1140,1525,26,102,5,11,2,25,78,2914,4792,4750
85,2,16,APODACA,261,598,8,24,1,1,0,0,17,910,1513,1492
86,2,16,APODACA,259,589,10,23,2,2,0,1,21,907,1557,1538
87,2,16,APODACA,150,403,6,17,2,0,0,1,11,590,1046,1038
88,2,16,APODACA,411,522,14,23,7,8,0,4,26,1015,1678,1655
89,2,16,APODACA,323,525,2,15,2,3,4,3,14,891,1416,1401
90,2,16,APODACA,314,386,3,21,0,1,3,3,19,750,1166,1154
91,2,16,APODACA,218,426,4,19,1,0,1,1,10,680,1063,1054
92,2,16,APODACA,303,617,6,20,1,1,1,1,16,966,1458,1446
93,2,16,APODACA,260,480,6,15,3,2,1,2,11,780,1262,1253
94,2,16,APODACA,336,569,8,40,8,3,3,6,25,998,1672,1652
95,2,16,APODACA,570,608,22,30,7,13,1,16,16,1283,1876,1846
96,2,16,APODACA,290,656,4,47,6,10,5,3,30,1051,1928,1910
97,2,16,APODACA,393,465,6,24,2,7,0,4,15,916,1437,1425
98,2,16,APODACA,280,538,8,23,1,3,1,5,55,914,1717,1706
99,2,16,APODACA,365,350,10,21,4,2,1,2,21,776,1208,1197
100,2,16,APODACA,411,473,15,27,2,3,0,1,13,945,1661,1629
101,2,16,APODACA,539,854,8,42,2,6,0,5,34,1490,2335,2303
102,2,16,APODACA,407,625,10,27,3,3,1,1,48,1125,1737,1724
103,2,16,APODACA ,467,561,8,31,4,7,2,3,42,1125,1675,1669
104,2,16,APODACA ,102,167,2,2,2,0,0,0,9,284,435,431
105,2,16,APODACA,333,320,2,17,5,4,2,1,11,695,1040,1030
106,2,16,APODACA,360,332,6,8,1,3,0,5,23,738,1125,1118
107,2,16,APODACA,255,550,8,16,1,6,5,0,16,857,1521,1512
108,2,16,APODACA,122,332,1,7,0,0,1,1,13,477,818,807
109,2,16,APODACA,353,964,7,14,0,6,0,8,24,1376,2183,2168
110,2,16,APODACA,218,251,4,1,0,9,0,8,13,504,764,755
111,2,16,APODACA,230,385,3,5,1,12,0,3,27,666,1164,1152
112,2,16,APODACA,212,574,2,7,1,15,0,4,15,830,1458,1447
113,2,16,APODACA,186,344,5,3,0,3,0,2,5,548,872,861
114,2,16,APODACA,157,388,1,5,0,1,0,0,16,568,850,841
115,2,16,APODACA,350,649,5,11,2,9,2,4,27,1059,1661,1644
116,2,16,APODACA,150,669,3,10,0,3,3,0,29,867,1471,1462
117,2,16,APODACA,174,556,6,11,2,0,3,0,24,776,1384,1379
118,2,16,APODACA,134,538,1,16,1,0,6,1,26,723,1206,1203
119,2,16,APODACA,134,508,3,11,1,2,3,1,11,674,1259,1254
120,2,16,APODACA,211,699,8,32,1,2,3,0,33,989,1733,1725
121,2,16,APODACA,197,689,6,20,0,3,1,0,33,949,1777,1763
122,2,16,APODACA,168,526,7,18,1,3,2,0,17,742,1351,1346
123,2,16,APODACA,145,526,5,11,2,0,3,0,25,717,1281,1271
124,2,16,APODACA,161,483,3,9,0,2,1,0,21,680,1184,1174
125,2,16,APODACA,137,550,14,13,2,0,7,0,18,741,1374,1367
126,2,16,APODACA,84,321,6,5,0,3,8,0,10,437,858,855
127,2,16,APODACA,96,369,5,13,0,0,12,1,12,508,949,944
128,2,16,APODACA ,106,371,1,10,1,0,1,0,9,499,838,835
129,2,16,APODACA,378,566,0,21,2,1,1,2,26,997,1948,1917
130,2,16,APODACA,491,1011,27,32,6,17,1,6,32,1623,2723,2703
131,2,16,APODACA,767,992,9,34,5,6,0,5,27,1845,3083,3050
132,2,16,APODACA,119,167,1,1,2,1,0,2,29,322,455,450
133,2,16,APODACA,285,334,6,15,1,1,0,0,3,645,926,921
134,2,16,APODACA,151,332,0,13,1,0,0,1,13,511,860,855
135,2,16,APODACA ,291,536,4,19,2,0,1,2,8,863,1391,1376
136,2,16,APODACA,221,555,4,15,2,6,1,5,23,832,1493,1481
137,2,16,APODACA,194,607,4,20,3,6,0,2,35,871,1474,1461
138,2,16,APODACA,253,507,9,18,1,2,2,1,5,798,1458,1448
139,2,16,APODACA,327,512,7,12,4,4,0,4,33,903,1381,1374
140,2,16,APODACA,205,320,1,14,4,0,0,0,3,547,877,873
141,2,16,APODACA,576,754,19,44,6,2,2,4,36,1443,2453,2421
142,2,16,APODACA,338,644,8,23,2,4,0,2,29,1050,1958,1947
143,2,16,APODACA,235,589,11,16,3,6,0,1,23,884,1602,1596
144,2,16,APODACA,511,802,18,32,4,6,1,10,54,1438,2592,2564
145,2,16,APODACA,455,780,12,37,6,7,0,7,163,1467,2474,2439
146,2,16,APODACA,307,630,9,26,4,3,0,0,48,1027,1827,1817
147,2,16,APODACA,279,452,8,17,3,1,2,3,16,781,1225,1218
148,2,16,APODACA,239,537,12,13,0,3,1,0,79,884,1505,1497
149,2,16,APODACA,507,1001,15,27,4,7,2,6,49,1618,2745,2676
150,2,16,APODACA,121,255,1,0,0,2,0,0,12,391,688,678
151,9,26,ARAMBERRI,114,438,4,10,0,0,0,0,21,587,899,882
152,9,26,ARAMBERRI,95,490,3,44,0,0,0,0,36,668,1089,1071
153,9,26,ARAMBERRI,43,193,11,2,0,0,0,0,12,261,399,394
154,9,26,ARAMBERRI,14,185,0,1,0,0,0,0,8,208,302,290
155,9,26,ARAMBERRI,81,213,2,9,0,0,0,0,27,332,478,470
156,9,26,ARAMBERRI,96,272,6,6,0,0,0,0,18,398,625,621
157,9,26,ARAMBERRI,84,231,2,7,0,0,0,0,4,328,525,515
158,9,26,ARAMBERRI,80,268,9,8,0,0,0,0,14,379,602,593
159,9,26,ARAMBERRI,33,68,3,0,0,0,0,0,6,110,173,171
160,9,26,ARAMBERRI,54,214,28,33,0,0,0,0,10,339,487,482
161,9,26,ARAMBERRI,44,333,2,64,0,0,0,0,26,469,713,708
162,9,26,ARAMBERRI,47,371,7,2,0,0,0,0,30,457,690,676
163,9,26,ARAMBERRI,11,245,2,4,0,0,0,0,14,276,404,397
164,9,26,ARAMBERRI,26,224,1,13,0,0,0,0,10,274,353,348
165,9,26,ARAMBERRI,113,234,3,6,0,0,0,0,13,369,606,594
166,9,26,ARAMBERRI,69,164,13,3,0,0,0,0,12,261,437,427
167,9,26,ARAMBERRI,61,107,2,7,0,0,0,0,9,186,266,265
168,1,21,BUSTAMANTE,324,131,0,0,0,0,0,0,3,458,541,540
169,1,21,BUSTAMANTE,339,181,0,0,0,0,0,0,4,524,660,656
170,1,21,BUSTAMANTE,273,171,0,0,0,0,0,0,9,453,543,542
171,1,21,BUSTAMANTE,279,173,0,0,0,0,0,0,2,454,599,594
172,2,23,CADEREYTA JIMENEZ ,423,314,8,6,2,0,0,0,10,763,1107,1096
173,2,23,CADEREYTA JIMENEZ ,389,378,12,10,0,0,0,0,18,807,1291,1276
174,2,23,CADEREYTA JIMENEZ ,618,732,11,21,3,0,0,0,14,1399,2344,2312
175,2,23,CADEREYTA JIMENEZ ,422,462,9,7,1,0,0,0,18,919,1510,1497
176,2,23,CADEREYTA JIMENEZ ,381,355,11,10,1,0,0,0,25,783,1438,1422
177,2,23,CADEREYTA JIMENEZ ,460,436,11,12,1,0,0,0,17,937,1396,1383
178,2,23,CADEREYTA JIMENEZ ,359,327,3,5,0,0,0,0,11,705,1142,1122
179,2,23,CADEREYTA JIMENEZ ,380,390,2,5,0,0,0,0,25,802,1393,1366
180,2,23,CADEREYTA JIMENEZ ,304,428,6,8,0,0,0,0,7,753,1295,1273
181,2,23,CADEREYTA JIMENEZ ,454,342,7,5,2,0,0,0,28,838,1376,1361
182,2,23,CADEREYTA JIMENEZ ,373,357,9,15,2,0,0,0,23,779,1263,1250
183,2,23,CADEREYTA JIMENEZ ,752,600,1,11,3,0,0,0,27,1394,2194,2160
184,2,23,CADEREYTA JIMENEZ ,417,500,5,15,3,0,0,0,17,957,1379,1363
185,2,23,CADEREYTA JIMENEZ ,339,343,2,3,2,0,0,0,14,703,1060,1049
186,2,23,CADEREYTA JIMENEZ ,392,338,6,3,2,0,0,0,17,758,1152,1144
187,2,23,CADEREYTA JIMENEZ ,317,609,8,11,6,0,0,0,14,965,1359,1343
188,2,23,CADEREYTA JIMENEZ ,311,519,8,9,1,0,0,0,5,853,1254,1242
189,2,23,CADEREYTA JIMENEZ ,522,517,7,7,1,0,0,0,19,1073,1716,1698
190,2,23,CADEREYTA JIMENEZ ,396,779,18,8,4,0,0,0,9,1214,1563,1552
191,2,23,CADEREYTA JIMENEZ ,548,1117,21,18,5,0,0,0,12,1721,2463,2428
192,2,23,CADEREYTA JIMENEZ ,87,204,3,2,1,0,0,0,26,323,527,524
193,2,23,CADEREYTA JIMENEZ ,214,228,4,5,0,0,0,0,23,474,763,756
194,2,23,CADEREYTA JIMENEZ ,220,215,3,5,2,0,0,0,13,458,778,767
195,2,23,CADEREYTA JIMENEZ ,28,73,4,3,0,0,0,0,5,113,169,166
196,2,23,CADEREYTA JIMENEZ ,26,66,2,0,0,0,0,0,19,113,216,214
197,2,23,CADEREYTA JIMENEZ ,86,199,2,9,0,0,0,0,8,304,588,584
198,2,23,CADEREYTA JIMENEZ ,125,169,7,8,1,0,0,0,7,317,524,520
199,2,23,CADEREYTA JIMENEZ ,95,207,4,7,1,0,0,0,13,327,616,610
200,2,23,CADEREYTA JIMENEZ ,190,283,7,4,1,0,0,0,16,501,824,819
201,2,23,CADEREYTA JIMENEZ ,204,274,3,7,1,0,0,0,7,496,888,883
202,2,23,CADEREYTA JIMENEZ ,32,109,2,0,0,0,0,0,6,149,220,219
203,2,23,CADEREYTA JIMENEZ ,62,227,3,8,1,0,0,0,11,312,490,481
204,2,23,CADEREYTA JIMENEZ ,54,168,3,0,0,0,0,0,10,235,400,400
205,2,23,CADEREYTA JIMENEZ ,71,295,1,3,2,0,0,0,12,384,687,682
206,2,23,CADEREYTA JIMENEZ ,28,141,3,5,0,0,0,0,9,186,360,355
207,2,23,CADEREYTA JIMENEZ ,35,76,0,8,1,0,0,0,9,129,208,206
208,2,23,CADEREYTA JIMENEZ ,14,48,0,1,2,0,0,0,1,66,118,117
209,2,23,CADEREYTA JIMENEZ ,67,90,4,5,0,0,0,0,5,171,303,299
210,2,23,CADEREYTA JIMENEZ ,138,308,18,7,0,0,0,0,8,479,768,766
211,2,23,CADEREYTA JIMENEZ ,38,160,7,6,0,0,0,0,5,216,364,363
212,2,23,CADEREYTA JIMENEZ ,134,272,9,24,1,0,0,0,21,461,674,671
213,2,23,CADEREYTA JIMENEZ ,87,162,8,10,0,0,0,0,14,281,464,463
214,2,23,CADEREYTA JIMENEZ ,119,113,3,18,1,0,0,0,15,269,423,422
215,2,23,CADEREYTA JIMENEZ ,37,54,0,10,0,0,0,0,3,104,177,171
216,2,23,CADEREYTA JIMENEZ ,112,89,0,2,0,0,0,0,15,218,334,333
217,2,23,CADEREYTA JIMENEZ ,214,303,6,38,1,0,0,0,18,580,908,903
218,2,20,EL CARMEN ,78,543,202,42,2,0,0,0,19,886,1277,1259
219,2,20,EL CARMEN,87,671,205,108,4,0,0,0,18,1093,1535,1507
220,2,20,EL CARMEN,109,441,214,40,2,0,0,0,10,816,1164,1154
221,2,22,CERRALVO,249,253,0,0,0,0,0,0,6,508,799,791
222,2,22,CERRALVO,225,281,0,0,0,0,0,0,9,515,748,729
223,2,22,CERRALVO,237,335,0,0,0,0,0,0,14,586,934,915
224,2,22,CERRALVO,304,249,0,0,0,0,0,0,9,562,838,822
225,2,22,CERRALVO,242,300,0,0,0,0,0,0,8,550,902,894
226,2,22,CERRALVO,221,308,0,0,0,0,0,0,7,536,793,780
227,2,22,CERRALVO,38,27,0,0,0,0,0,0,1,66,85,85
228,2,22,CERRALVO,31,54,0,0,0,0,0,0,0,85,160,158
229,2,22,CERRALVO,0,0,0,0,0,0,0,0,0,0,41,41
230,2,22,CERRALVO,6,44,0,0,0,0,0,0,7,57,126,124
231,2,22,CERRALVO,24,39,0,0,0,0,0,0,1,64,134,132
232,2,20,CIENEGA DE FLORES,524,507,360,136,0,8,0,0,55,1590,2578,2555
233,2,20,CIENEGA DE FLORES,323,400,185,81,0,20,0,0,21,1030,1631,1614
234,2,20,CIENEGA DE FLORES,181,307,91,26,0,9,0,0,8,622,961,959
235,2,20,CIENEGA DE FLORES,193,180,61,32,0,5,0,0,11,482,822,819
236,2,20,CIENEGA DE FLORES,28,29,4,5,0,1,0,0,2,69,108,105
237,2,22,CHINA,120,189,6,0,0,0,0,0,0,315,446,443
238,2,22,CHINA ,181,302,12,0,0,0,0,0,11,506,803,801
239,2,22,CHINA ,175,250,5,0,0,0,0,0,6,436,639,637
240,2,22,CHINA ,292,248,10,0,0,0,0,0,11,561,795,792
241,2,22,CHINA ,290,275,5,0,0,0,0,0,4,574,938,927
242,2,22,CHINA ,254,304,7,0,0,0,0,0,3,568,866,857
243,2,22,CHINA ,203,248,1,0,0,0,0,0,10,462,695,692
244,2,22,CHINA ,209,223,3,0,0,0,0,0,16,451,681,677
245,2,22,CHINA ,136,294,6,0,0,0,0,0,8,444,661,655
246,2,22,CHINA ,0,0,0,0,0,0,0,0,0,0,40,35
247,2,22,CHINA ,20,57,1,1,0,0,0,0,3,82,124,120
248,2,22,CHINA ,21,33,5,0,0,0,0,0,2,61,54,54
249,2,22,CHINA ,0,0,0,0,0,0,0,0,0,0,45,45
250,2,22,CHINA ,0,0,0,0,0,0,0,0,0,0,14,13
251,2,22,CHINA ,0,0,0,0,0,0,0,0,0,0,22,22
252,2,22,CHINA ,12,68,2,0,0,0,0,0,3,85,134,134
253,2,22,CHINA ,43,141,3,0,0,0,0,0,4,191,246,244
254,2,22,CHINA ,0,0,0,0,0,0,0,0,0,0,11,11
255,2,22,CHINA ,0,0,0,0,0,0,0,0,0,0,17,17
256,2,22,CHINA ,156,261,21,0,0,0,0,0,9,447,712,708
257,9,26,DR. ARROYO,57,253,5,75,0,0,0,0,17,407,645,643
258,9,26,DR. ARROYO,246,347,9,158,0,0,0,0,29,789,1324,1314
259,9,26,DR. ARROYO,121,262,2,114,0,0,0,0,17,516,799,795
260,9,26,DR. ARROYO,172,225,8,95,0,0,0,0,27,527,851,844
261,9,26,DR. ARROYO,126,258,4,100,0,0,0,0,14,502,829,822
262,9,26,DR. ARROYO,36,325,1,45,0,0,0,0,14,421,709,705
263,9,26,DR. ARROYO,72,163,3,57,0,0,0,0,25,320,662,657
264,9,26,DR. ARROYO,2,57,1,31,0,0,0,0,10,101,171,167
265,9,26,DR. ARROYO,11,155,0,83,0,0,0,0,0,249,521,517
266,9,26,DR. ARROYO,4,133,2,134,0,0,0,0,59,332,545,534
267,9,26,DR. ARROYO,5,51,5,111,0,0,0,0,19,191,343,340
268,9,26,DR. ARROYO,6,272,7,373,0,0,0,0,49,707,1171,1164
269,9,26,DR. ARROYO,5,152,4,136,0,0,0,0,37,334,529,528
270,9,26,DR. ARROYO,50,217,8,71,0,0,0,0,30,376,620,614
271,9,26,DR. ARROYO,7,246,6,228,0,0,0,0,74,561,1015,1008
272,9,26,DR. ARROYO,25,177,0,88,0,0,0,0,30,320,535,533
273,9,26,DR. ARROYO,11,147,0,76,0,0,0,0,29,263,412,410
274,9,26,DR. ARROYO,7,158,5,131,0,0,0,0,20,321,522,513
275,9,26,DR. ARROYO,43,342,6,25,0,0,0,0,37,453,741,725
276,9,26,DR. ARROYO,24,241,3,82,0,0,0,0,32,382,818,813
277,9,26,DR. ARROYO,53,283,3,63,0,0,0,0,0,402,711,704
278,9,26,DR. ARROYO,38,83,8,13,0,0,0,0,8,150,226,222
279,9,26,DR. ARROYO,28,178,30,25,0,0,0,0,25,286,472,462
280,9,26,DR. ARROYO,7,159,15,18,0,0,0,0,31,230,379,374
281,9,26,DR. ARROYO,10,145,0,5,0,0,0,0,7,167,245,244
282,9,26,DR. ARROYO,73,165,8,79,0,0,0,0,30,355,556,553
283,9,26,DR. ARROYO,34,180,3,54,0,0,0,0,19,290,545,540
284,9,26,DR. ARROYO,6,117,6,31,0,0,0,0,12,172,334,333
285,9,26,DR. ARROYO,9,77,1,52,0,0,0,0,12,151,251,251
286,9,26,DR. ARROYO,20,176,0,18,0,0,0,0,6,220,407,405
287,9,26,DR. ARROYO,15,183,1,15,0,0,0,0,5,219,422,420
288,9,26,DR. ARROYO,8,131,0,54,0,0,0,0,10,203,531,526
289,9,26,DR. ARROYO,20,170,3,23,0,0,0,0,8,224,426,421
290,9,26,DR. ARROYO,46,126,3,12,0,0,0,0,9,196,359,354
291,9,26,DR. ARROYO,37,204,6,21,1,1,0,0,19,289,515,511
292,9,26,DR. ARROYO,64,289,3,10,0,0,0,0,19,385,701,697
293,9,26,DR. ARROYO,25,99,4,4,0,0,0,0,9,141,205,203
294,2,22,DR. COSS,75,42,0,4,0,0,0,0,5,126,180,178
295,2,22,DR. COSS,337,218,0,14,0,0,0,0,2,571,784,776
296,2,22,DR. COSS,70,71,0,17,0,0,0,0,3,161,253,250
297,2,22,DR. COSS,20,42,0,6,0,0,0,0,1,69,104,103
298,2,22,DR. COSS,15,24,0,0,0,0,0,0,4,43,51,51
299,2,22,DR. COSS,24,47,0,4,0,0,0,0,11,86,137,136
300,2,22,DR. COSS,15,25,0,3,0,0,0,0,1,44,74,71
301,2,22,DR. COSS,10,60,0,1,0,0,0,0,1,72,77,76
302,2,22,DR. COSS,0,0,0,0,0,0,0,0,0,0,49,49
303,2,22,DR. COSS,65,83,0,7,0,0,0,0,0,155,249,244
304,2,22,DR. COSS,48,119,0,25,0,0,0,0,5,197,299,293
305,2,22,DR. GONZALEZ ,77,229,0,105,0,15,0,0,4,430,592,588
306,2,22,DR. GONZALEZ ,110,165,0,181,0,2,0,0,14,472,634,627
307,2,22,DR. GONZALEZ ,125,74,0,43,0,18,0,0,13,273,425,420
308,2,22,DR. GONZALEZ ,28,20,0,57,0,5,0,0,4,114,127,126
309,9,26,GALEANA,131,595,13,6,0,0,0,0,14,759,1357,1348
310,9,26,GALEANA,204,458,14,6,0,0,0,0,14,696,1142,1136
311,9,26,GALEANA,161,529,11,11,0,0,0,0,16,728,1246,1230
312,9,26,GALEANA,28,543,11,41,0,0,0,0,60,683,1145,1135
313,9,26,GALEANA,4,336,1,3,0,0,0,0,11,355,626,621
314,9,26,GALEANA,5,99,1,0,0,0,0,0,8,113,215,214
315,9,26,GALEANA,2,214,0,1,0,0,0,0,0,217,453,446
316,9,26,GALEANA,47,376,0,0,0,0,0,0,21,444,880,869
317,9,26,GALEANA,2,301,1,6,0,0,0,0,18,328,722,712
318,9,26,GALEANA,19,215,4,74,0,0,0,0,20,332,692,688
319,9,26,GALEANA,30,257,4,30,0,0,0,0,9,330,782,778
320,9,26,GALEANA,15,414,0,9,0,0,0,0,14,452,989,981
321,9,26,GALEANA,19,436,2,12,0,0,0,0,7,476,919,916
322,9,26,GALEANA,58,356,2,102,0,0,0,0,24,542,902,897
323,9,26,GALEANA,12,314,3,26,0,0,0,0,23,378,699,692
324,9,26,GALEANA,7,150,0,0,0,0,0,0,2,159,261,261
325,9,26,GALEANA,48,322,2,3,0,0,0,0,11,386,735,724
326,9,26,GALEANA,50,563,7,3,0,0,0,0,28,651,1131,1124
327,9,26,GALEANA,3,215,0,4,0,0,0,0,7,229,412,412
328,9,26,GALEANA,102,426,8,2,0,0,0,0,10,548,1002,988
329,9,26,GALEANA,43,322,12,5,0,0,0,0,16,398,887,879
330,9,26,GALEANA,2,74,1,10,0,0,0,0,4,91,209,207
331,9,26,GALEANA,32,127,5,0,0,0,0,0,9,173,368,362
332,9,26,GALEANA,12,218,6,3,0,0,0,0,11,250,502,498
333,9,26,GALEANA,4,90,0,0,0,0,0,0,0,94,176,175
334,9,26,GALEANA,35,250,4,5,0,0,0,0,11,305,644,636
335,9,26,GALEANA,9,191,5,0,0,0,0,0,9,214,341,338
336,9,26,GALEANA,29,242,2,1,0,0,0,0,8,282,463,460
337,9,26,GALEANA,9,117,2,1,0,0,0,0,1,130,210,208
338,9,26,GALEANA,13,99,4,1,0,0,0,0,3,120,263,258
339,9,26,GALEANA,19,71,1,1,0,0,0,0,8,100,196,195
340,9,26,GALEANA,36,285,7,5,0,0,0,0,11,344,744,739
341,9,26,GALEANA,3,152,0,1,0,0,0,0,6,162,271,271
342,9,26,GALEANA,23,472,4,7,0,0,0,0,11,517,920,915
343,9,26,GALEANA,68,566,3,31,0,0,0,0,16,684,1252,1238
344,9,26,GALEANA,7,104,1,1,0,0,0,0,3,116,200,195
345,9,26,GALEANA,2,283,7,44,0,0,0,0,42,378,748,741
346,1,20,GARCIA,79,129,577,56,0,6,0,0,18,865,1410,1404
347,1,20,GARCIA,307,798,1727,57,0,25,0,0,82,2996,5450,5342
348,1,20,GARCIA,195,129,426,27,0,7,0,0,8,792,1164,1156
349,1,20,GARCIA,115,130,598,14,0,4,0,0,17,878,1461,1446
350,1,20,GARCIA,116,154,875,28,0,9,0,0,44,1226,1996,1980
351,1,20,GARCIA,77,122,628,21,0,6,0,0,38,892,1424,1406
352,1,20,GARCIA,5,38,65,3,0,1,0,0,2,114,176,174
353,1,20,GARCIA,38,175,262,38,0,2,0,0,23,538,828,805
354,1,20,GARCIA,2,40,124,4,0,1,0,0,6,177,223,223
355,1,20,GARCIA,98,200,278,8,0,2,0,0,24,610,905,900
