Municipio,Seccion,Tipo Casilla,PAN,PRI_PVEM,PRD,PT_PC,PANAL,VALIDOS,NULOS,TOTAL,ListaNominal,
TENABO,441,C1,216,327,12,4,42,601,7,608,711,
TENABO,442,B,177,314,11,1,46,549,20,569,714,
TENABO,442,C1,221,278,6,5,46,556,23,579,714,
TENABO,443,B,173,351,15,7,32,578,8,586,708,
TENABO,443,C1,153,336,13,15,52,569,12,581,707,
TENABO,444,B,75,59,0,0,7,141,3,144,152,
TENABO,445,B,134,191,8,8,41,382,17,399,449,
TENABO,445,C1,149,167,6,1,57,380,15,395,449,
TENABO,446,B,27,34,2,1,6,70,6,76,94,
TENABO,447,B,112,173,1,3,46,335,4,339,370,
,,,,,,,,,,,,
ESCÁRCEGA,273,E1,100,63,15,10,5,193,4,197,283,
ESCÁRCEGA,356,B,169,171,7,11,1,359,18,377,519,
ESCÁRCEGA,356,C1,197,106,16,4,3,326,44,370,519,
ESCÁRCEGA,356,C2,166,157,20,11,5,359,14,373,518,
ESCÁRCEGA,357,B,167,203,19,2,0,391,23,414,573,
ESCÁRCEGA,358,B,100,115,7,1,3,226,5,231,305,
ESCÁRCEGA,361,B,233,140,7,6,0,386,27,413,638,
ESCÁRCEGA,361,C1,252,143,6,0,1,402,30,432,638,
ESCÁRCEGA,448,B,168,181,10,9,1,369,33,402,587,
ESCÁRCEGA,448,C1,137,183,11,16,7,354,33,387,587,
ESCÁRCEGA,448,C2,139,170,12,12,9,342,24,366,586,
ESCÁRCEGA,449,B,163,178,8,16,3,368,19,387,623,
ESCÁRCEGA,449,C1,128,196,12,21,6,363,21,384,622,
ESCÁRCEGA,450,B,149,173,9,19,4,354,1,355,562,
ESCÁRCEGA,450,C1,153,172,13,6,2,346,4,350,562,
ESCÁRCEGA,451,B,158,151,12,6,6,333,19,352,526,
ESCÁRCEGA,451,C1,152,125,6,14,4,301,27,328,525,
ESCÁRCEGA,451,C2,141,148,9,8,2,308,23,331,525,
ESCÁRCEGA,452,B,156,213,19,5,11,404,21,425,629,
ESCÁRCEGA,453,B,112,136,8,8,6,270,10,280,395,
ESCÁRCEGA,453,C1,110,136,8,2,4,260,12,272,394,
ESCÁRCEGA,454,B,143,201,7,8,7,366,26,392,583,
ESCÁRCEGA,454,C1,142,168,9,13,7,339,25,364,583,
ESCÁRCEGA,454,C2,127,196,11,10,3,347,12,359,583,
ESCÁRCEGA,455,B,104,264,16,9,4,397,27,424,706,
ESCÁRCEGA,455,C1,126,216,15,13,6,376,34,410,705,
ESCÁRCEGA,456,B,82,161,3,5,3,254,8,262,418,
ESCÁRCEGA,456,C1,89,125,3,3,5,225,10,235,417,
ESCÁRCEGA,457,B,158,271,21,6,9,465,23,488,698,
ESCÁRCEGA,458,B,110,152,6,12,3,283,23,306,456,
ESCÁRCEGA,458,C1,115,161,4,10,4,294,10,304,456,
ESCÁRCEGA,459,B,84,149,9,5,5,252,17,269,402,
ESCÁRCEGA,459,C1,76,152,7,10,4,249,18,267,402,
ESCÁRCEGA,460,B,169,214,8,6,12,409,8,417,687,
ESCÁRCEGA,460,S,14,12,1,0,1,28,2,30,250,
,,,,,,,,,,,,
ESCÁRCEGA,461,B,133,161,9,7,0,310,23,333,484,
ESCÁRCEGA,461,C1,118,152,6,13,2,291,11,302,483,
ESCÁRCEGA,462,B,131,121,4,3,5,264,16,280,475,
ESCÁRCEGA,462,C1,142,132,10,4,3,291,16,307,475,
ESCÁRCEGA,463,B,152,171,9,11,2,345,9,354,545,
ESCÁRCEGA,463,C1,146,182,6,12,6,352,19,371,544,
ESCÁRCEGA,464,B,125,159,15,6,2,307,25,332,531,
ESCÁRCEGA,464,C1,141,144,11,8,14,318,22,340,531,
ESCÁRCEGA,464,C2,127,167,8,6,11,319,22,341,530,
ESCÁRCEGA,465,B,108,70,10,5,4,197,10,207,279,
ESCÁRCEGA,466,B,53,70,3,2,1,129,7,136,228,
ESCÁRCEGA,466,E1,21,98,0,4,2,125,4,129,159,
ESCÁRCEGA,467,B,84,238,8,10,2,342,21,363,567,
ESCÁRCEGA,468,B,113,154,20,5,2,294,23,317,517,
ESCÁRCEGA,468,C1,133,140,25,5,2,305,24,329,517,
ESCÁRCEGA,468,C2,124,133,17,2,3,279,20,299,516,
ESCÁRCEGA,469,B,206,143,13,18,2,382,18,400,598,
ESCÁRCEGA,470,B,114,175,14,13,3,319,18,337,510,
ESCÁRCEGA,470,C1,119,180,7,17,0,323,17,340,510,
ESCÁRCEGA,471,B,93,244,35,16,11,399,19,418,641,
ESCÁRCEGA,471,E1,93,89,85,29,0,296,49,345,436,
ESCÁRCEGA,475,B,137,94,11,3,8,253,13,266,442,
ESCÁRCEGA,475,C1,115,117,9,9,11,261,16,277,441,
ESCÁRCEGA,476,B,132,94,10,2,2,240,10,250,402,
ESCÁRCEGA,476,C1,116,118,8,2,4,248,4,252,402,
ESCÁRCEGA,477,B,152,114,19,9,8,302,23,325,515,
ESCÁRCEGA,477,C1,174,112,13,13,8,320,3,323,514,
ESCÁRCEGA,480,B,95,117,11,17,2,242,16,258,386,
ESCÁRCEGA,480,C1,82,157,13,2,4,258,12,270,386,
ESCÁRCEGA,481,B,121,137,35,4,0,297,11,308,514,
ESCÁRCEGA,481,C1,109,145,39,4,1,298,8,306,513,
ESCÁRCEGA,482,B,166,162,20,7,5,360,18,378,558,
ESCÁRCEGA,485,B,206,141,22,6,2,377,20,397,589,
ESCÁRCEGA,489,B,127,157,32,15,3,334,18,352,575,
ESCÁRCEGA,489,C1,154,141,15,5,4,319,22,341,575,
,,,,,,,,,,,,
ESCÁRCEGA,489,C2,136,152,16,2,6,312,9,321,574,
,,,,,,,,,,,,
CANDELARIA,273,B,181,106,16,52,9,364,17,381,571,
CANDELARIA,273,C1,165,103,16,48,12,344,16,360,571,
CANDELARIA,273,C2,193,80,10,41,5,329,29,358,570,
CANDELARIA,273,E2,28,108,2,6,5,149,12,161,262,
CANDELARIA,273,E3,79,120,28,45,1,273,18,291,441,
CANDELARIA,274,B,120,179,4,33,5,341,17,358,526,
CANDELARIA,274,C1,127,198,5,40,6,376,12,388,525,
CANDELARIA,275,B,181,140,4,23,2,350,18,368,535,
CANDELARIA,276,B,71,110,5,35,4,225,16,241,340,
CANDELARIA,277,B,233,202,9,38,1,483,19,502,732,
CANDELARIA,277,C1,267,172,5,33,3,480,32,512,731,
CANDELARIA,278,B,154,83,9,8,10,264,18,282,423,
CANDELARIA,278,E1,104,98,2,13,0,217,22,239,325,
CANDELARIA,278,E2,125,113,10,36,6,290,35,325,571,
CANDELARIA,278,E2C1,113,151,15,23,4,306,42,348,571,
CANDELARIA,278,E2C2,123,140,14,26,6,309,16,325,570,
CANDELARIA,279,B,122,164,6,70,5,367,15,382,589,
CANDELARIA,279,C1,155,136,6,59,10,366,21,387,589,
CANDELARIA,279,C2,145,167,5,43,8,368,13,381,589,
CANDELARIA,280,B,127,167,3,46,8,351,27,378,639,
CANDELARIA,280,C1,167,168,5,41,9,390,17,407,638,
CANDELARIA,281,B,124,155,7,38,6,330,20,350,587,
CANDELARIA,281,C1,170,122,4,51,8,355,19,374,586,
CANDELARIA,282,B,105,133,6,41,7,292,18,310,482,
CANDELARIA,282,C1,115,126,11,26,4,282,26,308,482,
CANDELARIA,283,B,110,145,7,35,12,309,18,327,530,
CANDELARIA,283,C1,103,146,9,34,6,298,17,315,529,
CANDELARIA,283,C2,133,138,8,32,15,326,16,342,529,
CANDELARIA,285,B,120,127,13,54,4,318,20,338,494,
CANDELARIA,285,E1,70,38,0,18,1,127,7,134,209,
CANDELARIA,286,B,92,67,1,9,0,169,9,178,302,
CANDELARIA,287,B,101,91,2,19,5,218,10,228,312,
CANDELARIA,288,B,79,88,10,39,1,217,10,227,445,
CANDELARIA,289,B,88,165,16,75,7,351,18,369,623,
CANDELARIA,289,E1,122,85,7,18,4,236,11,247,426,
,,,,,,,,,,,,
CANDELARIA,290,B,28,26,0,8,1,63,4,67,124,
CANDELARIA,291,B,124,107,16,79,6,332,23,355,561,
CANDELARIA,291,C1,118,131,12,71,14,346,19,365,561,
CANDELARIA,292,B,186,143,5,36,3,373,18,391,545,
CANDELARIA,293,B,92,95,4,15,6,212,10,222,355,
CANDELARIA,293,E1,177,171,11,24,7,390,19,409,614,
CANDELARIA,294,B,47,26,2,16,1,92,6,98,159,
CANDELARIA,295,B,97,102,17,58,8,282,19,301,527,
CANDELARIA,295,C1,123,74,25,54,10,286,18,304,526,
CANDELARIA,296,B,126,156,10,89,2,383,38,421,636,
CANDELARIA,297,B,181,162,12,46,2,403,27,430,672,
CANDELARIA,298,B,78,117,14,60,2,271,31,302,456,
CANDELARIA,298,C1,100,90,13,69,3,275,11,286,456,
CANDELARIA,299,B,133,135,9,51,3,331,18,349,487,
CANDELARIA,299,C1,93,147,10,44,2,296,26,322,486,
CANDELARIA,300,B,81,81,21,76,9,268,21,289,435,
CANDELARIA,301,B,111,155,13,67,2,348,16,364,505,
CANDELARIA,301,C1,123,127,14,64,2,330,22,352,505,
CANDELARIA,302,B,62,72,15,20,0,169,9,178,275,
CANDELARIA,490,B,80,84,4,24,4,196,20,216,297,
,,,,,,,,,,,,
CALAKMUL,359,B,93,170,4,15,25,307,3,310,390,
CALAKMUL,359,C1,117,142,7,18,15,299,9,308,390,
CALAKMUL,360,B,147,176,17,11,47,398,14,412,568,
CALAKMUL,360,C1,155,165,14,13,33,380,17,397,568,
CALAKMUL,362,B,86,79,15,11,45,236,24,260,370,
CALAKMUL,362,E1,55,132,8,51,7,253,26,279,409,
CALAKMUL,413,E1,36,49,0,0,5,90,5,95,116,
CALAKMUL,414,B,69,77,6,11,5,168,4,172,220,
CALAKMUL,415,B,247,224,13,21,33,538,22,560,738,
CALAKMUL,415,E1,208,229,23,41,38,539,27,566,737,
CALAKMUL,416,B,49,32,7,10,11,109,7,116,153,
CALAKMUL,417,B,190,180,5,37,26,438,23,461,706,
CALAKMUL,417,C1,206,181,4,34,17,442,17,459,706,
CALAKMUL,417,C2,204,145,88,21,46,424,26,450,706,
CALAKMUL,417,C3,158,188,8,31,24,409,28,437,705,
CALAKMUL,417,E1,78,137,2,12,4,233,13,246,303,
CALAKMUL,417,S,10,16,0,6,2,34,0,34,250,
CALAKMUL,418,B,40,30,5,6,1,82,1,83,116,
CALAKMUL,419,B,88,93,15,29,4,229,13,242,368,
CALAKMUL,420,B,31,41,78,19,7,176,13,189,237,
CALAKMUL,421,B,147,127,9,49,3,335,19,354,506,
CALAKMUL,421,C1,161,89,13,77,5,345,21,366,506,
CALAKMUL,421,C2,161,89,13,77,5,345,21,366,506,
CALAKMUL,422,B,44,61,12,97,6,220,27,247,390,
CALAKMUL,422,C1,48,104,4,55,20,231,13,244,390,
CALAKMUL,423,B,100,56,0,10,1,167,13,180,218,
CALAKMUL,424,B,105,91,8,34,3,241,19,260,402,
CALAKMUL,425,B,80,105,26,3,13,227,15,242,431,
CALAKMUL,425,C1,104,109,20,11,14,258,7,265,430,
CALAKMUL,426,B,126,119,15,64,8,332,24,356,475,
CALAKMUL,426,E1,203,120,11,39,20,393,22,415,628,
CALAKMUL,426,E1C1,175,118,8,67,15,383,35,418,627,
CALAKMUL,427,B,116,168,28,33,2,347,23,370,574,
CALAKMUL,427,C1,90,173,14,39,10,326,24,350,573,
