"seccion","casilla","pan","pri","prd","pvem","pt","mc","morena","na","pes","mas","progresa","rsp","c_pan_pri_prd_rsp","c_pan_pri_prd","c_pan_pri_rsp","c_pan_prd_rsp","c_pri_prd_rsp","c_pan_pri","c_pan_prd","c_pan_rsp","c_pri_prd","c_pri_rsp","c_prd_rsp","no_registrados","num_votos_nulos","tot_votos","l_nominal","municipality","source_file","c_morena_na_pes_mas","c_morena_na_pes","c_morena_na_mas","c_morena_pes_mas","c_na_pes_mas","c_morena_na","c_morena_pes","c_morena_mas","c_na_pes","c_na_mas","c_pes_mas","c_mc_progresa","cand_ind_luis_armando_jaime_maldonado","cand_ind_andres_tapia_franco","cand_ind_perseo_quiroz_rendon"
"774","B1",4,8,1,105,122,17,12,3,7,6,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,300,424,"TOTOLAPÁN","Registro de Computos TOTOLAPÁN  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA
"775","B1",0,4,2,90,118,7,8,1,5,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,3,247,282,"TOTOLAPÁN","Registro de Computos TOTOLAPÁN  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",0,0,0,0,0,0,0,1,0,0,0,1,NA,NA,NA
"Totales","",24,79,12,2553,2886,200,186,59,108,16,52,15,10,5,1,0,0,4,0,0,0,1,0,46,161,6441,8976,"TOTOLAPÁN","Registro de Computos TOTOLAPÁN  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",5,0,0,0,0,4,2,1,1,0,0,10,NA,NA,NA
"776","B1",21,56,17,8,41,3,89,1,0,1,1,54,8,0,1,0,0,5,0,1,2,2,0,0,25,346,658,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",4,1,2,0,0,1,2,0,0,0,0,NA,NA,NA,NA
"776","C1",30,70,21,8,53,12,90,3,2,1,2,57,17,0,0,0,0,0,0,0,0,0,0,1,15,384,658,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",0,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"776","C2",25,85,15,6,44,6,66,1,5,6,2,43,10,10,0,0,0,6,0,0,0,0,0,0,20,357,658,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",7,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"777","B1",24,73,14,10,92,5,57,1,1,0,0,26,10,10,0,0,0,0,1,0,0,0,0,0,0,326,707,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA
"777","C1",21,80,20,13,69,5,71,3,2,0,0,17,9,5,0,0,0,2,0,1,0,0,0,0,20,341,707,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",3,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"777","C2",22,88,11,8,66,10,82,1,1,3,1,18,13,4,0,0,0,3,1,0,0,0,0,0,18,360,707,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",5,2,1,0,0,0,1,0,1,0,0,NA,NA,NA,NA
"777","C3",23,102,18,16,76,7,67,4,1,0,1,19,2,0,0,0,0,0,0,0,0,0,0,0,8,352,707,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",8,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"777","C4",21,85,15,8,71,11,59,3,0,0,0,30,9,5,0,0,0,2,0,0,4,0,0,0,11,337,707,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",2,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"777","C5",25,95,14,7,64,5,88,3,0,1,0,23,6,2,0,0,1,4,2,0,2,2,1,0,25,374,706,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",2,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA
"777","C6",21,90,7,11,70,9,70,1,1,1,3,24,6,11,1,1,1,1,0,0,0,0,0,0,18,356,706,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",0,2,0,0,0,2,1,1,0,3,0,NA,NA,NA,NA
"778","B1",18,101,14,10,67,2,61,5,2,0,0,16,4,5,0,0,0,6,1,0,1,0,0,0,12,330,638,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",5,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"778","C1",21,76,19,2,67,5,78,9,2,0,0,11,8,8,0,0,0,0,1,0,0,1,0,0,14,325,638,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"778","C2",29,91,13,6,74,1,90,2,3,0,1,9,10,9,2,0,1,0,0,0,0,0,1,0,15,363,637,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",6,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"778","E1",50,78,17,6,41,11,57,4,2,0,1,2,8,6,4,0,0,2,0,0,0,0,0,0,15,308,594,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",2,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"779","B1",35,171,12,5,44,7,89,4,2,3,1,17,13,12,0,0,0,2,0,0,1,0,0,0,12,438,719,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",6,0,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"779","C1",31,162,15,9,50,4,110,7,3,1,0,19,13,4,3,1,0,2,0,0,0,0,0,0,16,460,718,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",4,0,1,1,0,1,1,1,0,1,0,NA,NA,NA,NA
"780","B1",20,91,3,7,65,7,68,18,3,0,1,6,9,12,1,0,0,1,0,0,0,0,0,0,12,340,532,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",6,0,3,3,0,4,0,0,0,0,0,NA,NA,NA,NA
"780","C1",24,105,1,6,64,7,74,9,2,1,1,11,3,5,1,0,0,2,0,0,0,0,0,0,11,330,532,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"780","C2",25,112,9,6,57,6,79,6,3,1,1,6,10,9,0,0,0,2,1,1,1,1,0,0,9,351,531,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",5,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA
"781","B1",16,129,12,7,63,4,123,11,1,1,1,23,8,3,1,0,0,0,0,0,0,0,0,0,8,419,642,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",4,0,0,0,1,2,1,0,0,0,0,NA,NA,NA,NA
"781","C1",34,140,16,7,31,3,101,12,0,1,0,24,18,0,0,0,0,0,0,0,0,0,0,0,8,408,642,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",13,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"781","C2",30,149,11,8,46,4,120,10,0,3,0,12,3,5,2,0,0,3,1,0,0,1,0,0,6,426,641,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",9,0,0,0,1,0,1,0,1,0,0,NA,NA,NA,NA
"782","B1",24,142,4,1,54,2,156,26,5,3,0,7,10,6,0,0,0,0,0,0,0,1,0,0,5,462,656,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",7,2,1,0,0,3,0,0,1,2,0,NA,NA,NA,NA
"782","C1",27,126,12,6,70,0,132,21,2,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,15,426,655,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"782","S1",5,10,0,1,7,1,9,0,0,1,0,1,1,2,1,0,0,2,0,0,0,0,0,0,2,43,0,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"784","B1",12,79,11,4,74,6,53,6,12,0,0,6,12,2,2,0,0,0,0,0,0,0,0,0,24,309,715,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",5,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA
"784","C1",21,69,10,6,89,7,62,3,11,1,1,9,5,6,0,0,0,0,2,0,1,0,0,0,13,320,715,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",1,1,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA
"784","C2",12,79,11,4,74,6,53,6,12,0,0,6,2,12,1,0,0,2,0,0,0,0,0,0,24,304,715,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"784","C3",15,110,21,4,111,7,52,4,9,3,1,10,9,1,1,1,0,0,0,0,1,1,0,0,27,398,715,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",5,1,0,0,0,0,2,1,0,0,1,NA,NA,NA,NA
"784","C4",21,81,10,5,81,7,59,2,4,2,0,8,15,8,0,0,0,3,0,0,0,0,0,0,17,325,715,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"785","B1",20,95,12,5,57,1,35,1,9,3,0,11,8,0,0,0,1,0,0,0,4,4,0,0,15,289,544,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",6,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA
"785","C1",22,109,1,4,21,9,38,1,10,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,14,243,543,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"786","B1",47,128,10,12,66,7,67,3,1,1,0,11,8,6,0,2,0,0,0,0,1,0,1,0,14,389,610,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",4,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"786","C1",26,118,9,13,79,8,59,3,1,0,1,16,10,4,0,0,0,4,2,0,0,3,0,0,22,386,610,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",5,0,0,0,0,3,0,0,0,0,0,NA,NA,NA,NA
"786","C2",33,121,14,16,53,3,67,2,2,0,0,12,10,0,1,0,7,0,0,0,2,0,0,0,10,358,609,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",3,0,0,0,0,0,0,0,2,0,0,NA,NA,NA,NA
"787","B1",19,104,9,8,73,5,97,3,1,1,0,12,7,7,2,0,0,1,0,0,0,2,0,0,15,375,619,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",3,0,2,0,0,1,2,0,0,0,1,NA,NA,NA,NA
"787","C1",36,85,10,16,75,6,73,5,1,2,0,7,19,0,0,0,0,0,0,0,0,0,0,0,11,352,618,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",6,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"787","C2",33,89,7,8,78,5,89,11,2,1,1,12,5,7,1,0,2,1,0,0,0,0,0,0,0,364,618,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",8,0,0,0,1,2,0,1,0,0,0,NA,NA,NA,NA
"787","C3",24,101,1,13,80,2,81,4,4,1,0,4,8,8,2,0,0,3,0,0,2,3,0,0,22,370,618,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",4,0,0,0,0,1,1,1,0,0,0,NA,NA,NA,NA
"788","B1",28,125,5,4,55,9,78,3,1,3,1,28,7,2,0,0,0,27,1,0,0,0,0,0,7,390,545,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",5,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"788","C1",35,98,7,8,46,6,110,7,4,2,0,20,4,6,0,0,1,3,2,0,0,1,0,0,7,376,545,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",5,1,2,0,1,0,0,0,0,0,0,NA,NA,NA,NA
"788","C2",32,106,7,2,54,1,102,9,3,2,0,6,4,2,0,0,0,0,1,0,0,0,0,0,16,353,545,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",4,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA
"789","B1",46,91,5,8,49,2,57,7,0,3,0,21,7,6,0,0,0,3,0,0,0,1,0,0,8,323,515,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",4,1,1,0,0,2,0,0,0,1,0,NA,NA,NA,NA
"789","C1",39,81,8,9,42,2,65,6,2,1,0,26,10,12,0,0,0,2,0,0,0,0,0,0,10,320,515,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",5,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"790","B1",35,109,7,8,51,3,105,7,3,1,0,12,8,14,0,0,0,3,1,0,0,1,0,0,9,383,659,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",5,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"790","C1",39,108,9,5,63,2,93,6,3,3,0,15,18,0,0,0,0,1,2,1,0,0,0,0,0,378,659,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",4,0,1,0,2,3,0,0,0,0,0,NA,NA,NA,NA
"790","C2",24,138,6,6,65,5,101,7,1,1,2,17,6,6,0,0,0,1,1,0,0,0,0,0,13,409,659,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",7,0,0,0,0,2,0,0,0,0,0,NA,NA,NA,NA
"791","B1",63,94,9,29,52,0,82,3,2,1,0,16,6,3,0,1,0,2,2,0,1,0,0,0,13,382,712,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",1,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA
"791","C1",40,95,6,29,83,6,89,2,0,3,1,13,8,4,0,0,0,5,0,0,0,0,1,0,14,403,711,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",3,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA
"791","C2",62,83,13,46,24,4,97,6,2,3,0,19,8,3,0,1,0,2,2,0,0,2,0,0,8,392,711,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",4,0,0,0,0,2,0,1,0,0,0,NA,NA,NA,NA
"791","C3",55,99,9,29,52,8,79,3,1,5,0,12,11,5,1,0,0,5,1,0,0,0,0,0,18,407,711,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",6,0,1,1,0,5,0,1,0,0,0,NA,NA,NA,NA
"791","C4",50,106,6,37,51,2,102,2,0,3,0,28,7,6,1,0,0,3,1,0,0,1,0,0,11,426,711,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",4,2,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA
"791","C5",47,75,10,32,52,3,88,3,0,2,0,18,21,0,0,0,0,0,0,0,0,0,0,0,21,384,711,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",12,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"792","B1",55,100,7,38,51,2,81,4,1,1,0,9,0,10,3,0,0,3,0,0,0,0,0,0,16,389,632,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",6,1,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA
"792","C1",54,88,2,55,57,1,94,1,1,5,0,10,3,6,0,0,0,3,0,0,0,0,0,0,14,403,631,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",0,7,0,0,0,2,0,0,0,0,0,NA,NA,NA,NA
"792","C2",50,86,4,49,82,0,81,5,2,1,0,15,8,6,1,0,0,6,0,0,0,2,0,0,10,419,631,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",8,0,0,0,0,2,1,0,0,0,0,NA,NA,NA,NA
"793","B1",16,133,24,10,63,9,121,9,3,0,0,4,0,2,4,0,0,1,1,0,0,0,0,0,13,415,685,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"793","C1",23,115,22,8,71,3,110,8,1,0,1,7,0,5,1,0,0,2,0,0,1,3,0,0,0,387,685,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",3,0,0,0,0,1,0,0,0,2,0,NA,NA,NA,NA
"794","B1",62,98,19,7,81,13,117,6,3,1,1,3,2,7,0,0,0,3,0,0,0,1,0,0,11,442,741,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",6,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA
"794","C1",43,111,14,10,71,11,105,4,2,0,3,5,4,6,0,0,0,1,0,0,1,0,0,0,23,426,741,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",7,0,0,1,0,2,1,0,0,1,0,NA,NA,NA,NA
"794","C2",58,119,14,11,64,12,106,1,0,0,3,7,6,10,0,0,0,1,0,0,0,0,0,0,18,433,741,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",2,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA
"794","C3",40,102,12,9,66,9,125,2,1,1,1,8,7,6,1,0,0,0,0,0,2,1,0,0,13,412,741,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",4,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,NA
"794","C4",38,72,17,9,66,4,126,5,1,5,0,10,4,6,1,0,0,1,0,0,0,0,0,0,14,381,740,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",0,0,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"794","C5",66,89,10,9,80,8,108,3,1,1,1,15,8,11,0,0,0,2,0,0,0,0,0,1,18,440,740,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",5,0,2,0,0,1,1,0,0,0,0,NA,NA,NA,NA
"795","B1",15,88,21,16,69,6,123,9,3,3,2,12,4,1,0,1,0,0,0,0,1,1,0,0,16,398,631,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",3,0,1,0,0,0,2,1,0,0,0,NA,NA,NA,NA
"795","C1",7,105,21,9,54,5,133,7,2,2,1,3,14,0,0,0,0,0,0,0,0,0,0,0,9,376,631,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",4,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"795","C2",11,83,18,6,91,1,130,4,3,2,2,6,2,4,1,0,0,0,0,0,2,0,0,0,13,387,631,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",3,0,1,0,0,3,1,0,0,0,0,NA,NA,NA,NA
"795","C3",21,106,9,16,70,1,116,0,0,0,0,0,5,4,0,0,0,2,1,0,0,0,1,0,11,365,631,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",1,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA
"796","B1",18,96,11,4,73,3,108,3,1,1,1,10,1,7,0,0,0,2,0,0,0,0,0,0,17,361,630,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",2,0,1,0,0,2,0,0,0,0,0,NA,NA,NA,NA
"796","C1",16,92,9,7,47,6,113,4,0,2,1,9,18,8,2,0,0,2,0,0,1,1,0,0,9,359,630,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",6,1,0,0,0,3,0,2,0,0,0,NA,NA,NA,NA
"796","C2",17,108,6,12,42,6,113,0,1,1,0,12,3,11,0,0,0,4,2,0,2,0,0,0,19,367,629,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",4,1,0,0,0,1,0,0,0,0,2,NA,NA,NA,NA
"796","C3",16,97,13,6,57,8,125,3,1,0,0,9,8,4,0,0,0,1,0,0,0,0,0,0,25,380,629,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",5,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA
"796","S1",11,13,4,2,7,1,11,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,56,0,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"797","B1",18,81,8,6,98,7,58,1,4,1,1,4,9,0,0,0,0,0,0,0,0,0,0,0,11,322,638,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",4,0,0,0,0,0,0,11,0,0,0,NA,NA,NA,NA
"797","C1",20,90,7,1,100,8,61,3,14,1,1,5,11,6,0,0,0,0,0,0,1,1,0,0,0,338,638,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",3,0,1,0,0,2,2,0,0,0,0,NA,NA,NA,NA
"797","C2",21,87,9,7,120,7,65,4,2,3,0,14,7,3,0,0,0,0,0,0,0,0,0,0,25,381,638,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",3,1,0,0,0,2,1,0,0,0,0,NA,NA,NA,NA
"797","C3",15,86,8,6,75,7,71,4,11,0,0,10,0,14,0,0,0,0,0,0,1,0,0,0,9,323,638,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",3,0,0,0,0,2,0,1,0,0,0,NA,NA,NA,NA
"797","C4",8,81,7,4,90,11,78,5,11,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,321,638,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",9,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"798","B1",31,107,18,3,80,5,43,3,9,1,0,18,8,4,4,1,0,5,1,0,0,2,0,0,27,378,741,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",3,1,2,0,1,0,0,0,0,1,0,NA,NA,NA,NA
"798","C1",37,104,22,3,78,4,46,3,18,1,0,14,0,21,0,0,0,0,0,0,0,0,0,0,16,371,741,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",0,0,0,4,0,0,0,0,0,0,0,NA,NA,NA,NA
"798","C2",41,117,15,6,79,4,49,2,6,1,0,9,0,15,0,0,3,5,1,0,1,0,0,0,23,380,741,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",3,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"914","B1",66,151,11,10,69,6,96,17,2,0,0,6,10,0,0,0,0,1,13,0,0,0,0,0,13,478,700,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",0,1,5,0,0,1,0,0,0,0,0,NA,NA,NA,NA
"914","C1",50,179,10,4,67,4,108,12,3,1,1,2,8,11,2,0,0,2,0,0,2,0,0,0,12,484,700,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",4,1,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA
"914","C2",51,176,8,6,40,8,92,7,2,2,1,9,9,5,0,0,2,2,0,0,2,0,0,1,13,448,699,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",10,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA
"914","C3",59,153,11,13,48,4,105,12,1,1,2,9,11,7,0,0,0,1,0,0,4,0,0,0,0,455,699,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",8,1,0,1,0,2,0,0,1,1,0,NA,NA,NA,NA
"915","B1",68,107,13,3,49,7,80,5,0,0,0,7,11,6,0,0,0,0,0,0,0,0,0,0,11,376,624,"XOCHITEPEC","Registro de Computos XOCHITEPEC  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",7,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA
