CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,PUP,NA,MORENA,ES,PSD,PMR,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,C_COMUN_PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,C_COMUN_PRD_MC_PUP,PRD_MC,PRD_PUP,MC_PUP,C_COMUN_PRI_PVEM,C_COMUN_PRI_NA,C_COMUN_PVEM_NA,C_COMUN_PRD_MC,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,427,SANTA MARIA PETAPA,1895,B,1,0,B,2,149,3,19,23,0,0,0,170,1,,,0,0,0,0,,,,,1,0,0,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,370,0,8,378,474,Recuento,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,427,SANTA MARIA PETAPA,1895,C,1,0,C01,2,135,6,23,31,1,0,1,169,1,,,0,0,0,0,,,,,1,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,370,0,5,375,474,Recuento,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,427,SANTA MARIA PETAPA,1895,E,1,0,E01,3,136,19,40,16,0,0,2,97,1,,,1,0,0,0,,,,,0,0,0,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,316,0,8,324,383,Recuento,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,427,SANTA MARIA PETAPA,1896,B,1,0,B,8,173,18,42,31,2,0,0,226,1,,,0,0,0,0,,,,,4,1,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,506,0,11,517,657,Cotejo,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,427,SANTA MARIA PETAPA,1897,B,1,0,B,1,48,4,29,48,1,0,3,307,7,,,0,0,0,0,,,,,5,7,0,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,463,0,11,474,606,Recuento,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,481,SANTIAGO NILTEPEC,2077,B,1,0,B,3,100,44,,41,2,4,,38,1,151,,0,0,0,0,,,,,3,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389,0,13,402,542,Recuento,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,481,SANTIAGO NILTEPEC,2078,B,1,0,B,3,229,94,,23,0,15,,57,0,152,,3,0,0,0,,,,,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579,0,19,598,747,Recuento,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,481,SANTIAGO NILTEPEC,2079,B,1,0,B,8,167,52,,27,1,4,,30,0,86,,1,2,0,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379,0,17,396,498,Recuento,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,481,SANTIAGO NILTEPEC,2079,C,1,0,C01,4,189,36,,22,2,3,,37,0,103,,2,0,0,0,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,0,8,409,497,Recuento,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,481,SANTIAGO NILTEPEC,2080,B,1,0,B,2,111,34,,23,1,4,,31,0,141,,0,1,0,0,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,0,16,365,427,Cotejo,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,481,SANTIAGO NILTEPEC,2080,E,1,0,E01,2,112,19,,45,0,0,,20,0,63,,1,0,0,0,,,,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,0,10,273,319,Recuento,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,481,SANTIAGO NILTEPEC,2081,B,1,0,B,2,132,41,,40,1,2,,39,0,91,,0,0,0,0,,,,,0,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,0,25,377,461,Recuento,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,481,SANTIAGO NILTEPEC,2082,B,1,0,B,0,49,17,,5,0,2,,7,0,75,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,0,7,162,182,Recuento,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,481,SANTIAGO NILTEPEC,2083,B,1,0,B,25,117,97,,35,8,5,,45,4,99,,0,2,0,1,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,0,5,444,538,Cotejo,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,509,SANTO DOMINGO INGENIO,2180,B,1,0,B,2,156,2,3,2,0,,7,111,1,,,0,0,0,0,,,,,5,1,0,1,,,,,2,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,0,9,307,427,Recuento,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,509,SANTO DOMINGO INGENIO,2180,C,1,0,C01,2,163,1,7,2,6,,5,95,2,,,0,0,0,0,,,,,1,0,1,1,,,,,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,0,13,303,427,Recuento,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,509,SANTO DOMINGO INGENIO,2181,B,1,0,B,7,182,1,10,1,6,,9,205,0,,,0,0,0,0,,,,,2,2,0,0,,,,,6,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434,0,19,453,659,Recuento,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,509,SANTO DOMINGO INGENIO,2181,C,1,0,C01,6,165,1,9,0,0,,14,215,2,,,0,0,0,0,,,,,1,0,0,1,,,,,6,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,0,14,437,659,Recuento,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,509,SANTO DOMINGO INGENIO,2181,C,2,0,C02,2,218,4,5,5,5,,14,178,2,,,0,0,0,0,,,,,1,1,0,0,,,,,3,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,0,22,462,659,Recuento,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,509,SANTO DOMINGO INGENIO,2182,B,1,0,B,2,182,2,4,7,2,,16,163,0,,,0,0,0,0,,,,,0,3,0,0,,,,,3,6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391,0,22,413,578,Recuento,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,509,SANTO DOMINGO INGENIO,2182,C,1,0,C01,6,183,0,16,4,2,,4,189,2,,,0,0,0,0,,,,,1,0,0,0,,,,,2,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415,0,11,426,578,Cotejo,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,509,SANTO DOMINGO INGENIO,2182,C,2,0,C02,1,170,0,9,4,2,,7,186,1,,,0,0,0,0,,,,,1,0,0,0,,,,,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,0,25,409,578,Recuento,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,509,SANTO DOMINGO INGENIO,2183,B,1,0,B,1,254,3,8,4,2,,8,203,2,,,0,0,0,0,,,,,3,1,0,0,,,,,4,6,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,0,11,512,658,Recuento,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,509,SANTO DOMINGO INGENIO,2184,B,1,0,B,2,210,2,7,2,0,,3,128,0,,,0,0,0,0,,,,,1,0,0,0,,,,,5,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,0,9,373,569,Recuento,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,509,SANTO DOMINGO INGENIO,2184,C,1,0,C01,1,207,6,5,5,3,,4,110,0,,,0,0,0,0,,,,,0,0,0,0,,,,,10,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,0,17,374,569,Cotejo,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,509,SANTO DOMINGO INGENIO,2184,E,1,0,E01,1,87,0,0,5,0,,3,64,0,,,0,0,0,0,,,,,0,0,0,0,,,,,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,0,4,166,206,Recuento,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,525,SANTO DOMINGO ZANATEPEC,2249,B,1,0,B,20,111,26,18,3,37,1,43,106,3,,,5,1,0,2,,,,,2,1,0,0,,,,,7,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391,0,17,408,534,Recuento,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,525,SANTO DOMINGO ZANATEPEC,2249,C,1,0,C01,20,130,17,10,3,36,0,47,129,2,,,4,0,0,2,,,,,1,1,0,0,,,,,9,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413,0,7,420,533,Recuento,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,525,SANTO DOMINGO ZANATEPEC,2250,B,1,0,B,15,160,27,21,11,33,1,33,155,4,,,2,0,0,0,,,,,1,1,0,1,,,,,10,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478,0,19,497,666,Recuento,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,525,SANTO DOMINGO ZANATEPEC,2250,C,1,0,C01,9,151,29,32,4,29,1,59,155,6,,,3,1,0,1,,,,,1,0,0,0,,,,,5,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,0,12,500,665,Recuento,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,525,SANTO DOMINGO ZANATEPEC,2251,B,1,0,B,21,127,19,17,4,15,1,74,125,6,,,3,0,0,0,,,,,0,1,0,0,,,,,13,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427,0,11,438,627,Recuento,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,525,SANTO DOMINGO ZANATEPEC,2251,C,1,0,C01,9,142,17,11,4,14,0,71,134,0,,,3,0,0,1,,,,,4,2,0,2,,,,,12,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,0,13,443,627,Recuento,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,525,SANTO DOMINGO ZANATEPEC,2252,B,1,0,B,14,85,29,15,6,36,2,54,96,1,,,3,3,0,0,,,,,0,0,0,0,,,,,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,0,8,358,513,Cotejo,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,525,SANTO DOMINGO ZANATEPEC,2252,C,1,0,C01,20,113,20,11,11,15,0,43,102,2,,,4,1,0,2,,,,,3,0,0,0,,,,,5,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,0,4,360,513,Recuento,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,525,SANTO DOMINGO ZANATEPEC,2253,B,1,0,B,11,82,14,6,4,40,1,47,150,3,,,4,0,0,1,,,,,2,1,0,1,,,,,4,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,0,9,384,528,Recuento,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,525,SANTO DOMINGO ZANATEPEC,2253,C,1,0,C01,18,105,26,14,3,25,2,30,127,1,,,3,2,1,1,,,,,2,0,0,3,,,,,8,6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378,0,4,382,528,Recuento,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,525,SANTO DOMINGO ZANATEPEC,2253,E,1,0,E01,10,41,5,31,2,4,0,5,29,0,,,0,0,0,0,,,,,0,0,0,0,,,,,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,0,3,136,246,Cotejo,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,525,SANTO DOMINGO ZANATEPEC,2254,B,1,0,B,1,229,23,28,1,4,0,20,92,3,,,0,0,0,0,,,,,0,1,0,2,,,,,1,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,0,2,412,561,Recuento,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,525,SANTO DOMINGO ZANATEPEC,2255,B,1,0,B,9,134,62,33,5,6,0,7,70,3,,,0,0,0,0,,,,,0,0,0,0,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,0,8,338,439,Recuento,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,525,SANTO DOMINGO ZANATEPEC,2255,C,1,0,C01,6,123,53,36,3,1,1,17,86,1,,,1,0,0,0,,,,,1,0,0,0,,,,,4,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,0,3,337,438,Recuento,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,525,SANTO DOMINGO ZANATEPEC,2256,B,1,0,B,11,21,9,2,0,5,0,5,28,1,,,0,0,0,0,,,,,1,0,0,1,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,0,6,91,115,Recuento,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,525,SANTO DOMINGO ZANATEPEC,2257,B,1,0,B,17,51,23,73,4,12,0,15,32,4,,,1,0,0,0,,,,,1,0,0,0,,,,,4,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,0,13,252,378,Recuento,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,525,SANTO DOMINGO ZANATEPEC,2257,C,1,0,C01,23,63,35,55,2,13,0,17,41,3,,,3,2,0,0,,,,,3,0,0,0,,,,,11,2,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,0,8,284,378,Recuento,,,
,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,525,SANTO DOMINGO ZANATEPEC,2257,E,1,0,E01,16,44,24,62,0,9,1,29,17,0,,,4,1,0,1,,,,,0,0,0,0,,,,,7,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,0,10,226,306,Recuento,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,376,SANTA CRUZ AMILPAS,1686,B,1,0,B,31,37,9,,6,73,80,76,107,3,,,6,0,0,0,,,,,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,468,0,13,481,658,Recuento,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,376,SANTA CRUZ AMILPAS,1686,C,1,0,C01,32,20,11,,3,109,71,61,75,6,,,3,0,2,1,,,,,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,436,0,8,444,658,Recuento,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,376,SANTA CRUZ AMILPAS,1686,C,2,0,C02,39,14,9,,6,85,62,83,86,4,,,0,0,2,1,,,,,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,445,0,12,457,658,Recuento,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,376,SANTA CRUZ AMILPAS,1686,C,3,0,C03,26,13,13,,8,86,55,62,101,4,,,3,1,1,1,,,,,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,427,0,10,437,658,Recuento,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,376,SANTA CRUZ AMILPAS,1686,C,4,0,C04,35,17,6,,2,87,72,81,97,9,,,3,2,0,0,,,,,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,469,0,6,475,658,Recuento,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,376,SANTA CRUZ AMILPAS,1686,C,5,0,C05,28,25,10,,7,89,69,65,109,6,,,6,0,0,1,,,,,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,469,0,10,479,657,Recuento,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,376,SANTA CRUZ AMILPAS,1687,B,1,0,B,33,13,3,,1,39,40,82,78,5,,,0,0,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,,,,,,,,,,403,0,7,410,564,Recuento,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,376,SANTA CRUZ AMILPAS,1687,C,1,0,C01,20,16,9,,3,33,31,81,81,7,,,2,0,1,1,,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,,,,,,,,,,413,1,9,423,563,Recuento,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,376,SANTA CRUZ AMILPAS,1688,B,1,0,B,43,21,7,,9,44,48,59,91,2,,,3,0,1,0,,,,,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,,,,,,,,,,464,0,12,476,651,Recuento,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,376,SANTA CRUZ AMILPAS,1688,C,1,0,C01,16,21,3,,4,60,59,51,79,6,,,0,1,0,0,,,,,5,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,,,,,,,,,,459,0,14,473,651,Recuento,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,376,SANTA CRUZ AMILPAS,1688,C,2,0,C02,23,29,4,,4,43,44,68,87,3,,,2,0,0,0,,,,,4,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,,,,,,,,,,438,0,19,457,650,Recuento,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,376,SANTA CRUZ AMILPAS,1688,C,3,0,C03,37,22,7,,4,64,44,79,75,2,,,2,0,0,0,,,,,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,,,,,,,,,,467,0,9,476,650,Recuento,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,376,SANTA CRUZ AMILPAS,1689,B,1,0,B,27,27,10,,4,37,11,36,81,8,,,1,0,0,0,,,,,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,,,,,,,,,,379,0,8,387,497,Recuento,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,376,SANTA CRUZ AMILPAS,1689,C,1,0,C01,24,25,4,,5,48,26,43,66,4,,,2,0,0,0,,,,,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,,,,,,,,,,386,1,6,393,497,Recuento,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1746,B,1,0,B,22,60,23,15,13,8,4,11,225,6,15,18,3,0,0,0,,,,,0,2,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,425,0,7,432,591,Recuento,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1746,C,1,0,C01,22,78,15,5,18,4,3,5,212,4,15,13,3,0,0,0,,,,,5,2,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,406,0,7,413,591,Recuento,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1747,B,1,0,B,51,37,13,5,11,2,1,4,71,4,1,6,1,1,0,0,,,,,4,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,212,0,7,219,450,Cotejo,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1748,B,1,0,B,19,83,11,4,17,3,3,3,178,3,21,8,1,1,0,0,,,,,0,2,1,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,361,0,7,368,570,Recuento,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1748,C,1,0,C01,21,89,7,7,19,9,6,2,144,8,18,16,1,1,0,0,,,,,5,1,1,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,356,0,14,370,569,Recuento,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1749,B,1,0,B,26,101,47,7,19,10,8,6,175,4,12,12,3,0,0,0,,,,,3,0,2,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,436,0,13,449,628,Cotejo,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1750,B,1,0,B,40,100,8,8,23,7,8,2,168,2,1,7,0,0,1,0,,,,,7,0,0,0,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,385,0,10,395,561,Recuento,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1750,C,1,0,C01,35,88,18,7,19,2,1,10,197,7,2,7,0,0,0,0,,,,,5,0,0,0,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,400,0,8,408,561,Recuento,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1750,S,1,0,S01,0,4,0,0,4,0,0,0,8,0,0,1,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,0,17,0,Recuento,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1751,B,1,0,B,21,136,46,7,33,5,1,5,191,10,7,13,0,1,1,0,,,,,6,1,1,1,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,492,0,6,498,723,Cotejo,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1751,C,1,0,C01,19,126,26,7,42,8,5,1,179,8,9,17,1,2,0,0,,,,,5,2,0,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,460,0,11,471,722,Cotejo,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1751,C,2,0,C02,17,130,40,10,29,3,3,6,186,9,4,15,1,0,0,1,,,,,8,3,0,0,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,469,0,6,475,722,Recuento,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1751,C,3,0,C03,23,126,30,4,51,3,4,13,174,6,2,9,2,0,0,0,,,,,6,2,0,2,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,460,0,14,474,722,Cotejo,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1752,B,1,0,B,24,143,43,12,19,4,2,16,171,1,11,3,2,2,0,0,,,,,4,4,0,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,465,0,16,481,708,Recuento,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1752,C,1,0,C01,13,173,15,12,24,4,3,7,170,8,6,12,0,1,0,0,,,,,4,2,0,3,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,463,0,12,475,707,Recuento,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1753,B,1,0,B,12,140,15,3,26,4,5,4,207,9,2,3,1,0,0,0,,,,,3,3,0,0,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,440,0,8,448,620,Recuento,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1753,C,1,0,C01,15,120,12,7,18,4,4,5,186,10,3,8,1,0,0,0,,,,,7,2,0,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,406,0,9,415,619,Recuento,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1754,B,1,0,B,13,135,29,8,28,7,4,2,220,5,9,5,0,1,0,0,,,,,9,4,0,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,483,1,14,498,700,Recuento,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1754,C,1,0,C01,17,151,28,10,21,3,3,3,215,10,13,7,3,1,0,0,,,,,7,1,0,1,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,499,0,10,509,700,Recuento,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1755,B,1,0,B,13,145,14,11,14,5,4,10,116,13,8,7,1,1,1,0,,,,,4,2,0,0,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,374,0,7,381,538,Recuento,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1755,C,1,0,C01,27,121,16,5,11,7,1,17,127,4,4,6,3,1,0,0,,,,,0,3,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,355,0,12,367,538,Recuento,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1755,C,2,0,C02,20,140,26,8,13,6,0,10,122,8,5,10,1,0,0,1,,,,,4,2,1,1,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,383,0,2,385,538,Cotejo,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1756,B,1,0,B,35,84,41,6,12,5,5,7,154,5,5,7,0,1,0,0,,,,,6,1,1,0,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,379,0,11,390,592,Cotejo,,,
,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1756,C,1,0,C01,22,104,24,13,28,5,2,13,166,4,4,10,0,0,0,0,,,,,4,2,1,0,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,404,0,7,411,591,Cotejo,,,
