ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,PUP,NA,MORENA,ES,PSD,PMR,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
20,OAXACA,260,SAN MIGUEL AMATITLAN,9,13,1189,1084,85,170,1013,12,26,7,160,41,,,,,,,,,,,,,,,,,,,,,,,,,,3787,2,122,3911,5135,
20,OAXACA,288,SAN NICOLAS HIDALGO,1,2,0,154,190,2,8,6,,4,171,1,,,,,,,,,,,,,,,,,,,,,,,,,,536,0,22,558,784,
20,OAXACA,382,SANTA CRUZ TACACHE DE MINA,3,5,49,622,683,5,9,13,,7,69,2,,,,,,,,,,,,,,,,,,,,,,,,,,1459,0,54,1513,2053,
20,OAXACA,456,SANTIAGO AYUQUILILLA,2,3,466,616,19,7,8,5,,3,31,2,,,,,,,,,,,,,,,,,,,,,,,,,,1157,0,55,1212,1878,
20,OAXACA,459,VILLA DE SANTIAGO CHAZUMBA,9,10,9,1029,22,22,51,5,884,12,446,39,,,,,,,,,,,,,,,,,,,,,,,,,,2519,0,124,2643,3386,
20,OAXACA,463,SANTIAGO HUAJOLOTITLAN,4,7,383,468,52,,190,17,,366,178,9,637,,,,,,,,,,,,,,,,,,,,,,,,,2300,0,114,2414,3377,
20,OAXACA,486,SANTIAGO TAMAZOLA,6,7,16,798,25,9,20,11,528,11,620,7,,,,,,,,,,,,,,,,,,,,,,,,,,2045,0,79,2124,3138,
20,OAXACA,520,SANTO DOMINGO TONALA,7,11,45,869,1142,28,110,30,,45,871,24,,,,,,,,,,,,,,,,,,,,,,,,,,3164,0,159,3323,5802,
20,OAXACA,534,SILACAYOAPAM,15,17,24,960,813,57,49,18,,78,731,79,237,,,,,,,,,,,,,,,,,,,,,,,,,3046,0,169,3215,5426,
20,OAXACA,568,ZAPOTITLAN LAGUNAS,3,4,508,171,35,,440,15,,,76,12,,3,,,,,,,,,,,,,,,,,,,,,,,,1260,0,104,1364,2201,
20,OAXACA,71,PUTLA VILLA DE GUERRERO,18,44,78,1353,623,121,269,80,96,70,4572,140,978,700,,,,,,,6004,,,,,,,,,,,,,,,,,15084,1,798,15883,23211,
20,OAXACA,85,SAN ANDRES CABECERA NUEVA,3,4,3,609,17,77,670,3,,11,83,18,,,,,,,,,,,,,,,,,,,,,,,,,,1491,1,63,1555,1996,
20,OAXACA,184,SAN JUAN CACAHUATEPEC,7,12,1460,870,,10,80,30,149,22,1784,49,74,,,,,,,,,,,,,,,,,,,,,,,,,4528,1,143,4672,6420,
20,OAXACA,298,SAN PEDRO AMUZGOS,3,7,13,1233,1561,5,10,5,,2,497,4,,,,,,,,,,,,,,,,,,,,,,,,,,3330,0,78,3408,4660,
20,OAXACA,378,SANTA CRUZ ITUNDUJIA,8,16,49,1545,2063,81,67,32,,26,477,19,,1179,,,,,,,,,,,,,,,,,,,,,,,,5538,0,277,5815,7571,
20,OAXACA,416,SANTA MARIA IPALAPA,3,8,21,550,953,21,22,12,508,6,354,21,,,,,,,,,,,,,,,,,,,,,,,,,,2468,1,108,2577,3505,
20,OAXACA,448,SANTA MARIA ZACATEPEC,10,21,60,2190,1655,313,204,55,257,78,2696,94,,,,,,,,,,,,,,,,,,,,,,,,,,7602,0,335,7937,11712,
20,OAXACA,470,SANTIAGO JUXTLAHUACA,18,44,162,5210,573,,297,76,,,6623,245,434,,,,,,,,,,,,,,,,,,,,,,,,,13620,0,680,14300,22342,
20,OAXACA,16,CHALCATONGO DE HIDALGO,7,14,47,366,1673,708,79,37,514,405,233,23,,16,,,,,,,,,,,,,,,,,,,,,,,,4101,4,386,4491,6373,
20,OAXACA,78,SAN AGUSTIN ATENANGO,2,3,7,238,196,5,51,9,,0,341,11,,,,,,,,,,,,,,,,,,,,,,,,,,858,0,46,904,1530,
20,OAXACA,549,HEROICA VILLA TEZOATLAN DE SEGURA Y LUNA CUNA DE LA INDEPENDENCIA DE OAXACA,13,19,411,1568,1701,38,177,52,,38,771,48,,,,,,,,,,,,,,,,,,,,,,,,,,4804,4,289,5097,9177,
20,OAXACA,553,HEROICA CIUDAD DE TLAXIACO,20,54,126,987,2656,3940,351,144,1713,1357,3792,169,240,,,,,,,,,350,2524,782,,,,,,,,,,,,,,19131,4,671,19806,29287,
20,OAXACA,183,SAN JUAN BAUTISTA VALLE NACIONAL,15,32,1084,1255,219,2361,665,272,287,1928,2857,307,327,277,,,,,,,,,,,,,,,,,,,,,,,,11839,2,614,12455,17192,
20,OAXACA,560,VILLA DE ETLA,4,14,196,924,253,38,155,1490,1259,27,802,39,79,83,,,,,,,,,,,,,,,,,,,,,,,,5345,5,166,5516,7926,
20,OAXACA,12,EL BARRIO DE LA SOLEDAD,10,21,271,2284,34,68,219,37,1332,45,920,47,1221,264,,,,,,,,,,,,,,,,,,,,,,,,6742,0,278,7020,10208,
20,OAXACA,15,CHAHUITES,7,14,41,617,35,1292,400,2669,16,,186,8,,,,,,,,,,,,,,,,,,,,,,,,,,5264,0,327,5591,8021,
20,OAXACA,57,MATIAS ROMERO AVENDAÑO,25,58,1146,2835,206,3473,394,163,86,249,6684,248,,46,,,,,,,,,,,2331,,,,,,,,,,,,,17861,0,753,18614,29309,
20,OAXACA,72,REFORMA DE PINEDA,2,4,9,864,8,4,5,9,,41,264,2,,63,,,,,,,,,,,,500,,,,,,,,,,,,1769,0,69,1838,2140,
20,OAXACA,199,SAN JUAN GUICHICOVI,23,49,112,2157,9773,143,2062,68,32,51,1895,83,,,,,,,,,,,,,,,,,,,,,,,,,,16376,11,461,16848,22330,
20,OAXACA,325,SAN PEDRO TAPANATEPEC,9,20,52,2196,22,40,101,31,13,19,2068,117,27,,,,,,,,,,,,,,2694,,,,,,,,,,,7380,0,325,7705,10080,
20,OAXACA,427,SANTA MARIA PETAPA,10,21,92,2000,216,672,523,71,17,37,3975,105,,,,,,,,,,,,,,,,,,,,,,,,,,7708,1,237,7946,11413,
20,OAXACA,481,SANTIAGO NILTEPEC,7,9,53,1206,441,,268,18,39,,312,8,961,,,,,,,,,,,,,,,,,,,,,,,,,3306,0,120,3426,4211,
20,OAXACA,509,SANTO DOMINGO INGENIO,5,12,33,2217,22,117,51,28,,114,1859,18,,,,,,,,,,,,,,,,,,,,,,,,,,4459,0,176,4635,6567,
20,OAXACA,525,SANTO DOMINGO ZANATEPEC,9,18,269,1972,485,528,81,354,11,663,1691,55,,,,,,,,,,,,,,,,,,,,,,,,,,6109,0,157,6266,8595,
20,OAXACA,376,SANTA CRUZ AMILPAS,4,14,431,300,121,,84,915,712,927,1233,87,,,,,,,,,,,,,,,,1313,,,,,,,,,,6123,2,143,6268,8670,
20,OAXACA,392,SANTA LUCIA DEL CAMINO,23,64,1255,6952,1768,610,1407,338,311,412,10789,488,628,598,,,,,,,,,,,,,,,,,,,,,,,,25556,8,676,26240,38778,
20,OAXACA,537,SOLEDAD ETLA,3,7,97,314,382,44,307,61,,565,1165,83,37,,,,,,,,,,,,,,,,,,,,,,,,,3055,0,84,3139,4267,
20,OAXACA,154,SAN JACINTO AMILPAS,3,16,329,760,1684,64,240,71,211,42,2446,144,1387,,,,,,,,,,,,,,,,,,,,,,,,,7378,5,183,7566,10650,
20,OAXACA,66,OAXACA DE JUAREZ,148,387,26709,22920,5023,2700,6558,3531,2535,1980,65775,2955,1180,3273,,,,,,,,,,,,,,,,,,,,,,,,145139,62,3722,148923,222463,
20,OAXACA,26,CUILAPAM DE GUERRERO,7,26,474,283,2763,58,335,179,1763,229,2965,117,1251,162,,,,,,,,,,,,,,,,,,,,,,,,10579,2,358,10939,15844,
20,OAXACA,386,SANTA CRUZ XOXOCOTLAN,20,99,3702,4265,17743,903,1034,1231,287,154,13601,553,279,296,,,,,,,,,,,,,,,,,,,,,,,,44048,6,1181,45235,65372,
20,OAXACA,566,VILLA DE ZAACHILA,7,42,316,803,2920,146,438,151,4716,356,3667,167,981,235,,,,,,,,,,,,,,,2880,,,,,,,,,17776,2,599,18377,27798,
20,OAXACA,8,ASUNCION OCOTLAN,3,5,66,303,4,292,8,4,,565,34,199,,,,,,,,,,,,,,,,,,,,,,,,,,1475,1,111,1587,2517,
20,OAXACA,17,CIENEGA DE ZIMATLAN,2,4,29,786,752,8,34,6,,,182,14,,,,,,,,,,,,,,,,,,,,,,,,,,1811,0,58,1869,2405,
20,OAXACA,67,OCOTLAN DE MORELOS,15,30,169,730,307,67,272,174,,96,4131,158,,1781,,,,,,,,,,,,,,,,3578,,,,,,,,11463,0,493,11956,16219,
20,OAXACA,100,SAN ANTONINO CASTILLO VELASCO,4,8,17,843,41,143,80,23,,6,746,68,721,81,,,,,,,,,,,,,,,,,,,,,,,,2769,0,111,2880,4246,
20,OAXACA,293,SAN PABLO HUIXTEPEC,6,12,549,1869,59,39,623,36,,16,1197,31,,161,,,,,,,,,,,,,,,,,748,,,,,,,5328,0,202,5530,7256,
20,OAXACA,360,SANTA ANA ZEGACHE,2,5,47,26,1222,29,32,19,,529,153,5,3,,,,,,,,,,,,,,,,,,,,,,,,,2065,0,95,2160,2933,
20,OAXACA,388,SANTA GERTRUDIS,3,5,11,641,67,8,16,4,,5,544,5,,,,,,,,,,,,,,,,,,,,457,,,,,,1758,0,56,1814,2438,
20,OAXACA,555,TRINIDAD ZAACHILA,2,5,28,528,747,2,22,18,,7,210,10,2,55,,,,,,,,,,,,,,,,,,,,,,,,1629,0,66,1695,2362,
20,OAXACA,570,ZIMATLAN DE ALVAREZ,13,27,5016,369,535,258,318,144,94,56,2176,192,1556,,,,,,,,,,,,,,,,,,,,,,,,,10714,3,514,11231,15244,
20,OAXACA,109,SAN BALTAZAR CHICHICAPAM,2,4,8,737,28,40,59,19,,6,948,15,2,5,,,,,,,,,,,,,,,,,,,,,,,,1867,0,80,1947,2233,
20,OAXACA,296,SAN PABLO VILLA DE MITLA,8,17,192,2859,31,3304,86,24,12,27,185,14,12,26,,,,,,,,,,,,,,,,,,,,,,,,6772,0,364,7136,9065,
20,OAXACA,550,TLACOLULA DE MATAMOROS,10,32,2003,2192,269,174,614,168,252,217,4333,223,56,382,,,,,,,,,,,,,,,,,,,,,,,,10883,6,334,11223,18666,
20,OAXACA,51,MAGDALENA TEQUISISTLAN,6,11,17,962,42,49,34,689,1500,15,448,208,51,349,,,,,,,,,,,,,,,,,,,,,,,,4364,0,156,4520,5457,
20,OAXACA,52,MAGDALENA TLACOTEPEC,1,2,0,21,0,0,2,2,559,2,7,3,,344,,,,,,,,,,,,,,,,,,,,,,,,940,0,21,961,1083,
20,OAXACA,305,SAN PEDRO HUAMELULA,7,15,39,637,207,247,105,34,1659,41,1330,47,279,370,,,,,,,,,,,,,,,,,,,,,,,,4995,0,203,5198,7183,
20,OAXACA,419,SANTA MARIA JALAPA DEL MARQUES,7,16,9,2219,68,1832,79,14,237,15,1997,41,262,,,,,,,,,,,,,,,,,,,,,,,,,6773,0,220,6993,9143,
20,OAXACA,422,SANTA MARIA MIXTEQUILLA,3,6,30,327,915,153,457,13,418,3,371,18,,,,,,,,,,,,,,,,,,,,,,,,,,2705,0,90,2795,3453,
20,OAXACA,473,SANTIAGO LAOLLAGA,3,6,1,1016,6,107,563,5,155,31,411,20,,,,,,,,,,,,,,,,,,,,,,,,,,2315,1,36,2352,2801,
20,OAXACA,507,SANTO DOMINGO CHIHUITAN,1,2,3,13,4,7,159,2,312,430,99,3,,,,,,,,,,,,,,,,,,,,,,,,,,1032,0,27,1059,1302,
20,OAXACA,513,SANTO DOMINGO PETAPA,9,14,10,1664,75,8,20,10,5,1495,1822,13,,,,,,,,,,,,,,,,,,,,,,,,,,5122,0,52,5174,6273,
20,OAXACA,515,SANTO DOMINGO TEHUANTEPEC,30,87,683,5152,10454,1019,903,455,,144,12779,256,35,360,,,,,,,,,,,,,,,,,,,641,,,,,32881,4,1133,34018,48095,
20,OAXACA,6,ASUNCION IXTALTEPEC,14,26,26,1979,109,3342,111,40,,16,3426,45,,,,,,,,,,,,,,,,,,,,,,,,,,9094,0,190,9284,11914,
20,OAXACA,41,CIUDAD IXTEPEC,18,40,122,4655,134,520,1676,28,43,81,5666,301,12,43,,,,,,,,,,,,,,,,,,,,728,,,,14009,7,410,14426,21064,
20,OAXACA,76,SALINA CRUZ,41,107,2287,9307,799,620,1062,3454,333,4295,13834,451,31,196,,,,,,,,,,,,,,,,,,,,,828,657,927,39081,10,1134,40225,63468,
20,OAXACA,121,SAN BLAS ATEMPA,6,23,74,3102,1956,52,158,89,139,50,5510,74,12,,,,,,,,,,,,,,,,,,,,,,,,,11216,0,253,11469,14211,
20,OAXACA,303,SAN PEDRO COMITANCILLO,2,5,5,381,853,4,38,11,408,2,976,10,,,,,,,,,,,,,,,,,,,,,,,,,,2688,0,63,2751,3505,
20,OAXACA,306,SAN PEDRO HUILOTEPEC,1,4,146,623,363,12,20,37,79,5,83,8,205,,,,,,,,,,,,,,,,,,,,,,,,,1581,6,86,1673,2357,
20,OAXACA,442,SANTA MARIA XADANI,4,10,,1057,,1399,8,283,8,1,2292,0,,,,,,,,,,,,,,,,,,,,,,,,,,5048,0,26,5074,6149,
20,OAXACA,30,EL ESPINAL,7,14,,997,1023,19,244,159,373,12,2435,48,,,,,,,,,,,,,,,,,,,,,,,,,,5310,1,66,5377,6789,
20,OAXACA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,49,123,359,11286,1184,1046,2040,281,217,575,21328,578,5987,,,,,,,,,,,,,,,,,,,,,,,,,44881,8,1451,46340,70445,
20,OAXACA,127,SAN DIONISIO DEL MAR,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3893,
20,OAXACA,138,SAN FRANCISCO DEL MAR,5,11,1,2035,5,,72,1,1306,,1160,6,,,,,,,,,,,,,,,,,,,,,,,,,,4586,0,30,4616,5858,
20,OAXACA,140,SAN FRANCISCO IXHUATAN,8,15,1035,1869,715,24,216,113,623,20,689,21,,,,,,,,,,,,,,,,,,,,,,,,,,5325,0,134,5459,6994,
20,OAXACA,557,UNION HIDALGO,11,21,11,3049,107,22,494,15,158,50,213,39,4289,,,,,,,,,,,,,,,,,,,,,,,,,8447,3,360,8810,10920,
20,OAXACA,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,18,30,5161,2442,125,,212,127,,67,3181,157,26,112,,,,,,,,,,,,,,,,,,,,,,,,11610,1,541,12152,16499,
20,OAXACA,48,MAGDALENA OCOTLAN,1,2,12,291,284,2,13,3,,4,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,633,4,49,686,821,
20,OAXACA,77,SAN AGUSTIN AMATENGO,2,2,172,266,14,5,203,3,156,11,94,6,,,,,,,,,,,,,,,,,,,,,,,,,,930,0,67,997,1254,
20,OAXACA,536,VILLA SOLA DE VEGA,10,19,2067,263,127,92,375,128,,915,727,111,1023,,,,,,,,,,,,,,,,,,,,,,,,,5828,2,422,6252,9047,
20,OAXACA,56,MARTIRES DE TACUBAYA,1,2,6,287,15,3,3,148,2,1,408,6,1,26,,,,,,,,,,,,,,,,,,,,,,,,906,0,11,917,1057,
20,OAXACA,69,PINOTEPA DE DON LUIS,5,9,5,1249,1061,12,12,10,,257,813,7,,135,,,,,,,,,,,,,,,,,,,,,,,,3561,0,120,3681,4580,
20,OAXACA,87,SAN ANDRES HUAXPALTEPEC,3,7,12,1047,13,,14,16,820,766,386,11,,,,,,,,,,,,,,,,,,,,,,,,,,3085,1,164,3250,4405,
20,OAXACA,166,SAN JOSE ESTANCIA GRANDE,1,1,1,306,1,,,0,,0,,,287,,,,,,,,,,,,,,,,,,,,,,,,,595,0,10,605,749,
20,OAXACA,178,SAN JUAN BAUTISTA LO DE SOTO,2,5,12,268,12,,11,238,240,118,293,14,,291,,,,,,,,,,,,,,,,,,,,,,,,1497,0,70,1567,2013,
20,OAXACA,190,SAN JUAN COLORADO,5,13,16,1900,2370,191,22,14,,22,519,14,,,,,,,,,,,,,,,,,,,,,,,,,,5068,0,166,5234,6467,
20,OAXACA,225,SAN LORENZO,3,6,1719,173,107,28,10,11,23,760,283,15,,,,,,,,,,,,,,,,,,,,,,,,,,3129,0,104,3233,3927,
20,OAXACA,283,SAN MIGUEL TLACAMAMA,2,5,3,722,369,,7,1,524,3,47,2,241,,,,,,,,,,,,,,,,,,,,,,,,,1919,0,150,2069,2514,
20,OAXACA,300,SAN PEDRO ATOYAC,4,6,13,14,1128,,10,7,,1038,97,0,,,,,,,,,,,,,,,,,,,,,,,,,,2307,0,77,2384,2945,
20,OAXACA,310,SAN PEDRO JICAYAN,7,14,43,1731,1730,,64,48,78,,1588,50,,,,,,,,,,,,,,,,,,,,,,,,,,5332,0,255,5587,7455,
20,OAXACA,342,SAN SEBASTIAN IXCAPA,4,7,9,985,591,3,12,5,,4,596,9,,,,,,,,,,,,,,,,,,,,,,,,,,2214,0,55,2269,2978,
20,OAXACA,407,SANTA MARIA CORTIJO,1,2,51,5,53,330,0,245,,1,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,755,0,28,783,941,
20,OAXACA,415,SANTA MARIA HUAZOLOTITLAN,5,15,49,1053,1883,1386,72,35,94,28,1064,19,,,,,,,,,,,,,,,,,,,,,,,,,,5683,0,320,6003,8064,
20,OAXACA,468,SANTIAGO JAMILTEPEC,13,24,47,4699,180,64,113,68,,33,3912,39,,,,,,,,,,,,,,,,,,,,,,,,,,9155,0,1385,10540,13533,
20,OAXACA,475,SANTIAGO LLANO GRANDE,3,5,0,1083,20,24,13,12,1,5,865,4,,,,,,,,,,,,,,,,,,,,,,,,,,2027,0,30,2057,2660,
20,OAXACA,484,SANTIAGO PINOTEPA NACIONAL,24,65,513,5947,8616,181,721,287,185,152,7754,248,31,,,,,,,,,,,,,,,,,,,,,,,,,24635,5,900,25540,37751,
20,OAXACA,487,SANTIAGO TAPEXTLA,2,5,14,513,81,8,202,10,2,628,79,34,,,,,,,,,,,,,,,,,,,,,,,,,,1571,0,57,1628,2218,
20,OAXACA,506,SANTO DOMINGO ARMENTA,2,4,11,544,404,7,16,3,31,7,159,9,123,213,,,,,,,,,,,,,,,,,,,,,,,,1527,0,83,1610,2297,
