MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,PC,PSN,PAS,PD,VALIDOS,No Registrados,Nulos,Total,Comment
TEPEHUANES,1309,B,115,93,0,4,0,0,0,0,0,212,0,4,216,
TEPEHUANES,1309,C,122,113,0,2,0,0,0,0,2,239,0,9,248,
TEPEHUANES,1310,B,166,160,0,0,0,0,0,0,0,326,0,11,337,
TEPEHUANES,1311,B,17,102,0,0,0,0,0,0,1,120,0,0,120,
TEPEHUANES,1311,X,37,47,0,1,0,0,0,0,0,85,0,3,88,
TEPEHUANES,1312,B,49,46,0,3,0,0,0,0,1,99,0,7,106,
TEPEHUANES,1312,X,15,75,0,0,0,0,0,0,0,90,0,2,92,
TEPEHUANES,1313,B,33,34,0,0,0,0,0,0,1,68,0,4,72,
TEPEHUANES,1314,B,55,61,0,0,0,0,0,0,1,117,0,1,118,
TEPEHUANES,1315,B,3,54,0,0,0,0,0,0,0,57,0,2,59,
TEPEHUANES,1316,B,22,29,0,0,0,0,0,0,0,51,0,4,55,
TEPEHUANES,1317,B,38,31,0,0,0,0,0,0,0,69,0,1,70,
TEPEHUANES,1318,B,53,35,0,0,0,0,0,0,0,88,0,8,96,
TEPEHUANES,1318,X,42,35,0,5,0,0,0,0,1,83,0,1,84,
TEPEHUANES,1319,B,72,50,0,0,0,0,0,0,0,122,0,6,128,
TEPEHUANES,1320,B,24,31,0,0,0,0,0,0,0,55,0,4,59,
TEPEHUANES,1321,B,92,76,0,1,0,0,0,0,0,169,0,4,173,
TEPEHUANES,1322,B,26,65,0,0,0,0,0,0,0,91,0,3,94,
TEPEHUANES,1323,B,13,81,0,0,0,0,0,0,0,94,0,2,96,
TEPEHUANES,1324,B,101,72,0,2,0,0,0,0,0,175,0,9,184,
TEPEHUANES,1325,B,28,78,0,0,0,0,0,0,1,107,0,8,115,
TEPEHUANES,1326,B,100,106,0,0,0,0,0,0,0,206,0,4,210,
TEPEHUANES,1327,B,30,40,0,0,0,0,0,0,1,71,0,1,72,
TEPEHUANES,1328,B,38,39,0,2,0,0,0,0,0,79,0,4,83,
TEPEHUANES,1329,B,44,83,0,4,0,0,0,0,1,132,0,4,136,
TEPEHUANES,1330,B,50,107,0,1,0,0,0,0,1,159,0,5,164,
TEPEHUANES,1330,X,30,57,0,1,0,0,0,0,0,88,0,0,88,
TEPEHUANES,1331,B,30,45,0,0,0,0,0,0,0,75,0,3,78,
TEPEHUANES,1332,B,21,31,0,0,0,0,0,0,1,53,0,5,58,
,,,,,,,,,,,,,,,,
TLAHUALILO,1333,B,64,66,6,31,7,0,0,0,115,289,0,4,293,
TLAHUALILO,1333,C,53,54,13,42,4,0,0,0,108,274,0,7,281,
TLAHUALILO,1334,B,95,91,15,84,5,0,0,0,122,412,0,10,422,
TLAHUALILO,1335,B,59,73,22,26,4,0,0,0,66,250,0,4,254,
TLAHUALILO,1335,C,71,61,9,27,3,0,0,0,82,253,0,3,256,
TLAHUALILO,1336,B,68,68,20,46,12,0,0,0,124,338,0,3,341,
TLAHUALILO,1337,B,124,71,14,36,8,0,0,0,131,384,0,6,390,
TLAHUALILO,1338,B,107,93,6,31,10,0,0,0,123,370,0,8,378,
TLAHUALILO,1339,B,112,118,16,25,10,0,0,0,120,401,0,5,406,
TLAHUALILO,1340,B,74,74,10,40,15,0,0,0,100,313,0,4,317,
TLAHUALILO,1341,B,72,93,5,35,7,0,0,0,96,308,0,2,310,
TLAHUALILO,1342,B,52,27,3,1,0,0,0,0,16,99,0,4,103,
TLAHUALILO,1343,B,21,10,0,4,0,0,0,0,35,70,0,2,72,
TLAHUALILO,1344,B,35,25,8,35,12,0,0,0,100,215,0,1,216,
TLAHUALILO,1345,B,6,14,1,4,0,0,0,0,46,71,0,3,74,
TLAHUALILO,1346,B,10,74,4,18,6,0,0,0,90,202,0,1,203,
TLAHUALILO,1347,B,56,87,44,32,24,0,0,0,128,371,0,5,376,
TLAHUALILO,1347,X,20,25,0,4,1,0,0,0,28,78,0,2,80,
TLAHUALILO,1348,B,13,21,1,14,0,0,0,0,10,59,0,1,60,
TLAHUALILO,1349,B,63,49,4,19,2,0,0,0,63,200,0,3,203,
TLAHUALILO,1350,B,2,30,1,4,0,0,0,0,55,92,0,0,92,
TLAHUALILO,1351,B,12,4,2,2,0,0,0,0,29,49,0,0,49,
TLAHUALILO,1352,B,57,110,23,20,1,0,0,0,49,260,0,6,266,
TLAHUALILO,1353,B,45,103,10,30,4,0,0,0,98,290,0,7,297,
TLAHUALILO,1353,C,44,95,8,25,1,0,0,0,92,265,0,7,272,
TLAHUALILO,1354,B,26,92,2,1,2,0,0,0,88,211,0,7,218,
TLAHUALILO,1354,C,37,114,4,6,1,0,0,0,76,238,0,3,241,
TLAHUALILO,1355,B,6,52,7,1,1,0,0,0,60,127,0,2,129,
TLAHUALILO,1356,B,70,37,5,12,1,0,0,0,9,134,0,7,141,
TLAHUALILO,1357,B,62,164,62,98,4,0,0,0,93,483,0,7,490,
TLAHUALILO,1358,B,37,73,18,53,5,0,0,0,72,258,0,3,261,
TLAHUALILO,1358,C,43,69,24,60,0,0,0,0,48,244,0,6,250,
TLAHUALILO,1359,B,35,129,1,27,0,0,0,0,30,222,0,5,227,
TLAHUALILO,1359,C,53,70,9,30,0,0,0,0,51,213,0,0,213,
,,,,,,,,,,,,,,,,
TOPIA,1360,B,148,145,0,8,0,0,0,0,25,326,0,16,342,
TOPIA,1361,B,87,98,0,2,0,0,0,0,15,202,0,2,204,
TOPIA,1362,B,89,122,0,1,0,0,0,0,39,251,0,7,258,
TOPIA,1363,B,31,14,0,0,0,0,0,0,1,46,0,0,46,
TOPIA,1364,B,8,51,0,0,0,0,0,0,0,59,0,0,59,
TOPIA,1365,B,36,144,0,1,0,0,0,0,4,185,0,3,188,
TOPIA,1366,B,12,20,0,0,0,0,0,0,1,33,0,1,34,
TOPIA,1367,B,46,14,0,2,0,0,0,0,1,63,0,1,64,1367 B Y 1368 B ANULADAS POR EL TRIBUNAL ESTATAL ELECTORAL
TOPIA,1368,B,12,30,0,1,0,0,0,0,0,43,0,2,45,1367 B Y 1368 B ANULADAS POR EL TRIBUNAL ESTATAL ELECTORAL
TOPIA,1369,B,65,21,0,3,0,0,0,0,91,180,0,7,187,
TOPIA,1369,X,66,31,0,1,0,0,0,0,19,117,0,2,119,
TOPIA,1370,B,41,44,0,2,0,0,0,0,16,103,0,1,104,
TOPIA,1371,B,46,56,0,0,0,0,0,0,2,104,0,7,111,
TOPIA,1372,B,49,147,0,0,0,0,0,0,3,199,0,7,206,
TOPIA,1373,B,217,60,0,1,0,0,0,0,8,286,0,19,305,
,,,,,,,,,,,,,,,,
VICENTE GUERRERO,1374,B,78,61,8,64,12,,,0,0,223,0,8,231,
VICENTE GUERRERO,1374,C,65,72,13,75,5,0,0,0,1,231,0,5,236,
VICENTE GUERRERO,1375,B,95,105,14,88,1,0,0,0,2,305,0,7,312,
VICENTE GUERRERO,1375,C,102,92,13,96,6,0,0,0,3,312,0,9,321,
VICENTE GUERRERO,1376,B,73,60,16,78,4,0,0,0,2,233,0,5,238,
VICENTE GUERRERO,1376,C,63,82,19,66,3,0,0,0,1,234,0,6,240,
VICENTE GUERRERO,1377,B,169,69,8,69,1,0,0,0,2,318,0,7,325,
VICENTE GUERRERO,1377,C,120,86,8,91,4,0,0,0,0,309,0,7,316,
VICENTE GUERRERO,1378,B,229,97,16,84,7,0,0,0,3,436,0,3,439,
VICENTE GUERRERO,1379,B,157,134,13,135,4,0,0,0,0,443,0,6,449,
VICENTE GUERRERO,1380,B,127,85,9,61,9,0,0,0,1,292,0,13,305,
VICENTE GUERRERO,1380,C,111,83,8,55,5,0,0,0,1,263,0,13,276,
VICENTE GUERRERO,1381,B,62,46,12,59,0,0,0,0,4,183,0,0,183,
VICENTE GUERRERO,1381,C,97,41,6,62,2,0,0,0,2,210,0,9,219,
VICENTE GUERRERO,1382,B,139,122,20,97,13,0,0,0,5,396,0,17,413,
VICENTE GUERRERO,1383,B,138,87,20,60,3,0,0,0,2,310,1,10,321,
VICENTE GUERRERO,1383,C,119,96,19,72,4,0,0,0,2,312,0,6,318,
VICENTE GUERRERO,1384,B,128,114,59,97,2,0,0,0,0,400,0,11,411,
VICENTE GUERRERO,1385,B,51,67,12,74,83,0,0,0,3,290,,35,325,
VICENTE GUERRERO,1386,B,71,60,3,63,1,0,0,0,3,201,0,14,215,
VICENTE GUERRERO,1387,B,49,85,16,138,19,0,0,0,2,309,0,5,314,
VICENTE GUERRERO,1387,C,58,84,14,113,11,0,0,0,7,287,0,6,293,
VICENTE GUERRERO,1388,B,20,8,6,32,1,0,0,0,12,79,,11,90,
VICENTE GUERRERO,1389,B,25,29,6,103,5,0,0,0,2,170,,21,191,
VICENTE GUERRERO,1390,B,20,60,10,160,2,0,0,0,1,253,0,8,261,
