ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,MORENA_PT_ES,MORENA_PT,MORENA_ES,PT_ES,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,782,2,189,133,10,51,8,28,8,40,8,1,0,0,0,0,0,0,0,476,0,34,510,1001
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,783,1,155,60,14,47,7,13,6,19,3,2,0,1,0,2,1,0,0,330,0,30,360,741
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,784,2,342,76,12,41,18,26,23,59,12,0,0,1,0,1,0,0,0,611,1,27,639,1185
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,785,2,150,187,10,88,7,21,11,50,4,0,0,1,0,2,0,1,0,532,1,22,555,1214
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,786,2,139,118,7,41,19,23,19,36,7,1,2,0,0,1,1,0,0,414,1,28,443,1043
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,787,2,186,130,12,27,12,16,8,34,5,2,1,0,0,0,0,0,0,433,0,23,456,952
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,788,2,206,194,5,40,10,13,7,22,3,2,4,0,0,2,0,0,0,508,0,11,519,874
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,789,1,103,102,10,16,11,8,1,13,1,0,0,0,0,0,0,0,0,265,0,11,276,545
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,790,3,363,135,13,90,23,90,25,64,22,2,2,4,0,5,0,0,0,838,0,50,888,2048
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,791,2,198,116,27,91,14,71,8,42,13,0,2,0,1,1,3,0,0,587,0,17,604,1267
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,792,3,342,156,24,85,11,20,40,77,18,0,0,1,1,2,2,0,0,779,1,67,847,1658
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,793,3,530,172,10,52,30,23,15,117,19,7,3,2,1,2,2,1,0,986,0,51,1037,1951
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,794,2,174,113,22,64,17,18,11,33,7,0,0,0,0,2,0,0,0,461,1,44,506,1342
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,795,2,147,113,24,85,22,25,22,49,10,1,1,0,0,1,0,0,1,501,0,38,539,1110
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,796,2,277,120,40,37,18,10,19,57,10,1,0,1,1,1,1,0,1,594,0,28,622,1288
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,797,4,459,290,35,111,33,45,30,145,26,1,3,1,1,3,2,1,1,1187,2,84,1273,2380
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,798,3,243,120,98,50,89,18,10,29,3,2,0,0,0,3,2,1,4,672,0,20,692,1111
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,803,3,407,108,15,71,14,19,14,96,9,0,1,0,0,2,2,0,0,758,6,46,810,1510
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,804,4,388,183,30,77,23,53,25,67,14,3,1,2,1,1,0,0,0,868,0,39,907,1913
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,807,3,272,94,27,28,13,28,10,60,2,2,2,0,0,2,0,0,0,540,0,23,563,1575
11,GUANAJUATO,1,DOLORES HIDALGO CIN,14,DOLORES HIDALGO CIN,808,4,446,267,128,75,44,35,33,62,15,1,2,0,0,4,1,0,0,1113,0,48,1161,2204
11,GUANAJUATO,1,DOLORES HIDALGO CIN,22,OCAMPO,1894,2,254,149,12,22,3,67,6,76,4,0,0,0,0,0,2,0,0,595,0,16,611,967
11,GUANAJUATO,1,DOLORES HIDALGO CIN,22,OCAMPO,1895,3,466,272,26,46,13,268,44,118,8,5,1,7,0,0,0,0,0,1274,0,37,1311,2113
11,GUANAJUATO,1,DOLORES HIDALGO CIN,22,OCAMPO,1896,2,312,167,14,21,7,103,23,82,2,1,1,1,0,0,0,0,0,734,1,21,756,1209
11,GUANAJUATO,1,DOLORES HIDALGO CIN,22,OCAMPO,1897,3,375,290,27,19,3,173,14,56,1,3,2,0,0,1,2,0,0,966,0,30,996,1543
11,GUANAJUATO,1,DOLORES HIDALGO CIN,22,OCAMPO,1898,1,45,46,5,1,6,29,1,50,0,0,0,0,0,1,1,0,0,185,0,9,194,257
11,GUANAJUATO,1,DOLORES HIDALGO CIN,22,OCAMPO,1899,2,203,77,7,15,4,24,5,27,3,0,2,0,0,0,0,0,0,367,1,40,408,900
11,GUANAJUATO,1,DOLORES HIDALGO CIN,22,OCAMPO,1900,1,51,73,12,8,3,43,4,10,0,0,0,0,0,0,0,0,0,204,0,10,214,365
11,GUANAJUATO,1,DOLORES HIDALGO CIN,22,OCAMPO,1901,4,271,473,29,21,5,165,10,27,2,2,0,1,0,0,0,1,0,1007,0,41,1048,1868
11,GUANAJUATO,1,DOLORES HIDALGO CIN,22,OCAMPO,1902,1,73,18,4,5,0,29,2,8,0,0,0,1,0,0,0,0,0,140,0,0,140,208
11,GUANAJUATO,1,DOLORES HIDALGO CIN,22,OCAMPO,1903,2,143,83,27,20,6,59,8,29,1,3,3,1,0,1,0,0,0,384,1,17,402,851
11,GUANAJUATO,1,DOLORES HIDALGO CIN,22,OCAMPO,1904,2,197,106,11,12,4,55,4,27,1,1,1,0,0,0,0,0,0,419,0,7,426,847
11,GUANAJUATO,1,DOLORES HIDALGO CIN,22,OCAMPO,1905,2,168,153,8,9,4,125,8,42,5,0,0,2,0,0,0,0,0,524,0,7,531,1010
11,GUANAJUATO,1,DOLORES HIDALGO CIN,22,OCAMPO,1906,2,282,185,26,25,2,83,6,32,3,3,0,4,1,0,1,0,0,653,0,18,671,990
11,GUANAJUATO,1,DOLORES HIDALGO CIN,22,OCAMPO,1907,2,160,130,25,16,7,35,11,51,4,1,1,0,0,0,0,0,0,441,1,32,474,961
11,GUANAJUATO,1,DOLORES HIDALGO CIN,22,OCAMPO,1908,2,218,41,18,12,8,26,7,50,2,1,0,0,0,0,0,0,0,383,0,14,397,819
11,GUANAJUATO,1,DOLORES HIDALGO CIN,22,OCAMPO,1909,1,98,47,7,4,0,46,2,6,0,0,1,5,0,0,0,0,0,216,0,10,226,331
11,GUANAJUATO,1,DOLORES HIDALGO CIN,22,OCAMPO,1910,2,304,247,50,20,9,93,12,61,5,3,3,3,1,1,1,0,0,813,0,32,845,1370
11,GUANAJUATO,1,DOLORES HIDALGO CIN,22,OCAMPO,1911,2,211,238,90,20,13,60,13,47,4,6,4,2,0,3,0,0,1,712,0,30,742,1195
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2347,2,373,157,12,30,20,34,21,111,3,9,2,0,0,2,0,0,0,774,0,21,795,1352
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2348,3,429,153,20,33,19,30,25,132,15,3,1,0,0,5,1,1,0,867,0,26,893,1507
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2349,2,335,180,10,36,16,27,13,94,6,4,1,1,0,1,1,0,0,725,0,22,747,1204
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2350,2,367,191,18,49,11,30,9,96,4,5,0,0,0,0,0,1,0,781,0,29,810,1347
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2351,1,108,151,3,19,10,20,10,32,2,1,1,0,0,0,0,0,0,357,0,12,369,731
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2352,2,354,189,11,18,8,20,11,29,0,0,0,0,0,0,0,0,0,640,0,27,667,1187
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2353,1,188,145,13,28,11,11,4,15,1,0,0,0,0,0,0,0,0,416,0,21,437,700
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2354,2,246,150,12,14,6,17,8,60,6,4,0,0,0,4,0,0,0,527,0,25,552,988
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2355,1,139,50,11,6,3,8,3,5,0,2,0,0,0,0,0,0,0,227,0,4,231,335
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2356,3,769,220,30,48,14,36,7,40,15,7,1,2,0,1,0,3,1,1194,0,47,1241,2095
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2357,1,158,28,0,3,0,0,3,21,0,0,0,0,0,0,0,0,0,213,0,4,217,368
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2358,3,679,353,13,49,7,38,16,68,8,4,1,1,0,5,1,0,0,1243,0,19,1262,1841
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2359,2,411,111,10,47,6,26,7,54,6,2,0,1,0,1,1,0,0,683,0,19,702,1240
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2360,2,329,167,7,23,10,12,16,223,0,2,1,0,1,1,0,0,0,792,0,30,822,1243
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2361,2,289,103,1,15,4,6,6,20,6,0,0,0,0,0,0,0,0,450,0,5,455,789
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2362,1,17,44,34,15,2,3,2,9,2,0,0,0,0,1,0,0,0,129,0,8,137,236
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2363,2,195,122,41,5,8,13,5,30,0,1,4,0,0,0,0,1,0,425,0,20,445,765
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2364,2,207,138,22,15,12,15,2,29,4,1,0,0,0,2,0,0,0,447,0,14,461,763
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2365,2,197,99,6,15,4,7,6,19,4,2,1,0,0,0,0,1,0,361,0,12,373,849
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2366,1,114,7,129,11,9,2,4,8,2,1,1,0,0,0,0,0,0,288,0,21,309,595
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2367,1,170,62,9,3,3,2,3,20,0,0,1,1,0,0,0,0,0,274,0,3,277,473
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2368,2,408,116,3,6,10,17,6,31,5,2,0,1,0,1,0,0,0,606,0,30,636,1184
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2369,2,225,172,8,46,7,10,6,40,1,0,0,0,0,0,0,1,0,516,0,26,542,1024
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2370,1,133,24,16,7,3,2,2,11,7,0,0,0,0,0,0,0,0,205,1,7,213,482
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2371,2,308,302,13,15,9,13,6,26,2,0,1,0,0,1,0,0,0,696,0,11,707,1264
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2372,1,106,131,14,18,9,9,3,21,4,1,0,0,0,0,0,0,0,316,0,18,334,606
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2373,2,311,139,9,30,8,3,7,17,1,0,1,0,0,0,0,0,0,526,0,23,549,1022
11,GUANAJUATO,1,DOLORES HIDALGO CIN,29,SAN DIEGO DE LA UNION,2374,2,304,183,8,14,9,4,16,37,15,2,0,0,0,0,0,2,0,594,0,22,616,1060
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2375,2,228,77,12,55,10,22,116,88,2,1,0,0,0,0,0,0,0,611,1,39,651,1468
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2376,2,188,57,16,84,13,23,103,110,12,2,0,4,1,2,1,0,0,616,2,20,638,1109
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2377,3,254,108,15,95,19,34,160,120,14,2,0,0,0,2,1,1,0,825,0,42,867,1767
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2378,2,199,100,13,65,11,16,143,98,13,3,5,1,0,0,1,0,3,671,0,48,719,1211
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2379,3,414,106,13,81,30,50,180,186,19,5,0,1,0,3,2,0,0,1090,2,35,1127,2209
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2380,2,250,103,6,59,23,9,479,130,9,1,1,0,0,1,1,0,0,1072,1,46,1119,1275
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2381,3,406,112,10,92,23,25,110,168,18,4,0,2,0,1,1,1,1,974,1,56,1031,938
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2382,3,362,202,3,74,25,44,172,211,12,4,1,0,0,1,0,1,0,1112,0,42,1154,1871
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2383,2,300,61,10,76,11,21,74,117,11,2,0,1,0,1,1,0,0,686,0,31,717,1187
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2384,2,185,85,4,39,12,21,53,90,6,9,1,0,0,3,0,0,0,508,1,14,523,927
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2385,5,495,181,29,133,25,81,180,1011,71,6,3,1,1,2,0,1,2,2222,3,74,2299,3158
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2386,2,199,96,8,36,12,24,85,107,11,3,0,0,0,4,1,0,0,586,0,33,619,1180
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2387,2,261,49,5,62,18,32,86,90,14,5,0,0,0,1,1,1,0,625,0,24,649,1055
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2388,3,385,104,10,92,16,39,161,191,13,8,3,0,0,8,1,0,0,1031,0,37,1068,1844
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2389,3,290,81,13,91,27,34,154,159,14,5,1,0,0,1,0,1,0,871,0,34,905,1880
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2390,4,381,196,14,127,41,98,110,233,10,13,3,2,0,4,4,4,1,1241,0,82,1323,2536
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2391,1,128,96,10,38,8,63,14,58,4,4,0,0,0,0,1,0,0,424,0,28,452,668
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2392,3,222,61,46,203,11,32,195,44,3,4,3,2,0,0,0,0,0,826,0,46,872,1823
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2393,2,166,45,25,99,3,17,40,57,5,3,1,3,0,1,0,1,0,466,0,25,491,920
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2394,2,222,31,1,187,9,21,49,39,8,0,1,1,0,1,0,0,0,570,0,25,595,1100
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2395,2,89,90,5,73,8,7,59,87,2,1,0,0,0,1,0,1,1,424,0,23,447,800
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2396,2,90,35,8,56,4,69,21,22,3,0,1,1,0,0,0,2,0,312,0,18,330,851
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2397,2,101,27,76,52,5,62,17,16,4,4,2,0,0,2,0,0,0,368,0,26,394,812
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2398,3,222,85,12,75,20,56,111,55,6,1,0,1,0,0,2,0,0,646,1,31,678,1744
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2399,3,378,165,15,110,17,33,38,184,14,4,1,0,3,3,0,0,0,965,0,52,1017,2026
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2400,2,133,53,8,109,15,52,82,64,5,1,0,1,0,0,0,0,0,523,0,24,547,1092
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2401,2,165,40,11,92,0,93,39,32,3,0,0,0,0,0,0,0,0,475,0,35,510,1218
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2402,1,111,32,23,65,1,18,16,27,2,0,0,0,0,0,0,0,0,295,0,18,313,642
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2403,1,71,37,8,41,6,42,12,9,3,2,0,0,0,2,0,0,0,233,1,16,250,665
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2404,1,37,53,7,64,2,6,17,6,0,0,0,0,0,0,0,0,0,192,1,10,203,516
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2405,3,186,125,5,212,19,10,55,48,1,0,0,0,0,0,1,0,0,662,0,44,706,1631
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2406,2,121,32,4,162,10,54,112,27,0,1,1,0,0,0,0,0,0,524,0,46,570,1288
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2407,3,108,64,8,309,6,16,32,51,1,0,0,0,1,1,0,0,0,597,2,37,636,1502
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2408,2,131,42,9,247,4,22,45,66,3,1,0,0,0,4,1,0,0,575,0,30,605,1424
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2409,3,128,103,6,529,11,8,28,59,4,2,1,1,0,0,0,0,0,880,0,55,935,1934
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2410,2,61,28,2,105,7,9,32,63,7,2,0,0,1,3,2,2,0,324,0,18,342,799
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2411,2,25,66,11,79,8,7,27,24,1,1,0,0,0,0,0,0,0,249,0,22,271,813
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2412,2,82,65,10,50,20,28,52,46,2,0,0,0,0,0,2,0,0,357,0,50,407,923
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2413,3,277,64,10,192,12,21,135,49,8,2,2,2,1,0,1,0,0,776,0,28,804,1997
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2414,3,159,274,15,174,20,23,91,95,10,0,0,0,0,1,0,1,0,863,0,46,909,1852
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2415,2,93,77,13,116,26,8,44,24,1,2,5,0,1,4,1,1,0,416,0,21,437,1200
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2416,1,50,34,2,56,9,14,10,18,1,0,0,0,0,4,0,0,0,198,0,0,198,555
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2417,2,125,67,6,65,6,47,93,26,2,0,2,0,0,0,0,0,0,439,0,50,489,1336
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2418,1,136,30,3,37,10,14,35,29,4,0,0,0,0,0,0,0,0,298,0,29,327,551
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2419,1,84,29,0,35,0,0,48,32,0,0,0,0,0,0,0,0,0,228,0,13,241,523
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2420,2,176,64,21,251,9,27,53,19,4,2,0,0,0,1,0,0,0,627,0,20,647,1248
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2421,2,130,93,9,132,9,25,37,55,3,1,0,0,0,0,1,0,0,495,19,16,530,1155
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2422,2,201,32,23,84,22,42,56,70,8,0,1,0,5,4,1,0,0,549,1,34,584,1190
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2423,2,137,77,7,60,8,14,44,30,11,2,0,2,0,0,0,0,0,392,0,20,412,837
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2424,2,148,53,43,58,8,8,23,30,4,3,1,1,0,0,2,1,0,383,0,35,418,904
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2425,2,183,58,10,136,13,22,24,13,2,2,0,0,0,0,0,0,0,463,0,37,500,1049
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2426,2,260,57,27,87,9,19,37,34,5,0,1,0,0,2,2,0,0,540,0,28,568,973
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2427,2,202,40,8,100,16,21,34,51,8,3,2,2,1,0,1,2,0,491,2,33,526,1095
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2428,1,80,14,2,45,4,15,35,23,3,1,1,0,0,1,0,1,0,225,0,1,226,414
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2429,2,102,42,17,94,23,41,53,48,3,2,3,2,4,4,0,1,0,439,0,42,481,921
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2430,1,107,33,15,30,4,2,16,8,1,0,0,0,0,0,0,0,0,216,0,24,240,485
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2431,2,123,30,7,102,3,14,25,18,4,1,0,0,0,0,0,0,0,327,0,28,355,852
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2432,1,178,19,3,94,5,11,21,26,1,1,1,0,0,0,0,0,0,360,0,14,374,715
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2433,2,132,41,8,65,26,109,51,57,11,0,2,0,1,3,0,2,0,508,0,32,540,792
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2434,2,133,72,12,87,8,17,16,32,1,0,1,0,0,0,0,0,0,379,0,26,405,821
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2435,2,204,133,13,101,3,10,20,6,3,0,0,0,0,0,0,0,0,493,0,30,523,849
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2436,2,203,110,5,82,2,10,38,28,1,0,1,1,0,0,1,0,0,482,0,17,499,934
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2437,1,89,19,9,129,10,5,2,31,6,0,1,0,0,0,0,0,0,301,0,26,327,678
11,GUANAJUATO,1,DOLORES HIDALGO CIN,30,SAN FELIPE,2438,2,149,45,11,93,5,2,16,42,2,2,0,0,0,0,0,1,0,368,0,23,391,782
