MUNICIPIO,DISTRITO,CASILLA,TIPO,PAN_PRD_PANAL_PEBC,PRI_PVEM_PES_PT,MC,NO ,NULO,TOTAL,LISTA NOMINAL
ENSENADA,14,14,C5,78,129,11,0,6,224,693
ENSENADA,14,14,D1,86,154,25,0,5,270,691
ENSENADA,14,14,D1C1,71,145,13,0,8,237,691
ENSENADA,14,14,D1C2,76,145,10,2,5,238,692
ENSENADA,14,14,D1C3,82,126,19,0,11,238,692
ENSENADA,14,14,D1C4,69,146,10,1,12,238,692
ENSENADA,14,14,D2,80,149,6,1,8,244,716
ENSENADA,14,14,D2C1,68,162,13,1,5,249,716
ENSENADA,14,14,D2C2,86,134,12,2,7,241,716
ENSENADA,14,14,D2C3,76,138,9,0,11,234,716
ENSENADA,14,14,D2C4,81,130,18,0,8,237,716
ENSENADA,14,14,D2C5,77,134,14,0,9,234,716
ENSENADA,14,14,D2C6,78,143,7,0,14,242,716
ENSENADA,14,15,B,95,137,16,2,9,259,632
ENSENADA,14,15,C1,70,169,14,0,10,263,633
ENSENADA,14,15,C2,78,147,20,2,6,253,633
ENSENADA,14,16,B,91,145,15,0,2,253,589
ENSENADA,14,16,C1,62,169,8,1,7,247,589
ENSENADA,14,16,C2,72,137,17,1,5,232,589
ENSENADA,14,17,B,80,174,19,0,7,280,687
ENSENADA,14,17,C1,102,149,19,1,8,279,688
ENSENADA,14,17,C2,69,164,17,0,9,259,688
ENSENADA,14,17,D1,41,58,5,0,4,108,317
ENSENADA,14,18,B,89,201,14,0,21,325,673
ENSENADA,14,18,C1,101,190,20,0,8,319,673
ENSENADA,14,18,C2,99,163,28,4,11,305,674
ENSENADA,14,19,B,118,174,18,0,11,321,688
ENSENADA,14,19,C1,104,189,18,2,12,325,689
ENSENADA,14,20,B,92,138,21,0,8,259,518
ENSENADA,14,20,C1,94,124,22,0,10,250,518
ENSENADA,14,20,C2,92,136,20,3,6,257,518
ENSENADA,14,21,B,59,90,18,0,7,174,422
ENSENADA,14,21,C1,66,102,17,0,6,191,423
ENSENADA,14,22,B,79,148,16,0,10,253,521
ENSENADA,14,22,C1,93,159,12,0,12,276,522
ENSENADA,14,23,B,120,179,15,0,10,324,670
ENSENADA,14,23,C1,153,193,17,0,19,382,670
ENSENADA,14,24,B,98,176,13,0,14,301,684
ENSENADA,14,24,C1,108,165,14,0,13,300,685
ENSENADA,14,25,B,79,134,19,0,15,247,512
ENSENADA,14,25,C1,61,148,12,0,4,225,512
ENSENADA,14,26,B,66,106,16,3,16,207,433
ENSENADA,14,26,C1,58,107,20,2,12,199,433
ENSENADA,14,27,B,96,184,12,2,7,301,575
ENSENADA,14,27,C1,85,186,12,2,9,294,576
ENSENADA,14,28,B,84,81,10,0,4,179,481
ENSENADA,14,29,B,72,114,31,0,13,230,491
ENSENADA,14,29,C1,86,99,20,2,5,212,492
ENSENADA,14,30,B,87,157,15,1,9,269,609
ENSENADA,14,30,C1,80,144,14,0,12,250,610
ENSENADA,14,31,B,56,88,7,0,7,158,380
ENSENADA,14,31,C1,50,81,12,0,4,147,381
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
ENSENADA,14,32,B,50,158,8,0,8,224,582
ENSENADA,14,32,C1,77,122,11,0,6,216,582
ENSENADA,14,32,C2,68,153,8,0,8,237,583
ENSENADA,14,33,B,50,117,17,8,13,205,524
ENSENADA,14,33,C1,63,118,16,0,9,206,524
ENSENADA,14,33,C2,54,134,6,0,12,206,525
ENSENADA,14,34,B,75,195,14,2,12,298,679
ENSENADA,14,34,C1,93,157,12,1,3,266,679
ENSENADA,14,35,B,108,176,15,1,8,308,746
ENSENADA,14,35,C1,100,158,13,0,6,277,747
ENSENADA,14,35,C2,94,154,10,0,7,265,747
ENSENADA,14,36,B,59,163,10,0,6,238,591
ENSENADA,14,36,C1,50,149,14,0,5,218,592
ENSENADA,14,36,C2,82,144,6,0,4,236,592
ENSENADA,14,37,B,63,111,12,0,7,193,585
ENSENADA,14,37,C1,73,119,20,0,10,222,585
ENSENADA,14,37,C2,66,123,17,0,6,212,585
ENSENADA,14,37,C3,70,110,10,0,4,194,586
ENSENADA,14,38,B,72,110,21,0,13,216,581
ENSENADA,14,38,C1,71,119,9,2,2,203,581
ENSENADA,14,38,C2,72,133,9,2,7,223,581
ENSENADA,14,39,B,67,121,22,3,5,218,515
ENSENADA,14,39,C1,55,111,19,0,9,194,515
ENSENADA,14,39,C2,74,126,10,3,9,222,516
ENSENADA,14,40,B,80,136,19,0,5,240,563
ENSENADA,14,40,C1,73,116,11,0,3,203,563
ENSENADA,14,40,C2,91,117,13,2,11,234,564
ENSENADA,14,41,B,67,117,17,0,10,211,529
ENSENADA,14,41,C1,64,112,20,0,9,205,530
ENSENADA,14,42,B,69,159,21,0,12,261,503
ENSENADA,14,42,C1,70,131,14,1,6,222,504
ENSENADA,14,43,B,88,154,13,0,0,255,485
ENSENADA,14,43,C1,91,165,10,0,9,275,485
ENSENADA,14,44,B,114,166,19,1,9,309,608
ENSENADA,14,45,B,114,161,19,4,8,306,737
ENSENADA,14,46,B,70,122,10,1,6,209,418
ENSENADA,14,46,C1,83,108,10,0,5,206,419
ENSENADA,14,47,B,96,124,14,1,4,239,539
ENSENADA,14,47,C1,78,133,15,0,11,237,540
ENSENADA,14,48,B,85,168,13,0,8,274,576
ENSENADA,14,48,C1,87,152,10,0,7,256,577
ENSENADA,14,48,C2,62,167,11,2,13,255,577
ENSENADA,14,49,B,33,41,2,1,2,79,278
ENSENADA,14,50,B,44,96,12,0,2,154,444
ENSENADA,14,51,B,57,105,11,0,9,182,528
ENSENADA,14,52,B,61,88,7,0,9,165,400
ENSENADA,14,52,C1,53,93,9,3,8,166,401
ENSENADA,14,53,B,70,138,17,0,4,229,561
ENSENADA,14,54,B,83,119,11,0,5,218,462
ENSENADA,14,54,C1,84,109,15,0,5,213,462
ENSENADA,14,55,B,101,177,15,2,4,299,618
ENSENADA,14,56,B,41,135,11,0,6,193,572
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
ENSENADA,14,56,C1,57,123,18,0,11,209,573
ENSENADA,14,57,B,51,125,15,0,4,195,516
ENSENADA,14,57,C1,58,109,7,3,4,181,517
ENSENADA,14,58,B,90,203,30,0,5,328,676
ENSENADA,14,58,C1,102,152,26,1,12,293,676
ENSENADA,14,59,B,129,131,121,0,12,393,724
ENSENADA,14,59,C1,98,134,18,0,8,258,724
ENSENADA,14,60,B,100,146,20,2,8,276,647
ENSENADA,14,60,C1,106,148,29,1,18,302,648
ENSENADA,14,60,C2,105,142,23,0,14,284,648
ENSENADA,14,61,B,68,129,16,0,10,223,498
ENSENADA,14,61,C1,77,125,20,1,7,230,499
ENSENADA,14,61,D1,71,98,8,0,7,184,427
ENSENADA,14,61,D1C1,66,100,12,0,9,187,428
ENSENADA,14,62,B,91,127,9,1,11,239,613
ENSENADA,14,62,C1,89,134,6,0,4,233,613
ENSENADA,14,62,C2,99,147,8,1,3,258,613
ENSENADA,14,63,B,51,116,13,1,7,188,391
ENSENADA,14,63,C1,58,106,9,0,9,182,391
ENSENADA,14,64,B,70,91,8,1,4,174,378
ENSENADA,14,64,C1,55,87,9,0,10,161,379
ENSENADA,14,65,B,119,151,19,2,10,301,612
ENSENADA,14,65,C1,103,149,15,0,11,278,612
ENSENADA,14,66,B,70,118,10,0,8,206,432
ENSENADA,14,66,C1,70,98,8,2,4,182,432
ENSENADA,14,67,B,62,90,12,0,10,174,457
ENSENADA,14,67,C1,63,118,16,0,6,203,458
ENSENADA,14,69,B,107,207,15,0,10,339,734
ENSENADA,14,70,B,87,165,20,2,9,283,644
ENSENADA,14,71,B,67,114,10,0,9,200,381
ENSENADA,14,71,C1,49,106,8,0,8,171,382
ENSENADA,14,72,B,89,172,18,0,5,284,608
ENSENADA,14,72,C1,92,173,12,3,12,292,608
ENSENADA,14,73,B,110,192,18,0,8,328,720
ENSENADA,14,74,B,71,120,15,0,6,212,470
ENSENADA,14,74,C1,69,114,16,2,2,203,470
ENSENADA,14,75,B,64,123,20,0,3,210,454
ENSENADA,14,75,C1,68,109,9,1,3,190,455
ENSENADA,14,81,B,76,96,15,0,0,187,394
ENSENADA,14,81,C1,55,106,17,0,6,184,395
ENSENADA,14,82,B,77,175,21,4,13,290,613
ENSENADA,14,95,B,75,206,19,0,10,310,743
ENSENADA,14,95,C1,79,179,17,0,12,287,744
ENSENADA,14,96,B,54,127,11,0,9,201,504
ENSENADA,14,96,C1,49,128,4,3,6,190,504
ENSENADA,14,96,C2,49,128,10,0,3,190,505
ENSENADA,14,97,B,73,115,8,2,11,209,582
ENSENADA,14,97,C1,49,116,11,2,9,187,582
ENSENADA,14,98,B,94,135,26,1,5,261,670
ENSENADA,14,98,C1,89,163,14,2,9,277,670
ENSENADA,14,98,C2,86,157,14,4,6,267,670
ENSENADA,14,108,B,94,167,27,0,8,296,593
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
ENSENADA,14,108,C1,89,155,18,1,10,273,593
ENSENADA,14,108,C2,76,170,16,0,3,265,594
ENSENADA,14,108,C3,103,157,9,1,8,278,594
ENSENADA,14,108,D1,89,153,23,2,8,275,741
ENSENADA,14,109,B,87,176,13,3,13,292,707
ENSENADA,14,109,C1,90,151,16,0,6,263,707
ENSENADA,14,109,C2,78,144,12,0,11,245,707
ENSENADA,14,109,C3,82,150,12,2,10,256,707
ENSENADA,14,128,B,70,130,10,0,15,225,668
ENSENADA,14,128,C1,66,146,8,0,11,231,669
ENSENADA,14,129,B,62,117,7,0,9,195,547
ENSENADA,14,129,C1,69,124,11,2,11,217,547
ENSENADA,14,130,B,66,152,12,0,7,237,566
ENSENADA,14,130,C1,64,155,15,1,1,236,566
ENSENADA,14,130,C2,86,157,12,0,11,266,566
ENSENADA,14,131,B,66,160,22,0,14,262,604
ENSENADA,14,131,C1,81,144,11,4,11,251,604
ENSENADA,14,131,C2,66,162,10,0,13,251,604
ENSENADA,14,132,B,90,192,17,1,7,307,738
ENSENADA,14,132,C1,104,211,20,2,9,346,739
ENSENADA,14,133,B,108,167,20,0,11,306,688
ENSENADA,14,133,C1,104,164,19,1,10,298,688
ENSENADA,14,133,C2,115,174,23,0,13,325,689
ENSENADA,14,166,B,70,140,13,0,5,228,495
ENSENADA,14,166,C1,63,150,5,0,3,221,496
ENSENADA,14,166,D1,54,97,10,0,8,169,461
ENSENADA,14,166,D1C1,55,101,7,3,5,171,462
ENSENADA,14,167,B,25,36,2,0,2,65,138
ENSENADA,14,167,D1,15,45,4,1,3,68,199
ENSENADA,14,168,B,45,196,3,0,11,255,638
ENSENADA,14,168,C1,45,199,6,1,6,257,638
ENSENADA,14,168,C2,49,179,6,7,5,246,638
ENSENADA,14,169,B,37,140,5,1,7,190,527
ENSENADA,14,169,C1,43,140,16,0,12,211,527
ENSENADA,14,170,B,43,130,4,0,5,182,391
ENSENADA,14,170,D1,9,66,2,0,2,79,154
ENSENADA,14,171,B,31,142,14,2,6,195,573
ENSENADA,14,171,C1,66,119,13,0,14,212,573
ENSENADA,14,171,C2,59,93,13,2,5,172,573
ENSENADA,14,172,B,87,129,17,0,5,238,389
ENSENADA,14,172,C1,45,115,9,0,3,172,390
ENSENADA,14,172,D1,70,114,20,3,9,216,716
ENSENADA,14,172,D1C1,79,128,12,0,4,223,716
ENSENADA,14,172,D1C2,76,143,14,1,5,239,717
ENSENADA,14,172,D1C3,89,101,23,0,5,218,717
ENSENADA,14,172,D2,43,113,14,0,2,172,628
ENSENADA,14,172,D2C1,78,154,11,0,2,245,629
ENSENADA,14,172,D3,70,144,22,1,4,241,710
ENSENADA,14,173,B,118,154,11,0,9,292,690
ENSENADA,14,173,C1,117,152,11,0,8,288,691
ENSENADA,14,174,B,37,61,9,0,10,117,292
ENSENADA,14,175,B,46,68,0,0,8,122,375
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
ENSENADA,14,175,D1,57,70,4,8,10,149,364
ENSENADA,14,206,B,57,135,10,0,12,214,455
ENSENADA,14,206,C1,60,130,10,0,5,205,455
ENSENADA,14,207,B,52,82,30,0,9,173,429
ENSENADA,14,207,C1,59,85,20,0,6,170,430
ENSENADA,14,208,B,74,164,21,0,7,266,520
ENSENADA,14,208,C1,76,168,11,2,9,266,520
ENSENADA,14,208,C2,70,139,17,0,9,235,520
ENSENADA,15,68,B,58,118,3,0,11,190,446
ENSENADA,15,68,C1,60,104,17,1,9,191,447
ENSENADA,15,76,B,87,141,17,0,11,256,591
ENSENADA,15,76,C1,87,156,18,3,4,268,591
ENSENADA,15,77,B,86,168,15,0,9,278,533
ENSENADA,15,77,C1,81,154,20,0,8,263,534
ENSENADA,15,78,B,79,134,13,1,3,230,443
ENSENADA,15,78,C1,95,125,6,0,7,233,444
ENSENADA,15,79,B,91,148,22,0,5,266,565
ENSENADA,15,79,C1,105,135,26,3,6,275,565
ENSENADA,15,80,B,68,130,16,1,5,220,464
ENSENADA,15,80,C1,53,152,14,2,5,226,465
ENSENADA,15,83,B,84,158,19,0,7,268,574
ENSENADA,15,83,C1,101,154,16,12,0,283,574
ENSENADA,15,84,B,105,123,17,0,3,248,523
ENSENADA,15,84,C1,84,146,19,0,7,256,523
ENSENADA,15,85,B,68,124,23,2,11,228,436
ENSENADA,15,85,C1,63,153,16,0,4,236,437
ENSENADA,15,86,B,107,207,20,0,11,345,651
ENSENADA,15,86,C1,124,188,27,0,9,348,651
ENSENADA,15,87,B,107,148,15,0,10,280,688
ENSENADA,15,87,C1,83,166,13,1,14,277,688
ENSENADA,15,88,B,115,139,19,2,5,280,686
ENSENADA,15,88,C1,108,120,21,4,9,262,687
ENSENADA,15,88,C2,97,128,16,0,8,249,687
ENSENADA,15,89,B,103,139,13,1,5,261,480
ENSENADA,15,89,C1,90,143,13,2,5,253,481
ENSENADA,15,90,B,100,174,13,0,13,300,586
ENSENADA,15,90,C1,111,177,14,0,10,312,586
ENSENADA,15,91,B,64,122,11,0,8,205,388
ENSENADA,15,91,C1,66,117,14,0,4,201,389
ENSENADA,15,92,B,68,138,17,0,12,235,513
ENSENADA,15,92,C1,87,141,13,0,9,250,514
ENSENADA,15,93,B,103,140,19,2,6,270,530
ENSENADA,15,93,C1,95,177,15,2,7,296,531
ENSENADA,15,94,B,103,186,20,2,11,322,689
ENSENADA,15,94,C1,117,149,22,0,8,296,690
ENSENADA,15,99,B,82,152,11,0,16,261,570
ENSENADA,15,99,C1,80,154,15,0,12,261,570
ENSENADA,15,100,B,76,160,13,0,13,262,544
ENSENADA,15,100,C1,78,163,18,0,5,264,544
ENSENADA,15,100,C2,79,148,12,0,14,253,544
ENSENADA,15,101,B,90,165,21,2,8,286,654
ENSENADA,15,101,C1,107,184,14,0,8,313,655
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
ENSENADA,15,102,B,106,204,22,0,14,346,667
ENSENADA,15,102,C1,127,207,7,0,7,348,668
ENSENADA,15,103,B,95,182,9,0,9,295,602
ENSENADA,15,103,C1,92,173,31,0,12,308,602
ENSENADA,15,104,B,127,208,24,2,8,369,733
ENSENADA,15,104,C1,129,203,17,4,11,364,733
ENSENADA,15,105,B,103,148,11,0,7,269,553
ENSENADA,15,105,C1,86,158,17,4,5,270,554
ENSENADA,15,105,C2,105,159,9,0,8,281,554
ENSENADA,15,106,B,105,176,23,4,4,312,634
ENSENADA,15,106,C1,99,171,14,2,8,294,634
ENSENADA,15,106,C2,83,175,22,2,7,289,635
ENSENADA,15,107,B,85,180,13,0,13,291,745
ENSENADA,15,107,C1,70,188,15,0,7,280,746
ENSENADA,15,110,B,134,162,28,0,10,334,651
ENSENADA,15,110,C1,116,164,21,3,10,314,651
ENSENADA,15,111,B,83,101,11,0,6,201,443
ENSENADA,15,111,C1,76,85,15,0,8,184,444
ENSENADA,15,112,B,78,137,9,1,5,230,479
ENSENADA,15,112,C1,82,141,5,0,6,234,480
ENSENADA,15,113,B,106,170,20,1,21,318,659
ENSENADA,15,113,C1,99,172,23,0,13,307,660
ENSENADA,15,114,B,102,140,16,0,8,266,516
ENSENADA,15,114,C1,125,117,22,0,12,276,517
ENSENADA,15,114,C2,107,129,24,0,7,267,517
ENSENADA,15,115,B,128,172,20,3,9,332,661
ENSENADA,15,115,C1,115,186,24,6,14,345,661
ENSENADA,15,115,C2,116,171,19,0,8,314,662
ENSENADA,15,116,B,106,145,21,0,7,279,678
ENSENADA,15,116,C1,95,159,12,5,6,277,678
ENSENADA,15,116,C2,82,131,22,0,3,238,679
ENSENADA,15,116,C3,87,179,12,0,8,286,679
ENSENADA,15,116,C4,109,140,17,0,10,276,679
ENSENADA,15,117,B,110,147,30,1,16,304,745
ENSENADA,15,117,C1,117,160,27,1,4,309,745
ENSENADA,15,118,B,102,184,23,3,7,319,681
ENSENADA,15,118,C1,118,266,18,1,10,413,682
ENSENADA,15,119,B,97,176,18,1,3,295,631
ENSENADA,15,119,C1,114,141,18,1,12,286,632
ENSENADA,15,120,B,60,150,13,1,5,229,523
ENSENADA,15,120,C1,76,114,9,2,6,207,524
ENSENADA,15,121,B,104,161,27,1,7,300,672
ENSENADA,15,121,C1,117,173,23,3,4,320,672
ENSENADA,15,122,B,46,55,6,1,3,111,412
ENSENADA,15,122,C1,56,36,9,1,5,107,412
ENSENADA,15,124,B,61,114,11,5,6,197,525
ENSENADA,15,124,C1,60,97,16,0,7,180,525
ENSENADA,15,124,C2,68,105,9,0,5,187,526
ENSENADA,15,125,B,66,121,14,0,7,208,554
ENSENADA,15,125,C1,71,91,13,0,11,186,554
ENSENADA,15,126,B,76,131,14,1,2,224,668
ENSENADA,15,126,C1,104,120,9,0,3,236,668
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
ENSENADA,15,126,C2,92,121,6,0,5,224,668
ENSENADA,15,126,C3,89,120,13,0,5,227,668
ENSENADA,15,126,C4,87,135,9,1,5,237,668
ENSENADA,15,126,C5,105,125,16,0,4,250,668
ENSENADA,15,126,C6,78,147,13,1,3,242,668
ENSENADA,15,126,C7,107,129,12,0,6,254,668
ENSENADA,15,126,C8,81,139,6,2,4,232,668
ENSENADA,15,126,D1,105,161,9,0,10,285,737
ENSENADA,15,126,D1C1,120,136,5,0,10,271,738
ENSENADA,15,126,D2,67,112,5,3,3,190,512
ENSENADA,15,126,D2C1,62,110,9,0,8,189,512
ENSENADA,15,126,D2C2,58,120,15,0,5,198,513
ENSENADA,15,126,D3,83,163,22,0,7,275,742
ENSENADA,15,126,D3C1,89,149,20,1,5,264,742
ENSENADA,15,126,D3C2,99,146,13,0,0,258,742
ENSENADA,15,126,D3C3,71,125,19,0,3,218,743
ENSENADA,15,126,D3C4,94,136,9,0,3,242,743
ENSENADA,15,127,B,68,103,12,1,5,189,548
ENSENADA,15,127,C1,63,109,16,1,5,194,548
ENSENADA,15,134,B,77,101,15,1,4,198,575
ENSENADA,15,134,C1,79,100,14,0,4,197,575
ENSENADA,15,134,C2,67,101,10,0,10,188,576
ENSENADA,15,134,C3,64,100,15,0,3,182,576
ENSENADA,15,134,D1,76,76,13,0,11,176,418
ENSENADA,15,135,B,81,92,12,0,13,198,555
ENSENADA,15,135,C1,66,96,9,0,18,189,555
ENSENADA,15,136,B,122,159,10,0,13,304,733
ENSENADA,15,136,C1,142,136,5,0,17,300,734
ENSENADA,15,137,B,71,76,8,0,3,158,442
ENSENADA,15,137,C1,81,88,4,0,5,178,443
ENSENADA,15,138,B,53,92,8,2,5,160,458
ENSENADA,15,138,C1,58,97,12,1,7,175,458
ENSENADA,15,139,B,76,91,5,0,4,176,516
ENSENADA,15,139,C1,124,83,8,2,5,222,517
ENSENADA,15,139,C2,101,83,8,0,9,201,517
ENSENADA,15,140,B,73,114,8,0,9,204,553
ENSENADA,15,140,C1,86,111,3,2,7,209,553
ENSENADA,15,140,C2,96,114,9,0,7,226,553
ENSENADA,15,141,B,105,122,9,3,9,248,679
ENSENADA,15,141,C1,96,140,11,2,7,256,680
ENSENADA,15,142,B,80,146,11,0,5,242,719
ENSENADA,15,142,C1,99,133,7,0,11,250,719
ENSENADA,15,142,C2,90,146,12,0,17,265,719
ENSENADA,15,142,C3,88,163,13,3,10,277,720
ENSENADA,15,142,D1,56,128,8,0,6,198,490
ENSENADA,15,142,D2,88,75,10,0,7,180,581
ENSENADA,15,143,B,81,122,3,0,7,213,535
ENSENADA,15,144,B,85,95,2,0,3,185,462
ENSENADA,15,145,B,65,158,5,0,9,237,478
ENSENADA,15,145,C1,74,163,6,0,4,247,478
ENSENADA,15,146,B,38,181,3,0,10,232,525
ENSENADA,15,146,C1,53,158,2,0,7,220,525
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
ENSENADA,15,147,B,54,130,3,0,10,197,437
ENSENADA,15,147,C1,59,133,7,1,8,208,438
ENSENADA,15,148,B,59,90,6,1,5,161,583
ENSENADA,15,148,C1,74,102,2,0,5,183,583
ENSENADA,15,148,C2,82,109,3,0,3,197,584
ENSENADA,15,149,B,83,89,7,0,12,191,585
ENSENADA,15,149,C1,86,85,8,0,7,186,586
ENSENADA,15,149,C2,77,96,4,0,7,184,586
ENSENADA,15,150,B,75,113,4,0,5,197,486
ENSENADA,15,150,C1,68,87,6,0,2,163,487
ENSENADA,15,151,B,107,77,4,0,4,192,574
ENSENADA,15,151,C1,95,66,7,2,8,178,574
ENSENADA,15,151,C2,92,60,8,0,9,169,574
ENSENADA,15,152,B,97,125,6,0,2,230,637
ENSENADA,15,152,C1,103,135,4,0,9,251,637
ENSENADA,15,152,C2,77,137,8,0,5,227,638
ENSENADA,15,153,B,89,77,8,1,6,181,716
ENSENADA,15,153,C1,72,76,10,1,5,164,717
ENSENADA,15,153,C2,72,75,12,0,3,162,717
ENSENADA,15,153,C3,102,103,9,2,6,222,717
ENSENADA,15,154,B,86,85,7,0,3,181,525
ENSENADA,15,154,C1,76,98,4,0,0,178,525
ENSENADA,15,154,C2,54,95,9,1,4,163,526
ENSENADA,15,155,B,91,177,3,0,12,283,723
ENSENADA,15,156,B,77,106,6,0,22,211,576
ENSENADA,15,156,C1,80,131,4,0,10,225,577
ENSENADA,15,157,B,61,122,7,0,3,193,459
ENSENADA,15,157,C1,65,115,4,0,3,187,459
ENSENADA,15,158,B,97,126,8,2,11,244,668
ENSENADA,15,158,C1,73,113,7,4,11,208,668
ENSENADA,15,158,C2,101,89,8,1,7,206,669
ENSENADA,15,158,C3,112,106,7,3,19,247,669
ENSENADA,15,159,B,36,109,4,2,3,154,443
ENSENADA,15,159,C1,51,107,4,0,4,166,443
ENSENADA,15,160,B,47,115,5,1,2,170,612
ENSENADA,15,160,C1,45,99,2,0,5,151,612
ENSENADA,15,161,B,75,77,4,1,6,163,551
ENSENADA,15,161,C1,84,98,6,0,6,194,551
ENSENADA,15,162,B,90,87,5,2,7,191,669
ENSENADA,15,162,C1,78,106,3,0,0,187,670
ENSENADA,15,163,B,72,60,2,0,4,138,397
ENSENADA,15,164,B,87,92,5,2,9,195,479
ENSENADA,15,165,B,31,69,1,0,2,103,360
ENSENADA,15,176,B,76,143,7,0,6,232,657
ENSENADA,15,176,C1,49,132,9,1,9,200,657
ENSENADA,15,176,C2,55,150,10,4,4,223,657
ENSENADA,15,176,C3,70,119,17,0,7,213,657
ENSENADA,15,176,C4,59,112,10,0,6,187,657
ENSENADA,15,176,C5,67,111,13,0,7,198,657
ENSENADA,15,176,D1,48,104,10,0,6,168,479
ENSENADA,15,176,D1C1,49,136,9,0,4,198,480
ENSENADA,15,177,B,41,303,7,0,8,359,710
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
ENSENADA,15,178,B,129,106,10,1,15,261,745
