Municipio,Distrito,Casilla,Tipo,PAN-PVEM,PRI,PRD,PT,PEBC,PSN,PC- PAS,Nulos
Ensenada,15,1124,B,94,82,30,5,2,0,4,2
Ensenada,15,1124,C,100,88,25,7,1,0,4,3
Ensenada,15,1125,B,90,65,43,5,3,0,4,9
Ensenada,15,1125,C,89,63,44,4,1,0,5,5
Ensenada,15,1126,B,119,84,47,1,1,0,5,3
Ensenada,15,1126,C,87,94,41,2,1,0,6,4
Ensenada,15,1127,B,130,106,64,7,9,0,7,3
Ensenada,15,1127,C,159,118,62,9,9,0,10,7
Ensenada,15,1128,B,104,94,51,5,6,0,4,6
Ensenada,15,1128,C,101,88,66,3,9,0,13,2
Ensenada,15,1129,B,69,55,33,3,2,0,5,2
Ensenada,15,1129,C1,74,60,30,7,5,0,4,4
Ensenada,15,1129,C2,88,70,39,5,1,0,4,3
Ensenada,15,1130,B,108,84,46,2,6,0,5,8
Ensenada,15,1130,C,109,86,49,2,3,0,3,3
Ensenada,15,1131,B,129,118,75,6,2,0,6,9
Ensenada,15,1131,C,124,109,57,2,4,0,4,4
Ensenada,15,1132,B,157,107,58,4,19,0,20,6
Ensenada,15,1133,B,108,77,44,1,1,0,7,5
Ensenada,15,1133,C,104,95,41,2,3,0,3,2
Ensenada,15,1134,B,89,60,39,4,1,0,3,2
Ensenada,15,1134,C,109,79,30,5,2,0,5,6
Ensenada,15,1135,B,95,115,43,3,3,0,7,12
Ensenada,15,1135,C,0,0,0,0,0,0,0,0
Ensenada,14,1136,B,83,78,24,3,3,0,5,7
Ensenada,14,1136,C,92,82,20,3,3,0,5,17
Ensenada,14,1137,B,57,51,25,4,3,0,21,6
Ensenada,14,1137,C,53,65,12,4,3,0,18,6
Ensenada,14,1138,B,73,72,34,13,5,0,17,13
Ensenada,14,1139,B,104,102,23,1,3,0,6,9
Ensenada,14,1139,C1,79,79,16,5,5,0,3,10
Ensenada,14,1139,C2,62,69,19,2,5,0,5,2
Ensenada,15,1140,B,87,73,24,5,0,0,4,4
Ensenada,15,1140,C,83,75,26,6,0,0,12,13
Ensenada,15,1141,B,99,69,19,6,1,0,3,4
Ensenada,15,1141,C1,107,87,24,12,2,0,6,6
Ensenada,15,1141,C2,93,80,24,7,5,0,4,4
Ensenada,15,1142,B,92,92,39,6,5,0,10,6
Ensenada,15,1142,C,112,87,25,2,6,0,10,6
Ensenada,15,1143,B,132,114,58,6,13,0,13,9
Ensenada,15,1143,C,125,143,54,7,7,0,13,12
Ensenada,15,1144,B,130,100,37,2,11,0,4,5
Ensenada,15,1144,C,123,96,41,5,7,0,5,6
Ensenada,15,1145,B,134,123,25,7,4,0,11,9
Ensenada,15,1145,C,138,105,33,8,4,0,12,7
Ensenada,15,1146,B,107,67,35,4,2,0,5,4
Ensenada,15,1146,C1,118,57,42,4,3,0,6,3
Ensenada,15,1146,C2,93,89,47,3,6,0,6,4
Ensenada,15,1147,B,151,136,53,5,2,0,8,7
Ensenada,15,1147,C,131,121,46,7,4,0,14,6
Ensenada,15,1148,B,117,133,20,7,5,0,8,12
Ensenada,15,1148,C,99,100,37,6,2,0,4,10
Ensenada,14,1149,B,128,114,50,7,1,0,0,7
Ensenada,14,1149,C,126,100,26,7,3,0,7,2
Ensenada,14,1149,D,74,75,20,6,1,0,8,5
Ensenada,14,1150,B,54,82,27,5,0,0,12,6
Ensenada,14,1150,C1,50,64,16,9,2,0,8,10
Ensenada,14,1150,C2,38,65,20,2,3,0,6,7
Ensenada,15,1151,B,119,96,52,4,2,0,4,3
Ensenada,15,1151,C,104,77,70,2,2,0,7,1
Ensenada,15,1152,B,145,86,60,6,3,0,3,0
Ensenada,15,1153,B,91,81,20,5,1,0,6,5
Ensenada,15,1153,C,91,65,19,1,2,0,7,6
Ensenada,15,1154,B,138,85,64,4,5,0,10,0
Ensenada,15,1154,C,115,100,52,10,6,0,10,9
Ensenada,15,1155,B,125,77,60,4,4,0,9,2
Ensenada,15,1155,C,109,74,70,1,8,0,9,1
Ensenada,15,1156,B,112,68,52,5,3,0,4,4
Ensenada,15,1156,C,107,85,59,2,6,0,6,4
Ensenada,15,1157,B,113,90,60,7,2,0,15,8
Ensenada,15,1157,C1,131,123,51,10,4,0,10,5
Ensenada,15,1157,C2,114,99,41,10,4,0,13,9
Ensenada,15,1158,B,83,51,44,7,2,0,5,2
Ensenada,15,1158,C,77,64,27,4,4,0,3,5
Ensenada,15,1159,B,108,88,34,5,2,0,6,1
Ensenada,15,1159,C,91,88,36,4,1,0,6,3
Ensenada,15,1160,B,106,83,45,4,4,0,11,4
Ensenada,15,1160,C,118,69,39,3,2,0,5,0
Ensenada,15,1161,B,72,57,29,4,2,0,2,1
Ensenada,15,1161,C,71,89,21,1,5,0,10,2
Ensenada,15,1162,B,84,60,28,6,3,0,5,5
Ensenada,15,1162,C,81,60,29,2,1,0,11,3
Ensenada,15,1163,B,51,54,24,6,1,0,4,4
Ensenada,15,1163,C,55,60,21,4,4,0,10,6
Ensenada,15,1163,D1,81,120,47,2,0,0,3,7
Ensenada,15,1163,D2,94,99,58,6,6,0,9,5
Ensenada,15,1163,D2C,107,91,43,5,6,0,9,5
Ensenada,15,1164,B,117,110,33,5,8,0,8,7
Ensenada,15,1164,C,91,96,33,6,5,0,6,7
Ensenada,15,1165,B,88,69,30,9,2,0,9,4
Ensenada,15,1166,B,54,78,19,1,1,0,5,8
Ensenada,15,1166,C,69,59,21,1,3,0,6,4
Ensenada,15,1167,B,83,122,28,9,4,0,4,7
Ensenada,15,1167,C1,63,74,16,8,2,0,4,8
Ensenada,15,1167,C2,87,84,18,2,1,0,6,2
Ensenada,15,1168,B,70,54,26,4,2,0,5,2
Ensenada,15,1168,C,101,49,26,2,2,0,8,10
Ensenada,14,1169,B,48,92,18,7,2,0,2,9
Ensenada,14,1169,C,55,83,19,2,2,0,2,8
Ensenada,14,1170,B,51,64,33,4,0,0,0,9
Ensenada,14,1170,C,53,80,35,2,0,0,2,6
Ensenada,14,1171,B,85,119,22,9,4,0,12,11
Ensenada,14,1171,C,91,129,15,9,4,0,15,15
Ensenada,14,1172,B,85,104,10,9,6,0,13,9
Ensenada,14,1172,C,91,84,21,4,1,0,9,12
Ensenada,14,1173,B,95,139,31,12,7,0,11,12
Ensenada,14,1173,C,126,130,34,4,6,0,16,7
Ensenada,14,1174,B,113,90,46,8,2,0,10,10
Ensenada,14,1174,C,114,100,43,1,5,0,13,2
Ensenada,14,1175,B,97,115,50,19,3,0,5,6
Ensenada,14,1175,D,47,69,14,8,2,0,15,12
Ensenada,14,1176,B,35,14,2,4,0,0,1,0
Ensenada,14,1176,D,12,15,14,2,0,0,0,0
Ensenada,14,1177,B,35,186,16,0,3,0,7,16
Ensenada,14,1177,C,38,197,16,2,0,0,3,10
Ensenada,14,1178,B,43,120,18,3,2,0,8,8
Ensenada,14,1179,B,50,81,11,1,0,0,0,4
Ensenada,14,1179,D,8,52,1,7,0,0,0,1
Ensenada,14,1180,B,66,82,8,5,0,0,3,7
Ensenada,14,1180,C,87,76,12,5,1,0,3,9
Ensenada,14,1181,B,123,106,45,4,3,0,11,0
Ensenada,14,1181,C,141,96,45,3,3,0,9,2
Ensenada,14,1181,D,35,45,8,5,7,0,1,4
Ensenada,14,1182,B,99,123,50,30,3,0,5,19
Ensenada,14,1183,B,30,24,11,4,3,0,4,4
Ensenada,14,1184,B,66,46,41,4,2,0,4,6
Ensenada,15,1185,B,53,72,26,3,3,0,5,4
Ensenada,15,1185,C1,60,112,29,6,1,0,7,11
Ensenada,15,1185,C2,56,98,22,3,4,0,3,10
Ensenada,15,1186,B,68,90,30,5,2,0,6,9
Ensenada,15,1186,C,53,112,19,1,2,0,7,9
Ensenada,15,1187,B,75,140,39,11,2,0,18,12
Ensenada,15,1188,B,45,58,16,2,3,0,6,9
Ensenada,15,1188,C,62,64,16,7,3,0,11,12
Ensenada,15,1189,B,87,133,36,6,2,0,9,10
Ensenada,15,1190,B,86,87,28,5,3,0,5,10
Ensenada,15,1190,C,66,72,22,1,3,0,2,3
Ensenada,15,1191,B,46,66,25,5,4,0,12,2
Ensenada,15,1191,C,52,69,20,6,5,0,8,1
Ensenada,15,1192,B,73,100,10,3,1,0,4,8
Ensenada,15,1192,C,64,94,15,4,6,0,4,5
Ensenada,15,1193,B,71,81,21,6,2,0,6,7
Ensenada,15,1193,C,61,115,17,7,2,0,8,10
Ensenada,15,1194,B,56,89,3,4,2,0,4,8
Ensenada,15,1195,B,52,88,7,2,0,0,2,6
Ensenada,15,1196,B,72,126,14,0,0,0,5,10
Ensenada,15,1197,B,77,103,13,2,0,0,1,8
Ensenada,15,1197,C,60,90,5,8,1,0,2,2
Ensenada,15,1198,B,78,77,19,5,1,0,0,3
Ensenada,15,1199,B,46,72,22,0,0,0,3,2
Ensenada,15,1199,C,26,70,16,1,0,0,2,4
Ensenada,15,1200,B,35,79,9,0,2,0,5,7
Ensenada,15,1200,C,45,84,4,1,0,0,6,6
Ensenada,15,1201,B,66,146,13,4,1,0,3,9
Ensenada,15,1202,B,68,47,14,0,2,0,5,7
Ensenada,15,1202,C,47,57,14,2,1,0,2,3
Ensenada,15,1203,B,177,50,10,5,0,0,3,6
Ensenada,15,1203,C,128,73,15,5,3,0,8,10
Ensenada,15,1204,B,41,22,43,0,1,0,3,5
Ensenada,15,1204,C1,41,30,41,2,1,0,2,0
Ensenada,15,1204,C2,35,27,38,0,1,0,3,4
Ensenada,15,1205,B,116,65,14,1,2,0,5,4
Ensenada,15,1205,C,95,74,18,2,1,0,4,8
Ensenada,15,1206,B,114,90,9,4,2,0,2,5
Ensenada,15,1207,B,64,58,5,2,0,0,7,2
Ensenada,15,1207,C,63,56,13,1,0,0,4,5
Ensenada,15,1208,B,127,99,18,4,1,0,2,1
Ensenada,15,1209,B,0,0,0,0,0,0,0,0
Ensenada,15,1209,C1,44,30,19,4,4,0,4,5
Ensenada,15,1209,C2,41,36,11,0,0,0,3,8
Ensenada,15,1210,B,75,136,11,3,6,0,1,13
Ensenada,15,1211,B,72,83,8,2,2,0,0,4
Ensenada,15,1211,C,56,82,7,3,1,0,2,2
Ensenada,15,1212,B,88,78,13,3,1,0,3,8
Ensenada,15,1213,B,46,53,7,2,1,0,3,5
Ensenada,15,1213,C,46,61,5,3,0,0,2,5
Ensenada,15,1214,B,53,40,24,0,0,0,6,7
Ensenada,15,1215,B,54,43,35,2,0,0,17,8
Ensenada,15,1216,B,63,29,17,0,1,0,11,5
Ensenada,15,1217,B,65,150,27,4,5,0,7,6
Ensenada,15,1217,C,61,141,30,3,4,0,5,9
Ensenada,15,1217,D,82,129,37,8,2,0,4,8
Ensenada,15,1218,B,48,194,6,2,10,0,0,11
Ensenada,15,1219,B,65,68,98,10,4,0,6,12
Ensenada,15,1219,C1,55,64,92,9,8,0,7,3
Ensenada,15,1219,C2,39,54,97,9,2,0,4,12
Ensenada,15,1220,B,39,138,5,4,2,0,2,7
Ensenada,15,1221,B,92,118,12,4,0,0,4,8
Ensenada,15,1222,B,162,234,5,1,2,0,0,11
Ensenada,15,1223,B,52,132,16,3,0,0,6,7
Ensenada,15,1224,B,55,109,6,2,1,0,2,8
Ensenada,15,1224,D,1,40,0,0,0,0,0,0
Ensenada,15,1225,B,29,47,3,1,0,0,28,7
Ensenada,15,1226,B,71,66,23,3,0,0,2,7
Ensenada,15,1226,D1,48,7,1,2,0,0,1,0
Ensenada,15,1226,D2,25,65,16,0,0,0,2,4
Ensenada,15,1226,D2C,40,69,13,0,0,0,7,2
Ensenada,15,1227,B,40,48,25,3,2,0,3,10
Ensenada,15,1227,C,36,57,19,2,4,0,0,7
Ensenada,15,1227,D,69,143,8,3,0,0,2,7
Ensenada,15,1228,B,73,56,35,3,2,0,2,10
Ensenada,15,1228,C1,44,71,41,3,8,0,4,6
Ensenada,15,1228,C2,43,54,26,3,6,0,1,13
Ensenada,15,1229,B,39,51,7,2,0,0,1,1
Ensenada,15,1229,C,38,63,22,2,0,0,7,6
Ensenada,15,1230,B,44,55,45,5,1,0,11,20
Ensenada,15,1230,C1,40,57,33,6,0,0,9,15
Ensenada,15,1230,C2,42,60,37,1,1,0,8,13
Ensenada,15,1230,D,89,95,45,3,1,0,2,9
Ensenada,15,1231,B,55,69,9,3,1,0,9,7
Ensenada,15,1231,C,76,58,8,7,1,0,3,7
Ensenada,15,1232,B,92,104,1,3,0,0,4,6
Ensenada,15,1233,B,92,99,9,1,1,0,3,5
Ensenada,15,1233,C,59,88,8,2,2,0,2,5
Ensenada,15,1233,D1,53,50,17,6,1,0,2,3
Ensenada,15,1233,D1C,52,48,19,1,0,0,1,1
Ensenada,15,1233,D2,9,17,0,0,0,0,3,2
Ensenada,15,1233,D3,14,19,1,0,0,0,0,0
Ensenada,15,1234,B,59,87,9,2,2,0,0,5
Ensenada,15,1234,C,60,74,13,4,8,0,2,9
Ensenada,15,1234,D,13,49,9,0,0,0,1,2
Ensenada,15,1235,B,41,61,10,1,0,0,5,9
Ensenada,15,1235,C1,26,48,4,1,0,0,4,4
Ensenada,15,1235,C2,30,40,13,1,1,0,7,4
Ensenada,15,1236,B,55,74,3,3,1,0,5,3
Ensenada,15,1237,B,38,68,7,0,2,0,0,3
Ensenada,15,1237,C,37,39,7,0,2,0,1,3
Ensenada,15,1238,B,79,68,7,1,0,0,4,4
Ensenada,15,1239,B,142,90,12,5,4,0,9,4
Ensenada,15,1239,C,120,89,21,2,4,0,7,7
Ensenada,15,1240,B,46,48,1,1,0,0,7,4
Ensenada,15,1241,B,33,21,1,0,0,0,0,0
Ensenada,15,1241,D1,42,27,0,0,0,0,1,1
Ensenada,15,1241,D2,40,19,0,0,6,0,4,1
Ensenada,15,1242,B,66,70,0,0,0,0,9,4
Ensenada,15,1243,B,45,78,3,0,2,0,11,2
Ensenada,15,1243,D1,8,7,0,1,0,0,0,1
Ensenada,15,1243,D2,22,12,0,2,1,0,1,1
