CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PRI_PVEM_NVA_ALIANZA,CAND_IND1,CAND_IND2,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,175,5,545,288,7,12,20,16,13,0,110,76,20,0,6,1,1108,36,1144,2325
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,176,2,262,83,4,17,12,18,11,0,35,37,3,0,1,2,484,34,518,1025
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,177,3,463,179,7,25,14,7,4,0,56,4,14,0,1,0,773,16,789,1539
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,178,1,137,46,1,4,2,1,0,0,21,0,3,0,0,0,215,12,227,483
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,179,2,278,110,1,6,1,3,2,0,5,1,0,0,0,0,407,15,422,956
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,180,2,274,251,10,28,9,6,8,0,15,39,10,0,2,11,661,25,686,1355
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,181,1,155,89,5,4,4,2,7,0,13,7,2,0,2,0,288,10,298,594
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,182,1,119,90,0,6,0,5,4,0,9,1,0,0,0,0,234,9,243,733
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,183,2,189,130,4,12,6,13,2,0,19,5,3,0,0,0,383,28,411,1202
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,184,2,164,95,1,2,12,37,12,0,9,4,2,0,0,0,338,20,358,948
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,185,2,212,208,5,8,2,9,8,0,32,29,8,0,4,1,522,24,546,1339
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,186,2,119,133,3,17,5,14,10,0,21,21,4,0,1,1,348,18,366,828
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,187,1,150,38,4,3,1,6,0,0,5,3,4,0,2,0,214,12,226,470
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,188,3,348,197,5,28,17,9,6,0,74,7,10,0,1,0,701,56,757,1772
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,189,2,186,160,9,52,8,2,15,0,43,4,9,0,2,0,488,6,494,1083
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,190,3,315,173,0,28,10,8,5,0,79,26,27,0,9,0,671,23,694,1517
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,191,2,258,105,17,14,6,3,2,0,31,4,3,0,0,0,443,39,482,962
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,192,1,148,81,3,5,2,0,2,0,4,4,0,0,0,0,249,0,249,615
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,193,1,123,63,3,3,2,12,4,0,8,2,1,0,1,0,221,12,233,594
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,194,2,149,262,10,13,68,8,7,0,11,7,13,0,3,1,549,50,599,1361
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,195,1,95,73,5,14,10,6,5,0,13,4,1,0,1,0,226,12,238,535
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,196,1,53,47,3,5,2,0,2,0,10,3,0,0,0,0,125,7,132,266
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,197,2,222,222,11,15,19,16,13,0,33,24,6,0,5,0,581,34,615,1434
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,198,1,165,17,6,1,2,4,2,0,11,7,0,0,0,0,215,19,234,528
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,199,1,123,39,3,4,3,1,1,0,11,2,1,0,1,0,188,0,188,404
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,200,4,453,116,7,25,19,30,13,0,131,72,120,0,40,0,986,31,1017,1739
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,201,2,273,198,14,18,4,4,7,0,43,12,12,0,4,0,585,21,606,1099
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,202,2,171,203,4,20,7,13,6,0,40,18,17,0,4,0,499,8,507,1115
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,203,1,104,72,0,9,8,0,12,0,15,2,9,0,0,0,231,14,245,664
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,204,1,118,105,1,9,2,4,1,0,10,3,4,0,0,0,257,14,271,675
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,205,2,287,82,5,13,4,16,5,0,53,48,1,0,0,0,514,28,542,1016
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,206,2,322,102,26,14,5,4,4,0,14,14,6,0,1,0,511,30,541,1164
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,207,2,168,135,4,12,5,0,0,0,3,3,7,0,0,0,337,19,356,797
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,208,2,233,111,10,13,15,0,4,0,29,4,4,0,2,0,423,19,442,927
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,209,1,151,27,1,0,1,4,2,0,6,1,2,0,0,0,195,5,200,391
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,210,2,167,172,11,27,8,13,3,0,26,11,10,0,0,0,448,15,463,998
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,211,1,171,39,5,1,2,3,3,0,27,8,2,0,0,0,261,12,273,561
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,212,2,208,131,1,13,5,3,14,0,38,11,2,0,0,0,426,13,439,839
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,213,2,178,78,6,11,13,4,5,0,57,11,2,0,1,0,365,21,386,1074
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,214,3,135,322,4,12,16,3,9,0,11,12,14,0,14,0,538,21,559,1489
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,215,1,56,132,2,8,0,1,0,0,1,0,4,0,0,0,204,15,219,442
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,216,3,582,187,10,41,30,10,11,0,57,22,14,0,1,0,964,28,992,2064
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,217,1,103,87,2,13,1,4,3,0,16,11,5,0,3,0,245,14,259,519
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,218,3,359,259,5,19,11,17,21,0,91,48,13,0,2,0,843,33,876,1558
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,219,2,211,147,10,13,69,9,7,0,31,13,8,0,8,0,518,30,548,1233
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,220,2,225,76,3,16,10,3,3,0,22,11,0,0,0,0,369,19,388,862
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,221,1,79,36,1,2,4,0,3,0,5,2,2,0,2,0,134,5,139,284
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,222,2,235,80,7,11,4,5,5,0,6,6,3,0,0,0,362,24,386,972
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,223,1,147,138,5,6,8,3,3,0,4,3,1,0,0,0,318,0,318,689
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,224,2,129,168,2,8,3,0,4,0,14,7,7,0,1,0,342,19,361,836
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,225,1,147,87,7,4,10,3,3,0,25,0,0,0,0,0,286,24,310,746
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,226,2,194,112,6,16,8,2,2,0,9,8,1,0,0,0,358,28,386,1018
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,227,2,150,357,2,18,9,2,11,0,18,5,33,0,12,0,605,40,645,1488
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,228,1,131,45,2,4,1,7,1,0,22,2,0,0,0,0,215,4,219,379
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,229,2,213,92,4,7,13,4,15,0,49,6,4,0,1,0,407,9,416,963
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,230,2,193,43,3,10,15,6,2,0,47,3,2,0,0,0,324,15,339,827
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,231,1,77,100,5,8,15,2,9,0,62,13,8,0,0,0,299,36,335,622
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,232,1,59,10,1,2,0,2,1,0,13,0,0,0,0,0,88,5,93,226
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,233,2,202,151,6,11,10,2,3,0,2,0,3,0,3,0,390,25,415,831
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,234,1,75,69,1,1,2,0,1,0,0,0,0,0,0,0,149,5,154,230
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,235,2,197,132,8,23,15,6,18,0,29,6,0,0,0,0,434,26,460,865
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,236,2,329,57,5,22,22,8,4,0,35,1,2,0,0,0,485,26,511,1000
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,237,1,40,172,0,3,1,2,1,0,10,3,11,0,4,0,243,4,247,667
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,238,1,86,171,9,6,3,1,1,0,3,1,5,0,0,0,286,23,309,714
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,239,1,55,63,3,5,2,0,1,0,6,1,3,0,0,0,139,17,156,343
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,240,1,34,40,1,0,0,0,0,0,0,1,0,0,0,0,76,13,89,237
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,241,1,81,103,1,4,4,1,0,0,6,2,0,0,0,0,202,15,217,484
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,242,1,122,109,1,0,3,0,0,0,4,3,0,0,0,0,242,14,256,583
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,243,1,158,102,1,9,0,0,0,0,9,1,1,0,0,0,281,0,281,448
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,244,2,277,112,55,89,12,209,23,0,0,0,0,0,0,0,777,14,791,1473
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,245,2,384,130,82,68,3,145,26,0,0,0,0,0,0,1,839,15,854,1337
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,246,2,281,115,59,77,5,149,33,0,0,0,0,0,0,0,719,15,734,1342
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,247,3,390,78,32,121,2,184,11,0,0,0,0,0,0,0,818,20,838,1571
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,248,3,421,67,71,92,3,137,12,0,0,0,0,0,0,0,803,14,817,1346
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,249,2,306,70,30,42,8,111,17,0,0,0,0,0,0,0,584,4,588,996
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,250,2,302,57,32,104,10,119,12,0,0,0,0,0,0,0,636,17,653,1062
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,251,3,453,80,80,108,4,400,23,0,0,0,0,0,0,1,1149,21,1170,2216
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,252,4,469,124,55,167,18,562,18,0,0,0,0,0,0,0,1413,31,1444,2777
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,253,1,185,41,20,41,1,72,13,0,0,0,0,0,0,0,373,9,382,616
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,254,2,281,38,12,52,3,126,8,0,0,0,0,0,0,0,520,11,531,942
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,255,2,236,47,33,127,0,182,6,0,0,0,0,0,0,0,631,15,646,1357
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,256,3,297,58,35,123,3,181,12,0,0,0,0,0,0,0,709,15,724,1514
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,257,3,368,68,29,93,6,267,12,0,0,0,0,0,0,0,843,14,857,1530
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,258,2,321,76,47,56,4,296,15,0,0,0,0,0,0,0,815,25,840,1445
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,259,2,226,38,12,65,3,262,4,0,0,0,0,0,0,0,610,18,628,1271
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,260,2,121,59,8,24,2,124,3,0,0,0,0,0,0,0,341,6,347,766
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,261,3,176,76,22,139,5,158,19,0,0,0,0,0,0,1,596,24,620,1557
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,262,2,84,52,10,104,2,97,6,0,0,0,0,0,0,0,355,8,363,937
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,263,3,92,142,107,178,6,184,11,0,0,0,0,0,0,0,720,21,741,1608
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,264,2,253,87,42,170,3,72,10,0,0,0,0,0,0,0,637,10,647,1295
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,265,2,187,70,35,202,1,99,7,0,0,0,0,0,0,0,601,8,609,1291
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,266,1,37,36,26,23,1,53,3,0,0,0,0,0,0,0,179,5,184,587
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,267,1,70,30,5,25,1,48,5,0,0,0,0,0,0,0,184,15,199,358
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,268,1,74,30,8,76,2,104,4,0,0,0,0,0,0,0,298,9,307,738
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,269,2,153,97,107,95,5,201,10,0,0,0,0,0,0,0,668,13,681,1342
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,270,1,19,180,92,26,4,77,3,0,0,0,0,0,0,0,401,15,416,721
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,271,2,318,96,37,86,3,74,10,0,0,0,0,0,0,0,624,13,637,1430
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,272,2,147,85,19,111,0,98,31,0,0,0,0,0,0,0,491,1,492,842
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,273,2,271,99,53,70,6,133,4,0,0,0,0,0,0,0,636,17,653,1403
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,274,1,126,55,14,21,2,119,2,0,0,0,0,0,0,0,339,14,353,582
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,275,2,143,48,6,63,0,127,9,0,0,0,0,0,0,0,396,0,396,1073
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,276,2,179,87,32,164,8,52,8,0,0,0,0,0,0,0,530,30,560,921
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,277,1,125,51,10,36,2,51,5,0,0,0,0,0,0,0,280,12,292,685
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,278,1,116,27,0,36,2,55,4,0,0,0,0,0,0,0,240,8,248,567
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,279,2,145,118,7,68,0,70,2,0,0,0,0,0,0,0,410,3,413,837
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,280,2,92,158,55,32,2,147,7,0,0,0,0,0,0,0,493,21,514,928
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,281,1,82,54,10,21,1,94,2,0,0,0,0,0,0,0,264,8,272,647
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,282,1,79,95,1,35,1,59,17,0,0,0,0,0,0,0,287,11,298,562
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,283,2,168,139,22,42,1,45,3,0,0,0,0,0,0,0,420,6,426,797
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,284,1,42,64,13,33,1,83,6,0,0,0,0,0,0,0,242,0,242,529
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,285,2,191,74,15,21,1,76,2,0,0,0,0,0,0,0,380,11,391,766
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,286,2,355,190,17,51,9,123,7,0,0,0,0,0,0,0,752,34,786,1368
2,11,GUANAJUATO,17,APASEO EL GRANDE,4,APASEO EL ALTO,287,1,48,38,7,12,0,124,3,0,0,0,0,0,0,0,232,12,244,428
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,288,4,364,292,43,9,11,160,9,185,0,18,6,0,0,0,1097,33,1130,2274
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,289,4,631,167,59,8,46,200,1,141,0,14,7,0,0,1,1275,28,1303,2381
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,290,3,441,147,22,13,17,137,3,114,0,14,6,0,0,1,915,20,935,1698
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,291,4,459,179,23,13,22,153,7,89,0,11,1,0,0,0,957,27,984,1626
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,292,4,554,216,65,18,43,223,28,109,0,23,1,0,0,1,1281,28,1309,2555
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,293,2,370,92,39,4,14,95,0,94,0,12,0,0,0,0,720,17,737,1304
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,294,6,788,419,107,17,24,296,11,110,0,69,15,0,0,0,1856,68,1924,4201
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,295,3,365,95,37,10,18,158,6,62,0,14,6,0,0,0,771,14,785,1543
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,296,2,393,84,19,6,12,138,6,52,0,12,0,0,0,0,722,19,741,1235
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,297,2,266,92,51,5,9,128,1,72,0,24,1,0,0,0,649,15,664,1149
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,298,1,106,96,14,6,4,23,3,8,0,5,0,0,0,0,265,17,282,628
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,299,2,70,95,29,9,6,61,3,30,0,5,4,0,0,0,312,32,344,930
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,300,2,87,170,20,13,4,151,2,27,0,6,1,0,0,0,481,19,500,1275
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,301,3,122,186,38,6,4,94,5,50,0,16,2,0,0,0,523,9,532,1099
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,302,3,408,216,17,24,7,95,10,42,0,13,1,0,0,1,834,23,857,2178
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,303,2,157,140,13,16,1,13,7,25,0,9,0,0,0,0,381,6,387,954
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,304,3,183,604,16,26,5,22,1,49,0,10,3,0,0,0,919,17,936,1825
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,305,2,271,117,9,8,3,45,4,24,0,13,1,0,0,0,495,16,511,1410
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,306,1,85,49,13,6,2,42,2,5,0,5,0,0,0,0,209,7,216,515
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,307,3,188,225,14,9,2,55,5,74,0,8,6,0,2,0,586,26,612,1549
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,308,1,112,56,7,4,1,31,1,7,0,4,1,0,0,0,224,3,227,522
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,309,2,260,222,47,5,2,71,3,10,0,7,4,0,0,0,631,15,646,1368
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,310,2,127,170,8,7,2,76,6,71,0,7,7,0,0,0,481,12,493,1071
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,311,4,255,805,34,13,6,113,4,50,0,18,9,0,0,0,1307,10,1317,2299
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,312,1,98,107,45,7,6,38,3,24,0,1,5,0,0,0,334,3,337,685
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,313,3,254,188,15,10,4,91,7,21,0,14,6,0,1,0,610,20,630,1373
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,314,3,259,234,32,16,1,38,12,39,0,6,5,0,0,0,642,21,663,2022
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,315,3,201,246,16,24,1,56,4,20,0,21,6,0,2,1,596,26,622,2033
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,316,2,97,130,41,13,3,128,1,8,0,6,4,0,0,0,431,17,448,1157
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,317,2,140,125,14,16,9,52,5,38,0,8,1,0,0,0,408,15,423,884
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,318,1,90,82,8,3,1,27,2,43,0,4,2,0,0,1,263,12,275,638
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,319,2,153,177,34,21,17,69,7,10,0,6,5,0,0,0,499,13,512,1415
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,320,2,186,112,25,5,17,203,3,32,0,11,0,0,0,1,595,12,607,1287
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,321,1,181,57,21,6,23,28,0,14,0,3,2,0,2,0,335,7,342,638
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,322,3,325,297,23,13,14,128,4,39,0,14,5,0,0,0,862,14,876,1605
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,323,2,202,104,41,11,7,63,4,17,0,12,2,0,0,0,463,10,473,920
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,324,3,225,217,65,13,8,228,10,28,0,13,3,0,0,1,811,22,833,1815
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,325,2,85,115,10,11,6,51,4,10,0,7,6,0,0,0,305,14,319,772
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,326,3,253,208,13,26,7,66,15,12,0,12,6,0,0,0,618,17,635,1680
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,327,2,159,178,24,25,6,61,19,16,0,4,5,0,0,0,497,10,507,1477
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,328,3,239,237,9,40,5,130,16,23,0,16,1,0,0,0,716,29,745,1709
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,329,2,167,86,6,20,4,92,6,14,0,7,2,0,1,0,404,25,429,933
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,330,2,193,152,8,30,11,100,8,11,0,10,4,0,0,0,527,25,552,1385
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,6,ATARJEA,331,1,367,111,0,79,0,0,5,0,0,0,8,0,3,0,570,9,579,672
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,6,ATARJEA,332,3,451,101,0,44,0,0,2,0,0,0,4,0,1,0,602,14,616,742
