CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA _ALIANZA,MORENA,ES,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,43,B ,23,121,19,2,6,37,36,49,72,,,,,1,365,19,385,623,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0043B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,43,C01,41,131,17,2,6,14,34,38,86,,,,,0,369,8,377,623,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0043C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,44,B ,35,133,17,5,12,32,30,36,53,,,,,0,353,7,360,582,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0044B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,44,C01,35,134,8,4,4,20,35,35,70,,,,,0,345,14,359,582,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0044C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,44,C02,41,115,9,1,11,34,35,31,71,,,,,0,348,14,362,581,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0044C02.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,45,B ,31,140,24,4,9,38,44,39,54,,,,,0,383,10,393,639,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0045B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,45,C01,4,80,22,4,4,3,18,3,20,,,,,0,158,2,160,638,GRUPO DE RECUENTO,,,
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,46,B ,23,103,19,8,4,24,27,31,64,,,,,0,303,15,318,555,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0046B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,46,C01,24,104,16,5,6,21,40,26,70,,,,,0,312,8,320,554,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0046C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,46,C02,26,88,23,2,6,0,27,33,61,,,,,0,266,11,277,554,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0046C02.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,46,S01,4,16,10,1,1,6,5,8,13,,,,,0,64,1,65,0,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0046S00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,47,B ,21,107,20,4,9,15,48,30,56,,,,,2,310,10,322,560,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0047B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,47,C01,22,119,23,6,12,24,43,37,52,,,,,0,338,14,352,559,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0047C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,48,B ,4,79,3,6,0,17,7,6,12,,,,,0,134,7,141,226,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0048B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,49,B ,1,71,51,2,0,3,0,1,15,,,,,0,144,9,153,255,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0049B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,51,B ,4,80,22,4,4,3,18,3,20,,,,,0,158,2,160,269,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0051B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,52,B ,3,58,22,1,1,6,12,22,13,,,,,0,138,0,138,478,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0052B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,52,C01,6,68,32,3,1,4,10,10,40,,,,,0,174,5,179,478,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0052C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,53,B ,10,51,12,4,3,15,10,54,73,,,,,0,232,10,242,473,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0053B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,54,B ,8,81,75,7,2,33,13,16,44,,,,,2,279,8,289,715,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0054B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,54,C01,5,93,48,3,1,34,10,17,65,,,,,0,276,9,285,714,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0054C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,55,B ,8,250,15,3,0,7,28,21,69,,,,,2,401,14,417,607,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0055B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,55,C01,12,229,17,8,3,6,24,12,75,,,,,0,386,15,401,607,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0055C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,56,B ,2,81,7,6,0,11,14,25,48,,,,,0,194,11,205,320,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0056B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,57,B ,2,240,19,16,5,14,21,7,82,,,,,0,406,26,432,737,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0057B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,58,B ,11,117,61,6,1,10,10,12,76,,,,,0,304,9,313,513,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0058B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,59,B ,14,103,10,7,3,4,10,28,44,,,,,0,223,12,235,412,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0059B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,59,C01,15,88,8,2,5,15,17,17,39,,,,,0,206,6,212,412,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0059C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,60,B ,13,89,57,3,8,24,16,36,127,,,,,2,373,10,385,668,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0060B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,60,C01,15,107,47,3,10,7,29,45,125,,,,,0,388,6,394,668,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0060C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,60,C02,218,144,23,2,17,7,51,19,18,,,,,0,499,24,523,668,GRUPO DE RECUENTO,,,
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,61,B ,49,186,6,5,1,23,38,35,50,,,,,0,393,19,412,694,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0061B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,62,B ,10,162,26,3,3,17,21,34,99,,,,,0,375,25,400,691,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0062B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,62,C01,10,133,31,4,1,16,15,46,111,,,,,1,367,11,379,691,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0062C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,62,C02,13,123,32,2,5,24,17,46,117,,,,,0,379,14,393,690,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0062C02.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,63,B ,9,74,16,5,3,6,17,41,56,,,,,0,227,6,233,342,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0063B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,64,B ,7,149,39,3,5,28,62,35,64,,,,,0,392,18,410,584,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0064B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,65,B ,5,130,27,2,4,7,89,35,55,,,,,0,354,15,369,696,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0065B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,65,C01,3,138,47,1,0,2,80,44,45,,,,,0,360,18,378,696,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0065C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,65,C02,3,138,49,1,1,2,72,39,40,,,,,0,345,17,362,696,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0065C02.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,66,B ,9,159,15,6,3,14,34,30,106,,,,,0,376,37,413,643,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0066B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,66,C01,24,158,12,6,2,14,30,31,98,,,,,0,375,31,406,643,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0066C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,67,B ,20,194,24,6,4,19,15,56,73,,,,,0,411,21,432,678,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0067B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,67,C01,19,147,11,3,4,20,15,81,81,,,,,2,381,27,410,677,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0067C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,68,B ,10,152,14,3,5,17,22,62,73,,,,,0,358,16,374,659,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0068B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,68,C01,18,141,17,2,4,16,18,71,72,,,,,0,359,19,378,659,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0068C01.jpg
5,13,HIDALGO,9,METEPEC,4,AGUA BLANCA DE ITURBIDE,69,B ,177,92,6,21,2,10,88,29,127,1,0,5,0,1,558,20,579,738,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0069B00.jpg
5,13,HIDALGO,9,METEPEC,4,AGUA BLANCA DE ITURBIDE,69,C01,160,93,12,11,3,14,80,17,137,9,1,6,0,3,543,17,563,737,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0069C01.jpg
5,13,HIDALGO,9,METEPEC,4,AGUA BLANCA DE ITURBIDE,69,C02,27,48,127,0,2,5,2,2,1,0,0,0,0,0,214,3,217,737,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0069C01.jpg
5,13,HIDALGO,9,METEPEC,4,AGUA BLANCA DE ITURBIDE,70,B ,26,23,4,6,1,1,27,2,4,0,1,0,0,0,95,9,104,146,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0070B00.jpg
5,13,HIDALGO,9,METEPEC,4,AGUA BLANCA DE ITURBIDE,71,B ,48,38,0,2,0,3,27,3,15,3,0,0,0,0,139,14,153,136,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0071B00.jpg
5,13,HIDALGO,9,METEPEC,4,AGUA BLANCA DE ITURBIDE,72,B ,89,28,2,3,1,13,25,3,21,0,0,0,0,0,185,19,204,212,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0072B00.jpg
5,13,HIDALGO,9,METEPEC,4,AGUA BLANCA DE ITURBIDE,72,E01,62,79,4,6,0,12,59,12,42,2,0,2,1,0,281,8,289,280,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0072E01.jpg
5,13,HIDALGO,9,METEPEC,4,AGUA BLANCA DE ITURBIDE,73,B ,76,91,84,4,4,5,7,11,11,1,0,0,0,1,294,7,302,261,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0073B00.jpg
5,13,HIDALGO,9,METEPEC,4,AGUA BLANCA DE ITURBIDE,74,B ,210,98,8,8,3,8,43,13,170,0,0,0,0,0,561,59,620,367,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0074B00.jpg
5,13,HIDALGO,9,METEPEC,4,AGUA BLANCA DE ITURBIDE,75,B ,40,23,2,2,1,5,35,3,22,2,0,1,0,0,136,5,141,167,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0075B00.jpg
5,13,HIDALGO,9,METEPEC,4,AGUA BLANCA DE ITURBIDE,76,B ,144,71,3,11,0,9,55,38,83,2,1,0,0,0,417,20,437,131,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0076B00.jpg
5,13,HIDALGO,9,METEPEC,4,AGUA BLANCA DE ITURBIDE,77,B ,118,65,5,12,4,12,63,24,58,3,1,4,0,0,369,12,381,744,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0077B00.jpg
5,13,HIDALGO,9,METEPEC,4,AGUA BLANCA DE ITURBIDE,78,B ,18,47,2,2,3,1,7,2,1,1,1,1,0,0,86,4,90,476,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0078B00.jpg
5,13,HIDALGO,9,METEPEC,4,AGUA BLANCA DE ITURBIDE,78,C01,101,65,9,7,3,8,56,18,72,2,0,1,1,0,343,17,360,476,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0078C01.jpg
5,13,HIDALGO,9,METEPEC,4,AGUA BLANCA DE ITURBIDE,79,B ,117,139,105,3,2,4,17,27,8,0,1,0,0,0,423,8,431,709,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0079B00.jpg
5,13,HIDALGO,9,METEPEC,4,AGUA BLANCA DE ITURBIDE,80,B ,29,23,0,2,0,0,5,3,41,3,0,0,0,0,106,9,115,544,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0080B00.jpg
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,5,AJACUBA,81,B,56,89,61,33,28,8,7,21,9,0,2,0,0,0,314,18,332,510,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0081B00.jpg
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,5,AJACUBA,81,C01,57,93,55,42,35,5,16,21,6,1,0,0,0,0,331,12,343,510,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0081C02.jpg
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,5,AJACUBA,81,C02,56,107,68,25,46,4,6,15,11,0,0,0,0,0,338,10,348,510,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0081C02.jpg
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,5,AJACUBA,82,B,70,60,59,32,55,10,11,26,8,0,0,0,0,0,331,18,349,520,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0082B00.jpg
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,5,AJACUBA,82,C01,60,73,68,28,52,7,7,21,7,0,1,0,0,0,324,17,341,520,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0082C01.jpg
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,5,AJACUBA,82,C02,74,82,72,23,54,8,13,25,8,0,1,0,0,0,360,13,373,519,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0082C02.jpg
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,5,AJACUBA,83,B,50,128,91,42,67,9,24,21,5,2,2,0,0,0,441,21,462,637,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0083B00.jpg
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,5,AJACUBA,83,C01,53,120,86,44,61,3,16,28,20,0,1,0,0,0,432,23,455,637,ACTA CASILLA,,,
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,5,AJACUBA,84,B,39,134,83,37,104,13,21,25,6,0,0,0,0,0,462,24,486,657,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0084B00.jpg
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,5,AJACUBA,84,C01,39,148,71,37,102,17,13,21,11,0,0,0,0,1,459,15,475,657,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0084C01.jpg
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,5,AJACUBA,85,B,31,89,58,142,21,14,15,30,28,0,0,0,0,0,428,18,446,690,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0085B00.jpg
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,5,AJACUBA,85,C01,54,76,83,168,30,6,18,34,21,4,0,0,0,0,494,15,509,690,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0085C01.jpg
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,5,AJACUBA,86,B,43,70,59,116,23,7,9,34,6,0,5,0,0,0,372,20,392,633,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0086B00.jpg
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,5,AJACUBA,86,C01,30,53,76,91,20,7,62,12,0,0,1,0,0,0,352,17,369,633,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0086C01.jpg
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,5,AJACUBA,86,C02,31,85,54,107,29,5,9,49,15,0,5,1,0,0,390,18,408,633,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0087B00.jpg
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,5,AJACUBA,87,B,33,32,31,24,6,2,3,4,9,1,0,0,0,0,145,2,147,195,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0087B00.jpg
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,5,AJACUBA,88,B,43,110,81,64,38,6,18,44,9,1,0,0,0,0,414,14,428,641,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0088B00.jpg
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,5,AJACUBA,88,C01,36,99,90,62,32,2,12,67,14,0,2,1,0,0,417,12,429,640,GRUPO DE RECUENTO,,,
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,5,AJACUBA,88,C02,45,64,88,101,58,10,15,48,5,0,0,0,0,0,434,14,448,640,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0088C02.jpg
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,5,AJACUBA,89,B,58,79,123,81,36,18,9,47,5,1,1,0,0,0,458,10,468,694,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0089B00.jpg
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,5,AJACUBA,89,C01,51,90,108,100,42,6,14,58,6,0,0,0,0,0,475,18,493,693,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0089C01.jpg
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,5,AJACUBA,90,B,30,61,56,47,8,3,19,17,3,0,0,1,0,0,245,3,248,325,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0090B00.jpg
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,5,AJACUBA,91,B,18,111,10,52,5,0,1,1,0,0,1,0,0,0,199,4,203,237,ACTA CASILLA,,,
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,92,B,50,116,94,68,2,3,8,18,7,,,,,0,366,18,384,559,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0092B00.jpg
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,92,C01,48,108,95,65,4,4,15,29,10,,,,,0,378,14,392,559,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0092C01.jpg
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,92,C02,45,97,99,67,1,8,13,28,8,,,,,0,366,8,374,558,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0092C02.jpg
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,93,B,25,116,152,93,2,3,13,42,9,,,,,0,455,12,467,682,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0093B00.jpg
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,94,B,11,73,42,52,1,7,11,10,3,,,,,0,210,15,225,361,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0094B00.jpg
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,95,B,7,74,46,78,2,1,4,38,5,,,,,0,255,14,269,490,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0095B00.jpg
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,95,C01,25,59,59,82,2,2,11,20,5,,,,,0,265,23,288,490,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0095C01.jpg
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,96,B,74,69,51,55,3,3,6,21,2,,,,,0,284,20,304,491,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0096B00.jpg
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,97,B,42,31,45,54,2,2,8,9,2,,,,,0,195,16,211,394,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0097B00.jpg
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,97,C01,36,41,39,50,4,3,9,15,3,,,,,0,200,13,213,394,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0097C01.jpg
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,98,B,28,88,36,54,2,0,4,15,1,,,,,0,228,11,239,328,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0098B00.jpg
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,99,B,25,48,67,103,1,1,13,21,5,,,,,0,284,19,303,655,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0099B00.jpg
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,99,C01,45,69,49,101,2,3,3,23,3,,,,,0,298,4,302,655,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0099C01.jpg
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,100,B,23,32,52,76,2,3,9,7,3,,,,,0,207,0,207,417,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0100B00.jpg
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,100,C01,22,36,49,78,4,2,6,13,1,,,,,0,211,15,226,416,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0100C01.jpg
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,101,B,20,59,71,44,4,9,12,16,7,,,,,0,242,18,260,490,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0101B00.jpg
5,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,101,C01,13,38,90,57,2,6,16,16,2,,,,,0,240,4,244,489,SIN ACTA,,NO PUDO SER CAPTURADA POR FALLAS EN EL SISTEMA,
